# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5b1_model
# start_datetime = 2022-04-23 08:29:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-3934fe92810.json
# init = 2 (Default)
# random
#   seed = 1602453411
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b1-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b1-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5b1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0820327
# Diagonal elements of inverse mass matrix:
# 0.0347738, 0.0550782, 0.0854037, 0.0671431, 0.000316443, 0.000375819, 0.0304783, 0.0225237, 0.171464, 0.243458, 0.251608, 0.189285, 0.182864, 0.257665, 0.368666, 0.213245, 0.157205, 0.158883, 0.185782, 0.142799, 0.192204, 0.222606, 0.194283, 0.24146, 0.154355, 0.184909, 0.160017, 0.283172, 0.227863, 0.285541, 0.261164, 0.168867, 0.199225, 0.170385, 0.232593, 0.229176, 0.15603, 0.209845, 0.397715, 0.181668, 0.00751177
309.145,0.926055,0.0820327,5,31,0,-282.867,0.167432,-0.0360986,0.28762,0.412219,0.0583784,0.069096,-0.0306697,0.697859,-0.641855,0.82429,0.278849,-0.648329,0.724246,-3.24856,-1.53516,-0.728861,-1.03879,0.457377,-1.56731,-0.750397,0.745426,1.84907,0.992953,1.34197,-0.90128,-0.500897,-1.01119,-0.0455065,0.868147,-0.512761,-0.0683224,0.42549,1.61014,-0.261096,-0.42957,-0.948918,-0.545913,0.345882,-1.30298,0.125596,6.47475,-0.478594,0.544569,0.163927,-0.483112,0.474752,-2.29771,-1.10199,-0.539312,-0.755598,0.288515,-1.12443,-0.554341,0.489532,1.25972,0.662271,0.905838,-0.659636,-0.380225,-0.736341,-0.0624268,0.575174,-0.388504,-0.0783491,0.266262,1.09298,-0.212878,-0.330449,-0.692881,-0.41164,0.210707,-0.939964,0.0569788,0.821852,1.08496,2.58081,1.17485,2.24947,-0.71777,1.78766,1.46892,0.68304,2.06323,0.650286,1.22037,1.51795,2.21468,1.77221,2.44704,0.511321,1.628,0.978682,2.58796,2.70016,2.32027,2.39691,2.04098,2.60072,1.7113,2.08643,1.44045,0.892536,1.10155,1.89614,1.59818,0.305371,0.252569,0.070384,0.23598,0.0953955,0.672116,0.14336,0.187107,0.335583,0.112722,0.342925,0.227871,0.179764,0.0984397,0.145267,0.0796553,0.374884,0.164104,0.273153,0.069917,0.0629639,0.0894584,0.0834089,0.114967,0.0690924,0.152996,0.110423,0.191476,0.290587,0.24945,0.130546,0.168236
313.049,0.971727,0.0820327,6,95,0,-293.219,0.402728,0.0382102,0.0317818,0.142365,0.0437408,0.0355665,0.153893,0.712522,-1.01887,0.658302,0.176094,0.5328,1.08388,-2.87758,-0.771701,-0.798439,-0.81258,0.294207,-0.254754,-0.175788,0.683823,0.963958,1.52584,2.13594,-0.401112,0.368536,-0.376481,0.969366,0.869758,-0.499051,0.695051,0.357166,1.30235,-0.0229385,0.119878,0.253225,-0.210466,0.420764,0.591318,0.168191,5.78841,-0.572077,0.622947,0.279364,0.533524,0.926184,-1.89644,-0.395961,-0.415013,-0.425088,0.363521,-0.027625,0.0286401,0.641131,0.840734,1.24109,1.6758,-0.131909,0.416483,-0.114358,0.844587,0.773614,-0.201692,0.649132,0.408381,1.08184,0.137549,0.239308,0.334321,0.00393104,0.453696,0.575219,0.273732,0.405807,1.2096,2.11992,1.80545,2.28559,-0.779582,1.39995,1.11935,0.623929,1.72292,1.33178,1.38804,1.47214,1.64079,2.09451,2.86024,0.76563,1.95085,1.07693,2.8601,2.39546,1.85756,2.53342,1.76778,2.16643,1.43356,2.07986,1.73506,0.977867,1.21292,2.31912,1.45817,0.399918,0.229772,0.107176,0.141189,0.0923237,0.68559,0.197823,0.246131,0.348888,0.151495,0.208865,0.19972,0.186617,0.162358,0.109632,0.0541544,0.317425,0.124461,0.254088,0.0541615,0.0835194,0.134987,0.073548,0.145818,0.102806,0.192545,0.11107,0.149942,0.273315,0.229185,0.089552,0.188747
315.114,0.950793,0.0820327,5,31,0,-297.033,0.29672,0.0469979,0.0462011,0.170597,0.0455035,0.0378511,0.152979,0.719294,-0.974057,0.605925,0.333105,0.451288,0.963537,-3.01381,-0.746958,-0.677997,-0.899008,0.328256,-0.403885,-0.136414,0.5439,1.14608,1.5217,2.07759,-0.551852,0.52388,-0.31559,0.883947,0.8819,-0.463477,0.729204,0.276057,1.21465,-0.0582016,0.0230934,0.0873208,-0.10804,0.319732,0.549505,0.251577,5.66985,-0.547654,0.588817,0.392579,0.477588,0.846045,-2.01483,-0.384302,-0.3347,-0.493671,0.389092,-0.137533,0.0548577,0.544203,0.977346,1.24753,1.64737,-0.243965,0.529803,-0.0740223,0.788797,0.787324,-0.180396,0.677491,0.351545,1.02667,0.111115,0.16959,0.215789,0.0752668,0.38296,0.548235,0.333937,0.38714,1.10725,2.19111,1.68457,2.14404,-0.932683,1.42107,1.1453,0.516825,1.68708,1.16046,1.35285,1.32193,1.72288,2.04692,2.76335,0.603796,2.00981,1.08788,2.76934,2.35834,1.84565,2.52152,1.64954,2.07501,1.38414,1.96812,1.59994,1.0052,1.08417,2.29552,1.44991,0.404406,0.248384,0.100552,0.156491,0.10489,0.717619,0.194495,0.241348,0.373595,0.15616,0.238584,0.205405,0.210498,0.1515,0.114364,0.0593371,0.353476,0.118177,0.252018,0.0590037,0.0864055,0.136385,0.0743631,0.161172,0.111549,0.200345,0.122591,0.16799,0.267919,0.252717,0.0914948,0.190015
308.041,0.916361,0.0820327,5,31,0,-290.487,0.385934,0.0220837,-0.0633598,0.0531016,0.046262,0.045624,0.103959,0.776912,-1.04249,0.387652,0.101202,0.536125,0.766602,-2.4101,-0.391175,-0.537782,-0.989854,0.482471,-0.366104,-0.168167,0.574872,1.56725,1.42802,2.39355,-0.650278,0.610997,-0.160436,1.34723,1.51675,-0.296791,0.439476,0.317451,1.50115,-0.210711,0.19333,-0.0397981,-0.125693,0.62541,0.553525,0.242884,5.46805,-0.705964,0.405131,0.182585,0.520481,0.699541,-1.76848,-0.199949,-0.313849,-0.66507,0.478796,-0.180471,-0.0266918,0.550584,1.32158,1.21341,1.96354,-0.401249,0.57865,-0.0206853,1.15064,1.28234,-0.126621,0.445393,0.350591,1.27022,-0.0597441,0.25416,0.0730398,0.00630679,0.589848,0.534,0.292659,0.258955,0.868185,2.01019,1.74668,2.01826,-0.622963,1.81432,1.18992,0.391096,1.79752,1.13825,1.29203,1.33034,2.05837,2.03119,3.09721,0.467097,2.08242,1.21798,3.16329,2.87864,1.93229,2.31926,1.66931,2.37201,1.31465,2.08176,1.58316,0.968943,1.27798,2.49314,1.42633,0.435621,0.295632,0.118138,0.148467,0.117299,0.650892,0.140117,0.233274,0.403453,0.142154,0.242642,0.21551,0.209102,0.113209,0.115967,0.0432226,0.385304,0.110818,0.228293,0.0405708,0.0532198,0.126497,0.0895407,0.158516,0.0853319,0.21171,0.110882,0.170348,0.275091,0.217894,0.0763406,0.193671
306.464,0.936946,0.0820327,5,63,0,-290.135,0.346412,0.37257,0.108458,-0.251546,0.05951,0.0375338,0.217496,0.728021,-0.466796,0.851898,0.451405,-0.176562,0.587178,-2.97064,-0.925312,-1.23436,-0.721942,0.741643,-0.873788,-0.0773692,1.00359,1.63714,1.57103,2.18549,-0.789837,0.375562,-0.180171,0.705157,0.752547,-0.0496007,0.324231,1.10302,2.00683,0.153846,-0.442066,-0.124306,-0.203763,-0.267005,0.0960949,0.018541,6.14578,-0.122341,0.837696,0.546128,0.0889556,0.644974,-1.94519,-0.45615,-0.681144,-0.308092,0.757428,-0.41864,0.16117,0.948133,1.40937,1.36124,1.80858,-0.357522,0.490913,0.0863278,0.730865,0.765366,0.181386,0.453543,1.02051,1.67851,0.329499,-0.104337,0.126999,0.0691525,0.0231107,0.287455,0.230994,0.790611,1.33778,2.60012,1.36931,2.04435,-0.914185,1.32008,0.956274,0.679927,2.15681,0.980738,1.56055,1.66604,2.13465,1.98836,2.96992,0.390538,2.12833,1.22448,3.02289,2.5218,2.53292,2.56704,2.41989,2.70406,1.56101,1.94965,1.45186,0.943608,0.659532,1.86575,1.39233,0.312038,0.207876,0.0691309,0.202731,0.114624,0.713856,0.210805,0.277625,0.336278,0.103697,0.272745,0.173568,0.158953,0.105774,0.120431,0.0488035,0.403588,0.106373,0.227149,0.0464023,0.0743437,0.0735821,0.07129,0.0816683,0.0627341,0.173502,0.124591,0.189716,0.280172,0.340845,0.134034,0.199036
306.676,0.964233,0.0820327,5,31,0,-289.046,0.296572,0.245365,0.294166,0.00891584,0.0448192,0.0446333,0.147502,0.776834,-0.826933,0.546222,0.639012,0.380224,0.712714,-2.79677,-0.58635,-0.536594,-0.983794,0.478816,-1.03182,0.172079,1.25802,1.39151,1.81922,1.43006,-0.903952,0.363389,-0.146431,0.336553,0.783649,-0.535447,0.257539,0.483942,1.06279,0.0234499,0.160294,-0.796341,-0.463336,0.513617,1.21103,0.245386,5.54733,-0.494887,0.571826,0.643908,0.442873,0.701162,-2.02512,-0.307994,-0.269342,-0.616742,0.519463,-0.654052,0.281179,1.12478,1.22847,1.56074,1.25842,-0.554718,0.429796,0.0337498,0.408948,0.756267,-0.268451,0.347567,0.523445,0.973114,0.165719,0.272024,-0.471123,-0.212433,0.546498,1.08827,0.338126,0.56843,1.14418,2.47349,1.68981,2.03773,-0.804398,1.78189,1.2465,0.535841,1.85603,0.682518,1.61775,1.97998,2.06862,2.37607,2.41572,0.360176,1.94564,1.36487,2.41781,2.36175,1.78523,2.22197,1.86002,2.17033,1.61806,2.10161,1.10244,0.825531,1.30821,3.02788,1.49542,0.361599,0.241554,0.0777377,0.155801,0.115298,0.690914,0.14407,0.223306,0.369156,0.135166,0.335699,0.165515,0.121321,0.112184,0.085016,0.081982,0.410917,0.125029,0.203451,0.0818249,0.0861361,0.143659,0.097795,0.134701,0.102447,0.165473,0.108941,0.249283,0.304591,0.212786,0.046182,0.18311
