# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5b3_model
# start_datetime = 2022-04-23 08:31:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39345a644f3e.json
# init = 2 (Default)
# random
#   seed = 1095874083
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b3-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b3-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5b3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0741145
# Diagonal elements of inverse mass matrix:
# 0.0325068, 0.049474, 0.0805814, 0.0909376, 0.0950704, 0.092925, 0.0932936, 0.0871798, 0.0648241, 0.0583109, 0.0694244, 0.0792919, 0.000273012, 0.000373974, 0.0351435, 0.0194804, 0.213733, 0.263331, 0.250947, 0.197647, 0.206464, 0.248063, 0.43445, 0.183548, 0.266357, 0.168718, 0.193071, 0.160137, 0.195121, 0.264232, 0.21624, 0.192971, 0.186745, 0.187343, 0.252875, 0.276746, 0.186452, 0.285488, 0.201251, 0.208731, 0.255162, 0.332942, 0.235439, 0.243347, 0.211442, 0.291288, 0.473981, 0.18572, 0.00651383
313.726,0.993673,0.0741145,5,63,0,-299.55,0.0674013,0.111845,-0.222822,0.223814,-0.258363,0.0692961,-0.206897,-0.204561,0.101987,0.144567,-0.0399145,-0.22029,0.072327,0.0340187,0.446935,0.925822,-0.635483,0.48356,-0.388607,-0.169725,0.365607,-2.62066,-0.0546849,-0.610116,-0.579857,-0.153562,-0.849072,-0.685536,0.733782,1.2678,1.25807,1.59276,-0.59165,-0.208651,-0.687826,-0.160465,0.462024,-0.42609,0.335195,-0.054064,1.51466,0.920936,-0.746113,-0.0189086,0.0909864,1.01502,0.446295,-1.81291e-05,6.33266,-0.141409,0.894625,0.0871533,0.289799,0.785422,-1.97933,0.396306,-0.117924,-0.0899095,0.304764,-0.339155,-0.18775,1.12629,1.62069,1.61169,1.92154,-0.100828,0.253761,-0.18987,0.298373,0.874686,0.0524511,0.757265,0.396881,1.84924,1.29956,-0.243834,0.429429,0.531172,1.38666,0.860125,0.446918,0.52383,1.18566,2.20904,1.47143,2.11171,-1.14507,1.88656,1.49767,0.501466,1.63105,0.987132,1.13854,1.64197,2.15842,2.12286,2.95852,0.511989,1.86936,0.679481,2.70956,2.63493,2.53597,2.95148,1.72317,2.65912,1.94291,1.87805,1.53392,1.18485,1.69048,2.22562,1.4839,0.371957,0.234036,0.0989419,0.186725,0.107964,0.758609,0.131638,0.182773,0.377196,0.163687,0.271479,0.242589,0.162198,0.103547,0.106894,0.0493353,0.374727,0.133616,0.336377,0.0624113,0.0669236,0.0733747,0.0496668,0.151464,0.0654291,0.125329,0.132613,0.177421,0.234181,0.155713,0.097473,0.18484
305.126,0.971671,0.0741145,5,31,0,-287.951,-0.0050752,0.0741716,0.134127,0.179007,-0.51781,-0.601821,-0.00636531,-0.512608,0.360732,0.459552,-0.0808643,-0.036639,0.0686222,0.0488532,0.329235,0.859502,-0.767419,0.470856,-0.374302,-0.252016,0.667336,-2.67695,-1.65876,-1.41818,-0.00430327,0.626414,-1.08639,-0.488111,0.577783,0.794946,0.831479,1.33782,-0.815903,-0.605296,-0.223662,-0.0754333,0.049103,-1.22635,0.0354639,-0.0795534,1.32976,0.673684,-0.367866,-0.296249,-0.646594,0.0843227,-0.324432,-0.136859,6.11002,-0.330363,0.733937,0.0075217,0.112627,0.902812,-1.97161,-1.09647,-0.889697,0.325537,0.86764,-0.604517,-0.0902971,0.825841,1.01249,1.04389,1.47909,-0.372035,-0.191018,0.136997,0.2644,0.371439,-0.724815,0.359717,0.260859,1.47217,0.908268,0.013054,0.0746084,-0.226514,0.401711,0.0503855,0.211605,0.643349,1.17026,2.3285,1.54152,2.46895,-0.710051,1.09968,0.950925,0.955358,2.43377,0.961617,1.47584,1.5952,1.84076,1.83656,2.77074,0.584908,1.6496,1.40383,2.85987,2.34931,1.93927,2.74932,1.82699,2.69126,1.92046,2.33403,1.72571,0.739534,0.630489,2.06693,1.50325,0.34449,0.236807,0.08879,0.176315,0.0780641,0.670412,0.2498,0.278699,0.277808,0.0806333,0.276555,0.186057,0.168654,0.136962,0.137459,0.0589261,0.357804,0.161162,0.197209,0.0541735,0.0871209,0.125728,0.0601252,0.138597,0.063491,0.127811,0.0883434,0.151137,0.323106,0.3474,0.112352,0.181941
307.31,0.938637,0.0741145,6,127,0,-281.476,0.0681526,0.136767,-0.0671328,-0.214378,0.0141304,0.445528,-0.1044,0.502335,0.185047,-0.333476,0.231793,0.151482,0.0812607,0.073909,0.0164261,0.802111,-0.88108,0.654564,0.128109,-0.258959,0.779893,-2.11389,-1.30587,-0.496829,-1.37201,-0.193019,-1.2315,-0.628388,0.432785,2.22254,1.15279,1.71286,0.456877,0.168756,-0.826483,0.172797,0.579845,-0.376915,-0.140812,0.145319,2.2579,0.243999,-0.586794,0.18516,-0.267833,0.714625,-0.771676,0.505693,6.30263,-0.690297,0.541459,0.119184,-0.191287,0.641987,-1.67915,-1.03103,-0.382085,-1.08407,-0.138397,-0.971377,-0.487611,0.363568,1.79915,0.941088,1.39033,0.382892,0.151787,-0.646505,0.155028,0.481526,-0.285901,-0.0965206,0.132988,1.82751,0.21214,-0.454248,0.164945,-0.198406,0.589635,-0.602544,0.422048,0.524653,0.94341,2.66792,1.30106,2.29686,-0.698863,1.3653,1.59783,0.325439,1.51648,0.683496,1.16726,1.26639,2.12603,1.87072,2.72016,0.898527,2.1317,1.0119,3.02881,2.62396,2.66914,2.53348,1.78786,2.74567,2.05164,2.09449,1.73415,1.00241,1.38903,2.17952,1.75188,0.371765,0.280212,0.0648928,0.213986,0.0913834,0.667936,0.20338,0.168285,0.419351,0.179981,0.335481,0.23735,0.219875,0.106593,0.133459,0.061794,0.289353,0.106053,0.266608,0.0461411,0.067612,0.0648189,0.0735441,0.143335,0.0603318,0.113887,0.109633,0.150058,0.268467,0.199562,0.101604,0.14781
305.663,0.934115,0.0741145,6,63,0,-284.111,0.198191,0.215551,0.100815,0.0884572,0.18263,-0.44753,0.243349,-0.702037,0.140659,0.275602,-0.211673,-0.16098,0.0622358,0.0236345,0.184331,0.75121,-0.475483,0.277118,-0.0471914,-0.0670966,0.952593,-2.84232,0.00704117,-0.523228,-0.212871,0.520148,-1.38709,-0.726509,0.362696,0.921474,1.47064,0.928558,-0.513048,0.414841,-0.121508,0.54013,0.748112,-0.131606,-0.134508,0.0944823,1.48754,0.618676,-0.329668,0.111702,0.205984,1.00054,1.66325,-0.0404292,5.74235,-0.172856,0.392505,0.148881,0.133928,0.899929,-1.95084,0.189621,-0.208723,0.0244201,0.575072,-0.857663,-0.361429,0.456792,0.876552,1.28909,0.881873,-0.201075,0.495964,0.093053,0.590083,0.746321,0.0854676,0.0832879,0.255307,1.30178,0.649087,-0.0633189,0.268243,0.339068,0.935945,1.43378,0.15396,0.66041,0.965791,2.29066,1.46665,2.35712,-0.906658,1.70142,1.49741,0.552623,2.03226,0.599526,1.09576,1.16954,1.72659,1.95123,2.09012,0.667896,2.2021,1.06813,2.98081,2.57693,2.53843,2.28731,1.7125,2.3409,1.38229,2.07846,1.49779,1.15006,1.24538,2.69421,1.36221,0.340648,0.27572,0.0918991,0.187453,0.0865016,0.712316,0.15428,0.182812,0.365256,0.115857,0.354452,0.250535,0.236939,0.151025,0.12442,0.110061,0.338968,0.0995623,0.25576,0.0483004,0.0706383,0.0732076,0.0921796,0.15284,0.0877922,0.200642,0.111208,0.182755,0.240478,0.223502,0.0633161,0.203882
299.817,0.773463,0.0741145,5,31,0,-282.65,0.181665,0.174622,-0.0236283,0.0449802,0.156947,-0.375729,0.333012,-0.612058,0.136972,0.396586,-0.18288,0.140555,0.0604716,0.020807,0.318613,0.79888,-0.862732,0.0722041,-0.516302,0.119596,1.21466,-2.74573,-1.01602,-0.567731,-0.432803,0.463593,-1.7023,-0.475866,0.578043,0.557579,1.622,1.38043,-0.322078,0.346444,-0.313966,0.0118464,1.16905,-0.402336,-0.12442,-0.0916525,1.73655,0.71523,-0.331792,-0.213682,0.354845,1.02912,1.20783,-0.225635,5.63084,-0.370606,0.376296,-0.0938506,0.414156,1.28898,-1.87489,-0.493066,-0.134936,-0.0271449,0.688968,-1.04132,-0.0615472,0.7804,0.764052,1.6144,1.42141,0.0613115,0.59538,0.0677916,0.328077,1.25254,-0.00280542,0.219216,0.245394,1.70591,0.889997,0.0535507,0.147907,0.602092,1.14076,1.28352,0.138358,0.36683,0.884855,1.88881,1.61069,2.60645,-0.809651,0.982545,1.42442,0.432053,2.00644,0.276153,1.25593,1.41356,1.65707,2.20822,2.497,0.974647,2.15474,0.93007,2.55262,2.93285,2.28221,2.26235,1.56287,2.76538,1.80926,2.03621,1.3766,1.32149,1.40944,2.40353,1.21394,0.409307,0.292173,0.13138,0.166493,0.0687242,0.692035,0.272387,0.193969,0.393636,0.118528,0.431397,0.221676,0.195673,0.160156,0.0990147,0.0760688,0.273955,0.103889,0.282911,0.0722504,0.0505536,0.0926068,0.0942896,0.173236,0.0592239,0.140728,0.115453,0.201556,0.210571,0.196322,0.0829036,0.229004
306.562,0.9897,0.0741145,6,63,0,-276.875,0.0916437,0.188099,0.159921,-0.00190591,-0.16757,0.00689801,0.243887,-0.355863,0.537121,0.472814,-0.0835474,0.133912,0.0654492,0.0343762,0.0274017,0.694506,-0.769483,0.0284161,-0.0526095,0.254419,1.27399,-3.25335,-0.188883,-1.26895,-0.307831,0.397064,-1.72459,-0.600357,0.651696,1.23005,1.54066,1.86401,-0.555467,-0.220056,-0.185718,0.236011,1.19293,-0.778076,0.239284,0.441823,1.84939,0.310251,-0.0807857,-0.312437,-0.143649,1.27544,-0.103741,0.411932,5.37731,-0.507009,0.0471369,-0.00913588,0.204098,0.912196,-2.23207,-0.103778,-0.85389,-0.186389,0.303165,-1.17034,-0.38955,0.480009,0.88168,1.0974,1.32197,-0.358374,-0.125428,-0.10158,0.191313,0.855901,-0.512977,0.193586,0.33425,1.31181,0.242873,-0.0287044,-0.189588,-0.0723631,0.913205,-0.0446472,0.313491,0.704473,0.880482,2.21812,1.58051,2.41951,-0.963589,1.83405,0.915222,0.473177,1.81048,0.336979,1.11777,1.53131,1.85697,2.11829,2.56749,0.6747,1.64368,1.31616,2.68037,2.75591,2.04153,2.48629,1.84157,2.56212,1.35081,2.19855,1.35067,1.11968,1.27185,1.84213,1.55901,0.330821,0.293078,0.098135,0.170723,0.0816969,0.72384,0.137757,0.285933,0.383864,0.14058,0.416544,0.246426,0.177802,0.135056,0.107332,0.0712603,0.337445,0.161964,0.211458,0.0641419,0.0597537,0.114911,0.0768248,0.136866,0.0716166,0.205737,0.0998806,0.205762,0.24607,0.218941,0.1368,0.173789
