# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5b3_model
# start_datetime = 2022-04-23 08:31:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39345a644f3e.json
# init = 2 (Default)
# random
#   seed = 1095874083
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b3-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b3-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5b3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0782835
# Diagonal elements of inverse mass matrix:
# 0.0301515, 0.0574013, 0.0853149, 0.0961273, 0.0896531, 0.0922896, 0.0861621, 0.0873024, 0.0542308, 0.0555451, 0.0707788, 0.0685075, 0.000307574, 0.00029642, 0.0351194, 0.02527, 0.196387, 0.212567, 0.227992, 0.176902, 0.184131, 0.325193, 0.367992, 0.169479, 0.241267, 0.179183, 0.158442, 0.163985, 0.200587, 0.249045, 0.178344, 0.227609, 0.201681, 0.183528, 0.191729, 0.277205, 0.186713, 0.252943, 0.228277, 0.159461, 0.253968, 0.25507, 0.231041, 0.249522, 0.188422, 0.250821, 0.381789, 0.173049, 0.0068605
308.38,0.995738,0.0782835,6,63,0,-287.767,-0.150523,0.335542,0.18233,0.338156,0.237031,-0.449297,-0.0895429,0.17528,0.220904,0.187365,0.320362,0.245035,0.081836,0.0640458,0.282767,1.02177,-1.00826,0.463843,-0.313266,-0.408254,0.13908,-2.58923,-1.45404,-0.939648,-0.630974,-0.0876363,-1.10746,-1.10086,0.696538,0.813592,0.995967,0.921674,-1.03887,-0.562368,-0.613165,-0.157559,-0.28705,-0.693439,-0.127454,-0.0511056,1.126,-0.0409475,-0.388255,-0.45271,-0.388525,-0.0287387,-0.124809,-0.0374117,5.69187,-0.747436,0.756706,-0.0373183,-0.134373,0.424874,-2.36282,-1.20292,-0.677334,-0.361941,0.193223,-0.848794,-0.842056,0.994466,1.11407,1.30041,1.2245,-0.778712,-0.291841,-0.343745,0.121778,-0.0105315,-0.425766,0.152539,0.230549,1.43327,0.240928,-0.113939,-0.179797,-0.114215,0.253403,0.155241,0.244541,0.392389,1.19203,2.36661,1.20569,1.92861,-1.02924,1.37642,1.15374,1.00543,1.69696,0.654939,0.661677,1.83766,1.90012,2.09208,2.40089,0.118585,1.53924,1.18036,2.85305,1.98422,2.38734,2.6383,1.73428,2.7317,1.96396,2.28999,1.66037,0.99094,1.06218,2.55961,1.42093,0.403142,0.232896,0.0857545,0.230465,0.126905,0.736768,0.201585,0.239806,0.267874,0.154863,0.341877,0.340363,0.137328,0.130094,0.109869,0.0831047,0.470388,0.176646,0.234988,0.0545238,0.12087,0.0841429,0.0667136,0.150041,0.0611287,0.123039,0.0919553,0.159713,0.270726,0.256892,0.0717833,0.194516
309.912,0.976182,0.0782835,6,127,0,-287.999,0.299569,0.117584,-0.200487,-0.754966,-0.269441,0.0912066,0.20308,-0.0534831,0.131951,-0.0304595,-0.343345,-0.250412,0.0661073,0.0433173,-0.19216,0.90937,-0.458918,0.938386,0.465768,0.437376,1.25131,-1.82696,-0.749459,-0.185581,-0.01546,0.702103,-0.305572,-0.29348,1.18122,1.83803,1.45049,1.9256,0.139385,0.329384,-0.0669986,0.495271,0.587949,-0.141534,0.624633,0.685606,2.10271,0.394424,0.299903,0.273522,-0.085493,0.929238,0.464476,0.893353,6.29593,-0.609487,0.66118,0.231395,0.205576,0.945743,-1.85355,-0.873696,-0.360922,-0.206219,0.446311,-0.470039,-0.459042,0.88201,1.47929,1.12687,1.55892,-0.0654077,0.107371,-0.253087,0.258224,0.342503,-0.320868,0.375862,0.431309,1.71998,0.166517,0.0805628,0.0565722,-0.269905,0.652861,0.230221,0.620229,0.42641,1.22059,2.39691,1.5117,2.38408,-0.816915,0.996088,1.34185,0.441016,1.88465,0.9683,0.979297,1.73046,2.13619,1.97815,2.73283,0.693095,1.81014,1.04271,2.68817,2.17749,2.17519,2.60749,1.86965,2.72342,1.20383,2.24608,1.43772,0.753842,0.937358,2.16847,1.79414,0.394984,0.227833,0.0834083,0.180687,0.0843946,0.693581,0.269711,0.207207,0.391499,0.131856,0.275219,0.273031,0.150528,0.105629,0.121517,0.0610637,0.333345,0.140621,0.260627,0.0636749,0.101791,0.102001,0.068658,0.133582,0.0616056,0.230794,0.0956879,0.191899,0.319985,0.281434,0.102617,0.142566
308.509,0.847677,0.0782835,6,63,0,-289.74,-0.0509335,-0.0292585,0.217391,0.784747,0.209077,-0.116968,-0.187358,0.115349,0.133551,-0.418481,0.249561,0.169848,0.0582514,0.0741428,0.318138,1.10103,-0.499586,0.369407,0.0301924,-0.280813,0.53406,-1.73554,-0.644508,-0.767934,-0.75063,-0.02702,-0.36452,-0.123848,0.910232,1.80862,1.0058,1.15863,0.0540068,0.169722,-0.372821,-0.0381264,0.615737,-0.403774,0.251093,0.303375,1.99436,-0.344735,-0.395372,0.136294,-0.0686073,-0.00849152,-0.0194058,0.173805,5.91377,-0.231919,0.724865,0.351381,0.00895583,0.906152,-1.59274,-0.391482,-0.527377,-0.508325,0.288389,-0.0832082,0.181779,1.32033,2.30948,1.42555,1.59382,0.377601,0.505006,-0.0923478,0.27616,0.996081,-0.126428,0.594599,0.652163,2.51398,-0.0614245,-0.117176,0.468202,0.2426,0.308789,0.296772,0.509502,0.634446,0.77566,2.46878,1.36908,2.38278,-0.979317,1.62813,1.18226,0.622336,1.76502,1.39342,1.65841,1.89365,2.2531,2.08309,2.83745,0.550703,2.21464,1.21887,2.62656,2.82222,2.28222,2.77024,2.12879,3.05074,1.51003,2.00022,1.67527,1.11199,0.850339,2.80687,1.75313,0.346503,0.315256,0.0780763,0.202768,0.0844951,0.726973,0.164086,0.234647,0.34925,0.146163,0.198862,0.159976,0.130829,0.0950827,0.110751,0.0553339,0.365701,0.0984434,0.228135,0.0674485,0.0561353,0.0926059,0.0589534,0.10633,0.0451854,0.180934,0.11918,0.157723,0.2475,0.299362,0.0569538,0.147653
313.252,0.997423,0.0782835,6,63,0,-292.605,-0.0120898,0.0893094,-0.133631,-0.1578,-0.58808,-0.105522,0.0597986,0.00778256,0.277413,0.0741331,0.153051,0.498921,0.0756341,0.0355557,0.227017,1.07751,-0.363583,0.969467,-0.0484175,0.00773539,0.668113,-1.46439,-0.108473,-0.632547,-0.489761,0.355414,-1.25945,-0.605907,0.381065,1.19285,1.13845,1.1666,0.106023,-0.503359,-0.198067,0.586723,0.0560463,-0.77172,-0.205843,-0.164104,1.36674,0.141057,-0.168489,0.548412,-0.0323884,0.754919,0.412019,-0.13519,5.95826,-0.164748,1.27163,0.174847,0.235352,0.946916,-1.35088,0.110137,-0.454559,-0.300706,0.609979,-1.13005,-0.425854,0.63762,1.51233,1.4537,1.48404,0.341258,-0.315357,0.0135978,0.859217,0.287408,-0.60452,0.00521895,0.0501936,1.69969,0.379008,0.0454689,0.817938,0.192119,1.04045,0.670972,0.0813486,0.588823,1.63409,2.43763,1.51489,2.37772,-0.666056,1.47821,1.27878,0.399614,2.04078,0.30075,1.00495,1.2382,1.88484,2.05908,2.61231,0.798905,1.41798,0.980503,3.42453,2.17202,2.03643,2.34363,1.481,2.35665,1.66947,2.30825,1.78567,0.936461,1.44402,2.16832,1.20962,0.356905,0.163271,0.0803482,0.180216,0.0848876,0.660619,0.185698,0.217758,0.401405,0.114987,0.425374,0.267969,0.224749,0.131834,0.113138,0.0683505,0.31026,0.194978,0.272792,0.0315375,0.102292,0.115431,0.0875733,0.185277,0.0865386,0.158494,0.0904422,0.143605,0.281616,0.190923,0.102632,0.229769
302.283,0.909092,0.0782835,6,63,0,-282.446,-0.036779,-0.00178028,0.00362561,-0.221382,0.552013,0.00472396,-0.221201,0.0905344,-0.00401061,0.307589,0.422674,-0.421118,0.0792209,0.0306426,0.191483,0.923765,0.177481,0.42614,-0.855051,-0.405437,0.303832,-1.99902,-0.473109,-1.36387,-0.619904,-0.436644,-0.543356,-0.619565,1.44623,1.56308,1.45714,1.01304,0.121158,-0.334008,0.399062,-0.744542,0.0198869,-1.13939,-0.427234,0.260173,1.74665,1.429,-0.992,0.510548,0.769098,0.674359,0.985817,0.421435,5.62194,0.355434,0.585135,-0.598384,-0.183046,0.472152,-1.65514,-0.245559,-1.06842,-0.381163,-0.211874,-0.31045,-0.380849,1.52746,1.6354,1.53754,1.12729,0.303404,-0.117062,0.560122,-0.496299,0.209854,-0.861043,-0.203181,0.431821,1.80497,1.51154,-0.724892,0.663109,0.901948,0.814432,1.10215,0.58079,0.649777,0.54241,1.98449,1.36996,2.1836,-0.926477,1.06516,0.959916,0.40115,1.49958,1.401,1.3306,1.69945,2.08813,1.74078,2.52186,0.848491,1.91127,1.03832,2.40346,2.39663,2.11794,2.45892,2.14327,2.50284,1.66466,1.85799,1.63695,1.19648,1.35185,2.07139,1.97536,0.34304,0.367627,0.120841,0.202626,0.101233,0.71636,0.256324,0.276895,0.401036,0.182489,0.197658,0.20906,0.154537,0.110256,0.149214,0.0743402,0.29975,0.128838,0.261474,0.082909,0.0834302,0.107365,0.0787888,0.104962,0.0756591,0.159138,0.134938,0.162881,0.232103,0.205568,0.111909,0.121815
302.17,0.947151,0.0782835,5,31,0,-282.365,0.0836956,0.435853,0.0444201,-0.127511,0.363143,-0.0957671,-0.226348,-0.115785,-0.31338,0.450774,0.527302,-0.114862,0.100501,0.0208412,-0.0946105,1.02613,0.0639622,1.77322,-0.358702,0.291361,0.0390452,-2.13326,0.137411,-1.05691,-0.586284,-0.01918,-1.155,-0.591764,1.05302,0.825452,2.03801,1.32949,-0.890044,-0.738854,0.695111,-0.127155,0.0477524,-1.44273,-0.68986,-0.0461521,1.22227,0.804832,-0.390568,0.18443,0.204628,-0.153468,1.61891,-0.242476,5.71034,-0.0289768,1.72495,-0.462686,0.204365,-0.054545,-2.28361,0.0463914,-1.17914,-0.696215,-0.114292,-1.2798,-0.701839,0.985929,0.752413,1.99666,1.26962,-1.00791,-0.852772,0.618665,-0.225088,-0.0456102,-1.57504,-0.802498,-0.141969,1.1596,0.731254,-0.495385,0.0946389,0.115365,-0.252089,1.5666,-0.343423,0.444634,1.96931,2.55529,1.91583,1.85792,-1.00001,1.7635,1.13533,0.659759,1.79818,0.632673,1.21063,1.32363,1.88597,2.20509,2.78008,0.0830868,1.4617,1.21732,3.19489,2.46986,1.94544,2.31598,1.7705,2.45989,1.56844,2.52259,1.53746,0.54394,0.877109,2.31108,1.16704,0.390637,0.122463,0.0720718,0.128327,0.134945,0.731061,0.146352,0.243178,0.340794,0.142073,0.346905,0.229589,0.210214,0.131704,0.0992948,0.0584099,0.47924,0.188207,0.228408,0.0393584,0.077998,0.125052,0.0898081,0.14548,0.0787186,0.17244,0.0742895,0.176904,0.367271,0.293777,0.0902098,0.23739
