# 0.0356732, 0.0527557, 0.075252, 0.0693559, 0.000331533, 0.000381231, 0.0350162, 0.0281588, 0.219833, 0.274845, 0.295596, 0.191099, 0.197131, 0.266209, 0.425489, 0.216787, 0.176415, 0.211297, 0.191404, 0.22589, 0.225417, 0.232824, 0.232701, 0.250709, 0.18282, 0.193098, 0.187118, 0.342546, 0.259259, 0.291656, 0.275623, 0.201845, 0.29974, 0.239835, 0.260992, 0.219298, 0.206103, 0.195208, 0.427751, 0.197679, 0.0100339, 0.708244, 0.630221, 0.79144, 0.752049, 0.897543, 0.683152, 0.784896, 0.952929, 0.601701, 0.79762, 0.663918, 0.912437, 0.754113, 0.590777, 0.822021, 0.721904, 0.907476, 0.659689, 0.809093, 0.711366, 1.04763, 0.91756, 1.01999, 0.892221, 0.977111, 0.77169, 0.822785, 1.02065, 0.8905, 0.710814, 0.757558, 0.921426, 0.810692
273.093,0.945217,0.0767418,6,63,0,-235.149,-0.0693617,-0.12839,-0.433538,0.951376,0.0713921,0.024823,0.2042,0.518571,-0.0107325,0.430525,0.986142,0.0889,1.69387,-2.94275,-0.102528,-0.470342,-1.32586,1.18438,-1.01192,0.695972,0.689152,0.792984,0.760864,2.85942,-1.71115,0.148808,-0.578964,1.17703,1.13756,0.416783,1.14919,1.16627,2.13334,1.83207,-0.0226241,1.20004,-0.68071,0.867878,0.384306,0.324886,1.71884,0.435339,-0.335258,0.0742473,0.483717,1.43744,0.484206,-2.12353,0.782102,-0.74241,-0.316052,0.665492,1.81103,-0.613475,1.1858,-0.521904,-0.939789,-0.0378655,0.600788,0.373623,-0.405677,0.718961,0.601432,1.71187,1.48432,2.24611,0.215208,1.42263,1.17456,-1.30633,-1.54084,0.533807,0.112521,-0.639643,0.198635,0.427458,0.715585,0.250301,1.08259,-1.32182,0.151032,-0.0397057,-0.48335,0.818383,-0.320552,0.565111,0.561575,0.615419,0.598762,1.68701,-0.68315,0.281368,-0.0960336,0.814573,0.794105,0.420332,0.800136,0.808995,1.31049,1.15426,0.192468,0.826505,-0.148796,0.654257,0.40349,0.372677,4.82054,5.76128,6.8855,10.4292,6.88697,2.21307,7.84061,4.03755,4.86102,7.45252,12.2711,4.27066,9.34707,4.44434,3.7051,5.48684,7.24552,6.56328,4.67501,7.62803,7.24755,11.7527,10.6442,14.8301,6.1259,10.3622,9.30143,3.15863,2.85208,7.0373,5.85808,4.22228,1.21406,1.16983,2.69431,1.30092,2.276,-0.196049,1.73739,1.43927,0.581725,2.01179,0.872855,1.75852,1.49319,1.50673,1.59942,2.59485,0.313587,1.76034,1.06833,3.07886,2.41586,2.75601,2.85025,2.0024,2.40039,2.39973,2.17119,2.15308,0.879899,1.53844,2.0203,1.28052,0.228983,0.236885,0.0633102,0.214009,0.0931301,0.548856,0.149645,0.191658,0.358536,0.117971,0.29466,0.146976,0.183444,0.181424,0.168063,0.0694705,0.422239,0.146747,0.25572,0.0439877,0.0819709,0.059748,0.0546685,0.118951,0.0831432,0.0831934,0.102368,0.104044,0.293199,0.176763,0.117088,0.217462
283.915,0.964702,0.0767418,6,63,0,-237.121,0.490087,0.453952,0.585317,-0.0822214,0.0398696,0.00115265,0.230153,0.84438,-0.242,0.0513349,0.25016,-0.194144,0.189014,-2.89042,0.41543,-0.709131,-0.2899,-0.0110326,-1.54571,-0.545607,0.207753,1.33969,1.43068,0.664833,0.00747871,0.192973,0.242327,0.599318,0.729204,-0.0714915,0.25669,-0.513224,1.54066,0.205748,0.227059,0.538333,-0.204512,-0.103014,1.75895,0.685962,1.77827,0.183688,-0.703462,0.451333,0.539737,0.526975,-0.175052,0.5568,0.311874,0.630548,0.947851,-2.01359,-0.222238,1.07197,-1.353,0.148004,-0.106631,0.0167329,-0.304421,0.609825,-0.375297,0.535889,-0.917094,-0.409129,-0.40149,0.194285,-1.26387,-1.79062,0.688869,-0.256934,2.07685,-0.252556,1.09139,-0.197262,0.0258129,0.273499,0.441383,0.0662215,0.389753,-2.21046,0.580934,-0.368623,-0.0146335,0.220837,-1.07501,-0.230547,0.405576,1.36136,1.43819,0.791525,0.236468,0.393095,0.434769,0.736205,0.845878,0.169787,0.446896,-0.203204,1.53105,0.403882,0.421877,0.68471,0.0574673,0.14317,1.71538,0.809366,5.20206,6.4313,6.53659,6.52129,5.7323,6.55711,6.26864,6.64654,7.04545,4.0894,5.68283,7.20792,4.61699,6.08276,5.8048,5.93784,5.59769,6.62129,5.52529,6.53197,5.00188,5.49105,5.49877,6.13469,4.6932,4.26037,6.71813,5.64673,8.6691,5.65127,7.23367,5.70897,0.940083,1.17509,2.38811,1.49464,1.89791,-1.33067,1.52172,1.29901,0.901942,1.72899,0.433143,1.27761,1.26051,2.26987,2.13793,2.1402,1.03899,2.06073,1.35596,2.84241,2.59325,2.31586,2.43349,1.30495,2.44878,1.30507,2.3686,1.56591,0.924833,0.987985,2.45957,2.15805,0.280883,0.235936,0.0840841,0.183226,0.130345,0.790951,0.179209,0.214331,0.288652,0.150716,0.393376,0.217957,0.220886,0.0936492,0.105465,0.10525,0.261345,0.112972,0.204898,0.0550751,0.0695738,0.089818,0.0806543,0.213332,0.0795277,0.213312,0.0855986,0.172801,0.283974,0.27131,0.0787418,0.103582
271.952,0.944589,0.0767418,6,63,0,-237.365,-0.153278,-0.437582,-0.315836,0.672026,0.0753855,0.0657964,0.199907,0.683333,-0.815458,1.07631,-0.789161,0.25064,0.61698,-2.4459,-1.52003,-1.06505,-0.215745,0.890068,-1.45306,-1.52816,1.67834,2.09122,1.31215,1.63666,0.0381998,-0.449536,-0.672107,-0.678602,0.919132,-0.754001,-0.0336627,0.585987,2.44461,0.336685,-0.898365,0.0599325,-0.178939,1.75962,-0.689566,0.908696,1.83385,0.28954,-0.844216,-1.46173,0.493773,2.40807,0.622925,-1.51104,1.66335,0.0119957,-0.74038,-0.29309,0.389078,-0.553558,1.3719,-0.639976,-0.43728,0.0383361,0.846381,0.73275,0.44492,0.438928,0.196609,1.74269,0.417682,2.98324,-0.155674,0.287633,0.57596,-0.732132,-1.79146,-0.217635,-1.00755,-1.02594,-0.357322,0.935386,-0.339353,0.371177,0.62151,-1.47146,-0.83878,-0.527874,0.0524813,0.80812,-0.793017,-0.844332,1.34677,1.62891,1.09654,1.31829,0.22601,-0.107276,-0.259366,-0.263804,0.82798,-0.315327,0.176904,0.600331,1.87039,0.429975,-0.413975,0.240861,0.0776318,1.40231,-0.271296,0.820849,4.90086,4.09848,7.2197,12.5671,7.49479,4.04037,10.1295,6.27968,5.05044,5.74876,7.00413,5.33116,9.30979,5.19942,5.5137,6.32776,7.99573,7.73694,7.1183,7.10596,6.62448,10.3649,7.06238,14.8443,5.9821,6.80139,7.39356,5.06252,3.7253,5.87574,4.67449,4.64966,0.409263,0.978211,2.10761,1.83813,2.23923,-0.404011,1.44112,1.39139,0.95066,2.42584,0.824702,0.773387,1.90292,2.06651,1.8692,2.63447,0.966502,1.81198,0.901998,2.4847,2.89801,2.50856,2.69925,2.21805,2.83437,1.81134,2.03298,1.84222,0.889431,1.8344,2.1312,2.13703,0.399089,0.273247,0.10836,0.137273,0.0962826,0.599651,0.191372,0.199186,0.278752,0.0812235,0.304767,0.315747,0.129778,0.112395,0.133634,0.0669529,0.275578,0.140398,0.28864,0.076938,0.0522519,0.0752603,0.0630177,0.0981413,0.055495,0.140477,0.115783,0.136789,0.291227,0.137715,0.106101,0.10555
264.015,0.933692,0.0767418,6,63,0,-223.579,0.359699,0.572467,0.494135,-0.408089,0.0507804,0.0264429,0.0457532,0.568401,-0.401912,1.23489,0.843696,-0.132164,0.779136,-2.6829,-0.752803,-0.286709,-1.11229,-0.425266,-0.226664,0.740117,0.558346,1.54964,2.18583,1.36888,-0.624691,0.128144,-0.091032,0.799167,0.731785,-1.31139,0.772272,0.311139,1.46988,-0.10744,-0.479651,0.111598,0.482097,-0.045278,2.22883,0.460361,1.55051,0.172559,0.99915,0.020873,0.436421,-0.412702,-1.27605,-0.60629,1.03748,-0.563464,0.819699,0.204625,0.370525,1.72074,-1.61451,-0.551002,-0.421499,0.287564,-0.490272,0.181505,-1.09539,1.13804,-1.5669,0.147329,-0.259038,-1.42344,-1.28876,1.56604,0.834568,0.127256,2.00454,0.0456787,1.85044,-0.132358,-0.182694,0.747669,0.525311,-0.0293693,0.488615,-1.47921,-0.382141,-0.117212,-0.586472,-0.195969,-0.083083,0.466437,0.363118,0.926571,1.28818,0.823827,-0.309322,0.118591,-0.00598951,0.500001,0.461701,-0.699641,0.484714,0.222605,0.881236,-0.0153158,-0.226881,0.109185,0.319778,0.0200171,1.31262,0.307423,5.60085,4.73087,5.08256,4.38983,3.78223,4.24561,5.63802,4.2771,5.43007,4.88328,5.02509,6.34353,3.56765,4.28631,4.38317,4.95367,4.33146,4.86383,3.90199,5.7367,3.59709,4.83523,4.50779,3.68724,3.77394,6.17643,5.44403,4.81851,6.66193,4.75116,6.48711,4.60742,0.682413,1.32191,2.49451,1.27968,1.89922,-0.557626,1.09115,1.49652,0.331522,1.21464,1.32753,1.87705,1.05344,1.65946,1.80778,2.03131,0.364881,1.73232,1.01778,2.67232,2.17699,1.52346,2.50469,1.63321,1.82567,1.0582,1.74231,1.23246,1.12573,0.6476,2.51301,1.51491,0.335723,0.210501,0.0762443,0.217605,0.130196,0.635903,0.251401,0.182945,0.41787,0.228881,0.209569,0.132728,0.258564,0.159834,0.140906,0.115954,0.409779,0.150291,0.265461,0.0646268,0.101836,0.178953,0.0755302,0.16339,0.138755,0.257653,0.149019,0.225752,0.244949,0.343531,0.0749511,0.180212
276.241,0.94557,0.0767418,6,63,0,-226.231,0.0811916,0.530444,-0.113688,-0.0488769,0.075784,0.0215452,0.276085,0.582287,-0.155503,0.809348,0.788829,-0.108007,0.931574,-3.61898,0.556175,-0.957317,-0.707232,0.32809,-0.924101,0.110416,0.230612,1.08412,1.75805,2.0131,-0.0946182,-0.0176576,-0.205939,-0.314474,0.752197,-1.34409,0.00872138,0.757614,1.75627,0.828592,-0.867405,0.259533,0.286343,0.544376,1.57092,0.813896,1.64864,0.168103,-0.205113,0.481752,-2.08267,0.308359,-1.10557,-0.171989,0.343504,-0.165134,-1.39642,-0.528154,2.35633,1.43072,-0.0315764,-1.78975,-0.723621,-2.10802,0.321019,-0.338468,0.646504,0.616967,-0.431277,-1.48058,-0.538824,-0.37123,-1.27715,2.44223,0.960902,0.121851,-0.123284,-0.384931,0.308418,-0.805061,0.185538,0.747358,0.735411,0.213194,0.818529,-1.8312,0.599939,-0.281348,-0.135727,0.467128,-0.262007,0.340379,0.410368,0.907357,1.29978,1.44829,0.22099,0.265804,0.15617,0.092971,0.71408,-0.506563,0.281164,0.717235,1.29874,0.758564,-0.228994,0.427208,0.442819,0.593069,1.19081,0.750007,5.02366,5.63853,3.66393,5.47655,4.31799,5.05171,5.509,5.05754,4.11195,4.75813,7.72718,6.61372,5.17237,3.84886,4.60433,3.64835,5.48822,4.9123,5.79687,5.76816,4.83625,4.05419,4.74961,4.88532,4.19523,7.83958,6.11148,5.30751,5.09324,4.87408,5.4766,4.54172,1.03177,1.35659,2.68453,1.17712,1.93402,-0.944463,1.94171,1.13728,0.753595,1.58262,0.853487,1.45587,1.10648,1.64586,1.83473,2.26065,0.896245,1.68443,1.13167,2.34522,2.28428,1.82147,2.30607,1.83273,2.2096,1.7713,1.72012,1.47717,1.23424,1.23695,2.28267,1.56237,0.262741,0.204795,0.0638925,0.23557,0.126306,0.72,0.12546,0.24282,0.320038,0.170424,0.298702,0.189099,0.248529,0.161669,0.137675,0.0944352,0.289823,0.156509,0.243853,0.0874461,0.0924334,0.139257,0.0906219,0.137914,0.0988913,0.145381,0.151855,0.185855,0.22544,0.224967,0.0925686,0.173308
279.776,0.987355,0.0767418,6,63,0,-240.744,0.252099,-0.174179,0.30731,0.589428,0.0424588,0.0342156,0.036894,0.943918,-0.225288,0.876753,0.663486,0.167046,0.70038,-2.60137,-0.149443,-1.06251,-0.717086,0.315047,-0.502665,-0.366485,0.241817,1.12877,0.974078,1.63059,-0.358817,-0.174774,-0.0779144,0.497089,0.307758,-0.166936,0.547763,0.341974,1.85466,0.184343,0.220009,-0.161825,-1.03841,0.251929,0.338057,-0.0826927,1.89773,0.0579148,0.260563,-0.735347,2.62181,0.371813,0.965599,-0.64915,-0.176129,0.506368,1.91504,-0.171213,-1.63257,-1.30078,-0.0127213,1.77423,0.315432,1.43765,0.336656,0.965006,-1.12384,0.0590495,0.809699,1.51541,0.813981,0.925371,0.709079,-2.29511,-0.505439,-0.362583,0.247416,0.737463,0.164591,1.15496,-0.175759,0.864478,0.663171,0.194572,0.697995,-2.41859,-0.104168,-0.966028,-0.639977,0.334273,-0.437581,-0.309037,0.26515,1.10236,0.956344,1.57604,-0.3018,-0.128078,-0.0366509,0.506105,0.327392,-0.12068,0.553938,0.359689,1.78755,0.210899,0.244564,-0.115856,-0.943276,0.274695,0.355992,-0.0411611,6.77218,6.39263,7.7646,6.81596,7.05443,6.42462,6.60306,6.86928,7.45319,6.60494,6.06893,6.18668,6.66584,7.39265,6.79374,7.24994,6.80209,7.05418,6.2504,6.69361,6.99102,7.28267,6.99275,7.03801,6.9504,5.84047,6.47832,6.53214,6.76703,6.96183,6.73465,7.13222,0.852699,1.51656,2.79423,1.77366,2.362,-1.23827,1.71125,0.867816,0.456913,1.99828,1.22643,1.35497,1.17774,1.95974,1.96314,3.07021,0.700221,1.70577,1.1971,2.807,2.24615,2.22267,2.72745,2.0237,2.91865,1.5563,2.37562,1.34119,0.10318,1.12186,2.21218,1.45301,0.298867,0.179968,0.0576369,0.145087,0.0861163,0.775263,0.153002,0.295709,0.387718,0.119383,0.226807,0.205059,0.235458,0.123495,0.123127,0.0443528,0.331763,0.153714,0.231991,0.0569473,0.0956817,0.0977331,0.0613727,0.116737,0.0512392,0.174179,0.0850508,0.207315,0.474228,0.245667,0.0986618,0.189538
279.81,0.990975,0.0767418,6,63,0,-245.311,0.140909,0.220857,-0.0349507,0.0397852,0.0531838,0.0244388,0.357878,0.584936,-0.957807,0.807015,0.553323,0.323527,1.53232,-3.24593,0.239893,-0.781096,-0.830541,0.732476,-1.07585,-0.549491,1.16598,1.1973,1.98271,1.78426,-0.203855,0.693555,-0.552808,0.496936,0.909257,-0.160946,0.273898,0.349601,1.34096,0.464389,0.267315,0.319474,0.295249,0.832553,1.01985,0.108245,1.58897,0.0748097,-0.276863,0.519891,-2.13811,-0.0724996,-1.07017,0.103188,0.346064,-1.04785,-1.68579,0.334264,2.13551,1.39378,0.466753,-1.86254,-0.829522,-1.54043,-0.199305,-0.719224,1.11747,0.327891,-0.688132,-1.18632,-0.543553,-0.617381,-0.876239,2.4495,0.741081,0.125219,-0.25841,-0.77946,0.462786,-0.989849,-0.202378,0.829931,0.681537,0.547121,1.25419,-1.54078,0.4982,-0.099013,-0.127936,0.78633,-0.271427,0.0364613,1.0399,1.05823,1.51764,1.40156,0.238636,0.763564,0.0345207,0.648555,0.889736,0.263735,0.518091,0.562373,1.14225,0.629516,0.514241,0.54475,0.53058,0.844869,0.954423,0.421195,4.79828,5.09298,4.1746,4.8722,4.5218,4.93666,5.02718,4.52936,4.31828,5.02274,5.74728,5.43706,5.07277,4.26155,4.60394,4.36549,4.8262,4.64209,5.32582,5.02035,4.6529,4.48268,4.7035,4.67759,4.58788,5.88388,5.17795,4.9448,4.80491,4.62122,5.07127,4.54905,0.487351,1.25083,2.32636,1.50056,2.31399,-0.772316,1.75002,1.17352,0.610671,1.84613,0.788374,1.09626,1.60525,1.62576,2.03136,2.24863,0.82624,2.0361,0.870883,2.50611,2.26864,2.17448,2.2161,1.62217,1.9053,1.52778,2.15906,1.50492,1.19749,1.35754,2.08672,1.26826,0.380518,0.222556,0.0889632,0.182343,0.0899708,0.684022,0.148044,0.236219,0.351906,0.136328,0.312518,0.250441,0.167248,0.164412,0.115949,0.0954681,0.304441,0.115464,0.295071,0.0754308,0.0937537,0.102066,0.0983142,0.164905,0.12951,0.178318,0.103487,0.181692,0.231922,0.204641,0.110394,0.219555
276.562,0.890484,0.0767418,6,63,0,-238.314,0.14329,0.383909,0.150724,0.362079,0.0708175,0.024405,0.0094252,0.548089,-0.622658,0.184843,-0.485952,-0.323266,0.647712,-3.62046,-0.756358,-0.857762,-1.27398,0.863995,-1.25208,-0.208765,1.3953,1.73675,1.69083,2.81284,-1.02598,-0.177166,-0.142551,0.511198,0.979693,-1.16637,0.577951,0.122531,2.65014,0.807284,0.278503,0.572132,-0.642857,0.409253,1.24363,0.755692,1.93979,0.137038,-0.182335,-2.21924,0.106138,1.03778,-1.03136,-0.0635521,-0.540058,0.631517,1.35888,0.0241768,-0.0914984,-2.02285,0.395749,0.909706,0.223549,0.617233,-0.0812992,0.245498,-0.1167,-0.987899,0.965096,2.40749,0.344248,0.107784,-0.747459,-0.134412,-1.75193,0.555331,0.275783,0.402743,-0.220342,0.599716,-0.331847,0.110736,-0.25692,-0.167753,0.364429,-1.97491,-0.405127,-0.460705,-0.688827,0.482972,-0.676826,-0.104997,0.774176,0.961317,0.936149,1.55111,-0.552906,-0.0876778,-0.0687055,0.289608,0.546385,-0.62985,0.326194,0.076583,1.46194,0.451889,0.16207,0.323005,-0.342918,0.233733,0.691045,0.423612,6.78562,5.13291,7.05924,8.02056,6.04033,6.89698,6.461,7.58623,8.38137,6.9804,6.87062,5.27293,7.34504,7.88102,7.17374,7.57139,6.88023,7.19535,6.84693,6.07641,7.94107,9.67659,7.29339,7.06084,6.27996,6.83033,5.47237,7.50744,7.22528,7.35209,6.75037,7.55324,0.859522,1.03365,1.99826,1.1668,1.84062,-0.718977,1.34756,1.29875,0.551352,1.95916,0.799361,1.37119,1.82165,2.03066,1.8758,2.74403,0.497095,1.67178,1.26909,2.82806,2.44748,1.97942,2.65219,1.55277,2.72652,1.84307,2.41725,1.76757,0.808783,1.22578,2.25404,1.61653,0.297439,0.262377,0.119386,0.237434,0.136978,0.672382,0.20627,0.214375,0.365551,0.123558,0.310162,0.202428,0.139236,0.116021,0.132872,0.0604247,0.378224,0.158187,0.219412,0.0558268,0.0796233,0.121381,0.0658541,0.174687,0.0614264,0.136689,0.0818668,0.145845,0.30815,0.226921,0.0950015,0.165684
271.044,0.917322,0.0767418,6,63,0,-240.934,0.263317,0.10998,-0.107317,0.335888,0.0497309,0.00441132,0.280291,0.809823,-0.720425,-0.00128217,0.890453,0.480087,1.27724,-2.14501,0.810678,-0.867581,-0.183617,0.00641521,-0.855854,-0.704674,-0.18504,0.684541,0.878209,0.892698,-0.371129,0.0750542,-0.426639,-0.124885,0.316526,-0.133149,0.122033,0.435844,1.27531,0.165508,-0.503279,0.359517,0.150086,-0.139931,0.667338,-0.403497,1.50596,0.121225,0.411755,2.31053,-0.393479,-0.791612,1.02208,0.339994,1.41424,0.820963,0.0588139,-0.826096,0.996583,2.50244,0.446773,-2.1657,0.0898295,-0.924982,-0.0110332,0.904389,-1.4882,1.161,-0.22519,-1.88295,0.156608,-0.0823021,0.513502,0.0175452,2.4957,-0.572076,-0.0304228,0.144835,0.294145,-1.00713,-0.303126,0.279253,1.0014,0.669077,1.31463,-1.45679,0.936797,-0.422296,0.131594,0.285486,-0.412799,-0.290371,0.130441,0.834648,0.991485,1.00322,-0.0202583,0.341072,-0.0652115,0.179156,0.536621,0.172464,0.379116,0.633247,1.31307,0.414323,-0.127276,0.571436,0.401834,0.166972,0.820717,-0.0464707,4.73922,5.96585,4.29847,4.09594,5.10316,4.69817,5.35162,4.98025,4.54073,4.07885,5.08741,6.10627,4.75938,3.46746,4.55783,4.03025,4.50244,5.03087,3.76426,5.18982,4.38706,3.58837,4.59488,4.46371,4.79804,4.51807,6.10128,4.2064,4.49187,4.58833,4.67213,3.99031,0.464219,0.998073,2.69086,1.71203,2.45705,-0.681269,1.8056,0.919046,0.907762,1.4279,0.729619,0.852047,0.866883,1.57994,1.69446,1.94671,0.711749,1.68241,0.728601,2.06754,1.97742,2.11058,2.11831,1.77567,2.09365,1.21569,1.56218,1.38035,1.15782,0.892697,1.63776,0.897024,0.385985,0.26932,0.0635149,0.1529,0.0789245,0.664022,0.14117,0.285152,0.287458,0.193425,0.325278,0.299004,0.295903,0.170804,0.15519,0.124912,0.329213,0.156776,0.325502,0.112292,0.121594,0.108073,0.10733,0.144839,0.109716,0.228696,0.173334,0.200952,0.239064,0.290554,0.16277,0.289662
271.039,0.980003,0.0767418,6,63,0,-224.708,0.380824,0.29785,-0.424807,-0.0708635,0.0833655,0.00826415,0.334476,0.580005,-0.731716,0.150759,-0.631088,-0.683865,1.82473,-3.50698,-0.319148,-1.36812,-1.03045,0.513859,-1.29445,-0.104951,1.29268,-0.187989,1.4051,1.94234,-1.13689,-0.211143,0.180304,0.159561,-0.205721,-1.37265,-0.00613081,-0.583061,2.09265,0.987751,-0.451543,1.08844,-0.197441,0.528012,2.06151,-0.107571,1.61637,0.430728,-0.439237,-1.00273,0.0313526,0.189033,-0.828525,-0.806479,-0.769569,-0.367192,0.749101,1.04659,1.78583,2.88321,0.619179,-2.57255,-0.732563,-0.334877,1.34794,0.387872,0.362324,0.304725,-1.297,2.01518,1.40661,0.874831,0.654819,1.08659,0.316836,0.702066,-0.964074,0.875461,0.313099,-0.251693,-0.0899229,0.421917,-0.0315579,-0.0621689,1.39283,-1.69959,0.149368,-0.45904,-0.263192,0.632517,-0.416313,0.273604,1.08424,0.225442,1.14944,1.46104,-0.324923,0.212012,0.439053,0.427022,0.215156,-0.461665,0.33092,-0.00370242,1.54822,0.907377,0.0725786,0.965778,0.219959,0.640725,1.53016,0.272084,4.16692,3.26894,5.10322,5.46186,3.52366,3.55728,3.61428,4.29825,6.95198,7.90237,10.8653,17.4309,6.57362,1.66246,3.67235,4.35849,8.99763,5.95026,5.88514,5.74093,2.87979,11.9934,9.22792,7.33884,6.67531,8.03969,5.77095,6.81255,3.32382,7.34084,5.76167,4.51749,0.63489,1.05582,2.38395,1.26959,2.89132,-0.967369,1.06426,1.37291,0.478149,2.13101,1.08218,1.77209,1.74009,0.908934,1.71097,2.62607,0.311552,2.04396,1.21345,3.17599,2.21384,2.37067,2.8298,1.49479,2.29783,1.69118,2.48809,1.75898,0.913997,1.27492,2.30856,1.43711,0.346403,0.258108,0.0844047,0.219327,0.0525844,0.724595,0.256497,0.20215,0.382689,0.106119,0.253094,0.145282,0.149302,0.287218,0.153038,0.0674792,0.422736,0.114664,0.229091,0.0400792,0.0985146,0.0854366,0.0557352,0.183204,0.091303,0.155621,0.0766975,0.146918,0.286183,0.218416,0.0904168,0.191993
274.377,0.988719,0.0767418,6,63,0,-232.628,0.395189,0.474939,-0.134673,-0.00516486,0.0792831,0.00640267,0.157911,0.607837,-0.574481,0.567741,0.51238,0.0873606,1.18491,-2.55311,0.449147,-1.80951,-1.11785,0.0311282,-1.39167,-0.609669,0.438156,1.07625,1.24476,1.72707,0.704603,-0.0854088,-0.485014,0.101972,-0.200232,-0.950841,0.174355,0.692474,2.12017,0.993174,-0.281933,0.83665,-0.168575,0.117598,2.42015,-0.423644,1.66738,0.261855,0.658495,-0.887559,-0.500252,-0.624871,0.522325,-1.26403,0.37584,-1.05641,0.0450277,0.559257,1.05517,2.48358,0.0851928,-1.7023,-1.98873,-1.02204,0.236867,0.465026,-2.23464,-0.179951,-0.821333,3.18446,0.0471181,-0.580121,-0.122096,0.886524,-0.0319675,0.526073,1.79853,0.250484,0.174855,-0.115559,-0.19128,0.503005,0.469354,0.211012,0.878144,-1.39397,0.430919,-0.941978,-0.52156,0.176832,-0.688,-0.212669,0.424238,0.812092,0.914521,1.20769,0.586194,0.105996,-0.136899,0.219893,0.0362024,-0.420046,0.26389,0.578822,1.44663,0.761599,-0.0134586,0.666458,0.0554449,0.229391,1.62897,-0.0995955,6.29533,4.19951,4.64776,4.49854,6.07482,3.80527,5.84621,4.01787,5.3611,6.13385,6.9844,10.1525,5.41778,3.39269,3.14754,4.0542,5.63729,5.98435,2.95125,5.05439,4.27297,12.1977,5.36404,4.55157,5.13155,6.68268,5.2541,6.08078,8.48528,5.65743,5.54649,5.14034,0.785726,1.40958,2.88129,1.59227,2.41796,-0.432244,1.55519,0.914975,0.468252,1.71665,0.851821,1.32715,1.31838,1.75708,1.65149,2.43038,1.43589,1.96295,0.878523,2.94896,2.05172,2.3883,2.75511,2.11864,2.44284,1.77169,2.39848,1.67122,0.983377,1.10255,2.54236,1.12309,0.313087,0.1963,0.0530863,0.169065,0.081813,0.606409,0.174338,0.285983,0.38503,0.152303,0.299051,0.209631,0.211088,0.147156,0.160908,0.0808854,0.192183,0.123148,0.293484,0.0497857,0.113879,0.0840689,0.0597988,0.107298,0.0799634,0.145332,0.083289,0.158261,0.272222,0.249263,0.0729414,0.245438
283.389,0.999594,0.0767418,6,63,0,-249.136,0.409068,0.60503,-0.152593,0.08402,0.0899284,0.00616864,-0.0084708,0.656743,-0.947587,0.449892,0.327483,-0.337001,1.07282,-3.00001,0.577506,-1.26251,-0.869187,0.229739,-1.70741,-0.700701,0.374903,0.91927,1.64221,2.43392,0.273491,-0.148019,-0.811458,-0.419568,-0.21244,-0.989987,-0.137208,-0.313716,2.03936,0.540095,-0.519716,0.867285,-0.201406,0.22453,1.80357,0.0408049,1.76052,0.193305,0.344624,-1.03767,-0.848067,-0.56923,0.0599087,-1.89657,0.147125,-0.487968,1.00944,0.262735,1.39213,1.54511,-0.0957036,-0.454401,-1.76103,-0.918077,0.386341,-0.7986,-1.24264,0.55788,-0.127365,3.27214,0.849534,-0.537124,-0.250074,1.23262,-1.01702,-0.18231,0.934927,-0.156613,0.129977,-0.351924,-0.630792,0.286993,0.206601,-0.229794,0.696094,-1.9787,0.370802,-0.837615,-0.579304,0.142409,-1.1298,-0.468652,0.237744,0.595254,1.07004,1.58999,0.171143,-0.105682,-0.54139,-0.28402,-0.147989,-0.658638,-0.0985815,-0.214502,1.33086,0.346233,-0.349791,0.561113,-0.140743,0.138988,1.17601,0.0183276,6.21609,4.75852,4.93616,5.20953,5.88322,4.03057,5.98325,5.292,7.06854,6.11847,7.61127,7.8397,5.70889,5.32645,4.13757,4.86981,6.26642,4.98359,4.57367,6.4777,5.67405,10.9468,6.85339,5.24196,5.54105,7.38016,4.77756,5.61411,6.96745,5.64206,5.96345,5.43302,0.588192,1.43812,2.83844,1.23298,2.33872,-0.787142,1.73167,1.16473,0.652018,1.78504,0.512829,1.17398,1.35912,1.78339,1.9892,2.8729,1.23192,1.89666,0.714606,2.70754,2.03421,2.42285,2.62319,1.42813,2.56835,1.58948,2.28205,1.7916,1.01573,1.23761,2.27022,1.30124,0.35705,0.191836,0.0552818,0.22566,0.0879663,0.687217,0.150375,0.237809,0.342535,0.143682,0.37453,0.236137,0.204383,0.143884,0.120342,0.0535094,0.225846,0.130487,0.328582,0.0625301,0.115658,0.0814471,0.0676608,0.193391,0.0712031,0.169457,0.0926204,0.142876,0.265861,0.224853,0.0936193,0.213956
