# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC6b_model
# start_datetime = 2022-04-23 08:33:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393418f46c6a.json
# init = 2 (Default)
# random
#   seed = 1704718254
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6b-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6b-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC6b_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0838639
# Diagonal elements of inverse mass matrix:
# 0.0311338, 0.0320739, 0.0647694, 0.0873204, 0.0936607, 0.102578, 0.0874866, 0.0983201, 0.052145, 0.0641293, 0.0661114, 0.0862842, 0.00017465, 0.0320113, 0.0291674, 0.212607, 0.263107, 0.238084, 0.157647, 0.210911, 0.302281, 0.331467, 0.199717, 0.240457, 0.20822, 0.178451, 0.161218, 0.241894, 0.352839, 0.236154, 0.239998, 0.215919, 0.179784, 0.22149, 0.283671, 0.196973, 0.271958, 0.224069, 0.177381, 0.334632, 0.356474, 0.229047, 0.2487, 0.222684, 0.253817, 0.289732, 0.170082, 0.0095982, 0.848475, 0.827114, 0.714811, 0.778831, 0.857686, 0.790605, 0.795943, 0.724415, 0.643921, 0.696793, 0.704078, 1.06013, 0.864573, 0.830635, 0.72692, 0.79093, 0.816612, 0.613287, 0.772433, 0.823009, 0.909024, 0.729736, 0.908562, 0.809505, 0.943651, 0.753897, 0.749982, 0.976241, 0.671498, 0.61146, 0.74346, 0.827449, 0.78178
281.994,0.989699,0.0838639,5,31,0,-235.749,0.29565,-0.196898,-0.0759262,-0.172514,0.405987,-0.0492589,0.150481,0.218846,0.396138,-0.0858147,0.0357171,-0.149041,0.0570747,0.153655,0.651635,-0.399355,0.459477,-0.587166,-0.238997,1.2158,-2.83386,-0.775136,-1.15419,-0.623627,0.33511,-1.70019,-0.158438,0.547489,1.02247,1.04982,1.16894,-0.114315,-0.562124,-0.664612,-0.253271,-0.00380522,-0.136146,-0.00916483,-0.415142,1.98605,0.168884,-0.678158,-0.270513,-0.0377528,0.969906,-0.87207,-0.418849,1.6244,0.309049,-2.1573,0.288049,0.431877,0.0868129,0.414704,-0.891879,1.76486,0.281718,1.7593,-1.4109,0.900395,0.375291,0.166671,-0.98386,-1.14845,-0.484949,-0.243067,-0.392056,-0.596865,-0.572164,-1.42771,0.813536,1.87141,1.01527,0.738929,-0.40624,0.497137,-1.54089,-1.94195,-0.125086,1.04589,-0.613175,-0.106579,0.453066,-0.228963,-0.00208391,0.945912,-1.69299,-0.351451,-0.598456,-0.252722,0.372024,-0.954247,0.0504115,0.510418,0.819931,0.837756,0.915376,0.0791631,-0.212644,-0.27943,-0.011385,0.151175,0.0649375,0.147683,-0.116866,1.44783,0.263705,-0.288257,-0.0226209,0.129054,0.785679,-0.414616,-0.119282,2.60567,5.54793,5.8001,5.21341,5.7694,3.85268,8.75681,5.53709,8.74178,3.28172,6.70377,5.69955,5.34368,3.7447,3.55899,4.36899,4.7081,4.49623,4.22046,4.2528,3.26471,6.52621,9.04998,6.94605,6.37746,4.47656,5.91827,3.15249,2.78499,4.88293,7.01208,4.19924,0.998882,0.930705,2.06697,1.55188,2.61403,-0.824225,1.58478,1.29796,0.606468,2.04014,0.713866,1.71852,1.41132,1.15807,1.86354,2.35519,0.635993,1.68377,1.16848,2.51285,2.16174,2.64625,2.50069,1.55125,2.24256,1.34783,2.00768,1.30613,1.25486,1.2154,2.03126,1.32053,0.269161,0.282782,0.112349,0.174815,0.0682412,0.695132,0.17012,0.214509,0.352865,0.115053,0.328745,0.152061,0.196027,0.239019,0.134291,0.0866541,0.346153,0.156597,0.23713,0.0749623,0.10324,0.0662207,0.0758096,0.174906,0.0959928,0.206225,0.118399,0.213135,0.22186,0.228747,0.11596,0.21073
276.096,0.952494,0.0838639,6,63,0,-229.777,-0.0176586,0.0918466,0.405315,-0.120446,-0.287575,-0.214443,0.12961,0.673099,0.191279,-0.000957155,0.232956,0.293948,0.0515519,0.13789,0.723791,-0.2253,1.15824,-0.208224,-0.373733,1.54745,-3.09033,-1.03015,-0.612348,-0.900259,0.589261,-1.41493,-0.0236596,0.459074,1.95285,1.57997,1.38482,0.141879,0.430836,-0.334054,0.451856,1.32218,0.677856,0.361288,0.23318,2.14982,0.132297,-0.325035,0.134829,0.366628,0.520701,-0.305479,-0.171985,1.76178,0.0172337,-1.4347,0.538244,-0.68899,-0.250354,-1.38771,-1.0312,-1.12458,-0.455131,-1.21293,-1.42206,0.53044,-1.97845,-0.984065,1.49463,1.51813,-0.439335,0.232391,0.229196,0.692831,-0.188665,1.60697,1.72047,-0.091729,0.205815,-0.75675,0.128755,-0.936864,-0.235263,0.655996,0.195919,0.227692,0.964915,-0.0251799,0.976214,-0.0128203,-0.132614,1.25792,-2.09886,-0.607725,-0.305322,-0.513709,0.564392,-0.886227,0.120765,0.470164,1.55135,1.28146,1.14021,0.240581,0.449725,-0.103895,0.464939,1.09487,0.628516,0.399387,0.306663,1.69391,0.233646,-0.0973675,0.235478,0.403252,0.514769,-0.0832126,0.0134089,5.68061,5.87708,5.75408,5.79775,5.68521,5.72025,5.71105,5.77732,5.70236,5.68185,5.87629,5.62763,5.7249,5.97475,5.97717,5.77889,5.84618,5.84586,5.89276,5.80391,5.98633,5.99805,5.81362,5.8435,5.74737,5.83575,5.72956,5.79925,5.88902,5.84251,5.84571,5.92045,0.815405,1.24973,1.98614,1.19617,2.68981,-1.25221,1.22632,1.33277,0.471656,1.99628,0.545661,1.55265,1.09347,1.94193,1.92468,2.36589,0.763682,2.08782,1.046,2.6701,2.83607,2.88523,2.4499,1.73855,2.49691,1.63612,1.90159,1.49296,1.23435,1.07507,1.85197,1.23909,0.30674,0.222747,0.120666,0.232157,0.0635773,0.777683,0.226827,0.208701,0.384224,0.119594,0.366872,0.174703,0.250965,0.125435,0.127341,0.0858113,0.317847,0.110286,0.259994,0.0647606,0.0554058,0.0528884,0.0794461,0.149497,0.0760748,0.162994,0.129929,0.183478,0.225422,0.254441,0.135642,0.224595
279.756,0.932779,0.0838639,6,63,0,-236.562,0.130401,0.0174416,-0.068925,0.335319,0.439293,0.28885,-0.087937,-0.36188,0.268078,-0.0755443,-0.0421383,0.0514587,0.0557772,0.180603,0.735558,-1.32911,0.694096,0.172125,0.417238,0.217412,-2.61377,-0.800824,-1.07364,-0.517725,0.0635092,-0.683907,-0.441228,1.42138,2.16124,1.2226,2.77006,-0.647932,0.183953,-0.781227,0.311563,0.860574,-1.16299,0.518946,0.605958,1.94895,1.39322,-0.0364775,0.417316,-0.839425,0.989258,0.151716,0.441687,1.60731,0.234617,0.427685,-0.513174,-0.323491,1.66801,0.0277914,0.124676,0.934233,0.680378,0.906846,-0.00940668,1.26833,1.46844,0.814546,-1.21327,-2.60442,0.288282,0.428506,1.79265,-0.865807,-0.219924,0.510589,0.62915,1.08452,1.29205,0.868954,1.0111,1.57376,0.364674,-0.571156,0.794887,0.392649,-0.190591,-0.797036,0.691151,0.30721,0.487505,0.340522,-1.74198,-0.40845,-0.609122,-0.200214,0.227317,-0.322451,-0.143946,1.22611,1.77032,1.0799,2.21814,-0.295989,0.315911,-0.394035,0.409776,0.813605,-0.674847,0.562318,0.62632,1.61417,1.2054,0.153771,0.487563,-0.436843,0.908259,0.292198,0.505489,5.51601,4.42342,4.62472,7.37913,5.02203,5.13749,6.21211,5.85292,6.17232,4.97839,6.71864,7.0416,6.04009,3.75339,2.70817,5.33852,5.51707,7.59811,4.07219,4.73847,5.62435,5.783,6.43505,6.75613,6.11769,6.32516,7.21775,5.43507,4.36366,6.0123,5.47086,4.7712,0.233962,1.1086,2.19226,1.64745,1.61202,-0.832997,1.5618,0.885487,0.632121,1.49882,0.949049,1.12755,2.0319,2.17881,1.93546,3.26653,0.275627,1.81052,0.971625,2.51793,2.41977,1.48909,2.50314,1.89782,2.46888,2.52087,2.03882,1.84246,0.592352,1.29197,2.54278,1.55388,0.441775,0.248132,0.100448,0.161454,0.166308,0.696988,0.173388,0.292042,0.34703,0.182602,0.279076,0.244613,0.115895,0.101669,0.126148,0.0367374,0.431526,0.140575,0.274557,0.0746105,0.0816777,0.184059,0.0756381,0.130355,0.0780691,0.0744081,0.115187,0.13676,0.356095,0.215519,0.0729127,0.174526
278.338,0.998965,0.0838639,6,63,0,-238.697,0.28998,-0.113543,0.148608,-0.319885,-0.510619,-0.129954,0.11814,0.194575,0.14558,-0.108312,0.125935,0.538502,0.0525223,0.252061,0.637383,-0.763482,0.598672,0.153637,-0.742235,0.190281,-2.51428,-1.14692,-1.16378,-1.486,0.00384281,-2.03043,-0.940866,-0.254282,1.80015,1.55773,0.236613,-0.638858,-1.20055,-0.59271,0.85146,-0.00962194,0.223598,0.213424,-0.110991,0.86902,-0.461914,-0.515492,-0.549778,-0.214735,0.153411,-0.122321,-0.5324,1.67455,0.338111,-1.05336,0.461919,0.360176,0.0872617,0.330837,-0.13422,-0.346753,-0.368879,0.752364,-0.251688,0.373374,0.0962318,-0.461339,-1.03107,-1.18493,-1.40157,-0.027847,0.159825,-0.0691344,2.57664,-0.816684,2.25484,-0.747922,0.181741,-0.308793,-0.952676,1.59565,-0.974208,1.33038,0.0695958,1.68016,0.322948,-0.234569,0.633645,0.349987,-0.221027,0.373343,-1.3505,-0.478963,-0.489713,-0.695091,0.254511,-1.0421,-0.34763,0.0899861,1.39944,1.24493,0.402875,-0.155136,-0.513149,-0.125722,0.794767,0.245929,0.394579,0.388094,0.181318,0.80596,-0.0423546,-0.0765045,-0.0983579,0.115193,0.349843,0.174096,-0.0872813,3.73741,6.23841,6.02746,5.49616,5.96796,5.09961,4.74601,4.71064,6.88213,4.90104,6.05441,5.51285,4.56565,3.76569,3.5748,3.3223,5.28636,5.63267,5.21308,12.7526,4.04878,11.4379,4.14401,5.67457,4.80732,3.86683,9.15273,3.83878,8.36756,5.46343,9.41804,5.95206,0.655245,0.945713,2.63296,1.37916,2.07857,-0.49471,1.36497,1.4256,0.280122,1.95974,0.663128,1.3576,0.783398,1.77275,2.02998,1.89801,0.403116,1.40217,1.07923,3.28783,2.26629,2.94016,2.72359,1.88655,1.59945,1.71895,2.20647,1.17956,1.01674,0.92052,2.26829,1.40786,0.341809,0.279748,0.067047,0.201145,0.111197,0.621215,0.203433,0.193785,0.430424,0.123495,0.340037,0.204631,0.313588,0.1452,0.116091,0.130334,0.400564,0.197472,0.253653,0.0359911,0.0939535,0.0502035,0.0615957,0.131639,0.168059,0.152007,0.0991711,0.235131,0.265663,0.284852,0.0937839,0.196572
277.596,1,0.0838639,6,63,0,-240.695,0.26747,0.0273395,0.291765,0.352294,0.6951,0.0995068,-0.307047,-0.337104,-0.251376,-0.390257,0.0219437,-0.273346,0.0373666,0.415251,0.586663,-0.680855,0.855273,-0.0573719,-0.251937,0.663018,-2.47499,0.341439,-1.08385,-0.679283,-0.351192,-0.92032,-0.203217,1.92947,1.52297,0.942801,2.11666,-0.254007,0.272228,-0.201139,0.619782,0.770619,-0.926176,0.199048,-0.0137357,2.33929,1.22647,-0.132303,1.283,-0.0663879,0.263574,0.778298,-0.125863,1.76743,0.228902,0.58239,-1.07265,-0.135695,1.13218,-1.18681,-1.5953,2.08093,-0.0773302,-0.381676,-0.972556,1.73528,0.798259,-0.389072,-0.581495,-0.0919511,0.177188,1.1469,-0.47334,-0.714638,-0.61113,1.11907,-0.873877,1.8268,0.77561,-1.39532,0.753721,-0.0741987,0.332536,-0.67439,0.307552,-0.457176,-0.180106,0.0158189,0.917008,0.381593,0.267449,0.80422,-1.03673,0.615561,-0.220604,0.0167413,0.20922,-0.124667,0.296032,1.5472,1.30872,0.968358,1.65702,0.266235,0.574958,0.297251,0.778855,0.867345,-0.128102,0.532026,0.407193,1.78763,1.13477,0.337634,1.16794,0.376304,0.569881,0.87185,0.341412,6.69081,4.58089,5.67667,7.58811,4.46274,4.06437,9.42867,5.75302,5.36587,4.68706,8.71142,7.02973,5.3568,5.12597,5.73379,6.09814,7.61372,5.25446,4.97211,5.09132,7.56538,4.79414,8.89584,6.99338,4.25475,6.95843,5.75714,6.31889,5.01812,6.28286,5.27394,5.61925,0.472681,0.962838,2.14716,1.54725,2.15876,-0.57164,1.79297,1.2834,0.821656,1.56376,1.22987,1.65057,1.8513,1.43987,1.30041,2.86209,0.502891,2.07896,0.978312,2.69389,2.44608,1.8243,2.33496,1.76173,2.21771,1.90455,2.1032,1.9315,0.830341,1.0721,2.13901,1.54648,0.383982,0.27631,0.104597,0.175483,0.103516,0.639141,0.142708,0.216972,0.305412,0.173108,0.226204,0.161032,0.13572,0.191566,0.214096,0.0540597,0.376861,0.111159,0.273227,0.0633348,0.0797255,0.138919,0.0882685,0.146574,0.0981716,0.129594,0.108786,0.126585,0.303573,0.255005,0.105363,0.175595
278.871,0.979299,0.0838639,6,63,0,-240.159,0.112915,-0.115649,0.204602,-0.419655,-0.669433,-0.0613268,0.322967,0.13141,0.295077,0.196993,0.0457688,0.578788,0.0583145,-0.0821214,0.757967,-0.899078,1.65491,-0.114735,0.0603494,1.64275,-2.76506,-0.770011,-0.354863,-0.252195,0.435244,-1.07122,-0.962601,1.18197,1.52041,1.30168,1.05167,0.092389,-0.11814,-0.298884,0.673464,0.327944,0.202164,0.084313,0.0331563,2.60618,0.29206,-0.432128,-0.455207,0.010658,0.836955,0.509602,-0.39064,1.62198,0.215596,-0.962462,0.526085,1.66987,0.024559,-0.656031,-1.30448,-1.21188,-0.417538,1.14595,0.375899,-0.279488,0.205551,-0.906447,-0.0941867,-0.381395,-1.33637,-1.11637,0.913389,-0.187605,1.08987,-0.975751,2.64268,-0.397426,0.610656,0.0810572,-0.700881,1.84017,-0.915801,0.734882,0.109099,1.31289,1.09353,-0.763593,1.17224,-0.169087,-0.0363786,1.16303,-2.17794,-0.665764,-0.351096,-0.273277,0.247779,-0.894073,-0.811741,0.813769,1.0703,0.904512,0.715012,-0.0120936,-0.171668,-0.308666,0.428342,0.166449,0.071112,-0.0182149,-0.0569901,1.89328,0.13925,-0.40966,-0.427153,-0.074043,0.552263,0.30414,-0.378213,4.11432,5.67118,7.25719,5.08996,4.39531,3.82185,3.89892,4.62722,6.48205,5.49049,4.76701,5.2925,4.1643,4.96131,4.66342,3.79566,3.98003,6.16507,4.86238,6.40416,4.10254,8.95067,4.64733,5.77553,5.15234,4.35301,7.52861,4.15591,5.93231,5.18358,6.71961,6.40921,0.160077,1.45445,2.18602,1.56064,2.87668,-1.10914,1.50105,1.59581,0.517714,1.96142,0.819572,0.901904,1.51812,1.60432,1.70701,2.1954,0.724745,1.77524,0.964891,3.0167,2.22998,2.71779,2.3952,1.65666,2.89381,1.87744,1.94544,1.11016,0.861576,0.89267,2.56052,1.10217,0.460066,0.189317,0.101013,0.173555,0.0533186,0.751969,0.182268,0.168568,0.373387,0.123313,0.305855,0.288659,0.179738,0.167379,0.153552,0.100164,0.326349,0.144892,0.2759,0.0466769,0.0970903,0.0619318,0.0835391,0.160212,0.0524605,0.132684,0.125051,0.247842,0.29701,0.290559,0.0717231,0.249333
