# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC6c_model
# start_datetime = 2022-04-23 08:34:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39342051697b.json
# init = 2 (Default)
# random
#   seed = 1494280987
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6c-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6c-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC6c_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0794507
# Diagonal elements of inverse mass matrix:
# 0.0335713, 0.0529566, 0.0804232, 0.0761871, 0.0731047, 0.0789553, 0.100554, 0.0900972, 0.0592675, 0.0611753, 0.0636229, 0.0680402, 0.00028825, 0.000395542, 0.0309063, 0.0262931, 0.225276, 0.277938, 0.237052, 0.186053, 0.231389, 0.318285, 0.39533, 0.184463, 0.266391, 0.207707, 0.161106, 0.16215, 0.225467, 0.283887, 0.217648, 0.271767, 0.184047, 0.22459, 0.25597, 0.29481, 0.262483, 0.258554, 0.241401, 0.232958, 0.296144, 0.304948, 0.257205, 0.269639, 0.212534, 0.233871, 0.525698, 0.186961, 0.0104462, 1.12062, 0.788452, 0.840175, 0.826043, 0.910689, 0.792717, 0.790284, 0.762632, 0.743284, 0.865564, 0.710406, 0.974879, 0.790876, 0.692796, 0.691404, 0.731648, 0.80319, 0.759905, 0.807466, 0.868936, 0.935004, 0.819139, 1.08849, 1.04974, 0.838415, 0.887941, 1.0387, 0.903859, 0.638955, 0.693129, 0.843824, 0.826599, 0.851732
282.265,0.962979,0.0794507,6,63,0,-238.49,0.18942,0.119522,-0.46486,-0.0772969,-0.351947,0.212843,-0.14218,-0.245897,-0.0160442,0.261946,0.401884,0.213468,0.102464,0.040429,-0.0647998,0.747893,-0.333675,1.11612,-0.505722,0.446317,-0.274249,-2.34385,-0.413033,-1.42533,-1.26871,-0.294018,-1.37696,-0.968877,1.26619,1.4124,1.65376,1.49181,-0.261224,0.0351777,0.253908,-0.825767,0.793007,-1.45341,-1.11491,0.0846312,1.27816,0.756938,-0.374547,-0.360707,-0.169362,0.121559,1.32205,-0.142518,1.86398,0.416062,-0.504842,-0.0858316,0.350143,0.196229,-1.05743,-0.61938,-2.12694,0.831707,-0.244476,-1.41484,1.8962,0.301406,-0.766978,-0.0640221,-2.34521,-0.391995,-1.42365,1.01127,-1.58186,-0.378991,1.40462,0.56332,0.723121,0.972623,-1.30529,0.81564,1.45882,-1.99892,-0.672352,0.510755,0.415503,0.195633,-0.314353,0.769936,-0.443026,0.268998,-0.269909,-1.81775,-0.373704,-1.1308,-1.01366,-0.284694,-1.09462,-0.789416,0.882178,0.991527,1.17204,1.05091,-0.260167,-0.0384906,0.125096,-0.682386,0.528285,-1.1518,-0.898633,-0.00150469,0.891128,0.501309,-0.344921,-0.33457,-0.191465,0.0261137,0.923955,-0.171388,5.2275,6.22309,7.46077,6.99798,4.1538,4.98422,2.6619,9.1159,5.82559,3.57983,14.1954,7.31101,4.68735,6.27982,2.43081,5.47879,3.56674,9.82301,3.33952,5.50851,11.5697,8.15274,8.71322,9.66634,3.74678,9.05516,11.8335,2.80752,4.87557,7.97637,7.66644,6.99624,0.433736,1.07331,2.54584,1.92584,1.59186,-0.640246,1.58224,1.14083,0.233216,1.57707,0.767148,1.07235,1.45414,1.81546,1.74327,2.50282,0.656238,2.23313,1.11576,2.71634,3.00484,2.34939,2.1927,1.86026,2.03849,1.8366,2.64395,1.16431,0.544274,0.93309,2.51002,1.28052,0.393235,0.254775,0.0727061,0.127212,0.169123,0.654809,0.170478,0.242169,0.441959,0.17121,0.317096,0.254956,0.189365,0.139979,0.148898,0.0756605,0.341585,0.0968144,0.246799,0.062016,0.0472079,0.0871141,0.100408,0.134673,0.11522,0.137454,0.0663629,0.237885,0.367194,0.282298,0.0751584,0.217461
285.065,0.997798,0.0794507,6,63,0,-238.28,-0.0552453,0.505937,0.0873763,0.556314,0.0420517,-0.606325,0.305144,0.140401,0.645902,0.189808,-0.124351,-0.154804,0.107898,0.0266178,0.204028,0.685395,-1.50773,-0.945244,-1.24831,-1.02086,0.452452,-2.99224,0.282966,-1.46958,-0.133836,-0.583409,-1.17002,-0.909736,0.182181,0.500388,0.113512,1.14963,-0.760252,-1.2127,-1.32052,-1.18919,-0.999999,-1.91574,-0.23747,-0.293394,1.47744,0.519952,-1.66751,0.455308,-0.44119,0.288741,1.05358,-0.131184,1.82527,0.536161,-0.51936,-0.621111,0.395071,1.36323,-0.464842,-1.36687,1.05304,-1.47279,0.164027,-0.312488,0.0540098,0.122517,0.0615385,-0.886453,-1.06528,-0.549177,1.0156,-0.232391,0.271113,0.230165,-0.806662,1.10864,0.790315,0.298536,-1.00547,-0.71579,0.657312,0.412232,-0.119954,-0.384772,1.21223,-0.181189,-0.829364,-0.443838,-0.651555,-0.495662,0.514136,-1.84684,0.397971,-0.803214,0.112297,-0.195838,-0.597897,-0.419501,0.328893,0.546991,0.281829,0.991981,-0.317045,-0.627152,-0.701049,-0.611039,-0.481366,-1.10901,0.0412672,0.00293719,1.21666,0.560401,-0.938878,0.516093,-0.098362,0.40193,0.926144,0.114115,4.69645,4.4471,7.66825,12.8865,4.83576,2.98143,10.912,2.81684,6.77482,5.24735,6.38675,6.6257,6.41258,3.85737,3.5047,4.62197,10.6952,5.47761,7.17518,7.01936,4.02597,11.2422,9.47828,7.28145,3.61892,4.22699,8.82591,7.73913,5.81798,5.04788,11.8843,5.63006,0.604355,0.697085,2.44596,1.19917,2.42477,-0.806305,1.98781,1.53901,0.828999,1.71479,1.31273,1.49113,1.59515,1.39153,1.40045,2.47102,0.485365,1.71507,0.892377,2.91807,2.07665,2.52799,3.24668,1.91357,2.27413,1.40683,2.15863,1.76085,1.28308,0.835986,2.72763,1.59315,0.353348,0.332459,0.0797348,0.231623,0.0813036,0.691322,0.120489,0.176679,0.303857,0.152543,0.21203,0.183752,0.16866,0.199164,0.197745,0.0779151,0.380986,0.152507,0.29062,0.0512677,0.111387,0.0739188,0.0374465,0.128581,0.0932879,0.196734,0.103527,0.146683,0.217026,0.302381,0.0613622,0.168941
289.009,0.890014,0.0794507,6,63,0,-243.814,0.335986,-0.0112533,-0.0126414,-0.321988,-0.0522575,0.415073,-0.0818838,-0.0688881,-0.165289,-0.19878,0.281997,0.169895,0.0493804,0.031368,0.119586,0.798775,-0.452333,1.06805,0.371339,-0.147454,0.68206,-2.24739,-0.0364866,-0.444014,-0.615473,-0.0623972,-0.70401,-0.351869,1.26273,2.03484,1.38641,1.42801,-0.301763,0.192213,-0.965802,0.93926,0.801503,-0.52543,0.666758,0.361659,2.75034,0.550376,-0.202947,0.360609,0.863241,0.816911,0.642708,0.204804,1.77046,0.508987,0.123028,0.876416,0.715824,2.4991,-0.95022,-1.70718,-0.031326,-0.639103,1.06424,0.131165,0.35153,0.750183,-0.527909,-0.32062,-0.753845,-0.979618,-1.02899,1.11143,-1.63959,0.584692,0.882576,-0.0373483,-0.397332,1.02832,-0.428489,0.0742427,0.847844,-1.18464,-0.388159,1.15847,0.0569853,0.121384,-0.241726,0.972717,0.416203,0.0018037,0.664399,-1.67558,0.0904419,-0.235081,-0.372038,0.0697451,-0.442759,-0.161478,1.12823,1.74496,1.22702,1.26024,-0.121454,0.273122,-0.651872,0.869844,0.759807,-0.300114,0.652176,0.40847,2.31649,0.559213,-0.0425222,0.407632,0.809122,0.772115,0.632966,0.283179,6.25312,9.17558,8.45541,20.9569,3.62122,2.46336,5.78065,4.24255,10.0961,6.27907,7.02437,8.60458,4.48959,4.98917,4.00188,3.56744,3.47891,10.3415,2.54959,7.90948,9.20439,5.76296,4.79812,9.91318,4.72263,6.09976,9.04311,3.21393,4.82057,10.5921,6.04642,6.24789,0.26178,1.13118,2.38012,1.32377,2.08513,-1.07912,1.28192,1.38317,0.641489,1.49048,0.977971,1.25925,1.50762,2.05814,1.64165,2.48345,0.288538,1.89137,0.0398419,3.03128,2.47682,1.9107,2.66547,1.8292,2.88061,1.6808,1.92139,1.25523,1.31379,1.53625,1.83141,1.50639,0.434926,0.243944,0.0847014,0.210191,0.110551,0.746327,0.217223,0.2005,0.34491,0.18385,0.273295,0.221103,0.181292,0.113233,0.162241,0.0770265,0.428362,0.131088,0.490041,0.0460325,0.0774992,0.128902,0.0650418,0.138334,0.0531204,0.15699,0.127706,0.221797,0.211853,0.177081,0.13807,0.181475
283.283,1,0.0794507,6,63,0,-252.81,0.0523026,-0.568681,-0.119235,-0.027261,-0.00727451,0.179413,0.179836,-0.319204,0.0567962,0.406856,-0.522944,0.000472018,0.0435518,0.0651587,0.283727,0.891422,0.0977188,1.61996,0.0873316,-0.239084,1.06925,-2.00202,-1.09076,-1.02425,0.833647,0.262834,-1.21988,-0.486596,1.02262,2.18568,1.90525,1.30587,0.165445,-0.00552174,0.842945,0.522752,1.11685,-0.0217533,0.457608,0.251259,1.36939,1.00732,0.0880757,0.180433,0.0298883,2.08491,0.378251,-0.0691402,1.77738,0.133471,-0.871827,-0.972754,-0.862331,-2.20228,0.749014,-0.643087,0.510542,0.253972,-0.382159,-1.96206,1.10379,0.519304,-0.726334,-0.410423,0.0811457,-0.0252312,1.13726,0.726428,0.0945114,0.416409,0.188717,1.13594,1.45122,0.668882,-1.22455,-0.0322521,-0.171477,0.698108,0.932916,-0.645173,0.931038,0.400143,0.370835,1.72779,0.361576,0.0706016,1.23688,-1.50092,-0.688598,-0.629308,1.02686,0.518023,-0.8037,-0.150035,1.19531,2.23209,1.9821,1.4478,0.431208,0.278804,1.03515,0.749719,1.27931,0.264335,0.691648,0.507704,1.50443,1.18167,0.362239,0.444568,0.31037,2.14226,0.620908,0.222094,5.26467,5.19422,5.27134,4.40808,6.53618,5.42788,6.33142,6.11827,5.62024,4.55171,6.85313,6.33883,5.3679,5.59908,5.97875,5.89447,6.88381,6.51651,5.98943,6.25237,6.06521,6.8826,7.1784,6.46665,5.02256,5.88894,5.78052,6.49192,6.6986,5.42636,6.69692,6.23881,0.578172,1.21839,2.28854,1.43139,2.68477,-0.633923,1.36745,0.992793,0.784773,1.96592,0.644194,1.29786,1.21057,2.4637,2.25838,2.72149,0.995393,1.90091,1.63344,2.85089,2.98851,2.40906,2.66216,1.9556,2.2573,1.94849,2.2892,1.84263,0.576466,1.45725,2.50657,1.49578,0.359353,0.228221,0.0920766,0.192882,0.0638781,0.653379,0.203032,0.270361,0.313292,0.122828,0.344299,0.214526,0.229601,0.0784427,0.0946287,0.0617171,0.269848,0.130006,0.16336,0.0546354,0.0479475,0.0824846,0.0652433,0.123944,0.0947215,0.124718,0.0920212,0.136741,0.359746,0.188888,0.075399,0.183056
282.923,0.916584,0.0794507,6,63,0,-241.678,0.0403576,-0.554853,-0.14097,-0.012004,-0.00296623,0.174012,0.196685,-0.344398,0.0508957,0.412643,-0.528775,-0.0161963,0.0406346,0.0662629,0.280743,0.911286,0.101989,1.56143,0.0896006,-0.238205,0.9983,-2.02197,-1.16364,-0.996722,0.807332,0.360423,-1.21324,-0.458394,1.03145,2.16369,1.86443,1.29853,0.155628,-0.047694,0.851045,0.500989,1.16882,-0.0506101,0.356337,0.305109,1.46908,1.05253,0.089258,0.223049,0.0302296,2.01812,0.367516,-0.0733648,1.7724,0.118235,-0.886703,-0.860996,-0.88688,-2.12201,0.700011,-0.707634,0.528075,0.374486,-0.383312,-2.04547,0.958726,0.546677,-0.827674,-0.339225,-0.00278642,-0.0820189,1.20074,0.69485,0.0382297,0.440217,0.204419,1.02213,1.53715,0.731663,-1.21765,0.0127955,-0.18119,0.692966,0.941801,-0.55446,0.915862,0.462493,0.373685,1.70365,0.362395,0.0636708,1.19048,-1.56185,-0.779667,-0.627556,1.01645,0.609192,-0.824869,-0.136984,1.22069,2.25249,1.97977,1.46408,0.422565,0.23728,1.05629,0.737288,1.34587,0.234623,0.605469,0.558785,1.61949,1.2399,0.362083,0.484005,0.308291,2.11983,0.615656,0.213887,5.29921,5.31534,5.2991,4.57909,6.39274,5.4126,6.2641,6.15137,5.62419,4.62072,6.59131,6.27789,5.33632,5.65358,5.88301,5.82815,6.78264,6.38884,5.9116,6.19936,6.02891,6.64091,7.05787,6.41671,5.09586,5.89385,5.76021,6.38742,6.57814,5.51152,6.55799,6.21571,0.590362,1.19144,2.14588,1.3189,2.52698,-0.670601,1.32281,0.871482,0.785987,1.94569,0.51163,1.19952,1.2392,2.4996,2.25565,2.63804,1.00224,1.73632,1.67054,2.68331,2.92618,2.22128,2.42958,1.89528,2.39671,2.01451,2.14556,1.91492,0.582299,1.4357,2.529,1.38785,0.356552,0.233002,0.104717,0.211001,0.0739883,0.661638,0.210352,0.294946,0.313031,0.125024,0.374811,0.231561,0.224575,0.0758863,0.0948631,0.06673,0.268502,0.149781,0.158352,0.0639656,0.0508745,0.097856,0.0809444,0.130643,0.0834242,0.117688,0.104747,0.12843,0.358404,0.192212,0.0738502,0.199751
284.396,0.957735,0.0794507,6,63,0,-241.683,0.439235,0.105849,0.697786,0.137963,-0.151687,-0.0664144,-0.207486,0.314382,-0.0864259,-0.151855,0.191997,0.0849259,0.0407033,0.0363595,0.0875583,0.694768,-1.00296,0.868345,0.146841,-0.392912,-0.308259,-2.75243,-0.859643,-1.17544,-0.778261,-0.367873,-1.51694,-0.999261,0.84056,1.88774,1.3627,1.18896,-0.748281,-0.149559,-0.806604,-0.0785155,-0.0164711,-0.568025,0.364387,-0.410434,2.71513,0.531436,-0.0207929,0.0210039,0.174907,-0.106729,0.67758,-0.510073,1.68399,0.19017,0.558908,0.564219,1.10784,3.21839,-0.613514,-0.650587,0.569604,-0.49575,0.953998,0.850548,0.974905,0.289236,1.10488,-0.361791,-1.3026,-0.430711,-1.20365,0.265494,-1.28985,1.39079,0.316006,0.683791,0.121173,0.688938,-0.202255,0.367292,1.53698,-1.55217,-1.35932,1.30883,-0.193765,-0.23884,-0.609269,0.690857,0.189578,-0.185424,-0.12661,-1.82474,-0.509694,-0.729098,-0.453153,-0.168028,-0.966362,-0.606696,0.671553,1.3991,1.03432,0.913608,-0.432323,-0.0163506,-0.472845,0.0330082,0.0761147,-0.307087,0.340723,-0.197598,1.97394,0.456783,0.073112,0.102151,0.209078,0.013406,0.558319,-0.266824,5.99113,5.99718,6.65035,9.93469,4.79379,4.76011,6.00333,4.90236,6.45861,6.33279,6.48434,5.69163,6.6466,5.02885,4.20501,4.96337,4.28489,5.66599,4.21522,7.018,5.72068,6.13511,5.5126,6.14112,5.18375,5.77674,7.21584,4.01011,4.1599,6.90946,5.19213,5.14781,0.258619,1.15879,2.56619,1.66205,1.80227,-0.88596,1.12903,1.36259,0.765877,1.76085,0.962515,1.32218,1.38124,2.01976,1.74391,2.67967,0.271897,2.07534,0.6132,2.57244,2.24921,2.27304,2.75804,1.73128,2.88548,1.81779,2.44973,1.32999,1.06603,0.926977,2.18055,1.49924,0.435703,0.238887,0.0713462,0.159488,0.141575,0.708056,0.244339,0.203819,0.317372,0.146684,0.276375,0.210456,0.20081,0.117144,0.148817,0.0641836,0.432442,0.111517,0.35133,0.0709336,0.0954175,0.0933803,0.0596342,0.150424,0.052876,0.139699,0.0794586,0.209161,0.256159,0.283538,0.101511,0.182539
