# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC6a_model
# start_datetime = 2022-04-23 08:32:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393421872adf.json
# init = 2 (Default)
# random
#   seed = 495963001
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6a-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6a-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC6a_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.073503
# Diagonal elements of inverse mass matrix:
# 0.0333372, 0.0594089, 0.0894429, 0.0652025, 0.000341333, 0.000333226, 0.0384731, 0.0295202, 0.191983, 0.236861, 0.289812, 0.177009, 0.258878, 0.309778, 0.429834, 0.213151, 0.178839, 0.265323, 0.199027, 0.214966, 0.220514, 0.256558, 0.22056, 0.251704, 0.173251, 0.196006, 0.206208, 0.387504, 0.261445, 0.323228, 0.302933, 0.211562, 0.259863, 0.248122, 0.319973, 0.266831, 0.171504, 0.189889, 0.457536, 0.18295, 0.0120104, 0.763495, 0.743419, 0.701934, 0.769933, 0.873556, 0.786452, 0.72923, 0.959516, 0.802412, 0.686923, 0.677331, 1.07237, 0.680939, 0.705958, 0.703424, 0.657374, 0.698971, 0.762711, 0.755824, 0.680629, 1.05504, 0.690791, 1.07188, 0.855366, 0.907769, 0.624296, 0.833834, 0.950439, 0.638777, 0.690827, 0.620428, 0.861188, 0.732708
284.481,0.989359,0.073503,6,63,0,-253.047,0.281942,-0.181798,-0.155055,0.0704685,0.059256,0.0557862,0.255024,0.83045,-0.522964,0.774268,-0.298207,-0.396474,0.311679,-2.97039,-0.89103,-1.32768,-0.756575,-0.470194,-1.22541,-0.819509,0.642739,1.3913,0.874999,2.02042,-0.786852,-0.491352,-0.304281,-0.44571,0.112455,-1.59912,-0.223725,0.293584,2.25214,0.206125,-0.473641,0.0944284,-0.126355,0.31639,-0.53151,-0.151524,1.65364,0.0295645,1.00577,1.3498,0.282518,-1.77826,-0.914236,1.40219,-0.689064,-0.724528,1.61316,0.369233,0.462603,0.222268,0.821211,1.84479,0.864294,0.76122,1.64018,0.767786,-0.67315,-0.732897,-0.346976,-0.798346,-1.08491,-0.341654,0.820876,-0.201846,-0.481996,0.603878,-0.179258,-0.513369,-1.48582,-0.379541,-0.179272,0.898015,0.00737792,-0.0742277,0.513858,-2.21173,-0.484932,-0.847551,-0.373274,-0.135448,-0.762616,-0.425538,0.788786,1.41043,0.981666,1.93288,-0.398417,-0.153019,0.00233377,-0.115116,0.348412,-1.07296,0.0692314,0.498831,2.12531,0.426201,-0.138312,0.333442,0.150092,0.51777,-0.186369,0.129191,5.38371,5.43875,5.26982,4.95834,5.08663,5.44718,5.1206,5.11524,5.48126,5.28335,5.29795,5.26044,5.35442,5.51893,5.36124,5.34493,5.48564,5.34597,5.12301,5.11397,5.17265,5.10408,5.06102,5.17347,5.35437,5.19489,5.15205,5.32013,5.19836,5.14727,5.00139,5.16767,0.589059,1.0527,2.26768,1.41574,2.12234,-1.20461,1.56648,0.997955,0.506629,1.47303,0.845865,1.18294,1.35589,1.89983,1.66717,3.30434,0.302172,1.69249,1.10538,2.38221,2.31243,1.48362,2.38878,2.10731,3.061,1.706,2.12199,1.78999,0.937207,0.97643,1.88753,1.50065,0.356851,0.258707,0.0938357,0.19533,0.106944,0.769343,0.172719,0.269344,0.375984,0.186482,0.300301,0.234523,0.204909,0.130128,0.158802,0.0354227,0.425027,0.155449,0.248733,0.0845397,0.0900987,0.184882,0.0840319,0.108388,0.0447449,0.153683,0.106978,0.143074,0.281465,0.273601,0.131527,0.182329
282.495,0.995455,0.073503,6,63,0,-251.843,0.0926895,0.138418,-0.645929,0.0320151,0.0891126,0.0630315,0.396963,0.777194,-0.905181,0.988563,0.0729212,-0.658532,1.03511,-3.253,-1.53126,-0.943063,-1.16726,1.01289,-1.13443,-0.653336,0.689769,1.61795,1.6382,1.49536,-0.556138,-0.498665,-0.847956,0.356627,0.54416,-0.688802,-0.240668,-0.173677,0.864718,-0.112724,-0.796815,-0.862415,-0.470305,0.374631,0.168572,0.72787,1.93245,0.0149825,0.659532,1.19762,1.96438,-0.684558,0.490817,-0.45912,-0.125783,0.630263,0.111313,-0.462136,-0.209234,-0.250755,-0.517351,-1.22491,0.508989,-0.107489,-1.27822,1.00489,-0.674516,0.206767,-0.754096,-0.654238,-1.20853,-0.94624,0.66453,-0.648858,-0.478038,1.78562,-0.102176,0.300598,0.434524,1.06842,-0.306538,1.16527,0.453637,-0.114844,1.20145,-2.13125,-0.793126,-0.33598,-0.510225,1.18418,-0.48471,-0.110806,0.933047,1.65442,1.67016,1.55914,-0.0352643,0.00940378,-0.262064,0.674131,0.81988,-0.13837,0.209917,0.261982,1.06902,0.309354,-0.222317,-0.273301,0.0314446,0.688124,0.527976,0.962659,6.97501,7.03147,7.11271,6.83595,6.9574,6.85908,6.89342,6.97195,6.91795,6.85877,6.88481,6.88053,6.8531,6.78083,6.9593,6.89531,6.77542,7.01119,6.83698,6.92785,6.82883,6.83906,6.7825,6.8092,6.97553,6.83961,6.85714,7.09369,6.89586,6.9376,6.95154,7.01787,0.662059,1.44052,2.70561,0.978669,2.47318,-0.922447,1.6252,1.29221,0.584435,2.45591,0.787028,1.16093,1.63283,2.30786,2.3853,2.47443,0.773898,1.63759,1.08472,3.28256,2.62629,2.55917,2.55101,1.53372,2.22671,1.83808,2.02966,1.43737,0.985739,1.25946,2.82367,1.87795,0.340277,0.191465,0.062643,0.273156,0.0777596,0.71554,0.16449,0.215479,0.357913,0.0790072,0.312807,0.238498,0.163443,0.090474,0.0843005,0.0776702,0.315637,0.162793,0.252613,0.0361745,0.0674652,0.0718129,0.072359,0.17745,0.0973776,0.137278,0.116124,0.191953,0.271754,0.221066,0.0560582,0.132625
282.872,0.984678,0.073503,6,63,0,-250.138,0.343894,0.515746,0.534247,-0.138391,0.0656409,0.0393859,-0.00772075,0.821233,-0.851383,0.693509,-0.47274,0.420916,0.320927,-2.56668,-0.646368,-1.06123,-0.698011,-0.456897,-1.21668,-0.616389,0.547005,1.17915,1.0435,1.52045,-0.426097,-0.111662,-0.50065,-0.393875,-0.0517126,-1.32497,0.281022,0.372401,1.74249,-0.218392,-0.284171,0.256063,0.0488741,0.484664,0.414064,-0.62445,1.56037,0.0328549,-0.423147,-2.23678,-0.890727,0.864264,-0.744577,-0.390142,-0.086742,0.0525557,-0.165336,0.765115,-0.0133788,2.01589,0.58007,0.613575,1.22122,-0.977642,1.80727,-1.53484,0.524319,-0.135846,-0.286375,0.0161599,-0.471245,1.43129,0.959161,0.557161,1.12039,-0.509753,-0.144295,0.179602,-1.32552,0.480837,-0.706904,0.561811,-0.395951,0.337949,0.255835,-2.11556,-0.538539,-0.879239,-0.580951,-0.382939,-1.0069,-0.513919,0.441497,0.960637,0.849233,1.24092,-0.357646,-0.099421,-0.418871,-0.331184,-0.0501888,-1.09583,0.223064,0.298107,1.42327,-0.187072,-0.241091,0.202567,0.0324162,0.390301,0.332322,-0.52054,4.69485,4.42328,4.62328,4.8977,4.64554,4.69995,4.74703,4.76881,4.73479,4.88177,4.75849,5.08656,4.85218,4.85752,4.95547,4.6101,5.05181,4.52647,4.8433,4.73938,4.716,4.76311,4.68744,4.98979,4.91299,4.84853,4.93908,4.68151,4.73806,4.78875,4.55771,4.83638,0.492779,1.32825,2.14347,2.02404,2.07321,-0.802747,1.56702,1.2007,0.697504,1.43443,0.810476,1.30345,1.42146,1.96339,1.69095,2.79573,0.638922,1.98051,1.01713,2.4708,2.16103,1.7718,2.82813,2.11548,2.74111,1.34044,2.29833,1.82159,1.17881,1.28261,2.17645,1.03427,0.379239,0.209449,0.104943,0.116702,0.111728,0.690562,0.172642,0.231351,0.332366,0.192409,0.307789,0.213584,0.194432,0.123101,0.155651,0.0575554,0.34549,0.121264,0.265587,0.0779306,0.103305,0.145319,0.0558231,0.107601,0.0605908,0.207438,0.0912613,0.139243,0.235266,0.217105,0.101885,0.262257
285.604,0.98048,0.073503,6,63,0,-247.295,0.126087,-0.566527,-0.113086,0.796637,0.0310116,0.0211126,0.532894,0.82002,-0.180331,0.574649,0.371838,-0.168801,1.08925,-2.24277,0.221339,-0.630325,-0.737512,-0.0567084,-1.07481,-0.744388,0.659711,1.09958,0.978722,1.62493,-0.727819,-0.214053,-0.180346,0.604539,1.16539,-0.0274733,1.06571,0.221753,1.94441,0.485247,0.206404,0.0342976,-0.00778271,0.202423,1.29125,-0.0563287,1.95791,0.159271,0.293918,2.15702,1.02698,-0.684861,0.544273,0.0139925,0.0359665,-0.122365,0.364204,-0.388442,0.594465,-1.77637,-0.461715,-0.908409,-1.05863,0.520355,-1.81006,1.7819,-0.924509,-0.134929,0.538557,0.843911,0.561889,-1.25808,-0.843112,-0.404246,-1.06632,0.473948,-0.256685,-0.870785,1.45756,-0.336511,0.38502,1.00412,0.837809,0.394474,1.4261,-1.30622,0.714397,0.0160152,-0.0718798,0.486392,-0.348468,-0.0775189,1.07387,1.43458,1.33547,1.86537,-0.0639314,0.357366,0.385007,1.02863,1.48854,0.510366,1.4068,0.714737,2.12735,0.930807,0.70215,0.561019,0.526512,0.698885,1.59174,0.486704,7.42404,9.98876,8.34347,6.3524,7.72605,7.10032,7.12521,6.94778,7.50762,6.6595,7.78806,5.33873,6.58223,6.1302,5.98527,7.69667,5.31016,9.40946,6.11451,6.93389,7.71902,8.1037,7.74776,5.79813,6.19429,6.64275,5.97795,7.64,6.80072,6.16705,8.93573,6.7148,0.923818,1.31068,2.42877,1.58229,2.67593,-0.634194,1.73878,1.3899,0.509144,1.73623,0.901367,1.17232,1.59651,1.86781,2.07434,2.99116,0.569229,1.73125,1.05048,2.74364,2.92444,2.25639,3.02877,1.96457,2.72948,1.68889,2.29311,1.41171,1.12385,1.18906,2.83892,1.61249,0.284181,0.212373,0.0810049,0.170472,0.0644085,0.65344,0.149467,0.199424,0.375394,0.149793,0.28877,0.236437,0.16847,0.133795,0.111616,0.0478268,0.361415,0.150428,0.259133,0.060447,0.0509584,0.0948,0.0461428,0.122973,0.0612559,0.155922,0.091695,0.195965,0.245298,0.233427,0.0552568,0.166243
295.619,0.999577,0.073503,6,63,0,-253.271,0.342736,0.123536,0.159275,-0.0156166,0.0688933,0.0585686,-0.282306,1.06245,-0.26792,0.912526,-0.322414,0.0327174,0.87775,-2.18925,-1.02162,-0.370635,-0.417091,0.343073,-0.864248,-0.0845244,1.04798,1.26702,1.0254,1.34657,0.255248,-0.155063,-0.222874,-0.272263,0.155473,-0.404432,0.110664,0.208636,0.917089,0.550517,-0.170065,-0.0576717,0.0132965,0.55959,0.491374,0.204078,1.59939,0.155218,-0.614493,-1.01287,-1.8542,1.52583,-1.38697,-0.435683,-0.783619,-0.616195,0.841775,-0.00566637,0.691237,1.86398,0.0922783,0.00211878,0.101506,-0.201842,-0.39067,-1.61841,-0.404753,0.747196,-0.0186076,0.0163476,-0.200126,1.49812,-0.884404,1.27313,0.726291,-0.299784,0.993836,0.455787,0.114207,0.242139,-0.566959,0.687211,-0.624856,-0.247545,0.650262,-2.60828,-1.36773,-0.676088,-0.725446,0.0821934,-1.20053,-0.372109,0.831125,1.06384,0.807138,1.14836,-0.0111162,-0.447053,-0.5191,-0.571573,-0.117123,-0.711996,-0.16473,-0.0606399,0.692058,0.302593,-0.462992,-0.343579,-0.268179,0.312232,0.239756,-0.0654828,4.49971,4.2299,3.71207,6.27284,3.99128,4.62635,4.38312,4.49852,5.64095,4.94568,5.51067,6.61088,5.02144,4.95166,5.02864,4.79735,4.65878,3.85044,4.64861,5.55874,4.93575,4.9626,4.79863,6.24592,4.31509,6.03156,5.54073,4.72497,5.77567,5.31291,5.03856,5.13961,0.538776,1.14869,2.0297,1.5114,2.54699,-1.27891,1.08508,1.49622,0.497426,1.97893,0.696203,1.52462,1.68769,1.87673,1.67973,2.76952,0.947697,1.72525,0.938047,2.35856,2.19297,2.28703,2.55872,1.83609,1.9735,1.92906,2.19157,1.45221,0.824791,1.04954,2.58081,1.55568,0.368472,0.240728,0.11612,0.180731,0.0726287,0.782265,0.252545,0.18299,0.378146,0.121433,0.332655,0.178782,0.156079,0.132764,0.157132,0.0589936,0.279348,0.151196,0.281295,0.0863879,0.100384,0.092203,0.0718428,0.137514,0.122014,0.126854,0.10051,0.189661,0.304748,0.259314,0.0703834,0.174268
283.472,0.972208,0.073503,6,63,0,-248.634,-0.0431491,0.126482,-0.00158995,0.0839428,0.0651832,0.0637727,0.416575,0.72863,-1.12138,0.751544,0.783582,0.0300664,1.17764,-3.37387,-1.30063,-0.930226,-1.45952,0.119444,-1.04551,-0.685131,0.5883,1.48008,1.11954,1.61523,-0.964417,-0.344024,-0.944655,-0.267875,1.07536,-0.457844,-0.647319,-0.366488,1.43347,-0.283478,-0.061215,-0.971954,-0.801867,0.822887,0.1737,-0.0909625,1.87054,0.127057,0.49969,1.28884,2.48471,-0.156607,0.110052,-0.91897,1.18231,-0.415309,-0.874341,0.117994,0.882911,-0.912938,0.497056,-0.244191,-0.543443,-0.594144,1.41382,1.47727,-0.196646,0.491357,-0.121727,1.29051,1.89255,-0.702073,1.10216,-0.880939,-0.408793,0.572871,-0.822197,0.594445,1.06258,0.156807,-0.400498,0.964172,0.987516,0.438482,1.27464,-2.04173,-0.531099,-0.261216,-0.646878,0.503605,-0.345218,-0.0826319,0.845228,1.49501,1.2323,1.59348,-0.286128,0.165909,-0.271728,0.221393,1.20012,0.0829764,-0.0550812,0.149541,1.46105,0.210025,0.371972,-0.29162,-0.167689,1.01615,0.543138,0.350297,6.91735,7.6469,8.90173,6.36393,6.58324,5.77641,7.5441,6.15815,5.80926,6.58989,7.2625,5.78084,6.91504,6.2935,6.0587,6.0198,7.7693,7.83218,6.33164,6.91003,6.39219,7.64853,8.25654,5.93781,7.46766,5.80439,6.16325,6.98197,5.84787,7.00114,7.4302,6.62246,0.47936,1.14253,2.97001,1.57359,2.54012,-0.91767,1.81553,1.26499,0.360526,1.76908,0.92026,1.18285,1.45475,2.056,1.86203,2.59822,0.43569,1.69212,0.990766,2.46462,2.85669,2.39139,1.99259,1.41502,2.53222,1.6573,2.35446,1.34044,0.6991,1.49595,2.77154,1.35504,0.382403,0.241856,0.0487993,0.171705,0.0730933,0.714567,0.139971,0.220115,0.410832,0.145656,0.284905,0.234541,0.189272,0.113447,0.134466,0.0692528,0.392768,0.155497,0.270761,0.0783761,0.0543364,0.083832,0.119983,0.195444,0.0736299,0.160124,0.0867115,0.207437,0.332012,0.18303,0.0588815,0.205047
