# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5b2_model
# start_datetime = 2022-04-23 08:30:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39345f19602b.json
# init = 2 (Default)
# random
#   seed = 31388396
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b2-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b2-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5b2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0949975
# Diagonal elements of inverse mass matrix:
# 0.0336181, 0.0308415, 0.0738346, 0.0881958, 0.0946191, 0.099457, 0.0733587, 0.0849039, 0.0571885, 0.0560314, 0.0580012, 0.0870345, 0.000196944, 0.0351641, 0.0248976, 0.199758, 0.212835, 0.209927, 0.1386, 0.168138, 0.25826, 0.315735, 0.207585, 0.243829, 0.156799, 0.179023, 0.145793, 0.174439, 0.249153, 0.223634, 0.186115, 0.184451, 0.175747, 0.200865, 0.223317, 0.196857, 0.237942, 0.233492, 0.161365, 0.267264, 0.265994, 0.202057, 0.208399, 0.208901, 0.223828, 0.335634, 0.167622, 0.00829481
301.893,0.985606,0.0949975,5,63,0,-277.833,-0.0626602,-0.142343,0.385453,-0.136288,-0.222545,-0.124702,0.311487,-0.281982,0.676743,0.306978,0.238719,0.219119,0.0461283,0.202284,0.719816,-0.946191,1.30525,-0.0936959,-0.00227144,1.14096,-2.52536,-0.0534784,-1.32401,-0.210758,0.389837,-0.779698,-0.435987,0.167966,1.94347,1.45367,1.50972,-0.444833,-0.266437,-0.682127,0.950911,0.240831,-0.65363,-0.053644,1.41714,2.46719,0.854379,-0.318884,0.444942,-0.143895,0.673431,-0.227474,0.228376,5.72394,-0.478799,1.14183,0.134841,0.200649,1.02356,-1.61551,0.16379,-0.750755,0.0505776,0.482895,-0.358955,-0.111546,0.323189,1.60123,1.24866,1.289,-0.117914,0.0104989,-0.288721,0.886765,0.375638,-0.268209,0.163671,1.22237,1.97821,0.81728,-0.0272534,0.522561,0.0987063,0.687031,0.0385452,0.366673,0.48788,1.60109,2.11921,1.58535,2.50052,-0.821825,1.82165,0.910714,0.671489,1.95985,1.118,1.36541,1.12251,1.9675,2.14314,2.58145,0.421062,1.67197,0.954727,3.05565,2.12936,1.9468,2.19417,2.69932,2.71351,1.74884,1.95711,1.68772,1.08009,0.958526,2.08133,1.65912,0.380393,0.167829,0.107244,0.170039,0.0758217,0.694624,0.139236,0.286854,0.338164,0.123483,0.246382,0.203362,0.245545,0.122658,0.104974,0.070342,0.396263,0.158162,0.277935,0.0449744,0.106275,0.124903,0.100276,0.0630134,0.062181,0.148193,0.12378,0.156076,0.253488,0.277173,0.110925,0.159881
305.498,0.929525,0.0949975,5,31,0,-281.116,0.219562,-0.220084,-0.195349,-0.0482605,0.485828,0.0178306,-0.292105,0.0623682,0.349037,0.372068,-0.195082,0.25357,0.0555379,0.260667,0.718133,-0.768861,0.648556,0.43737,-0.056146,0.981255,-3.20726,-1.54791,-0.704744,-0.130846,-0.256117,-1.44464,-1.07143,1.12373,1.89411,1.18085,1.76867,-0.341696,-0.291704,-0.150023,0.12839,0.623194,-0.87452,0.647364,0.192487,1.54651,0.0936486,-0.340014,-0.134165,-0.615759,1.75098,-0.240617,-0.415415,5.94763,-0.291477,0.726417,0.574757,0.220347,0.965339,-2.04257,-0.850937,-0.245432,0.166702,0.0767413,-0.776775,-0.508765,1.06766,1.62089,1.10868,1.53081,0.0152841,0.0511849,0.152931,0.352869,0.708203,-0.367354,0.72556,0.398898,1.37127,0.327919,0.0164923,0.164319,-0.181529,1.5181,0.0878723,-0.037656,0.648672,1.05565,2.64716,1.57076,2.42683,-0.838292,1.38961,1.43821,0.673808,1.53823,0.684713,0.952724,1.81218,2.30638,1.98454,2.77015,0.920449,1.73483,1.42631,2.64743,2.50292,1.98274,2.8535,1.86039,2.50106,1.68381,2.0889,1.81669,0.78136,1.61123,2.34461,1.20168,0.343289,0.258142,0.0661641,0.172108,0.0811497,0.698105,0.199469,0.191823,0.337645,0.176793,0.33521,0.278337,0.140374,0.090596,0.120835,0.0589588,0.284866,0.149971,0.193675,0.0661479,0.0756538,0.121027,0.0545005,0.134658,0.0757839,0.156591,0.110181,0.139831,0.314027,0.166418,0.0874954,0.231176
288.217,0.905548,0.0949975,5,31,0,-272.152,0.290433,-0.00741662,0.0678456,0.0770454,0.0449766,0.293652,-0.628652,-0.414933,0.587575,0.343857,-0.373151,0.326784,0.0693542,-0.0967238,0.730044,-1.21107,1.38158,-1.20182,0.0213542,0.487582,-3.41023,-1.64243,-1.58057,-0.0286547,0.278846,-1.58517,0.125899,0.336345,0.644423,1.09469,1.08451,-1.32772,-0.717637,-1.15139,0.299381,0.269093,-0.941984,-0.0641693,0.114204,1.68537,-0.226403,-0.591783,-0.24269,-0.657477,1.30353,-1.20058,0.703354,5.13253,-0.980858,0.911892,-0.974108,-0.0811343,0.259233,-2.58634,-1.29577,-1.25061,-0.117643,0.106846,-1.25396,-0.00481204,0.148823,0.373734,0.702445,0.69502,-1.06602,-0.620631,-0.937286,0.121837,0.0997259,-0.784414,-0.14357,-0.0133499,1.13367,-0.262008,-0.528752,-0.273898,-0.576711,0.854908,-0.973201,0.416756,0.651979,1.78183,1.68012,1.67149,2.15056,-0.91917,1.68849,0.918137,0.693177,1.99818,0.637366,1.88652,1.50514,1.41608,2.13067,2.30893,0.18618,1.54812,1.11168,3.05348,2.40718,2.21658,2.58001,1.87798,2.73085,1.73461,2.12547,1.94824,1.05689,1.11192,2.18862,2.03067,0.342544,0.144077,0.15708,0.158226,0.104279,0.714873,0.155974,0.285338,0.333327,0.119395,0.345842,0.131642,0.181661,0.195277,0.106152,0.0903858,0.453589,0.175359,0.247559,0.0450675,0.0826267,0.0982712,0.0704361,0.132621,0.0611771,0.149999,0.106645,0.124746,0.257904,0.247514,0.100777,0.11602
288.797,0.982674,0.0949975,5,31,0,-258.487,0.276435,-0.169585,-0.268698,-0.074669,-0.552772,0.562237,-0.258603,-0.706128,0.314411,0.510578,-0.237195,0.233554,0.0658663,0.203101,0.794552,-0.524901,0.94516,-0.790371,-0.0955221,0.567779,-2.95543,-1.94322,-0.943321,-0.270244,0.122457,-0.919313,0.100527,-0.0343322,0.576524,0.824232,0.855635,-0.999051,-0.444838,-1.30949,-0.411092,0.251008,-0.979537,-0.407812,-0.230965,2.03575,-0.912923,-0.283257,-0.478639,-0.457369,1.14819,-1.0999,-0.293481,5.59527,-0.213961,0.954079,-0.42489,0.127203,0.65423,-2.14514,-1.34089,-0.546417,-0.0116223,0.300399,-0.527341,0.282975,0.175822,0.661179,0.857996,0.882947,-0.590697,-0.150347,-0.837359,-0.123533,0.402539,-0.575192,-0.120927,0.0195868,1.82061,-0.522264,-0.0219621,-0.177203,-0.160303,1.1154,-0.670828,-0.0300852,0.91697,1.36048,1.92244,1.61827,2.27703,-0.539974,1.50113,1.33985,0.699435,1.9232,1.09546,1.90578,1.06373,1.65895,1.87018,2.24229,0.645554,1.73592,0.68877,2.48727,2.42054,2.10147,2.29227,1.64239,3.34531,1.12937,2.32537,1.95781,0.988151,1.32289,1.98217,1.32925,0.285576,0.204162,0.127589,0.165443,0.0930429,0.631806,0.182257,0.207534,0.331937,0.127505,0.250591,0.129456,0.256597,0.159904,0.133521,0.0960169,0.343992,0.149832,0.334307,0.0767557,0.0816197,0.108954,0.091765,0.16214,0.0340492,0.244278,0.0890434,0.123704,0.271277,0.210338,0.121087,0.209283
288.179,0.99647,0.0949975,5,31,0,-265.908,0.251395,-0.198919,-0.284768,0.108349,-0.522186,0.543158,-0.223964,-0.722491,0.221153,0.501043,-0.161327,0.232354,0.0680988,0.190798,0.802309,-0.638412,0.966132,-0.654247,-0.0153981,0.817604,-2.86059,-2.02963,-0.954771,-0.21123,0.0362598,-0.960619,0.0374871,-0.0761338,0.716344,1.18552,0.908225,-0.811429,-0.546789,-1.09947,-0.470592,0.132015,-0.96609,-0.671932,-0.345866,2.14746,-0.808579,-0.25054,-0.669354,-0.374671,1.21682,-1.22108,-0.231587,5.68097,-0.321406,0.965935,-0.33411,0.178444,0.846769,-2.10428,-1.4376,-0.575224,0.0213259,0.21989,-0.579916,0.220874,0.129715,0.765528,1.14195,0.919475,-0.460219,-0.247896,-0.691318,-0.186762,0.296715,-0.584305,-0.3483,-0.0866934,1.91373,-0.457932,-0.010213,-0.346231,-0.109804,1.16706,-0.788889,0.00499356,0.683882,1.22214,2.0745,1.70177,2.50629,-0.529576,1.41385,1.3567,0.780331,1.87941,1.07961,1.8804,0.886587,1.71021,2.03543,2.30661,0.736719,1.68402,0.722563,2.49425,2.36483,2.1648,2.12841,1.57283,3.4032,1.18172,2.3984,1.77669,0.916037,1.40868,1.80021,1.39212,0.335395,0.227561,0.1116,0.154234,0.0754181,0.629384,0.195627,0.204778,0.314249,0.132456,0.25358,0.132343,0.291815,0.153136,0.115532,0.0905774,0.323722,0.156563,0.326829,0.0762626,0.085894,0.102956,0.106366,0.171813,0.0321955,0.234743,0.0832948,0.144713,0.285766,0.196442,0.141825,0.199069
295.482,1,0.0949975,5,31,0,-267.405,0.0325879,-0.0250099,0.153605,-0.250666,0.312175,-0.430207,-0.360069,0.192421,0.0581971,0.606763,0.24583,0.302576,0.0686546,0.0231977,0.728272,-0.763695,0.994002,0.541999,-0.354853,0.300051,-3.31316,-1.29216,-1.23837,-0.401775,-0.0112694,-1.42234,-1.34808,1.67809,1.67882,1.35277,2.22598,-0.819396,-0.246423,-0.054344,0.227096,0.138429,-1.13613,0.316374,0.130682,0.405512,0.249058,-1.10397,-0.842107,-0.144762,0.637241,0.120903,-0.0127306,5.7443,-0.53298,0.747102,0.41792,-0.235232,0.241716,-2.38968,-0.917846,-0.878672,-0.269404,0.0149905,-1.01265,-0.958574,1.24531,1.24583,1.00838,1.64432,-0.573545,-0.156265,-0.0163795,0.188585,0.124012,-0.804214,0.253604,0.11837,0.318521,0.204579,-0.780792,-0.590085,-0.0822284,0.487283,0.111248,0.0139264,0.285805,0.810685,2.8942,1.34854,1.96279,-0.745562,2.02856,1.11702,0.874323,1.73607,0.708428,0.762503,1.79249,2.26991,1.63283,3.09078,0.662526,1.83943,1.21433,2.93948,2.25702,2.01534,2.79854,1.83945,1.89184,1.88693,1.69549,1.60371,0.73914,1.08522,2.4512,1.46038,0.429031,0.307744,0.0524411,0.20611,0.123165,0.678211,0.116237,0.246564,0.294356,0.149813,0.329946,0.318103,0.142768,0.0936457,0.163443,0.0434893,0.340172,0.137119,0.228935,0.050236,0.0947459,0.117602,0.0574033,0.137117,0.131035,0.131595,0.155056,0.167464,0.323192,0.25252,0.0793507,0.188408
