# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC6b_model
# start_datetime = 2022-04-23 08:33:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393418f46c6a.json
# init = 2 (Default)
# random
#   seed = 1704718254
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6b-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6b-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC6b_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0788856
# Diagonal elements of inverse mass matrix:
# 0.0322985, 0.0376525, 0.0655511, 0.0992503, 0.0957885, 0.0900686, 0.0888676, 0.0838545, 0.0523232, 0.057159, 0.0680233, 0.0741721, 0.000167537, 0.0333349, 0.021762, 0.232902, 0.250438, 0.224784, 0.161799, 0.213157, 0.298566, 0.319247, 0.175513, 0.248112, 0.19455, 0.175542, 0.140222, 0.222572, 0.263112, 0.209426, 0.233518, 0.175362, 0.18521, 0.236968, 0.310272, 0.218949, 0.251291, 0.250808, 0.227975, 0.269254, 0.283861, 0.211873, 0.232946, 0.220171, 0.245839, 0.327038, 0.176835, 0.0112286, 0.890907, 0.710841, 0.7708, 0.792024, 0.942743, 0.550982, 0.755991, 0.637624, 0.747842, 0.753316, 0.772213, 1.01224, 0.675109, 0.860757, 0.769975, 0.850751, 0.80575, 0.784424, 0.919249, 0.719247, 1.029, 0.753295, 1.09633, 0.885657, 1.00453, 0.666279, 0.784478, 1.0092, 0.72267, 0.711492, 0.837215, 0.931188, 0.925547
267.402,0.876838,0.0788856,6,63,0,-222.021,0.284743,0.0564772,0.429952,0.26335,0.348638,0.660603,-0.412145,0.164497,0.247083,-0.17752,-0.413808,-0.121087,0.0152904,0.641754,0.633624,-0.683455,-0.255071,0.60441,-0.490919,1.07391,-3.13324,0.464927,0.703463,-0.469174,0.292803,-0.898948,-0.389116,0.112027,1.17263,0.776124,1.63014,-0.0786234,0.425163,-0.588192,0.838852,1.23362,0.646161,0.745216,0.0619254,2.48864,1.28124,-0.0357723,0.1873,0.122065,0.0219316,-0.0544457,0.273023,1.68124,0.164881,0.482508,0.283209,0.157362,-0.810854,0.606304,-1.30192,-1.21063,0.584093,0.678686,-0.968996,-0.374214,1.01836,-1.43247,0.70041,0.320908,-1.35485,0.637025,0.424077,0.306687,-1.71617,1.04894,1.58291,0.210004,-0.285671,0.884337,-0.265372,0.796504,-0.616791,-0.995668,-1.0026,-0.768837,2.0338,0.208701,0.480135,1.02472,0.330696,1.32221,-1.34354,0.936343,1.08749,0.344474,0.827282,0.0721592,0.395201,0.712738,1.38476,1.13352,1.67465,0.591937,0.911148,0.269062,1.17327,1.4234,1.05118,1.11394,0.680992,2.21861,1.45358,0.619088,0.760432,0.719098,0.655651,0.607256,0.814748,5.8171,5.62905,5.51345,4.69994,5.93705,4.3344,4.40013,5.91535,6.00833,4.57898,5.05078,6.35443,4.2421,6.02989,5.66415,4.29673,5.9672,5.76132,5.65088,4.04823,6.38655,6.97434,5.56151,5.12506,6.21556,5.14224,6.12619,4.85276,4.55888,4.55368,4.73261,7.51259,0.970146,1.07339,2.18871,1.29591,2.31801,-0.950399,1.62486,2.14444,0.475609,1.82308,1.06796,1.391,1.40621,1.64516,1.82284,2.60929,0.884583,1.96811,1.12225,2.39842,2.51094,2.29162,2.29322,1.67679,2.60133,1.98155,1.78308,1.27492,1.47471,0.656682,1.68078,1.74938,0.274851,0.254759,0.100769,0.214854,0.0896425,0.721195,0.164535,0.104852,0.38329,0.139065,0.255792,0.199249,0.196832,0.161765,0.139094,0.0685432,0.292229,0.122592,0.245594,0.083293,0.0750947,0.0918193,0.0916859,0.157521,0.069053,0.121154,0.143923,0.218415,0.186228,0.341485,0.156993,0.148125
274.011,0.912289,0.0788856,6,63,0,-223.507,0.160818,0.167534,-0.0915106,-0.313638,-0.447713,-0.701084,0.260251,0.169037,0.536443,-0.310098,0.175038,0.0459229,0.0647361,-0.112243,0.667106,-1.21191,0.575048,0.667178,0.67644,1.1024,-2.31,-1.15176,-1.42161,-1.36091,0.864601,-0.804132,-0.0332356,0.536775,1.90185,1.01264,2.34304,-0.344065,0.274555,-0.967142,0.684087,0.721746,-0.552266,0.733243,0.74697,2.45096,-0.473634,0.652127,0.374838,-0.921491,0.521525,0.0847909,0.302045,1.78821,0.108847,-0.0518991,-0.759153,0.0569628,1.17967,-1.04561,1.28663,1.32408,-0.353929,0.81285,0.263641,0.92757,0.414501,1.39538,-2.11995,-1.04487,0.303457,-0.649077,0.67543,-1.25838,1.85715,-0.297235,-0.951943,-0.729503,0.996126,-0.838172,-0.0722812,-1.11444,-0.590634,-0.43216,1.03925,0.603977,-1.57069,-0.920714,0.271375,0.332835,0.339014,0.623176,-1.65326,-0.88059,-1.06061,-1.02012,0.464537,-0.648684,-0.134415,0.245843,1.15649,0.563294,1.45081,-0.341771,0.0709142,-0.757429,0.344116,0.369238,-0.480663,0.376908,0.386065,1.52281,-0.428207,0.322795,0.137814,-0.726975,0.235669,-0.0556784,0.089253,5.94509,5.50459,6.01595,6.79793,5.33561,6.87753,6.90563,5.75282,6.53185,6.15282,6.61393,6.25469,6.95943,4.74677,5.33604,6.17955,5.57094,6.43488,5.21346,7.31816,5.78843,5.39029,5.52239,6.66346,5.45745,5.93191,5.29578,5.60649,5.70404,6.69481,6.38502,5.03921,0.670856,1.15085,2.37443,1.53904,1.95268,-0.663712,1.35337,0.527839,0.33952,1.79404,0.680817,1.19509,1.55827,1.57784,1.88276,2.52137,0.233394,1.65936,1.22256,2.64466,2.08716,1.88462,2.48324,1.71557,2.46204,1.24681,2.36439,1.64237,0.847285,1.05434,2.88796,1.15981,0.338305,0.240334,0.0851432,0.176674,0.124262,0.660094,0.20532,0.371021,0.415926,0.142578,0.336079,0.23235,0.173895,0.171102,0.132072,0.0743738,0.441915,0.159848,0.227487,0.066319,0.110351,0.13186,0.0770413,0.152443,0.0785623,0.223252,0.0859285,0.162143,0.300003,0.258393,0.052752,0.238702
285.305,0.999475,0.0788856,6,63,0,-243.858,0.0510442,-0.151867,0.261067,0.120048,-0.190261,-0.43729,0.282767,0.213234,-0.239997,0.49158,-0.159078,-0.0989457,0.0485135,0.200911,1.14376,0.0836644,1.31995,-0.0243903,-0.246856,0.25747,-1.67806,-0.773379,-1.18202,-0.15345,-0.0531845,-0.811341,-0.41831,0.914713,0.904029,1.44246,0.812618,-0.592995,-0.402881,0.25552,-0.0296468,0.0306443,-0.550669,0.189266,-0.207053,0.908873,0.523361,0.236116,-0.0930671,0.214652,1.00459,0.722231,-0.185968,1.66754,0.183526,-0.0442648,0.0362896,-0.143404,-0.217421,0.765437,-2.11907,-0.379095,-0.0797895,-0.339727,-0.591171,3.292,-0.457171,-1.62918,0.799239,1.84852,-0.385246,1.90079,-0.393665,0.0926525,1.26528,0.97094,0.686271,0.924607,-1.76704,-0.369003,-0.35516,-0.102891,0.0554419,1.08339,-1.43683,0.641172,1.08126,0.296603,1.71063,0.173014,-0.0814342,0.495396,-1.71839,-0.683653,-1.15104,0.0254002,0.14008,-0.727072,-0.277538,1.24713,1.23491,1.85075,1.13035,-0.477336,-0.25989,0.493166,0.167002,0.235961,-0.428925,0.417387,-0.0359094,1.24045,0.799512,0.470972,0.0944641,0.446422,1.34993,1.02697,-0.011793,5.25623,5.33452,5.16146,5.09182,6.09834,3.59173,4.94296,5.22208,4.9788,4.75427,9.69593,4.87264,3.92962,6.13628,7.43939,4.93738,7.5111,4.92976,5.38999,6.68422,6.33273,6.01037,6.27911,3.83144,4.95213,4.96472,5.19998,5.3533,6.46477,4.07081,5.96083,6.46225,0.476125,1.3565,2.23473,1.34961,2.02347,-0.600163,1.34326,0.571084,0.382868,1.66815,0.801,1.25053,1.2509,1.90344,1.95534,2.46437,0.373351,1.46224,0.963768,2.42278,2.05511,1.87536,2.52762,1.49216,2.29709,1.56455,2.53269,1.60342,0.641636,1.34021,2.33918,1.32222,0.383168,0.20481,0.0966744,0.205934,0.116761,0.645693,0.206975,0.360987,0.405435,0.158671,0.309812,0.222608,0.222544,0.12972,0.123972,0.0783939,0.407732,0.188126,0.276124,0.0814523,0.113537,0.132922,0.0739444,0.183597,0.0913644,0.172994,0.0735979,0.167505,0.344877,0.207475,0.0879301,0.210448
287.031,0.981553,0.0788856,6,63,0,-244.605,0.253534,-0.413976,-0.544783,0.0831782,0.414543,0.580507,0.175251,-0.166874,-0.0526671,-0.156633,-0.328681,-0.182456,0.0687995,0.251055,0.937237,-0.156196,0.912312,-0.307379,-0.234274,0.487832,-2.03623,-0.474082,-0.556149,0.487688,-0.0372808,-1.14833,-0.929211,1.07549,1.95343,1.40857,0.947211,0.271326,-0.30912,-0.123122,0.249903,0.659821,-0.727336,-0.323451,-0.102684,1.70757,0.593995,-0.76305,0.181998,0.551822,0.962158,-0.368961,0.00512904,1.82335,0.127273,-0.723734,-0.0364375,0.914894,0.137007,-1.01717,-0.0330273,-0.131875,-1.06928,-0.411308,-0.0483531,-0.804312,-0.12994,-0.320645,-1.15584,-0.0414292,-1.44461,-0.466105,0.644279,-0.23314,-0.646818,-0.539795,0.663285,0.506572,0.372351,-1.50941,-2.7854,1.04136,0.787858,0.508748,-0.97789,0.13578,1.93764,0.104662,1.10611,-0.0370323,0.0314847,0.708269,-1.65737,-0.193272,-0.270189,0.708134,0.216114,-0.825202,-0.619836,1.25905,2.08189,1.57122,1.13882,0.505352,-0.0386641,0.135661,0.485273,0.869463,-0.430631,-0.0520952,0.154815,1.85145,0.807769,-0.464104,0.42163,0.768242,1.15283,-0.0947495,0.255862,5.64765,6.16393,6.95731,6.30151,5.44063,6.16661,6.08951,5.40466,5.87675,6.15459,5.59003,6.09101,5.94495,5.34545,6.16002,5.15255,5.83591,6.72177,6.01153,5.70321,5.78143,6.73805,6.60499,6.49311,5.11023,4.34422,7.0702,6.84573,6.60682,5.46789,6.30053,7.92452,0.612077,0.856727,2.34735,1.52147,2.33585,-0.943081,1.79257,1.63259,1.07713,1.8437,0.802383,1.00775,1.54117,2.14134,2.06472,2.4912,0.871009,1.86412,1.05587,3.14485,2.90985,2.29775,2.40108,1.7824,2.4613,1.82598,1.92028,1.69345,1.31843,1.02846,2.10448,1.60825,0.351586,0.298024,0.0872768,0.179245,0.0881968,0.719722,0.142758,0.163475,0.254049,0.136614,0.309516,0.267421,0.176365,0.105144,0.112573,0.0764772,0.295044,0.134224,0.258099,0.0412946,0.051669,0.0913098,0.08309,0.144007,0.0786163,0.138718,0.127831,0.155323,0.211079,0.263383,0.108662,0.166832
276.121,0.984671,0.0788856,6,63,0,-232.44,-0.00202317,-0.217792,-0.462605,-0.0296076,-0.0819074,0.84605,0.193766,0.261946,0.536285,-0.0807128,-0.309844,0.22606,0.0733555,0.0579273,0.85477,-0.575918,1.69619,0.312269,-0.251754,1.27442,-1.90911,-1.04527,-0.919277,0.238355,0.996535,-0.683119,-0.261481,0.846531,1.98142,0.97235,1.45367,-0.158528,0.00865609,-0.426332,0.40844,0.536376,-0.978402,0.258974,0.553302,1.99575,0.251366,-0.0347915,0.181445,-0.454403,1.50274,-0.221708,1.09866,1.7033,0.0944915,-0.536158,-0.427894,0.375777,-1.83474,-2.05083,-1.51117,-1.70204,-0.307666,0.79634,0.925484,-0.49294,0.740064,0.651245,0.373947,0.571507,-1.67607,-0.671389,1.01841,-1.61315,-0.56364,-0.748553,0.969132,0.268886,-0.0900767,-0.478785,1.30954,-0.366366,1.74144,-1.39676,-0.114561,2.65181,0.507261,-0.43435,1.50778,0.324845,-0.157264,1.14726,-1.57392,-0.835538,-0.727843,0.261666,0.909735,-0.525982,-0.165579,0.781517,1.75159,0.889063,1.30048,-0.0775779,0.0653263,-0.306488,0.40705,0.516405,-0.778381,0.27929,0.530873,1.76383,0.272787,0.0281886,0.213021,-0.330482,1.34243,-0.131582,0.997027,5.22075,5.27444,5.69058,4.61789,4.52455,4.76125,4.67615,5.3347,5.92127,5.99397,5.24212,5.88987,5.84064,5.68959,5.7968,4.68764,5.15447,6.04684,4.71559,5.20721,5.11702,6.01874,5.63339,5.44552,5.24913,6.21549,5.30519,6.47439,4.81301,5.43293,7.05599,5.76172,0.669949,1.80516,2.49415,1.05842,2.50966,-0.774446,1.33894,0.927971,0.666548,2.27213,0.83641,1.19681,1.61865,1.87211,1.87456,2.36945,0.31552,1.72114,1.23794,2.86977,2.31893,1.7577,2.52195,1.89326,2.4712,1.73831,2.19749,1.60309,0.79632,1.19047,2.6803,2.066,0.338508,0.141224,0.0762694,0.257612,0.0751841,0.684482,0.207684,0.283337,0.33927,0.0934579,0.302291,0.232043,0.165391,0.133298,0.133015,0.0855318,0.421768,0.151724,0.224794,0.0536681,0.0895672,0.147079,0.0743338,0.130873,0.077902,0.149527,0.099976,0.16755,0.310813,0.233175,0.0641456,0.112446
277.979,0.996947,0.0788856,6,63,0,-236.604,0.0660117,-0.180294,-0.146579,-0.026101,-0.00305873,0.239201,0.360289,-0.0844177,0.435235,0.232507,-0.25895,0.0138271,0.0543657,0.0709909,0.734126,-0.968463,1.54259,0.661559,-0.0237716,1.47263,-2.08244,-0.323331,-0.418956,0.197824,0.836918,-0.464299,0.0715004,0.712221,2.52814,1.27339,2.17303,0.0330072,-0.285243,-0.619148,0.793522,0.883881,-0.842103,0.896141,0.361455,1.4563,1.15016,-0.397806,0.517418,0.0844648,1.67168,-0.205896,1.06455,1.70519,0.102548,0.508127,0.384282,1.50933,0.315935,-2.58175,-1.22658,-1.80497,-0.173562,0.222197,0.836805,0.497772,0.327088,-0.57454,1.72078,-0.228938,-0.685082,-0.248923,0.775937,-0.666174,-0.407704,0.154022,0.0335699,-0.78992,-0.0426686,-0.47078,0.734659,1.46816,1.95664,-1.7918,0.0612047,0.831896,1.06003,-0.639983,1.20345,0.556658,0.0535396,1.15209,-1.45779,-0.166375,-0.236576,0.216218,0.685394,-0.269863,0.123481,0.593851,1.92697,1.00582,1.66627,0.0952224,-0.138414,-0.383541,0.653536,0.719871,-0.547219,0.728871,0.336345,1.1401,0.915354,-0.221049,0.450841,0.132999,1.29821,-0.0801629,0.852503,5.79673,5.72357,6.42351,5.6836,4.22252,4.85205,4.57263,5.40534,5.62922,5.99544,5.79057,5.6901,5.18758,6.56432,5.37473,5.12911,5.36373,5.95813,5.13906,5.2771,5.59001,5.52138,5.07426,5.47838,5.24307,5.93296,6.39644,6.72502,4.57881,5.53705,5.99242,6.13426,0.263195,1.5086,2.44665,1.23678,2.44406,-0.524348,1.78449,1.27286,0.533944,1.97736,1.02211,1.41545,1.3013,2.35559,1.82973,2.74078,0.730409,1.37102,0.845831,2.76099,2.33804,1.6146,2.67323,1.62831,2.00365,1.89573,1.66894,1.82231,1.05481,1.20585,2.09668,1.92701,0.434578,0.181146,0.0796838,0.224997,0.079874,0.628164,0.14375,0.218769,0.369598,0.1216,0.264617,0.195376,0.213946,0.0866226,0.13827,0.0606096,0.325105,0.202455,0.300308,0.0594689,0.0880214,0.165951,0.0645716,0.164061,0.11882,0.130592,0.158565,0.139157,0.258303,0.230436,0.10942,0.127082
