# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC3_model
# start_datetime = 2022-04-23 08:23:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393449fe656b.json
# init = 2 (Default)
# random
#   seed = 763532495
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC3-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC3-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0850637
# Diagonal elements of inverse mass matrix:
# 0.0364374, 0.0381881, 0.0778652, 0.064765, 0.000178709, 0.0311714, 0.0338081, 0.178743, 0.209144, 0.205519, 0.182396, 0.232646, 0.304283, 0.291895, 0.202736, 0.181684, 0.232581, 0.193516, 0.199471, 0.186223, 0.213806, 0.250218, 0.278799, 0.176739, 0.19176, 0.173327, 0.279112, 0.249245, 0.224175, 0.26801, 0.22445, 0.280449, 0.222809, 0.197129, 0.197227, 0.178828, 0.228704, 0.297829, 0.180803, 0.0104331, 0.891224, 0.59908, 0.729122, 0.883084, 0.906469, 0.800862, 0.850975, 0.8076, 0.660195, 0.648727, 0.753549, 0.936121, 0.696202, 0.692325, 0.70442, 0.754441, 0.871815, 0.738833, 0.682974, 0.70103, 0.828236, 0.751132, 1.01515, 1.01462, 0.826412, 0.788649, 0.765916, 0.871575, 0.638644, 0.701175, 0.716764, 0.839169, 0.707983
285.346,1,0.0850637,6,63,0,-251.182,0.40176,-0.369322,0.0150823,0.673145,0.0266054,0.238369,0.713454,-0.637388,0.36801,0.905513,-0.181504,0.918543,-2.73026,-0.447664,-0.56759,-0.96844,-0.472646,-0.437366,0.334724,1.09537,1.19123,1.04524,2.09268,-1.01628,0.415993,-0.635523,0.790391,0.761564,-0.29713,0.421521,-0.0442645,2.0678,0.468451,-0.384006,-0.363188,0.0416845,0.0846106,-0.0289078,0.199776,1.73564,0.256277,-0.115243,-1.57593,-0.703185,0.537707,-0.416472,0.30098,0.533211,-0.60021,1.11808,-0.491185,0.06032,0.90635,-1.11871,0.816443,0.768321,1.24359,0.149314,-0.588753,-0.58271,-0.0927432,-0.618447,0.380093,0.0712846,1.53411,-0.636121,1.26748,-0.483629,0.158178,-0.488582,0.181523,-0.278805,-0.539288,-0.216378,0.500927,0.884411,0.108875,0.893707,-1.70954,-0.0810182,-0.16658,-0.452568,-0.0988419,-0.0736715,0.477179,1.01986,1.08826,0.984096,1.7314,-0.486698,0.535161,-0.215047,0.802277,0.78171,0.0263808,0.539105,0.206789,1.71365,0.572587,-0.035601,-0.020749,0.268109,0.298735,0.217745,0.3809,5.5075,3.78774,4.73714,6.5107,5.09833,6.12745,6.5032,4.86382,7.5548,5.00164,5.76095,7.15578,4.25861,6.99279,6.90708,7.80175,5.89386,4.87812,4.88568,5.53935,4.84114,6.25295,5.77717,8.40479,4.81926,7.84967,5.01133,5.90726,5.00497,5.94271,5.28141,4.94036,0.749506,1.17415,2.54077,1.41936,2.2574,-0.605437,1.49679,1.30354,0.566526,1.26485,1.29002,1.84087,1.92384,1.92111,2.04189,2.98867,0.515017,2.00528,0.910469,2.56505,2.30504,1.81576,2.22206,1.57048,2.75935,1.797,1.62075,1.30256,1.27215,1.15587,1.92795,1.63817,0.320929,0.236105,0.0730494,0.194762,0.0947129,0.646899,0.182905,0.213571,0.362039,0.22014,0.215849,0.136948,0.127433,0.127738,0.114875,0.0479401,0.374018,0.11865,0.286904,0.0714217,0.0907067,0.139943,0.0977865,0.172148,0.059561,0.142217,0.165101,0.213734,0.218889,0.239419,0.126978,0.162714
283.175,0.995047,0.0850637,6,63,0,-253.122,-0.062923,-0.180595,0.247167,0.118026,0.0580274,0.110229,0.819803,-0.0449219,2.10151,-0.489581,-0.109834,1.29778,-1.93695,-0.804034,-1.05651,0.171382,1.05891,-1.08238,-0.671043,1.05851,2.33971,1.51135,1.16928,0.411185,-0.46226,0.349896,0.2793,0.629365,-0.755228,-0.152293,0.670716,1.88552,0.300929,0.0405648,0.481152,0.166971,1.11293,0.281278,0.115001,1.83756,0.0109842,-0.726145,1.7254,1.06312,0.207338,-0.249912,-1.03726,-0.84796,1.13597,-0.748565,0.0174035,0.577155,-1.6836,0.376092,0.267215,0.17094,-1.38321,-0.346504,1.73444,-0.260736,-0.32778,1.50672,-0.497482,0.146572,-0.94319,0.729572,-1.82753,0.58085,-0.0847057,0.95766,-0.121812,0.449457,0.0695772,0.0734024,1.83305,-0.29113,0.0201874,1.17415,-1.47769,-0.548921,-0.7559,0.250729,0.978329,-0.777109,-0.439893,0.978003,2.02833,1.34924,1.06881,0.447321,-0.268733,0.397076,0.3392,0.626185,-0.508909,-0.0146207,0.660085,1.65598,0.356932,0.143485,0.50468,0.247113,1.02261,0.340822,0.204508,6.23128,6.40135,6.35495,6.2955,6.26396,6.21002,6.22294,6.36004,6.22974,6.28238,6.32112,6.16609,6.30718,6.29964,6.29298,6.18646,6.25731,6.40199,6.26321,6.2586,6.386,6.24695,6.2913,6.21644,6.33171,6.15634,6.32138,6.27533,6.3476,6.27278,6.31226,6.28598,0.570388,1.69174,1.9848,1.54177,2.81179,-0.733042,1.2827,1.11384,0.86377,2.61596,0.860524,1.19774,1.26465,2.23518,1.75612,2.47434,0.871792,1.60101,1.24223,2.84725,2.61198,2.05716,2.31934,2.29772,2.32705,1.38549,2.41942,1.71665,0.762759,1.19631,2.19216,1.61003,0.361147,0.155547,0.120808,0.176279,0.0566906,0.675473,0.217092,0.247155,0.296552,0.0681181,0.29723,0.231878,0.220175,0.0966353,0.147277,0.077677,0.294881,0.16784,0.224049,0.0548239,0.0683712,0.113331,0.0895337,0.0913121,0.0889071,0.200128,0.0817038,0.152303,0.318048,0.232131,0.100457,0.166584
284.392,0.954553,0.0850637,6,63,0,-249.836,0.162729,0.0351761,0.229779,0.133622,0.0565989,0.200665,0.860497,-0.909236,0.993259,-0.587785,-0.145255,0.669159,-2.95183,-0.855174,-1.03175,-0.616703,0.1343,-1.47876,-0.789172,0.441922,1.42507,0.840192,1.22201,-0.590323,-0.342325,-0.359476,0.547713,0.457083,-0.609936,0.0399588,0.393269,1.1805,-0.0225306,0.530012,-0.114863,-0.650958,0.202469,0.247174,-0.381101,1.7505,0.140632,-0.104625,-2.12608,0.878326,1.3019,-0.791954,1.58719,1.84785,-1.63555,1.87423,-0.865248,-0.594878,1.48785,-0.357758,-0.887204,-0.503891,1.28169,-0.115307,-0.842193,0.133253,-0.20325,-1.18541,1.05604,0.735339,1.19083,-0.252484,2.90186,0.191156,-0.927218,-1.67758,0.902549,0.543689,0.878116,-0.58173,1.05536,-0.305122,0.0756737,0.776475,-2.33938,-0.535209,-0.687155,-0.330006,0.31623,-1.0718,-0.478415,0.580938,1.42693,0.923648,1.2522,-0.307306,-0.0939047,-0.108663,0.67197,0.593984,-0.324183,0.23505,0.539072,1.21648,0.181278,0.656739,0.101826,-0.359483,0.374889,0.413357,-0.127271,5.67339,4.26953,6.51444,6.91429,5.15067,7.19733,7.46606,4.57446,7.49381,5.09785,5.29541,7.09748,5.47498,5.08213,5.36361,6.89466,5.66487,5.1144,5.86639,5.59524,4.87341,6.6793,6.38475,6.80712,5.55664,8.65896,5.91436,5.05361,4.54751,6.53667,6.21497,6.51425,0.375468,1.38997,1.92072,1.56573,2.37973,-1.15881,1.72376,1.14249,0.740389,1.91948,0.53145,1.12484,1.3075,2.10114,1.69469,2.62906,0.528213,1.73574,1.18813,3.1242,2.53683,2.18465,2.51749,2.14232,2.34348,1.64605,2.88258,1.73458,0.59408,0.987647,2.60059,1.24958,0.40722,0.199412,0.127782,0.172827,0.0847319,0.761117,0.151387,0.241863,0.322919,0.12792,0.370179,0.245115,0.212906,0.108986,0.15516,0.0672917,0.370934,0.149855,0.233594,0.0421198,0.0733164,0.101137,0.0746413,0.105051,0.0875857,0.161644,0.0530216,0.150003,0.355699,0.271377,0.0691007,0.222772
283.14,0.923912,0.0850637,6,63,0,-248.074,0.238923,0.0628735,-0.0866868,0.0607767,0.0679546,0.00164961,0.803323,-0.764244,1.69458,-0.71025,0.300832,0.90313,-3.01165,-1.57364,-0.484633,-0.361413,0.916195,-0.873833,-0.424252,0.565954,1.82355,1.32556,2.09098,-0.551388,-0.130347,-0.363243,0.3961,0.984515,-0.998114,0.314453,0.506306,0.787853,-0.44719,-0.0346359,-0.292076,-0.403254,0.415357,-0.27704,0.142345,1.77485,0.089456,-0.178892,0.72296,0.674502,0.417888,-1.00107,-0.593275,-1.5898,2.0107,-1.35117,0.985301,0.639082,0.898076,-0.210151,-0.324333,0.316665,0.2393,-1.94653,0.598564,-1.7787,0.188872,0.72045,-0.684571,1.59113,-0.791376,0.242196,-0.466415,-1.41964,0.465529,1.23829,-1.04194,0.301549,-0.121122,-0.612285,1.36294,-0.56891,0.243314,0.727154,-2.41768,-1.26249,-0.387667,-0.288681,0.73765,-0.70032,-0.339162,0.456293,1.46655,1.0665,1.68138,-0.441293,-0.103061,-0.290151,0.319846,0.792533,-0.800158,0.254257,0.408376,0.63455,-0.357588,-0.0261742,-0.232982,-0.322293,0.335315,-0.220903,0.115999,5.80575,6.29354,6.26632,6.12411,5.39407,5.59447,5.11734,7.06195,5.22775,6.44299,6.2465,6.39291,5.78954,5.7307,6.06891,6.02705,4.95661,6.2239,5.03159,5.99993,6.29213,5.54897,6.8018,5.49621,6.02861,5.65832,5.19583,6.15027,6.59046,5.37438,6.06071,5.83583,0.503298,1.73103,1.76428,1.6931,2.31284,-1.03569,1.41605,1.46984,0.96281,2.32334,0.88537,1.24653,1.29248,2.24236,1.94899,2.99525,0.523222,1.75445,1.23316,2.92485,2.78595,1.8728,2.6554,1.99407,1.954,1.36634,2.30702,1.69156,0.786793,1.03451,2.36261,1.42987,0.376766,0.150456,0.146255,0.155369,0.0900648,0.738017,0.195282,0.186967,0.276316,0.0892083,0.292066,0.223302,0.215434,0.0960106,0.124664,0.0476407,0.372099,0.147487,0.225629,0.0509385,0.0580881,0.133218,0.0656569,0.119827,0.124118,0.203212,0.0905436,0.155571,0.312858,0.262211,0.0860685,0.193119
292.453,0.99973,0.0850637,5,63,0,-259.953,0.13549,0.204073,-0.0446963,0.0674503,0.0687781,0.139215,0.788113,-1.24698,0.847343,0.328507,0.394591,0.904465,-3.02594,-1.49393,-0.856117,-1.31941,-0.0492999,-0.427643,-0.709186,0.624456,1.48129,1.26352,1.67676,-0.962409,0.237841,-0.299135,0.0150642,0.229322,-0.970538,-0.216772,-0.0161172,1.90349,-0.349461,-0.292119,-0.945296,-0.684959,0.375736,-0.373455,0.292391,1.68567,0.0344519,0.23661,-0.172338,-0.0383757,-0.0781643,-0.14278,-0.860962,-0.667088,-0.0334582,1.25806,-1.29854,0.4067,-0.538946,0.120594,-0.165008,1.22602,0.532181,-1.61628,0.780503,1.00385,-0.448475,1.27204,-0.701435,-0.501218,0.0266045,-0.792905,0.393067,-1.01914,0.841771,-0.105278,-0.397184,-0.202068,-0.138293,-0.843544,0.807017,0.398116,0.450198,0.852036,-2.24557,-1.03817,-0.535501,-0.900625,0.100362,-0.197816,-0.419703,0.631358,1.30664,1.13501,1.46069,-0.619272,0.326661,-0.0965367,0.151088,0.319947,-0.625678,-0.0316255,0.126513,1.63938,-0.136199,-0.0910069,-0.605785,-0.40061,0.435338,-0.155109,0.369653,5.44023,5.36412,5.38894,5.38155,5.36959,5.23836,5.27346,5.38985,5.63509,5.15998,5.47221,5.2968,5.41853,5.36548,5.62887,5.49591,5.1038,5.54313,5.58595,5.31333,5.6378,5.26723,5.30369,5.40101,5.25066,5.46964,5.20989,5.55485,5.37653,5.32273,5.35863,5.37042,0.337909,1.23191,2.55882,1.71679,2.25618,-0.806576,1.72518,1.14375,0.418384,1.50451,1.20633,0.984441,1.5131,2.1442,2.01524,2.58972,0.375424,2.00592,1.49758,2.5869,2.13676,1.87892,2.19786,1.53066,3.02716,1.65371,2.0697,1.37992,0.759757,1.17601,2.4516,1.49868,0.416318,0.225847,0.0718362,0.152286,0.0948177,0.691379,0.151205,0.241632,0.396904,0.181755,0.230351,0.272012,0.18048,0.104875,0.117612,0.069803,0.407231,0.118583,0.182786,0.0699861,0.105575,0.132514,0.0999432,0.177898,0.0462137,0.160608,0.112077,0.201022,0.318699,0.235771,0.0793214,0.182622
294.515,0.961492,0.0850637,6,63,0,-261.912,0.126518,0.0786081,0.162082,-0.0297474,0.0536335,0.231016,0.864217,-0.211237,0.894431,-0.126957,-0.0232104,0.422506,-2.65419,-0.506748,-0.410637,-0.783594,0.7701,-1.17347,0.039563,0.477195,1.1855,1.92004,1.15748,-0.595741,-0.158613,-0.996651,0.230977,0.645893,-0.116414,0.37756,0.34665,1.14072,0.239206,0.0843714,0.278749,0.0592102,0.625895,0.245422,0.214794,1.81223,0.146682,-0.44099,0.559615,-0.623162,0.0825136,0.0406426,0.513402,-0.0336065,0.172314,-1.02234,0.687348,0.26686,0.6316,-1.14963,0.291932,-1.81167,-0.752968,0.994676,-0.500215,-1.25632,0.973175,-0.741838,1.29859,0.150431,1.01203,0.870936,-0.519056,0.338156,-0.0969631,-1.22231,1.27146,-0.0925641,0.656857,0.0484613,1.004,0.121297,0.210957,0.596152,-2.06278,-0.206924,-0.123864,-0.446179,0.896549,-0.783113,0.265207,0.643416,1.25554,1.89035,1.23133,-0.283834,0.0939396,-0.630307,0.43063,0.789207,0.130408,0.557309,0.530596,1.21684,0.437741,0.303931,0.471915,0.282186,0.771925,0.443113,0.416644,5.74047,6.64797,5.58911,6.19864,6.16069,6.60306,6.09395,6.28083,5.27125,6.7737,6.36854,6.71854,5.17374,6.392,4.69495,5.4837,7.08604,5.69082,5.09341,7.06373,5.49266,7.40908,6.2607,7.10411,6.95859,5.67511,6.43549,6.03758,5.11888,7.37965,6.04148,6.74348,0.820696,1.18626,2.10285,1.49528,1.98774,-1.08278,1.79888,1.48226,0.433323,2.28814,0.608474,1.65679,1.19164,1.75961,2.46513,2.40839,0.362182,1.70006,0.463729,2.62672,2.5026,2.38013,2.5925,1.92218,2.14998,1.68862,2.28549,1.87963,1.0463,1.21153,2.36144,1.5937,0.305616,0.233928,0.10882,0.183131,0.120496,0.74702,0.141987,0.185087,0.393333,0.0921103,0.352407,0.160193,0.232966,0.146839,0.078339,0.0825355,0.410432,0.154457,0.386102,0.0674385,0.0756765,0.0847004,0.0696228,0.127618,0.104333,0.155958,0.0923322,0.132431,0.259937,0.229431,0.0861606,0.168864
