# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5a3_model
# start_datetime = 2022-04-23 08:28:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39342b4a2c9c.json
# init = 2 (Default)
# random
#   seed = 486147179
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a3-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a3-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5a3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0731771
# Diagonal elements of inverse mass matrix:
# 0.0381136, 0.0562141, 0.0744293, 0.0816036, 0.0849514, 0.0807356, 0.0930733, 0.091189, 0.0621583, 0.0685875, 0.0718835, 0.0815361, 0.000303273, 0.000414202, 0.035042, 0.0219743, 0.149469, 0.197889, 0.189768, 0.119137, 0.154225, 0.282766, 0.381179, 0.130929, 0.220378, 0.116769, 0.131952, 0.120481, 0.129106, 0.208756, 0.170715, 0.184074, 0.151914, 0.131623, 0.156071, 0.213552, 0.163816, 0.236562, 0.199737, 0.115674, 0.220403, 0.240336, 0.178865, 0.229002, 0.139403, 0.200577, 0.414129, 0.13793
-3807.91,0.956362,0.0731771,6,127,0,3831.86,0.246194,0.0502152,-0.225741,0.214694,0.426745,0.265725,0.364885,-0.542321,0.354235,0.340908,-0.0847646,0.218995,0.0649323,0.0295386,0.247524,0.769226,-1.03355,0.497183,0.268097,-0.00437275,1.42738,-2.87509,-0.0287773,-1.19874,-0.131837,0.514834,-0.930431,-0.25712,1.35797,2.01077,1.87363,2.13439,-0.673375,0.160701,-0.385355,0.521839,0.866832,-0.0779035,0.000710553,0.821237,1.68044,0.223146,0.294258,0.0395992,-0.323469,0.767487,0.827041,-0.215695,-0.547507,0.62997,0.453752,0.24416,1.3455,-1.96407,0.225388,-0.674576,0.146112,0.643548,-0.468188,0.0497404,1.29211,1.79426,1.68877,1.88935,-0.270454,0.37114,-0.048901,0.648936,0.914314,0.187599,0.248071,0.879241,1.54016,0.419174,0.473875,0.277985,-0.00129699,0.837895,0.883705,0.0816056,0.432462,1.28501,2.56781,1.5141,2.74531,-0.8836,1.87142,0.98496,0.746158,2.04335,0.931619,1.44955,2.14787,2.61321,2.55677,3.02943,0.625005,2.03068,1.1083,3.02273,2.70371,2.62632,2.42706,2.27905,2.59542,1.52716,2.58794,1.5939,0.973483,1.19471,2.49191,1.22168,0.393539,0.216698,0.0712388,0.180332,0.0603523,0.707568,0.133378,0.271909,0.321659,0.114726,0.282596,0.190071,0.104531,0.0682932,0.0719728,0.046114,0.348644,0.11602,0.248188,0.0464096,0.0627545,0.0674635,0.081132,0.0928732,0.0694336,0.17841,0.0699189,0.168836,0.274187,0.232417,0.0764276,0.22764
-3806.21,0.919521,0.0731771,6,63,0,3826,0.139988,0.158442,0.427435,0.207786,-0.0538495,-0.236634,-0.512013,0.586638,0.125769,0.195664,-0.0456506,-0.125048,0.0545301,0.0252942,0.182647,0.888967,0.0216503,0.818011,0.396228,-0.319684,0.50676,-2.49163,-0.107858,-0.59788,-0.289032,0.268778,-1.26294,-0.800836,0.616895,1.53009,1.3265,1.47632,-0.0975021,-0.178085,0.110593,0.619305,0.598263,-0.682268,0.78763,0.0156302,2.51287,1.19201,-0.548015,1.01033,0.10697,0.873951,1.48599,0.408523,0.201893,0.909832,0.534881,-0.101542,0.63314,-2.03233,0.0867646,-0.348849,-0.0742926,0.421582,-0.940067,-0.52927,0.731046,1.54285,1.36187,1.49505,0.0959709,0.024335,0.280961,0.733189,0.714483,-0.423867,0.882824,0.196542,2.4165,1.24231,-0.30452,1.08079,0.277739,0.95956,1.50364,0.54581,0.918211,1.34791,2.7467,1.40138,2.24513,-1.15859,1.45474,1.48126,0.521194,2.03357,0.671918,1.08272,1.32709,2.20259,1.92863,2.88891,0.793395,1.85444,1.14904,3.16313,2.65365,2.0606,3.14917,1.80853,3.2786,1.92727,1.9073,2.15417,0.977686,1.33086,2.70822,1.93967,0.285323,0.206212,0.0602735,0.197597,0.0957708,0.761076,0.189272,0.185238,0.372573,0.115723,0.338067,0.252992,0.209642,0.0995181,0.126902,0.0527045,0.31144,0.135352,0.240664,0.0405772,0.0657645,0.112986,0.041124,0.140816,0.0363127,0.127053,0.129285,0.103943,0.273351,0.209016,0.0624901,0.125684
-3803.1,0.95871,0.0731771,5,31,0,3829.59,0.127274,0.113204,0.343189,0.298665,0.0773257,-0.393134,-0.290585,0.328222,0.231142,-0.0387272,-0.158252,0.13567,0.0553351,0.0267003,0.293014,0.856535,-0.0755866,0.498908,0.311203,-0.0437898,0.397719,-2.51812,0.0145247,-0.519723,-0.13968,0.393868,-1.24893,-0.771111,0.777395,1.77459,1.68277,1.85935,-0.143472,-0.132316,-0.0690598,0.315745,0.602102,-0.370162,0.365243,0.0171984,2.15442,1.3562,-0.39088,0.580546,0.297147,0.602001,1.41835,0.196107,0.228271,0.720346,0.55957,0.255506,0.633674,-1.86385,0.305454,-0.152148,0.173373,0.630375,-0.776737,-0.36747,0.95888,1.81301,1.73437,1.88561,0.170125,0.17968,0.233861,0.56346,0.808736,-0.0240429,0.605857,0.307745,2.13835,1.45465,-0.0417889,0.790272,0.547531,0.808649,1.50788,0.460986,1.00351,1.20189,2.74527,1.72185,2.21069,-1.26142,1.42493,1.64621,0.612622,2.20739,0.800281,1.20955,1.61368,2.18489,2.37687,3.24129,0.594805,1.97804,1.16931,2.9705,2.71776,2.43834,2.8469,1.88476,2.72382,2.36887,2.14391,1.60435,1.31108,1.0187,2.82179,1.81666,0.268251,0.23114,0.0603542,0.151633,0.0987945,0.77927,0.193889,0.161622,0.351461,0.0990886,0.309965,0.229781,0.166079,0.101116,0.0849534,0.0376411,0.355533,0.121528,0.23698,0.0487763,0.0619333,0.0802957,0.054842,0.131843,0.0615822,0.0855772,0.104901,0.167374,0.212307,0.265281,0.0561577,0.139835
-3808.81,0.996542,0.0731771,6,63,0,3827.43,0.208421,0.20414,0.116801,0.467377,0.0254304,0.354636,0.776749,-0.330993,0.577969,-0.132035,0.251004,-0.503512,0.0757671,0.0295049,0.0539325,0.807086,-1.10649,0.820922,-0.0635813,-0.455149,1.52515,-2.21337,0.394299,-0.908662,-0.707393,0.153301,-1.26545,-0.516887,0.801107,1.70181,1.55287,1.46197,0.134125,-0.21692,-0.0541556,0.302362,0.501849,-0.946461,0.0139912,0.0958822,2.70972,1.00757,-0.255987,0.821365,-0.388594,0.582917,0.781853,0.144774,-0.839102,0.716487,0.00261694,-0.313412,1.28486,-1.73244,0.372166,-0.679436,-0.516995,0.17766,-0.967393,-0.36324,0.700494,1.42744,1.30723,1.23387,0.162183,-0.12114,0.0102243,0.297964,0.458968,-0.709943,0.0652246,0.131318,2.24091,0.867124,-0.152671,0.716844,-0.259696,0.524397,0.684955,0.170778,0.493868,1.7249,2.62832,1.32732,3.07712,-1.00904,1.67374,1.41589,0.54802,1.96992,0.824869,1.42902,1.89084,1.90288,2.45676,2.72306,0.676922,1.97419,1.52022,3.22673,2.70583,2.29459,2.76669,1.92358,2.95239,1.37361,2.47303,1.67277,1.05218,1.32525,2.57914,1.65997,0.378983,0.151241,0.0673381,0.209604,0.044061,0.732832,0.157926,0.195306,0.366324,0.122397,0.304731,0.193251,0.131149,0.129782,0.0789452,0.061626,0.336949,0.12194,0.179429,0.038172,0.0626301,0.0915718,0.0591509,0.127463,0.0496238,0.202037,0.0777707,0.158055,0.258807,0.209946,0.0704928,0.159766
-3802.28,0.976875,0.0731771,6,63,0,3829.81,0.00734215,-0.0309839,-0.0518947,-0.480864,0.0146244,-0.215803,-0.72326,0.329697,0.19481,0.237746,-0.267083,0.431427,0.0847451,0.0863798,0.00550714,1.09546,-0.743214,1.07832,-0.183964,0.0319811,0.442467,-2.38299,-1.03117,-0.928603,-0.0955651,0.265498,-1.22163,-0.205406,0.89144,1.5684,1.02235,1.75071,-0.380364,-0.142972,-0.345339,-0.181452,0.414593,-1.02145,0.527898,-0.0140257,1.58969,-0.429322,-0.24491,-0.298607,0.11279,1.23016,-0.435925,-0.0739653,-0.808657,1.18677,-0.196019,0.0405413,0.490214,-2.60498,-1.1241,-1.01174,-0.099181,0.296351,-1.33275,-0.219508,0.982047,1.72363,1.12545,1.92334,-0.411169,-0.151114,-0.3728,-0.193267,0.459679,-1.11345,0.583801,-0.00985755,1.74695,-0.4648,-0.262783,-0.321606,0.129065,1.3531,-0.472033,-0.0755192,0.309974,1.35522,2.58635,1.72122,2.34038,-1.09522,2.0242,1.17741,0.730317,2.14652,0.517421,1.63066,1.75889,2.4533,1.99935,3.43453,0.585109,2.03804,1.26411,2.92808,2.81832,2.09264,3.45091,1.84031,3.16766,1.66947,2.51958,1.87972,1.2509,1.49583,2.56029,1.43567,0.423121,0.205018,0.0700223,0.151714,0.0878331,0.749364,0.116685,0.235519,0.325125,0.104657,0.373455,0.16374,0.146929,0.0791978,0.119271,0.0312335,0.357758,0.115267,0.220267,0.0507828,0.0563422,0.109814,0.0307417,0.137014,0.0404011,0.158495,0.0744967,0.132421,0.222545,0.183048,0.071738,0.192217
-3805.34,0.825136,0.0731771,6,63,0,3824.25,0.326159,0.0950429,0.315642,0.515904,0.0163349,0.172577,0.735831,-0.144511,0.0666172,-0.0504165,0.144433,-0.596372,0.0631532,0.0568774,0.149879,1.01773,-0.717714,0.828064,-0.00500212,-0.250484,0.706347,-2.14067,-0.645002,-0.891876,-0.793668,-0.0708179,-1.47075,-0.489366,0.704136,1.72565,1.37798,0.718574,-0.491704,-0.317154,-0.111132,0.213617,0.114258,-0.91289,0.535165,0.21544,1.47242,0.698337,-0.347338,0.0843658,0.0152689,0.408325,0.544584,-0.064812,-0.580559,0.992622,0.144788,-0.105046,0.868747,-2.02874,-0.506557,-0.757808,-0.657859,0.0778052,-1.34694,-0.348162,0.866497,1.90612,1.55229,0.881191,-0.350542,-0.172897,0.0367766,0.367282,0.266162,-0.779195,0.69453,0.369137,1.6484,0.860595,-0.203616,0.23574,0.165418,0.565442,0.704117,0.0839176,0.541239,1.48877,2.77761,1.70678,2.80688,-0.804646,1.80639,1.43294,0.655509,2.01594,0.591188,1.58997,1.74933,2.6265,2.45926,2.56671,0.517553,2.01785,1.49984,3.25271,2.58321,2.16939,3.3905,2.30727,2.8238,1.82639,2.4292,1.91321,1.2774,1.4107,3.0363,1.76944,0.367899,0.184107,0.0585464,0.153582,0.0569536,0.690968,0.141075,0.192641,0.341749,0.11754,0.356362,0.169388,0.148132,0.0674522,0.0787639,0.0713118,0.373425,0.117342,0.18245,0.0372295,0.0702266,0.102533,0.0325937,0.0905227,0.0560516,0.138669,0.0809729,0.12862,0.217994,0.196124,0.0458127,0.145612
