# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5a1_model
# start_datetime = 2022-04-23 08:25:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39343b9c67b1.json
# init = 2 (Default)
# random
#   seed = 2147190557
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a1-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a1-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5a1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0845723
# Diagonal elements of inverse mass matrix:
# 0.0330259, 0.0684601, 0.0747582, 0.0729584, 0.000330918, 0.000484124, 0.0326147, 0.021885, 0.118503, 0.216567, 0.211009, 0.142499, 0.175052, 0.246511, 0.383575, 0.144841, 0.124073, 0.156958, 0.145069, 0.130479, 0.146422, 0.19601, 0.167514, 0.185469, 0.11694, 0.153205, 0.12386, 0.266294, 0.197797, 0.253563, 0.23155, 0.133379, 0.198882, 0.143265, 0.226504, 0.188109, 0.103944, 0.173116, 0.400327, 0.135526
-3810.53,0.896439,0.0845723,5,31,0,3824.27,0.132028,-0.223445,0.00882578,0.576884,0.0488106,0.0618838,0.11389,0.880098,-0.975817,0.907482,0.87676,-0.262688,1.08798,-3.42993,-1.25884,0.00119358,-1.28703,0.954271,-0.675413,-0.131006,0.779677,1.20823,1.0331,1.62682,-0.688642,0.718059,-0.443793,0.492215,1.33726,0.468827,0.425712,0.927033,1.83578,-0.234601,0.214898,-0.587954,-0.661503,0.466343,-0.216816,-0.0833885,-0.744924,0.912563,0.885525,-0.117301,1.07142,-2.90478,-0.994013,0.114941,-1.01882,0.953742,-0.48054,-0.00140803,0.800082,1.17725,1.02312,1.54565,-0.492182,0.745852,-0.276691,0.547088,1.29081,0.526504,0.488559,0.92977,1.72955,-0.0925821,0.303022,-0.403567,-0.468298,0.524317,-0.0769288,0.0405001,0.401687,1.37845,2.85586,1.2185,2.50484,-1.4914,1.57593,1.7436,0.251559,2.38716,0.952879,1.43201,1.72609,2.01444,2.08798,2.78383,0.584532,2.37451,1.24122,2.71267,3.01709,2.74089,2.5077,2.36319,3.06182,1.62253,2.27336,1.50874,0.701401,1.33041,2.52733,1.27868,0.400907,0.201258,0.0543792,0.228201,0.0755197,0.816288,0.171373,0.148856,0.43744,0.084157,0.278306,0.192786,0.151088,0.117695,0.110271,0.0582043,0.35789,0.085137,0.224223,0.0622301,0.0466598,0.0606031,0.0753199,0.0860232,0.04471,0.164857,0.0933537,0.181126,0.331502,0.209092,0.0739646,0.217776
-3799.2,0.975717,0.0845723,6,63,0,3825.9,0.409943,0.453507,0.318412,0.158915,0.0548113,-0.00659003,0.310884,1.0351,-0.605545,-0.312542,0.399177,-0.380382,0.640142,-2.17747,0.518957,-0.472701,-0.743799,0.518622,-1.02942,-0.301138,0.653868,0.951464,1.1964,1.21235,-0.428155,0.224377,0.107545,0.128709,0.846291,-0.124724,0.00176333,0.467864,2.01313,0.615339,-0.214936,0.332743,-0.299142,0.210071,1.53629,-0.240218,-0.315917,-0.0126289,0.724073,-0.0828501,0.973497,-1.94302,0.848058,-0.17841,-0.459024,0.847711,-0.754673,-0.000824124,0.987705,1.29575,1.54928,1.5658,-0.1323,0.543138,0.422205,0.444112,1.18688,0.181782,0.31271,0.795171,2.39468,0.947823,0.0884033,0.655308,0.00124134,0.528329,1.9011,0.0622341,0.673693,1.04947,2.81726,1.29779,2.46376,-1.01882,1.6861,1.5311,0.517406,2.33797,0.735589,1.48944,1.94901,2.31831,2.34779,2.83681,0.761152,2.25264,1.37227,2.75654,3.00601,2.54902,2.46071,2.28543,3.36452,1.85469,2.18159,1.51898,0.943992,1.495,2.55048,1.33325,0.33767,0.259327,0.0563986,0.214537,0.0784382,0.734743,0.15629,0.177833,0.373459,0.0880265,0.32397,0.184006,0.124662,0.0896181,0.0872415,0.055367,0.318396,0.0951216,0.202253,0.0597182,0.047155,0.0724921,0.0786591,0.0923366,0.0334228,0.135323,0.101416,0.179612,0.280095,0.183172,0.072394,0.208622
-3813.15,0.880015,0.0845723,5,31,0,3831.71,0.438877,0.524941,0.26121,-0.228295,0.0592638,0.000129972,0.354279,0.903747,-0.847037,0.300703,0.662737,-0.260195,0.446596,-2.56948,0.218383,-0.659365,-0.653953,0.517231,-1.06384,-0.730656,0.294188,1.06639,0.926234,1.34845,-0.270649,0.0923086,0.431469,-0.282781,0.74436,0.147829,-0.212592,0.356091,1.90647,0.968147,0.0112577,0.449276,-0.342563,0.546521,1.91883,-0.0353871,-0.411228,0.626039,0.953225,0.119129,0.757889,-1.96788,0.551642,-0.24162,-0.236729,0.821725,-0.607165,-0.306049,0.620151,1.31802,1.19136,1.57294,0.109681,0.437703,0.744218,0.0987164,1.02699,0.487879,0.162149,0.676096,2.07724,1.22924,0.364453,0.760311,0.0446888,0.848195,2.08842,0.322298,0.371719,1.40756,3.09515,1.49062,2.24791,-1.22961,1.33758,1.48546,0.546478,2.31175,0.882856,1.18397,1.3393,2.10032,1.72984,2.82591,0.765807,2.16478,1.52795,2.4777,2.8726,2.92612,2.36334,2.16612,2.86058,1.98624,2.50638,1.49058,0.773396,1.55804,2.64822,1.57526,0.408126,0.19662,0.0433078,0.183828,0.0955299,0.773751,0.207908,0.184605,0.366682,0.0901548,0.292586,0.234339,0.207626,0.109066,0.150609,0.0559402,0.317387,0.102958,0.178294,0.0774367,0.0535249,0.0508773,0.0860115,0.102835,0.054137,0.120656,0.0754123,0.183835,0.315745,0.173928,0.0660986,0.171467
-3809.97,0.850476,0.0845723,5,31,0,3828.47,0.267233,0.330032,0.529941,0.618605,0.0471951,-0.00877564,0.142104,0.981452,-0.490097,-0.128589,0.13408,-0.163233,1.2947,-2.0725,0.694586,-0.872796,-0.489931,0.0735134,-0.99186,-0.123021,0.94793,1.00161,1.63989,1.94721,-0.632224,0.00044925,-0.260753,1.54941,0.403732,-0.719107,1.00076,0.178908,1.5357,0.456129,-0.165611,0.877488,-0.0226468,-0.285341,1.58169,-0.00320666,-0.338903,0.0158995,0.273697,-0.0181012,1.41279,-1.89196,0.823807,-0.714504,-0.33874,0.214254,-0.831359,0.0213648,1.07245,1.12514,1.75157,2.0532,-0.478394,0.142545,-0.113812,1.66278,0.538347,-0.563666,1.12431,0.317693,1.64932,0.589773,-0.0204349,1.00332,0.119877,-0.137945,1.69445,0.138957,0.809351,1.26069,2.30524,1.3999,2.92519,-0.807224,1.77022,0.986673,0.791963,1.72665,0.681037,1.53376,2.21602,2.31727,2.7727,3.37682,0.607843,1.84372,0.981789,3.8831,2.33391,1.70385,3.20304,1.83009,2.77124,1.642,2.01111,2.01216,1.23403,1.0175,2.50756,1.46257,0.308029,0.220856,0.09069,0.197831,0.0509223,0.691518,0.145515,0.27157,0.311747,0.151017,0.33603,0.177444,0.0983207,0.0897029,0.0588173,0.0330279,0.352551,0.136612,0.272537,0.0201716,0.0883529,0.153963,0.0390513,0.138228,0.058898,0.162194,0.118042,0.117932,0.225477,0.265515,0.0753302,0.188074
-3805.63,0.970383,0.0845723,5,31,0,3827.46,0.220289,0.0568475,-0.0264383,0.831605,0.078211,0.0132923,-0.158919,0.867845,-1.00402,0.648918,0.218621,-0.0775454,1.0721,-2.96039,0.267598,-0.617118,-0.661111,0.768262,-1.0547,-0.738091,0.554273,1.53888,0.945965,1.81863,-0.333486,0.302687,0.368526,0.142828,0.665637,-0.463457,-0.357428,0.212698,1.93179,1.08146,-0.0190027,0.755058,0.208368,0.477091,1.47072,0.257613,-1.03026,0.404241,0.0308099,-0.226217,0.771501,-2.72808,0.0733141,-0.694482,-0.732661,0.507813,-1.07423,-0.799468,0.322104,1.17659,0.662032,1.41937,-0.448333,0.103766,0.160904,-0.0349668,0.418751,-0.561128,-0.469111,0.0256696,1.51757,0.779622,-0.175411,0.496354,0.0219117,0.255122,1.11743,0.0646485,0.229682,1.51796,2.74997,1.4762,2.63034,-1.41987,1.63898,1.4772,0.553861,2.36666,0.784611,1.05938,1.52202,2.37007,1.85566,2.96537,0.771315,2.27545,1.5006,2.99704,2.74686,2.54909,2.32826,1.88451,2.81739,2.15625,2.54375,1.90993,1.27598,1.42747,2.64533,1.61065,0.442831,0.179762,0.0600881,0.186001,0.0672109,0.805317,0.162605,0.18585,0.364969,0.0857509,0.313327,0.257429,0.179164,0.0854837,0.13521,0.049015,0.316195,0.0931764,0.182337,0.0475597,0.0602643,0.0724876,0.0888091,0.131871,0.0563917,0.103748,0.0728473,0.128989,0.218236,0.193493,0.0662775,0.166499
-3802.79,0.739924,0.0845723,5,31,0,3826.96,0.228271,0.161094,-0.317439,0.578594,0.0902464,0.00863108,0.0414403,0.928282,-0.606459,0.0177044,0.0326924,-0.163764,0.88619,-2.39536,0.00754061,-0.64614,-0.551241,0.102676,-0.914421,-0.58039,0.990133,1.61123,0.772805,2.01578,-0.225183,0.295994,0.178564,-2.36532e-05,0.790274,-0.420188,-0.105644,0.429196,1.75515,0.567312,-0.462857,0.51931,-0.145328,-0.232628,0.992272,0.0897048,-0.521524,0.057875,0.0717881,-0.110579,0.864074,-2.18213,0.0484402,-0.55836,-0.470267,0.136753,-0.8074,-0.497325,0.960563,1.53711,0.758821,1.91265,-0.167593,0.316206,0.207198,0.0414184,0.775037,-0.348613,-0.0566274,0.439856,1.67072,0.568066,-0.388222,0.523506,-0.0934652,-0.174504,0.962548,0.124712,0.555492,1.03995,2.80305,1.44748,2.60263,-1.08446,1.32397,1.54118,0.624011,1.87531,0.931155,1.24123,1.98363,2.57097,1.73504,3.29022,0.853322,2.41575,1.336,3.13367,3.05507,2.83388,2.76488,2.17841,2.77363,1.71444,2.34304,1.68745,0.966905,0.828531,2.16009,1.50228,0.364591,0.26116,0.0571594,0.190389,0.0689694,0.747336,0.210158,0.176364,0.34887,0.132929,0.28269,0.224222,0.120932,0.07103,0.149944,0.0359083,0.298737,0.0819798,0.208169,0.0417396,0.0449991,0.0555203,0.0592515,0.101706,0.0587661,0.152589,0.0876203,0.156112,0.275498,0.303956,0.103392,0.182085
