# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC1_model
# start_datetime = 2022-04-23 08:20:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-3934ef22d07.json
# init = 2 (Default)
# random
#   seed = 1985721712
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC1-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC1-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.121735
# Diagonal elements of inverse mass matrix:
# 0.0331481, 0.0284888, 0.0257915, 0.0919728, 0.0677808, 0.091669, 0.0706588, 0.0767726, 0.248809, 0.0636775, 0.0785837, 0.0940535, 0.0711705, 0.0825419, 0.0789925, 0.0706185, 0.07251, 0.0813611, 0.110987, 0.099252, 0.0832285, 0.0729602, 0.0921204, 0.0809317, 0.064582, 0.0832706, 0.0774126, 0.095746, 0.0862124, 0.0759696, 0.0680894, 0.0804204, 0.07754, 0.094473, 0.0724432
-3809.01,0.915116,0.121735,5,31,0,3835.24,0.181427,0.53018,1.56237,-0.0777219,0.291556,0.764997,0.554979,1.14164,-1.08985,0.407167,0.609463,-0.129169,0.977862,0.147442,0.516635,0.721909,1.13565,0.976062,1.34781,0.13993,0.650426,0.465993,1.28509,1.1818,0.681478,1.27656,0.762469,1.45047,0.700664,0.950354,0.765259,-0.175751,0.600459,1.40281,0.654522,0.40875,0.985697,1.72539,1.39726,2.31383,-1.17256,1.16632,1.48238,0.32837,2.05796,0.760538,1.33735,1.65807,2.30448,2.05515,2.63596,0.748801,1.54638,1.25823,2.53796,2.37658,1.5949,2.52463,1.72144,2.79634,1.62487,2.01498,1.72579,0.255592,1.46832,2.72187,1.55278,0.590177,1.16712,1.90681,1.57869,2.49526,-0.991135,1.34775,1.66381,0.509797,2.23938,0.941965,1.51878,1.83949,2.4859,2.23657,2.81738,0.930228,1.72781,1.43966,2.71939,2.55801,1.77632,2.70605,1.90286,2.97777,1.8063,2.19641,1.90722,0.437019,1.64974,2.9033,1.73421,0.356594,0.237375,0.129339,0.170982,0.0761911,0.729312,0.206238,0.159251,0.375241,0.0962692,0.280504,0.179641,0.137111,0.0768523,0.096514,0.056392,0.282878,0.150868,0.191598,0.061839,0.0718904,0.144758,0.0626171,0.129785,0.0484405,0.141086,0.100074,0.129293,0.392451,0.161144,0.0519906,0.15005
-3803.67,0.977276,0.121735,5,31,0,3828.92,0.573458,0.193199,1.77767,-0.256989,0.400415,1.50572,0.391651,1.05361,-1.00732,0.594954,0.00845451,0.0245419,0.632767,0.0318212,0.222356,0.583101,0.727064,0.938561,1.46598,-0.164182,0.760098,0.129836,1.50116,1.18834,1.08113,1.11037,0.72613,1.10651,0.590476,0.80814,0.450103,0.477675,0.145419,0.730155,0.379277,-0.263643,0.905007,2.86988,0.889428,2.06617,-1.59748,1.25083,0.208229,0.236827,1.31805,0.249767,0.588476,1.22976,1.48568,1.86166,2.79923,-0.0986628,1.54441,0.424006,2.86177,2.30567,2.11509,2.16707,1.48402,2.16021,1.24287,1.62981,0.993336,1.04235,0.451707,1.49118,0.867431,0.309815,1.47846,3.44334,1.46289,2.63962,-1.02403,1.82429,0.781686,0.810285,1.89151,0.823225,1.16193,1.80322,2.05914,2.43511,3.37268,0.474795,2.11786,0.997464,3.43523,2.87913,2.68855,2.74053,2.05748,2.73367,1.81633,2.20327,1.56679,1.61581,1.02516,2.06463,1.44089,0.42316,0.185659,0.0309681,0.188026,0.0666314,0.735756,0.13892,0.313957,0.30783,0.131072,0.30508,0.238316,0.141459,0.113132,0.080534,0.0331602,0.383482,0.107373,0.26944,0.0312125,0.0531948,0.0636524,0.0606238,0.113299,0.0610155,0.139875,0.0994575,0.172674,0.165784,0.264023,0.112582,0.191408
-3800.12,0.980891,0.121735,4,15,0,3819.77,0.418206,0.469659,1.53345,-0.00427465,0.354114,0.909013,0.388329,1.1722,-1.38242,0.483515,0.446951,-0.254596,0.609627,-0.0135685,0.282604,0.518968,0.787318,0.912564,1.444,0.0165343,1.01228,0.307059,1.24288,1.39107,0.750742,1.10605,0.693411,1.26091,0.584654,0.933816,0.776312,-0.128083,0.440232,1.29705,0.396514,0.463104,1.01268,1.86359,1.06514,2.26717,-1.65022,1.21111,1.15504,0.0792486,1.40449,0.448852,0.903019,1.26547,1.67697,1.86903,2.68397,0.495014,2.02195,0.94052,2.37555,2.6028,1.62089,2.16573,1.53297,2.4032,1.3662,1.90162,1.6601,0.273249,1.14473,2.45863,1.07769,0.88131,1.43088,2.2818,1.48335,2.68537,-1.23201,1.62931,1.57324,0.497455,1.8227,0.867059,1.32123,1.68368,2.09518,2.28724,3.10218,0.91322,2.44016,1.35873,2.79376,3.02101,2.03909,2.58394,1.95118,2.82141,1.7844,2.31983,2.0783,0.691455,1.56294,2.87684,1.4959,0.292906,0.192961,0.0926419,0.184922,0.063842,0.774171,0.163924,0.171754,0.378139,0.13911,0.295867,0.210614,0.156609,0.109566,0.0921853,0.0430176,0.286341,0.0801614,0.204447,0.0576625,0.0464859,0.115159,0.0701792,0.124425,0.0561781,0.14376,0.089494,0.111223,0.333709,0.173225,0.0533105,0.183038
-3801.13,0.710231,0.121735,5,63,0,3817.36,0.307867,0.684993,1.36489,-0.4495,0.243554,1.44617,0.400438,1.42016,-1.46653,0.536832,0.0636352,-0.118853,0.856672,-0.153302,0.312109,0.392116,1.13733,1.04935,1.42253,-0.420547,0.481308,-0.0926758,1.82923,1.46879,0.920237,1.2182,0.598714,1.76001,0.586107,0.989348,0.560842,0.217935,0.111168,0.835407,0.365546,0.0714735,1.01742,2.65886,1.23155,2.62336,-1.31666,1.41771,0.771849,0.522772,1.85426,0.475753,1.11099,1.22019,2.23733,2.11724,2.6266,0.110991,1.34193,0.558501,3.18169,2.68973,1.94102,2.34771,1.50217,3.08722,1.48497,2.03535,1.45048,0.982451,0.836726,1.82523,1.18393,0.37934,1.32529,2.96672,1.53942,2.93123,-1.0088,1.72558,1.07972,0.830638,2.16213,0.78362,1.41886,1.52806,2.5452,2.4251,2.93447,0.418858,1.64979,0.866367,3.48956,2.9976,2.24889,2.65558,1.81004,3.39509,1.79283,2.34321,1.75835,1.29032,1.14459,2.1331,1.49179,0.406286,0.20994,0.048952,0.17662,0.0506311,0.732784,0.151154,0.25356,0.30351,0.103203,0.31354,0.194841,0.178278,0.0727496,0.0812782,0.0504758,0.39679,0.161137,0.296011,0.0296108,0.0475345,0.0954457,0.065646,0.140633,0.0324492,0.142726,0.0876066,0.146997,0.215799,0.241478,0.105921,0.183653
-3802.43,0.895407,0.121735,5,31,0,3816.06,0.347255,0.631246,1.34301,-0.16077,0.258548,1.04645,0.409962,1.20842,-1.45129,0.626323,0.0681991,-0.267284,0.649556,-0.227147,0.178249,0.544526,0.851296,0.937103,1.23284,-0.147788,0.622941,0.118024,2.09218,1.38146,0.84463,1.32576,0.75114,1.71989,0.813692,1.04644,0.515894,0.308508,0.167471,0.772444,0.396914,0.41533,0.97848,2.03664,1.18183,2.25417,-1.31785,1.47241,0.722838,0.27228,1.50361,0.326185,0.870637,1.36255,1.77455,1.88979,2.28697,0.432765,1.46786,0.789754,3.44107,2.48656,1.7656,2.41176,1.64004,2.94108,1.72405,2.03663,1.3241,1.04558,0.856162,1.66865,1.16431,0.762585,1.32573,2.3839,1.52909,2.60143,-0.9706,1.81966,1.07009,0.619535,1.85086,0.673439,1.21789,1.70981,2.1218,2.23704,2.63423,0.780019,1.81512,1.13701,3.78832,2.83382,2.11285,2.75902,1.98729,3.28833,2.0713,2.38389,1.67135,1.39283,1.20342,2.0159,1.51156,0.318085,0.209866,0.084409,0.178128,0.0690467,0.725239,0.139475,0.255385,0.349887,0.135772,0.337727,0.228308,0.153189,0.106996,0.096473,0.0669679,0.314316,0.140021,0.24287,0.0221326,0.0555238,0.107854,0.0595795,0.120544,0.0359737,0.111918,0.0844096,0.158244,0.198956,0.230868,0.117543,0.180707
-3807.99,0.965823,0.121735,4,31,0,3825.5,0.449864,0.600079,1.3071,-0.468019,0.209838,1.2131,0.212564,1.48602,-1.85974,0.581067,0.165049,-0.396373,0.641978,-0.151051,0.237337,0.659876,1.1458,1.02277,1.72631,-0.417973,0.482455,-0.0600334,2.10208,1.30454,0.927519,1.24339,0.602716,1.67351,0.85405,0.686675,0.604765,0.431645,0.00764891,0.975743,-0.00683195,-0.0116706,0.874358,2.18573,0.877922,2.54246,-1.8308,1.35959,0.815815,0.0819784,1.43921,0.40264,0.910303,1.46261,2.09776,1.93694,2.85655,0.0537438,1.2307,0.521609,3.34772,2.30524,1.81244,2.22532,1.38789,2.78753,1.71641,1.49763,1.39057,1.16428,0.610077,1.87548,0.591149,0.438193,1.32422,2.63559,1.32779,2.99232,-1.38094,1.80946,1.26568,0.531842,1.88907,0.852503,1.36017,1.91247,2.54762,2.3868,3.30642,0.503608,1.68056,0.971473,3.79758,2.75511,2.26231,2.67519,1.83776,3.23739,2.16628,1.9475,1.84043,1.61415,1.05994,2.32534,1.04101,0.392172,0.210117,0.0668827,0.209526,0.047774,0.799141,0.140704,0.219998,0.370087,0.13135,0.298908,0.204213,0.128704,0.0725862,0.0841844,0.0353518,0.376693,0.157021,0.274587,0.0219331,0.0597988,0.0942932,0.0644536,0.137317,0.0377827,0.10282,0.124826,0.137,0.166014,0.257321,0.0890458,0.260955
