# 0.0351976, 0.0414578, 0.0798108, 0.0807241, 0.000198178, 0.031422, 0.0297048, 0.196327, 0.226165, 0.266716, 0.195394, 0.231662, 0.320052, 0.311056, 0.21551, 0.173326, 0.227575, 0.173629, 0.17755, 0.195412, 0.214856, 0.226642, 0.282717, 0.154354, 0.226863, 0.193564, 0.357158, 0.254821, 0.271242, 0.285269, 0.179154, 0.261995, 0.218222, 0.265976, 0.2394, 0.209346, 0.182289, 0.330906, 0.189493, 0.0108044, 1.2601, 0.78093, 0.790055, 0.869886, 0.912281, 0.842172, 0.704957, 0.805788, 0.755354, 0.908067, 0.835877, 0.780066, 0.780529, 0.748748, 0.689501, 0.839888, 0.834936, 0.644165, 0.772961, 0.753919, 0.993417, 0.83224, 1.07068, 1.02854, 0.795474, 0.879625, 0.748889, 1.10501, 0.854995, 0.754687, 0.784899, 0.85866, 0.849849
289.513,0.994313,0.0829075,6,63,0,-247.545,-0.0852089,0.00779738,0.28514,0.115646,0.0693605,0.160619,0.803716,-0.380606,1.33407,0.187807,-0.343295,0.984475,-2.56196,-0.676366,-1.09396,-0.441757,-0.530246,-1.45355,-1.07617,0.805017,1.85005,0.785802,0.821699,0.152688,0.00184948,-0.959819,0.371208,0.36447,-0.657414,-0.50951,-0.161205,1.36333,0.614364,0.198233,-0.174491,-0.60539,0.599483,0.458114,-0.848111,1.81454,0.333585,-0.109215,-0.00711924,-0.189619,0.793482,0.627049,-0.588697,1.07312,-1.30775,0.00336687,-0.708564,0.493842,0.368632,-0.436043,-0.231965,-0.240893,-0.0540882,-0.471597,0.034892,-0.543818,-0.850286,-0.84563,0.756242,-0.302879,-0.315935,-0.584567,0.791783,0.778004,-1.81412,-0.506669,-0.733199,0.417072,-1.764,-0.145281,1.23283,0.311562,-0.115293,0.951857,-1.89847,-0.382987,-0.718617,-0.194429,-0.265549,-1.00763,-0.704318,0.807623,1.64753,0.79218,0.821031,0.283337,0.162105,-0.610803,0.458965,0.453549,-0.367755,-0.248883,0.0310559,1.25635,0.654393,0.319942,0.0203778,-0.325943,0.642433,0.528813,-0.521022,5.91865,6.1237,5.76201,7.99834,7.56638,5.0438,8.78036,3.96813,6.14515,4.8461,7.23752,6.94145,5.3073,5.68119,5.66429,6.0285,5.24473,6.21012,5.11988,4.62233,4.62951,7.8996,5.54837,5.52426,5.05076,7.99381,7.95715,3.35139,5.18372,4.80644,7.05453,3.4079,0.656602,1.27175,2.79276,1.46421,2.67009,-0.81982,2.01419,1.27705,0.746175,1.45268,0.710603,1.01391,1.33112,2.10261,1.38236,2.26182,0.944619,2.15778,0.607243,3.2176,2.58794,2.46024,2.30167,1.74928,2.26631,2.08012,2.80114,1.65378,0.475134,1.02708,2.85327,0.919765,0.341503,0.218958,0.0577169,0.187824,0.0647618,0.694198,0.117722,0.218052,0.321655,0.189589,0.329466,0.266215,0.208973,0.108843,0.200631,0.0943349,0.279968,0.103607,0.352688,0.0385087,0.0699186,0.0786929,0.0909846,0.148137,0.0939517,0.111044,0.0572628,0.160599,0.383402,0.263651,0.0545126,0.285006
287.519,0.951321,0.0829075,5,31,0,-257.413,0.251535,-0.205335,0.0842191,0.247226,0.0505596,0.144694,0.781312,-0.617984,1.16968,-0.0842595,-0.363576,1.17905,-2.66418,-0.933437,-0.907218,-0.61337,0.1777,-1.22338,-0.504854,1.11413,1.83357,1.62593,1.90103,-0.320929,-1.11833,-0.262377,-0.128084,0.229547,-0.392417,-0.238555,-0.215365,1.66986,0.79702,-0.908994,-0.714259,-0.0702219,0.499948,0.762379,-0.275873,1.87698,0.157366,-0.775502,-0.447831,0.863932,0.0495546,-0.0242157,-0.129874,0.650926,-0.972759,1.11923,-1.94471,0.769933,0.466905,-0.287527,0.329669,-1.39986,-2.31127,0.255259,-0.0555712,-0.70618,0.943283,1.01305,0.924158,-0.900802,1.11722,-0.0334652,1.79398,0.5329,-0.241714,-0.808217,-0.425396,1.49014,-1.05394,-0.338144,1.05858,0.0788606,-0.139373,1.0659,-1.93686,-0.584612,-0.564127,-0.334539,0.283533,-0.81115,-0.249755,1.01518,1.57728,1.41505,1.62999,-0.106052,-0.72907,-0.0603046,0.04462,0.324042,-0.161907,-0.0416925,-0.0235739,1.44938,0.767414,-0.565514,-0.413366,0.0898283,0.535309,0.740349,-0.0708491,5.78311,6.08913,7.48524,6.58489,6.50889,6.40156,7.23849,5.60635,7.79208,4.81121,7.37533,7.03188,6.24469,6.88165,5.24193,4.54153,6.80154,6.47685,5.84654,7.57929,7.66297,7.55652,5.6702,7.78962,6.49942,8.66499,7.10529,6.28988,5.75341,6.11067,8.26043,5.53518,0.493446,1.33401,2.28409,1.40858,2.71497,-0.885351,1.40985,1.28718,0.598171,1.9326,0.837919,1.39932,1.66928,2.15607,2.19044,3.07682,0.673924,1.12224,1.07464,2.45208,2.27647,2.29612,2.21409,1.6255,2.43265,2.06465,1.63971,1.04616,0.942636,1.09183,2.77265,1.37598,0.379082,0.208496,0.0924495,0.196458,0.0620959,0.70793,0.196258,0.21633,0.354762,0.126463,0.301973,0.197925,0.15852,0.103765,0.100612,0.0440736,0.337619,0.245596,0.254521,0.0792863,0.0930906,0.091445,0.0984921,0.164448,0.080717,0.11258,0.162504,0.259964,0.280368,0.251274,0.0588199,0.201655
289.232,0.997139,0.0829075,6,95,0,-249.119,0.159238,-0.196745,-0.0104654,0.245542,0.0541554,0.195809,0.660125,-0.361655,1.26641,0.177773,-0.15142,0.198952,-3.40837,-1.98271,-1.45231,-0.887794,-0.124995,-1.21339,-0.871394,0.778101,1.31701,1.69181,1.21747,-0.666172,0.906908,-0.757704,0.247729,0.323201,-0.420635,0.0628299,0.260661,1.58728,-0.99202,0.0334953,0.588619,-0.0777255,0.786078,-0.606655,0.339646,1.51857,0.511967,0.1291,-0.33596,0.265448,0.557682,-0.286862,-1.34384,0.0999629,0.613661,-0.453151,0.476479,1.61983,-0.00801787,-0.817169,-0.460023,-0.497507,-0.303714,-0.178694,1.35735,-0.207758,1.12693,-0.198456,0.447436,1.88443,0.0683248,-0.599235,-0.99156,1.53419,-0.648194,0.46462,0.643737,-0.845909,1.05293,-0.0429286,1.0318,0.313161,0.0958525,0.327142,-2.05414,-1.11303,-0.762899,-0.390246,0.113297,-0.60518,-0.37942,0.709453,1.0652,1.31262,0.99949,-0.243948,0.794481,-0.30437,0.359341,0.409162,-0.0818626,0.237285,0.367878,1.24361,-0.459049,0.21792,0.584371,0.1445,0.714719,-0.204659,0.420018,4.87766,3.84422,5.23032,6.07441,3.94207,2.29463,4.80544,6.25102,3.62036,5.82706,10.4632,4.54699,3.00479,3.60764,3.53907,3.90821,4.16654,9.14755,4.105,8.12966,4.1246,5.74106,11.9812,4.72823,3.35947,2.74814,10.0144,3.27631,5.79179,6.34802,2.9609,7.82746,0.743578,1.2226,2.44166,1.52033,1.85993,-1.03407,0.919054,0.98651,0.504571,1.64608,0.927607,1.15337,1.30305,1.58093,2.02814,2.31566,0.481682,2.54389,0.807069,2.70446,2.26688,2.31741,2.41994,1.90067,2.19259,0.825021,2.34642,2.04107,0.951336,1.2034,1.85797,1.73618,0.322222,0.22748,0.0800507,0.179413,0.134711,0.737704,0.285151,0.271602,0.376467,0.161639,0.28341,0.239875,0.213651,0.170664,0.11628,0.0898347,0.381855,0.072838,0.308516,0.0627107,0.0939032,0.0896912,0.081665,0.130033,0.100418,0.304699,0.087351,0.114958,0.278616,0.230871,0.13494,0.149798
289.145,0.925579,0.0829075,5,63,0,-257.952,0.0497454,0.0689019,0.410921,0.205206,0.0601395,-0.0431884,0.571524,-0.524322,1.20466,0.396104,-0.511132,-0.976918,-2.9389,-0.809544,-1.21544,-0.242445,-0.0321373,-1.58419,-0.602952,0.874355,1.59408,1.98382,2.10706,-0.174466,0.213407,-0.0153974,-0.215942,0.11866,-0.516308,0.96834,0.0367607,0.952401,-0.314571,-0.461388,-0.847444,-0.310177,0.824801,0.147656,0.0852321,1.66016,0.472985,0.134028,-0.146916,0.878376,2.14011,-2.08267,-0.354247,1.15218,0.0380587,1.95027,-0.306767,0.645635,1.11009,0.286215,-0.434568,0.0845447,0.459841,0.303223,1.48986,-0.784597,-0.467263,0.52975,1.62825,0.735919,2.14066,-1.69169,-0.429637,1.29602,-0.118807,0.415055,0.0774361,1.34711,0.0665198,-0.342851,0.645304,0.183195,-0.335313,-0.60152,-1.72284,-0.505862,-0.73784,-0.181752,-0.0615556,-0.948593,-0.38779,0.456526,0.867868,1.09061,1.16105,-0.1429,0.0787787,-0.0519884,-0.166604,0.0246287,-0.33827,0.510241,-0.0221788,0.501131,-0.222973,-0.306883,-0.527523,-0.220462,0.428205,0.0412006,0.00552375,5.60441,4.90704,7.96948,14.4747,1.96421,4.44868,9.07136,5.3557,13.2316,4.54971,7.13874,8.89257,6.0227,4.28284,5.47476,6.53818,6.07135,10.6424,3.62936,4.21712,6.75798,11.3623,7.45019,14.4784,2.3632,4.29284,9.71004,4.97272,6.40113,5.45638,9.94751,5.42828,0.648575,0.975195,2.56102,1.26069,1.11477,-0.496787,1.86877,1.219,0.929953,1.65473,0.767693,1.3285,1.19909,1.5586,1.86958,2.63678,0.711634,2.03562,1.30027,2.45177,2.10175,2.34025,2.9482,1.69411,1.67297,1.30615,2.07094,1.17846,0.763844,1.0493,2.32603,1.48125,0.343311,0.273846,0.0716899,0.220854,0.246983,0.621704,0.133684,0.228112,0.282934,0.160471,0.316978,0.209408,0.231638,0.173848,0.13359,0.0668087,0.329238,0.115513,0.214119,0.0793089,0.108927,0.087844,0.0498216,0.155236,0.158028,0.213132,0.111954,0.23533,0.317812,0.259359,0.0889899,0.185238
290.494,0.906294,0.0829075,6,63,0,-246.461,0.192695,0.0290336,-0.311758,0.124144,0.0614678,0.257896,0.862307,-0.95235,0.237719,0.304119,0.0582089,1.9079,-2.96723,-1.52289,-0.995769,-1.00381,0.647262,-0.869213,-0.421064,0.359804,1.2045,0.916494,1.13074,-0.682584,0.343189,-0.772117,1.14615,0.381933,-0.196039,0.853876,0.0414446,2.05416,0.445755,0.194364,-0.52612,-0.0668011,0.701996,-0.752567,0.379151,1.85289,0.271724,-0.50837,-0.217634,-0.28593,-0.225203,1.92411,-1.74652,0.0421779,-1.65879,-0.351171,-0.900491,0.663754,-0.0682549,0.327838,-0.331781,-1.34498,-1.80568,-0.0781007,-1.06066,0.0213586,1.7321,0.683707,-0.0650353,-0.541678,-0.304025,0.853018,0.531514,1.33768,0.396125,-0.181919,-0.0623093,-0.385907,0.534392,-0.563321,0.462882,0.52014,0.30809,1.90309,-2.30076,-1.0553,-0.600762,-0.6077,0.816034,-0.491632,-0.10519,0.568157,1.29655,1.04819,1.23294,-0.330701,0.55383,-0.407906,1.24623,0.587239,0.0888503,0.994199,0.293634,2.02921,0.642274,0.425497,-0.195781,0.200293,0.863231,-0.391048,0.584841,5.55531,6.01198,5.90144,5.99963,10.7587,3.96823,6.45175,4.06396,5.79774,4.99384,7.63886,6.26103,6.97249,5.82837,4.4257,3.90495,6.2443,4.78116,6.41535,10.2118,7.68039,6.26651,5.50526,5.8725,8.04198,7.36925,9.17396,7.10307,6.07061,6.27115,5.74328,7.37501,0.461241,0.811299,2.40109,1.38996,3.10789,-1.03283,1.38302,0.849916,0.539798,2.02084,0.713175,1.09962,1.34335,2.01377,1.87485,2.19188,0.563926,2.00451,0.985464,3.37305,2.16085,2.27714,2.93662,1.49844,3.23818,2.21855,2.30645,1.5634,1.22186,1.51499,1.97331,1.54378,0.386691,0.307614,0.0830894,0.199414,0.0427828,0.737464,0.200524,0.29945,0.368235,0.117032,0.328898,0.249812,0.20696,0.117765,0.132981,0.100482,0.36264,0.11873,0.271809,0.0331483,0.103321,0.0930338,0.0503727,0.182658,0.037754,0.0980973,0.0905902,0.17316,0.22761,0.180201,0.122034,0.175987
281.905,0.955263,0.0829075,6,63,0,-247.817,0.309612,0.0411782,-0.454287,0.030082,0.0619631,0.20152,0.784805,-0.285835,0.350318,0.523217,-0.14127,1.58094,-3.06167,-1.8132,-0.973798,-1.00648,0.776457,-0.733041,-0.353616,0.649803,1.02774,0.912344,1.24601,-0.675097,-0.0510935,-0.369968,1.1094,1.14351,-0.125164,1.04647,0.232788,1.03871,-0.0830776,-0.157419,-0.724423,-0.557473,1.11913,-0.707419,0.248926,1.75704,0.233348,-0.612412,0.224563,-0.442848,-0.0257558,0.458525,-0.457088,0.368116,-1.27674,-0.364242,-0.526232,0.691214,-0.498137,-0.538179,-0.039704,-2.09272,-1.92042,-0.831964,-0.371963,-0.36783,2.42964,0.808313,0.430789,-0.907234,-1.5976,1.38595,0.0445543,2.27996,0.239131,1.47994,1.54633,-0.271795,-0.146785,-0.0228044,0.476452,0.612144,0.0906512,1.44225,-2.20129,-1.22149,-0.562721,-0.588368,0.810888,-0.373774,-0.0759993,0.711489,1.00809,0.917533,1.17939,-0.328299,0.161422,-0.0888328,1.07218,1.09896,0.103291,1.0228,0.384214,1.0167,0.136321,0.0779774,-0.36701,-0.235987,1.07982,-0.353666,0.396878,5.02354,6.10703,5.22629,5.76053,6.44971,5.20895,6.31507,4.30215,5.32304,5.12558,6.8096,5.1593,5.11132,5.74181,3.55626,3.70215,4.77266,5.31346,5.31859,10.2164,6.99823,6.4081,4.68956,3.99181,8.00804,5.85582,9.86568,6.12783,8.18563,8.31343,5.43912,5.60012,1.04327,0.860932,2.47194,1.14493,2.62045,-0.890913,1.26974,0.863336,0.601634,1.98909,0.80443,1.10221,1.52475,1.76435,1.77857,2.10975,0.603921,1.58748,1.34902,3.17983,2.64894,2.27291,2.94456,1.56242,2.26867,1.75794,1.93778,1.43837,0.825833,1.76844,2.05787,1.32723,0.260519,0.297145,0.0778486,0.241416,0.0678336,0.709078,0.219302,0.296643,0.35397,0.120353,0.309079,0.249327,0.178764,0.146246,0.14448,0.108153,0.353447,0.169739,0.20603,0.0399317,0.0660544,0.0933919,0.0499943,0.1733,0.0937513,0.147049,0.125892,0.191798,0.304527,0.145736,0.11326,0.209618
284.126,0.978878,0.0829075,6,63,0,-242.405,0.0595031,0.129785,0.38815,0.00702536,0.0638144,-0.0675511,0.744084,-1.03078,1.54028,0.0371393,0.0336912,0.23614,-2.40653,-0.616736,-0.747178,-0.261735,-0.0908104,-1.15094,-0.517894,0.91148,1.65342,1.74384,1.91821,-0.12524,-0.0653209,-0.853097,-0.137294,-0.147616,-1.09942,-0.656532,0.219495,2.00967,0.268663,-0.323029,0.32329,0.274674,0.224039,0.628537,0.194227,1.63398,0.144695,-0.748843,0.407936,1.05762,0.59984,-0.887989,0.21712,0.27245,-0.753924,2.26437,-0.333559,0.0460035,0.911244,-0.103654,-1.4978,-0.109864,-0.439624,2.05325,1.56639,-1.18515,-1.19024,-0.698268,1.1107,0.984564,1.97908,-1.0099,0.524018,-1.06539,1.24873,0.64918,0.102646,1.41115,1.13085,-0.834539,1.07855,-0.0399164,-0.042482,0.108157,-1.85821,-0.526454,-0.623514,-0.262304,-0.135122,-0.923944,-0.452907,0.610666,1.16273,1.23001,1.35976,-0.16074,-0.116155,-0.702327,-0.169709,-0.17739,-0.885609,-0.556066,0.0957715,1.42781,0.132356,-0.307912,0.173004,0.13683,0.0991524,0.400133,0.0769702,4.59803,5.43581,5.9716,5.58886,4.50638,5.28778,5.33028,4.59465,7.11088,4.88279,5.15846,5.84645,5.04796,4.12579,5.04342,4.80843,6.89693,6.42779,4.31672,4.31354,4.6318,6.01763,5.9088,6.82331,4.42758,5.52788,4.39218,6.13903,5.6289,5.20091,6.28502,6.03521,0.0751036,1.28623,2.38656,1.55441,1.83268,-0.704487,1.85092,1.35626,0.774968,1.5894,0.800577,1.27161,1.24941,1.7533,1.88786,2.82902,0.589983,1.86362,0.590202,2.51203,1.93002,1.85994,1.93423,1.82029,2.52889,1.60962,2.11857,1.83501,1.03306,0.608029,2.65782,1.54623,0.481233,0.216491,0.0842031,0.17445,0.13792,0.669182,0.135765,0.204848,0.315405,0.169468,0.309902,0.218981,0.222803,0.147631,0.131488,0.0557759,0.356639,0.134281,0.356588,0.0750193,0.126749,0.13471,0.126283,0.139399,0.0738572,0.166641,0.107305,0.137643,0.262491,0.352509,0.0655089,0.175631
280.31,0.94768,0.0829075,6,63,0,-243.756,0.201512,-0.228174,-0.139726,0.369632,0.0447163,0.361136,0.723507,-0.928637,0.558964,0.433826,0.294909,0.588524,-2.79503,-0.145167,-1.05095,-0.767858,-0.129908,-0.533501,-0.738139,0.433704,1.20834,1.06137,1.98324,-0.872529,-0.0620643,-0.73041,1.5819,0.997013,-0.401726,0.122468,-0.107386,2.18763,-0.0492236,0.909097,0.683642,-0.481844,-0.156443,0.585345,-0.515167,1.7633,0.109746,0.411985,-1.44486,-0.726802,0.267099,0.178774,-1.49303,0.58965,-0.390854,-1.30925,-0.837239,1.02655,-0.550412,-0.0202765,0.470587,-1.46961,-0.915451,-1.84777,-0.641597,0.711561,1.53358,0.795082,0.186208,0.388169,-0.797614,-0.277183,-0.183297,1.48488,-1.78014,-0.462979,0.178174,-0.951571,-1.15472,-0.310739,0.765551,0.675013,0.574505,0.786938,-1.66109,0.256107,-0.399232,-0.194414,0.267147,-0.0248552,-0.172912,0.674924,1.23538,1.12905,1.79603,-0.270145,0.316232,-0.16732,1.50566,1.08248,0.0704849,0.449743,0.283442,1.94391,0.325523,1.01887,0.855756,0.0125189,0.247949,0.784638,-0.0115906,6.1014,4.97655,5.38459,6.00515,5.94722,4.95031,6.22153,5.58682,5.05117,5.31972,6.52711,5.48984,5.81871,6.14076,4.96305,5.27425,4.76129,5.43517,6.30533,6.9006,6.36339,5.95207,6.08547,5.3429,5.65695,5.71554,6.86381,4.79676,5.54277,5.94683,5.25339,5.13756,0.504119,1.08853,2.4358,1.75398,2.05584,-0.647721,2.09944,1.04854,0.709876,1.53605,1.24405,1.09599,1.33842,1.82665,1.91585,2.88607,0.510292,1.764,0.915835,3.44531,2.61969,2.05485,2.25524,1.55235,2.89291,1.55462,2.77966,2.23079,0.850953,0.825944,2.68149,1.07845,0.376573,0.251895,0.0804834,0.147546,0.113463,0.656497,0.109151,0.259506,0.329626,0.17711,0.223732,0.250491,0.20777,0.138638,0.128325,0.0528466,0.375125,0.14629,0.285807,0.0309092,0.0678822,0.113563,0.0948981,0.174747,0.052505,0.174421,0.0584333,0.0970198,0.299233,0.304503,0.0640745,0.253799
280.566,0.936273,0.0829075,6,63,0,-244.929,0.340381,-0.0815313,0.794381,0.389678,0.0361635,-0.0409953,0.804599,-0.28832,0.624698,0.353895,-0.672687,1.10631,-2.74803,-0.389956,-0.852213,-0.417748,0.52226,-1.89219,-0.556884,0.614727,1.87404,0.200788,0.628618,-0.334271,-0.288513,0.169936,0.149834,0.598532,0.183646,0.7245,-0.0659443,0.952041,0.824834,-0.374826,-0.159345,0.173489,0.96992,0.637799,0.150349,1.8202,0.277294,-1.47336,0.721131,1.40834,1.13195,-0.130005,-0.705751,-0.196916,-0.611139,1.52395,0.0492781,1.1934,0.766243,-1.91631,-0.886032,-1.89254,0.0184205,0.987697,0.986133,-1.843,-0.052431,0.409371,1.67935,0.13495,0.496002,-0.824009,0.533088,0.950326,0.823222,0.661367,-0.25509,2.34696,1.19761,-0.272977,0.461636,0.243748,-0.582239,0.849139,-2.25205,-0.354754,-0.726685,-0.377115,0.379215,-1.56345,-0.489064,0.453613,1.46685,0.120558,0.46479,-0.309949,-0.273133,0.095735,0.0795606,0.440583,0.106766,0.541936,-0.094054,0.725015,0.622665,-0.34258,-0.169204,0.098594,0.739401,0.472177,0.0799749,4.10269,7.53954,9.12227,8.44926,5.9545,5.07586,5.84503,5.21079,9.41947,6.258,8.59447,7.63445,3.62848,4.82835,3.65247,6.20468,8.11796,8.11444,3.703,6.08397,6.91513,9.83424,6.40845,7.08326,4.91211,7.15648,8.03427,7.75603,7.41562,5.7515,11.8342,8.60451,0.766205,1.10302,2.65172,1.3556,2.85931,-1.0612,1.51619,1.42814,0.734394,2.38938,0.446723,1.52111,1.35797,2.32522,1.08916,2.33031,0.676563,1.88169,1.3519,2.63218,2.66773,2.69555,2.98607,1.91612,1.87269,1.99153,2.06539,1.31236,1.1462,1.57284,2.34206,1.94549,0.317301,0.249174,0.0658833,0.204956,0.0542021,0.742919,0.180023,0.193389,0.324231,0.0839858,0.39014,0.179299,0.20457,0.0890558,0.251777,0.088644,0.337029,0.132195,0.20556,0.0670957,0.0649044,0.0632364,0.0480593,0.128295,0.133231,0.120095,0.112507,0.212092,0.241184,0.171813,0.0876992,0.125046
273.656,0.818305,0.0829075,6,63,0,-245.725,0.338774,0.00369968,-0.138438,-0.0264899,0.0515844,0.446766,0.724873,-0.720118,0.210313,-0.112903,-1.00445,0.624753,-3.69997,-0.946773,-0.641845,-1.17757,-0.111011,-1.77865,-0.847749,1.69142,1.87299,1.53049,0.976886,-1.35572,-0.0596404,-0.588551,1.5023,-0.0394048,-0.489087,0.417259,0.0157625,1.83609,0.0626917,-0.156526,-0.746059,-0.270205,0.167647,-0.990257,-0.591497,1.78291,0.228435,-0.190358,1.6124,0.411008,-0.326639,-1.13718,-1.37016,0.934801,0.740214,0.636209,-1.0508,-0.0495421,-0.260356,0.665422,-0.73437,1.54927,0.627055,-0.17953,0.461054,-0.81318,2.04374,-1.37395,0.895596,-0.767317,0.359721,1.59005,-0.611045,1.25133,1.07711,0.549534,0.557246,-0.348842,-0.35502,-0.0752275,0.599216,0.364926,-0.281331,0.899632,-2.23524,-0.239524,-0.0184896,-0.406823,0.366297,-0.842531,-0.167744,1.67283,1.80444,1.55618,1.15488,-0.535956,0.403534,0.0201413,1.53574,0.418203,0.0922406,0.749226,0.458192,1.7777,0.49221,0.333305,-0.0940314,0.250902,0.568289,-0.271044,0.0180057,5.69407,8.59548,6.53255,5.51954,4.58659,4.34887,7.36288,7.04276,6.87741,4.67799,5.88021,5.60374,6.92345,5.02866,8.47242,6.86304,5.70817,6.60766,4.93894,9.48557,4.34512,7.29723,4.99096,6.45647,8.55172,5.17234,7.91498,7.60616,6.74258,6.75446,5.49161,5.48387,0.808509,0.915524,2.26392,0.947071,2.2312,-1.14549,1.83065,1.51942,0.580082,1.69787,0.48904,1.16383,2.34978,2.43026,2.28344,2.28012,0.24372,1.94144,1.21338,3.64108,2.05928,2.24916,2.69981,1.78976,2.81618,1.84001,2.2323,1.40833,1.13426,1.14201,1.74596,1.14324,0.308208,0.285871,0.0941551,0.279474,0.0969833,0.758686,0.138161,0.179547,0.358914,0.154744,0.38012,0.237973,0.0870829,0.0808942,0.0925036,0.0927831,0.43937,0.125489,0.229103,0.0255539,0.113118,0.0954219,0.0629846,0.143102,0.0564558,0.13705,0.0968869,0.196497,0.243377,0.241952,0.148558,0.241726
285.029,0.961183,0.0829075,6,63,0,-241.649,-0.0268238,-0.101722,0.25857,0.630424,0.0510229,0.0349747,0.753937,-0.995799,1.2121,0.960369,0.507912,1.2658,-2.6066,-0.177045,-1.28617,-0.784895,0.630317,-0.738143,-0.0756491,-0.0184421,1.16837,0.88079,1.74755,-0.358459,-0.11339,-0.305142,0.598821,1.10155,-0.273573,0.561727,0.485108,1.18365,0.158753,0.0128914,0.193576,-0.49156,0.535658,0.775023,0.507508,1.71143,0.229173,-0.139634,-1.83503,0.212119,1.55184,0.607363,-0.378613,-0.612056,-1.12883,0.0107504,0.340976,1.02151,0.597854,-0.920762,0.446537,-2.32236,-0.886939,0.42523,0.14427,-0.074359,-2.2627,1.93513,0.536181,1.28041,0.652884,-2.15396,0.681517,-0.339102,-1.14779,-0.415133,0.0355156,1.33227,0.800085,-0.715795,0.948818,0.759032,0.417908,0.989309,-1.93024,-0.0985059,-0.934714,-0.556786,0.510194,-0.521539,-0.0220599,0.0210705,0.915855,0.699034,1.35252,-0.23528,-0.0505145,-0.195083,0.486448,0.865472,-0.171282,0.458481,0.400715,0.927374,0.154664,0.044694,0.180919,-0.33563,0.438827,0.619293,0.417604,5.36247,3.63601,5.81265,7.90159,6.36374,5.07668,4.81222,4.27476,5.5505,5.98686,6.99732,6.34989,4.48354,6.13346,3.25179,4.51842,6.10358,5.72297,5.44329,3.29655,8.62707,6.26077,7.42506,6.43047,3.37974,6.47281,5.12286,4.25623,5.03437,5.5821,7.51382,6.6511,0.338424,1.44178,2.77411,1.76969,2.44314,-0.663168,2.12924,0.723205,0.599478,1.96402,0.932288,1.43177,0.88346,1.71496,1.64748,2.60225,0.741417,1.6074,1.16527,2.70562,2.62544,2.09891,2.52458,1.85454,2.13466,1.67334,2.05977,1.85792,0.729099,1.20092,2.83981,1.66734,0.416192,0.191269,0.0587393,0.145581,0.079942,0.659972,0.106287,0.326688,0.354463,0.123033,0.282461,0.192824,0.292461,0.152522,0.16145,0.0689937,0.322694,0.166949,0.23771,0.0626426,0.0675192,0.109203,0.0741527,0.13534,0.105773,0.157979,0.113069,0.134945,0.325393,0.231311,0.0552105,0.158779
280.674,0.928901,0.0829075,6,63,0,-243.897,0.385906,-0.0493272,0.0941632,-0.125086,0.0518319,0.194975,0.640503,-0.960754,1.6354,0.288949,0.00804118,0.449766,-2.33867,-0.987218,-1.0933,-0.470194,-0.287023,-1.08676,-0.607117,0.501157,1.10113,2.15752,1.26259,-0.147674,-0.77869,-0.518913,0.998483,-0.607459,-0.518912,-0.310215,-0.458801,1.91974,0.222394,-0.263257,-0.0504144,-0.318637,0.843387,0.514448,-0.216644,1.62723,0.270049,-0.881999,-0.223639,-0.315086,-0.185606,-1.07756,-0.371969,-0.186315,1.45463,2.07821,-1.1429,0.79131,-0.799574,0.680697,-0.824674,1.09275,-1.42182,-0.225294,0.426575,-1.02242,1.91779,-2.33511,1.70694,0.303499,-1.04474,-0.0498475,0.0847704,0.854449,-0.961936,-0.122585,0.462862,-0.572371,-1.19176,-0.420391,1.24246,0.380048,0.200126,0.483052,-1.30295,-0.437341,-0.505288,-0.106185,0.011136,-0.501096,-0.193885,0.515968,0.900254,1.57688,1.00367,0.10039,-0.303779,-0.137391,0.834507,-0.194104,-0.13739,-0.00371849,-0.0988883,1.42458,0.337419,0.026358,0.162685,-0.00911302,0.735167,0.524481,0.0562139,4.01104,4.79148,4.6746,4.84095,3.80471,4.60335,4.84002,7.53872,8.92139,3.73816,6.30237,4.10132,6.11689,4.07361,6.83686,3.46694,4.78934,5.7112,3.86179,8.54314,2.70916,8.07029,5.5245,3.83858,5.02172,5.20763,6.41075,3.92538,4.92404,5.76744,4.36084,3.68916,0.356931,1.44963,2.61886,1.76512,2.15171,-0.314055,1.53211,1.3707,0.7748,1.67979,1.16756,1.47477,1.09191,1.41842,2.22164,2.465,0.78594,1.57221,0.950923,3.28064,1.78555,2.36058,2.28692,1.56977,2.35739,1.58378,2.26517,1.56709,0.773305,1.20829,2.46334,1.51754,0.411703,0.190059,0.0679346,0.14615,0.104172,0.577875,0.177685,0.202507,0.315442,0.157123,0.237296,0.186218,0.251259,0.19491,0.0978241,0.0783487,0.313041,0.171902,0.278699,0.0362412,0.14362,0.0862286,0.0922118,0.172249,0.0864798,0.170261,0.0940492,0.172632,0.315765,0.230003,0.0784684,0.179823
