# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC6a_model
# start_datetime = 2022-04-23 08:32:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393421872adf.json
# init = 2 (Default)
# random
#   seed = 495963001
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6a-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC6a-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC6a_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0843655
# Diagonal elements of inverse mass matrix:
# 0.0340871, 0.0539879, 0.0796393, 0.0695985, 0.000284078, 0.000362659, 0.0318095, 0.0282278, 0.216798, 0.294657, 0.275925, 0.19221, 0.236167, 0.322214, 0.448314, 0.190846, 0.17432, 0.176396, 0.180216, 0.169561, 0.216861, 0.283829, 0.247788, 0.258262, 0.191612, 0.21512, 0.184715, 0.343659, 0.267194, 0.319236, 0.318094, 0.185308, 0.311256, 0.215659, 0.301646, 0.255671, 0.202761, 0.226508, 0.4567, 0.189746, 0.0110773, 0.737728, 0.690105, 0.718552, 0.797856, 0.977823, 0.72763, 0.763463, 0.698243, 0.627893, 0.854347, 0.659939, 0.978851, 0.723869, 0.728951, 0.797873, 0.749623, 0.729804, 0.784569, 0.618003, 0.621575, 0.995105, 0.89537, 0.99054, 0.77192, 0.797391, 0.784595, 0.757641, 0.814603, 0.692113, 0.698352, 0.780015, 1.01088, 0.661281
278.603,0.843855,0.0843655,6,63,0,-234.312,0.390355,0.0277339,0.0228927,0.166893,0.0492985,0.0298623,0.0436071,0.672909,-1.41979,1.03161,-0.258234,0.103496,0.659207,-2.8541,-0.342721,-1.02907,0.227043,0.709387,-0.897189,-0.163312,0.902009,1.3052,1.65127,1.08192,-0.124932,0.577913,-0.618272,0.678648,0.633775,-0.477999,0.0183113,0.292375,2.03441,0.0679261,0.212639,0.527726,0.153807,0.415094,1.29717,-0.266886,1.69217,0.223656,-1.85383,-1.46069,-1.19335,1.1475,-1.1301,-1.13212,0.376546,0.678128,1.15577,2.04117,0.3582,-0.327472,0.258914,0.721819,-0.949603,-1.09519,1.7673,-0.525483,-0.665209,0.756241,0.103841,-0.548811,0.804447,0.310117,-2.75781,-0.623895,0.432843,-0.471768,-1.56572,1.61646,0.556896,-0.139957,-0.911779,0.737784,-0.130161,0.11325,0.487193,-1.87694,-0.187013,-0.648862,0.196386,0.52096,-0.560119,-0.0662868,0.650577,0.921887,1.15476,0.771641,-0.0404606,0.43249,-0.372433,0.500275,0.470079,-0.278042,0.0559289,0.240349,1.41258,0.0893151,0.186694,0.398718,0.147105,0.322927,0.916481,-0.135982,3.58784,3.9176,4.15898,7.02036,4.21824,4.21633,5.90847,6.32075,7.03336,8.57363,5.88428,5.04768,5.75505,6.38282,4.392,4.2513,8.06422,4.82901,4.68044,6.43215,5.55887,4.80389,6.50187,5.82134,2.93108,4.72389,5.98333,4.88738,3.82664,7.79671,6.15167,5.26388,0.00411811,1.3252,1.88279,1.48532,1.95786,-0.843983,1.41572,1.019,1.17201,1.99163,0.910548,1.40438,1.44368,1.68847,1.96818,2.04511,0.809026,2.10035,0.722638,2.71042,2.23654,1.9814,2.11818,1.71102,2.41806,1.27254,2.19965,1.6701,1.06014,1.05583,2.47741,1.13749,0.49897,0.209955,0.132069,0.184625,0.123699,0.699303,0.195334,0.265222,0.236492,0.120085,0.286888,0.197122,0.190976,0.155977,0.122585,0.114547,0.308098,0.109063,0.326812,0.0623613,0.096517,0.121169,0.107342,0.153032,0.0818058,0.218823,0.0997824,0.158411,0.257283,0.258107,0.0774572,0.242781
282.11,0.974622,0.0843655,6,63,0,-236.123,0.241876,-0.117128,0.187213,-0.0363249,0.0451908,0.0478976,0.172505,0.939166,-0.561198,0.904499,-0.191973,-0.376198,0.286888,-1.65456,-0.643665,-0.942411,-0.687006,0.683365,-1.64026,-0.511515,0.571669,2.03595,1.43215,1.44841,0.0720604,-0.144416,-0.0192332,0.986009,0.806237,-9.72249e-05,0.414132,0.690258,1.59931,0.482526,-0.591726,0.665627,0.318297,0.764635,-0.0607239,-0.162945,1.79498,0.10464,-1.32428,0.531703,-1.65825,0.479853,-2.56093,1.49838,-0.109981,0.979368,0.899262,-0.517648,-0.177694,0.154672,-0.246282,-0.408125,-0.870919,-0.298694,0.712607,0.182657,-0.682792,-0.135276,-0.524538,0.858357,0.495182,1.52676,-0.158464,-2.0161,-0.376351,-0.533816,0.307319,1.85561,0.987078,0.658732,-0.354554,1.02198,-0.00778964,-0.180808,0.44194,-1.38141,-0.432004,-0.712576,-0.472708,0.814298,-1.36797,-0.307893,0.709397,2.0846,1.51753,1.5328,0.240181,0.0368738,0.154441,1.09853,0.929695,0.172413,0.561443,0.820772,1.67453,0.625676,-0.383225,0.797639,0.471438,0.890624,0.115475,0.0194718,5.24045,6.36375,5.06048,6.32932,4.60436,7.04114,5.95048,6.66894,6.61328,5.70198,5.90847,6.11757,5.86621,5.7677,5.49505,5.83413,6.48536,6.13551,5.60429,5.93475,5.69787,6.58503,6.33948,7.06209,5.92037,4.87449,5.78691,5.69234,6.21607,7.30933,6.67433,6.4489,0.250481,1.10014,2.02725,1.26675,1.97988,-0.574695,1.27468,1.00613,0.228121,2.35224,0.16997,1.23005,1.13696,2.45015,2.03333,2.88998,0.777659,1.75558,1.04686,3.31434,2.73878,2.43341,2.64168,2.35872,2.42325,1.66784,1.65182,1.98955,1.08857,1.22441,1.82468,1.37665,0.437705,0.249714,0.116371,0.219813,0.121331,0.639846,0.218458,0.267738,0.443216,0.0868877,0.45761,0.226172,0.242879,0.0794279,0.115747,0.0526511,0.314825,0.147345,0.259828,0.0350826,0.0607232,0.0806602,0.0665038,0.0863754,0.0814167,0.158712,0.160863,0.120305,0.251887,0.227161,0.138873,0.201547
270.396,0.986075,0.0843655,6,63,0,-236.184,-0.147613,0.0915972,-0.192533,0.192094,0.100361,0.0631199,-0.0608452,0.602968,0.16576,2.07161,0.157385,0.412809,1.19293,-2.54607,-1.23418,-1.27702,-0.0822136,-0.176745,-0.628132,-0.728534,2.0022,1.83858,2.11302,1.76568,-0.547616,-0.496222,-0.0481997,-0.958499,0.0500347,-1.65205,-1.0506,-0.455582,2.43821,1.10323,-1.14603,0.106118,0.0743966,1.05784,-0.468931,0.532109,1.73188,0.0640162,-0.0580583,-1.5124,2.98911,0.279408,2.12259,-2.61668,0.304073,-0.943318,-1.02572,-0.704385,0.576345,0.42852,-0.257751,-0.979627,-0.606728,-0.965618,-1.13064,-0.605746,-0.562488,0.337054,-0.0157752,-0.03348,-0.790332,-1.06104,-0.956425,1.79175,1.0047,-0.93124,-0.125276,-1.27212,-0.0316441,-0.618882,0.0391031,1.18827,0.0340532,0.188066,0.658451,-1.59605,-0.805018,-0.830847,-0.110417,-0.167417,-0.439589,-0.500128,1.14642,1.04776,1.21324,1.00381,-0.39104,-0.360051,-0.0899081,-0.63879,-0.0306758,-1.05698,-0.694322,-0.335547,1.40932,0.604365,-0.751867,0.00314091,-0.0159864,0.577,-0.343596,0.26,5.63029,5.12976,6.84301,5.75324,6.47376,4.77965,5.76233,5.32009,5.2921,5.40208,5.86365,5.80842,5.55877,5.30773,5.43596,5.3125,5.25667,5.4363,5.45138,5.77451,5.64555,5.63915,5.37244,5.28014,5.31562,6.33809,6.02666,5.3242,5.60611,5.20927,5.63981,5.43173,0.877525,1.33237,2.91615,1.76547,2.43658,-0.513032,1.48516,1.34872,0.854245,1.61071,1.33854,1.278,1.72132,1.57058,1.81971,2.38049,0.299058,1.81952,1.12723,2.64475,2.34962,2.32692,2.28813,1.44258,2.4371,2.00614,2.13023,1.58954,0.812972,1.02408,1.84403,1.63668,0.293691,0.208767,0.051361,0.146106,0.0804257,0.625517,0.184649,0.206079,0.298543,0.16649,0.207751,0.217891,0.151701,0.172133,0.139468,0.0846726,0.425788,0.139492,0.244672,0.0663134,0.0870963,0.088918,0.0921105,0.191146,0.080387,0.11856,0.106193,0.169449,0.307258,0.264233,0.136575,0.162917
278.971,0.930793,0.0843655,6,63,0,-234.928,0.55761,0.0158054,0.554612,0.105695,0.0230075,0.0349307,0.206516,0.820037,-0.517953,0.763852,0.147106,-0.0215465,-0.236946,-2.88567,-1.00004,-0.777638,-0.784454,0.560565,-0.703363,-0.776665,0.575509,0.387936,1.10306,1.30627,-1.34422,-0.0317348,-0.548915,0.375264,0.645083,0.163628,0.679455,-0.257888,1.90724,0.0256778,-0.152661,-0.0304753,-0.686285,0.239424,-0.165532,0.0613626,1.61457,0.127322,-0.683787,-0.80054,-1.45471,0.599259,-2.99731,0.456049,0.298618,-0.658417,0.36236,0.545602,2.2297,0.495054,-0.718582,-1.10691,0.258909,0.322057,1.04292,1.16945,0.351112,1.08656,0.907213,1.59984,1.47755,2.67194,0.641838,-1.39535,0.55166,0.230527,0.362583,0.80089,0.171197,0.130506,-0.218225,0.832903,0.327148,0.188847,0.0122116,-2.15984,-0.613556,-0.431176,-0.436765,0.6662,-0.370268,-0.430378,0.678455,0.524637,1.11107,1.27771,-0.89579,0.180492,-0.243614,0.514246,0.735508,0.340696,0.763694,-0.00496216,1.77052,0.227573,0.081328,0.181525,-0.356264,0.402853,0.0707736,0.256835,4.60668,4.53871,4.17599,5.42419,3.43132,5.32618,5.22048,4.62159,5.26302,5.38726,6.6756,5.3527,4.58632,4.36507,5.19415,5.23608,5.7394,5.83262,5.25549,5.77139,5.64109,6.16115,6.06597,7.06226,5.45367,4.20768,5.39141,5.17542,5.26317,5.56524,5.13647,5.10993,0.846508,1.5134,2.18315,1.74575,1.61513,-0.956742,1.25458,1.26377,0.697829,2.26911,1.23265,1.17254,1.60156,1.41472,2.06366,2.78859,0.0952702,1.87544,1.0307,2.46227,2.47647,2.31173,2.6427,1.59795,2.94005,1.60586,1.93732,1.66379,0.706836,1.25582,1.89718,1.76772,0.300166,0.180436,0.101274,0.148585,0.165878,0.722469,0.221908,0.220326,0.332294,0.0937134,0.225719,0.236397,0.167764,0.195491,0.11268,0.0579438,0.4762,0.132914,0.262948,0.0785457,0.0775245,0.0901561,0.0664405,0.168268,0.050209,0.167164,0.125942,0.159254,0.330298,0.221694,0.130428,0.145826
283.289,0.903663,0.0843655,6,63,0,-246.911,0.0476582,0.355105,-0.0615015,0.701449,0.0808721,0.0264479,0.0155014,0.797123,-1.26241,0.269503,0.45553,-0.0606157,1.49735,-3.07352,-0.702824,-0.487039,-0.942299,-0.0628441,-1.06422,-0.0273856,0.0962024,1.84642,0.903256,1.58618,0.0762314,0.230286,-0.653113,0.559105,0.375261,-0.722712,-0.127654,1.01705,0.702139,-0.157152,0.393649,0.307493,-0.241356,-0.212813,0.296049,0.0967499,1.92223,0.335685,-0.368773,0.45321,2.26134,0.435958,1.62083,-0.606912,0.117796,0.546882,-0.732461,-1.95199,-0.0395687,-0.0620621,0.113716,-0.0798756,-1.37307,-0.735846,-0.781789,0.508398,-1.26222,0.378762,-1.51663,-0.0613232,-2.06151,-0.811068,-0.927785,0.405044,1.08212,-0.342358,-0.96529,-1.21943,0.0259854,-0.532394,-0.990791,0.230329,0.378614,-0.0328168,1.20907,-2.43447,-0.544735,-0.372728,-0.735626,-0.0345931,-0.832816,-0.00632829,0.0921865,1.48732,0.735507,1.27988,0.0762672,0.199068,-0.50511,0.461177,0.314631,-0.560589,-0.0862548,0.826216,0.575192,-0.109768,0.329288,0.260611,-0.176889,-0.154137,0.251489,0.0926229,6.04022,7.95952,14.6045,7.91356,11.779,5.57616,7.11194,8.21378,5.34604,3.55011,6.746,6.69526,7.10221,6.65534,4.31162,5.33997,5.25825,8.10835,4.47507,7.76307,4.10876,6.69692,3.42196,5.20682,5.00676,7.83186,9.83044,6.09402,4.94412,4.53983,6.8961,5.71741,0.435461,1.36565,2.68593,1.22317,2.6268,-0.933004,1.48982,1.36849,0.743522,1.38313,0.584911,1.4114,1.36984,2.78134,1.9173,2.37412,1.36401,1.94028,1.07983,3.09199,2.21759,2.15109,2.30194,2.24394,2.08079,1.53617,2.63661,1.96755,1.21267,1.06451,2.10671,1.18686,0.392823,0.203323,0.0638085,0.22738,0.0674333,0.717684,0.183949,0.202864,0.322235,0.200506,0.357803,0.196014,0.202646,0.0583411,0.128163,0.0851674,0.203589,0.125617,0.253538,0.0434391,0.098182,0.104229,0.0909627,0.0958732,0.110978,0.177093,0.0668192,0.122653,0.229229,0.256449,0.108446,0.233821
281.869,0.997921,0.0843655,6,63,0,-252.004,0.280886,0.0233128,0.0952726,0.031535,0.0505583,0.0403938,0.280138,0.541895,-1.26461,0.461345,-0.755666,-0.18754,-0.569972,-2.93843,-0.759348,-1.1403,-0.623269,0.637994,-1.81914,-0.893012,0.819368,1.39961,1.73707,1.53514,0.173488,0.305752,0.0842953,0.456338,1.43248,-0.475337,1.1851,0.727901,1.85454,0.0342407,0.0163339,-0.0486207,0.398544,0.789165,0.762904,0.488461,1.65088,0.398139,-0.0953217,-0.636576,0.279356,1.86652,-1.33523,-1.08924,0.116766,-1.29579,0.648633,0.74502,0.653435,0.483609,1.40329,-1.34334,-0.393171,-0.703338,0.633279,0.46945,0.840192,0.657708,0.811318,2.43998,1.87549,-0.15502,0.82305,1.68649,0.980051,-0.738034,1.45034,0.382399,0.804535,0.864804,-0.405148,0.530138,-0.129354,0.178511,-0.0287269,-1.31218,-0.131349,-0.337783,-0.0576086,0.625864,-0.705643,-0.203781,0.72415,1.03858,1.22145,1.11203,0.37415,0.445824,0.325817,0.527425,1.05639,0.0225551,0.922339,0.674584,1.28511,0.298693,0.288989,0.253791,0.496107,0.707783,0.693552,0.544833,5.01746,4.04479,5.82464,10.9573,3.06261,3.37774,5.45954,3.11109,6.74716,7.01112,6.76007,6.3181,9.11188,3.05275,4.45639,3.93869,6.70604,6.28259,7.28188,6.77158,7.19864,13.7677,10.9966,4.89961,7.23235,10.1994,7.69886,3.88466,9.28418,6.06857,7.17923,7.35358,0.37696,0.867914,1.89241,1.54301,1.43689,-0.370506,1.57982,1.33007,0.805288,2.09148,0.759976,1.26184,1.34187,1.61872,1.87154,2.37541,1.06985,2.11368,1.35029,2.75142,2.82536,2.29711,2.99466,2.1402,2.18839,1.44314,2.31075,1.51822,1.27581,1.24432,2.35429,1.80822,0.40686,0.295688,0.13097,0.176098,0.192027,0.591581,0.170821,0.209148,0.308896,0.109927,0.318652,0.220658,0.207202,0.165381,0.133364,0.0850671,0.255432,0.107775,0.205823,0.0600066,0.0559691,0.0913629,0.0476678,0.10525,0.100797,0.191059,0.0902367,0.179724,0.218265,0.223686,0.0867255,0.140854
