# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC2a_model
# start_datetime = 2022-04-23 08:21:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39346c153d72.json
# init = 2 (Default)
# random
#   seed = 31707639
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2a-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2a-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC2a_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0854802
# Diagonal elements of inverse mass matrix:
# 0.0380269, 0.045799, 0.0730516, 0.0708849, 0.000202611, 0.0411628, 0.0164922, 0.0973038, 0.132362, 0.156554, 0.12837, 0.126598, 0.234693, 0.24178, 0.111914, 0.105065, 0.114737, 0.116815, 0.119722, 0.101741, 0.127885, 0.114762, 0.163002, 0.094309, 0.12096, 0.112337, 0.191459, 0.15855, 0.178821, 0.169901, 0.107936, 0.152806, 0.120828, 0.150031, 0.143425, 0.0941203, 0.0992348, 0.214567, 0.131064
-3799.34,0.991515,0.0854802,5,31,0,3815.93,0.221983,-0.00501118,0.0313269,0.189977,0.0384273,0.291894,1.05614,-0.62345,0.640002,0.733269,0.194509,1.62171,-2.10665,0.0197905,0.0753616,-0.40091,0.972549,-0.364495,-0.00388078,0.62301,1.71268,1.00525,1.36958,-0.57403,0.199878,-0.296726,1.08201,1.34115,0.184645,0.914411,0.53236,1.68387,-0.0343131,0.832892,0.49909,-0.206266,0.266706,0.56392,0.342423,-0.366556,0.967825,1.06633,0.497322,2.00464,-1.93302,0.312796,0.371486,-0.131523,1.31904,-0.0930637,0.287795,0.949879,2.10072,1.35358,1.73836,-0.314362,0.502993,-0.02149,1.43465,1.70834,0.486904,1.25764,0.85414,2.0703,0.255655,1.17154,0.819003,0.0740488,0.573573,0.887472,0.65354,0.462655,1.37434,2.59264,1.52408,3.10826,-0.949672,2.02583,1.62881,0.774543,2.42266,1.01055,1.39141,1.62599,2.73779,2.06984,2.68827,0.439203,1.76032,1.03828,3.11467,3.04252,2.20536,2.82238,1.95776,3.01479,1.43097,2.69786,2.10986,0.903777,1.17291,2.56424,1.60345,0.386356,0.20192,0.0696133,0.178861,0.0427678,0.721049,0.116517,0.163993,0.315497,0.0814612,0.266872,0.199182,0.164381,0.0607798,0.112063,0.0636692,0.391931,0.14675,0.261481,0.0425061,0.0455415,0.0992704,0.0561265,0.12371,0.0467621,0.192948,0.0630997,0.108142,0.288275,0.236329,0.0714756,0.1675
-3794.97,0.880493,0.0854802,5,31,0,3817.06,0.220085,0.189605,0.397367,0.309885,0.0339543,0.130919,1.05194,-0.471031,0.541419,0.780223,0.504708,0.996441,-2.29746,-0.410716,-0.533895,-0.599858,0.833048,-0.585101,0.0366609,0.420106,1.35389,1.0514,1.82583,-0.29228,0.718145,-0.169096,1.27764,1.1982,0.477125,0.952118,0.473913,1.22263,0.842698,0.534795,0.143422,-0.281378,0.417104,0.755736,0.471792,-0.364577,0.70046,0.951666,0.661842,1.17911,-2.28587,-0.301129,-0.430705,-0.500094,1.00723,-0.484572,0.169484,0.572846,1.55513,1.23693,2.05159,-0.176541,0.886365,-0.0469596,1.47492,1.39135,0.632826,1.13249,0.629447,1.41705,1.01739,0.693491,0.28179,-0.165073,0.569687,0.925908,0.627216,0.745107,1.43665,2.504,1.77277,2.35795,-1.05669,1.5895,0.883952,0.677498,2.18608,0.694268,1.34832,1.52386,2.49504,2.15659,3.09461,0.819522,2.20102,1.26645,3.16308,2.77392,2.35493,2.71878,1.80829,2.6286,2.42286,2.24583,1.77933,0.92502,1.44952,2.70096,1.67024,0.321888,0.192065,0.075578,0.145198,0.0864356,0.742058,0.169454,0.29236,0.33682,0.101008,0.333084,0.206144,0.178894,0.0762068,0.103717,0.0433302,0.305865,0.0996588,0.219866,0.0405791,0.0587501,0.0866744,0.0618742,0.140845,0.0673206,0.0814457,0.0957099,0.144385,0.283936,0.190075,0.0629169,0.158392
-3802.09,0.956073,0.0854802,5,31,0,3815.25,0.372001,0.17271,0.399394,0.133629,0.0395086,-0.0290449,1.07622,-0.551457,0.617438,0.599466,0.260576,0.946025,-2.09156,-0.206161,-0.161203,-0.5934,0.554472,-0.685272,0.0959621,0.674049,1.8258,1.12225,1.81646,-0.236719,0.216651,-0.435382,1.98623,1.18529,0.0213374,0.811985,0.621162,1.16789,0.513328,-0.0520967,0.503902,-0.0124377,0.394661,0.516188,-0.104216,-0.622537,0.635457,0.616115,0.251393,0.989091,-2.28004,-0.250921,-0.202535,-0.667676,0.567691,-0.766551,0.0742318,0.696383,1.93593,1.17874,1.92588,-0.283808,0.20412,-0.497614,2.10858,1.24659,-0.00608105,0.844833,0.639465,1.22787,0.523411,-0.0851127,0.513267,-0.0424307,0.395699,0.526489,-0.141205,0.505531,1.32893,2.52223,1.64389,2.46061,-1.00881,1.78584,1.42702,0.539409,2.03921,0.704966,1.54575,1.6456,2.86645,2.10798,3.23936,0.723603,1.83367,0.867505,4.17273,2.95516,2.09757,2.79045,2.11098,2.47446,1.99813,1.821,2.09759,1.06779,1.26292,2.44939,1.17228,0.376242,0.209336,0.0743146,0.161936,0.0786663,0.732786,0.143583,0.193564,0.368325,0.115147,0.330712,0.175701,0.161705,0.053837,0.108323,0.0377111,0.3266,0.137801,0.295774,0.0151763,0.0494931,0.109333,0.0578423,0.108034,0.0776679,0.119399,0.139314,0.109331,0.255823,0.220471,0.0794832,0.236444
-3804.78,0.93367,0.0854802,5,31,0,3823.13,0.295651,0.126163,0.384688,0.288253,0.0309826,0.140498,1.10038,-0.271715,0.22051,1.21929,-0.278359,1.02872,-2.08108,-0.349293,0.0419256,-0.349472,0.557037,-0.443352,0.101517,0.928272,1.60596,1.44405,1.08204,-0.712623,0.376425,-0.0216017,1.31535,1.14872,0.0268684,0.618338,0.693329,1.59501,0.44638,0.516705,0.193775,-0.151403,0.165384,0.495023,0.478511,-0.158492,0.383143,1.48218,-0.165803,1.27249,-2.14948,-0.243857,0.186632,-0.244054,0.753452,-0.347358,0.252206,1.16195,1.90767,1.72951,1.33116,-0.643659,0.554709,0.116728,1.58788,1.40453,0.170064,0.820906,0.903425,1.89562,0.631687,0.709071,0.353725,-0.0261025,0.322484,0.685212,0.667043,0.903438,1.10426,3.06144,1.01069,2.51094,-0.974486,1.53067,1.54902,0.87984,1.99191,0.891097,1.49066,2.08474,2.81469,2.63983,2.44568,0.325888,1.9171,1.36455,3.29108,2.82888,1.90424,2.43115,2.14188,3.0505,1.96594,2.28834,1.77441,1.02279,1.18114,2.37444,1.78157,0.288345,0.248942,0.0447259,0.266845,0.0750947,0.726013,0.177895,0.175228,0.293211,0.120055,0.290883,0.183823,0.110589,0.0565357,0.0666189,0.0797547,0.419241,0.128186,0.203501,0.0358785,0.0557835,0.129629,0.0808278,0.105092,0.045196,0.122825,0.0920937,0.144995,0.264484,0.234848,0.0851424,0.14411
-3800.42,0.945899,0.0854802,5,31,0,3826.75,0.11077,0.00104897,0.223681,0.325656,0.0616897,-0.0912614,0.871839,-0.615199,1.02963,0.604896,0.655969,1.10079,-2.63102,-0.792217,-0.75006,-0.721742,0.611881,-0.715031,-0.62211,0.852543,1.51572,1.4261,2.46227,0.0911331,0.207661,-0.483035,0.685669,0.729219,0.365264,0.633147,0.393466,1.69698,-0.0653304,0.0319256,0.12963,-0.406507,0.810168,0.136439,0.256665,-0.627616,0.806409,0.436111,0.480638,0.868451,-2.38509,-0.781947,-0.745193,-0.720505,0.442201,-0.714654,-0.633641,0.652019,1.23021,1.15207,2.05544,-0.011808,0.089786,-0.51239,0.506532,0.5445,0.22719,0.460741,0.251777,1.38823,-0.148219,-0.0634274,0.0217551,-0.44567,0.615075,0.0276917,0.132509,0.488537,1.24397,2.8053,2.04786,2.55905,-1.02227,1.75307,1.19216,0.519028,2.1328,0.975944,1.05696,1.52129,2.03791,2.08266,3.49928,0.980713,2.02714,0.973901,3.12248,2.60524,2.90482,2.89161,1.94237,2.68945,1.52309,2.30576,1.87808,0.670375,1.36095,2.50057,1.57635,0.380238,0.223745,0.0570387,0.114269,0.0718209,0.735414,0.147661,0.232872,0.37308,0.10595,0.273697,0.257892,0.179272,0.11528,0.110793,0.0293327,0.27275,0.116382,0.274104,0.0421896,0.0688022,0.0519157,0.0525696,0.125387,0.0635985,0.179007,0.0906473,0.13261,0.338413,0.204087,0.0758185,0.171313
-3799.24,0.997937,0.0854802,6,95,0,3816.1,-0.0920182,0.10158,0.0206741,-0.0579992,0.0825874,0.0722843,1.21224,-0.334227,0.838422,0.00172953,-0.322626,0.847557,-1.94351,-0.951262,-0.491081,-0.413979,0.213186,-0.79321,0.0665779,0.782481,1.49505,1.7314,1.03719,-0.553937,-0.0243174,-0.247745,0.467486,0.762351,-0.963461,0.156681,0.309726,1.35502,0.327893,-0.0798213,-0.261696,0.328343,0.41639,-0.0801173,0.237832,-0.33288,1.08866,0.0743809,-0.318817,1.09973,-2.28372,-1.08088,-0.523025,-0.429559,0.330717,-0.88928,0.152993,1.02084,1.88465,2.17116,1.32961,-0.599223,0.0428057,-0.228043,0.638991,0.996439,-1.09566,0.262219,0.447748,1.7149,0.469771,-0.0244785,-0.244955,0.470316,0.57705,-0.0248375,0.360595,0.536044,1.04912,2.62898,1.16215,2.74587,-1.09319,1.68756,1.45347,0.60454,1.97686,0.756862,1.79913,1.54717,2.34063,2.74509,2.6454,0.0800361,2.0193,1.13641,3.52394,3.13811,1.87187,2.89941,2.09389,2.83159,2.07673,2.53012,1.60452,1.32874,0.936455,2.61728,1.67639,0.369108,0.259394,0.0672962,0.238277,0.0603203,0.748982,0.156097,0.189469,0.353306,0.121654,0.319328,0.141956,0.175495,0.0878131,0.0603644,0.0662729,0.480002,0.117192,0.242981,0.0286386,0.0415625,0.133325,0.0521828,0.109692,0.0556408,0.111379,0.0737732,0.167351,0.209367,0.281617,0.0680348,0.157575
