# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC3_model
# start_datetime = 2022-04-23 08:23:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393449fe656b.json
# init = 2 (Default)
# random
#   seed = 763532495
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC3-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC3-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0964196
# Diagonal elements of inverse mass matrix:
# 0.026104, 0.0417003, 0.0632812, 0.0638587, 0.000171084, 0.0307332, 0.0258712, 0.162987, 0.205173, 0.234174, 0.176088, 0.246532, 0.247699, 0.291335, 0.207368, 0.15431, 0.204233, 0.181611, 0.160266, 0.184308, 0.239725, 0.177406, 0.25443, 0.167201, 0.165653, 0.160523, 0.291735, 0.214439, 0.229395, 0.264711, 0.198139, 0.280235, 0.211623, 0.241463, 0.220472, 0.168408, 0.172172, 0.280698, 0.162924, 0.0109792, 0.83649, 0.630148, 0.655774, 0.698175, 0.864684, 0.634878, 0.715897, 0.744488, 0.695026, 0.672426, 0.628396, 0.869657, 0.87896, 0.792989, 0.74311, 0.689283, 0.811991, 0.617665, 0.779861, 0.753429, 0.804027, 0.730391, 0.976611, 0.908923, 0.899306, 0.775073, 0.66836, 0.886131, 0.661954, 0.828759, 0.738231, 0.869147, 0.751647
278.913,0.98396,0.0964196,5,31,0,-254.422,0.154479,-0.0332949,0.203076,0.0732276,0.0412637,0.283275,0.761994,-0.43385,0.57342,0.519742,-0.314191,0.907493,-2.45899,-0.010358,-0.351275,-0.817488,0.733132,-0.986235,-0.188448,1.00007,1.92629,1.68266,1.24748,-0.348612,0.599145,-0.580922,0.245781,0.271113,-0.765074,0.390295,0.074601,2.05699,0.476659,0.134692,0.750286,-0.684459,0.385858,0.310711,-0.230263,1.6555,0.00672413,0.835789,-0.0617608,0.872596,0.229449,-0.510749,0.132403,-0.774843,0.0558627,1.20041,1.05808,0.61007,1.56314,-0.203564,-0.767916,0.693523,1.62079,-0.435583,-1.1501,0.755554,-2.89128,1.11455,-1.77101,-0.151604,-0.0342175,-2.18231,0.367134,2.13825,0.179038,-0.961576,0.744194,-0.268695,-1.19716,-0.0473166,0.720217,0.679315,0.0438633,0.974779,-1.59046,0.275382,0.015605,-0.339646,0.841916,-0.468231,0.139679,1.04532,1.75109,1.56545,1.23385,0.0176346,0.73982,-0.159384,0.470558,0.489861,-0.299707,0.580677,0.34012,1.85069,0.646486,0.385909,0.854988,-0.238279,0.577296,0.520035,0.107816,5.26518,5.2335,5.26648,5.24376,5.21772,5.24034,5.20847,5.23764,5.27811,5.27306,5.2572,5.291,5.22851,5.20871,5.26015,5.29305,5.22036,5.19534,5.26234,5.13487,5.27506,5.1737,5.23034,5.23447,5.15941,5.24862,5.3115,5.24198,5.20193,5.26194,5.22622,5.1937,0.598078,0.911711,2.43116,1.25928,2.27273,-0.777147,1.86984,1.47861,0.388275,2.13986,0.829718,1.43763,1.52968,2.19017,2.10254,2.36674,0.588529,2.20282,0.733592,2.38746,2.03539,1.65846,2.37379,1.63807,2.61988,1.66497,2.13776,1.99899,0.410556,0.979695,2.08756,1.24071,0.354784,0.28665,0.080827,0.221097,0.093407,0.685065,0.13356,0.185638,0.404133,0.105282,0.303705,0.191913,0.178041,0.100637,0.108851,0.0857444,0.356972,0.0994973,0.324407,0.0841338,0.115537,0.159969,0.0851934,0.162728,0.0678702,0.159095,0.105481,0.119309,0.398779,0.272952,0.110311,0.224312
290.574,0.99857,0.0964196,5,63,0,-249.654,0.461441,-0.249567,-0.216873,0.0966517,0.0549425,0.035229,0.691091,-0.509625,1.34416,-0.0764406,-0.0853378,0.700812,-3.14175,-1.10464,-1.35144,-0.233085,-0.0276514,-1.11542,-0.719813,1.11233,1.08117,1.49465,1.95243,-0.361991,-0.689295,0.129102,1.11536,1.05685,0.0558462,0.207022,0.406234,1.35445,0.274325,-0.0432586,-0.49579,0.69225,0.867401,0.512784,0.294166,1.91138,0.324269,-1.20477,0.369867,-0.665625,-0.145737,-0.140951,-0.477435,0.31822,-0.803775,-0.361254,-0.122942,0.700835,-1.21311,0.16464,-1.38793,-0.295705,-0.762446,0.254735,1.03588,-0.658027,2.31976,-0.954029,1.56871,0.0428946,1.1216,-0.344482,-0.12537,-0.926575,-0.945365,-0.990984,-0.210937,1.56922,1.44257,-0.316968,0.964163,-0.0175984,-0.0237472,0.519554,-2.13601,-0.728175,-0.898738,-0.125854,0.0161193,-0.735627,-0.462227,0.803952,0.782412,1.06817,1.38454,-0.21494,-0.441136,0.12445,0.806043,0.765606,0.0738237,0.1783,0.315973,0.971277,0.224813,0.00533339,-0.307407,0.513637,0.634682,0.389609,0.238524,4.57545,7.62409,5.44956,6.45024,6.46026,5.79247,7.49747,5.21082,6.01486,6.4981,8.48785,4.5631,7.13323,4.31162,6.14407,5.28112,7.3447,9.46197,5.463,14.3479,4.96302,11.2465,6.85711,9.72865,6.04766,6.49299,5.0074,4.97698,4.9039,6.3153,11.2484,10.7958,0.574059,1.25082,2.28438,1.56398,2.21716,-1.00372,1.42653,1.01864,0.875058,1.71373,0.96198,1.23538,1.50529,1.39873,1.91041,2.86237,0.626372,1.47624,1.34513,3.32779,2.79287,2.65051,2.53522,2.01358,2.02713,1.62322,2.30731,1.26872,1.43045,1.23044,2.59682,1.71636,0.360301,0.222558,0.0924252,0.173077,0.09822,0.73179,0.19364,0.265293,0.294203,0.152681,0.276482,0.225241,0.181637,0.198018,0.128935,0.0540453,0.348334,0.185996,0.206667,0.0346301,0.0577108,0.0659575,0.0734259,0.117784,0.116384,0.164762,0.0905195,0.219477,0.193029,0.226105,0.0693436,0.15234
288.403,0.974432,0.0964196,5,31,0,-257.21,0.165331,-0.249323,0.0181923,0.244409,0.0500615,0.224874,0.603979,-0.214545,0.748747,-0.804215,-0.587594,1.02993,-3.05616,-0.281789,-0.734125,-0.698255,0.286249,-1.73415,-1.24979,1.18703,1.67628,2.12683,1.44188,-0.29117,-0.165466,-0.417597,1.10617,0.132142,-0.228898,0.259331,0.583756,2.37648,0.879868,-0.274595,0.11484,-0.142174,0.602044,0.0225561,-0.581512,1.64737,0.313182,0.0662845,-1.02884,-1.14824,-0.282338,-1.35072,-0.753936,-0.314256,0.376023,-0.659304,-0.923786,1.19277,1.26555,0.100165,-0.627097,0.309941,0.379575,-0.897091,-0.476728,-0.336288,0.576668,1.04064,3.40818,1.00963,1.02222,-0.916143,0.963721,1.46296,-0.408818,0.832533,-0.630039,0.560224,0.407095,0.0952935,0.677101,-0.260855,-0.13002,0.846928,-1.62098,0.0546793,-0.218522,-0.196857,0.397763,-0.822515,-0.529972,0.941817,1.23731,1.50943,1.09574,0.0490137,0.124936,-0.0273456,0.892975,0.304685,0.0866245,0.381505,0.57745,1.66022,0.756296,0.0590246,0.294235,0.139004,0.588496,0.238497,-0.126347,5.30222,3.76276,3.62465,4.7538,3.40194,4.10107,4.70652,5.84234,4.22443,3.88862,7.54529,7.71922,5.35878,4.26726,5.72267,5.84884,3.92126,4.47302,4.67415,6.22124,7.19422,15.1008,7.12469,7.15284,3.89794,7.02298,8.21155,4.56917,6.74028,4.26333,6.18929,5.89947,0.784542,0.815673,1.81876,1.2988,2.37587,-0.71002,1.89534,1.51067,0.592514,1.9267,0.706426,0.99897,1.46087,1.67625,2.16442,2.42444,0.69825,1.85412,0.962272,3.17284,2.134,2.41655,2.51118,2.10639,2.49965,1.90898,2.13864,1.60998,0.854014,1.01172,2.13644,1.20235,0.313342,0.306683,0.139582,0.214367,0.0850313,0.670405,0.130636,0.18084,0.356058,0.127116,0.330389,0.269144,0.188334,0.157592,0.102991,0.0813281,0.3322,0.135389,0.276423,0.0402007,0.105836,0.0819193,0.0750778,0.108477,0.0758827,0.129096,0.105397,0.166591,0.298591,0.266643,0.105605,0.231058
293.993,0.982453,0.0964196,5,31,0,-249.299,0.0672671,-0.3098,-0.0775965,-0.0488304,0.061732,0.400294,0.753046,-1.0902,1.09835,-0.385283,-0.41007,0.347825,-2.0494,-0.993487,-1.17439,-0.0889584,-0.721138,-1.27744,-0.480033,1.89374,2.16066,1.34023,1.40177,-0.472017,0.027721,-0.0613177,-0.0104383,-0.480812,-0.811986,0.70792,-0.916345,1.15251,0.389803,-0.577122,-0.196842,-0.0383345,1.21678,0.4937,-0.877191,1.76237,0.561516,-0.835439,-1.027,1.20119,2.03729,0.645832,-0.418942,0.533273,-0.572025,0.09155,-0.0368745,0.793006,0.274402,0.333919,-0.575008,-0.837109,-0.272901,0.809881,0.308296,-0.970659,0.574657,-1.33122,1.52661,2.1497,0.248454,-0.508304,0.613962,1.37404,-0.243414,-1.12511,0.0175917,1.34301,-0.619373,-0.420675,1.2274,0.110158,0.0914925,0.662221,-1.143,-0.347847,-0.484073,0.333304,-0.142756,-0.561677,0.0388068,1.82637,2.02737,1.40955,1.45589,0.0448431,0.421169,0.354119,0.392433,0.03822,-0.211169,0.93339,-0.289756,1.26818,0.693833,-0.0343057,0.252063,0.371426,1.31658,0.772072,-0.260271,3.64465,3.27297,11.437,18.2898,8.37303,4.60494,7.8602,4.22564,6.13358,5.70684,9.09438,6.7968,7.02779,4.21856,3.64123,4.99848,9.18096,6.9274,3.37816,8.04499,2.75901,13.7301,19.4814,6.69849,4.37957,8.22452,12.6028,5.08193,3.09752,5.88407,12.3851,4.11477,-0.0601306,0.908894,2.44025,1.61907,2.31326,-0.508849,1.43253,1.4139,0.817313,1.50829,1.08936,1.68985,1.97733,2.07925,1.72894,2.86,0.356615,2.31914,1.08506,2.96946,2.05965,2.42759,3.32522,1.36129,1.81392,1.62597,2.29579,1.3854,0.763981,1.34941,2.6241,1.14384,0.515028,0.287226,0.0801543,0.165333,0.0900304,0.624537,0.192704,0.19562,0.306334,0.181193,0.251738,0.155796,0.121604,0.11113,0.150723,0.0541666,0.411779,0.0895503,0.252551,0.048825,0.113081,0.0810932,0.0347162,0.204031,0.140165,0.164383,0.0914724,0.200143,0.317783,0.205966,0.0676035,0.241616
288.626,0.822534,0.0964196,5,31,0,-255.756,0.339186,-0.343416,0.00136344,0.410411,0.0537529,-0.026266,0.637894,0.0150114,1.41583,0.0366113,-0.215963,1.09482,-3.13008,-1.51588,-1.29942,-0.771376,-0.364439,-1.42234,-1.55101,0.379229,0.918827,1.74768,0.954936,0.243996,-0.772872,-0.693552,0.254206,-0.174676,0.0120813,-0.54002,0.318695,1.74336,0.771442,-0.775979,0.180705,0.293758,1.09675,-0.438075,-0.316177,1.58086,0.471687,0.253189,0.534434,0.0445818,-0.480001,-0.480458,-0.744115,0.25423,0.682739,0.821578,-1.51792,1.99511,0.234376,-0.569092,-0.568002,-0.996756,-0.792602,-0.26921,1.0385,0.465878,1.13148,0.210662,2.26753,0.0545947,0.0940547,-0.56766,0.881652,-0.158196,0.204665,1.07839,1.10332,0.942857,-0.160852,-0.0166903,0.876885,-0.00291185,-0.164027,0.672115,-2.02293,-0.993235,-0.85516,-0.518322,-0.25874,-0.933569,-1.01564,0.215642,0.559848,1.08857,0.582882,0.129378,-0.519276,-0.468679,0.135891,-0.137691,-0.0185594,-0.370741,0.177028,1.08582,0.465832,-0.521258,0.0890049,0.16112,0.673342,-0.305711,-0.227953,5.47551,6.25228,4.9624,3.87463,3.87379,3.42079,5.4782,6.70531,7.15912,2.37472,12.4526,5.42714,3.71518,3.71709,3.03649,3.34344,4.27968,7.93044,6.05333,8.28596,5.36677,14.1601,4.98589,5.07956,3.71769,7.36489,4.50975,5.35161,8.08106,8.17663,7.58061,4.5041,0.950685,1.25298,2.44766,1.58775,2.5314,-0.810972,1.21046,1.21914,0.556559,1.60055,0.925718,0.843643,1.0094,1.25846,2.05436,2.22716,1.07204,1.55502,0.821213,2.80147,2.04411,2.70077,2.13358,2.03631,2.21445,1.93473,1.92931,1.7369,1.16398,1.36551,1.99208,1.41632,0.278747,0.222185,0.07961,0.1697,0.0736859,0.692317,0.22962,0.228088,0.364344,0.167905,0.283794,0.300768,0.267097,0.221239,0.113612,0.0973381,0.255015,0.174362,0.305506,0.0572447,0.114648,0.0629277,0.105876,0.115442,0.0984604,0.126228,0.126827,0.149707,0.237945,0.203346,0.120037,0.195239
286.753,0.99163,0.0964196,5,31,0,-253.429,-0.207584,0.139078,0.625087,0.0935459,0.055582,0.365672,0.835881,-0.641368,0.835935,-0.0329194,-0.53201,0.326176,-2.30576,-0.845399,-0.593808,-0.30397,-0.273174,-1.41267,0.0124161,1.68547,1.81131,1.51528,1.61298,-0.611939,0.183177,0.135002,0.712341,0.10895,-1.13819,0.0894015,0.0438693,1.66998,-0.3651,-0.182782,-0.26433,-0.720543,0.975078,0.205925,0.250405,1.92092,0.315747,-0.719741,-1.70318,1.52553,0.337515,0.510565,-0.855338,0.228732,-0.840718,0.0819208,-0.127415,-0.449471,0.559447,-0.0546858,-1.54139,-0.161061,-0.445051,0.281221,0.064285,-1.34595,0.838707,-0.971518,1.14033,0.331097,1.71383,-0.37943,-0.752945,2.22296,-0.675366,-2.03941,-0.0204351,0.3335,0.79934,-0.170436,1.06441,0.338155,-0.0790254,0.638316,-1.56167,-0.340982,-0.130681,0.111589,0.137331,-0.815153,0.37605,1.77453,1.87971,1.63226,1.71393,-0.145837,0.518786,0.478517,0.961103,0.456741,-0.58572,0.440401,0.402341,1.76158,0.0604916,0.212888,0.144723,-0.236616,1.18072,0.5378,0.57498,5.4394,3.98744,11.0519,7.59503,8.02157,5.21143,7.33859,5.23554,7.00617,6.55805,5.92396,8.14634,6.7104,4.19643,6.48875,5.93224,7.46122,6.96726,4.46355,8.89727,5.02372,9.78626,7.57965,11.729,6.05643,5.38267,13.7745,5.51615,3.58582,6.78336,7.58541,8.78736,0.478191,1.10164,2.45372,1.31397,2.14248,-0.702691,1.58603,1.59581,0.87138,1.64149,0.689009,1.88021,2.18406,2.25043,2.04948,2.99576,0.358096,2.24528,1.46064,3.29899,2.29439,1.80775,2.61155,1.9065,2.57695,1.20217,2.32845,1.44596,0.397641,1.4767,2.34935,1.85681,0.382679,0.249433,0.0791671,0.211823,0.105036,0.668784,0.169943,0.168568,0.294967,0.162262,0.334254,0.132365,0.101191,0.0953122,0.114105,0.0476176,0.411421,0.0957578,0.18837,0.0356057,0.0915883,0.14091,0.068399,0.129374,0.0706367,0.231089,0.0887939,0.190624,0.401879,0.185927,0.0871171,0.135075
