# 0.0354515, 0.0598721, 0.0768071, 0.090315, 0.0855354, 0.091047, 0.0924016, 0.0804335, 0.0533738, 0.0533966, 0.0734518, 0.0788024, 0.000317323, 0.000402235, 0.0335209, 0.0281379, 0.222558, 0.271549, 0.288117, 0.189269, 0.227374, 0.281826, 0.469701, 0.206051, 0.291728, 0.239667, 0.169348, 0.174135, 0.224748, 0.270142, 0.24275, 0.2688, 0.2006, 0.215452, 0.246371, 0.302187, 0.273786, 0.294714, 0.268773, 0.201232, 0.27747, 0.298305, 0.244307, 0.27343, 0.202441, 0.297375, 0.517621, 0.184374, 0.0114282, 1.05707, 0.772085, 0.683855, 0.824332, 0.740902, 0.723644, 0.802065, 0.817635, 0.630926, 0.760345, 0.718754, 0.854771, 0.742346, 0.747046, 0.669245, 0.657497, 0.870633, 0.686948, 0.792246, 0.617762, 0.94871, 0.934502, 0.87949, 0.806616, 0.750941, 0.890743, 0.659253, 0.968657, 0.73117, 0.669616, 0.652482, 1.09064, 0.793984
291.955,0.961777,0.079808,6,63,0,-248.336,-0.0438808,0.241422,0.175434,-0.489996,-0.110672,-0.0874117,-0.327437,-0.325073,0.558013,0.247564,0.485713,-0.174949,0.0786772,0.0496445,-0.177898,0.783316,-0.670205,0.679645,-0.084938,0.0739485,1.14173,-2.5426,-0.351656,-0.427333,-0.38799,0.686572,-0.941711,0.0715165,1.25143,1.36912,0.662483,0.670966,-0.0662173,-0.0802132,-0.697595,0.662841,0.30968,-0.191582,1.51596,0.614718,2.05666,1.24495,0.406885,0.39267,0.0581912,0.684297,-0.345551,0.345397,1.67787,0.563244,0.442391,0.419064,-0.642571,0.213294,0.38007,-0.199552,0.314501,0.361481,0.674825,0.158798,0.485776,-0.0680728,0.516167,-0.217201,-1.39347,-2.00047,0.349698,0.0463116,-0.742739,0.156097,-0.264385,2.55419,2.02461,0.415575,0.599615,-0.0774309,2.44595,-1.06116,0.15026,1.17234,-1.27958,0.824622,-0.70288,0.354479,-0.244431,-0.119973,0.716435,-2.16956,-0.453356,-0.512635,-0.481817,0.359905,-0.915556,-0.121878,0.802366,0.894557,0.341036,0.34768,-0.229767,-0.24073,-0.724335,0.341316,0.0646793,-0.327967,1.00958,0.303621,1.43312,0.797295,0.140821,0.129686,-0.132316,0.358123,-0.448574,0.0926572,6.86916,6.7795,3.72827,6.03759,6.63222,4.78493,6.39175,6.56314,7.82997,5.85508,7.03909,5.15273,7.16062,4.7376,2.44246,1.73519,6.51973,5.49563,3.52375,5.84618,4.61335,22.5673,16.747,6.76619,7.50521,5.12564,21.2325,2.9452,5.82699,10.3623,2.60427,8.51928,0.619916,1.13119,2.24714,1.34879,2.34256,-0.97942,1.70081,1.42819,0.867967,1.98603,0.710565,1.50424,1.89748,1.65868,1.40264,1.65909,0.625085,1.7001,0.896328,3.14759,2.16286,2.55699,3.57982,1.92974,2.5944,1.82146,2.63239,1.71282,1.16553,1.27749,1.86246,1.40407,0.349801,0.243942,0.0955966,0.206068,0.0876593,0.726993,0.154359,0.19338,0.295677,0.120678,0.329474,0.181794,0.130394,0.159939,0.197397,0.159884,0.348626,0.154452,0.289806,0.0411862,0.103135,0.0719584,0.0271243,0.126779,0.0694997,0.139259,0.0670826,0.152798,0.237663,0.217978,0.134416,0.197171
302.871,0.995184,0.079808,6,63,0,-261.497,-0.051592,0.242564,0.0946576,-0.0271598,0.17701,-0.167815,0.0193835,-0.634084,0.265796,-0.0245309,-0.219846,-0.0226686,0.0692883,0.0600327,0.143569,0.810099,-0.429519,0.61816,-0.0764325,0.352545,1.43899,-2.48155,-1.13311,-0.62444,-0.876063,0.286838,-0.831328,0.129462,0.267584,1.72342,0.657353,1.28744,-0.457409,0.343308,-1.00464,0.557251,0.651097,-0.486578,1.05219,0.469811,1.22578,-0.146804,-0.565693,0.120185,-0.64481,0.944266,-0.193949,0.774164,1.62389,0.490517,-0.0304592,0.36986,0.601332,0.446575,0.735327,0.22671,0.848274,0.881501,-0.00696916,-0.523897,-0.201358,1.44756,0.66514,-0.145329,-0.902983,-1.1397,0.292884,0.520705,-0.507172,0.511267,-0.215813,1.3035,1.87903,0.51748,-0.220998,-0.139593,-0.0190065,-0.099442,-0.514191,0.126223,0.918227,0.130089,-0.204384,0.64434,0.0816509,0.429165,1.3093,-1.86673,-0.774358,-0.36229,-0.566129,0.375936,-0.529889,0.248446,0.360338,1.53971,0.67609,1.18652,-0.226978,0.421683,-0.670288,0.594997,0.671022,-0.250607,0.995948,0.524162,1.13657,0.024643,-0.314699,0.240931,-0.378791,0.908518,-0.0135494,0.770718,4.99758,6.0819,6.81318,6.31512,7.27603,5.66949,7.69052,7.81689,5.0555,3.92323,4.59572,10.3186,7.0298,4.72378,3.25752,2.90041,5.85654,6.54898,3.95554,6.51874,4.56325,9.6146,12.7508,6.53863,4.55166,4.73709,5.02574,4.83131,3.94195,5.39682,7.95898,5.40706,0.933997,1.12236,2.17378,1.62055,2.63926,-0.799432,1.45445,1.24482,0.206676,1.70589,0.800069,1.5784,1.22935,2.0876,1.52159,2.23933,0.44253,2.02879,0.82829,2.96428,2.41671,2.18796,3.15737,1.85412,2.16473,1.40232,1.77743,1.78431,0.734527,1.16764,2.34112,1.82352,0.282114,0.245574,0.10213,0.165129,0.0666543,0.689853,0.189318,0.223598,0.448514,0.153697,0.310011,0.171022,0.226296,0.110308,0.179228,0.0962742,0.391138,0.116213,0.304007,0.0490659,0.0819073,0.100837,0.040802,0.13539,0.102963,0.197448,0.144621,0.143771,0.324202,0.237281,0.0877741,0.139012
291.846,0.850751,0.079808,6,63,0,-257.313,0.449449,0.0177297,0.0566025,0.0635518,-0.127051,0.364254,0.0795119,0.65509,0.341796,0.0939134,0.017358,0.178513,0.0519783,0.0324605,0.268409,0.709936,-1.96002,0.536694,0.25559,-0.394604,-0.216332,-2.66967,-0.867832,-1.68898,-0.902243,-0.119584,-1.81928,-1.32087,0.498595,1.27633,1.36224,1.9316,-0.0790887,-0.761138,-0.426577,0.241869,0.424055,-0.238978,-0.304872,0.107125,1.49065,0.344534,0.135922,-0.105498,-0.37201,0.765355,0.975287,-0.899588,1.84997,0.582924,-0.836026,-0.586533,0.76332,0.683147,-0.893522,-0.4577,-0.462424,-1.67933,-0.55109,-0.319108,1.93226,-0.373491,0.27777,-0.624656,-0.326816,-0.0312664,0.261048,0.449395,-0.497294,-0.127895,-0.0216433,0.763481,-0.635423,0.879479,0.185663,0.445806,1.92076,-0.122191,0.81126,-0.24836,1.65409,-0.697119,-1.12308,0.649427,0.449861,-0.011735,0.114827,-1.62689,-0.347697,-0.930658,-0.372126,0.183512,-1.02317,-0.669327,0.622379,1.17452,1.23551,1.63972,0.212261,-0.271951,-0.0344337,0.44012,0.569461,0.0987495,0.0519693,0.34446,1.32667,0.513006,0.364905,0.193512,0.00430562,0.811762,0.9608,-0.370242,3.90647,4.518,9.92375,9.47064,3.77771,4.87037,4.85697,2.38942,4.61232,5.28017,19.6158,5.11541,7.47745,4.41871,5.2565,6.24479,7.40492,8.26423,4.75925,5.90276,6.27992,9.92469,4.39106,10.619,7.08657,8.24696,19.4847,5.92242,10.205,5.50248,16.6795,4.23594,0.0445149,1.45995,2.65384,1.51653,1.74704,-0.578864,1.31861,0.909473,0.53595,1.81573,0.609052,0.962891,1.65799,1.93193,2.29748,3.06403,1.06278,1.56818,1.32792,2.85201,2.51355,2.56262,2.30793,1.97668,2.34377,1.80855,2.56888,1.50092,1.17007,1.45771,2.83489,1.05406,0.488873,0.188474,0.0657527,0.179974,0.14842,0.640806,0.21105,0.287108,0.36913,0.139947,0.352276,0.2763,0.160032,0.126537,0.0913318,0.0446157,0.256779,0.172476,0.209503,0.0545774,0.0749138,0.0715832,0.0904686,0.121673,0.0875626,0.140814,0.071168,0.182289,0.236843,0.188818,0.0554676,0.258446
291.343,0.517438,0.079808,6,63,0,-253.528,0.0690476,0.524582,0.0938771,-0.0467629,0.156268,-0.381524,0.100019,-0.572611,0.0130386,0.210896,-0.0288604,0.137431,0.08049,0.0172573,0.239203,0.828538,-0.108952,0.51557,-0.027433,-0.167804,1.0438,-2.29198,0.0900794,-0.608088,-0.476723,0.180107,-0.978791,-0.0878503,0.314029,1.22073,1.0554,1.01459,-0.747235,-0.020812,-0.531199,0.650452,0.53116,-0.282615,0.903367,0.22077,1.3534,0.424937,-0.670705,0.9491,-0.534039,0.584482,0.90759,0.719824,1.68684,0.402851,0.324759,0.122201,0.533579,1.82659,1.43305,-0.386147,2.2678,0.442182,0.139776,-0.496366,0.0560109,1.36891,0.151258,-0.129187,-1.43098,-1.82518,0.839078,1.70334,-0.922444,0.924488,-0.218604,1.23009,1.81817,0.681835,0.687087,0.298735,0.481985,-0.256212,-0.716344,0.550239,-0.976139,0.721966,0.148932,0.666373,0.216474,0.100171,1.10403,-1.65979,0.313837,-0.264621,-0.155781,0.388429,-0.571763,0.166416,0.499389,1.25063,1.11365,1.07983,-0.37991,0.22196,-0.200915,0.778127,0.67929,0.00504611,0.987677,0.42212,1.36054,0.59128,-0.316502,1.02557,-0.203268,0.723469,0.991176,0.835605,6.15751,5.67501,6.69791,11.2761,9.62291,4.62411,13.4695,6.45578,5.71533,4.42328,5.52568,9.37745,5.74182,5.12843,3.03549,2.58976,7.5751,10.7299,3.72563,7.84027,4.94698,8.86744,11.2379,7.11013,7.12519,6.09329,6.56013,4.8726,4.04816,6.74301,3.6459,7.22601,0.991393,1.319,2.52205,1.35938,2.52421,-0.595614,1.75107,1.47752,0.679296,1.80862,0.848424,1.5866,1.20958,2.20466,1.66042,2.17806,0.49942,1.96411,0.745089,3.40566,2.58242,2.71307,3.37374,1.84231,2.45263,1.68635,1.98907,2.21877,0.58499,1.34822,1.98745,1.93383,0.270637,0.210984,0.0743268,0.204341,0.074178,0.644652,0.147912,0.185802,0.336418,0.140806,0.299764,0.169863,0.229775,0.099333,0.159706,0.101738,0.377677,0.123023,0.321892,0.0321189,0.0702787,0.0622064,0.0331262,0.136779,0.0792461,0.156257,0.120355,0.0980774,0.357785,0.206162,0.120527,0.126327
283.791,0.809403,0.079808,6,63,0,-243.688,-0.057702,0.561231,0.0186114,-0.142373,0.0254755,-0.232028,-0.108122,-0.629194,0.00694279,0.0224739,-0.204733,-0.101517,0.0775403,0.025696,0.179705,0.851618,-0.23055,0.802417,-0.288133,-0.179387,1.23155,-2.42973,-0.167579,-0.778898,-0.449135,0.26893,-0.970334,0.137464,0.466477,1.2855,1.18888,1.08875,-0.830089,-0.217829,-0.478662,0.300365,0.666183,0.0225644,1.30432,0.349559,1.48084,0.568116,-0.371802,0.918524,-0.389681,0.854727,0.832689,0.775736,1.68931,0.381017,-0.0107958,0.668695,0.555559,2.06963,1.58627,-0.275819,2.39988,0.557167,-0.252178,-0.0536015,0.597421,1.13665,0.41763,-0.00116838,-0.936194,-2.37567,0.633528,1.47891,-0.990656,0.417934,-0.0619574,0.923976,1.4575,0.586857,-0.12528,0.259017,0.303677,-0.497446,-0.116298,0.528477,-0.311217,0.471916,-0.0166362,0.863057,-0.0656752,0.0269349,1.22851,-1.8895,0.0369912,-0.483619,-0.202787,0.40873,-0.646649,0.296772,0.576965,1.27446,1.19218,1.10691,-0.527214,-0.0058023,-0.227933,0.435501,0.747038,0.198921,1.29048,0.477396,1.44081,0.663523,-0.136929,0.961936,-0.152155,0.907606,0.888838,0.840336,5.39348,6.98726,6.69247,11.9159,9.91157,4.87546,13.5137,6.69657,4.91957,5.30623,6.80007,8.35104,6.34984,5.41331,3.79088,2.19051,6.89427,9.51428,3.71303,6.35057,5.28937,7.70104,9.437,6.77275,5.16328,5.97746,6.08004,4.48066,5.18098,6.62376,4.81014,6.48254,0.825665,1.4227,1.90467,0.989256,2.34591,-0.977206,1.48583,0.943944,0.479231,1.52613,0.470752,1.41417,1.24883,2.00381,1.69644,1.91415,0.143916,1.42176,0.768544,2.71601,2.32968,2.55697,3.33837,1.5948,2.37573,1.59963,1.83342,2.07013,0.632157,1.30674,2.05483,1.64758,0.304562,0.194238,0.129581,0.271059,0.0873911,0.726553,0.184548,0.280104,0.382434,0.17856,0.384438,0.195577,0.222903,0.118804,0.154931,0.128516,0.464083,0.194386,0.316794,0.0620354,0.0886944,0.0719598,0.0342781,0.16871,0.0850421,0.168033,0.137832,0.112034,0.347022,0.213034,0.113566,0.161437
286.415,0.99898,0.079808,6,63,0,-254.599,0.248246,-0.111486,0.129734,0.0427666,-0.141576,-0.0226353,-0.048217,0.0637801,0.231131,0.092872,-0.0110505,0.4846,0.043176,0.036497,0.350407,0.703207,-1.28627,0.728136,0.597421,0.5158,1.66125,-2.66585,-0.142913,-0.714813,-0.404767,0.27906,-1.0664,-1.10428,0.910204,1.22068,1.58818,1.7275,0.140915,0.0891528,-0.158267,0.385581,0.799107,-1.0578,-0.689758,0.492434,2.6519,0.319699,0.0295573,-0.415397,0.0530958,0.597626,0.498484,0.000640929,1.67732,0.306751,-0.695371,0.034745,0.3951,0.244498,-0.394047,-1.50561,-0.706009,-1.35604,0.326767,-0.732845,1.82871,-0.383533,-1.04362,-1.55924,0.021592,0.517826,-0.360017,-0.630397,-0.13012,0.545706,0.499558,0.909813,-0.534737,1.24343,0.580774,0.766732,1.05337,-0.0425095,0.549849,0.137729,1.14742,0.992109,-0.554109,0.862438,0.770517,0.713121,1.51861,-1.52424,0.249909,-0.152255,0.0657711,0.546644,-0.399491,-0.426133,0.990469,1.2088,1.46722,1.5652,0.449499,0.413099,0.239112,0.62155,0.912345,-0.393443,-0.134636,0.69669,2.21524,0.575221,0.371192,0.0582963,0.387744,0.770662,0.700944,0.350857,4.32328,5.40853,6.04068,5.76797,4.74194,3.37189,4.3092,3.5302,5.91538,4.27387,9.37717,4.75726,3.88526,3.31688,5.38676,6.27243,4.7917,4.41031,5.14181,6.3263,6.23738,7.07386,4.54164,7.83611,6.39472,6.7701,7.39231,5.28187,6.33435,5.58212,7.60869,7.2547,0.205482,1.22056,2.68244,2.06376,2.95559,-0.747321,1.71067,1.45744,0.656174,1.98363,1.0375,1.01085,1.61751,1.64765,2.16916,2.82948,1.02472,2.02279,1.21768,2.70618,2.60839,1.73436,1.82046,2.13368,2.94606,1.92251,2.28312,1.12911,1.15885,1.08445,2.31147,1.61514,0.44881,0.227838,0.0640174,0.11267,0.0494728,0.678595,0.153076,0.18886,0.3416,0.120932,0.261633,0.266813,0.165549,0.161427,0.102554,0.0557517,0.26411,0.116831,0.228344,0.0626098,0.0686005,0.150031,0.139378,0.105866,0.049923,0.127581,0.092531,0.244325,0.238876,0.252665,0.0901777,0.165876
288.206,0.97966,0.079808,6,63,0,-244.613,0.176828,0.400914,0.204889,-0.00219598,0.242793,-0.00181601,-0.041528,-0.313623,-0.0330373,-0.0135489,-0.444375,0.274465,0.0702414,0.032315,0.138173,0.512554,-0.650672,0.685914,-0.00328437,-0.117981,-0.0308667,-3.33829,-0.00480717,-1.37835,-0.798742,-0.170819,-0.927241,-0.454946,0.790497,1.38267,0.910667,2.00875,-0.993295,-0.673797,-0.795523,0.670924,0.343164,-0.217019,1.13143,-0.206909,1.25049,-0.0726019,-0.54901,0.502716,-0.726078,1.12388,0.921356,0.334031,1.68511,0.61262,-0.268482,-0.522598,1.15068,1.54072,0.0730565,-0.810138,1.25983,0.599006,0.28019,0.140996,0.27516,0.652982,0.475128,-0.229196,-1.54569,-1.85287,0.52582,0.802357,-0.750655,0.218593,0.823197,1.83752,2.14719,-0.368743,-1.3065,-0.525825,1.75503,-0.283258,-0.462338,-0.427279,0.181628,-0.166072,-0.195332,0.489741,0.136489,0.0777012,0.122352,-1.57288,0.135709,-0.568307,-0.271226,0.0506188,-0.337089,-0.0950122,0.543345,0.846866,0.604939,1.16777,-0.370945,-0.207185,-0.269576,0.482058,0.314063,0.0269384,0.718091,0.0321208,0.779118,0.10096,-0.143225,0.395842,-0.233982,0.714221,0.610418,0.309381,4.57514,3.91557,10.914,13.8598,5.63992,3.28316,11.6687,7.78406,6.40299,5.87961,6.38329,8.04575,7.21518,4.68659,2.09215,1.73326,7.44276,8.81676,3.40501,6.16587,8.93005,16.6235,20.0961,4.30258,2.42232,3.90783,15.8043,4.53391,4.06282,4.15102,6.02781,4.87137,0.739964,1.06957,2.44371,1.47179,1.65692,-0.523359,1.83374,1.24723,0.317363,1.58519,1.19748,1.43956,1.30105,1.64008,1.25688,2.42137,0.422551,1.60835,0.85961,3.07025,2.27008,2.68537,3.09556,1.56669,1.83085,1.61388,2.164,1.69698,0.659889,0.989057,2.08404,1.56298,0.323012,0.255484,0.0798995,0.186671,0.160176,0.627933,0.137794,0.223181,0.421319,0.170062,0.231924,0.191614,0.213988,0.162455,0.221512,0.0815575,0.395906,0.166818,0.297421,0.0443514,0.0936314,0.0638423,0.043291,0.172689,0.138137,0.166051,0.10303,0.15486,0.340764,0.271098,0.110658,0.173219
282.975,0.990441,0.079808,6,63,0,-249.312,0.347272,-0.0413407,-0.215052,-0.072238,-0.37284,-0.126364,0.226401,0.271502,0.369455,0.301554,0.176424,-0.236273,0.052526,0.0267182,0.296292,0.793765,-1.11922,-0.0180114,0.555124,0.101089,1.69629,-2.54992,-0.47302,-0.79096,-0.659015,-0.030699,-1.32765,-0.685908,0.0628924,0.734818,1.52236,1.73084,-0.358341,0.636123,-0.412241,0.235252,0.346314,-0.630571,-0.483227,0.117793,1.95141,1.18146,-0.235168,-0.18365,-0.148169,-0.297081,0.579189,0.0268352,1.77817,0.290461,-0.0513078,0.541261,0.931587,0.49602,-0.578996,-0.961512,-0.773655,-0.534689,1.24143,-1.90454,1.53896,0.613782,-1.70522,-0.742789,0.839318,1.87512,-0.148069,0.846687,-0.369431,1.57965,-0.613487,-0.260451,-0.897718,0.683855,0.241678,1.48326,-0.507018,0.260927,0.541639,0.146946,1.04536,1.39368,-0.592106,0.281995,0.736929,0.376533,1.64274,-1.72774,-0.0791753,-0.331545,-0.226811,0.271924,-0.757552,-0.248158,0.346213,0.879565,1.50469,1.67017,0.0118528,0.801224,-0.030931,0.483026,0.571183,-0.204234,-0.0872772,0.389792,1.84526,1.23409,0.109624,0.150517,0.178681,0.0604793,0.756032,0.317593,5.83146,6.92671,7.75827,6.83628,5.00278,4.47671,4.72777,5.06758,8.48889,3.40408,9.25512,7.07417,3.60697,4.77034,7.55311,10.2044,5.66984,7.56929,5.31676,9.36517,4.95291,5.48775,4.56043,7.21963,6.34945,9.1066,5.10847,6.38505,6.92747,6.17712,8.01893,8.87269,0.373559,0.95376,2.64298,1.59974,2.97101,-0.719549,1.43311,1.20682,0.599259,1.60018,0.570709,1.0801,1.20999,1.64374,2.40942,2.78833,0.866146,2.33959,1.09504,2.59918,2.2146,1.96444,1.8713,1.71805,2.82317,1.83663,2.01567,1.37317,1.14862,0.678499,2.3273,1.43575,0.407681,0.278129,0.0664232,0.168018,0.0487531,0.672508,0.192615,0.230264,0.354513,0.167956,0.361073,0.253487,0.229703,0.161957,0.0824573,0.0579583,0.296057,0.0878969,0.25067,0.0691914,0.098447,0.122987,0.133392,0.152122,0.0560847,0.137451,0.117567,0.202108,0.240742,0.336596,0.0888875,0.192204
283.682,0.985224,0.079808,6,63,0,-247.152,0.0401487,0.708904,0.39178,0.0689611,0.394365,0.129259,-0.225336,-0.216754,0.287177,-0.214936,0.083537,0.264083,0.088606,0.0310868,0.0796649,0.768211,-0.487215,-0.02843,-0.531482,-0.635334,0.555165,-2.35698,-0.580332,-1.02177,-1.02411,0.621838,-1.18521,-0.766256,0.571257,1.21705,0.501254,0.77247,-0.32262,-0.973891,-0.275997,-1.14437,0.223747,-1.48917,-0.293671,0.378167,1.56276,-0.323591,-0.443722,0.130954,-0.780138,-0.286742,0.60967,-0.0785609,1.70119,0.371295,-0.644124,-0.948188,-0.754428,0.440065,-0.15273,-0.608025,1.54532,0.390845,-0.863574,0.936287,0.0124955,-0.252608,1.27277,0.122342,-1.46143,-2.33629,0.276022,-0.00145827,-0.57361,0.00808561,0.57319,2.12067,1.61512,0.605475,-1.4931,-0.961153,1.30246,-0.936291,-1.11614,-0.00558348,-0.131485,-1.4478,-0.294619,0.0578247,-0.328625,-0.408406,0.506149,-1.73099,-0.366153,-0.705266,-0.707069,0.557368,-0.830829,-0.508982,0.518511,1.01462,0.464734,0.673085,-0.168175,-0.668489,-0.132359,-0.799455,0.25155,-1.06433,-0.145937,0.370177,1.28019,-0.168921,-0.261207,0.180265,-0.519646,-0.140614,0.548021,0.0193136,4.31471,3.85408,4.14156,6.45325,5.17832,4.37293,9.72752,6.33638,3.97708,7.7588,5.50595,4.98981,8.7913,5.73515,3.18536,2.3019,6.07192,5.47749,4.42916,5.49694,6.78024,12.0442,9.98291,6.862,3.14813,3.83557,8.88874,3.87114,3.62107,5.46911,5.21933,3.20153,1.14568,1.15617,2.33335,1.10169,2.19346,-0.7295,1.28703,1.33646,0.591761,2.24468,0.856478,1.17833,1.749,1.79737,1.48215,2.00597,0.536922,1.37324,1.49446,2.21694,2.47049,2.04067,2.60464,2.05748,2.31164,1.49144,2.40077,1.41824,0.847402,0.811857,2.36702,1.3522,0.24128,0.239364,0.0883985,0.249424,0.10034,0.674695,0.216357,0.208092,0.356231,0.0958097,0.298076,0.235353,0.148173,0.142172,0.185103,0.118578,0.368904,0.202097,0.183254,0.0982394,0.0779528,0.114998,0.0688403,0.113298,0.0901637,0.183706,0.0831143,0.194937,0.299978,0.307495,0.0857221,0.205511
276.434,0.997651,0.079808,6,63,0,-242.315,0.383517,-0.20561,-0.266276,0.138568,-0.0540948,-0.383285,-0.051438,0.509067,0.142184,0.165244,0.00665336,-0.351229,0.0410007,0.050644,0.218852,0.566363,-0.721779,1.52276,1.78096,0.31197,0.9178,-3.16287,-2.08748,-1.32887,-0.248077,-0.887814,-0.594735,-0.751547,0.72164,0.682365,1.98945,2.93571,-1.05816,1.17857,-0.00859554,1.87492,0.110193,-0.194611,0.141188,0.490175,1.94,0.641329,0.344193,-0.150446,-0.263405,0.839255,0.604198,0.608488,1.60635,0.489888,-0.179228,-0.288622,0.982943,2.26141,-0.375316,-1.42473,-1.10344,0.0857207,-1.10074,-0.970738,1.1752,-0.220599,-0.0952871,-0.814788,-0.0539356,0.415583,0.143123,1.57754,-0.470207,1.6317,-1.2159,1.49515,-0.694639,-0.173756,-0.763939,0.51511,0.209771,0.156575,-0.588152,0.8878,1.56226,-0.135414,-0.189937,1.08129,1.22752,0.39554,0.73866,-1.57248,-0.96342,-0.53377,0.0783502,-0.283973,-0.117984,-0.206796,0.627563,0.605319,1.3456,1.88153,-0.380451,0.886353,0.213984,1.28074,0.281262,0.108632,0.298816,0.496469,1.3176,0.582077,0.41379,0.133645,0.0696694,0.694176,0.561048,0.563477,4.56559,4.32735,8.0678,15.0923,4.14742,2.48033,2.90313,5.19836,2.90696,3.09812,8.86459,4.47399,4.75725,3.34409,4.8546,6.11007,5.34661,10.7959,3.95903,11.0862,2.7475,10.3689,3.54683,4.57784,3.42844,6.41536,5.52406,5.38196,3.73677,7.7004,10.7154,4.66464,0.669224,1.38336,2.89906,1.53407,1.95919,-0.46998,1.08361,0.850763,0.903269,0.936557,1.10255,1.01373,1.30893,1.23432,2.14843,2.93806,0.450053,2.27089,1.37701,3.11628,1.7478,1.98517,2.01135,1.717,2.35175,1.41424,2.08533,1.64484,0.950075,1.14227,2.6229,1.62,0.338671,0.20047,0.0522,0.177399,0.123555,0.615379,0.252823,0.299273,0.288379,0.281596,0.249263,0.26625,0.212665,0.225426,0.104478,0.050304,0.389348,0.0935631,0.20149,0.0424408,0.148325,0.120769,0.118016,0.152258,0.0869268,0.195565,0.110531,0.161808,0.27887,0.241904,0.0676792,0.165204
278.823,0.98932,0.079808,6,63,0,-238.206,0.155022,-0.105096,0.790137,-0.175853,0.0223153,0.393047,0.144567,-0.462824,0.210174,-0.075291,0.238608,0.327513,0.0315725,0.0520892,0.216948,0.749706,-0.699454,-0.108768,-0.436611,-0.436055,0.628434,-2.46719,-0.583054,-0.723235,-0.3012,0.196368,-1.3574,-0.71942,0.913212,1.60276,0.365206,0.0470133,0.0939289,-1.23706,-0.526279,-0.349403,1.32895,-0.0849648,0.801431,-0.183295,1.75522,-0.22539,0.0803286,-0.257806,-0.0737047,0.210656,-0.324694,-0.740337,1.67934,0.433483,-1.16727,-0.268475,-0.258405,-0.649853,-0.435787,-0.189327,1.94121,-0.161531,1.034,1.38024,0.664136,1.25384,-0.52792,-0.179359,-2.44067,-1.48157,0.025977,-0.174656,-0.691055,-0.733305,0.327743,1.58652,2.27252,1.24362,-1.8241,0.191499,1.74341,-0.73518,0.665588,-0.0289446,-0.0517502,-0.162563,-0.307437,0.135404,-0.110382,-0.109966,0.688088,-1.63272,-0.220172,-0.325266,-0.00886386,0.364166,-0.8007,-0.322406,0.901588,1.41855,0.490745,0.252194,0.287367,-0.710482,-0.177607,-0.0450021,1.21327,0.153249,0.817785,0.0795301,1.53284,0.0479711,0.27717,0.0236687,0.161691,0.374878,-0.0264774,-0.338087,3.23281,4.77294,4.79382,4.04564,4.43903,4.93953,12.4388,4.99941,8.39436,9.75374,7.15086,9.2337,4.26523,4.96092,1.86144,2.82105,5.42274,4.97105,3.97403,3.90191,6.18058,10.6661,14.3599,9.19289,2.43178,5.82613,11.4167,3.89874,7.15536,5.29516,5.24307,4.99718,0.516435,0.386295,1.97955,1.56952,2.43072,-0.876905,1.51629,1.54366,0.94762,2.1068,0.941934,1.42023,1.52977,1.69651,1.20722,1.86854,0.746934,1.15844,0.9588,2.17122,3.14533,2.40104,2.93929,1.82216,2.22752,1.46341,2.3671,1.198,0.996422,0.929128,1.9886,1.27826,0.373686,0.40461,0.121367,0.172284,0.0808598,0.70618,0.180009,0.176004,0.279364,0.108438,0.28051,0.194626,0.178027,0.154922,0.230194,0.133711,0.32149,0.238951,0.277118,0.102365,0.0412755,0.0830932,0.0502452,0.139175,0.0973064,0.187946,0.085716,0.23183,0.269646,0.283102,0.120405,0.217847
