# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5a2_model
# start_datetime = 2022-04-23 08:27:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39343766363f.json
# init = 2 (Default)
# random
#   seed = 1629577986
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a2-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5a2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0654305
# Diagonal elements of inverse mass matrix:
# 0.0374434, 0.0313699, 0.0794304, 0.105235, 0.0848517, 0.0810934, 0.080591, 0.0886346, 0.0556909, 0.0632594, 0.0600288, 0.065032, 0.000232919, 0.0351638, 0.0240095, 0.148668, 0.157886, 0.159581, 0.120805, 0.135499, 0.257122, 0.249407, 0.133198, 0.150134, 0.11837, 0.128682, 0.112765, 0.13872, 0.204749, 0.184074, 0.184985, 0.145682, 0.140092, 0.160514, 0.208353, 0.151823, 0.189692, 0.165332, 0.128032, 0.230006, 0.209104, 0.158932, 0.174124, 0.135638, 0.141312, 0.259181, 0.124812
-3818.3,0.9984,0.0654305,6,63,0,3843.73,0.589958,-0.313374,-0.703926,-0.623164,-0.598311,-0.516093,-0.142231,0.0195806,-0.0604713,-0.0788373,0.0929525,-0.191755,0.0825179,0.0887629,0.773773,-0.972337,1.00576,-0.106999,-0.551186,0.524775,-3.07188,-1.90177,-1.42815,-1.49611,-0.217752,-1.64208,-0.932509,0.85489,2.31332,1.17793,1.5308,-0.257881,-0.619518,-0.327422,0.103005,-0.247663,-1.47347,-0.275109,0.455262,1.76747,-0.0705882,-0.850994,-0.32187,-0.2981,0.240072,-1.09116,-0.528675,-0.663606,0.866994,0.00597014,-0.33773,0.49482,-2.28817,-1.38277,-1.0163,-1.06889,-0.0797278,-1.18183,-0.632788,0.750254,1.87875,1.00021,1.27325,-0.110779,-0.390604,-0.164587,0.168465,-0.102872,-1.05137,-0.124109,0.441033,1.45639,0.0341436,-0.569713,-0.160292,-0.141899,0.274524,-0.755551,-0.320311,0.432747,1.05565,2.92186,1.50542,2.50301,-0.853133,1.59312,1.32196,0.345923,1.92846,0.826358,1.3754,1.55431,2.54415,1.99472,2.95137,0.877725,1.94766,1.42687,3.41442,2.40043,2.27711,2.8743,2.44922,2.78193,1.75806,2.34617,1.94029,0.986834,1.07237,2.29111,1.35781,0.393471,0.258142,0.0510836,0.181618,0.0756474,0.701224,0.168945,0.210492,0.414372,0.126921,0.304416,0.201748,0.174464,0.0728206,0.119759,0.0496716,0.293649,0.124809,0.193586,0.0318477,0.0831403,0.0930367,0.053439,0.0794954,0.0583087,0.147033,0.0873704,0.125616,0.271538,0.254953,0.0918619,0.204597
-3817.01,0.983005,0.0654305,6,63,0,3848.41,0.380064,-0.0345616,-0.388416,0.128355,-0.441236,0.284278,-0.414702,-0.216048,-0.134162,-0.566747,0.517445,-0.256082,0.0769014,0.274496,0.772391,-0.748786,1.34567,-0.312506,-0.108121,1.33991,-2.59764,-1.09161,-1.31526,-1.40082,0.525774,-1.38016,-1.05661,1.07973,1.74005,1.13753,1.36753,-0.42248,-0.696924,-1.08985,0.162811,0.0878613,-0.802967,-0.528826,-0.500099,1.91834,-0.201751,-0.171126,-0.44267,-0.481982,-0.403547,-0.499042,-0.122306,-0.30386,1.31388,0.0331185,0.190984,1.30943,-1.7319,-0.568653,-0.741397,-0.807484,0.680599,-0.791525,-0.541621,1.10847,1.61849,1.15312,1.33077,-0.0518238,-0.263802,-0.567293,0.400249,0.342359,-0.345709,-0.133964,-0.111776,1.7562,0.118665,0.14232,-0.0674188,-0.0977827,-0.0372,-0.11096,0.180028,0.750367,1.52219,2.59634,1.75449,3.02674,-0.799675,1.82172,1.28352,1.05215,2.39791,0.925786,1.17569,1.85926,1.85563,1.99271,2.74047,0.424349,1.76111,0.948342,3.27108,2.52108,2.60202,2.50616,1.60554,2.60855,1.74487,2.70555,1.48061,0.960015,1.21199,2.64998,1.58973,0.320741,0.179139,0.069374,0.147481,0.0462322,0.689905,0.139227,0.216952,0.258812,0.0833322,0.28378,0.235828,0.134789,0.135213,0.119971,0.060627,0.395477,0.146651,0.279218,0.0365767,0.0743937,0.0690082,0.0754272,0.167209,0.0685903,0.148695,0.0626469,0.185335,0.276875,0.22935,0.0659905,0.169421
-3818.06,0.950623,0.0654305,6,63,0,3842.05,0.390411,-0.115959,-0.484562,0.177843,-0.357541,0.495997,-0.315441,-0.0328405,-0.116961,-0.362031,0.111022,0.26354,0.0813403,0.185435,0.846092,-1.20187,1.38377,-0.182826,0.211534,0.864086,-3.07608,-1.64798,-1.69938,-1.29751,0.410537,-1.55154,-1.04697,1.09261,2.2313,1.37747,1.61987,-0.0659467,-0.296471,-0.773173,-0.485886,0.12046,-1.06222,-0.336662,-0.0416121,1.93081,-0.448595,-0.22309,-0.122096,-0.234171,-0.521364,-0.157872,-0.26788,-0.831455,1.35623,0.0307474,0.364412,0.916531,-2.41721,-1.20891,-1.25239,-0.912377,0.532787,-1.12731,-0.700396,1.10988,2.07332,1.3509,1.55599,0.129638,-0.0654069,-0.468741,-0.225669,0.287355,-0.713302,-0.0994124,0.150227,1.81908,-0.194118,-0.00331947,0.0821306,-0.0126953,-0.255687,0.0518602,-0.0412166,0.210618,1.50356,2.73434,2.01058,2.72538,-1.28486,1.45892,0.881814,0.520359,2.34163,0.681542,1.10845,1.84057,2.46362,2.20287,3.03948,0.791917,2.0688,1.06137,2.80328,2.58425,2.39699,2.68552,1.95908,2.8601,1.96651,2.70027,1.8672,1.04136,0.542303,2.93334,1.44227,0.447539,0.181894,0.0609773,0.118097,0.0614923,0.783277,0.188633,0.292802,0.372768,0.087733,0.335917,0.24816,0.136984,0.0784483,0.0994929,0.045674,0.311757,0.112166,0.257047,0.057147,0.0701593,0.0834024,0.0638333,0.123567,0.0541614,0.122764,0.0629573,0.133866,0.260888,0.367652,0.0505297,0.191194
-3814.1,0.962328,0.0654305,6,63,0,3836.8,0.321825,0.107033,-0.277523,0.457684,-0.032974,0.285686,-0.297535,-0.535638,-0.430995,-0.73453,0.448037,0.0967029,0.0815599,0.285621,0.807661,-0.483618,1.01165,-0.0182539,-0.0648743,0.881064,-2.61734,-1.7024,-1.59003,-1.58164,0.668018,-1.35948,-0.89227,1.23217,2.17487,1.55533,1.644,0.0184752,-0.524522,-0.705596,0.0392494,0.317273,-0.652694,-0.030517,-0.0755493,2.01429,-0.541666,-8.50687e-05,-0.309956,-0.134883,-0.0302848,-0.448401,0.167463,-0.104979,1.10269,0.270878,0.233224,0.997221,-1.8283,-1.08934,-0.998583,-0.99181,0.825153,-0.812379,-0.435031,1.28079,2.04218,1.5418,1.61341,0.300542,-0.138015,-0.284261,0.317321,0.54187,-0.241535,0.260973,0.224602,1.91248,-0.151862,0.285552,0.0352813,0.176681,0.261161,-0.0765355,0.420874,0.799422,1.10993,2.90188,1.80395,2.73106,-0.910416,1.3874,1.0615,0.954742,2.559,0.921465,1.29881,1.84605,2.23524,2.15176,3.02102,0.712482,1.92207,1.1095,3.27456,2.76507,2.79727,2.97354,1.95845,2.75802,2.00875,2.91655,1.60381,1.07002,1.54049,2.5761,1.82848,0.310149,0.247883,0.0520607,0.141371,0.061165,0.713085,0.199823,0.257023,0.277932,0.0718244,0.28466,0.214365,0.136337,0.0966299,0.104167,0.0464853,0.329051,0.127631,0.247964,0.0364542,0.059241,0.057472,0.0486359,0.123635,0.0596351,0.118288,0.0513413,0.16745,0.255399,0.176464,0.0706924,0.13842
-3808.09,0.910473,0.0654305,6,63,0,3833.01,0.0619345,0.0407883,-0.0890406,-0.139949,-0.175369,-0.174943,0.153304,-0.0923432,-0.276678,-0.25027,0.142283,-0.342055,0.0704104,0.329683,0.778146,-0.703312,1.47573,0.242919,-0.402163,0.980139,-3.21923,-1.21129,-0.921108,-1.58005,-0.0111568,-1.22982,-0.513445,0.920326,2.18329,2.11318,2.03803,-0.547107,0.0264688,-0.374464,0.626618,0.693595,-0.968404,0.503281,0.0993304,1.93867,-0.122403,-0.713726,-0.0506435,0.191888,-0.148272,0.0315335,-0.210451,-0.217597,1.47801,0.51871,0.0167416,1.09237,-2.17535,-0.612879,-0.387074,-0.899828,0.321001,-0.627297,-0.0698522,1.04583,2.02861,1.97405,1.91557,-0.096046,0.35028,0.0382953,0.817284,0.869402,-0.423877,0.72131,0.406977,1.83825,0.234436,-0.2257,0.290275,0.479,0.214306,0.354221,0.165921,0.386536,1.30763,2.77522,1.35791,2.57437,-1.26668,1.6371,1.37656,0.264086,1.803,0.854697,1.41214,1.36341,2.30709,2.34799,3.11592,0.38384,2.11391,1.06489,3.35543,2.77386,2.18468,3.04823,1.88897,2.68002,1.40478,2.03081,1.76153,1.07892,0.809318,2.48982,1.36627,0.404551,0.212883,0.0586782,0.204579,0.0708064,0.780174,0.16286,0.201562,0.434359,0.141487,0.298449,0.195897,0.203687,0.0905371,0.087226,0.0424551,0.405201,0.107752,0.256376,0.0337177,0.0587533,0.101134,0.0452941,0.131362,0.0641624,0.197059,0.116006,0.146599,0.253711,0.308036,0.0765748,0.203223
-3810.47,0.998556,0.0654305,6,63,0,3836.71,0.340191,0.0616327,-0.0409857,0.0628763,0.0565759,0.198229,0.0735227,-0.252796,-0.0351222,0.733216,-0.174391,0.139265,0.0619541,0.172274,0.793976,-0.496606,1.03506,0.208818,0.0599416,1.0281,-3.89176,-1.57845,-1.06701,-0.764907,0.722356,-1.28414,-0.555992,1.63768,0.454572,1.44125,1.78558,-1.37954,-0.256315,-0.442611,0.487579,0.810436,-0.197003,0.195161,0.402538,1.25399,-0.147144,0.47538,-1.06048,-0.38855,0.426097,0.423578,0.414799,-0.222019,0.994085,0.33807,0.219866,0.988564,-2.91769,-1.08098,-0.674908,-0.435043,0.745808,-0.847298,-0.26917,1.47256,0.533194,1.31659,1.58998,-0.923045,-0.0312336,-0.179148,0.5594,0.81574,0.0158588,0.327228,0.49188,1.16791,0.0554454,0.549714,-0.669721,-0.136225,0.510585,0.508585,0.501614,0.831577,1.36619,2.62143,1.69782,2.59043,-0.853244,2.1659,1.17477,0.603193,2.34767,0.754564,1.33269,2.27091,2.04536,2.15567,2.94402,0.760122,1.81844,1.24617,3.09057,2.78933,2.60899,2.67254,2.09374,3.17571,1.83783,2.83307,1.88929,0.911003,1.0447,2.89864,1.85566,0.303312,0.203237,0.0677721,0.15475,0.0697571,0.701247,0.102854,0.235994,0.353613,0.0872512,0.319828,0.208714,0.0935613,0.114522,0.103802,0.0500197,0.31862,0.139621,0.223363,0.0434978,0.0579037,0.0685623,0.0646134,0.109707,0.0400901,0.137308,0.055563,0.131325,0.286795,0.260245,0.052221,0.13521
