# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC1_model
# start_datetime = 2022-04-23 08:20:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-3934ef22d07.json
# init = 2 (Default)
# random
#   seed = 1985721712
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC1-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC1-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0981403
# Diagonal elements of inverse mass matrix:
# 0.0281866, 0.0294452, 0.0302746, 0.085498, 0.0575135, 0.0866847, 0.0710878, 0.082545, 0.222185, 0.0611798, 0.0632278, 0.0793871, 0.0701821, 0.0747484, 0.0637668, 0.0734854, 0.0758876, 0.0792475, 0.0891555, 0.0833973, 0.0696128, 0.0752129, 0.10167, 0.0894327, 0.076795, 0.0805444, 0.0758361, 0.098856, 0.0654929, 0.0755105, 0.0721402, 0.0580284, 0.0645811, 0.0832032, 0.0797485
-3805.87,0.999171,0.0981403,5,31,0,3823.31,0.476855,0.570067,1.49991,-0.285671,0.366108,1.18315,0.226047,1.26792,-1.31909,0.364322,0.269072,-0.218671,0.520528,0.0321336,0.240305,0.514496,0.765971,0.96477,1.09929,-0.322262,0.437623,0.108232,1.56218,1.17295,0.549892,1.05331,0.700981,1.54648,0.73634,0.672781,0.694688,-0.240128,0.337874,0.51408,0.158081,0.141586,1.1192,2.34469,0.909118,2.47184,-1.40845,1.11652,0.973651,0.24208,1.35081,0.618265,0.930503,1.34177,1.71895,2.01714,2.2189,0.0867037,1.22646,0.732405,2.9132,2.32939,1.39486,2.14993,1.62148,2.88965,1.67451,1.57918,1.61204,0.209897,1.07685,1.34114,0.807175,0.618441,1.59605,2.82155,1.38597,2.94869,-0.931592,1.59337,1.45051,0.718934,1.82767,1.09512,1.40736,1.81862,2.19581,2.49399,2.69576,0.563558,1.70332,1.20926,3.39006,2.80625,1.87171,2.62679,2.09833,3.36651,2.15137,2.05603,2.08889,0.686751,1.5537,1.818,1.28403,0.350136,0.168534,0.0561708,0.200051,0.0497982,0.717398,0.16891,0.189924,0.327628,0.138516,0.250656,0.196651,0.1396,0.100127,0.0762805,0.063224,0.362725,0.154033,0.229832,0.0326077,0.0569875,0.133344,0.0674341,0.109259,0.0333588,0.104204,0.113444,0.110181,0.334756,0.174552,0.139675,0.216865
-3810.08,0.984774,0.0981403,5,31,0,3824.41,0.688412,0.308207,1.24629,-0.34358,0.0289404,1.14294,0.486049,1.11782,-1.65328,0.440403,-0.0229364,-0.311854,1.07993,-0.540979,0.166287,0.483042,1.16082,1.00507,2.09432,-0.397338,0.897109,-0.0332903,1.50514,1.29287,1.27221,1.53277,0.680231,1.28774,0.517953,1.21488,0.418117,0.205101,0.0209152,1.8653,0.689434,-0.119992,0.344275,1.73264,0.913963,1.70133,-1.75226,0.857075,0.279622,-0.0804524,1.65411,-0.366007,0.515449,0.910216,1.75493,1.56081,2.91832,-0.18699,1.42626,0.266718,2.18404,1.91949,1.89374,2.21848,1.15597,1.9131,0.953725,1.8223,0.829301,0.563822,0.334273,2.6329,1.16744,0.568421,1.03269,2.42105,1.60238,2.38974,-1.06384,1.54549,0.968034,0.60796,2.34253,0.322406,1.20386,1.59863,2.44334,2.24922,3.60674,0.501423,2.11467,0.95513,2.87246,2.6079,2.58215,2.90689,1.84438,2.60151,1.64214,2.51071,1.51771,1.25223,1.02269,3.32131,1.85585,0.361601,0.262563,0.0815817,0.16765,0.0839586,0.743424,0.175739,0.275273,0.352525,0.0876616,0.42009,0.230789,0.168173,0.0799271,0.0954165,0.0264231,0.377206,0.107679,0.277854,0.053532,0.0686316,0.0702959,0.051814,0.136534,0.0690411,0.162174,0.0751106,0.179799,0.222314,0.264505,0.0348472,0.135187
-3810.46,0.9943,0.0981403,5,31,0,3826.38,0.688395,0.334489,1.24908,-0.390715,0.0109417,1.08407,0.47094,1.21408,-1.4851,0.435941,-0.039275,-0.353018,1.12755,-0.504687,0.179117,0.536537,1.15831,0.920988,2.07941,-0.402466,0.786126,-0.168692,1.47742,1.37658,1.27265,1.58366,0.674968,1.3748,0.53057,1.18883,0.445637,0.173455,0.0340477,1.8389,0.736185,-0.153546,0.348156,1.68858,0.922731,1.85097,-1.52052,0.879014,0.285431,-0.106459,1.74289,-0.295905,0.55822,1.00467,1.78131,1.48488,2.93184,-0.168223,1.31642,0.12378,2.1799,2.05394,1.92413,2.31261,1.17758,2.05173,0.997213,1.81944,0.891125,0.551148,0.377017,2.63143,1.25404,0.534849,1.03655,2.37698,1.61113,2.53937,-0.832128,1.56741,0.973826,0.581936,2.43128,0.39249,1.24661,1.69306,2.4697,2.17327,3.62023,0.520172,2.00482,0.812174,2.8683,2.74234,2.61253,3.001,1.86597,2.74012,1.68561,2.50783,1.57952,1.23954,1.06541,3.31982,1.94244,0.369387,0.261816,0.0849452,0.166432,0.0731441,0.696805,0.172586,0.274119,0.358487,0.0808182,0.403118,0.223287,0.155374,0.0780097,0.102177,0.0260782,0.372812,0.118698,0.307427,0.0537431,0.0605209,0.0683365,0.0473806,0.134008,0.0606469,0.156354,0.075311,0.170863,0.224516,0.256277,0.0348974,0.12538
-3811.97,0.914579,0.0981403,5,31,0,3827.18,0.544426,0.638305,1.09582,-0.606608,0.481572,1.29229,0.501682,0.82115,-2.46759,0.504485,0.0107402,-0.341842,0.578255,0.220618,0.195077,0.527961,1.30002,1.11612,1.77393,-0.202792,0.786064,0.0447807,1.72423,1.48211,1.1187,1.0976,0.879443,1.46424,0.569616,0.884137,0.991051,-0.296419,0.198,1.28716,0.249576,-0.0264259,1.16602,2.05441,1.18806,1.53814,-2.06572,1.19113,0.650075,0.26371,1.27197,0.880062,0.852074,1.21685,2.06289,1.86137,2.58221,0.416083,1.49969,0.687377,2.52775,2.26242,1.8642,1.84107,1.60201,2.24284,1.2625,1.60716,1.72432,0.313484,0.855277,2.0488,0.911795,0.518,1.71045,2.59884,1.73248,2.08256,-1.5213,1.73555,1.1945,0.808136,1.81639,1.42449,1.3965,1.76128,2.60731,2.4058,3.12663,0.960509,2.04411,1.2318,3.07218,2.80685,2.40863,2.3855,2.14644,2.78727,1.80693,2.15158,2.26874,0.85791,1.3997,2.59322,1.45622,0.37332,0.153106,0.0692132,0.15027,0.110803,0.82073,0.149878,0.232455,0.308288,0.139867,0.193959,0.198372,0.14663,0.0686691,0.0827315,0.042022,0.276776,0.114649,0.225866,0.0442697,0.0569553,0.0825173,0.084285,0.104664,0.0580159,0.14101,0.104183,0.0937451,0.297776,0.197863,0.0695759,0.189046
-3808.97,0.958085,0.0981403,5,31,0,3830.4,0.597328,0.534844,1.21007,-0.350863,0.48874,1.11757,0.407709,1.23685,-2.2349,0.536367,-0.0234065,-0.278975,0.67907,-0.0539795,0.0902605,0.61852,1.22239,0.851012,1.36671,-0.162953,1.09098,0.0652433,1.7343,1.20732,0.880204,1.43705,0.844652,1.16211,0.581643,0.846523,1.10483,-0.0495855,0.161762,1.37693,0.158142,0.110277,1.12625,1.88717,1.0282,2.03152,-2.16953,1.18388,0.506521,0.197266,1.35657,0.469525,0.644066,1.2833,2.01402,1.56463,2.18865,0.33766,1.85501,0.613793,2.63346,1.99578,1.59995,2.27377,1.55693,1.94108,1.23867,1.55919,1.87176,0.474842,0.730587,2.20102,0.726207,0.707604,1.72358,2.4845,1.62553,2.62885,-1.57221,1.78121,1.10385,0.794593,1.95389,1.06685,1.24139,1.88062,2.61135,2.16195,2.78598,0.934988,2.45233,1.21112,3.23079,2.5931,2.19728,2.8711,2.15426,2.53841,1.836,2.15652,2.46909,1.07217,1.32791,2.79834,1.32353,0.330128,0.151411,0.0769518,0.164444,0.0673048,0.828098,0.144154,0.24902,0.311183,0.124129,0.256002,0.224194,0.132317,0.0684115,0.103219,0.0580865,0.281914,0.0792681,0.229503,0.0380234,0.0695835,0.0999952,0.0536008,0.103934,0.0732092,0.137525,0.103723,0.0780537,0.254991,0.209505,0.0574137,0.210231
-3816.26,0.98187,0.0981403,5,31,0,3834.36,0.521307,0.513202,0.900175,-0.336222,0.154481,1.70233,0.477228,1.57657,-2.90822,0.498653,0.426006,-0.137622,1.21688,-0.247569,0.447152,1.1161,1.08731,1.61407,2.66319,-0.488869,0.502124,-0.0304452,2.24994,1.7681,1.28743,1.64124,0.860764,2.42347,0.82625,1.35418,0.355489,0.00799124,0.346886,1.22913,0.862345,0.210543,0.652262,2.0456,0.942791,1.93239,-2.1047,0.962077,0.896682,0.389318,1.60861,0.290347,0.915717,1.51788,1.49197,1.96615,2.91054,0.0731346,0.965201,0.485796,2.53854,2.10481,1.67211,1.99061,1.28804,2.69475,1.25697,1.7322,0.833205,0.520396,0.825461,1.61963,1.28946,0.73185,1.17357,2.56691,1.4641,2.4537,-1.5834,1.48338,1.41799,0.910625,2.12991,0.811654,1.43702,2.03919,2.01328,2.48745,3.43185,0.594442,1.48651,1.0071,3.05985,2.62611,2.19342,2.51191,1.80935,3.21606,1.77828,2.25351,1.35451,1.0417,1.34677,2.14094,1.81077,0.324789,0.236211,0.0712989,0.187841,0.0791684,0.829685,0.184917,0.194977,0.286872,0.106223,0.307538,0.192007,0.115149,0.117816,0.0767425,0.0313147,0.355616,0.184446,0.267547,0.0447942,0.0674767,0.100343,0.0750272,0.140717,0.0385659,0.144516,0.0950473,0.205134,0.260822,0.206399,0.105181,0.140545
