# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5b2_model
# start_datetime = 2022-04-23 08:30:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39345f19602b.json
# init = 2 (Default)
# random
#   seed = 31388396
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b2-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5b2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5b2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0838915
# Diagonal elements of inverse mass matrix:
# 0.0321904, 0.0338832, 0.0719513, 0.097181, 0.073026, 0.0932442, 0.0915286, 0.0900233, 0.0569084, 0.0596562, 0.0866708, 0.079407, 0.000170837, 0.0286857, 0.0273996, 0.225442, 0.219132, 0.211702, 0.16243, 0.198072, 0.299167, 0.280332, 0.182878, 0.295537, 0.187084, 0.165146, 0.167167, 0.229821, 0.262581, 0.207961, 0.249816, 0.192032, 0.184896, 0.212981, 0.261214, 0.191784, 0.219004, 0.185581, 0.174567, 0.291207, 0.308946, 0.197052, 0.242409, 0.207908, 0.272925, 0.268291, 0.154295, 0.00735587
304.364,0.991916,0.0838915,5,31,0,-277.499,-0.208103,0.275473,-0.274573,-0.28907,-0.0259971,0.288406,-0.0112752,-0.314553,0.0807122,0.129405,-0.112628,-0.208122,0.0806663,0.258145,0.846126,-0.845046,0.851098,0.413246,0.0208331,1.28805,-3.06097,-2.8062,-0.597457,-0.572217,0.429545,-0.383102,-0.346726,0.725457,1.19256,1.74153,2.17461,-0.526534,0.25183,-0.795959,0.537922,1.05623,-0.26227,0.714925,0.562874,1.05806,-0.10843,-0.16645,-1.39311,-0.172901,0.812152,-0.3492,0.742857,6.10578,-0.45687,0.978281,0.607804,0.275773,1.348,-2.33182,-2.11625,-0.247379,-0.226022,0.621595,-0.0660074,-0.0352286,0.871974,1.2672,1.7317,2.09814,-0.187369,0.471225,-0.415336,0.713295,1.15185,0.0362321,0.863062,0.734408,1.1534,0.1664,0.117307,-0.920603,0.111849,0.945328,-0.0373217,0.886696,0.602678,1.1505,2.51745,1.13676,2.37032,-0.924633,0.847316,1.09761,0.801518,1.64391,0.956312,0.98709,1.57565,1.97211,2.42116,2.79779,0.693124,1.81621,1.12821,2.94561,2.65817,2.34921,2.85338,1.75673,2.50364,1.64888,2.02696,1.12717,1.14293,1.28959,2.67829,1.58635,0.353731,0.240398,0.0746437,0.242916,0.085464,0.715985,0.299996,0.250189,0.309701,0.161933,0.277617,0.271487,0.171413,0.122162,0.0815732,0.0574435,0.333338,0.139889,0.244492,0.0499445,0.0654875,0.0871284,0.054507,0.147201,0.0756033,0.16126,0.116402,0.244684,0.241782,0.215923,0.0642668,0.169898
304.034,0.963227,0.0838915,6,63,0,-283.693,-0.207653,0.262472,-0.214902,-0.228849,-0.0470128,0.231702,-0.0158037,-0.305774,0.121446,0.1142,-0.18331,-0.1972,0.0811836,0.27818,0.852471,-0.935888,0.785885,0.473886,0.0296485,1.2008,-3.05817,-2.79043,-0.496234,-0.456899,0.404164,-0.364802,-0.314143,0.625861,1.3359,1.70768,2.05698,-0.627224,0.238489,-0.889353,0.538674,1.06807,-0.334822,0.635594,0.542343,0.975042,0.0409602,-0.0803584,-1.37728,-0.310176,0.79291,-0.380412,0.637821,6.00327,-0.519637,0.948125,0.682154,0.303455,1.30182,-2.32882,-2.10058,-0.144845,-0.111313,0.622719,-0.0328027,0.010383,0.811709,1.417,1.73393,2.0317,-0.25651,0.481485,-0.479967,0.737384,1.18868,-0.00724603,0.820006,0.740512,1.10938,0.313098,0.209677,-0.895909,0.0137645,0.954113,-0.0461096,0.821905,0.572644,1.14739,2.68172,1.24764,2.40837,-0.941652,0.851675,1.28644,0.83858,1.72927,1.07374,1.11693,1.54762,2.09611,2.46062,2.81351,0.602877,1.91277,1.09942,3.06168,2.78233,2.39824,2.90076,1.84706,2.43796,1.80383,2.20924,1.13621,1.07893,1.21838,2.71921,1.60372,0.360627,0.240967,0.0640606,0.22311,0.0825366,0.719433,0.299082,0.216457,0.301834,0.150682,0.254692,0.246581,0.175431,0.109475,0.0786655,0.0565984,0.353686,0.12867,0.249849,0.0447157,0.0582867,0.0833071,0.0521162,0.136218,0.0803234,0.141386,0.0989235,0.243017,0.253709,0.228222,0.0618494,0.167463
295.57,0.979037,0.0838915,5,31,0,-273.887,-0.356812,0.272432,-0.0467703,0.0421298,-0.105079,-0.0203829,0.0706875,-0.177709,0.0513037,0.304987,-0.408228,-0.0737366,0.0817398,0.25151,0.799496,-0.494431,1.14688,0.549902,0.139066,1.40573,-3.53702,-1.19341,-0.854329,-0.168098,1.0821,-0.00843272,0.294002,0.359437,1.57809,2.36882,2.14573,-1.04209,0.414064,-0.739655,0.435191,1.09618,-0.993061,0.318876,0.170904,0.843732,-0.334234,0.236442,-0.457268,0.0239616,0.871395,-0.305183,0.357706,6.31822,-0.143786,1.16843,0.691154,0.362692,1.37538,-2.57632,-0.702621,-0.431524,0.117116,1.11665,0.244768,0.486563,0.538878,1.51319,2.14537,1.96701,-0.581636,0.582553,-0.339842,0.599443,1.1279,-0.542439,0.50645,0.388147,0.926071,-0.0157093,0.440544,-0.114075,0.270667,0.948187,0.0075172,0.537494,0.746145,1.15923,2.7183,1.32722,2.50339,-1.12921,2.32101,1.02344,0.710996,2.24465,1.37277,1.61457,1.06901,2.2481,2.66341,2.76806,0.332818,2.03752,1.04053,2.95355,2.74634,1.8934,2.61533,1.51615,2.3149,1.47077,2.46769,1.98227,1.13245,0.850616,2.57843,1.33854,0.321662,0.238808,0.0619022,0.20962,0.0756209,0.755692,0.089398,0.264358,0.329379,0.0958117,0.202172,0.165955,0.255591,0.0955133,0.0651673,0.0590748,0.417555,0.11532,0.261048,0.0495692,0.0602935,0.130857,0.0681581,0.180029,0.089896,0.186826,0.0781547,0.121077,0.243709,0.299304,0.0705393,0.20775
303.664,0.999838,0.0838915,5,31,0,-277.387,-0.0496603,0.177635,-0.0439139,0.104465,0.0646795,0.223636,-0.182178,0.290735,-0.18061,0.0563815,-0.156417,0.597795,0.079545,0.0823186,0.834095,-0.650547,1.17925,-0.113702,0.448354,1.37184,-2.52643,-2.3587,-0.775162,-0.526391,0.915464,-1.01953,-0.131759,1.45422,1.54435,2.02227,1.43094,-0.524822,-0.222501,-0.649968,0.328406,0.961454,-0.70482,-0.121524,0.555185,1.34592,-0.785646,-0.758807,-0.742171,-0.229973,1.38416,0.0859992,0.51621,6.17583,-0.460299,1.06592,-0.0125201,0.456289,1.22657,-2.02497,-1.88507,-0.56424,-0.356742,0.845902,-0.768067,-0.0275813,1.29528,1.37045,1.76908,1.27586,-0.355433,-0.103268,-0.459816,0.356241,0.884263,-0.505568,-0.0190441,0.545396,1.20494,-0.572985,-0.550598,-0.536722,-0.1095,1.23684,0.15405,0.512887,0.377624,1.02885,2.345,1.77973,2.70909,-0.647167,1.01938,1.23647,0.664464,2.32843,0.71446,1.45495,1.79361,2.04764,2.28578,2.44021,0.517564,1.69744,0.855377,3.03194,2.84406,2.24968,2.41802,2.02792,2.51849,1.75007,1.80692,1.47438,0.710068,1.59721,2.66549,1.67723,0.4067,0.263307,0.0874638,0.144337,0.0624388,0.656372,0.265147,0.225052,0.339737,0.0887956,0.328614,0.189242,0.142631,0.114291,0.0923077,0.0801578,0.373422,0.1548,0.298306,0.0460035,0.0549892,0.0953772,0.0818086,0.116302,0.074572,0.148038,0.14101,0.186278,0.329584,0.168372,0.0650409,0.157462
297.4,0.956601,0.0838915,6,63,0,-275.279,0.208503,0.0407647,-0.216313,0.664619,-0.431223,-0.113426,0.00365948,-0.0922711,0.125862,0.147279,-0.0677067,-0.217769,0.0718311,-0.115604,0.675625,-0.628222,1.6624,0.480575,0.427508,1.22565,-3.90047,-1.0787,-0.816901,-0.211497,0.408873,-1.48488,-0.853312,1.08279,1.95053,1.38343,2.52167,0.166513,-0.266533,-0.666605,-0.0208402,0.40119,-0.666667,0.691824,0.434531,1.74932,0.274454,0.172564,-0.185012,-0.419754,1.39756,-1.11613,0.331995,5.92973,-0.540046,1.00756,0.209085,0.173232,0.712478,-2.75086,-0.844402,-0.667523,-0.258497,0.160641,-1.11882,-0.692122,0.615959,1.20222,0.81908,1.5881,-0.00310339,-0.29568,-0.565979,-0.129684,0.155451,-0.566021,0.35181,0.177976,1.06628,0.0698246,0.000985046,-0.240602,-0.3992,0.828623,-0.869689,0.1087,0.628797,1.38626,2.5318,1.56214,2.24505,-1.27678,1.99797,1.15237,0.860441,1.69321,0.413747,0.840448,1.49256,2.03333,1.75348,2.83334,1.03367,1.52421,1.03385,2.48035,2.11901,2.11585,2.74635,1.71055,2.47204,1.53941,2.3237,1.80742,0.765431,1.36729,1.86189,1.35395,0.347783,0.200006,0.0736589,0.17334,0.0957774,0.781902,0.119416,0.240056,0.297247,0.155354,0.398014,0.30144,0.183537,0.115748,0.147609,0.0555487,0.262374,0.178842,0.262338,0.077247,0.107263,0.107566,0.0602929,0.153093,0.0778419,0.176621,0.0891792,0.14095,0.317468,0.203057,0.134483,0.205226
298.82,0.98014,0.0838915,6,63,0,-271.102,0.336369,-0.121174,-0.213398,0.561794,-0.55032,-0.00359703,-0.0562814,0.121913,0.317613,-0.0849372,-0.0711602,-0.149577,0.0676983,-0.196593,0.660916,-0.767919,1.38822,0.292023,0.0517429,0.989375,-3.17921,-0.873238,-0.807883,-0.162065,0.388528,-1.15632,-0.569304,0.549303,1.7262,1.56002,1.94845,0.189256,0.0449691,-0.549545,0.538229,0.460783,-0.379068,0.289994,-0.256796,1.62022,0.347994,0.0579607,0.202422,0.146774,1.80207,-1.34163,0.371587,5.22176,-0.704123,0.720907,-0.00359025,-0.162395,0.457301,-2.29778,-0.773731,-0.730536,-0.303705,0.0601916,-0.960826,-0.572855,0.166451,0.944279,0.834449,1.09117,-0.0715104,-0.166872,-0.559796,0.159132,0.107946,-0.447125,-0.0049311,-0.366314,0.874234,0.0334021,-0.158286,-0.0628091,-0.0995877,0.994427,-1.0833,0.0489951,0.562749,1.2431,2.47204,1.43316,2.18825,-1.15223,1.64765,1.27121,0.709791,1.79114,0.770126,1.1581,1.17714,1.47011,1.95457,2.55133,0.686629,1.83487,1.11327,2.90556,2.24509,2.367,2.5384,1.36464,1.94165,1.44863,2.31735,1.62641,1.17981,1.48303,1.72511,1.50915,0.362912,0.223897,0.0778414,0.192607,0.10081,0.759919,0.161426,0.21905,0.329645,0.142933,0.316452,0.239013,0.235567,0.186926,0.124056,0.0723375,0.334783,0.137659,0.247263,0.0518795,0.095774,0.085724,0.0732096,0.203487,0.125467,0.190213,0.0896964,0.164322,0.235087,0.18497,0.151215,0.181064
