# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC2a_model
# start_datetime = 2022-04-23 08:21:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39346c153d72.json
# init = 2 (Default)
# random
#   seed = 31707639
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2a-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2a-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC2a_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0749469
# Diagonal elements of inverse mass matrix:
# 0.0320419, 0.0451737, 0.0809933, 0.0655328, 0.000212056, 0.0311763, 0.0195732, 0.129596, 0.157906, 0.181156, 0.109569, 0.125342, 0.23454, 0.232008, 0.116482, 0.123078, 0.104479, 0.124144, 0.109562, 0.140358, 0.170314, 0.169312, 0.154516, 0.115679, 0.13111, 0.124805, 0.20841, 0.168146, 0.225269, 0.178185, 0.123853, 0.195029, 0.152547, 0.168605, 0.155474, 0.123197, 0.135273, 0.234734, 0.1295
-3803.63,0.86867,0.0749469,5,63,0,3816.48,0.051002,-0.0975992,0.153963,0.387793,0.0496387,0.0974146,0.844626,-0.281684,1.12898,0.0571203,-0.0781431,1.5781,-2.80268,-0.480401,-0.803184,-0.674692,0.240368,-0.602398,-0.0396071,1.167,2.43681,1.79201,1.62508,-0.109899,0.353707,-0.397288,0.782313,1.27554,0.192927,0.576794,0.535107,2.37794,0.2853,-0.0970245,0.181779,0.0372003,0.802103,0.853466,0.0521712,-0.140503,1.05098,0.14566,0.0314129,1.43032,-2.2698,-0.308344,-0.580976,-0.472448,0.300436,-0.411386,0.0639614,1.08309,2.15561,1.61099,1.47,0.00459077,0.396165,-0.238145,0.758177,1.17477,0.260366,0.58459,0.54938,2.10589,0.338387,0.0154652,0.25095,0.128835,0.774892,0.818275,0.14148,0.738167,1.38362,2.08424,1.32469,2.82288,-1.18417,1.71202,1.01014,0.505499,1.69299,0.981171,1.45652,1.77498,2.78608,2.38613,2.66401,0.807514,1.98728,0.938357,2.89531,2.86516,2.44714,2.57281,1.94194,3.13347,1.66885,1.95405,1.73537,1.01759,1.36918,2.83101,1.33548,0.323405,0.200428,0.110638,0.210039,0.0561004,0.765697,0.152902,0.266953,0.376249,0.155383,0.27266,0.189,0.144925,0.0580809,0.0842368,0.065131,0.308421,0.120545,0.281232,0.0523857,0.053903,0.0796478,0.0709088,0.125435,0.0417475,0.158578,0.124113,0.149902,0.265497,0.202753,0.055671,0.208254
-3809.51,0.983757,0.0749469,6,127,0,3827.11,0.127879,0.151807,0.163294,-0.137198,0.0490912,0.318172,0.847867,-0.301322,0.495265,0.259116,0.0599013,1.70187,-2.2578,-0.455693,-0.393652,-0.725193,0.628814,-0.83378,-0.227309,0.914621,2.42836,1.55936,2.32433,0.323329,0.24403,-0.317628,0.580469,1.24539,-0.428726,0.394284,0.529153,1.91948,0.934021,-0.105899,0.475969,0.310387,0.852821,0.0790331,0.42279,0.062691,0.738091,0.537868,0.36896,1.76113,-1.59614,-0.0681948,-0.0155923,-0.296695,0.851322,-0.388762,0.125444,1.09365,2.37709,1.6403,2.28889,0.592312,0.525077,0.0488658,0.810332,1.3741,-0.04533,0.652472,0.766823,1.94564,1.1101,0.228384,0.72173,0.581338,1.04125,0.385182,0.676641,0.758484,0.89388,2.30045,1.49335,2.9837,-0.717055,1.7567,1.40335,0.49728,2.0739,0.833814,1.34802,1.57478,2.82743,2.11824,3.3151,1.15332,1.94402,1.03921,2.76928,2.89122,1.96271,2.46414,1.9894,2.7887,2.23987,1.99096,1.99093,1.26145,1.42158,2.09562,1.70285,0.318976,0.29031,0.0910859,0.183419,0.0481675,0.671958,0.147205,0.197285,0.37818,0.11166,0.302839,0.206194,0.171537,0.0558598,0.107337,0.0350567,0.239883,0.125207,0.261303,0.0590072,0.0525892,0.123175,0.0784104,0.12032,0.0579377,0.096227,0.120155,0.120158,0.220725,0.194414,0.109523,0.154093
-3810.15,0.848675,0.0749469,5,63,0,3830.97,-0.109339,0.441602,0.828284,-0.18853,0.0550123,0.325193,0.83598,-0.714066,1.42438,0.851015,-0.302433,1.07681,-2.8921,-0.67995,-0.808266,-0.32545,0.603974,-1.01208,-0.418089,1.15429,1.47229,1.91067,1.41394,-0.404952,-0.44577,-0.145457,0.640191,0.518488,-0.251874,1.23393,0.288462,1.94787,0.194143,0.095628,0.240831,0.180072,0.60005,1.5144,-0.197593,-0.271752,1.51594,1.03662,0.0723656,1.22539,-2.09254,-0.243232,-0.350501,0.0531233,0.830104,-0.520885,-0.0243208,1.29016,1.55599,1.92248,1.50722,-0.0133389,-0.0474619,0.203594,0.860381,0.758639,0.114632,1.35673,0.566342,1.95358,0.487493,0.405136,0.526523,0.47573,0.826823,1.5912,0.16001,0.515809,1.69837,3.13869,1.45927,2.72232,-1.12296,1.80961,1.36648,0.950708,2.32703,0.976043,1.47261,1.80443,2.06849,2.33967,2.7841,0.557729,1.66952,1.32123,3.18249,2.58564,2.49176,3.51381,2.06327,2.90617,1.74735,2.5072,1.9286,1.21766,1.22347,3.39891,1.43689,0.373833,0.154678,0.0415393,0.188579,0.0616693,0.754537,0.140685,0.20319,0.278742,0.0889089,0.273678,0.186547,0.141312,0.112197,0.0878904,0.0581894,0.364073,0.158489,0.210614,0.0398299,0.0700683,0.0764381,0.0289219,0.112718,0.0518492,0.148382,0.075355,0.126905,0.228348,0.227326,0.0323295,0.192028
-3808.03,0.998968,0.0749469,6,63,0,3825.88,0.502469,-0.193235,-0.417799,0.111138,0.0729457,0.0888473,0.945865,-0.820673,1.07992,0.187234,-0.130216,0.773593,-3.1202,-0.785763,-0.79314,-0.518489,-0.0804848,-1.00568,-0.626336,0.463564,1.49359,1.1024,1.75785,-0.397161,0.158489,-0.619726,0.651942,0.742673,-0.723071,-0.526878,-0.0155263,1.51934,0.178046,-0.551071,-0.220682,-0.468451,-0.125381,0.00239848,0.0565963,-0.687399,1.11031,0.265946,-0.0343191,0.820562,-2.86244,-0.654378,-0.661356,-0.401573,0.0127196,-0.862388,-0.503582,0.527316,1.50158,1.13157,1.75154,-0.286814,0.238756,-0.49733,0.705497,0.791315,-0.59508,-0.409508,0.0741615,1.52594,0.257255,-0.432392,-0.119889,-0.354244,-0.0297464,0.091116,0.14238,0.518445,1.51375,2.94698,1.69843,2.6992,-1.34818,2.22922,1.50906,0.950162,1.89136,1.01625,1.37505,1.46467,2.3427,2.20842,3.33839,0.819727,2.40917,1.14619,3.67832,3.10763,2.45069,2.34448,1.9528,2.95062,2.12959,2.24865,1.98127,0.871566,0.765045,2.98496,1.72923,0.373216,0.180384,0.0498792,0.154671,0.0630207,0.793831,0.0971573,0.181078,0.278852,0.13109,0.265759,0.201805,0.187754,0.087648,0.0989966,0.0342773,0.305822,0.0824757,0.241186,0.0246428,0.0427938,0.0793883,0.0875058,0.124249,0.0497073,0.106254,0.0954662,0.121183,0.294929,0.317552,0.04811,0.150686
-3804.63,0.999874,0.0749469,5,31,0,3824.05,0.288888,-0.266911,-0.269311,0.286503,0.0516068,0.501419,0.857339,-0.996878,0.216252,-0.166271,-0.37501,0.86416,-2.58615,-1.46856,-1.09544,-1.34129,0.114878,-1.20213,-0.559114,0.839935,1.64754,1.14889,1.47722,-0.861359,-0.0417754,-0.329647,0.430685,0.36426,-0.817425,0.652481,-0.034112,1.40168,-0.338436,-0.417891,-0.061231,-0.454363,0.672151,-0.322445,-0.0858336,-0.353243,0.68682,0.358868,0.179908,1.2423,-1.71579,-0.757637,-0.437746,-0.648522,0.599908,-0.529214,0.0220687,1.22153,1.91392,1.4864,1.7679,-0.237058,0.465603,0.218799,0.870662,0.813713,-0.199391,1.06082,0.472173,1.70313,0.211264,0.143145,0.448923,0.111876,1.07768,0.224975,0.42783,0.499525,0.971914,2.34275,1.4929,2.6585,-0.63361,1.28209,1.18489,0.30746,2.01612,0.886993,1.43828,1.90004,2.50865,2.30846,2.97768,0.576848,2.08824,1.38121,3.06097,2.53956,2.04252,3.0963,1.88838,2.71072,1.54228,2.12703,1.94855,0.992223,1.65758,2.328,1.63761,0.377652,0.274499,0.0876438,0.183487,0.0654668,0.653308,0.217195,0.234174,0.423735,0.117521,0.291731,0.191813,0.130103,0.075254,0.0904251,0.0484446,0.359658,0.110245,0.200815,0.0447462,0.0731309,0.11481,0.04326,0.131429,0.0623436,0.176204,0.106498,0.124711,0.270473,0.160087,0.0888301,0.16279
-3804.08,0.99897,0.0749469,5,31,0,3830.04,0.265906,-0.211113,0.187832,0.202887,0.0387517,0.664996,1.20954,-0.402188,0.625792,0.467808,-0.24948,0.265749,-1.98508,-0.722504,-0.818412,-0.567308,0.0729559,-1.31308,-0.75728,0.270642,0.671981,1.09196,0.935194,-0.164275,-0.495808,-0.448157,0.142952,0.28134,-0.0867247,-0.169793,-0.0133201,1.46521,0.104007,-0.17963,-0.397573,-0.417305,-0.0179095,0.175988,0.0461997,0.178535,1.42191,1.23083,0.363241,0.986429,-1.73603,-0.208898,-0.324903,-0.0211835,0.753239,-0.923226,-0.250962,0.992347,1.47778,1.98576,1.79615,0.466299,0.0652984,0.122935,0.837902,1.00529,0.560099,0.459626,0.648885,2.43722,0.790797,0.447727,0.184118,0.16025,0.643334,0.87786,0.720876,0.843986,1.6611,3.17003,1.79867,2.49937,-0.89739,1.34784,1.34304,0.721771,2.26617,0.58971,1.26197,1.52824,1.94947,2.63312,3.15408,1.10515,1.73324,1.0209,2.93211,2.75073,2.69306,2.43758,2.16182,3.21892,1.81592,2.38693,1.3364,0.847515,1.10536,2.48674,2.07881,0.300696,0.159615,0.0403092,0.142013,0.0759027,0.710413,0.206223,0.207011,0.327003,0.0939634,0.356701,0.220634,0.178251,0.124611,0.0670372,0.040931,0.248777,0.150173,0.264853,0.0505887,0.0600453,0.063384,0.0803514,0.103232,0.0384597,0.139924,0.0841747,0.208102,0.299954,0.248737,0.0767931,0.111174
