# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC5a3_model
# start_datetime = 2022-04-23 08:28:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-39342b4a2c9c.json
# init = 2 (Default)
# random
#   seed = 486147179
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a3-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC5a3-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC5a3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aEHS.1.1,aEHS.2.1,aEHS.3.1,aEHS.4.1,aEHS.5.1,aEHS.1.2,aEHS.2.2,aEHS.3.2,aEHS.4.2,aEHS.5.2,bAHS.1,bAHS.2,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0637448
# Diagonal elements of inverse mass matrix:
# 0.0361731, 0.0548911, 0.0846281, 0.0780046, 0.0769246, 0.0985094, 0.0924483, 0.0933939, 0.06282, 0.051112, 0.0857077, 0.0812301, 0.00033061, 0.000473, 0.0297927, 0.0233872, 0.146236, 0.178483, 0.206387, 0.129929, 0.145465, 0.244699, 0.34967, 0.158012, 0.188465, 0.12649, 0.137952, 0.156511, 0.137839, 0.19055, 0.180312, 0.199575, 0.112876, 0.141867, 0.166029, 0.220278, 0.16448, 0.230723, 0.194795, 0.13501, 0.230638, 0.262646, 0.194334, 0.209602, 0.138754, 0.198558, 0.418586, 0.120932
-3807.38,0.990564,0.0637448,7,127,0,3839.48,-0.0750165,0.0284266,0.269704,0.0341822,0.235041,-0.253722,0.0259688,-0.0577368,0.567544,-0.079594,-0.753324,0.198736,0.0527431,0.0555315,0.514842,0.784995,-1.18319,-0.0274192,0.156286,-0.0211118,0.847935,-3.02486,-1.03275,-0.968402,0.370061,0.401518,-1.34596,-0.547113,0.577999,1.85826,1.11323,1.7591,-0.456672,-0.173423,-0.963347,0.324467,0.652585,-0.29637,1.16481,-0.012321,2.47163,-0.225981,-0.797253,0.193469,-0.654927,1.58871,-0.327197,0.182761,-0.413954,0.493318,0.637525,0.498269,1.18047,-1.85966,-0.295858,-0.245349,0.805338,0.830032,-0.541729,0.0853612,0.968569,1.97357,1.38872,1.89573,0.156356,0.378706,-0.241381,0.769547,1.02712,0.282193,1.42921,0.50517,2.45506,0.337448,-0.110998,0.666714,0.000727488,1.76197,0.257994,0.658309,0.720338,1.01676,2.54491,1.71999,2.50768,-1.15283,1.46852,1.29283,0.729825,2.15724,0.785481,1.41257,1.87731,2.18307,2.3432,3.01197,0.525593,1.91689,1.2261,2.8879,2.67079,2.45329,3.38934,1.83238,3.10881,1.60125,1.79639,1.81731,1.13208,1.23829,2.60174,1.77455,0.327319,0.265658,0.0727692,0.151872,0.0753218,0.760027,0.187168,0.215374,0.325233,0.103656,0.31314,0.195829,0.132698,0.101281,0.0876078,0.0468882,0.371545,0.128209,0.226865,0.0527548,0.0647194,0.0791981,0.0326303,0.137955,0.0427453,0.167807,0.142292,0.139757,0.243777,0.224734,0.0690265,0.144978
-3810.83,0.969159,0.0637448,6,63,0,3825.08,0.0353742,0.278375,0.429573,0.160119,0.0849077,-0.270794,0.121778,0.0737839,0.360986,0.00368928,-0.741314,0.321163,0.0622951,0.0398603,0.359478,0.761065,-1.1614,0.0139365,0.156994,0.320557,0.294176,-2.90851,-0.449085,-1.25724,0.24981,0.587608,-1.56182,-0.319977,0.794123,1.985,0.910498,1.67333,-0.787951,-0.398266,-1.2202,0.387237,0.392136,-0.673668,0.879638,0.059459,2.00869,-0.324832,-0.76687,0.31201,-0.605559,1.65603,0.0914008,-0.221731,-0.524421,0.370085,0.478961,0.603443,0.583365,-1.85409,0.0176951,-0.59736,0.5496,0.806686,-0.829168,0.115955,0.963857,1.87019,1.05243,1.63299,-0.240204,0.0563719,-0.569175,0.654191,0.657919,-0.153227,1.02894,0.40473,1.88822,0.11226,-0.224159,0.596938,-0.101391,1.61982,0.42904,0.190727,0.613168,1.06921,2.72714,2.04179,2.1463,-0.938323,1.71477,1.21476,0.664609,2.36962,0.733767,1.67889,1.90845,2.45118,1.941,2.94675,0.393253,1.86849,0.807575,3.15155,2.59462,2.40643,3.33942,1.96767,2.78809,1.55439,2.02402,1.82679,1.00743,1.3776,2.32371,1.50448,0.351337,0.255553,0.0613906,0.114885,0.104677,0.718761,0.152546,0.228861,0.339705,0.0855188,0.324369,0.157242,0.129155,0.0793524,0.125538,0.0498904,0.402935,0.133717,0.308407,0.0410302,0.0694852,0.0826837,0.0342435,0.12264,0.057971,0.174454,0.116704,0.138621,0.267482,0.201395,0.0891785,0.181758
-3809.19,0.965036,0.0637448,6,63,0,3834.42,0.088368,0.172275,0.326389,-0.470684,0.119402,0.198124,-0.0261744,0.511283,0.332204,0.260727,-0.509848,0.217929,0.0680454,0.0471311,0.0264332,0.769128,-0.620923,0.771196,-0.38543,-0.585517,1.35731,-3.0601,-0.687602,-0.728452,0.417949,0.708658,-1.35584,-0.426727,0.467109,1.46424,1.67591,1.7996,-0.029244,-0.58714,-0.275152,0.931636,0.27879,-0.91338,-0.109078,-0.0120371,2.21124,0.621935,-0.0193569,0.0752019,0.07354,1.70494,0.559267,0.312868,-0.451136,0.619581,-0.270012,-0.423904,1.07038,-2.32717,-0.50242,-0.533839,0.347889,0.571482,-1.01639,-0.301774,0.3857,1.15262,1.31542,1.41056,0.00394088,-0.425153,-0.185194,0.74298,0.240859,-0.676073,-0.0574613,0.0171752,1.72716,0.504781,0.0115453,0.0842731,0.0829949,1.33775,0.456581,0.267069,0.675248,1.22752,2.2216,1.18312,2.8135,-1.09858,1.6365,1.48146,0.726483,2.3146,0.72673,1.44134,1.30279,1.97187,2.22031,2.88149,0.923051,1.59014,1.22398,3.50678,2.39225,2.15577,2.5022,1.76029,2.92346,1.93217,2.50316,1.68695,1.19158,1.31556,2.54568,1.738,0.337323,0.226615,0.0978272,0.234492,0.0565993,0.749993,0.162942,0.185207,0.325967,0.0899212,0.325913,0.191338,0.213696,0.122188,0.0979413,0.0530762,0.284337,0.169364,0.227237,0.02912,0.0837659,0.103793,0.0757042,0.146754,0.0510059,0.126511,0.0756369,0.156177,0.232977,0.211557,0.0727172,0.149567
-3807.82,0.9897,0.0637448,6,63,0,3829.32,0.302958,-0.0603677,-0.294383,0.499997,-0.0446827,-0.320065,0.458379,0.080416,0.230474,0.297565,-0.196563,0.122893,0.0742001,0.048307,-0.0935396,0.960193,-0.177362,0.917401,0.659369,0.491951,0.695898,-2.25698,-0.191026,-0.955665,0.182375,0.0621195,-0.692978,-0.212468,1.56803,1.95857,1.52153,1.7636,-0.693486,0.377635,0.033805,-0.0738802,0.898753,-0.321668,0.561466,0.526387,1.69677,0.760179,-0.460634,0.143246,0.0320863,1.08487,0.76171,0.453437,-0.263842,0.787342,0.539582,0.378828,0.574656,-2.26067,-0.276961,-1.01116,0.0815754,-0.033893,-0.758932,-0.29755,1.41207,1.78707,1.36743,1.59985,-0.75942,0.269062,-0.0610803,-0.164479,0.769436,-0.402403,0.445576,0.411893,1.53569,0.636379,-0.535837,0.0440037,-0.0627307,0.948149,0.637849,0.341847,0.73531,1.25512,3.05585,1.9305,2.27473,-0.996004,1.90034,0.98571,0.750305,1.66618,0.941139,1.40252,2.22527,2.61177,2.24973,3.00312,0.224764,2.26593,1.22791,2.64859,2.91471,2.48487,3.03605,2.11197,2.74685,1.96583,1.98044,1.69617,0.942659,1.23874,2.72575,1.74512,0.32403,0.221816,0.0449654,0.126695,0.0932377,0.730272,0.13007,0.27176,0.320755,0.158934,0.28067,0.197416,0.097504,0.0683845,0.0953732,0.0472849,0.444044,0.0939838,0.226547,0.0660757,0.0514312,0.0769257,0.0458236,0.107939,0.0602647,0.122837,0.121272,0.154966,0.280364,0.224655,0.0614712,0.148664
-3800.58,0.996443,0.0637448,6,63,0,3827.98,0.165506,0.106955,-0.441397,0.304762,-0.123589,-0.0623422,0.0515268,-0.735785,0.04554,0.37644,-0.392954,-0.314965,0.0845547,0.0402867,0.11764,0.99811,-0.364814,0.703035,0.61171,0.0911158,1.15007,-2.39747,-0.895926,-0.456053,0.159401,0.685053,-0.772022,-0.490437,0.88226,1.54884,1.85439,1.48927,-0.297304,-0.182498,-0.216175,0.623466,0.557214,-0.786915,0.212028,0.548807,1.46532,0.834841,-0.243696,-0.14613,0.135022,1.12162,0.558646,0.395231,-0.246484,0.819346,0.728193,0.208584,1.26554,-2.2753,-0.776593,-0.337551,0.276739,0.801398,-0.652923,-0.37187,0.998233,1.66356,1.96853,1.6041,-0.179102,-0.0645133,-0.0981265,0.739928,0.673801,-0.667787,0.329268,0.66541,1.58019,0.950903,-0.125595,-0.0282135,0.252407,1.23714,0.67523,0.512124,0.524042,1.14672,3.13791,1.51909,2.74515,-1.02193,1.25143,1.48028,0.689345,2.28101,0.826692,1.10774,1.59472,2.56355,2.56846,2.74549,0.815965,1.75332,0.91412,3.48786,2.66074,2.1647,2.82354,2.14502,2.80248,1.71798,2.28412,1.5456,1.01188,1.31272,2.28602,1.65352,0.371908,0.241089,0.0415703,0.179596,0.0603609,0.735349,0.222453,0.185385,0.334179,0.0927077,0.304345,0.248292,0.168721,0.0715215,0.0711958,0.0603417,0.306621,0.147629,0.286157,0.0296595,0.0653299,0.102965,0.0560653,0.104797,0.0571905,0.152132,0.0924466,0.175722,0.266612,0.212033,0.0922875,0.160634
-3803.1,0.985216,0.0637448,6,63,0,3824.37,-0.0821629,0.244818,0.739121,0.00513076,-0.218549,0.27997,-0.306593,0.681454,0.135217,0.159066,0.427524,0.220711,0.0585401,0.073462,0.0384124,0.948719,-0.341666,0.838103,0.152183,-0.215441,0.686616,-2.7375,-1.44455,-0.799618,-1.02771,0.209235,-0.871043,-0.204222,1.03782,1.3388,1.56131,1.78639,0.023231,0.157364,-0.421525,0.206123,0.625538,-0.024074,0.333517,0.0632049,2.21185,-0.0461488,-0.0290308,-0.402271,-0.0544898,0.564498,-0.201037,0.154583,-0.285732,0.833537,0.182791,-0.16598,0.689818,-2.55871,-1.33205,-0.720201,-0.936599,0.236918,-0.787962,-0.155337,1.02301,1.30856,1.51965,1.73319,0.0604521,0.187706,-0.361497,0.233965,0.631872,0.0155729,0.354826,0.0983761,2.13684,-0.00536987,0.0108703,-0.343229,-0.0132831,0.573962,-0.152315,0.185069,0.841672,1.15286,2.53192,1.42212,2.395,-1.13469,1.50882,1.21914,0.630037,1.9421,0.917222,1.54985,1.82705,2.0925,2.31284,3.20422,1.00576,2.12705,1.20668,2.81725,2.6883,2.6574,2.76249,1.80356,3.50848,1.85604,2.36,1.66427,1.08882,1.51917,2.48585,1.65609,0.301183,0.239967,0.0736508,0.194329,0.0835546,0.756703,0.181113,0.228087,0.347502,0.125417,0.285524,0.175108,0.13859,0.109828,0.0900653,0.0390073,0.267811,0.106495,0.230289,0.0563991,0.0636675,0.0655345,0.059385,0.141418,0.029072,0.135165,0.0862745,0.159189,0.25184,0.179583,0.076856,0.160287
