# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = E_NC2b_model
# start_datetime = 2022-04-23 08:22:29 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpasEk5l/standata-393458d3d2b.json
# init = 2 (Default)
# random
#   seed = 1316575528
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2b-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/real_chain/E_NC2b-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=E_NC2b_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0933168
# Diagonal elements of inverse mass matrix:
# 0.0345635, 0.0411596, 0.0650982, 0.0692839, 0.000208437, 0.0325669, 0.0298906, 0.156366, 0.200631, 0.241349, 0.172753, 0.201216, 0.244881, 0.281642, 0.204482, 0.133667, 0.188954, 0.16781, 0.159128, 0.161011, 0.190562, 0.204149, 0.248543, 0.166964, 0.193285, 0.155672, 0.263752, 0.209064, 0.236843, 0.237454, 0.193222, 0.231403, 0.189561, 0.214903, 0.232858, 0.163615, 0.167546, 0.295447, 0.208443, 0.00754538
307.861,0.98777,0.0933168,5,31,0,-285.061,0.324106,-0.0861096,0.212626,0.311566,0.0322385,0.27761,0.752977,-0.875482,1.34968,0.838348,0.318725,0.536716,-3.17366,-0.313181,-0.783479,-0.491538,0.665891,-0.565267,-0.410854,0.55202,1.14076,1.23546,1.89561,-0.731846,-0.363905,-0.430352,0.964841,0.47361,-0.252729,-0.0061937,0.48032,1.27979,0.122717,0.0159705,0.240509,-0.578492,0.567886,0.00701828,0.460654,6.17596,-0.381607,1.29389,0.908867,0.517602,0.681745,-2.11208,0.0417918,-0.312331,-0.092507,0.779011,-0.148023,-0.0317534,0.693269,1.13658,1.20788,1.70496,-0.273453,0.00359838,-0.0464351,1.00411,0.634228,0.0873111,0.272946,0.63928,1.24127,0.370013,0.289636,0.458708,-0.157981,0.705215,0.282895,0.624472,0.515034,1.83591,2.59376,1.7834,2.01202,-1.07907,1.67992,1.1469,0.868612,2.10928,1.18225,1.29852,1.47134,1.87202,2.04785,2.90628,0.579472,1.46283,1.04364,2.81796,2.15793,1.9334,1.99008,1.96955,2.23462,1.56125,1.97453,1.75111,0.747558,1.42029,1.92586,1.82579,0.374014,0.137536,0.0695409,0.143884,0.117947,0.746318,0.157106,0.241057,0.295543,0.108198,0.234648,0.214414,0.18674,0.133308,0.11427,0.0518439,0.359054,0.188036,0.260449,0.0563611,0.103592,0.126375,0.120248,0.122437,0.0966842,0.173467,0.121903,0.147907,0.321354,0.194616,0.12721,0.138741
303.283,0.97663,0.0933168,5,31,0,-291.517,0.0557757,0.104196,0.203731,0.244589,0.0567069,-0.109812,1.08665,-0.0947175,0.277571,-0.0278834,-0.162361,1.02455,-1.80421,-0.680711,-0.104414,-0.710358,0.659051,-0.722365,-0.0396851,0.545086,1.43431,1.18859,1.27326,-0.379175,0.479767,-0.511247,0.180424,0.88405,0.0831491,0.785012,0.161659,1.92729,0.428567,0.572399,-0.279968,0.170934,0.465962,0.465519,0.12017,4.63,-0.212736,0.19181,-0.140111,-0.286242,1.00351,-2.07035,-0.849506,-0.223273,-0.881722,0.606345,-0.894769,-0.152936,0.482505,1.44878,1.18177,1.27377,-0.521842,0.411526,-0.665358,0.0862456,0.85084,-0.0194579,0.74322,0.0658548,1.98448,0.35589,0.512185,-0.414039,0.0759335,0.396525,0.396044,0.0207711,0.82473,0.6055,1.88873,1.00541,2.40857,-0.81503,1.49222,1.40862,0.269159,2.01141,0.510292,1.25213,1.28058,2.20271,2.00067,2.45201,0.37709,2.04341,0.71235,2.34191,2.59614,2.29291,2.82876,1.47092,3.19206,1.89834,2.54102,1.29314,1.10263,1.0794,2.6362,1.199,0.30476,0.353086,0.13139,0.26788,0.0825215,0.69318,0.183589,0.196452,0.433114,0.118011,0.375125,0.222332,0.217451,0.0995073,0.119133,0.0792919,0.406829,0.114719,0.32908,0.0877109,0.0693871,0.0917115,0.0557895,0.186804,0.0394655,0.130297,0.073032,0.215321,0.249247,0.253621,0.0668444,0.231652
306.077,0.996584,0.0933168,5,31,0,-281.747,0.093801,-0.0549597,0.426509,0.440394,0.0442593,-0.140102,0.958315,-0.861227,0.978448,0.257004,-0.131462,0.91697,-1.57319,-0.354031,-0.718597,-0.425081,0.0459951,-0.553952,-0.218388,1.18144,1.03755,1.3545,1.07238,0.203153,-0.216629,-0.146541,0.94469,0.502809,0.185203,0.254222,0.847484,1.21462,0.134211,0.197388,0.0285181,-0.298866,0.850956,-0.0329303,0.129015,4.76215,-0.965428,0.79756,0.106189,-0.266083,0.738645,-1.64771,-0.479375,-0.828744,-0.547463,-0.0960238,-0.670963,-0.349386,0.992089,0.8542,1.15794,0.88758,0.0545828,-0.347701,-0.280534,0.765209,0.341748,0.0373817,0.103523,0.672055,1.02389,-0.0114849,0.0490582,-0.112772,-0.42651,0.675383,-0.171659,-0.0164646,-0.0041566,1.27198,2.14086,1.19321,2.28646,-0.504672,1.49986,0.896108,0.502327,1.45179,0.876853,1.19843,1.78295,1.59418,2.01199,2.25836,0.940586,1.37715,0.946293,2.97691,2.15512,2.29335,2.18245,2.21987,2.11794,1.35096,2.08373,1.38529,0.540441,1.37867,1.78698,1.35431,0.501039,0.218919,0.105189,0.232685,0.0922505,0.623557,0.182446,0.289851,0.376994,0.189726,0.29383,0.231755,0.143939,0.168797,0.11795,0.0946309,0.280782,0.201467,0.279631,0.0484798,0.103854,0.0916756,0.101338,0.0979803,0.107366,0.205714,0.110689,0.200161,0.368085,0.201223,0.143444,0.205166
307.209,0.921591,0.0933168,5,31,0,-282.999,-0.0524215,-0.36015,0.151961,0.555964,0.050279,0.263281,0.787091,0.277451,0.808214,0.123122,-0.155763,0.512838,-3.04697,-0.804768,-0.738533,-0.494459,0.408218,-0.947466,-0.735146,0.622477,1.95499,1.15737,1.64669,-0.671067,0.257142,-0.159343,-0.0405005,0.522401,-0.929269,0.56137,-0.5046,2.04605,0.550715,-0.35375,0.360144,0.336092,0.276684,0.691761,-0.044593,6.56283,0.48166,0.899419,0.360189,0.140681,0.666932,-2.13496,-0.370145,-0.318012,-0.125903,0.584586,-0.482462,-0.315347,0.753227,1.80204,1.17423,1.55937,-0.26491,0.465675,0.137864,0.231403,0.674458,-0.468139,0.705131,-0.133885,1.87371,0.696744,-0.0151524,0.546747,0.527816,0.481057,0.80776,0.228182,1.14657,1.01126,2.47149,1.59835,2.22516,-1.23793,1.45118,1.44134,0.63956,2.14282,1.07577,1.24289,1.26043,2.21555,1.85576,2.91649,0.386268,2.22502,1.10444,2.54382,2.53436,1.89456,2.86671,1.42435,2.68945,1.83277,2.09615,1.85221,1.22993,0.893905,2.73386,1.5853,0.241117,0.266734,0.0778812,0.168212,0.0975135,0.775204,0.18982,0.191339,0.345346,0.105004,0.254307,0.223934,0.2209,0.0983629,0.135198,0.0513444,0.404616,0.0975259,0.248908,0.0728428,0.073484,0.130726,0.053824,0.193981,0.0635989,0.137909,0.109472,0.135613,0.226193,0.290305,0.0610048,0.170047
301.736,0.943955,0.0933168,5,31,0,-292.027,0.376244,-0.335047,0.131543,0.248707,0.0442411,-0.0593362,0.650962,-1.12029,1.83621,0.523568,-0.62846,1.30717,-2.49963,-0.0740594,-1.21327,-0.127735,0.120178,-1.90129,-0.539148,1.55067,2.28172,1.81319,1.8113,-0.277662,-0.694615,0.300994,1.03092,1.05263,-0.186548,-0.121468,0.514511,2.22209,0.584518,-0.160337,0.44726,0.0382016,1.47061,0.208795,-0.315582,5.70256,-0.788603,1.13597,0.281487,-0.46844,0.79158,-1.6865,-0.107546,-0.849128,-0.142487,0.0188949,-1.297,-0.410301,0.950093,1.42598,1.12098,1.11975,-0.240084,-0.511504,0.136599,0.611754,0.625888,-0.180772,-0.138407,0.275591,1.38716,0.321163,-0.163709,0.231813,-0.0344684,0.897976,0.0765815,-0.264768,-0.0414037,1.39652,2.57721,1.25215,2.60065,-0.733484,1.6572,1.13691,0.693195,1.82797,0.512068,1.39877,1.56072,1.95197,1.89124,2.75186,0.499412,1.47453,1.14925,3.08444,2.70041,2.33616,2.20156,2.08466,2.26708,1.48384,2.13202,1.54453,0.74735,1.42589,1.94133,1.36734,0.510349,0.19837,0.0706196,0.222328,0.0690965,0.675569,0.160138,0.242888,0.333323,0.138481,0.374709,0.198011,0.173544,0.124338,0.131103,0.0599819,0.377679,0.186255,0.240627,0.0437536,0.0629493,0.0881723,0.0996106,0.110596,0.093886,0.184848,0.106024,0.175878,0.321399,0.19374,0.125502,0.20305
294.865,0.981424,0.0933168,5,63,0,-278.154,0.442187,-0.363401,-0.168319,-0.0838864,0.0442825,0.233715,0.572434,-0.124682,1.29842,-0.00767287,-0.764903,0.85061,-2.68025,0.686282,-1.40606,0.131951,0.366818,-1.70012,-0.913916,1.82341,2.46964,2.28408,2.10812,-0.947372,-0.549582,0.42214,0.225641,1.29077,-0.584116,0.781657,0.36584,3.1495,0.610013,-0.473681,0.89171,0.0172978,1.29126,-0.166006,-0.65418,6.24792,0.162342,0.976975,0.229322,-0.204142,0.720633,-1.30055,0.626566,-0.571161,0.309248,0.443694,-0.739494,-0.289442,1.2775,1.64742,1.5412,1.44047,-0.308594,-0.0808846,0.475362,0.362879,0.972598,-0.100653,0.681162,0.443134,2.03659,0.582907,-0.0374366,0.74416,0.243616,0.972873,0.138687,-0.14076,0.61251,0.940035,2.32025,1.31111,2.32445,-0.641964,2.09523,1.20979,0.84798,2.04751,0.864326,1.31438,1.59434,1.87618,2.02749,2.86716,0.140623,1.70007,1.19122,2.63094,2.84211,2.21169,2.81637,2.04695,2.61961,1.45039,2.05349,1.76327,0.731333,1.20741,1.71952,1.28593,0.351487,0.280893,0.0894597,0.212301,0.089118,0.655197,0.109561,0.229739,0.299857,0.114304,0.296436,0.211755,0.168774,0.132829,0.116347,0.0538009,0.464902,0.154457,0.23304,0.0671737,0.0550905,0.0987059,0.0564459,0.114361,0.067887,0.189941,0.1137,0.146382,0.324902,0.23016,0.151933,0.216543
