# 0.268642, 0.0983762, 0.089303, 0.105079, 0.0242737, 0.00752973, 0.176189, 0.0151356, 0.229494, 0.198963, 0.212539, 0.243362, 0.218181, 0.219099, 0.243714, 0.236652, 0.201802, 0.200019, 0.210297, 0.229625, 0.204339, 0.207981, 0.283154, 0.242354, 0.210036, 0.207299, 0.212184, 0.215477, 0.206855, 0.224317, 0.250209, 0.285392, 0.230294, 0.256396, 0.252666, 0.264649, 0.253318, 0.222523, 0.23029, 0.220628, 0.206048, 0.00615591, 0.209675, 0.207899, 0.209739, 0.209486, 0.208825, 0.208959, 0.209483, 0.210019, 0.208996, 0.209138, 0.208607, 0.209207, 0.209892, 0.209176, 0.208935, 0.209491, 0.209779, 0.208352, 0.208867, 0.209112, 0.209284, 0.209499, 0.209714, 0.210106, 0.208906, 0.210505, 0.20867, 0.208504, 0.208803, 0.209339, 0.209336, 0.208715, 0.209606, 0.208963, 0.208122, 0.209038, 0.209729, 0.209643, 0.208596, 0.209231, 0.209197, 0.208383, 0.208525, 0.209125, 0.208388, 0.209144, 0.208679, 0.209299, 0.209401, 0.208784, 0.20784, 0.209067, 0.209669, 0.209095, 0.209357, 0.209917, 0.208942, 0.209575, 0.209093, 0.208988, 0.208435, 0.209343, 0.209275, 0.209615, 0.20919, 0.209403, 0.209589, 0.209234, 0.209772, 0.208211, 0.209092, 0.209165, 0.208367, 0.208455, 0.208961, 0.209539, 0.20821, 0.20992, 0.209186, 0.209145, 0.239242, 0.107863, 0.239141, 0.238909, 0.238973, 0.238984, 0.239049, 0.238768, 0.238676, 0.238732, 0.239259, 0.239165, 9.76296e-05
7002.87,0.983893,0.00358699,6,63,0,-6930.84,0.389971,-0.00131617,0.21462,0.486562,-0.465988,0.178606,-0.53354,0.666662,-1.55268,-1.27949,-0.491955,-0.190324,-0.15357,0.72447,0.496316,-0.707457,-0.195222,-0.0936349,-0.713422,-0.839596,0.940776,-0.829604,-0.263327,0.257884,-0.678964,0.304983,-0.765757,-1.34294,-0.338777,-1.43654,-1.65951,-1.01919,-1.43075,-0.938641,-0.958713,-0.399121,-1.34475,0.238008,-1.43962,-1.18967,-0.193776,0.673105,0.0621768,-0.282777,-1.03427,0.347414,-0.423169,0.0283545,-0.825095,0.248873,-0.184591,-0.603596,-0.233704,-0.462979,0.370964,0.627735,0.234172,-0.374322,-0.737984,-0.435094,-0.702695,0.161823,-0.756345,-0.0104852,-0.580812,-1.1738,-0.796855,-0.722157,0.890549,-0.340382,-0.582168,-1.43949,-0.700999,-0.876098,-0.516615,-1.03641,1.31417,0.0569321,0.142144,-0.232589,0.107921,-1.63046,0.0602247,-0.353544,-0.138857,0.313864,0.0790736,0.733621,0.0139648,0.0997115,-0.905864,-0.317411,0.203005,-0.33605,-0.665849,-0.107645,0.517263,0.834213,-0.656956,0.581949,-0.603132,0.179866,1.11281,0.812004,-0.435358,-0.265074,-0.862234,-0.184339,-0.251098,-0.385721,-0.825503,0.519596,-0.981139,-0.603868,-0.345605,-0.86271,0.478197,0.734244,0.636758,-0.277199,-0.320204,-0.614461,-0.148658,0.0134897,-0.17959,-0.157198,-0.158196,-0.152611,-0.153832,-0.161739,-0.115921,-0.182717,-0.163796,-0.137674,0.204173,0.34123,0.075089,0.547615,0.864,0.490819,2.36032,0.924128,1.0648,1.07217,1.23071,0.063863,0.0291073,1.96072,-0.0184965,0.15683,0.491697,0.200345,1.45782,-0.15224,-0.0494624,0.510301,-0.872238,-0.337387,-0.855169,-0.640217,-0.193818,0.215755,0.642451,-0.812273,1.46169,-0.679317,0.064244
7004.63,0.923217,0.00358699,6,63,0,-6933.58,0.440499,-0.110874,0.161781,0.432518,-0.483056,0.183126,-0.612901,0.642797,-1.54946,-1.29497,-0.493909,-0.178818,-0.1249,0.733674,0.534272,-0.688967,-0.145779,-0.0877182,-0.737405,-0.807806,0.938704,-0.86466,-0.284316,0.236534,-0.699785,0.250575,-0.760492,-1.35659,-0.363849,-1.47043,-1.70435,-1.01659,-1.49119,-0.922653,-0.967184,-0.435227,-1.32717,0.183491,-1.44398,-1.1984,-0.157106,0.671651,0.0809461,-0.277723,-1.01841,0.362795,-0.431715,0.04017,-0.824106,0.258901,-0.156798,-0.597625,-0.236367,-0.44829,0.353489,0.61584,0.259018,-0.365614,-0.742383,-0.408027,-0.693693,0.164136,-0.732491,-0.00235912,-0.576509,-1.19617,-0.813797,-0.724331,0.893426,-0.343985,-0.560788,-1.45066,-0.682787,-0.861109,-0.509252,-1.02819,1.3568,0.0875138,0.134373,-0.19227,0.12122,-1.63024,0.0775656,-0.33915,-0.126353,0.326126,0.101898,0.729829,0.0478804,0.0886561,-0.913604,-0.288151,0.179538,-0.327207,-0.660518,-0.117939,0.543352,0.836883,-0.635542,0.584206,-0.599498,0.180228,1.12043,0.828775,-0.40108,-0.262095,-0.873942,-0.181979,-0.236198,-0.398406,-0.815634,0.539988,-0.962303,-0.624477,-0.347673,-0.860127,0.477546,0.761502,0.648913,-0.257699,-0.302407,-0.62929,-0.144222,0.0139531,-0.149308,-0.154307,-0.150048,-0.160169,-0.14649,-0.167219,-0.119651,-0.177135,-0.13274,-0.108708,0.20394,0.334487,0.0319189,0.504406,0.840859,0.467804,2.34809,0.904489,1.07089,1.0887,1.20581,-0.00693759,0.0133838,1.96751,-0.0523431,0.120709,0.452433,0.185254,1.41714,-0.150981,-0.0462547,0.487829,-0.91396,-0.37145,-0.884206,-0.709346,-0.18617,0.206592,0.600785,-0.814855,1.41031,-0.695494,0.0617778
7014.57,0.968641,0.00358699,9,575,0,-6937.45,0.297532,0.163919,0.299983,0.182427,-0.492474,0.198427,-0.375068,0.709203,-1.62925,-1.34513,-0.518185,-0.202147,-0.152464,0.627904,0.521885,-0.764622,-0.256112,-0.18353,-0.747326,-0.857648,1.01128,-0.774483,-0.207914,0.381655,-0.615972,0.337261,-0.683195,-1.29445,-0.272709,-1.35797,-1.24438,-0.489776,-0.94648,-0.460462,-0.546878,0.0642599,-0.867075,0.680583,-0.962975,-0.734143,-0.112139,0.606965,0.0997688,-0.260169,-1.05016,0.41383,-0.336479,0.115661,-0.753902,0.256153,-0.157957,-0.586579,-0.202886,-0.42059,0.395905,0.69731,0.288086,-0.342285,-0.722784,-0.377684,-0.640499,0.230286,-0.769476,0.0180611,-0.533151,-1.15628,-0.751766,-0.690498,0.918246,-0.280051,-0.522959,-1.43932,-0.710363,-0.82228,-0.488707,-1.0241,1.36399,0.103425,0.188307,-0.193707,0.140569,-1.62328,0.0917188,-0.337811,-0.072961,0.325363,0.131372,0.703958,0.0486325,0.126795,-0.832851,-0.2533,0.253167,-0.329693,-0.669557,-0.00954983,0.561631,0.829344,-0.595556,0.586246,-0.570683,0.179071,1.11601,0.882662,-0.398652,-0.255808,-0.845702,-0.175608,-0.195386,-0.404915,-0.800191,0.566312,-0.960318,-0.619234,-0.372867,-0.817559,0.536712,0.791759,0.622404,-0.182909,-0.305296,-0.603023,-0.283177,0.0169878,-0.297669,-0.295125,-0.283307,-0.288193,-0.276647,-0.279777,-0.248597,-0.315929,-0.270951,-0.273346,0.203152,0.45202,0.156487,0.660188,0.962809,0.588925,2.44612,1.02472,1.17841,1.16303,1.29581,0.134514,0.140145,2.0671,0.0606263,0.223693,0.596987,0.281546,1.53353,-0.0665775,0.0601177,0.602528,-0.783693,-0.283837,-0.753158,-0.54774,-0.119699,0.286629,0.757317,-0.731387,1.55643,-0.586515,0.163989
7007,0.995156,0.00358699,7,191,0,-6932.64,0.323183,0.109739,0.267957,0.0285179,-0.442461,0.193476,-0.442365,0.741869,-1.4946,-1.28608,-0.514896,-0.0876568,-0.112819,0.723539,0.540112,-0.628454,-0.165332,-0.0980254,-0.70788,-0.83037,0.99899,-0.782209,-0.268353,0.320074,-0.569622,0.359219,-0.681744,-1.27098,-0.269921,-1.41229,-1.08038,-0.47834,-0.868126,-0.344095,-0.416863,0.13635,-0.784836,0.78448,-0.889384,-0.592427,-0.199413,0.61861,0.080086,-0.321459,-1.03652,0.396116,-0.436925,0.0347013,-0.839858,0.275005,-0.0721659,-0.545312,-0.226564,-0.448033,0.381688,0.65963,0.341992,-0.362421,-0.741884,-0.37431,-0.615966,0.220791,-0.765249,0.00847901,-0.577682,-1.17597,-0.8289,-0.682015,0.948683,-0.346847,-0.499529,-1.48926,-0.662573,-0.812333,-0.437263,-1.02369,1.36646,0.0865865,0.0952132,-0.188176,0.141797,-1.61798,0.109614,-0.312499,-0.136351,0.298313,0.0745677,0.776224,0.0304629,0.0677335,-0.895779,-0.276725,0.188829,-0.34781,-0.700608,-0.0641209,0.545639,0.894404,-0.651817,0.607093,-0.628623,0.211085,1.07447,0.823458,-0.455637,-0.261399,-0.798758,-0.160961,-0.211399,-0.406352,-0.810102,0.553084,-0.965268,-0.645083,-0.371219,-0.832592,0.462726,0.811157,0.622524,-0.237188,-0.350938,-0.643234,-0.261977,0.0221586,-0.273241,-0.252409,-0.265774,-0.27665,-0.263001,-0.282561,-0.234452,-0.289442,-0.259717,-0.214478,0.203385,0.439237,0.111772,0.607741,0.977325,0.586812,2.43624,1.01021,1.16599,1.17363,1.29501,0.117938,0.130027,2.03229,0.0527969,0.219329,0.583044,0.306254,1.51871,-0.0582404,0.0459246,0.601138,-0.81163,-0.281704,-0.77929,-0.574195,-0.117454,0.313282,0.740309,-0.712043,1.53747,-0.600271,0.165379
7013.87,0.997449,0.00358699,6,63,0,-6940.24,0.311478,0.140455,0.29585,0.0894542,-0.439042,0.198925,-0.42857,0.719124,-1.5182,-1.24941,-0.486628,-0.0769925,-0.108549,0.7287,0.537814,-0.644669,-0.179707,-0.0818811,-0.691038,-0.851673,1.03525,-0.758481,-0.2669,0.290691,-0.590825,0.403618,-0.646089,-1.24598,-0.245971,-1.40437,-1.08738,-0.482351,-0.882312,-0.351421,-0.467692,0.073947,-0.845323,0.750189,-0.907217,-0.602471,-0.243782,0.635398,0.0761457,-0.325786,-1.05883,0.389235,-0.430706,0.0376605,-0.82791,0.232023,-0.0910808,-0.585828,-0.228457,-0.463939,0.379642,0.649628,0.338027,-0.348893,-0.743808,-0.414469,-0.629945,0.219374,-0.790384,0.0132877,-0.5655,-1.17735,-0.848234,-0.676126,0.918588,-0.351249,-0.558294,-1.50376,-0.676786,-0.820432,-0.460226,-1.02701,1.37695,0.0446001,0.100215,-0.232214,0.139781,-1.63926,0.114111,-0.348912,-0.148387,0.298619,0.047018,0.732543,0.0225509,0.0762227,-0.918078,-0.30441,0.175965,-0.382036,-0.71274,-0.0790962,0.528448,0.838561,-0.649544,0.567467,-0.63044,0.197452,1.07937,0.831292,-0.476415,-0.299685,-0.824201,-0.164114,-0.239203,-0.415644,-0.835545,0.531254,-0.984213,-0.656538,-0.380862,-0.828344,0.462437,0.79386,0.615389,-0.258203,-0.353994,-0.640176,-0.27748,0.0245847,-0.288825,-0.280747,-0.283172,-0.289768,-0.275353,-0.291265,-0.233513,-0.313762,-0.273993,-0.251444,0.20352,0.443882,0.173887,0.670523,1.00212,0.614977,2.4783,1.02664,1.17215,1.19209,1.34358,0.1577,0.144491,2.09521,0.104717,0.258602,0.579328,0.305983,1.58879,0.000296327,0.102344,0.653002,-0.773708,-0.235985,-0.722083,-0.53176,-0.0745827,0.336536,0.752964,-0.707256,1.57014,-0.554501,0.215317
7010.93,0.969386,0.00358699,8,447,0,-6947.13,0.328458,0.169594,0.267318,0.0803954,-0.436024,0.183792,-0.408269,0.707053,-1.50098,-1.29255,-0.49586,-0.135837,-0.139013,0.706925,0.506915,-0.646049,-0.192398,-0.0994019,-0.705565,-0.850692,1.04446,-0.726741,-0.218221,0.312787,-0.569896,0.418325,-0.653173,-1.21356,-0.222195,-1.35827,-1.09967,-0.486877,-0.904608,-0.36774,-0.405112,0.145145,-0.830843,0.753326,-0.907406,-0.602106,-0.240567,0.643044,0.0808481,-0.300619,-1.04998,0.381767,-0.409034,0.042237,-0.790558,0.268829,-0.14542,-0.570135,-0.256301,-0.446517,0.376783,0.661781,0.235975,-0.377985,-0.719112,-0.44228,-0.636524,0.186987,-0.770635,-0.0246094,-0.531015,-1.19729,-0.787838,-0.68361,0.886987,-0.32765,-0.560958,-1.48004,-0.727334,-0.836934,-0.504062,-1.01143,1.36099,0.0490914,0.127554,-0.19123,0.0903513,-1.63998,0.0850249,-0.358916,-0.11042,0.342106,0.110469,0.722649,0.0173299,0.0891397,-0.856737,-0.325402,0.168289,-0.333433,-0.67489,-0.0309387,0.498442,0.820982,-0.654678,0.567769,-0.595505,0.1712,1.03509,0.801449,-0.418846,-0.248227,-0.808278,-0.175711,-0.254917,-0.381888,-0.841216,0.573737,-0.961116,-0.583676,-0.413848,-0.831612,0.48701,0.770973,0.57758,-0.235965,-0.381104,-0.675423,-0.270752,0.0256784,-0.280932,-0.271139,-0.258259,-0.284179,-0.265413,-0.298977,-0.238267,-0.297882,-0.269957,-0.245355,0.203812,0.455549,0.142655,0.661266,0.98508,0.615,2.43866,1.04161,1.17998,1.1779,1.32419,0.172798,0.146555,2.06222,0.0956144,0.254994,0.578297,0.299604,1.56044,-0.0323741,0.0768214,0.635689,-0.766849,-0.257209,-0.728049,-0.559554,-0.0821275,0.349205,0.77511,-0.710578,1.53702,-0.573968,0.193207
7021.1,0.907543,0.00358699,7,255,0,-6954.26,0.286322,0.173979,0.266047,0.0826595,-0.450726,0.18668,-0.401057,0.737137,-1.52647,-1.31432,-0.521636,-0.143369,-0.155241,0.682622,0.495858,-0.679193,-0.2044,-0.125411,-0.721497,-0.870016,1.05839,-0.710999,-0.194871,0.339746,-0.562402,0.423322,-0.645012,-1.21589,-0.213259,-1.34513,-1.08096,-0.485505,-0.885512,-0.365889,-0.426712,0.143607,-0.806325,0.754775,-0.886245,-0.606071,-0.148985,0.648307,0.0938075,-0.333172,-1.05182,0.346662,-0.405698,0.0542266,-0.801139,0.245484,-0.146979,-0.613615,-0.253464,-0.435064,0.379579,0.610928,0.291836,-0.37898,-0.769548,-0.399126,-0.680372,0.223334,-0.786466,-0.0085125,-0.596075,-1.18083,-0.809041,-0.710463,0.886185,-0.372531,-0.571154,-1.46109,-0.68423,-0.884304,-0.51351,-1.03488,1.35132,0.085213,0.125619,-0.211625,0.131838,-1.64537,0.0757476,-0.363895,-0.102209,0.271,0.0477547,0.75909,0.0292075,0.0728387,-0.92035,-0.288137,0.230493,-0.332914,-0.689612,-0.10012,0.580731,0.857948,-0.616196,0.570118,-0.631615,0.18238,1.09571,0.833348,-0.447795,-0.287019,-0.854567,-0.173196,-0.238306,-0.444375,-0.846339,0.543165,-0.980531,-0.668405,-0.356894,-0.851332,0.482567,0.738781,0.646386,-0.249074,-0.309119,-0.629118,-0.234058,0.0257614,-0.243229,-0.229677,-0.220017,-0.249942,-0.228306,-0.256978,-0.197214,-0.256646,-0.230145,-0.203534,0.204127,0.431551,0.108121,0.610035,0.960798,0.566342,2.40497,0.994034,1.14724,1.14763,1.28171,0.12863,0.0963844,2.04035,0.0689706,0.220878,0.547405,0.269611,1.53383,-0.070086,0.0445702,0.603438,-0.803882,-0.267067,-0.791774,-0.58579,-0.124304,0.286144,0.727919,-0.742281,1.50131,-0.60184,0.155783
7004.91,0.977355,0.00358699,6,63,0,-6946.36,0.338893,0.072127,0.249932,0.077121,-0.480242,0.188892,-0.280386,0.738344,-1.52567,-1.27111,-0.428477,-0.134634,-0.0882185,0.754637,0.591558,-0.621899,-0.122952,-0.0521597,-0.657428,-0.790806,1.02876,-0.748557,-0.166204,0.38725,-0.557375,0.394381,-0.642271,-1.25133,-0.232822,-1.31119,-1.12206,-0.46399,-0.899685,-0.382195,-0.438591,0.147322,-0.807395,0.768055,-0.862325,-0.63751,-0.0927702,0.631579,0.0890929,-0.349209,-1.09823,0.345417,-0.389397,0.0665305,-0.868842,0.242662,-0.16992,-0.604312,-0.254973,-0.468234,0.335973,0.652763,0.256421,-0.38017,-0.754945,-0.379586,-0.630726,0.189029,-0.765709,-0.00147964,-0.558891,-1.17147,-0.833692,-0.720802,0.900999,-0.352804,-0.544551,-1.5143,-0.732762,-0.879365,-0.534938,-1.06333,1.38471,0.0730271,0.0953002,-0.213352,0.135045,-1.65293,0.0809878,-0.365336,-0.101273,0.316421,0.0597988,0.768028,0.0194608,0.072549,-0.868025,-0.277701,0.17741,-0.37639,-0.638286,-0.073851,0.545283,0.848556,-0.616959,0.570571,-0.62246,0.169243,1.13977,0.83943,-0.438276,-0.288686,-0.856912,-0.164797,-0.261061,-0.416738,-0.839556,0.527548,-0.981455,-0.622341,-0.423446,-0.894375,0.443082,0.740944,0.589795,-0.24381,-0.354575,-0.650903,-0.255448,0.0225297,-0.280053,-0.271581,-0.248902,-0.266737,-0.262998,-0.261604,-0.222454,-0.283337,-0.254615,-0.224568,0.203616,0.451114,0.145027,0.667838,0.962416,0.59118,2.4703,1.04293,1.22469,1.20815,1.33764,0.158932,0.129416,2.05529,0.0627477,0.247014,0.598778,0.319395,1.55787,-0.039425,0.0619214,0.617614,-0.754241,-0.242005,-0.77746,-0.567479,-0.10192,0.303764,0.752716,-0.736314,1.55631,-0.556453,0.177077
7007.63,0.997666,0.00358699,6,63,0,-6944.89,0.225142,0.134384,0.361755,0.0561168,-0.510208,0.15279,-0.0922843,0.707243,-1.59857,-1.35163,-0.437129,-0.271558,-0.177467,0.749499,0.474998,-0.743511,-0.163131,-0.0557482,-0.73429,-0.783109,0.972426,-0.809673,-0.176211,0.321609,-0.668411,0.290249,-0.756822,-1.30825,-0.320494,-1.38387,-1.12481,-0.356102,-0.85232,-0.371395,-0.264204,0.276095,-0.676149,0.870852,-0.760488,-0.585889,-0.33932,0.601783,0.0139229,-0.318418,-1.04296,0.331076,-0.414982,0.00809032,-0.802525,0.237796,-0.131584,-0.611675,-0.232257,-0.45223,0.364078,0.603092,0.240387,-0.404141,-0.774925,-0.457906,-0.677839,0.219073,-0.814827,-0.0180941,-0.590255,-1.17227,-0.868362,-0.690279,0.869456,-0.340608,-0.562022,-1.50501,-0.704288,-0.851531,-0.545763,-1.06541,1.30996,0.0643088,0.0877955,-0.215932,0.103605,-1.6391,0.0714453,-0.330134,-0.130992,0.304413,0.0648208,0.742649,-0.0223625,0.0991124,-0.933692,-0.243983,0.18623,-0.349505,-0.705013,-0.0927197,0.559633,0.799222,-0.635038,0.566665,-0.61936,0.161521,1.04063,0.812587,-0.456946,-0.262304,-0.823846,-0.208275,-0.263251,-0.408677,-0.852096,0.539167,-0.990268,-0.636551,-0.394329,-0.875533,0.40445,0.725128,0.627087,-0.231216,-0.335199,-0.677758,-0.0969302,0.0246239,-0.108179,-0.110055,-0.0995203,-0.104539,-0.0930813,-0.107744,-0.055033,-0.133933,-0.0917228,-0.0594918,0.203902,0.28075,-0.0200491,0.506786,0.816805,0.419296,2.30351,0.877397,1.04538,1.03023,1.19997,0.00798007,-0.0262749,1.92856,-0.082192,0.0804564,0.459778,0.176509,1.39189,-0.202918,-0.0953932,0.448561,-0.926616,-0.398451,-0.897733,-0.707988,-0.234345,0.172203,0.566996,-0.857122,1.40391,-0.69202,0.0230357
6998.68,0.940783,0.00358699,6,63,0,-6946.13,0.202808,0.134847,0.39039,0.075162,-0.537178,0.15619,-0.0578885,0.704886,-1.63952,-1.35366,-0.424611,-0.2876,-0.154993,0.743867,0.486077,-0.79492,-0.154481,-0.0697441,-0.729727,-0.761484,0.943976,-0.809882,-0.161245,0.339697,-0.68037,0.272773,-0.755462,-1.30474,-0.321009,-1.36591,-1.14973,-0.343632,-0.83898,-0.350117,-0.258451,0.314526,-0.659445,0.872114,-0.775091,-0.600785,-0.349064,0.595753,0.0738845,-0.254453,-1.11107,0.330992,-0.449291,0.0097851,-0.823245,0.226909,-0.147818,-0.598206,-0.294755,-0.464706,0.38601,0.643071,0.266666,-0.416368,-0.768963,-0.422299,-0.672199,0.21861,-0.783976,-0.00698031,-0.576933,-1.2392,-0.854531,-0.744672,0.888227,-0.338158,-0.57164,-1.53557,-0.708085,-0.824007,-0.508257,-1.03928,1.32095,0.088851,0.135365,-0.185746,0.12242,-1.67535,0.0955379,-0.382132,-0.130974,0.314347,0.0657213,0.72341,0.0552585,0.0718675,-0.904076,-0.285766,0.157624,-0.323583,-0.675968,-0.0897838,0.530435,0.835797,-0.62949,0.559358,-0.632533,0.178141,1.1016,0.829059,-0.428,-0.275549,-0.867684,-0.206752,-0.241984,-0.425859,-0.859441,0.521912,-1.01268,-0.618288,-0.40974,-0.830224,0.419725,0.757301,0.570662,-0.263064,-0.345139,-0.683603,-0.0850427,0.0246703,-0.122404,-0.0991281,-0.101554,-0.114457,-0.0996574,-0.101945,-0.0574212,-0.121451,-0.0864181,-0.0686562,0.203859,0.28424,-0.0019133,0.514296,0.817419,0.427762,2.32045,0.868871,1.03831,1.04705,1.19745,0.00622796,-0.0195473,1.91658,-0.0780207,0.0702385,0.455771,0.179814,1.39858,-0.201676,-0.0665221,0.454624,-0.918559,-0.4078,-0.936727,-0.709851,-0.223978,0.164164,0.583942,-0.877494,1.40117,-0.730513,0.0128184
7007.47,0.993454,0.00358699,6,63,0,-6937.16,0.21735,0.122253,0.347182,0.0541784,-0.523727,0.168776,0.0105828,0.725995,-1.65371,-1.34076,-0.448344,-0.260403,-0.145818,0.707335,0.510279,-0.793863,-0.183298,-0.102625,-0.733877,-0.788535,0.940314,-0.806444,-0.184786,0.332879,-0.669313,0.282153,-0.735288,-1.31563,-0.32444,-1.37734,-1.13391,-0.33063,-0.86467,-0.355583,-0.284569,0.288361,-0.690782,0.848276,-0.78845,-0.623151,-0.315133,0.592055,0.0653454,-0.292208,-1.08021,0.312738,-0.385033,0.0896464,-0.838337,0.268171,-0.148439,-0.572497,-0.244798,-0.4822,0.372418,0.644775,0.311734,-0.350212,-0.761449,-0.41523,-0.661277,0.239328,-0.821052,-0.0163021,-0.52865,-1.1871,-0.822742,-0.686002,0.913805,-0.337572,-0.595324,-1.47058,-0.728069,-0.834472,-0.488504,-1.02258,1.35083,0.0714964,0.149047,-0.220655,0.135625,-1.64123,0.115165,-0.354006,-0.13076,0.295148,0.0651188,0.714826,0.0421764,0.100441,-0.918248,-0.27771,0.165962,-0.351429,-0.684106,-0.0615915,0.539745,0.833136,-0.637921,0.56568,-0.626328,0.177525,1.10157,0.842789,-0.448611,-0.279249,-0.839101,-0.186691,-0.238252,-0.430366,-0.859222,0.552378,-0.970832,-0.605556,-0.403026,-0.802198,0.446168,0.757503,0.560953,-0.226259,-0.394593,-0.642216,-0.114103,0.0229724,-0.141005,-0.130076,-0.108577,-0.120193,-0.11287,-0.127086,-0.0911213,-0.140126,-0.125679,-0.086493,0.203868,0.281774,0.0205269,0.526945,0.827349,0.449245,2.32083,0.89389,1.03685,1.04804,1.19273,0.0105486,-0.00528418,1.90774,-0.0737275,0.0765784,0.44873,0.172017,1.39895,-0.192684,-0.0727359,0.450951,-0.922013,-0.393545,-0.891859,-0.721758,-0.232084,0.193969,0.617536,-0.869859,1.41409,-0.711476,0.00860019
7011.79,0.984155,0.00358699,9,703,0,-6954.96,0.168016,0.177515,0.3546,0.128067,-0.519461,0.177194,-0.0842797,0.693235,-1.6544,-1.38449,-0.511646,-0.250636,-0.138655,0.665361,0.478527,-0.821622,-0.237234,-0.150741,-0.768836,-0.834421,0.976529,-0.817743,-0.203279,0.360605,-0.649098,0.288299,-0.727437,-1.30961,-0.278726,-1.36549,-1.19406,-0.388356,-0.870189,-0.398572,-0.3824,0.22267,-0.73717,0.756665,-0.846435,-0.632562,-0.226445,0.600412,0.052528,-0.292954,-1.07401,0.354806,-0.439877,0.0539455,-0.790676,0.240502,-0.161109,-0.566503,-0.269259,-0.461986,0.341626,0.612669,0.241726,-0.37908,-0.775305,-0.383657,-0.688971,0.200864,-0.7896,-0.0457334,-0.58223,-1.19022,-0.812534,-0.731987,0.892491,-0.363399,-0.597975,-1.50833,-0.718459,-0.870586,-0.526816,-1.07806,1.3098,0.0521876,0.0918818,-0.220281,0.144617,-1.70707,0.0603575,-0.332238,-0.0969864,0.280708,0.104206,0.681043,0.0287429,0.0666545,-0.886213,-0.300864,0.194981,-0.33038,-0.721133,-0.0721896,0.535681,0.841667,-0.659122,0.548993,-0.604454,0.199611,1.04768,0.775884,-0.482267,-0.288184,-0.880493,-0.210754,-0.254059,-0.474532,-0.841986,0.510874,-0.961779,-0.595699,-0.3882,-0.863684,0.429033,0.74541,0.566072,-0.232689,-0.401132,-0.679128,-0.100132,0.0240315,-0.114954,-0.105268,-0.0926925,-0.0969138,-0.0849702,-0.0964119,-0.0476382,-0.122508,-0.0724174,-0.0639253,0.204389,0.303394,-0.00600929,0.493774,0.836951,0.470048,2.31358,0.867709,1.02247,1.02215,1.17214,-0.0119856,-0.0194751,1.91835,-0.108726,0.0480188,0.447988,0.157854,1.37826,-0.216778,-0.0847789,0.472619,-0.931604,-0.423164,-0.908454,-0.691882,-0.249313,0.15818,0.615104,-0.868435,1.37402,-0.723735,0.0403964
7003.06,0.966413,0.00358699,6,63,0,-6944.14,-0.0752277,0.281783,0.299573,-0.202481,-0.267342,0.270812,-0.498325,0.684228,-1.29614,-1.13465,-0.647686,0.19202,-0.0820323,0.673824,0.61649,-0.324951,-0.202979,-0.101812,-0.636892,-1.02309,1.11962,-0.806125,-0.552654,0.225953,-0.433101,0.467996,-0.629547,-1.23663,-0.274322,-1.5067,-0.593855,-0.407389,-0.570123,0.0823515,-0.418159,0.0565464,-0.767941,0.911994,-0.741349,-0.263528,-0.202801,0.621537,0.125637,-0.302642,-0.965429,0.398523,-0.361207,0.0814309,-0.762034,0.282927,-0.0833964,-0.588265,-0.21009,-0.431038,0.464217,0.733029,0.328826,-0.325308,-0.722282,-0.381554,-0.58524,0.230205,-0.811852,0.0601179,-0.510704,-1.21132,-0.791866,-0.644983,0.915108,-0.295018,-0.533445,-1.45611,-0.617604,-0.791617,-0.434202,-1.00267,1.42892,0.117867,0.161867,-0.159533,0.128143,-1.57597,0.127263,-0.32048,-0.086716,0.337214,0.092907,0.78857,0.0488068,0.124564,-0.823243,-0.284808,0.232267,-0.327986,-0.628501,-0.00278091,0.571597,0.858564,-0.57991,0.618285,-0.608291,0.192133,1.12368,0.895783,-0.394547,-0.206874,-0.7747,-0.146114,-0.252828,-0.377443,-0.796295,0.58125,-0.933765,-0.63579,-0.345139,-0.798089,0.533593,0.818847,0.658615,-0.198329,-0.275053,-0.556686,-0.135516,0.0340549,-0.125402,-0.119031,-0.112236,-0.13142,-0.124294,-0.134013,-0.0955182,-0.150188,-0.132492,-0.0814167,0.203451,0.279026,-0.0372469,0.437339,0.780476,0.439584,2.26929,0.84551,1.01208,1.01275,1.14659,-0.0390321,-0.0360947,1.91895,-0.12661,0.0709136,0.405924,0.117197,1.34357,-0.231737,-0.112027,0.426977,-0.968785,-0.447583,-0.925529,-0.728827,-0.270921,0.148438,0.5469,-0.906348,1.33848,-0.749052,0.0119604
