# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJb_C_sim1_model
# start_datetime = 2022-02-22 08:54:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpKk1edD/standata-495415351d46.json
# init = 2 (Default)
# random
#   seed = 1661923731
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_C_sim1-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_C_sim1-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJb_C_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_HJb,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00406862
# Diagonal elements of inverse mass matrix:
# 0.0976117, 0.0809497, 0.0138681, 0.0819207, 0.0820447, 0.082048, 0.0820311, 0.0820161, 0.082052, 0.0818776, 0.0821884, 0.0818013, 0.0820524, 0.0816513, 0.0817727, 0.0819405, 0.081904, 0.0819802, 0.0819545, 0.0821597, 0.0817702, 0.081712, 0.0822019, 0.0820425, 0.0820838, 0.0822277, 0.0819795, 0.0816829, 0.0818991, 0.0823375, 0.082146, 0.0816086, 0.0818617, 0.0819819, 0.0820284, 0.00521149, 0.00543471, 0.00161107, 0.00163518, 0.00171494, 0.00167452, 0.0016168, 0.00161893, 0.00159095, 0.0016323, 0.00168187, 0.00163448, 0.00163299, 0.00166126, 0.00161566, 0.00167405, 0.0016002, 0.00163742, 0.00169687, 0.00171373, 0.00164408, 0.00164782, 0.00158858, 0.00163359, 0.00171216, 0.00168198, 0.00165733, 0.00166265, 0.00165214, 0.00169251, 0.00161924, 0.00170853, 0.00164604, 0.00165919, 0.00160772, 0.00160137, 0.00164459, 0.00161954, 0.00166368, 0.00164923, 0.00160877, 0.00172916, 0.00165747, 0.00166039, 0.00163786, 0.00165026, 0.00163628, 0.00169122, 0.00164636, 0.00160759, 0.00167204, 0.00160943, 0.00167328, 0.00162484, 0.00161357, 0.00167014, 0.0016732, 0.001689, 0.00161468, 0.00165488, 0.00164907, 0.00160495, 0.00170424, 0.00167632, 0.00159571, 0.00161726, 0.00161115, 0.00161194, 0.0016718, 0.00164263, 0.00172423, 0.00165485, 0.00162025, 0.0016464, 0.00161618, 0.00162235, 0.00173765, 0.00164542, 0.00162466, 0.00169223, 0.00158183, 0.00163944, 9.07553e-05
21499.7,0.999903,0.00406862,8,255,0,-21451.4,0.324925,-0.571279,0.616344,0.00107554,-0.78321,-0.231961,-1.56706,-1.19054,0.459369,-1.47256,-0.548615,-0.207734,0.00719093,-1.02544,0.0116791,-0.806033,-0.616509,-0.325609,-0.914139,-1.09757,-0.515439,-0.914183,-0.10138,-0.608404,-0.6402,-0.905223,-1.32468,-0.908504,-1.42475,0.65741,0.413678,-0.513089,-0.101108,-0.446949,-0.528374,0.277171,0.483586,0.523523,0.232817,-0.415896,0.750208,0.130423,0.499339,-0.193672,0.648683,0.372381,-0.0233375,0.275164,0.107088,0.726212,0.93996,0.650656,0.174286,-0.146331,0.133806,-0.073355,0.645765,-0.189482,0.451047,-0.00683876,-0.604111,-0.235363,-0.0847132,1.14651,0.193664,0.0124722,-0.975735,-0.129002,-0.270583,0.0476058,-0.465467,1.50209,0.506616,0.573855,0.300168,0.554213,-1.29845,0.514998,0.21022,0.414889,0.670518,0.548033,1.04415,0.483616,0.504704,-0.289135,0.242595,0.607913,0.176853,-0.11079,0.438069,0.888631,1.08117,-0.0409399,0.908471,-0.0326632,0.619015,1.32264,1.11796,0.113197,0.23903,-0.225379,0.324363,0.264031,0.161064,-0.275589,0.8434,-0.375057,-0.0677044,0.159141,-0.249304,0.820345,1.04407,0.925365,0.295042,0.198632,-0.0475213,0.0208697,0.326001,-0.458285,0.0929645,-1.24214,-0.865611,0.784294,-1.14763,-0.22369,0.117191,0.332116,-0.700511,0.336605,-0.481108,-0.291583,-0.000683328,-0.589213,-0.772642,-0.190514,-0.589257,0.223546,-0.283479,-0.315275,-0.580297,-0.999759,-0.583578,-1.09982,0.982335,0.738604,-0.188163,0.223817,-0.122024,-0.203448
21486.1,0.825552,0.00406862,8,255,0,-21427.2,0.33459,-0.419909,0.699857,0.00230854,-0.799033,-0.248586,-1.59827,-1.20332,0.429799,-1.48776,-0.560096,-0.205003,-0.00674197,-1.03343,-0.00975127,-0.817045,-0.629286,-0.32142,-0.924851,-1.11564,-0.534823,-0.924469,-0.101299,-0.609146,-0.652441,-0.923084,-1.3336,-0.91108,-1.43533,0.648645,0.413329,-0.510691,-0.119869,-0.461556,-0.540984,0.307756,0.458659,0.509458,0.240575,-0.406844,0.745364,0.128623,0.50947,-0.230869,0.650944,0.354215,-0.0268083,0.303015,0.112437,0.727077,0.935853,0.671149,0.189913,-0.168142,0.140901,-0.0804119,0.651861,-0.196196,0.465961,-0.0245215,-0.602318,-0.219945,-0.0645657,1.14175,0.214676,-0.00933661,-0.926789,-0.157957,-0.269727,0.0598468,-0.436246,1.52395,0.514084,0.552678,0.32515,0.54927,-1.30693,0.535274,0.194534,0.378594,0.658011,0.573231,1.0349,0.495586,0.535536,-0.290875,0.215459,0.627386,0.18066,-0.108799,0.43982,0.924439,1.11672,-0.0535698,0.894681,-0.0116458,0.594035,1.3098,1.11562,0.115124,0.229,-0.241683,0.323237,0.24458,0.144276,-0.268647,0.842891,-0.41289,-0.0388656,0.150269,-0.276264,0.825182,1.05958,0.93108,0.270633,0.211629,-0.0355006,0.0210445,0.336899,-0.464443,0.0860041,-1.26368,-0.868727,0.764389,-1.15317,-0.225506,0.129587,0.327848,-0.698839,0.324839,-0.482455,-0.294695,0.0131701,-0.590261,-0.781046,-0.200233,-0.589879,0.233291,-0.274556,-0.317851,-0.588494,-0.99901,-0.57649,-1.10074,0.983235,0.747919,-0.176101,0.214721,-0.126966,-0.206394
21479.4,0.879265,0.00406862,8,255,0,-21423,0.333437,-0.386951,0.688974,-0.00118113,-0.792319,-0.250099,-1.59675,-1.20364,0.430385,-1.48547,-0.556335,-0.205893,-0.00800062,-1.03656,-0.00723681,-0.816303,-0.631667,-0.319809,-0.929664,-1.11286,-0.531695,-0.925534,-0.102752,-0.611335,-0.652068,-0.917147,-1.33334,-0.910797,-1.43404,0.647182,0.410619,-0.512921,-0.116803,-0.454038,-0.533828,0.29563,0.470587,0.507781,0.244958,-0.404397,0.742198,0.116106,0.507346,-0.228933,0.646225,0.368004,-0.0178189,0.300672,0.115656,0.722579,0.93302,0.667001,0.190125,-0.163919,0.130628,-0.0736774,0.648215,-0.191745,0.457982,-0.0328937,-0.613424,-0.218629,-0.0596915,1.14802,0.211447,-0.00655565,-0.931915,-0.152563,-0.26856,0.068016,-0.440915,1.5093,0.508077,0.557172,0.333899,0.551505,-1.3125,0.525609,0.190551,0.381594,0.655415,0.565875,1.03933,0.494168,0.534834,-0.296291,0.21109,0.625764,0.182704,-0.0940314,0.44183,0.926776,1.1227,-0.0593395,0.903893,-0.00901357,0.589825,1.2978,1.11636,0.110824,0.224388,-0.244499,0.337214,0.243088,0.160361,-0.254682,0.837508,-0.416793,-0.0460558,0.152069,-0.275317,0.827572,1.06212,0.936811,0.274637,0.210992,-0.0377612,0.0210376,0.332256,-0.458882,0.0833385,-1.26331,-0.870199,0.763822,-1.15203,-0.222898,0.127544,0.325437,-0.703122,0.3262,-0.482866,-0.29823,0.0136282,-0.596227,-0.779419,-0.198258,-0.592097,0.230686,-0.277898,-0.31863,-0.58371,-0.999907,-0.57736,-1.1006,0.980619,0.744056,-0.179484,0.216634,-0.120601,-0.200391
21488.8,0.923477,0.00406862,8,255,0,-21418.7,0.342417,-0.510123,0.710298,-0.0169565,-0.799122,-0.251305,-1.59748,-1.21655,0.42502,-1.48723,-0.564887,-0.193193,0.00690647,-1.03525,-0.00792246,-0.827333,-0.62991,-0.335073,-0.925488,-1.11171,-0.528039,-0.924211,-0.139946,-0.618172,-0.651758,-0.921806,-1.3312,-0.921697,-1.44654,0.629812,0.407304,-0.529867,-0.116934,-0.467154,-0.54867,0.289969,0.473827,0.490764,0.21489,-0.40318,0.747845,0.127861,0.508768,-0.225423,0.647871,0.350965,-0.0369169,0.295019,0.114665,0.740014,0.934103,0.665035,0.199801,-0.153879,0.136314,-0.0885312,0.664874,-0.185715,0.451854,-0.0300831,-0.594828,-0.232387,-0.0862913,1.11636,0.20581,0.003738,-0.94915,-0.139981,-0.259938,0.0592299,-0.434488,1.52646,0.508254,0.56387,0.320446,0.54517,-1.31037,0.5157,0.204536,0.405354,0.657806,0.553436,1.04169,0.495965,0.52067,-0.292161,0.227626,0.606037,0.197605,-0.1085,0.452302,0.907448,1.0947,-0.0530254,0.894171,-0.033375,0.606845,1.30567,1.12305,0.110431,0.214036,-0.241873,0.329183,0.255528,0.157137,-0.273153,0.823739,-0.4045,-0.0470183,0.162932,-0.251228,0.8042,1.07489,0.926543,0.284281,0.21137,-0.0520426,0.0211049,0.32546,-0.456705,0.0911122,-1.25507,-0.874134,0.767437,-1.14482,-0.22247,0.149224,0.349323,-0.692837,0.334494,-0.484916,-0.287493,0.00734369,-0.583071,-0.769291,-0.185622,-0.581795,0.20247,-0.275755,-0.309342,-0.579389,-0.988786,-0.57928,-1.10412,0.972229,0.749721,-0.18745,0.225482,-0.124737,-0.206253
21480.8,0.966888,0.00406862,8,255,0,-21424.3,0.338993,-0.43134,0.697274,-0.0119003,-0.806453,-0.249006,-1.57359,-1.20997,0.450907,-1.47346,-0.555711,-0.190543,-0.00605684,-1.02819,0.0022258,-0.817419,-0.625573,-0.33891,-0.915218,-1.11217,-0.522228,-0.928547,-0.135758,-0.613539,-0.660811,-0.914625,-1.34991,-0.909815,-1.45149,0.643743,0.411765,-0.518198,-0.113243,-0.451144,-0.542119,0.33517,0.469036,0.534743,0.252847,-0.423619,0.748236,0.119582,0.48944,-0.198962,0.64847,0.354938,-0.0192429,0.270124,0.0981296,0.72445,0.922664,0.661298,0.164717,-0.164107,0.133377,-0.0661121,0.613015,-0.195952,0.46077,-0.00451215,-0.612463,-0.232131,-0.0800806,1.15404,0.197031,-0.00414656,-0.94734,-0.151208,-0.28621,0.0357224,-0.477812,1.47128,0.510931,0.5559,0.301316,0.552142,-1.25732,0.523369,0.199333,0.387552,0.667001,0.54693,1.04673,0.476517,0.530059,-0.301003,0.228627,0.621114,0.159887,-0.114827,0.428248,0.904289,1.10825,-0.037801,0.904762,-0.0117776,0.582032,1.29303,1.1112,0.113702,0.261347,-0.239841,0.313464,0.26157,0.133246,-0.283704,0.864378,-0.385258,-0.0598217,0.151854,-0.27281,0.821671,1.04437,0.912764,0.278829,0.199552,-0.0300561,0.021103,0.327093,-0.467459,0.0899875,-1.2346,-0.870981,0.7899,-1.13447,-0.216718,0.14845,0.332936,-0.689197,0.341219,-0.478426,-0.28658,8.2847e-05,-0.576225,-0.773177,-0.183235,-0.589553,0.203236,-0.274546,-0.321818,-0.575631,-1.01092,-0.570822,-1.11249,0.982737,0.750758,-0.179205,0.22575,-0.11215,-0.203126
21476,0.989519,0.00406862,8,255,0,-21412.7,0.326674,-0.543311,0.714142,0.0117819,-0.791938,-0.229049,-1.58859,-1.18595,0.444438,-1.47361,-0.553659,-0.186172,0.0186035,-1.02079,0.00167356,-0.80334,-0.611707,-0.321085,-0.905889,-1.10059,-0.51714,-0.916742,-0.108075,-0.602679,-0.65326,-0.902469,-1.31895,-0.902135,-1.43083,0.647234,0.42075,-0.517062,-0.107358,-0.43621,-0.528725,0.317117,0.469341,0.510246,0.240698,-0.403947,0.745133,0.119639,0.507394,-0.217455,0.620946,0.367121,-0.033687,0.292806,0.0896111,0.7374,0.9338,0.66339,0.200647,-0.146175,0.125744,-0.0932673,0.630023,-0.169095,0.476175,-0.0279474,-0.60189,-0.233788,-0.0924526,1.14056,0.19832,-0.0158647,-0.946825,-0.133468,-0.257652,0.0520082,-0.462005,1.49536,0.530401,0.566281,0.314203,0.54733,-1.27113,0.531032,0.211609,0.394978,0.664025,0.532724,1.03259,0.484509,0.504525,-0.284465,0.232856,0.613144,0.180443,-0.100364,0.431566,0.886174,1.0869,-0.0715457,0.898755,-0.0426932,0.615782,1.30989,1.13035,0.122037,0.253514,-0.253177,0.336168,0.273442,0.142868,-0.259692,0.845174,-0.401881,-0.0485042,0.156837,-0.285713,0.8171,1.05981,0.91454,0.272345,0.191653,-0.045312,0.02102,0.338456,-0.465264,0.0976252,-1.26191,-0.859272,0.771112,-1.14694,-0.226985,0.140502,0.345277,-0.694115,0.328347,-0.476667,-0.285033,0.00558846,-0.579215,-0.773911,-0.190466,-0.590069,0.218599,-0.276006,-0.326586,-0.575795,-0.992279,-0.575461,-1.10416,0.973907,0.747424,-0.190388,0.219316,-0.109537,-0.202051
