# 0.131933, 0.0931994, 0.0827377, 0.0865592, 0.00681544, 0.00544404, 0.132263, 0.17282, 0.164233, 0.151818, 0.156449, 0.156914, 0.169325, 0.155585, 0.16852, 0.157154, 0.155076, 0.167721, 0.158456, 0.159289, 0.16453, 0.168888, 0.16904, 0.148101, 0.161539, 0.153115, 0.172541, 0.147561, 0.152639, 0.168862, 0.156523, 0.175491, 0.152019, 0.153243, 0.142965, 0.162741, 0.151878, 0.163273, 0.161427, 0.163489, 0.0280377, 0.0267271, 0.170308, 0.156832, 0.124371, 0.142102, 0.165061, 0.0935703, 0.216795, 0.150436, 0.217157, 0.107614, 0.146347, 0.172721, 0.138855, 0.160929, 0.16279, 0.198914, 0.173972, 0.112425, 0.127727, 0.187227, 0.162224, 0.124864, 0.133824, 0.164985, 0.149687, 0.185939, 0.314976, 0.109017, 0.183966, 0.109926, 0.188205, 0.162624
113.466,0.854335,0.0681975,6,63,0,-78.5425,-0.0353889,0.398969,0.190542,-0.423036,-0.00922492,0.204554,-0.686831,0.155611,-0.508404,-0.547537,-0.832217,-0.601715,-0.578913,-0.572182,-0.638842,-0.905132,-0.609353,-0.519552,-0.688549,-0.605771,-0.909615,-0.812397,-0.943001,-0.799352,-1.01371,-0.79594,-0.717294,-0.548787,-0.646117,-0.539369,-0.782536,-0.35898,-0.948901,-0.98235,-0.787716,-0.579248,-0.647457,-0.617573,-0.678933,-0.515782,1.41263,1.02124,7.6232,9.95289,3.67517,4.86516,2.87068,1.06273,2.8344,8.6894,30.0199,1.55497,2.99238,3.05613,8.78887,8.69079,3.00923,8.03832,4.80536,3.55167,1.81347,19.3869,4.60206,2.09121,1.33355,6.12555,4.4625,7.70913,39.4632,0.519367,19.6165,2.4452,4.92832,4.34873,0.680404,0.636259,0.352295,0.584229,0.611685,0.6177,0.553904,0.292626,0.575875,0.67212,0.499185,0.594493,-0.137725,-0.0476668,-0.382823,-0.241323,-0.240745,-0.643796,0.0485103,0.0192659,-0.0809285,-0.187325,-0.840233,-0.00971786,-1.00159,-0.837284,-1.05462,-0.437761,-0.924743,-0.658087,-0.532793,-0.563456,0.336171,0.346093,0.412826,0.35796,0.351675,0.350305,0.364959,0.427361,0.359882,0.338022,0.377732,0.355605,0.534377,0.511914,0.594554,0.56004,0.559897,0.655611,0.487875,0.495184,0.520221,0.546695,0.698514,0.502429,0.73137,0.697893,0.741661,0.607725,0.716008,0.658831,0.630134,0.637252
113.45,0.992095,0.0681975,6,63,0,-76.0547,0.142002,0.255656,0.223943,-0.136747,-0.293893,0.135431,-0.609154,0.198011,-0.382648,-1.01568,-0.377776,-0.413354,-0.430959,-0.891609,-0.113746,-0.65308,-0.569025,-0.745951,-0.804626,-0.416151,-0.659483,-0.673412,-0.993543,-0.796429,-0.881331,-0.821392,-0.332986,-0.880679,-0.677999,-0.283133,-1.10319,-0.400368,-0.742892,-0.333714,-0.662791,-0.719683,-0.511196,-0.719379,-0.490768,-0.49682,1.53594,0.737413,5.94376,8.04397,3.44286,7.43319,6.7726,0.991757,16.7999,1.78493,8.63208,1.22168,6.51907,9.23601,2.5194,6.7495,4.20526,7.3514,7.59365,2.3581,2.71896,6.58831,12.3954,4.21,3.35858,8.35468,2.84761,3.84072,29.949,0.741818,4.55077,2.16144,11.0848,15.9667,0.780197,-0.0125032,0.648212,0.658253,0.78891,0.305451,1.17455,0.794885,0.479773,0.508132,0.324005,1.11165,0.210765,-0.0312583,-0.486821,-0.358135,0.0231322,-0.551319,0.343382,-0.123052,-0.0116102,-0.0258907,-1.09401,-0.188759,-0.57405,-0.246131,-0.937309,-0.746148,-1.11645,-0.162775,-0.36897,-0.168311,0.314277,0.503126,0.343392,0.341132,0.312403,0.424226,0.236033,0.311121,0.382306,0.375631,0.4197,0.247564,0.447503,0.507814,0.619357,0.588589,0.494217,0.634442,0.414988,0.530724,0.502903,0.506472,0.749136,0.54705,0.639697,0.561224,0.718556,0.678339,0.75333,0.540604,0.59121,0.541979
117.088,0.893459,0.0681975,6,63,0,-73.4298,-0.191812,0.698373,0.228256,-0.020133,0.0335907,0.179281,-0.643835,0.185258,-0.668723,-0.548334,-0.600284,-0.675721,-0.320139,-0.707377,-0.392202,-0.707412,-0.410052,-0.629368,-0.961169,-0.487819,-0.700265,-0.549481,-0.788789,-0.58558,-0.73406,-0.421416,-0.386808,-0.314665,-0.651323,-0.429408,-0.868515,-0.496302,-0.900265,-1.07451,-0.984517,-0.395626,-0.706802,-0.821603,-0.667572,-0.59818,1.47888,0.947596,7.3263,8.92618,4.94885,4.58235,3.61956,0.79369,5.53488,4.97402,21.2028,2.26534,4.03745,6.2385,6.56934,7.31722,2.96486,10.8981,5.3449,2.27854,4.03194,17.376,4.5352,2.7833,1.42285,6.19855,3.27707,10.3376,21.806,0.528103,10.4104,3.39579,4.12205,5.28446,0.529419,0.668057,0.613501,0.532849,0.871485,0.486855,0.791602,0.458142,0.801126,0.558346,0.240884,0.668611,-0.137181,0.0396728,-0.378916,-0.167885,-0.174887,-0.374014,0.198435,0.0665314,-0.259699,-0.18578,-0.691389,0.0472074,-0.741388,-0.711586,-0.969726,-0.0196663,-0.654208,-0.707046,-0.308558,-0.457552,0.370652,0.338932,0.351261,0.369853,0.294945,0.380635,0.311825,0.387427,0.309785,0.36393,0.440069,0.338808,0.534242,0.490083,0.593612,0.541873,0.543611,0.592429,0.450553,0.483373,0.564562,0.546312,0.666276,0.4882,0.677299,0.670752,0.725065,0.504916,0.657958,0.669748,0.576533,0.612433
107.543,0.98455,0.0681975,6,63,0,-79.2818,-0.232505,0.661354,0.459438,-0.257212,-0.0302918,0.172182,-0.565296,0.2167,-0.24143,-0.955315,-0.583851,-0.458151,-0.900818,-0.521747,-0.320434,-0.48068,-0.437397,-0.910475,-0.622341,-0.267726,-0.486507,-0.662654,-0.667483,-0.809716,-0.685236,-0.56867,-0.469906,-0.760937,-0.453646,-0.289217,-0.465695,-0.558206,-0.550394,-0.41194,-0.49714,-0.916029,-0.686754,-0.193878,-0.590889,-0.309688,1.48637,0.878328,8.02011,3.48108,4.04781,5.45411,1.51015,0.516289,8.36406,5.90023,18.9892,2.08001,9.42525,7.8535,6.95855,7.70136,2.29437,12.3682,5.5663,1.6185,2.71318,7.5533,11.9662,2.3384,1.51533,10.5977,1.606,7.90628,38.1633,0.692324,6.96491,2.72129,6.2636,6.02763,0.899178,0.168836,0.54265,0.673052,0.245667,0.622387,0.833104,0.689315,0.691456,0.239537,0.51474,0.910498,0.267073,0.0674161,-0.109594,-0.25888,0.0718707,-0.351619,0.26369,-0.177188,0.120699,0.0847343,-0.638563,-0.393764,-0.706805,-0.418505,-0.857471,-0.934348,-1.08117,-0.310322,-0.593927,-0.449642,0.289219,0.457891,0.367571,0.337814,0.43889,0.349239,0.302989,0.334185,0.333709,0.440401,0.374083,0.286898,0.433626,0.483152,0.527371,0.564361,0.48204,0.58701,0.434457,0.544181,0.469862,0.478829,0.654429,0.597189,0.669695,0.603125,0.702132,0.717957,0.746716,0.576964,0.644266,0.610554
116.682,0.992284,0.0681975,6,63,0,-79.2866,-0.148475,0.438986,0.237728,-0.213081,-0.0816466,0.164875,-0.460611,0.218677,-0.369545,-0.63791,-0.582989,-0.66778,-0.252682,-0.733364,-0.0735071,-0.64358,-0.228034,-0.460903,-0.77923,-0.601664,-0.684715,-0.541715,-0.659313,-0.609535,-0.902924,-0.596733,-0.264685,-0.276539,-0.56516,-0.146837,-0.334915,-0.192649,-0.572184,-0.820412,-0.728939,-0.377223,-0.410846,-0.352311,-0.435328,-0.300022,1.59642,1.0357,6.62183,5.66356,4.52428,5.66963,3.25268,0.437501,9.05133,3.71717,23.5922,2.1449,8.64214,7.09252,5.00259,8.85164,2.9925,6.18186,7.39894,2.82155,3.12818,10.436,11.3492,2.32504,1.51682,14.8154,2.87056,9.03781,26.367,0.701016,6.15176,2.92245,6.10724,7.38058,0.642548,0.329826,0.391083,0.318966,0.775253,0.288234,0.973438,0.447722,0.752375,0.576537,0.223358,0.511816,-0.0736086,0.00602453,-0.276448,-0.245681,-0.282312,-0.534114,0.29256,0.176029,-0.137939,0.0394678,-0.440881,0.0121257,-0.633793,-0.777344,-1.04097,-0.365839,-0.814758,-0.306195,-0.382755,-0.317273,0.344671,0.418283,0.403457,0.420928,0.315344,0.428436,0.274196,0.389903,0.320304,0.35973,0.444392,0.374768,0.518394,0.498494,0.568675,0.561113,0.570113,0.630442,0.427377,0.456106,0.53443,0.490134,0.608469,0.496969,0.653349,0.685107,0.739037,0.590453,0.693123,0.575956,0.594537,0.578659
110.405,0.994876,0.0681975,6,63,0,-79.332,0.232172,-0.191268,-0.400653,-0.611898,-0.228285,0.20339,-0.368105,0.149653,-0.169516,-0.541878,-0.47033,-0.464018,-0.259581,-0.552337,-0.30683,-0.500169,-0.334654,-0.245092,-0.534811,-0.746492,-0.517896,-0.324971,-0.43504,-0.39642,-0.465913,-0.42523,-0.418947,-0.140542,-0.26536,-0.130394,-0.258016,-0.298852,-0.428112,-0.614575,-0.436708,-0.191995,-0.268577,-0.339167,-0.555983,-0.330959,1.03713,0.808936,6.63179,10.9964,1.96624,8.07026,3.41169,1.26845,6.61983,4.26331,14.0511,0.779377,2.00363,5.03117,2.26981,8.82763,6.20708,7.2829,5.36445,2.91734,2.11357,4.88869,6.46707,2.34173,2.50663,2.02037,4.20424,2.37504,35.5743,0.552987,12.3484,1.69535,8.00928,11.9538,0.858527,0.362142,0.451408,0.493155,0.812757,0.502283,0.818661,0.749344,0.604802,0.853822,0.466657,0.565033,-7.41774e-05,0.0156739,-0.297785,-0.312318,0.0784844,-0.66818,-0.0517251,0.191607,-0.00408196,-0.285117,-0.438312,-0.12552,-0.484384,-0.635775,-0.935558,-0.301782,-1.02433,-0.0942403,-0.550606,-0.263208,0.297647,0.410441,0.389026,0.379151,0.307303,0.377004,0.306048,0.320964,0.353246,0.298632,0.385408,0.362384,0.500019,0.496082,0.573901,0.577451,0.480389,0.661096,0.512928,0.452244,0.50102,0.5708,0.607857,0.531339,0.618783,0.653798,0.718202,0.574878,0.735816,0.523543,0.634276,0.565425
117.541,0.990261,0.0681975,6,63,0,-81.434,0.391386,0.0268742,-0.107479,-0.447779,-0.258656,0.0688561,-0.38693,0.168961,-0.414322,-0.533817,-0.517043,-0.347357,-0.331979,-0.415258,-0.0962195,-0.369391,-0.218921,-0.664397,-0.459298,-0.13909,-0.516418,-0.294354,-0.566706,-0.575125,-0.420609,-0.243981,-0.38898,-0.58365,-0.405191,-0.231088,-0.671873,-0.338055,-0.613411,-0.163571,-0.435763,-0.542742,-0.471356,-0.58907,-0.232596,-0.185006,1.3064,1.00282,11.8446,12.2184,1.56849,4.14969,4.28712,1.19237,7.87536,5.00044,13.7121,1.40505,3.12504,5.37945,2.82411,5.2711,5.16027,14.0266,2.81946,2.74165,2.48186,7.36484,5.72326,3.15192,2.26418,2.97464,4.03973,3.21195,8.35052,0.595381,11.8153,1.67737,8.82596,9.35609,0.476033,0.216015,0.252863,0.4627,0.608563,0.505209,0.904547,0.771899,0.57106,0.306257,0.400945,1.07246,0.0603171,0.0816327,-0.259575,-0.328219,0.186238,-0.0444501,0.0171195,-0.0556968,0.0424633,-0.0931875,-0.825491,-0.414185,-0.626506,-0.29852,-0.788723,-0.778065,-1.1154,-0.260893,-0.337433,-0.0575766,0.383189,0.446205,0.437119,0.386346,0.352387,0.376317,0.288117,0.316068,0.360992,0.424029,0.401085,0.254935,0.484925,0.479603,0.564532,0.581326,0.453575,0.511111,0.49572,0.513921,0.489386,0.52328,0.695401,0.602091,0.651697,0.574081,0.687557,0.685263,0.753135,0.564856,0.583567,0.51439
128.322,0.998592,0.0681975,6,63,0,-97.5525,-0.491938,0.250983,0.103221,-0.468803,-0.0625441,0.21643,-0.0706433,0.113552,-0.0266024,-0.132441,-0.0166978,-0.0186677,-0.0999567,-0.171975,0.139673,-0.22219,-0.00966717,-0.00519554,-0.187475,-0.253685,-0.110999,0.0263199,-0.321627,-0.0371936,-0.297823,-0.268655,-0.00948395,-0.0496075,-0.0635125,-0.0402888,0.010247,-0.0892484,-0.0861385,-0.297352,-0.0299587,-0.0454446,0.0225576,0.0719107,-0.0993068,-0.0526441,1.62112,0.715511,3.87153,6.7142,6.849,7.73076,3.53794,0.968309,6.36683,3.94823,16.2236,1.38807,5.73333,6.91703,7.8885,9.52689,2.85254,5.49954,8.67063,3.18947,3.2093,18.3452,9.50004,2.76591,1.82758,15.9786,2.91564,9.23864,82.8927,0.748212,7.53278,3.70381,5.74141,7.85327,0.645717,0.5059,0.626497,0.634235,0.584498,0.507626,0.838691,0.510806,0.638382,0.686541,0.477563,0.496301,0.17043,0.259208,-0.305169,-0.0352979,-0.00911168,-0.677775,0.230685,0.0202465,-0.0130751,-0.264531,-0.574443,-0.255642,-0.63685,-0.677748,-0.862631,-0.450111,-0.8805,-0.39628,-0.472422,-0.569376,0.343955,0.376155,0.348305,0.346551,0.357898,0.37575,0.301811,0.375004,0.345612,0.334803,0.382828,0.37841,0.457495,0.435558,0.575706,0.508824,0.502278,0.663242,0.442583,0.494939,0.503269,0.56575,0.639788,0.563565,0.654041,0.663236,0.70321,0.610666,0.706926,0.597793,0.615957,0.638619
121.508,0.865404,0.0681975,6,63,0,-91.1001,-0.156094,0.121055,-0.202027,-0.767633,-0.0449792,0.118089,0.10199,0.162327,0.115781,-0.0244839,0.104948,0.211114,0.049237,0.101,0.419035,-0.0200522,0.111896,-0.060941,-0.0402985,0.0138191,-0.220301,-0.167003,-0.217232,0.0348867,-0.230044,-0.114988,0.187625,0.0571729,0.252464,0.374415,0.264691,0.244695,0.0841386,0.0631761,0.12446,0.097618,0.0311361,0.101221,0.214986,0.159758,1.43483,0.9292,5.09233,10.0124,2.58449,6.68285,2.98158,1.00863,8.67306,5.71768,11.4749,2.27919,3.2763,3.35558,5.33623,7.67612,5.93592,12.6285,4.14023,1.79459,3.05536,5.09712,6.5509,4.64576,2.29767,5.16279,3.21743,3.64202,10.0897,0.572187,20.8093,2.24716,6.76188,5.85343,0.5873,0.422599,0.555521,0.66867,0.529483,0.577755,0.909754,0.495103,0.56596,0.424542,0.425984,0.541193,-0.209153,-0.190764,-0.359083,-0.117437,-0.21366,-0.487782,0.1691,-0.046278,0.13505,0.0970197,-0.463711,-0.258,-0.619827,-0.555864,-0.744722,-0.538876,-0.888664,-0.543399,-0.398817,-0.519771,0.357255,0.395895,0.364584,0.338795,0.370637,0.359449,0.28705,0.378692,0.362169,0.39543,0.395086,0.36791,0.552099,0.547547,0.588819,0.529326,0.553213,0.619584,0.457826,0.511567,0.466289,0.475764,0.613894,0.564145,0.650179,0.635495,0.678028,0.631551,0.708614,0.632603,0.598403,0.627094
115.748,0.9925,0.0681975,6,63,0,-85.3324,-0.0779685,0.648508,-0.0878284,-0.386556,-0.0835689,-0.0214387,0.043769,0.135187,0.143264,0.0265643,-0.132427,0.122861,-0.0779151,-0.300324,0.240859,0.0804281,-0.0355982,-0.0345259,-0.293229,0.00947506,-0.129104,-0.164403,-0.0652728,0.0902309,-0.178752,-0.0522211,0.122224,0.341588,0.244512,0.139686,0.161508,0.163107,-0.20642,-0.0148606,-0.0828562,0.132383,-0.0819365,0.138413,0.0366917,0.141286,1.05401,0.865346,3.82114,9.22201,4.96074,3.35858,4.5832,0.646404,5.17417,3.96604,5.2141,1.86244,3.28762,7.16876,3.66869,7.10563,4.16173,9.23215,5.57708,3.17108,2.02135,6.99534,7.56921,3.58559,1.22107,5.42508,3.8165,7.21829,25.4638,0.503388,10.5613,3.2684,2.72065,11.4664,0.691591,0.52949,0.376985,0.645245,0.486627,0.257732,0.824859,0.709829,0.480299,0.539745,0.245369,0.661577,-0.331348,-0.431506,-0.310937,-0.174891,-0.371267,-0.245279,-0.135151,0.167269,0.0442497,-0.11697,-0.4218,-0.482535,-0.744326,-0.635821,-0.686883,-0.521007,-0.78001,-0.289232,-0.57454,-0.351218,0.333679,0.370636,0.406854,0.344062,0.380689,0.435921,0.304733,0.329637,0.382181,0.368247,0.438964,0.340385,0.582087,0.606233,0.577114,0.543612,0.591765,0.561014,0.533736,0.45828,0.488939,0.529209,0.603914,0.618346,0.677941,0.653808,0.665273,0.627383,0.685682,0.571808,0.63981,0.586913
107.61,0.790317,0.0681975,6,63,0,-78.8748,-0.264483,0.0996281,-0.0188758,-0.508429,-0.0376394,0.164269,-0.0712998,0.263881,0.0388023,-0.309676,0.21014,-0.056118,0.379434,0.247015,-0.0811344,-0.170726,0.171111,-0.175039,0.156056,0.335169,0.22069,0.328443,-0.333668,-0.255286,-0.0506408,-0.0325322,0.120466,-0.34493,-0.260257,0.250135,-0.267475,0.146953,0.0258037,-0.0810179,-0.215487,-0.307617,-0.0783417,-0.0712167,0.0970266,0.126038,1.35042,0.833005,5.68718,7.18702,6.10229,5.81393,5.86845,0.518869,3.22993,4.35578,9.30531,0.969078,3.88971,8.90498,3.08497,4.9241,3.65611,7.25025,6.4726,2.60429,2.69941,6.98567,3.94114,4.34924,1.20311,7.63147,3.03909,9.09226,34.7532,0.628114,11.6918,3.49155,4.24907,9.68345,0.559644,0.190717,0.713455,0.453039,0.907579,0.772239,0.455775,0.386632,0.677347,0.357488,0.672516,0.902752,0.442691,0.521232,-0.305149,-0.23553,0.175743,-0.328169,0.317637,-0.284277,-0.211288,0.0997792,-0.746036,-0.0118326,-0.432308,-0.402613,-0.877305,-0.643818,-0.782519,-0.479667,-0.220186,-0.311625,0.36363,0.452465,0.328836,0.388638,0.287495,0.315995,0.387989,0.404528,0.336854,0.411568,0.337934,0.288485,0.3911,0.372564,0.575701,0.558612,0.456177,0.581314,0.421252,0.570594,0.552626,0.475076,0.678314,0.502958,0.606425,0.599315,0.706263,0.655616,0.686223,0.617669,0.554825,0.577282
103.011,0.987073,0.0681975,6,63,0,-69.5343,0.105599,0.349605,-0.291277,-0.695329,-0.0440989,0.0330429,0.00505406,0.202584,0.0766421,-0.103194,-0.325307,0.102122,-0.109888,-0.364944,0.232714,0.0153704,-0.0381964,-0.149342,-0.340027,0.0448154,-0.276808,-0.0800422,-0.278762,-0.0423022,-0.440799,0.0697418,0.323142,0.0477438,-0.0990968,0.170333,0.0973158,0.223908,-0.117738,-0.13202,-0.0289187,-0.26903,-0.153263,-0.00634684,0.265624,0.224918,1.31136,0.803391,7.08156,7.03758,8.11675,7.93299,5.85509,0.495977,2.15681,5.17459,19.4947,0.752492,2.55113,7.91388,3.92618,4.82019,3.54498,2.81212,3.88481,2.0476,3.64984,9.07459,4.19052,4.16859,1.36262,10.266,2.16655,10.0227,16.5999,1.16207,15.5332,2.7538,5.1094,11.6505,0.697549,0.493754,0.275064,0.709338,0.519575,0.261096,0.872445,0.679059,0.565597,0.485255,0.275746,0.720484,-0.348651,-0.186111,-0.417874,-0.191682,-0.507508,-0.130322,0.222207,-0.0537195,-0.214251,-0.0189351,-0.466383,-0.283973,-0.657479,-0.671233,-0.647908,-0.825355,-0.82188,-0.487904,-0.268455,-0.290865,0.332356,0.37901,0.431664,0.329745,0.372952,0.435094,0.294746,0.336471,0.362253,0.381012,0.431497,0.327287,0.58629,0.546394,0.602974,0.547774,0.624222,0.532534,0.444676,0.513427,0.553359,0.504734,0.614527,0.57052,0.658694,0.661779,0.656539,0.695372,0.694635,0.619613,0.566713,0.572208
105.52,0.991562,0.0681975,6,63,0,-63.513,0.30054,0.1747,-0.223036,-0.593403,-0.132408,0.0339951,-0.307065,0.206212,-0.0702671,-0.268767,0.0111742,-0.510987,-0.0607412,-0.146039,-0.310524,-0.380657,0.0765587,-0.5732,-0.299294,0.234978,-0.286454,-0.126854,-0.522266,-0.36214,-0.329203,-0.591013,0.0634331,-0.472911,-0.0404017,-0.110545,-0.766422,-0.146688,-0.391809,-0.305046,-0.440002,-0.399203,-0.139945,-0.25254,-0.247367,-0.178235,1.59817,0.83021,8.32364,10.4039,2.23302,3.07822,3.51339,1.96565,4.5405,2.46727,12.135,2.85751,4.22864,8.50918,4.99611,12.8379,5.59836,17.0472,9.64428,3.39119,4.23954,15.6688,10.247,3.37076,2.27131,2.35474,3.73392,6.2388,37.1722,0.619048,4.57491,1.73613,2.91819,11.607,0.64163,0.371195,0.661413,0.159805,0.676847,0.581273,0.457893,0.459695,0.737074,0.179803,0.397189,1.1113,-0.0628085,-0.00597162,-0.435379,-0.306082,-0.0901424,-0.556701,0.19973,-0.272983,0.11842,-0.109035,-1.11156,-0.454665,-0.665012,-0.64188,-0.885932,-0.787419,-0.734883,-0.351044,-0.568786,-0.379504,0.344878,0.408252,0.340422,0.460134,0.336965,0.35864,0.387486,0.387058,0.323644,0.45517,0.401988,0.247629,0.515697,0.501493,0.607157,0.575929,0.52252,0.635689,0.450233,0.567825,0.47043,0.527232,0.75242,0.611748,0.660385,0.655178,0.70805,0.687277,0.675876,0.586871,0.638483,0.593753
101.555,0.968981,0.0681975,6,63,0,-62.3634,0.082004,0.652984,0.0559574,-0.482305,-0.0870343,0.0499332,-0.408541,0.262639,-0.183541,-0.512443,-0.316303,-0.0319884,-0.31072,-0.858758,-0.0212808,-0.762736,-0.0426409,-0.579111,-0.794838,-0.252785,-0.545649,-0.145237,-0.688467,-0.382421,-0.295477,-0.444243,-0.216285,-0.436882,0.0604297,0.0864708,-0.518861,0.135101,-0.861739,-0.382303,-0.365895,-0.424462,-0.371278,-0.184911,-0.514089,-0.222294,1.13702,0.731466,5.73469,10.8994,4.05046,5.17806,5.40582,0.666363,16.4941,6.40874,16.0847,0.833851,2.56022,3.16555,3.6829,5.31032,4.56281,4.85951,5.18457,2.30303,2.4503,6.6055,3.21493,3.06826,1.68251,15.218,3.25506,5.36887,8.34296,0.900099,11.1825,3.39207,8.65159,6.89511,0.817356,0.44117,0.644064,0.941889,0.707064,0.152272,1.01677,0.322597,0.924482,0.448806,0.195927,0.856191,-0.228863,0.104,-0.489163,-0.203382,0.0314408,-0.334673,0.0430848,-0.163274,0.307018,0.202067,-0.898349,-0.164785,-1.19394,-0.728744,-0.839222,-0.804678,-0.942551,-0.402282,-0.850398,-0.507213,0.306325,0.391462,0.344328,0.280519,0.330248,0.462005,0.265657,0.420043,0.284046,0.389645,0.451174,0.298136,0.556967,0.474023,0.619909,0.550671,0.49214,0.582896,0.48923,0.540728,0.423843,0.449654,0.71061,0.541103,0.767445,0.67453,0.698301,0.690974,0.719615,0.599236,0.700651,0.624153
98.3988,0.947504,0.0681975,6,63,0,-62.4543,0.468413,0.113428,-0.220505,-0.509663,-0.141244,0.054436,-0.346837,0.262874,-0.271144,-0.348822,-0.499261,-0.68816,-0.393845,-0.381987,-0.147138,-0.120749,0.129277,-0.584035,-0.540059,-0.267024,-0.382637,-0.188825,-0.648528,-0.577795,-0.696459,-0.461341,-0.294533,-0.627544,-0.205422,-0.134539,-0.907412,-0.0431381,-0.39945,-0.568385,-0.784952,-0.740312,-0.390461,-0.889208,-0.557763,-0.252433,1.73573,0.890248,4.00439,7.08617,1.83625,2.40177,4.37334,1.63205,6.58937,3.16897,14.3656,3.12141,5.68298,8.22712,5.04493,7.37808,5.20335,10.9125,5.51869,3.31493,4.41058,22.192,15.7881,2.66598,4.32045,4.80544,4.43595,7.6689,27.1991,0.441268,9.20833,2.37315,5.52576,5.90928,0.635836,0.481423,0.341946,0.174972,0.540541,0.541437,0.820134,0.923259,0.981446,0.366795,0.350478,0.815352,0.0756816,0.159872,-0.354268,-0.31642,-0.221697,-0.259508,0.0706077,-0.212699,0.165575,0.050475,-0.968082,-0.0278226,-0.383385,-0.602025,-0.971312,-0.828763,-0.735773,-0.686785,-0.574959,-0.159632,0.346188,0.381916,0.415337,0.456368,0.368062,0.367853,0.305735,0.284294,0.272605,0.409316,0.413266,0.306751,0.481089,0.460117,0.587652,0.578452,0.555198,0.564515,0.482355,0.552975,0.458701,0.487384,0.724737,0.506955,0.594689,0.646119,0.725381,0.696093,0.676071,0.665251,0.639907,0.539823
106.034,0.995634,0.0681975,6,63,0,-60.8748,0.0190791,0.507368,0.022236,-0.624493,0.0671369,0.258471,-0.727613,0.246335,-0.620769,-1.01959,-0.869993,-0.76547,-1.10306,-0.813361,-0.619804,-0.589352,-0.828675,-1.10647,-1.18043,-0.76806,-0.719819,-0.650312,-1.01406,-0.945566,-1.12661,-0.529494,-0.933657,-0.945968,-0.47324,-0.410783,-0.610018,-0.613892,-0.836505,-0.666636,-0.807424,-1.0828,-0.617003,-0.546176,-0.762734,-0.253162,1.31942,0.750875,11.8046,12.7758,8.15839,9.24996,4.43968,0.63867,4.63108,5.70726,16.2903,0.777673,4.18886,5.27362,5.25307,6.19338,3.27895,8.48101,8.00101,2.90613,2.04345,4.44916,3.99673,3.94677,1.4612,7.50305,3.13826,5.38212,22.4075,0.875768,9.0601,3.35062,8.82117,5.36795,0.888512,0.526163,0.670552,0.764654,0.393194,0.688105,0.86082,0.854796,0.706659,0.381973,0.336668,0.657852,0.074519,0.196132,-0.426084,-0.341961,-0.340091,-0.466278,-0.0950289,-0.415312,0.0782591,-0.0552279,-0.63751,-0.10881,-0.900471,-0.42263,-1.05952,-0.812738,-0.793543,-0.698723,-0.526544,-0.353602,0.291417,0.371412,0.338373,0.317637,0.402949,0.334455,0.297168,0.298428,0.330337,0.405651,0.416619,0.341222,0.481379,0.451124,0.604938,0.584667,0.584213,0.614502,0.523739,0.602361,0.480445,0.513803,0.65419,0.527176,0.711046,0.604112,0.742598,0.692693,0.688592,0.667905,0.628677,0.587491
110.235,0.991607,0.0681975,6,63,0,-77.5039,0.60332,0.386517,0.164695,-0.287143,-0.0914475,0.00377027,-0.7185,0.259911,-0.490314,-0.583688,-0.572136,-0.722179,-0.0726043,-0.941446,-0.424134,-1.10799,-0.478392,-0.707011,-0.723966,-0.345294,-0.802151,-0.900789,-0.902651,-1.0158,-0.753201,-1.10147,-0.334764,-0.580639,-1.09887,-0.520821,-1.08253,-0.581959,-1.00446,-0.79263,-0.880541,-0.671349,-0.826891,-0.664056,-0.572882,-0.691337,1.49518,0.768008,7.57542,7.77465,3.45117,3.3758,3.83091,1.80697,9.49805,3.07942,20.5206,1.85957,3.14303,5.94569,5.76105,7.6815,3.13774,7.72353,5.66668,3.0115,4.35829,7.44274,11.4001,4.46065,2.65595,5.27023,6.01344,3.98183,26.0129,0.578524,9.55288,2.37788,2.81877,8.10656,0.584136,0.44108,0.45973,0.323882,1.01959,0.14365,0.689351,0.0551737,0.560571,0.395829,0.339838,0.842714,0.007672,-0.16194,-0.167572,-0.302014,0.0672673,-0.363284,0.41473,0.232511,-0.314111,0.175,-0.841877,-0.355055,-0.714127,-0.565948,-0.689789,-0.480154,-0.739051,-0.253062,-0.335554,-0.351318,0.357982,0.391484,0.38705,0.41973,0.265107,0.464149,0.334177,0.48621,0.363415,0.402315,0.415849,0.300963,0.498082,0.540397,0.541795,0.574935,0.48319,0.589835,0.397778,0.442133,0.577888,0.456361,0.69886,0.587843,0.671312,0.637828,0.66592,0.617784,0.676788,0.56293,0.58311,0.586937
