# 0.131933, 0.0931994, 0.0827377, 0.0865592, 0.00681544, 0.00544404, 0.132263, 0.17282, 0.164233, 0.151818, 0.156449, 0.156914, 0.169325, 0.155585, 0.16852, 0.157154, 0.155076, 0.167721, 0.158456, 0.159289, 0.16453, 0.168888, 0.16904, 0.148101, 0.161539, 0.153115, 0.172541, 0.147561, 0.152639, 0.168862, 0.156523, 0.175491, 0.152019, 0.153243, 0.142965, 0.162741, 0.151878, 0.163273, 0.161427, 0.163489, 0.0280377, 0.0267271, 0.170308, 0.156832, 0.124371, 0.142102, 0.165061, 0.0935703, 0.216795, 0.150436, 0.217157, 0.107614, 0.146347, 0.172721, 0.138855, 0.160929, 0.16279, 0.198914, 0.173972, 0.112425, 0.127727, 0.187227, 0.162224, 0.124864, 0.133824, 0.164985, 0.149687, 0.185939, 0.314976, 0.109017, 0.183966, 0.109926, 0.188205, 0.162624
96.3953,0.986821,0.0681975,6,63,0,-53.9733,-0.0555457,-0.450277,-0.615622,-0.795357,-0.234184,-0.0241824,0.742013,0.31012,1.05696,0.815434,0.91677,0.768039,0.782041,0.826436,0.924688,0.968536,0.503787,0.460961,0.754632,1.01649,0.742231,0.932092,0.510275,0.669923,0.662222,0.909798,0.944477,0.594081,0.599176,0.725392,0.40988,0.9851,-0.0434484,0.365301,0.259827,0.66782,0.578879,0.440771,0.977164,0.897271,1.5668,0.640309,8.23195,7.5799,2.44971,4.43926,3.21836,1.41979,6.86416,3.17152,4.38005,2.64956,2.49963,4.19448,6.20137,9.05047,8.02043,10.8531,4.24011,2.14259,4.01463,10.4608,7.58077,2.23446,1.02542,5.96594,5.97661,7.44083,27.9325,0.636796,11.6916,2.28513,7.49207,14.5458,0.632468,0.263716,0.383227,0.270847,0.40299,0.42921,0.600163,0.77124,-0.0115802,0.109173,0.30288,0.882811,0.0766138,0.08472,-0.312914,-0.207793,0.0238687,0.162236,0.124368,-0.0291783,-0.0967855,-0.164493,-0.702097,-0.229768,-1.0282,-0.816297,-0.946108,-0.604656,-0.890601,-0.234994,-0.177171,0.0397504,0.346951,0.43445,0.405349,0.432699,0.400594,0.394315,0.354306,0.316211,0.502895,0.472734,0.424854,0.292596,0.480856,0.478833,0.577596,0.551762,0.494033,0.45953,0.468948,0.507294,0.524177,0.541031,0.668653,0.557191,0.736566,0.69345,0.720332,0.646721,0.709014,0.55848,0.544177,0.490064
104.728,0.957482,0.0681975,6,63,0,-60.2298,-0.873807,0.348202,-0.147463,-0.561951,-0.188621,0.150744,0.495998,0.239028,0.380308,0.110376,0.479634,0.367347,0.522201,0.301867,0.757646,0.326339,0.564728,0.334386,0.048204,0.544582,0.463767,0.488129,0.616939,0.514274,0.109636,0.73901,0.572382,0.509901,0.448182,0.897656,-0.0747488,0.926433,0.231628,0.24796,0.700006,0.249884,0.644083,0.327773,0.91084,0.984557,1.18409,1.10322,4.97367,11.1084,5.65816,7.0646,6.20212,0.780191,6.7944,4.94876,29.606,0.80957,8.05579,7.3402,3.21612,6.73677,1.823,8.0261,8.88188,3.88956,2.14327,12.1003,8.2413,6.04084,3.75907,6.80926,1.68744,5.45163,31.4067,0.899037,7.90881,2.61273,6.2354,4.0185,0.601098,0.228692,0.612589,0.529581,0.779589,0.544616,1.05895,0.730119,0.712322,0.613733,0.247035,0.999599,-0.0423669,-0.164398,-0.186331,-0.332914,-0.374539,-0.34379,-0.0581857,-0.132338,-0.252613,-0.129554,-1.38034,-0.121591,-0.971491,-0.943488,-0.851487,-1.01476,-1.11968,-0.62648,-0.25865,-0.116088,0.354093,0.443075,0.351469,0.370615,0.314408,0.367114,0.25751,0.325169,0.329086,0.351208,0.438553,0.26902,0.51059,0.541007,0.546448,0.582468,0.592555,0.585111,0.514542,0.533036,0.56282,0.532343,0.799046,0.53036,0.725417,0.719804,0.700879,0.733951,0.753929,0.651691,0.564304,0.528989
112.606,0.983641,0.0681975,6,63,0,-72.7373,-1.09617,0.178477,0.0900822,-0.200004,-0.157298,0.198837,0.52154,0.149183,0.814949,0.397242,0.441508,0.731461,0.718051,0.367591,0.61393,0.388532,0.601698,0.29037,0.404717,0.8215,0.411563,0.418568,0.198209,0.271231,0.282945,0.244784,0.694484,0.247472,0.626184,0.837232,0.654954,0.464302,0.479171,0.575456,0.446155,0.395236,0.549901,0.648876,0.232184,0.289506,1.37919,0.786747,5.66544,12.0501,4.14851,6.12512,4.15049,1.11291,4.80927,4.11012,18.8735,0.917174,4.76381,7.62241,2.89917,13.3351,2.33896,10.8733,4.45383,3.26939,3.85257,12.6551,9.12144,3.79674,1.56759,8.39076,3.70704,7.61354,53.9977,0.763284,12.1862,1.24293,4.41804,3.17936,0.812207,0.309043,0.365518,0.679887,0.745829,0.383161,0.678334,0.538393,0.537916,0.336461,0.383663,1.01409,0.0544451,-0.0606318,-0.479829,-0.443431,-0.0558612,-0.812616,0.233596,-0.296275,0.0336042,-0.100683,-0.386419,-0.216021,-0.476744,-0.2976,-0.873408,-0.538861,-0.946681,-0.0995,-0.62256,-0.580952,0.30742,0.423348,0.409625,0.336287,0.321731,0.405365,0.336633,0.368562,0.368673,0.416669,0.405244,0.26618,0.486392,0.515153,0.617707,0.609076,0.513962,0.692667,0.441865,0.573532,0.4916,0.52515,0.59542,0.553796,0.616979,0.573856,0.705454,0.631547,0.720447,0.524854,0.650801,0.641286
101.361,0.85125,0.0681975,6,63,0,-70.454,-1.15532,0.0980469,-0.0926334,-0.183159,-0.15345,0.231944,0.474286,0.247269,0.297398,0.417362,0.620759,0.468254,0.456906,0.264553,0.729645,0.435087,0.853828,0.484537,0.370001,0.448239,0.591151,0.585651,1.02904,0.632948,0.464632,0.688884,0.723172,0.860765,0.569743,0.82528,0.261649,0.644684,0.22855,0.153634,0.55141,0.362237,0.651604,0.416532,0.767555,0.840726,1.57104,0.843115,5.35175,21.8085,4.38278,7.8017,4.42297,1.10684,7.2163,6.05038,28.5153,1.62369,6.70563,6.35502,5.52026,9.64436,1.69661,13.4037,7.48662,3.6313,5.35222,13.3272,7.41445,3.18864,1.14496,12.3143,1.57459,6.84157,21.8213,0.941821,10.9202,2.00077,3.48851,3.16471,0.284581,0.321178,0.536485,0.407798,0.473863,0.2696,0.78233,0.57114,0.781463,0.519358,0.33932,0.625975,0.0902064,-0.0343887,0.177058,-0.254765,-0.0184476,-0.609125,0.120997,0.139786,-0.198875,-0.318197,-0.752318,0.0588765,-0.70205,-0.658163,-0.771913,-0.509108,-0.844408,-0.311605,-0.0263772,-0.00650755,0.429331,0.420389,0.369006,0.39944,0.383702,0.433005,0.313818,0.360974,0.314005,0.373002,0.415975,0.348424,0.477464,0.508596,0.455851,0.563349,0.504612,0.647741,0.469788,0.46511,0.549555,0.578885,0.679684,0.485285,0.668642,0.658848,0.683935,0.624597,0.699393,0.577277,0.506594,0.501627
97.1873,0.905067,0.0681975,6,63,0,-62.4554,-1.11511,0.183001,0.121521,-0.285032,-0.155844,0.207946,0.503042,0.236155,0.728792,0.346797,0.688578,0.876246,0.716644,0.513332,0.994786,0.389116,0.75035,0.567623,0.326711,0.579535,0.194018,0.134347,0.816025,0.40579,0.378789,0.871038,0.810017,0.825862,0.761368,0.834352,0.245845,0.540778,0.607518,0.465194,0.610299,0.229435,0.908812,0.243395,0.282049,0.903501,1.55751,0.823778,4.02278,22.8976,4.38278,6.41795,2.90511,1.14934,7.65483,5.00043,36.137,2.11972,4.61878,5.96717,5.39605,8.23553,2.4115,19.1617,5.26692,3.50005,4.4923,10.7015,3.53499,4.22667,1.49749,10.0704,2.18329,7.52095,21.1498,1.17018,9.79569,2.18518,2.67531,4.08699,0.74696,0.280298,0.634174,0.846032,0.76505,0.549642,1.07948,0.558475,0.708041,0.634172,0.326735,0.791228,-0.123764,-0.304388,0.169344,-0.277178,0.0791503,-0.173392,0.389424,0.31223,0.199354,-0.0807524,-0.879962,-0.205423,-0.433621,-0.482905,-0.802073,-0.77914,-0.678942,-0.592123,-0.647906,-0.0529709,0.321484,0.430381,0.346565,0.300266,0.317551,0.365947,0.253605,0.3639,0.330032,0.346565,0.419035,0.311905,0.530902,0.575515,0.457765,0.568854,0.480223,0.54324,0.403856,0.422571,0.450326,0.520177,0.706814,0.551176,0.606738,0.618434,0.690418,0.685495,0.663503,0.643852,0.656539,0.51324
101.501,0.954943,0.0681975,6,63,0,-62.2307,-0.0462112,0.112678,-0.519705,-0.820046,-0.13166,-0.00544529,0.510585,0.190174,0.559267,0.238113,0.433104,0.590627,0.553618,0.423381,0.642987,0.223568,0.427141,0.462255,0.429013,0.38696,0.21951,0.0698747,0.617068,0.418651,0.299055,0.541397,0.531547,0.623209,0.617038,0.421426,0.107843,0.464369,0.421612,0.516641,0.429802,0.410272,0.636296,0.714697,0.369296,0.732502,1.13855,0.713084,8.3626,2.69855,3.38668,6.01594,5.89105,1.07458,6.54183,3.43681,4.80814,1.01162,4.08639,4.63064,4.14714,3.90607,6.2081,2.9923,3.66163,1.87158,2.04924,9.02014,10.1716,2.81463,2.16932,4.90799,4.87461,5.02,11.9241,0.399929,5.79374,1.47093,10.2757,8.18371,0.704061,0.311379,0.516588,0.694547,0.723958,0.583503,0.843982,0.496093,0.520843,0.647923,0.55848,0.695249,-0.318835,-0.570654,-0.0180151,-0.247088,-0.223962,-0.0674684,-0.0936544,0.100528,0.0534834,-0.259304,-0.888892,-0.573912,-0.503595,-0.511085,-0.627907,-0.668547,-0.56958,-0.036797,-0.643103,-0.121175,0.330912,0.422778,0.37365,0.333022,0.326522,0.358127,0.300697,0.378459,0.372655,0.343458,0.363899,0.332866,0.57904,0.638914,0.504504,0.56146,0.555758,0.516861,0.523397,0.474889,0.486632,0.564465,0.708661,0.639665,0.623304,0.625061,0.652015,0.661178,0.638666,0.509198,0.655455,0.530257
104,0.979495,0.0681975,6,63,0,-66.7106,-0.176257,-0.381996,-0.26783,-0.717594,-0.246966,0.0848955,0.337712,0.233875,0.434386,0.097804,0.325791,0.663435,0.279717,0.373902,0.81239,0.0916804,0.831035,0.123223,0.0535118,0.305515,0.00221519,0.0945741,0.440751,0.211817,-0.0967392,0.298797,0.692964,0.418695,0.536693,0.624577,-0.161637,0.537391,0.185139,0.156214,0.359167,-0.118668,0.634491,0.19349,0.180122,0.61918,1.48925,1.03385,5.28188,9.83566,3.40876,6.43745,1.78282,0.993224,10.6923,3.53373,36.627,1.64543,3.57835,6.86205,4.96121,11.0729,2.39235,21.3428,6.57812,3.53856,3.93044,14.6599,6.36351,3.61625,1.60159,10.5062,1.82763,6.9003,63.4905,1.0966,10.5744,3.09723,3.60992,5.88858,0.403496,-0.0672583,0.179896,0.555875,0.296746,0.371764,0.886921,0.300384,0.704308,0.169003,-0.00612935,0.581304,-0.104825,-0.204141,0.0571407,-0.229296,-0.175028,-0.225854,0.423,0.245926,0.287255,0.0602334,-1.11002,-0.2987,-0.629068,-0.755189,-0.798696,-1.12591,-0.8013,-0.29487,-0.702529,-0.0608542,0.400473,0.516808,0.455147,0.364502,0.426353,0.408115,0.291746,0.425464,0.330858,0.45785,0.501532,0.358633,0.526182,0.550859,0.485719,0.557074,0.543646,0.556225,0.395799,0.438826,0.428676,0.484946,0.752132,0.574125,0.652278,0.680308,0.689695,0.755083,0.690253,0.573188,0.668748,0.515209
118.489,1,0.0681975,6,63,0,-75.0219,-0.618347,0.657405,0.0767911,-0.401351,-0.0584379,0.0581744,0.293035,0.117886,0.149278,0.162419,0.122166,0.254399,0.448662,0.138731,0.573633,0.407582,0.34307,0.149655,0.221943,0.329412,0.306842,0.112461,0.201769,0.321126,0.278125,0.247782,0.282431,0.423908,0.356738,0.439219,0.238106,0.288695,0.10716,0.19783,0.34538,0.247692,0.435965,0.0815466,0.474661,0.584199,1.51755,0.721102,1.92254,14.4202,3.46898,3.12484,9.18163,0.995642,6.54996,5.62207,4.68368,1.13952,4.33341,4.88293,7.06803,4.76471,4.1427,4.96424,7.87782,3.11353,3.46749,14.8751,11.8456,2.33273,2.2296,6.32447,7.83189,6.70923,18.548,0.547212,7.63833,2.34037,8.51984,8.90261,0.465468,0.446861,0.411143,0.552447,0.776191,0.461724,0.914768,0.780465,0.636582,0.483986,0.53133,0.71817,-0.0407016,-0.280438,-0.249304,-0.143553,-0.062616,-0.312836,-0.103664,0.0227247,-0.062587,-0.0927056,-0.718322,-0.564991,-0.817521,-0.711762,-0.698704,-0.684578,-0.673882,-0.766031,-0.428129,-0.308732,0.38569,0.390107,0.398638,0.365297,0.315141,0.386577,0.286025,0.31422,0.34602,0.381311,0.370207,0.327796,0.510174,0.569654,0.562005,0.535827,0.515649,0.577577,0.525893,0.494319,0.515642,0.52316,0.672237,0.637607,0.69371,0.67079,0.6679,0.66476,0.662372,0.682662,0.605427,0.576576
109.571,0.842032,0.0681975,6,63,0,-75.4398,-0.829178,-0.0700237,-0.230189,-0.484872,-0.278862,0.124684,0.807744,0.218269,1.18065,0.745391,0.779012,0.959568,0.584733,0.769278,0.755471,0.588447,1.11955,0.620539,0.618267,0.785068,0.821377,1.13862,0.650455,0.751408,0.495975,0.786523,1.03942,0.501524,0.803208,1.2535,0.792429,1.12813,0.792294,0.917486,0.775955,0.786684,0.919124,0.832271,0.773762,0.69964,1.46895,0.849317,16.476,5.72022,3.91044,9.35238,1.67969,1.05751,8.35683,3.23389,38.6466,1.83906,4.3132,8.94601,3.18418,8.65811,3.64769,14.193,4.21982,2.14865,2.02405,8.02303,3.81348,4.47475,1.97965,6.22788,1.12287,5.24348,45.3065,0.74812,11.7786,2.65238,5.47318,5.78127,0.992217,0.405461,0.460725,0.684566,0.450411,0.613313,0.686077,0.670554,0.822901,0.518681,0.397373,0.942926,0.229061,0.329873,-0.282975,-0.246951,-0.0638757,-0.363811,0.263136,-0.193833,0.0212793,0.0871666,-0.525542,-0.00540256,-0.374176,-0.329908,-0.80738,-0.568925,-0.978034,0.0337326,-0.441168,-0.315328,0.270474,0.400001,0.386814,0.335243,0.389263,0.351304,0.334906,0.338373,0.305148,0.373161,0.401944,0.28031,0.442984,0.418272,0.570275,0.561426,0.515963,0.589963,0.434593,0.548307,0.49468,0.478222,0.628443,0.501351,0.592468,0.581737,0.691551,0.638515,0.726718,0.491568,0.608537,0.578185
108.241,0.969522,0.0681975,6,63,0,-68.8382,-1.05663,0.697529,0.177424,-0.381131,-0.0460505,0.0607359,0.675322,0.171558,0.89634,0.712266,0.520216,0.931996,0.550081,0.675033,0.762449,0.411926,0.801709,0.35664,0.577812,0.504299,0.741997,0.991137,0.527155,0.67195,0.39231,0.509454,1.22504,0.483017,0.750328,0.872872,0.525322,0.678947,0.593218,0.885452,0.546386,0.579883,0.707318,0.883526,1.12856,0.70167,1.23948,1.02766,4.54472,8.42912,4.00678,6.06228,7.76715,0.787217,10.8068,4.21565,12.31,1.04298,2.05238,4.18337,6.87194,9.18933,3.12262,7.55388,4.65582,2.12519,2.83468,10.6893,5.95073,2.2357,1.995,5.91159,3.59578,9.10284,31.5404,0.601186,7.40444,2.77011,7.53143,10.7437,0.815201,0.606108,0.417632,0.83656,0.477876,0.599255,0.700967,0.375462,0.702699,0.289797,0.491312,0.480344,0.0603592,0.273758,-0.25096,-0.116887,-0.283967,-0.384772,0.513022,-0.255783,-0.00276841,0.016151,-0.832792,-0.568418,-0.739878,-0.420861,-0.895696,-0.7443,-0.786588,-0.38881,-0.172388,-0.606408,0.306783,0.352947,0.397084,0.30226,0.382754,0.354514,0.331598,0.407222,0.331214,0.428054,0.379585,0.382171,0.484915,0.431985,0.562413,0.529188,0.570518,0.595023,0.374485,0.563599,0.500692,0.495962,0.696945,0.638398,0.676969,0.603689,0.710064,0.677935,0.687098,0.595996,0.542991,0.647121
115.115,0.930271,0.0681975,6,63,0,-70.6026,-0.983399,0.747081,0.0394142,-0.237684,-0.123763,0.0224221,0.664991,0.187806,0.778907,0.589056,0.533042,0.657244,0.948594,0.673172,1.02622,0.546368,0.65064,0.361353,0.696317,0.905198,0.585875,0.720008,0.379913,0.753909,0.950763,0.575563,0.927519,0.635433,0.987384,0.728746,0.74303,0.699318,0.411018,0.696256,0.765941,0.530723,0.708619,0.711288,0.866291,0.780978,1.22302,0.880863,5.62654,6.78428,5.13089,3.7581,7.38726,0.788169,9.81344,4.81838,19.8892,1.19232,2.22686,3.36318,5.29834,11.5849,2.85635,6.28623,5.77176,1.41476,2.88934,8.75502,4.83751,2.62989,2.05806,7.58519,3.70309,7.31025,17.6049,0.642413,6.39731,2.64128,8.07428,10.3545,0.726381,0.469292,0.422883,0.566296,0.920082,0.635054,1.02653,0.61391,0.550087,0.347249,0.629383,1.00636,-0.24957,-0.211491,-0.574008,-0.228829,0.129726,-0.408795,0.010428,-0.212829,0.100701,-0.295625,-0.545623,-0.573307,-0.810397,-0.593988,-0.60757,-0.807549,-0.80417,-0.346834,-0.409546,-0.373199,0.325989,0.384784,0.395827,0.362092,0.284941,0.346365,0.263758,0.351168,0.365844,0.41405,0.34765,0.267693,0.562071,0.552677,0.639688,0.556959,0.467614,0.600799,0.497393,0.553007,0.474846,0.573373,0.633119,0.639526,0.692194,0.64428,0.647386,0.691587,0.690866,0.58585,0.600979,0.592232
94.1236,0.815432,0.0681975,6,63,0,-64.4031,-1.3001,0.315387,0.207535,-0.313908,-0.0415239,0.216453,0.504152,0.292076,0.769856,0.357786,0.883692,0.800096,0.632654,0.518849,1.0631,0.52411,0.688928,0.0736086,0.50753,0.749581,0.450435,0.455577,0.280274,0.532944,0.902068,0.485258,0.679671,0.432485,0.709572,1.06995,0.302051,0.553862,0.110853,0.49111,0.779732,0.720062,0.597231,0.96608,0.654923,0.863459,1.57004,0.880862,7.43232,20.997,1.76941,9.06712,1.92098,0.547999,6.98838,2.88166,23.0708,1.88624,5.1294,1.97243,6.45207,3.86813,4.11088,10.3765,4.36237,2.40504,1.76657,5.81292,8.58405,3.41571,2.65858,8.19165,5.65723,1.73392,24.3847,0.650987,7.18241,1.71315,5.74516,9.17075,0.682526,0.247898,0.777026,0.699875,0.553382,0.436354,0.993494,0.477064,0.585484,-0.000830127,0.415366,0.713815,0.021075,-0.00601015,-0.397766,-0.154765,0.477543,-0.620855,0.222918,-0.210106,0.054091,0.159344,-0.91677,-0.24172,-1.08541,-0.519314,-0.67649,-0.306476,-0.905721,-0.175395,-0.350667,-0.310243,0.335698,0.438341,0.314961,0.33184,0.36508,0.39261,0.270222,0.382946,0.357672,0.500208,0.397626,0.328756,0.494731,0.501503,0.598151,0.538614,0.382833,0.650413,0.4445,0.552334,0.486481,0.460248,0.714383,0.560137,0.747516,0.626987,0.662955,0.576025,0.712124,0.543737,0.586779,0.576945
94.8749,0.982885,0.0681975,6,63,0,-58.7091,-0.167482,0.128974,-0.28911,-0.66129,-0.243098,0.0139421,0.53053,0.20356,0.960723,0.515481,0.481159,0.413228,0.37374,0.344297,0.513429,0.16258,0.834195,0.0456577,0.285474,0.535366,0.410258,0.298724,0.24852,0.564088,0.434748,0.160357,0.51738,0.43633,0.37071,0.762374,0.253729,0.696028,0.524974,0.575104,0.126917,0.577702,0.561399,0.695715,0.282081,0.582476,1.40418,1.17264,4.4124,2.87899,5.99078,3.55242,8.16459,1.69844,8.62887,5.74513,9.54221,1.02987,3.8714,16.4544,3.27142,12.1429,3.93867,6.40271,7.23615,3.10885,4.55651,16.8049,6.62542,2.6842,1.59309,6.40642,1.61444,13.2064,32.4837,0.802536,12.1691,3.52959,7.8598,6.84065,1.16282,0.585511,0.570056,0.53986,0.623009,0.574699,0.8193,0.600522,0.94196,0.323228,0.459274,1.03934,0.0765634,-0.223644,-0.28779,-0.0288242,0.129354,-0.375536,0.0233128,0.10756,-0.0335287,0.117786,-0.767965,-0.354384,-0.364649,-0.479816,-1.03136,-0.571554,-0.870451,0.126836,-0.744538,-0.175075,0.238155,0.357665,0.361224,0.36822,0.349097,0.360153,0.305912,0.354224,0.280505,0.419889,0.387158,0.261277,0.480869,0.555679,0.571455,0.507206,0.467707,0.592796,0.494172,0.473136,0.508381,0.470588,0.683081,0.58768,0.590165,0.617704,0.737179,0.639122,0.704839,0.468333,0.677987,0.543657
89.4603,0.998266,0.0681975,6,63,0,-53.6732,-0.701662,0.644814,0.192601,-0.363416,-0.203781,0.0126669,0.548296,0.380711,0.23757,0.0150708,0.409852,0.556578,1.04823,0.207437,0.916141,0.337471,0.355543,0.210046,0.0891064,0.330279,0.442842,0.678219,-0.0397735,-0.21111,-0.00527231,0.512566,1.16861,0.389251,0.45319,0.77471,0.544389,1.22412,-0.0259171,0.700716,0.432844,0.254474,1.05053,0.155438,0.99709,1.03898,1.08689,0.845911,6.84463,4.9089,3.83555,3.79959,2.64385,0.715269,7.35826,2.6035,12.7742,1.94382,2.20669,5.01264,4.70093,6.94965,3.71397,11.3375,5.35246,1.49991,2.91389,8.81863,10.7297,6.26153,2.27962,9.94656,7.03975,4.37767,31.5271,0.58473,8.88929,2.05399,9.5297,16.8861,0.386335,0.053125,0.463722,0.64208,1.23654,0.379926,1.15189,0.683934,0.425228,0.422075,0.214148,0.732098,0.0397395,0.116959,-0.613701,-0.832485,-0.384651,-0.0629711,0.631071,-0.0107022,-0.0100265,0.109036,-0.68045,-0.0228319,-1.14005,-0.550996,-0.907466,-1.07632,-0.519106,-0.689822,-0.230898,0.0355573,0.4046,0.486722,0.386103,0.344777,0.225039,0.406145,0.240143,0.335384,0.395266,0.39602,0.446667,0.324735,0.490066,0.470794,0.648785,0.69688,0.594994,0.515738,0.347268,0.502676,0.502507,0.472768,0.663839,0.505708,0.757688,0.634367,0.712481,0.745796,0.626939,0.665927,0.557469,0.491112
100.569,0.817972,0.0681975,6,63,0,-57.384,-0.319237,-0.131655,-0.484415,-0.536298,-0.0632935,0.091281,0.495273,0.226146,0.966644,0.661855,0.529751,0.641438,0.100054,0.436206,1.09174,0.306754,0.652103,0.304424,0.427754,0.788488,0.564805,0.596039,0.362868,0.683405,0.685127,0.190308,0.484667,0.45237,0.609655,0.736392,0.08821,0.459542,0.345503,0.493579,0.0480249,0.573857,0.202068,0.717663,0.260217,0.579852,1.66696,1.02967,6.28993,10.0859,2.20927,8.95947,4.23195,1.13973,7.94729,7.17198,13.2816,1.2796,6.20242,7.93775,5.19073,9.15729,6.32414,3.38733,6.2229,4.59767,2.04686,8.42722,9.20257,2.00946,2.02474,6.20981,2.82954,6.93739,42.8443,0.680007,4.81797,2.59585,4.67838,7.16529,0.929001,0.589826,0.462634,0.584146,0.0746921,0.405932,1.08112,0.330516,0.589899,0.28643,0.382743,0.829442,0.0561032,0.0382142,-0.286239,0.0195615,0.183793,-0.633991,-0.0657893,-0.1427,-0.00506473,-0.0285565,-0.642253,-0.103096,-0.350573,-0.157884,-0.805649,-0.102168,-0.722835,0.105096,-0.383877,-0.0818387,0.283127,0.356675,0.386361,0.357979,0.481336,0.399888,0.253295,0.418115,0.356658,0.428878,0.405465,0.303763,0.485978,0.490448,0.571075,0.49511,0.454181,0.653394,0.516441,0.535615,0.501266,0.507139,0.655263,0.525751,0.586757,0.539389,0.691182,0.52552,0.673231,0.47375,0.594808,0.520448
113.022,0.999234,0.0681975,6,63,0,-73.6958,-0.210753,0.0845336,-0.578805,-0.715176,-0.131163,0.0305361,0.451788,0.198949,0.291516,0.224937,0.797796,0.571308,0.847713,0.102716,0.533185,0.575557,0.583079,0.335127,0.294345,0.482613,0.380914,0.593322,0.0936219,0.495361,0.26575,0.609664,0.809088,0.779794,0.550305,0.669376,0.344894,0.778091,0.302633,0.302572,0.337689,0.242902,0.349942,0.148382,0.58159,0.429678,1.60366,0.927921,6.37728,10.4776,3.79516,6.74596,2.68827,0.963017,7.80642,3.18509,10.0355,1.09733,8.00336,10.8588,2.32841,10.403,5.13648,3.33744,9.1176,3.44056,2.14208,9.48573,8.25549,2.68685,1.47896,7.6539,3.29283,7.7131,38.5351,0.646042,7.19779,1.93027,5.94485,10.4279,0.387171,0.249334,0.832372,0.626244,0.968817,0.213641,0.684829,0.798459,0.627835,0.471501,0.374731,0.741145,-0.273295,-0.162684,-0.69292,-0.32172,-0.373189,-0.22268,0.0683512,0.105229,-0.164979,-0.198601,-0.639098,-0.175368,-0.610101,-0.676334,-0.743008,-0.786902,-0.878361,-0.591296,-0.382046,-0.411797,0.404398,0.437987,0.303144,0.348363,0.275116,0.446792,0.335184,0.310355,0.348002,0.384261,0.407398,0.322754,0.567902,0.540582,0.666616,0.579743,0.592229,0.555441,0.482919,0.473717,0.541151,0.549488,0.65455,0.54373,0.647964,0.66292,0.677653,0.687166,0.706482,0.643662,0.594366,0.601519
112.729,0.990734,0.0681975,6,63,0,-82.1806,-0.992706,0.164658,-0.0861911,-0.39753,-0.127565,0.18248,0.585041,0.208099,0.949634,0.489228,0.0885098,0.588902,0.497986,0.223262,0.944747,0.246145,0.587932,0.464673,0.31881,0.728949,0.587251,0.532724,0.698184,0.632363,0.587942,0.57122,0.798509,0.512445,0.644534,1.05101,0.352039,0.465974,0.39638,0.466683,0.603156,0.538451,0.704331,0.752798,0.369866,0.685168,1.26555,0.853936,5.76138,7.02377,3.423,4.79331,5.55501,1.13085,7.65893,3.82538,20.4965,2.1099,1.79435,4.16099,9.22866,4.54837,2.99824,17.966,3.56859,2.15666,3.89386,13.4076,6.63611,3.91707,2.62871,5.33201,3.45952,4.46866,18.4018,0.872535,11.8049,3.17118,4.72874,7.05363,0.948502,0.418793,0.0279749,0.548168,0.521605,0.236981,0.998068,0.36877,0.537298,0.503144,0.302827,0.886226,0.0983368,-0.0551952,-0.072216,-0.167739,0.113879,-0.54929,0.22544,-0.149049,-0.0565619,0.048625,-0.789104,-0.339909,-0.675459,-0.516731,-0.784821,-0.494465,-0.827204,-0.150732,-0.598697,-0.317367,0.279186,0.396806,0.493007,0.36629,0.372477,0.441031,0.269321,0.408838,0.368816,0.376802,0.424866,0.291889,0.475436,0.513795,0.518046,0.541837,0.471561,0.633971,0.443877,0.537193,0.514137,0.487846,0.687639,0.584168,0.662725,0.626383,0.686718,0.621158,0.695763,0.537612,0.645358,0.578682
105.074,0.840698,0.0681975,6,63,0,-76.0157,-0.235062,-0.363735,-0.455026,-0.81824,-0.211267,0.0632297,0.657261,0.231639,0.623277,0.650451,0.664349,0.679741,0.548291,0.750298,0.926292,0.425647,0.629567,0.638056,0.252206,0.994623,0.603081,0.506173,0.464083,0.560944,0.494685,0.273605,0.560728,0.314211,0.431655,0.679038,0.556466,0.723784,0.334157,0.588519,0.423579,0.294788,0.790345,0.270466,0.522544,0.777427,1.41189,0.81842,3.17902,10.2274,2.58758,3.1853,3.94445,0.876521,6.09118,5.30814,11.4426,1.11799,6.81011,10.7885,1.44486,13.1579,6.10278,5.06563,8.44499,2.67507,1.803,6.2174,9.5096,3.16211,2.39048,8.23416,4.11006,9.56013,37.7971,0.487731,6.85183,1.32771,7.73573,12.088,0.438036,0.350433,0.380727,0.428912,0.404042,0.589653,0.831234,0.445366,0.362342,0.518402,0.0423703,1.07173,0.173137,-0.0877386,-0.193058,-0.145387,0.0893371,-0.485401,-0.00858822,-0.162565,-0.110708,-0.123317,-0.562271,-0.317684,-0.669802,-0.50798,-0.864967,-0.883695,-0.735954,-0.454747,-0.54936,-0.111755,0.392209,0.413278,0.405951,0.394386,0.400342,0.356715,0.303384,0.390463,0.410393,0.373226,0.489409,0.255074,0.456823,0.521921,0.548115,0.536283,0.477681,0.619022,0.502147,0.540552,0.527649,0.53079,0.636978,0.57876,0.661459,0.624333,0.703697,0.707587,0.676111,0.611767,0.633987,0.52791
