# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim2_re_model
# start_datetime = 2022-03-11 09:25:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpIt8rtp/standata-3d7453fb7387.json
# init = 2 (Default)
# random
#   seed = 552130888
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2_re-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2_re-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim2_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,m_k,s_SI,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.0446895
# Diagonal elements of inverse mass matrix:
# 0.244399, 0.11345, 0.0977968, 0.103298, 0.0156886, 0.00629923, 0.244457, 0.0191034, 0.286088, 0.271973, 0.295413, 0.292033, 0.295272, 0.301336, 0.314056, 0.283916, 0.288431, 0.283701, 0.285009, 0.304551, 0.270204, 0.277372, 0.326824, 0.29946, 0.2749, 0.27437, 0.273947, 0.280445, 0.274577, 0.289015, 0.282031, 0.323927, 0.295658, 0.304028, 0.314279, 0.322894, 0.303975, 0.298057, 0.297884, 0.282849, 0.0779619, 0.00964965, 0.122181, 0.123274, 0.125721, 0.132548, 0.132194, 0.127593, 0.12661, 0.117505, 0.127669, 0.12381, 0.13383, 0.12447, 0.119999, 0.117038, 0.126329, 0.126191, 0.120789, 0.128582, 0.12072, 0.128828, 0.125177, 0.121779, 0.117335, 0.135525, 0.12918, 0.119488, 0.125063, 0.122866, 0.122999, 0.125234, 0.130716, 0.12505, 0.125196, 0.135506, 0.12794, 0.123398, 0.125954, 0.125857, 0.115978, 0.150996, 0.129058, 0.130037, 0.129344, 0.125104, 0.114744, 0.126405, 0.120639, 0.128771, 0.119785, 0.13, 0.12038, 0.120707, 0.130034, 0.126044, 0.125156, 0.120903, 0.129887, 0.125374, 0.12647, 0.123469, 0.12395, 0.127718, 0.123049, 0.130045, 0.132717, 0.125352, 0.129207, 0.130669, 0.116625, 0.128937, 0.120084, 0.115747, 0.127343, 0.119983, 0.125542, 0.127433, 0.123887, 0.120196, 0.125529, 0.120647, 0.0765405, 0.572744, 0.0795051, 0.0788678, 0.0787354, 0.0793498, 0.0787768, 0.079874, 0.0793942, 0.077368, 0.0789947, 0.0793012
-3753.89,0.976238,0.0446895,6,63,0,3818.02,-0.106882,-0.355732,-0.317919,-0.622853,-0.266842,0.232605,0.440669,0.540792,-0.181832,0.0407217,0.182188,0.919278,0.792407,1.00027,1.28478,0.509207,0.808574,0.937042,0.263129,0.00912642,1.33891,0.550421,0.485193,1.11973,0.45174,1.13162,0.377621,-0.123307,0.693803,-0.174936,0.130562,0.284341,0.165731,0.861928,0.327186,0.937975,-0.179899,1.59962,-0.137702,0.668689,-0.118871,0.523633,0.00213523,-0.196997,-0.702018,0.316605,-0.471893,-0.392482,-0.733943,0.147016,0.348414,-0.514792,0.104336,-0.544693,0.436866,0.251768,0.264439,0.109343,-0.373923,-0.25963,-0.771156,0.392056,-0.423678,-0.237768,0.235241,-1.21861,-0.81673,-0.652345,-0.097222,-0.565772,-0.425986,-1.12252,-0.397954,-0.593686,-0.073585,-1.18311,0.953574,0.00153881,0.135213,-0.31618,0.467414,-1.78309,-0.199458,-0.512425,-0.0771397,0.230734,-0.0412655,0.339246,0.0362205,0.223558,-0.554191,0.123231,-0.0163208,-0.6526,-0.696764,-0.236187,0.414473,0.112367,-0.218377,0.0607657,-0.473775,0.486069,0.381675,0.640412,-0.207984,0.317168,-0.688938,0.662161,-0.347505,0.0874999,-0.272168,0.202574,-0.503209,-0.652939,-0.350138,-0.738294,0.175683,0.566506,0.566823,-0.275404,-0.150869,-0.389394,0.14083,0.0454703,0.0285421,0.131045,0.122524,0.182822,0.18711,0.192643,0.183328,0.115467,0.149371,0.234623,0.608502,0.39189,0.483299,0.83785,0.606564,1.77316,0.844593,1.09955,1.24014,1.40123,0.153388,0.212393,1.41261,0.504537,0.345765,0.612934,0.314582,1.28143,0.08826,0.237361,0.669662,-0.362151,-0.213686,-0.723076,-0.482922,0.0567715,0.289376,0.824064,-0.845994,1.45966,-0.673338,0.415716
-3783.25,0.988395,0.0446895,6,63,0,3833.52,0.100751,-0.279588,-0.0925717,-0.477053,-0.376859,0.32283,0.575493,0.505742,-0.434965,0.0292654,0.44997,1.2138,0.79708,0.791109,1.44661,0.218037,0.571168,0.818626,0.396401,0.0617735,1.38645,0.365677,0.415111,0.9674,0.633874,1.10318,0.47414,-0.276553,0.49369,0.0583164,0.0658642,0.592539,0.521731,1.24829,0.385451,1.09869,0.309816,1.52429,0.0652121,0.382808,-0.123618,0.525526,-0.121227,0.0706566,-0.814544,0.383932,-0.455116,0.227422,-0.943008,0.106019,0.143277,-0.64866,-0.57294,-0.403204,0.703392,0.0706613,0.0270892,0.0535212,-0.776471,0.04733,-0.366902,0.0952296,-1.05802,0.55092,0.588678,-1.36419,-0.925128,0.0250554,0.504746,-0.226255,-0.788444,-0.939106,-0.104062,-0.70494,-0.0818683,-1.02577,1.1141,-0.280531,0.0643623,-0.565856,0.0496786,-1.63862,0.0334462,-0.562605,-0.253873,0.753782,0.0993765,0.550204,0.282644,-0.197798,-0.864803,0.0108158,0.0455159,-0.176385,-0.376239,-0.171701,-0.0515808,0.362,-0.573577,0.474964,-0.50475,0.214364,0.513137,0.157854,-0.624417,0.0697722,-0.782716,0.638647,-0.821723,0.251134,-0.510857,0.653351,-0.593372,-0.593134,-0.599705,-0.782155,0.111037,1.10886,0.0529972,-0.302818,-0.694028,-0.151191,0.147785,0.068135,0.0995479,0.210254,0.131855,0.0666417,0.157511,0.160917,0.211569,0.219119,0.195096,0.22592,1.1387,0.988374,1.33271,1.57331,1.00345,2.33446,1.29944,1.51493,1.63815,1.93167,0.710247,0.806324,2.08731,0.897644,0.80929,0.854105,1.04261,1.91151,0.667924,0.823906,1.05636,0.390682,0.228307,-0.181608,0.254263,0.765469,0.963641,1.5694,0.0120375,1.9639,-0.0483187,0.66848
-3767.08,0.992534,0.0446895,6,63,0,3845.03,-0.356746,0.0893418,0.295964,-0.0611204,-0.303299,0.263265,0.384366,0.576303,-0.084207,-0.153732,0.128813,0.820116,0.997913,0.834893,1.38312,0.413192,0.480565,0.768776,0.425322,-0.0202874,1.27584,0.173339,0.418458,1.08993,0.341473,0.74487,0.281811,-0.431649,0.558338,-0.570466,0.165743,0.192247,0.209969,0.806802,0.217046,0.723503,-0.00270156,1.52524,-0.25688,0.537565,-0.167448,0.560083,0.113206,-0.234424,-0.703297,0.288545,-0.141037,0.544125,-0.204607,0.269805,0.265377,-0.696084,0.296976,-0.154484,1.01306,0.634275,-0.0281074,-0.340518,-0.747847,-0.593199,-0.5023,0.765422,-0.761097,0.621188,-0.236798,-1.08184,-0.691785,-0.15633,0.11536,0.0407348,-0.502905,-1.41345,-0.307904,-0.772954,0.394721,-1.00503,0.810808,-0.083302,0.212898,-0.388075,0.268222,-1.85286,0.445908,-0.545736,0.310269,0.435436,0.106787,0.674921,-0.141591,0.16715,-0.831556,-0.0162374,0.0518169,-0.142641,-0.569798,-0.133745,0.438306,0.173222,0.0160716,0.346011,-0.239863,0.336191,0.302606,1.23724,-0.715167,0.308676,-0.609202,0.628825,-0.676814,-0.233559,-0.281824,0.550137,-0.0597173,-0.442859,0.122574,-0.152441,0.249867,0.459091,0.350215,-0.423624,0.0939189,-0.240907,0.0443882,0.0678041,0.00265518,0.108911,0.104222,-0.0102365,0.0931103,0.0796302,0.140454,-0.0167857,0.164304,0.140015,1.06916,0.501588,0.726117,0.985977,1.04397,1.96732,1.1412,1.34037,1.22615,1.55143,0.557881,0.465805,1.77943,0.541004,0.67868,0.934837,0.606513,1.33496,0.373854,0.396992,0.950716,-0.363441,0.184911,-0.542359,-0.116857,0.303209,0.581159,1.00112,-0.350473,1.77438,-0.456367,0.659358
-3769.27,0.975246,0.0446895,6,63,0,3853.33,-0.0162048,0.491454,0.591659,0.00370005,-0.304775,0.177868,0.575219,0.678816,-0.462733,-0.253022,0.364467,1.01637,0.596571,1.2891,1.12367,0.323303,0.715672,0.789607,0.153885,-0.0441474,1.17718,0.228244,0.311072,0.964506,0.5437,1.12959,0.197669,-0.164003,0.767132,-0.11734,0.148223,0.403219,0.364853,0.953742,0.638408,1.34282,0.0542352,1.835,0.166376,0.590706,0.00485214,0.497769,0.365501,0.474597,-0.578182,0.66132,-0.201887,-0.164595,-0.757447,0.424787,0.66171,-0.501157,0.0780234,-0.208076,0.242062,0.423262,0.522547,-0.186593,-0.78974,-0.0678756,-0.275794,0.311224,-0.645038,-0.141023,-0.0582028,-1.00865,-1.04069,-0.217486,0.625655,0.154682,-0.306982,-1.20612,-0.416264,-0.114944,0.103912,-1.31424,1.05541,-0.239199,-0.0612126,-0.106329,0.360027,-1.50798,0.146124,-0.268529,0.365021,0.171763,-0.0705221,0.0771845,-0.0756891,-0.213471,-0.880589,0.0424399,0.0810451,-0.695989,-0.462216,-0.172092,0.683158,0.557023,-0.470199,0.698353,-0.256631,0.579016,1.17094,0.512502,-0.440571,0.206383,-0.62016,0.551633,-0.536432,0.0273691,-0.289366,0.737935,-0.444013,-0.57731,-0.263618,0.0328,0.668752,0.776321,0.35227,-0.151716,-0.618502,0.108357,0.0456751,0.0399257,0.108234,0.0418986,-0.0047181,0.0956266,0.0498536,0.0345406,0.0639832,0.096257,-0.00382495,0.0394181,1.18017,0.976086,1.4486,1.927,1.30013,2.82428,1.62453,1.82559,1.94881,2.05999,0.944366,0.92823,2.14639,1.06087,0.949057,1.35851,1.35988,2.18573,0.840014,1.04517,1.6246,0.553867,0.488201,-0.0142456,0.357153,0.855094,1.06497,1.68247,-0.06119,2.2327,0.199956,0.947131
-3764.9,0.984046,0.0446895,6,63,0,3839.43,0.454698,-0.344079,-0.211362,-0.692519,-0.185692,0.1148,0.108785,0.567986,-0.156939,-0.0177831,0.29814,0.633064,0.318187,1.23467,0.895299,0.360405,0.67035,0.906416,-0.0533633,-0.203241,1.08732,-0.00368135,-0.0696627,0.359409,0.126548,0.791584,0.000344207,-0.492689,0.263343,-0.572562,-0.176045,-0.0298011,-0.19589,0.625192,0.286004,0.880507,-0.0954338,1.36189,-0.0855535,0.281735,-0.0343614,0.577138,0.0749566,-0.11314,-0.60585,0.0348241,0.115492,0.112726,-0.248767,0.14415,0.167242,-0.305973,-0.271299,-0.363691,0.99546,0.363126,-0.0147675,-0.0425632,-0.0958198,-0.00270345,-0.307209,0.461644,-0.448263,0.278574,-0.102346,-0.897433,-0.729766,-0.438399,0.353194,-0.0802079,-0.555631,-0.963922,-0.697707,-0.91297,0.0960036,-0.711401,0.848058,0.184403,-0.0468174,-0.118668,0.413324,-1.87338,0.330422,-0.324079,0.00834246,0.74493,0.138048,0.571377,0.0717358,0.35485,-0.713546,0.0869936,0.256192,0.491566,-0.594976,0.0274991,0.353173,0.514346,-0.128211,0.213902,-0.0313039,0.669351,0.834119,0.682603,0.207115,0.169187,-0.220918,0.935893,-0.269737,0.235048,-0.173466,0.254819,-0.590492,-0.61713,0.0271606,-0.0748225,0.403001,0.371064,0.626913,0.133692,-0.122154,-0.0343055,-0.0145213,0.0295019,0.023233,-0.0303193,-0.0624068,-0.0201187,-0.0260549,-0.021494,-0.0124389,0.0276031,-0.0774451,-0.0257323,0.684388,0.565001,0.799023,1.00895,0.57434,2.01679,1.02152,1.10963,1.26202,1.52078,0.255748,0.229553,1.58343,0.409204,0.231059,0.49862,0.522984,1.34065,0.290864,0.156042,0.691358,-0.258028,-0.192677,-0.507924,-0.424354,0.334886,0.341415,0.88296,-0.383103,1.39329,-0.282438,0.281551
-3761.5,0.999527,0.0446895,6,63,0,3827.34,-0.119261,-0.369231,-0.269731,-0.852839,-0.327997,0.121288,0.148401,0.533751,-0.454188,-0.672298,-0.0624123,0.271103,0.339765,0.804332,0.422917,-0.0225943,0.169985,0.505443,-0.219985,-0.149082,0.967531,0.0248136,0.304369,0.67984,0.0919751,0.67333,-0.35444,-0.501528,0.181266,-0.731381,-0.0691882,-0.0517441,0.15194,0.519978,0.287706,0.93208,-0.240106,1.54378,-0.37074,0.393057,0.00868213,0.509079,0.242255,0.0117643,-0.231697,0.690146,-0.242809,0.0213443,-0.715733,0.640741,0.38877,-0.477084,-0.0489322,0.296881,0.424399,-0.0102532,0.386205,-0.244033,-0.42173,0.114557,-0.215748,0.524344,-0.676461,0.33791,0.306448,-1.12531,-0.776163,-0.0185168,0.449774,-0.21065,-0.477365,-0.785254,-0.767539,-0.675479,-0.0539712,-0.93391,1.3067,-0.00889488,0.417367,-0.597006,0.46415,-1.43945,-0.0203234,-0.387733,0.422679,0.00985239,-0.245012,0.2648,0.40478,0.0257143,-1.01649,-0.0871043,0.449269,-0.356898,-0.0697146,0.266573,0.279209,0.715154,-0.260383,0.377028,-0.208517,0.567582,0.339314,0.480461,-0.451966,0.151023,-0.422936,0.519942,-0.163802,-0.0877088,-0.0958736,0.123067,-0.164605,-0.645156,-0.107485,0.0661119,0.768092,0.315388,0.377527,-0.0562257,0.0287875,-0.221168,0.020323,0.0278538,-0.0208028,0.044671,0.0275816,-0.0178556,0.056732,0.0395566,0.0577595,-0.0448667,0.0684405,0.0366398,0.103546,-0.489755,-0.106024,0.25116,0.0268505,1.176,-0.0380128,0.45394,0.286732,0.66228,-0.439357,-0.312962,0.862041,-0.227672,-0.227724,0.0254386,-0.108077,0.661382,-0.741577,-0.418914,-0.0444928,-1.15759,-0.73208,-1.52979,-0.885122,-0.544829,-0.492396,0.058436,-1.46323,0.802745,-1.43351,-0.322268
