# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim2_re_model
# start_datetime = 2022-03-11 09:25:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpIt8rtp/standata-3d7453fb7387.json
# init = 2 (Default)
# random
#   seed = 552130888
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim2_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,m_k,s_SI,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.00514641
# Diagonal elements of inverse mass matrix:
# 0.232883, 0.113005, 0.108998, 0.117188, 0.0144776, 0.00717349, 0.148098, 0.021551, 0.194136, 0.169938, 0.184282, 0.192594, 0.18967, 0.199993, 0.205384, 0.191678, 0.178862, 0.180062, 0.17723, 0.198304, 0.180847, 0.177537, 0.214462, 0.196507, 0.182421, 0.18268, 0.186217, 0.193831, 0.177829, 0.185296, 0.182904, 0.206606, 0.170317, 0.194032, 0.205714, 0.208229, 0.188246, 0.176827, 0.177683, 0.170851, 0.0969029, 0.00969416, 0.141221, 0.147657, 0.149032, 0.145038, 0.142732, 0.135062, 0.13968, 0.140435, 0.144743, 0.151762, 0.146592, 0.140954, 0.138871, 0.145478, 0.150624, 0.142426, 0.141774, 0.148779, 0.146829, 0.146179, 0.14224, 0.138698, 0.140646, 0.149142, 0.141053, 0.140675, 0.142808, 0.141442, 0.150068, 0.14607, 0.153384, 0.153434, 0.144965, 0.155766, 0.156213, 0.147383, 0.147238, 0.152744, 0.150477, 0.175545, 0.143882, 0.146769, 0.142107, 0.14083, 0.146425, 0.138456, 0.149011, 0.151303, 0.140521, 0.143176, 0.140328, 0.138698, 0.152256, 0.137057, 0.142208, 0.144203, 0.144806, 0.137272, 0.136418, 0.146694, 0.144722, 0.150746, 0.144767, 0.143879, 0.142832, 0.143788, 0.142608, 0.143751, 0.150295, 0.146369, 0.148287, 0.157019, 0.14476, 0.156233, 0.147047, 0.143263, 0.143789, 0.142157, 0.143167, 0.141336, 0.0965824, 0.904664, 0.0959604, 0.0990643, 0.0976072, 0.0982833, 0.0974053, 0.0967831, 0.0996124, 0.0998246, 0.0988615, 0.0986271
-3758.41,0.998734,0.00514641,9,511,0,3819.26,-0.780826,-0.230121,-0.283396,-0.973405,0.13522,0.138638,-0.197484,0.676704,-0.183653,-0.478131,-0.474249,0.454352,-0.087592,0.445357,-0.00827816,0.320659,0.203591,0.472302,-0.598902,-0.933178,0.707086,-0.538018,-0.844131,-0.304118,-0.273209,0.271128,-0.585578,-0.857218,-0.302407,-1.42748,-0.209915,-1.14054,-0.463437,0.321797,-0.53175,0.273933,-1.21087,1.0698,-1.04075,-0.0154341,-0.159566,0.463183,0.262316,0.252651,-0.953349,0.180821,-0.198459,0.376483,-0.622741,-0.243991,0.481584,-0.802345,-0.33159,-0.080221,0.226438,0.455138,0.326124,-0.305625,-0.421083,-0.242582,-0.562919,0.231105,-0.40343,0.321668,-0.191149,-1.13952,-0.606292,-0.342472,0.275984,0.0550559,-0.698774,-0.804603,-0.205864,-0.695568,-0.0431161,-0.944434,0.968381,-0.336681,0.0703531,-0.12837,0.187453,-1.57001,0.0628072,-0.298265,-0.0829804,0.127716,-0.323563,0.280271,0.295226,-0.190471,-0.56739,-0.131372,-0.253523,0.00361188,-0.687937,-0.18984,0.330028,0.543848,-0.0503408,-0.00878769,-0.574746,0.601395,0.521231,0.478874,0.131208,-0.241946,-0.705951,0.390934,-0.433435,-0.239641,-0.411454,0.0977283,-1.07028,-0.53386,-0.668617,-0.200735,0.150246,0.161767,0.245109,-0.187189,-0.658363,-0.167118,0.107405,0.0342242,0.0574674,0.148103,0.074007,0.088355,0.0748654,0.149604,0.121956,0.135868,0.112706,0.105412,-1.05999,-1.38844,-1.10268,-0.749757,-0.982281,-0.165634,-1.03059,-0.710846,-0.490948,-0.238764,-1.53215,-1.51203,-0.0967301,-1.28123,-1.28344,-1.07028,-1.22668,-0.571252,-1.46192,-1.54994,-1.05664,-2.09908,-1.90298,-2.49754,-2.00225,-1.39421,-1.61057,-0.766325,-2.48433,-0.213764,-2.38032,-1.49824
-3758.65,0.999358,0.00514641,9,511,0,3818.66,0.169004,0.0863481,0.0970962,-0.247947,-0.30671,0.230143,-0.139624,0.621338,-1.14191,-0.96087,-0.556999,0.219448,0.0564026,0.117268,0.462866,-0.38194,0.171155,0.357975,-0.68417,-0.675887,0.807923,-0.293229,-0.100288,0.324867,-0.0172842,0.289899,-0.36665,-0.885097,-0.0311615,-0.799311,-0.597794,-0.578875,-0.32806,0.316722,-0.376633,0.253505,-0.735689,0.861536,-0.853406,-0.303181,-0.388792,0.604852,0.168782,-0.0197726,-1.05044,0.0337316,-0.0829901,0.352105,-0.691239,-0.267707,0.461906,-1.09974,-0.522352,-0.223371,0.164205,0.521895,0.187155,-0.49497,-0.687389,-0.498227,-0.853513,0.0750842,-0.549357,0.22733,-0.32021,-1.30706,-0.777259,-0.487611,0.258733,-0.0509923,-0.702475,-1.08128,-0.290056,-0.840249,-0.150177,-1.18928,1.08721,-0.571461,-0.0633407,-0.242264,0.18663,-1.86962,0.0776745,-0.351595,-0.00556917,-0.00898289,-0.336635,0.16924,0.0677878,-0.305421,-0.673615,-0.364344,-0.237737,-0.0501153,-0.809654,-0.0655543,0.383548,0.605343,-0.322404,0.0124104,-0.618014,0.755841,0.5281,0.516782,0.0108503,-0.222073,-0.890405,0.300907,-0.772216,-0.555512,-0.421064,0.281114,-1.12916,-0.853925,-0.738641,-0.259517,0.101954,0.208915,0.310429,-0.123791,-0.731455,-0.224991,0.22249,0.0120683,0.204562,0.24221,0.221574,0.217444,0.22308,0.229711,0.241378,0.229597,0.212542,0.254473,0.441937,0.155417,0.464537,0.912938,0.592662,1.64386,0.743991,1.00926,1.34264,1.56695,-0.0604393,0.233186,1.57258,0.33397,0.382176,0.45951,0.542219,1.14202,0.0179109,0.172179,0.621029,-0.334559,-0.270871,-1.0142,-0.351023,0.151088,0.190865,0.733532,-0.815915,1.34884,-0.783681,0.0914374
-3761.17,0.999557,0.00514641,9,511,0,3836.49,1.04859,-0.328752,0.0872968,-0.698132,-0.270073,0.213143,0.0872148,0.448121,-0.618968,-0.444372,-0.112911,0.580394,0.383615,0.561568,0.606533,-0.138077,0.166858,0.434986,-0.168856,-0.500064,0.517701,-0.436815,-0.252952,0.156804,-0.298841,0.0185501,-0.401985,-0.930376,-0.230961,-1.01528,-0.162968,0.0527669,-0.114019,0.550442,0.180064,0.523959,-0.223551,1.30633,-0.216243,0.310181,-0.190079,0.521042,0.040798,-0.0847158,-0.681833,0.310243,-0.465394,-0.597724,-0.916645,0.329914,0.0184654,-0.487054,0.115632,-0.37119,0.638611,-0.266567,-0.166339,-0.180077,-0.646458,-0.368807,-0.256348,0.356678,-1.00188,0.139578,-0.152577,-1.27852,-0.977872,-0.679197,0.0333597,-0.313216,-0.327867,-1.17144,-0.894376,-0.821137,-0.219244,-0.906722,0.916568,-0.577142,-0.128562,-0.541031,0.181782,-1.87093,-0.0188346,-0.890591,0.113765,0.415874,-0.102991,0.471568,-0.0519673,0.220135,-0.982943,-0.100326,0.145542,-0.377492,-0.754659,-0.47908,0.213104,0.462738,-0.190732,0.746861,-0.301569,-0.248144,0.327849,0.616928,-0.923792,0.0919515,-0.631496,0.671448,-0.687575,-0.0423134,-0.161842,0.17949,-0.404809,-0.460933,0.00145811,-0.33651,0.178369,0.603631,0.0159455,-0.669636,0.17072,-0.520897,0.252441,0.0172845,0.238278,0.246099,0.25755,0.234287,0.236448,0.264283,0.285347,0.223969,0.262623,0.229899,1.30216,1.05455,1.31307,1.68604,1.3613,2.44276,1.34907,1.60291,1.72487,2.02601,0.885851,0.826883,2.11357,1.03802,1.10493,1.18743,1.10589,1.69145,0.848705,0.933656,1.26588,0.316514,0.555368,0.0999028,0.296226,0.824566,1.14171,1.40858,0.146761,2.18687,0.286109,1.09862
-3754.61,0.979874,0.00514641,9,511,0,3812.56,0.0101436,-0.138294,0.229563,-0.381912,-0.255829,0.278627,-0.0648563,0.567134,-0.691192,-0.563457,-0.46715,0.371714,0.335294,0.499451,0.750511,0.0268445,0.212692,0.37365,-0.0440322,-0.567836,0.576966,-0.374026,-0.339389,0.244903,-0.245543,0.181794,-0.286956,-0.994774,-0.20923,-1.14476,-0.479564,-0.163734,-0.359944,0.412035,-0.36095,0.371235,-0.564927,1.14106,-0.62022,0.0141873,-0.268724,0.55391,0.439761,-0.495615,-1.06828,0.464097,-0.391448,-0.46299,-0.432456,0.260215,0.196881,-1.11881,-0.0583044,-0.24788,0.612199,0.213915,0.181994,-0.654699,-0.989806,-0.50978,-0.652059,0.286395,-1.04138,0.307976,-0.117461,-1.48161,-1.04485,-0.346113,0.0495112,-0.0599438,-0.744264,-1.74731,-0.671829,-0.566581,-0.57719,-1.24188,0.707278,-0.952879,-0.0514862,-0.549671,-0.0301234,-2.3472,-0.0387686,-0.623728,-0.119843,-0.13292,-0.164386,0.342672,-0.277455,0.015358,-0.843051,0.194978,0.221319,-0.375554,-0.507577,-0.325811,0.140727,0.61874,-0.63503,0.209065,-0.564375,0.342827,0.564564,0.992985,-0.810987,-0.0756428,-0.781812,0.503246,-0.382444,-0.0640599,-0.42951,-0.0858473,-0.939033,-0.726528,-0.070195,-0.249111,0.0308314,0.550722,-0.0429714,-0.315414,-0.583582,-0.495701,0.218997,0.0245175,0.230112,0.23633,0.213123,0.262302,0.246787,0.201833,0.211699,0.231699,0.211792,0.241791,0.548761,0.199833,0.30377,0.609019,0.528114,1.7783,0.643858,1.01944,1.10869,1.30092,0.221748,0.109278,1.40585,0.340203,0.340779,0.461623,0.325558,1.08364,0.138224,0.16485,0.525845,-0.566033,-0.426132,-0.746102,-0.598356,-0.0320432,0.153136,0.812361,-0.764439,1.5016,-0.694657,0.210748
-3759.35,0.996339,0.00514641,9,511,0,3813.9,0.542136,0.243078,0.550641,0.233761,-0.387073,0.229411,0.114845,0.550684,-0.599484,-0.41348,-0.00397011,0.396472,0.480594,0.605568,1.27858,0.0455139,0.386007,0.512967,0.117524,-0.090483,1.08163,0.05199,0.152138,0.725668,0.171991,0.488628,0.188002,-0.787432,0.18808,-0.547266,-0.491511,-0.200597,-0.250946,0.46708,-0.107677,0.49288,-0.200966,1.16125,-0.486787,0.184824,-0.216827,0.492309,0.349397,-0.237468,-0.750075,0.278713,-0.353634,-0.307949,-0.556648,0.277988,0.470611,-0.798388,-0.313671,-0.0280181,0.524418,0.23148,0.105947,-0.599176,-0.7195,-0.405292,-0.503283,0.475833,-0.822308,-0.0225876,0.137099,-0.907945,-1.14707,-0.314441,0.219324,-0.229984,-0.790877,-1.61896,-0.509699,-0.288941,-0.49853,-1.24657,0.642209,-0.716112,-0.0216831,-0.41568,0.164197,-1.94261,-0.0389199,-0.699292,0.19492,0.440581,-0.300438,0.364789,-0.217199,0.147291,-0.801737,0.267004,0.105779,-0.358745,-0.362942,-0.203804,0.0710785,0.497873,-0.639898,0.0112684,-0.389278,0.280239,0.551058,0.373719,-0.531526,0.0270603,-0.646208,0.392747,-0.254226,0.000287805,-0.328672,0.024747,-0.906332,-0.814585,0.00940407,-0.138832,0.204543,0.600399,0.260173,-0.583398,-0.702277,-0.564668,0.209962,0.0776394,0.156929,0.323745,0.12072,0.129224,0.20099,0.286922,0.239001,0.156401,0.283398,0.227561,1.67922,1.33618,1.56508,1.73462,1.55929,2.75097,2.09632,2.14212,2.1443,2.31857,1.30661,1.33664,2.68152,1.47841,1.33487,1.59151,1.57401,2.19891,1.36924,1.12072,1.64604,0.674147,0.735563,0.0645034,0.534566,1.13357,1.23991,1.73007,0.451246,2.46867,0.354666,1.4363
-3762.03,0.998729,0.00514641,9,511,0,3824.35,-0.0179911,-0.467702,-0.497156,-1.12497,-0.24948,0.156486,0.333587,0.506377,-0.555991,-0.223018,0.169271,0.674777,0.300723,0.828756,0.601255,0.0558966,0.289033,0.760682,-0.0862087,-0.305583,1.08422,0.114862,0.383118,0.775468,0.407899,0.773294,-0.0443471,-0.247495,0.367036,-0.351948,0.25332,0.337548,0.247165,0.8286,0.434965,0.97847,-0.0991668,1.67316,-0.0645667,0.381097,-0.202289,0.480181,-0.152206,0.190917,-1.12389,-0.0154239,-0.298548,0.195947,-0.713584,0.052612,0.0963074,-0.458548,-0.0877904,-0.444218,0.226897,0.09616,-0.118982,-0.0859331,-0.856933,-0.660558,-0.44892,-0.0905116,-0.81877,0.0481175,-0.0519879,-1.46007,-0.896035,-0.271982,0.326929,-0.110355,-0.347716,-0.544289,-0.55257,-0.852882,-0.104505,-0.91982,0.821762,0.0466142,-0.177963,-0.44937,0.387829,-1.7978,-0.0488082,-0.573418,-0.179203,0.264192,-0.237614,0.414407,-0.0596954,0.178663,-1.00489,-0.357746,-0.0942267,-0.267853,-0.591372,0.0727207,0.343377,-0.0486846,-0.366355,0.0946207,-0.541884,0.336687,0.396633,0.557928,-0.0901884,-0.391621,-0.831382,-0.0269227,-1.14753,-0.406738,-0.50839,0.579968,-0.388357,-0.440055,-0.598861,-0.690145,0.284612,0.0249928,0.144993,-0.132249,-0.189228,-0.221701,0.20615,0.064821,0.220571,0.238553,0.245921,0.210757,0.258174,0.24567,0.263648,0.17054,0.115154,0.246427,-0.0532135,-0.0698483,0.214657,0.545467,0.0128081,1.25424,0.136525,0.43268,0.45639,0.958532,-0.302974,-0.351676,0.913169,-0.167992,-0.0481769,0.122679,0.100694,0.673397,-0.493851,-0.211235,0.104511,-0.766937,-0.590225,-1.12602,-0.880979,-0.38488,-0.305034,0.167321,-1.3046,0.898649,-1.14803,-0.438097
