# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_C_sim5_cor_model
# start_datetime = 2022-02-18 19:23:15 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpoJNH5n/standata-158c55322fb7.json
# init = 2 (Default)
# random
#   seed = 1753124484
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim5_cor-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5_cor-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_C_sim5_cor_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,mu_aHS,bP,bAHS.1,bAHS.2,bAHS.3,mu_bAHS,sigma_abHS.1,sigma_abHS.2,Rho.1.1,Rho.2.1,Rho.1.2,Rho.2.2,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_M,s_M,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0504519
# Diagonal elements of inverse mass matrix:
# 0.191331, 0.64796, 0.272712, 0.324623, 0.191155, 0.0221667, 0.0448896, 0.0247815, 0.0294195, 0.0488018, 0.974456, 0.765506, 0.328601, 0.145778, 0.0315469, 0.256742, 0.251226, 0.254372, 0.249192, 0.217195, 0.221814, 0.220884, 0.225228, 0.227387, 0.234469, 0.226841, 0.240179, 0.249921, 0.255214, 0.213588, 0.226754, 0.261971, 0.215052, 0.249063, 0.208603, 0.202965, 0.236495, 0.242797, 0.306086, 0.242523, 0.298227, 0.233099, 0.263682, 0.26765, 0.236095, 0.264424, 0.212599, 0.015196, 0.077714, 0.0845039, 0.0939935, 0.108267, 0.11534, 0.121769, 0.139758, 0.0990568, 0.0857787, 0.0939831, 0.112257, 0.0930834, 0.0803685, 0.197623, 0.0947602, 0.086131, 0.131128, 0.0938718, 0.117224, 0.128215, 0.0908706, 0.168166, 0.147203, 0.139604, 0.111207, 0.108489, 0.124869, 0.106517, 0.126916, 0.133102, 0.3291, 0.134349, 0.116929
136.909,1,0.0504519,6,63,0,-97.3302,-0.766801,0.304401,0.635245,0.639148,0.393949,-0.249557,0.0258342,-0.392973,-0.397157,-0.487759,0.344131,0.305496,1,0.0269111,0.0269111,1,-0.131442,0.581788,0.23724,0.807934,0.776406,-0.795749,-0.504865,0.676874,-1.12248,0.0944402,0.720777,1.02701,0.112574,0.487569,-0.057988,0.572923,-0.0338618,0.345921,0.068654,-0.787013,-0.0835113,0.422522,-0.656116,-0.410759,-1.3787,-0.147709,-0.761211,-0.491555,0.714747,0.525887,-0.176177,-0.19262,-0.0157841,-0.752814,1.59207,0.7658,1.66729,4.16788,7.568,8.95605,5.63034,13.685,3.18786,3.47622,3.20676,5.13739,5.45297,1.66537,26.5953,2.42835,3.00365,7.08506,5.20404,4.14084,16.7015,2.12015,10.2811,2.13449,7.24717,1.97708,6.28791,5.09442,3.72015,8.59795,4.07078,25.3563,4.3773,7.40393,0.0679277,0.503042,0.490882,-1.04254,-0.625755,0.536615,-1.18526,0.167236,0.454622,0.935171,-0.085791,0.628155,-1.28524,-0.848015,-1.06183,-0.740149,-1.12955,-0.999977,-1.4754,-0.392388,-1.5485,-1.14259,-2.52734,-2.14877,-1.77427,-2.08577,-0.162632,-1.16517,-1.3344,-0.876413,-1.58095,-1.63029,0.483025,0.376826,0.379686,0.739339,0.651526,0.368975,0.765892,0.458288,0.388262,0.281877,0.521435,0.347929,0.78334,0.700151,0.743039,0.677028,0.755755,0.731054,0.813876,0.596857,0.824697,0.758155,0.926037,0.895554,0.854988,0.889513,0.540569,0.762271,0.791568,0.706078,0.829339,0.83621
143.193,0.96633,0.0504519,7,255,0,-99.2842,0.350391,-0.447884,-2.10498,-1.11242,-0.999442,0.0737614,0.101107,0.228653,-0.257917,0.059788,0.602082,0.279246,1,-0.611803,-0.611803,1,-0.158296,0.358997,-0.0259438,-0.191958,0.120861,-0.447033,-0.807803,-0.0176018,-0.414572,-0.141573,0.504164,0.692927,-0.381973,-0.37083,-0.28654,0.244984,0.6278,-0.176015,0.413394,0.823795,-0.243409,-0.212733,0.211297,-0.0836211,-0.516755,-0.611977,-0.648401,-0.277511,0.0942803,0.618471,-0.231256,0.51238,-0.081953,0.273552,1.514,0.439779,1.65595,4.18298,11.1574,2.70904,2.50214,4.79814,3.56378,7.26221,5.99653,4.72313,6.09538,2.15253,12.5266,3.2634,4.44604,4.74253,4.53692,6.15793,8.23305,3.08829,5.39848,2.52813,5.28027,2.79628,2.62385,2.99008,5.47375,9.6939,3.14332,11.7584,7.59223,7.6487,0.224908,0.0989667,0.406062,-0.173283,-0.571264,0.224663,-0.195206,0.0377194,0.78364,0.92088,-0.122534,-0.211574,-1.37977,-0.790997,-0.636834,-1.42347,-0.688422,-0.906733,-1.28798,-1.54034,-1.09341,-1.54828,-1.72762,-2.3215,-1.89934,-1.73198,-0.821458,-0.807376,-1.06398,-0.83588,-1.54501,-1.01746,0.444009,0.475278,0.399857,0.543213,0.639055,0.444069,0.548647,0.490571,0.313536,0.284779,0.530595,0.552697,0.798954,0.688045,0.654037,0.805883,0.665616,0.712331,0.783805,0.823514,0.749023,0.824666,0.849108,0.910642,0.869817,0.849666,0.694546,0.69155,0.743451,0.697597,0.824192,0.734478
157.678,0.971115,0.0504519,6,63,0,-110.451,0.0642944,-0.6876,-0.871577,-0.790929,-0.476199,-0.0142603,0.205502,-0.0639172,-0.273599,-0.117379,0.66489,0.23196,1,0.497187,0.497187,1,-0.217769,0.417657,-0.0925243,0.341004,0.232792,-1.14778,-0.344317,0.310241,-0.993501,-0.0934414,0.410473,0.537141,-0.0838415,0.12524,-0.179574,-0.0647768,-0.101658,0.251559,-0.360452,-0.299435,-0.329561,0.0314532,-0.317268,-0.162088,-0.676749,-0.235085,-0.0844494,0.0726904,0.29339,0.25744,-0.109019,0.394389,-0.0697682,-0.0984466,1.5556,0.730937,1.93506,4.2689,7.94973,5.18495,3.8186,3.93858,3.04313,6.54622,3.86653,4.49365,2.53662,2.68615,15.8761,3.18299,4.00259,4.46857,5.29495,6.52574,5.58203,6.94418,18.7663,3.14392,2.75587,4.52805,3.31592,5.23647,6.57616,6.49018,4.91859,15.7138,4.35429,5.73753,0.117021,0.542802,0.435697,-0.942662,-0.132004,0.521447,-0.777868,0.129939,0.614485,0.751114,0.124044,0.352494,-1.17385,-1.07012,-1.04309,-0.693191,-1.35307,-1.11137,-1.33325,-0.897801,-1.25095,-1.04513,-1.96354,-2.07239,-1.36349,-1.49046,-0.726991,-1.31125,-1.14545,-0.865834,-1.63126,-1.36974,0.470778,0.367536,0.392767,0.719637,0.532953,0.372514,0.68522,0.467561,0.351037,0.320579,0.469029,0.412778,0.763841,0.74462,0.739445,0.666676,0.794631,0.752384,0.791377,0.710497,0.777464,0.739839,0.876915,0.88819,0.796326,0.816148,0.674145,0.787721,0.758678,0.703878,0.836342,0.797338
145.846,0.973665,0.0504519,6,63,0,-113.493,-0.0443532,-0.94397,-0.557792,-0.967023,-0.776083,-0.120674,0.262742,-0.208839,-0.268321,0.0158178,0.264636,0.237638,1,-0.477024,-0.477024,1,-0.0455829,0.370218,0.234408,-0.195456,0.388429,-0.87543,-0.622493,-0.504582,-0.39274,-0.4027,0.643026,0.461662,-0.389454,-0.0644857,-0.136734,0.770925,0.199441,-0.157468,-0.0651353,-0.0174124,0.225151,-0.223469,-0.0750953,-0.306307,-0.166655,-0.0537886,0.294626,0.099743,0.746208,1.08886,0.0780255,0.530872,0.278646,0.152202,1.7452,0.470665,2.14606,3.16713,5.11482,9.0068,2.42227,2.29464,2.71584,6.18604,4.1078,4.34146,4.02568,1.94061,22.7137,3.03143,4.19648,5.42195,3.87947,8.25399,6.06692,5.1752,13.4629,2.44171,2.94361,3.3589,2.41543,5.25153,6.88526,4.689,6.1193,13.8415,3.96082,3.70824,0.388809,-0.106615,0.486636,-0.758492,-0.444678,-0.336133,-0.186828,-0.131228,0.750599,0.653526,-0.249102,0.239766,-1.32515,-0.511152,-0.873797,-1.2588,-1.23951,-0.658923,-1.04288,-1.19368,-1.08277,-1.21753,-1.82428,-2.27615,-1.29744,-1.84962,-0.703974,-0.907331,-1.50796,-0.901977,-1.65667,-1.3743,0.404004,0.526629,0.380686,0.681026,0.609373,0.583251,0.546572,0.53276,0.320691,0.342195,0.561955,0.440344,0.790038,0.625076,0.705535,0.77882,0.775478,0.659018,0.739405,0.767399,0.747018,0.771629,0.861079,0.906883,0.785404,0.864082,0.669068,0.712454,0.818759,0.711356,0.83979,0.798075
141.176,0.917878,0.0504519,6,63,0,-111.351,-0.661275,0.602123,-0.409716,0.266694,0.0418749,-0.0492851,0.00376817,-0.046346,-0.298811,-0.134151,0.451131,0.149961,1,0.370757,0.370757,1,0.134531,0.642136,0.723173,0.22446,0.763337,-0.424558,-0.963274,0.422648,-0.241764,0.0260903,1.14667,0.928666,-0.280551,0.171452,-0.0954605,0.318324,0.255139,-0.369965,-0.268939,0.49196,-0.078288,-0.492978,0.0124526,-0.919334,-1.26989,-0.956404,-1.04743,-0.592287,0.0467161,0.776929,-0.71199,0.131807,-0.521073,-0.312947,1.26713,0.628731,2.49204,2.4815,4.2559,2.52091,6.68783,14.3225,3.42763,3.04513,3.96756,3.06168,2.61208,2.71302,2.46885,3.73525,5.54222,11.3288,3.60368,4.93705,5.82,3.95607,5.97409,7.26554,3.76184,4.86974,8.11032,5.84753,4.06628,10.693,4.67336,20.5319,8.37091,5.29797,0.716568,0.191079,0.733781,-0.446463,-0.960317,0.42178,-0.227332,0.0672987,1.12094,0.937362,-0.292894,0.226048,-1.28905,-0.91352,-0.930359,-1.56694,-1.45679,-0.595108,-1.30439,-1.6364,-1.14627,-2.07761,-2.30686,-2.60247,-2.05762,-1.93763,-0.716305,-0.587539,-1.53047,-0.813359,-1.86068,-1.29636,0.328149,0.452375,0.324366,0.609798,0.723185,0.396091,0.556589,0.483182,0.245838,0.281434,0.572705,0.443727,0.783987,0.71372,0.717148,0.827347,0.811042,0.644536,0.786574,0.837044,0.758829,0.888708,0.909444,0.93102,0.886715,0.874091,0.671793,0.6428,0.822076,0.692825,0.865376,0.785222
137.363,0.992824,0.0504519,7,127,0,-94.9699,-0.961351,1.21989,-0.479442,-0.378474,0.234653,0.0917363,-0.137061,-0.11324,-0.068999,-0.0937117,0.482207,0.0334249,1,-0.63505,-0.63505,1,0.22763,0.56419,0.477949,0.729113,1.04347,-0.832537,0.235969,0.623229,-0.854804,0.499803,1.47701,1.13406,0.514357,0.248715,0.562073,0.590241,0.557149,0.408057,0.737302,0.162048,0.298616,0.237577,0.447951,0.119352,-1.12728,-0.986328,0.320623,-0.898468,0.732945,0.54545,0.224994,0.669525,-0.179494,-0.00358513,1.73194,0.505232,1.98385,2.02625,5.74613,8.30898,3.83927,6.5126,3.11232,7.1305,3.67218,2.97029,3.6836,2.65213,16.0603,3.49359,6.01874,5.43886,3.76671,3.06603,9.50659,5.55477,11.1996,3.89092,7.32585,3.92187,0.787212,4.63684,10.1893,7.04341,5.02194,10.3606,7.31538,4.96291,0.118491,0.419493,0.726735,-1.16352,-0.141288,0.253092,-1.25342,0.0513475,1.15315,0.746126,0.165579,-0.224659,-1.24903,-1.14967,-1.06952,-1.19725,-1.08448,-1.24882,-1.45197,-1.46741,-1.22856,-1.35848,-2.52178,-2.49747,-1.12371,-2.34417,-0.546277,-0.86465,-0.95099,-0.89585,-1.63587,-1.49776,0.470412,0.396638,0.325912,0.761971,0.535263,0.437063,0.777891,0.487166,0.239913,0.321666,0.4587,0.55593,0.777132,0.75945,0.744505,0.768035,0.747341,0.777096,0.810302,0.812663,0.773566,0.795512,0.925655,0.923964,0.754677,0.912469,0.633271,0.703631,0.721314,0.710096,0.836973,0.81724
