# 0.080744, 0.0775417, 0.965414, 0.096333, 0.0943617, 0.0962058, 0.0928643, 0.0878089, 0.0875215, 0.090443, 0.0819028, 0.0944523, 0.0895497, 0.0929407, 0.0896276, 0.089103, 0.0955771, 0.0920458, 0.0895374, 0.0918389, 0.0908507, 0.0848476, 0.0871767, 0.0863361, 0.110414, 0.0891241, 0.0916318, 0.0880451, 0.0894721, 0.0837531, 0.0921913, 0.0890191, 0.0911599, 0.0938285, 0.0914962, 0.028721, 0.0250453, 0.205933, 0.206742, 0.151236, 0.214767, 0.168302, 0.125021, 0.155841, 0.137527, 0.136224, 0.115407, 0.148788, 0.190638, 0.230074, 0.176563, 0.120597, 0.139261, 0.129577, 0.192927, 0.144177, 0.146389, 0.20241, 0.282474, 0.119633, 0.182851, 0.186398, 0.143546, 0.153586, 0.104296, 0.10285, 0.136933, 0.117316, 0.0892748
154.519,0.761625,0.0314133,7,127,0,-122.77,-0.406931,-0.0399429,0.0441231,-0.0800231,-0.0716387,-0.0221769,-0.0729401,0.0157826,-0.0547479,-0.0295997,-0.0798613,0.000662699,-0.0266306,-0.0176128,-0.0818841,-0.0334176,-0.0793348,-0.0360903,-0.0387189,-0.0144401,-0.131789,-0.0731828,-0.0159398,-0.0982906,-0.00248146,-0.047588,-0.0228033,0.0348582,-0.120303,0.00968277,-0.079347,0.0105816,-0.0207411,-0.0392237,-0.0360859,1.55384,0.793911,4.84413,13.4664,6.45922,16.2802,7.72255,3.87234,9.42907,5.36953,3.8577,1.47333,9.2871,4.83589,25.1286,14.7545,3.07451,5.95761,3.66032,9.31944,10.0568,10.691,10.6043,7.3628,2.35813,11.7164,12.8333,4.58628,5.08951,1.4952,4.9684,7.60413,1.55817,1.49527,-0.486954,-0.47857,-0.429108,-0.479871,-0.391148,-0.461679,-0.436531,-0.486792,-0.406268,-0.433562,-0.424544,-0.488815,-0.440349,-0.486266,-0.443021,-0.44565,-0.421371,-0.53872,-0.480114,-0.422871,-0.505222,-0.409413,-0.454519,-0.429734,-0.372073,-0.527234,-0.397248,-0.486278,-0.39635,-0.427672,-0.446155,-0.443017,0.619389,0.61741,0.605661,0.617717,0.596559,0.613412,0.607432,0.619351,0.600193,0.606724,0.60457,0.619827,0.608342,0.619226,0.608979,0.609604,0.603811,0.631515,0.617775,0.60417,0.623686,0.600947,0.611713,0.60581,0.59196,0.628838,0.598026,0.619229,0.59781,0.605318,0.609725,0.608978
143.125,0.979543,0.0314133,7,127,0,-109.03,-0.439771,-0.000839871,0.0375895,-0.0526585,-0.0041348,0.0192973,-0.0108492,0.052952,-0.0151141,-0.000487195,-0.0260721,0.0176043,0.0219016,0.0154749,-0.0412699,0.0048455,-0.0279993,0.00165821,-0.00158783,0.0222881,-0.089122,-0.0289426,0.0354153,-0.0582524,0.00552797,-0.0101689,0.0248588,0.0870086,-0.086303,0.0530358,-0.0361243,0.0545043,0.0169879,0.0033088,0.00853172,1.58015,0.894913,5.85405,20.5149,8.26498,4.12442,15.0024,3.52687,10.0665,7.60461,4.90516,2.78169,14.1663,3.88777,10.1109,16.5701,1.81713,7.76697,3.63396,8.31826,5.22079,8.54114,12.5702,7.75869,1.97365,9.86255,10.4811,6.14525,3.96748,0.7178,7.6046,4.94516,1.50584,0.987912,-0.49243,-0.443906,-0.420474,-0.45062,-0.386819,-0.454885,-0.440258,-0.465843,-0.422167,-0.417869,-0.424296,-0.481041,-0.434926,-0.46777,-0.438113,-0.441359,-0.417483,-0.528893,-0.468714,-0.404356,-0.498023,-0.434243,-0.44994,-0.414912,-0.352762,-0.526074,-0.386735,-0.475895,-0.385267,-0.422783,-0.436462,-0.431239,0.620679,0.609189,0.603597,0.610787,0.595517,0.6118,0.608321,0.614399,0.604002,0.602973,0.604511,0.617994,0.607049,0.614856,0.607809,0.608583,0.602881,0.629225,0.615079,0.599734,0.621995,0.606886,0.610625,0.602265,0.587287,0.628567,0.595497,0.616778,0.595143,0.604149,0.607416,0.60617
136.018,0.952179,0.0314133,7,127,0,-106.032,-0.350812,-0.0521964,0.0580823,-0.0119508,-0.0722746,-0.101454,-0.104029,-0.11972,0.000204448,-0.0320409,0.022006,-0.0767631,0.000120107,-0.0985579,-0.0193987,-0.0786476,-0.0507627,-0.0535334,0.039457,-0.0589133,0.0613715,-0.111776,-0.121479,-0.062733,-0.137466,-0.071995,-0.079196,-0.0905974,-0.00203257,-0.00918317,0.00286744,-0.102833,-0.0718362,-0.0344997,-0.0560646,1.77218,0.840263,20.272,8.03318,7.93561,31.8409,6.26848,5.91776,4.59763,6.82492,3.34721,0.968531,4.20616,24.2253,43.1924,12.0087,4.33713,4.55415,6.38315,8.33234,10.5216,10.6276,12.5789,17.185,0.966891,6.10169,14.9547,7.76081,12.6852,3.22281,3.24782,3.43196,1.05861,0.703558,-0.362763,-0.423087,-0.452266,-0.454842,-0.470532,-0.350608,-0.382853,-0.328806,-0.427575,-0.350692,-0.44937,-0.370211,-0.42946,-0.401575,-0.404346,-0.311355,-0.409725,-0.289441,-0.462588,-0.472291,-0.413545,-0.488278,-0.422807,-0.430008,-0.44141,-0.352845,-0.359995,-0.347945,-0.453646,-0.422648,-0.385312,-0.406877,0.589709,0.604222,0.611178,0.61179,0.61551,0.586765,0.594561,0.581469,0.605295,0.586785,0.610489,0.59151,0.605745,0.599066,0.599731,0.577216,0.601022,0.571859,0.613628,0.615926,0.601938,0.619701,0.604155,0.605876,0.608595,0.587307,0.589039,0.586119,0.611506,0.604117,0.595154,0.600339
133.632,0.83691,0.0314133,7,127,0,-101.961,-0.284255,-0.141395,0.0533427,-0.215536,-0.169995,-0.207966,-0.145118,-0.206758,-0.168185,-0.198274,-0.0601992,-0.220489,-0.0890251,-0.11615,-0.172172,-0.0935367,-0.225914,-0.0871207,-0.0567295,-0.141709,-0.14408,-0.193662,-0.121958,-0.0805731,-0.178076,-0.0799687,-0.191109,-0.157965,-0.146985,-0.0530899,-0.133598,-0.160775,-0.223471,-0.140089,-0.141546,1.39593,0.829342,8.13192,12.7461,8.34888,3.08207,11.1048,2.0147,16.7184,5.81831,13.9709,2.56282,13.3666,2.49992,6.46809,11.0576,7.04069,7.9956,4.07775,8.77533,7.62147,5.31754,8.51394,10.8706,1.09619,4.15751,14.5267,6.03548,2.20715,0.530503,3.48887,8.54596,1.28223,1.1502,-0.49979,-0.45425,-0.492221,-0.429373,-0.491013,-0.45244,-0.482529,-0.344454,-0.504744,-0.37328,-0.400404,-0.456427,-0.377791,-0.510169,-0.371375,-0.340984,-0.425964,-0.428335,-0.477916,-0.406213,-0.364828,-0.462331,-0.364223,-0.475363,-0.44222,-0.43124,-0.337345,-0.417853,-0.44503,-0.507726,-0.424344,-0.4258,0.62241,0.611649,0.620629,0.605724,0.620345,0.611219,0.618345,0.585272,0.623573,0.592251,0.598785,0.612166,0.59334,0.624846,0.591791,0.58443,0.604909,0.605476,0.617256,0.60018,0.590209,0.613567,0.590062,0.616652,0.608788,0.60617,0.583545,0.602969,0.609457,0.624273,0.604522,0.60487
135.212,0.904095,0.0314133,7,127,0,-97.3828,-0.442948,0.0446962,0.0569662,0.0147933,-0.0523748,0.00069011,0.0215891,0.0846456,-0.0112581,0.0165051,0.0722427,0.0619947,0.0320051,-0.0290297,0.0819478,-0.017645,-3.97056e-05,0.088938,0.0182296,0.0378608,0.015888,0.0392641,-0.0340594,0.118774,-0.0959451,0.0913597,0.0486922,0.0117418,0.105344,0.0713467,-0.0503509,0.028962,0.0340556,0.0697807,0.0994275,1.65363,0.911576,8.17736,12.2659,9.45676,42.1706,6.95772,6.86255,4.17907,7.63642,3.07787,1.1096,4.1055,30.8399,29.6799,12.9667,4.27274,4.70096,7.03632,7.66193,10.0181,9.4126,14.8266,11.6873,1.78832,9.0626,9.95932,8.67405,8.83868,2.43438,3.97684,3.33169,1.17109,0.841887,-0.428155,-0.495323,-0.442258,-0.421359,-0.358303,-0.454206,-0.426443,-0.370705,-0.380953,-0.410943,-0.471978,-0.361,-0.460593,-0.442988,-0.35401,-0.424719,-0.405087,-0.42706,-0.403684,-0.477008,-0.324174,-0.538893,-0.351588,-0.394256,-0.431206,-0.337604,-0.371601,-0.493299,-0.413986,-0.408893,-0.373167,-0.343521,0.605433,0.62136,0.608797,0.603808,0.588629,0.611639,0.605024,0.591629,0.594103,0.601314,0.615852,0.589283,0.613155,0.608971,0.58759,0.604612,0.599909,0.605171,0.599572,0.617041,0.580341,0.631555,0.587003,0.597307,0.606162,0.583608,0.591846,0.620883,0.602043,0.600822,0.592224,0.585045
130.306,0.978465,0.0314133,7,127,0,-97.1195,-0.406706,0.0274071,0.05527,0.0941275,-0.0582701,-0.00236463,-0.0299637,0.133805,-0.0345257,0.03613,0.0219667,0.0381316,0.0571232,-0.0375109,0.0459261,0.031813,-0.0141011,0.0683231,-0.00832973,0.00283692,-0.00321066,-0.0188137,-0.0769191,-0.0118619,-0.0151123,0.123504,0.107957,0.0108502,0.149661,0.0439729,-0.0257125,0.0300864,-0.0602579,-0.0223838,0.0782406,1.6296,0.933455,7.85532,11.8171,10.2341,44.975,6.37901,6.78059,4.63113,7.27703,3.06732,1.16378,3.77578,27.8185,32.0758,12.0904,4.15505,5.00621,6.45654,6.96068,9.46588,10.3085,15.2115,13.8234,1.73205,9.47201,9.8206,8.83552,8.73749,2.45439,3.75397,3.33432,1.14536,0.881005,-0.312578,-0.464976,-0.40907,-0.436669,-0.272901,-0.441231,-0.370576,-0.384739,-0.368574,-0.349583,-0.444217,-0.36078,-0.374893,-0.420807,-0.338383,-0.415035,-0.403869,-0.409916,-0.425519,-0.483625,-0.418568,-0.421818,-0.283202,-0.298749,-0.395855,-0.257045,-0.362733,-0.432418,-0.376619,-0.466964,-0.42909,-0.328465,0.577514,0.614194,0.600865,0.607465,0.567805,0.608552,0.591598,0.595016,0.591114,0.586516,0.609263,0.589229,0.592641,0.603676,0.583798,0.602295,0.599617,0.601068,0.604803,0.618603,0.60314,0.603918,0.570331,0.574137,0.597691,0.56391,0.589702,0.606451,0.593057,0.614665,0.605656,0.581386
123.958,0.512829,0.0314133,7,127,0,-85.8107,-0.340828,-0.131623,0.105473,-0.29333,-0.0298462,-0.203579,-0.0652029,-0.0564378,-0.0996736,-0.0800388,-0.0688006,-0.123142,0.0107743,-0.148643,-0.0518335,-0.0687613,-0.268033,-0.201983,-0.0155795,-0.0875866,-0.274707,-0.0877403,-0.0940167,-0.169435,-0.366349,0.0938559,-0.0755274,-0.0773905,0.0670485,-0.158208,-0.119993,-0.0104855,0.00873056,0.0740078,0.0512212,2.00091,0.840342,22.716,15.3775,9.42162,2.29958,13.1419,2.66378,11.1818,7.35295,7.5552,2.05287,12.5204,2.94822,12.9678,23.2903,7.59234,12.0787,6.81632,9.41022,11.0012,4.79267,11.756,25.9187,1.11729,6.66196,22.3173,7.55909,5.96626,1.13146,4.24591,8.46299,2.30702,1.11946,-0.634158,-0.370674,-0.544407,-0.406031,-0.397266,-0.440502,-0.420867,-0.409629,-0.46397,-0.330054,-0.489471,-0.392662,-0.409589,-0.608862,-0.542811,-0.356408,-0.428415,-0.615535,-0.428568,-0.434845,-0.510263,-0.707177,-0.246972,-0.416356,-0.418219,-0.27378,-0.499036,-0.460821,-0.351314,-0.332098,-0.26682,-0.289607,0.653432,0.591622,0.632837,0.600136,0.598031,0.608379,0.603691,0.600999,0.613956,0.581772,0.619982,0.596923,0.600989,0.647681,0.632466,0.588171,0.605495,0.649202,0.605532,0.60703,0.624868,0.669777,0.561431,0.602611,0.603057,0.568021,0.622233,0.613209,0.586936,0.58227,0.566312,0.5719
133.98,0.996649,0.0314133,7,127,0,-90.2257,-0.194147,-0.230964,0.0828726,-0.141234,-0.228481,-0.343703,-0.415258,-0.0880847,-0.271685,-0.247063,-0.228093,-0.292537,-0.200094,-0.113409,-0.184389,-0.193028,-0.203062,-0.365208,-0.235555,-0.296527,-0.309481,-0.245648,-0.234644,-0.264555,-0.253879,-0.10708,-0.199914,-0.234764,-0.0956691,-0.318148,-0.317637,-0.199356,-0.288777,-0.182584,-0.20826,1.50489,0.854431,12.0234,11.2381,9.77759,37.6009,6.80304,5.76959,9.76167,6.81528,4.99984,1.18177,4.65589,12.6561,27.7819,9.90945,6.26075,4.4822,4.87629,8.81658,11.8843,9.86166,9.02007,10.6649,1.76457,8.43274,11.6303,4.22136,6.07779,2.1442,2.34299,5.05927,0.981563,0.987707,-0.335381,-0.422628,-0.53785,-0.609405,-0.282232,-0.465833,-0.44121,-0.42224,-0.486684,-0.394241,-0.307556,-0.378536,-0.387176,-0.397209,-0.559356,-0.429703,-0.490675,-0.503628,-0.439795,-0.428791,-0.458703,-0.448027,-0.301227,-0.394061,-0.428911,-0.289816,-0.512295,-0.511785,-0.393503,-0.482924,-0.376731,-0.402408,0.583068,0.604112,0.631312,0.647805,0.570093,0.614397,0.608547,0.604019,0.619325,0.597303,0.576289,0.59352,0.595603,0.598017,0.636303,0.605803,0.620265,0.623312,0.60821,0.605585,0.612706,0.61017,0.574743,0.59726,0.605614,0.571951,0.625344,0.625225,0.597126,0.618438,0.593084,0.599266
128.303,0.988669,0.0314133,7,127,0,-101.181,-0.00835784,-0.3869,0.0761005,-0.503454,-0.351375,-0.279583,-0.295772,-0.538564,-0.310226,-0.365663,-0.354881,-0.317195,-0.379023,-0.499302,-0.426221,-0.48605,-0.399889,-0.240422,-0.425267,-0.3269,-0.284335,-0.356002,-0.371118,-0.312533,-0.457461,-0.405472,-0.421465,-0.388157,-0.524045,-0.34901,-0.301048,-0.48559,-0.342479,-0.424445,-0.367073,1.61485,0.840839,7.21178,9.97225,4.57619,2.24097,8.9442,2.81244,3.72158,5.44066,11.3689,2.27433,11.7552,6.25751,11.5726,10.4499,5.24148,3.32432,5.17022,9.3879,6.63574,8.50154,11.3762,16.3238,0.869947,6.11717,8.81793,5.22735,7.3865,0.814422,6.15188,9.26982,1.43286,0.745285,-0.511812,-0.359732,-0.287941,-0.304129,-0.546922,-0.318584,-0.374021,-0.363239,-0.325553,-0.387381,-0.50766,-0.434579,-0.494407,-0.408247,-0.248779,-0.433624,-0.335258,-0.292693,-0.36436,-0.379476,-0.32089,-0.465819,-0.41383,-0.429822,-0.396515,-0.532403,-0.357368,-0.309406,-0.493948,-0.350837,-0.432802,-0.37543,0.625231,0.588976,0.571492,0.575452,0.633421,0.578979,0.59243,0.589824,0.580677,0.595652,0.624258,0.606966,0.621144,0.600667,0.561876,0.606739,0.583038,0.572655,0.590096,0.593747,0.579541,0.614394,0.602006,0.605831,0.59785,0.630043,0.588403,0.57674,0.621036,0.58682,0.606543,0.592771
134.491,0.925868,0.0314133,7,127,0,-105.157,-0.0683608,-0.368322,0.0793493,-0.491829,-0.33962,-0.403663,-0.414594,-0.190074,-0.469474,-0.410856,-0.433389,-0.347978,-0.329193,-0.347223,-0.276142,-0.466107,-0.293946,-0.381438,-0.309229,-0.339483,-0.403112,-0.4104,-0.362471,-0.428462,-0.384739,-0.418076,-0.228094,-0.460431,-0.398155,-0.29661,-0.381976,-0.315449,-0.493671,-0.384401,-0.376024,1.74041,0.830758,23.09,13.7832,14.4114,31.4311,7.22938,5.50964,7.61416,10.4807,5.77288,1.19083,4.38739,15.5973,19.0113,14.4495,6.22179,10.811,7.101,5.45387,10.5555,7.54963,14.4023,9.55939,1.98579,9.88174,15.8083,8.53797,6.17045,1.92923,3.15562,3.90877,1.43705,1.13535,-0.56019,-0.407981,-0.472024,-0.482955,-0.258435,-0.537835,-0.479217,-0.50175,-0.416338,-0.397554,-0.415584,-0.344503,-0.534468,-0.362307,-0.449799,-0.37759,-0.407844,-0.471473,-0.478761,-0.430832,-0.496823,-0.4531,-0.486437,-0.296454,-0.528792,-0.466516,-0.364971,-0.450337,-0.38381,-0.562032,-0.452761,-0.444385,0.636497,0.600604,0.615863,0.618445,0.564252,0.631309,0.617563,0.622871,0.602607,0.5981,0.602426,0.585284,0.630525,0.589599,0.610591,0.593292,0.600571,0.615732,0.617455,0.606072,0.621712,0.611376,0.619267,0.573576,0.629201,0.614559,0.590243,0.610719,0.594792,0.636923,0.611296,0.609303
134.5,0.998929,0.0314133,7,127,0,-105.626,0.112457,-0.542096,0.0720543,-0.459204,-0.486309,-0.625625,-0.42818,-0.652564,-0.441389,-0.520717,-0.479374,-0.598536,-0.59936,-0.604783,-0.588644,-0.590074,-0.5157,-0.489335,-0.601115,-0.521989,-0.626084,-0.531334,-0.530158,-0.511538,-0.663197,-0.508823,-0.597196,-0.426279,-0.51795,-0.644969,-0.622119,-0.617908,-0.409539,-0.523581,-0.508117,1.56387,0.774351,6.03585,6.9171,4.08866,2.25683,5.74478,2.43812,10.1051,3.10746,7.81643,2.22592,12.5956,5.45735,13.2447,9.15765,5.4617,3.42838,4.51293,12.7274,7.6031,8.32013,10.3208,10.4862,1.12141,6.00388,11.1479,5.8306,6.65849,1.25839,4.95862,8.55808,1.8639,0.88214,-0.346747,-0.373852,-0.513168,-0.315723,-0.540107,-0.328932,-0.40826,-0.366917,-0.486079,-0.486904,-0.492326,-0.476187,-0.477618,-0.403244,-0.376878,-0.488658,-0.409532,-0.513627,-0.418878,-0.417701,-0.399081,-0.55074,-0.396366,-0.484739,-0.313822,-0.405493,-0.532512,-0.509662,-0.505451,-0.297082,-0.411124,-0.395661,0.585829,0.592389,0.625549,0.578282,0.631837,0.5815,0.600671,0.590714,0.619182,0.619377,0.620654,0.616847,0.617185,0.599467,0.59312,0.61979,0.600976,0.625656,0.603215,0.602933,0.598467,0.634307,0.597814,0.618866,0.577818,0.600007,0.630069,0.624727,0.623739,0.573729,0.601357,0.597645
127.885,0.984037,0.0314133,7,127,0,-99.4759,0.0771763,-0.556832,0.089217,-0.556986,-0.714085,-0.653521,-0.56938,-0.706053,-0.406318,-0.538543,-0.425509,-0.624731,-0.679644,-0.628862,-0.608744,-0.535905,-0.510584,-0.500813,-0.549534,-0.485052,-0.650043,-0.581246,-0.505121,-0.527971,-0.665258,-0.462013,-0.608656,-0.449336,-0.491051,-0.717867,-0.655991,-0.607503,-0.381401,-0.480723,-0.512211,1.65557,0.976191,22.9131,12.769,17.186,40.8875,11.1722,5.30377,7.00763,9.78041,5.94242,0.842913,4.3747,14.9681,18.3252,16.8514,5.3783,8.88549,6.65686,5.77265,10.9783,6.94915,14.4607,14.1171,1.40741,9.04224,14.9683,7.60654,5.31823,1.85653,2.32126,3.38382,1.29597,1.00786,-0.47981,-0.636909,-0.576345,-0.492204,-0.628877,-0.329141,-0.461366,-0.348333,-0.547555,-0.602468,-0.551686,-0.531567,-0.458728,-0.433408,-0.423637,-0.472358,-0.407876,-0.572867,-0.50407,-0.427945,-0.450795,-0.588082,-0.384837,-0.531479,-0.37216,-0.413875,-0.640691,-0.578814,-0.530327,-0.304225,-0.403547,-0.435035,0.617703,0.654054,0.640226,0.620625,0.652235,0.58155,0.613338,0.586213,0.633568,0.646221,0.634527,0.629849,0.612712,0.606687,0.604353,0.615942,0.600578,0.639424,0.623415,0.605383,0.610828,0.642925,0.595039,0.629828,0.591981,0.602017,0.65491,0.640795,0.629559,0.575475,0.599539,0.607075
122.469,0.889742,0.0314133,7,127,0,-89.279,0.0571109,-0.434929,0.0975131,-0.649194,-0.432615,-0.310411,-0.44641,-0.483531,-0.348116,-0.537407,-0.175652,-0.499246,-0.395291,-0.389588,-0.312704,-0.327765,-0.373109,-0.366604,-0.439666,-0.375529,-0.569682,-0.407078,-0.460985,-0.394522,-0.44469,-0.271539,-0.503325,-0.39878,-0.473728,-0.464986,-0.56832,-0.443541,-0.218344,-0.375917,-0.269393,1.7245,0.755922,8.3128,4.4909,6.16991,3.20423,6.47264,3.13054,7.89531,5.99675,7.11983,2.49273,5.89735,7.84239,13.2154,10.3941,3.47307,4.64121,2.49723,10.528,8.8639,7.6709,11.8683,17.3474,1.24466,4.86783,14.9697,10.0122,5.47557,1.58195,8.22408,11.0553,1.59582,0.715047,-0.592083,-0.375504,-0.2533,-0.389299,-0.42642,-0.291005,-0.480296,-0.118541,-0.442135,-0.338181,-0.332477,-0.255593,-0.270654,-0.315998,-0.309494,-0.382555,-0.318418,-0.512571,-0.349967,-0.403874,-0.337411,-0.387579,-0.214428,-0.446214,-0.341669,-0.416617,-0.407875,-0.51121,-0.38643,-0.161233,-0.318806,-0.212283,0.643843,0.592788,0.562989,0.596114,0.605018,0.572242,0.617818,0.529601,0.608768,0.583748,0.582362,0.563553,0.567254,0.578349,0.576762,0.594489,0.578939,0.625409,0.58661,0.599618,0.583562,0.5957,0.553403,0.609739,0.584596,0.602673,0.600578,0.62509,0.595423,0.540221,0.579033,0.552872
116.321,0.999796,0.0314133,7,127,0,-85.7205,0.0809591,-0.464426,0.0976037,-0.447619,-0.566955,-0.49213,-0.527996,-0.375972,-0.400283,-0.444693,-0.553467,-0.365732,-0.504795,-0.469106,-0.567573,-0.687309,-0.614858,-0.42373,-0.486604,-0.369223,-0.336003,-0.448747,-0.529878,-0.711322,-0.653007,-0.558172,-0.489982,-0.539593,-0.502656,-0.391286,-0.565329,-0.238566,-0.535651,-0.421717,-0.516199,1.47185,0.949582,11.1575,23.9434,11.1056,32.6811,11.5296,4.62227,11.8643,7.48295,3.89688,0.793931,10.9607,12.2467,13.7942,17.8668,10.7095,6.03045,11.8391,2.94532,6.43464,9.11272,10.8704,15.9354,1.48314,10.6765,16.102,3.86803,4.95624,1.0204,2.3052,3.33304,1.55606,1.20009,-0.36666,-0.485996,-0.411171,-0.447037,-0.295013,-0.319324,-0.363734,-0.472508,-0.284773,-0.423835,-0.388146,-0.486614,-0.60635,-0.533899,-0.342771,-0.405645,-0.288264,-0.255044,-0.367788,-0.448919,-0.630363,-0.572048,-0.477213,-0.409023,-0.458634,-0.421697,-0.310327,-0.48437,-0.157607,-0.454692,-0.340757,-0.43524,0.590652,0.619163,0.601369,0.609934,0.573223,0.57916,0.589944,0.615977,0.570716,0.604401,0.595836,0.619309,0.647108,0.630392,0.584863,0.600043,0.571571,0.563417,0.590924,0.610382,0.652572,0.639236,0.61709,0.600854,0.61269,0.603889,0.576965,0.618779,0.53932,0.611754,0.584375,0.607124
128.788,0.998896,0.0314133,7,127,0,-87.4798,-0.0446988,-0.445667,0.0801042,-0.524612,-0.478005,-0.531899,-0.454993,-0.405338,-0.288749,-0.4566,-0.412352,-0.366166,-0.453485,-0.405847,-0.388858,-0.421703,-0.534972,-0.363645,-0.458094,-0.427312,-0.339697,-0.341779,-0.464175,-0.539586,-0.609387,-0.465254,-0.340705,-0.368597,-0.4427,-0.345278,-0.474467,-0.171045,-0.307375,-0.402956,-0.461815,1.7158,1.02238,10.5501,5.25653,10.6178,8.15604,11.1953,2.18578,16.3074,8.43458,7.9004,0.896461,4.70479,7.43202,19.6303,10.5271,5.56635,4.78212,2.88762,15.9487,11.8886,7.47468,21.9046,13.7187,0.627734,7.22532,25.0946,4.07496,6.47152,1.71413,7.19815,4.60759,1.34943,0.850017,-0.569311,-0.522704,-0.576598,-0.499692,-0.450037,-0.333448,-0.501299,-0.457051,-0.410864,-0.498184,-0.450546,-0.433557,-0.466402,-0.579671,-0.408344,-0.502793,-0.472011,-0.384396,-0.386478,-0.508874,-0.584285,-0.654086,-0.509952,-0.385404,-0.413296,-0.487399,-0.389977,-0.519166,-0.215744,-0.352074,-0.447654,-0.506514,0.638604,0.62778,0.640284,0.622387,0.610648,0.582598,0.622764,0.612314,0.601295,0.622032,0.610769,0.606723,0.614532,0.640992,0.600691,0.623115,0.61586,0.594933,0.595434,0.624542,0.642053,0.657931,0.624795,0.595176,0.601878,0.619493,0.596277,0.626953,0.553728,0.58712,0.610081,0.623989
133.617,0.999462,0.0314133,7,127,0,-99.4784,0.108065,-0.532639,0.0924855,-0.618786,-0.695496,-0.464296,-0.621826,-0.417474,-0.339965,-0.455163,-0.475603,-0.521484,-0.630358,-0.557094,-0.520906,-0.483975,-0.69912,-0.472112,-0.726764,-0.565657,-0.472529,-0.437462,-0.594754,-0.660348,-0.592234,-0.667645,-0.440451,-0.586625,-0.560348,-0.487901,-0.602412,-0.529777,-0.437939,-0.5581,-0.587619,1.82614,1.0228,15.9443,23.0693,9.50855,8.45642,12.4318,3.86458,12.5634,9.78755,5.62041,1.62218,8.05263,9.40528,31.1201,27.2864,4.62987,5.16776,4.69344,6.5162,8.87781,5.37221,11.7973,10.8312,1.13809,5.87101,16.7187,6.50371,7.43457,1.61041,3.29661,7.72532,1.44428,0.93249,-0.510721,-0.587431,-0.356231,-0.513762,-0.309409,-0.2319,-0.347098,-0.367538,-0.413419,-0.522293,-0.449029,-0.412841,-0.37591,-0.591055,-0.364047,-0.618699,-0.457592,-0.364464,-0.329397,-0.486689,-0.552283,-0.484169,-0.55958,-0.332386,-0.47856,-0.452283,-0.379836,-0.494347,-0.421712,-0.329874,-0.450035,-0.479554,0.624976,0.642775,0.588128,0.625688,0.576741,0.557717,0.585914,0.590864,0.601908,0.627684,0.610408,0.601769,0.592886,0.643607,0.59002,0.649923,0.612443,0.590121,0.581613,0.619326,0.634665,0.618732,0.636355,0.58234,0.617408,0.611182,0.593834,0.62113,0.603893,0.581729,0.610648,0.617643
131.647,0.768226,0.0314133,7,127,0,-89.4414,0.154511,-0.589695,0.0983497,-0.560219,-0.520876,-0.733785,-0.565977,-0.621743,-0.481185,-0.60932,-0.540649,-0.586522,-0.669912,-0.511011,-0.649142,-0.59981,-0.545464,-0.52828,-0.390777,-0.479321,-0.658015,-0.562637,-0.833218,-0.417511,-0.796754,-0.556909,-0.617072,-0.54921,-0.481162,-0.556422,-0.502776,-0.476298,-0.482776,-0.504666,-0.586806,1.49164,0.738541,14.0637,7.8096,8.47044,18.3944,6.08344,3.84913,6.48791,3.37313,6.99478,2.06165,8.16521,9.17835,9.8127,5.81331,6.89257,4.14348,7.47879,6.62462,9.43839,9.09115,10.6581,25.6843,2.52759,8.1153,8.32604,6.81658,4.77359,1.1816,4.79915,5.36366,2.13753,1.35566,-0.405708,-0.366364,-0.579274,-0.411466,-0.467232,-0.326674,-0.454809,-0.386138,-0.43201,-0.515401,-0.356499,-0.494631,-0.445298,-0.390953,-0.373769,-0.236266,-0.324809,-0.503504,-0.408125,-0.678707,-0.263,-0.642242,-0.402397,-0.46256,-0.394699,-0.326651,-0.40191,-0.348265,-0.321787,-0.328265,-0.350155,-0.432295,0.600058,0.59058,0.6409,0.601439,0.614728,0.58095,0.611782,0.595353,0.606354,0.626072,0.588193,0.621197,0.609521,0.596512,0.592369,0.558793,0.580496,0.623282,0.600638,0.66345,0.565374,0.65526,0.599263,0.613621,0.597413,0.580944,0.599147,0.586197,0.57976,0.581337,0.586655,0.606421
