# 0.080744, 0.0775417, 0.965414, 0.096333, 0.0943617, 0.0962058, 0.0928643, 0.0878089, 0.0875215, 0.090443, 0.0819028, 0.0944523, 0.0895497, 0.0929407, 0.0896276, 0.089103, 0.0955771, 0.0920458, 0.0895374, 0.0918389, 0.0908507, 0.0848476, 0.0871767, 0.0863361, 0.110414, 0.0891241, 0.0916318, 0.0880451, 0.0894721, 0.0837531, 0.0921913, 0.0890191, 0.0911599, 0.0938285, 0.0914962, 0.028721, 0.0250453, 0.205933, 0.206742, 0.151236, 0.214767, 0.168302, 0.125021, 0.155841, 0.137527, 0.136224, 0.115407, 0.148788, 0.190638, 0.230074, 0.176563, 0.120597, 0.139261, 0.129577, 0.192927, 0.144177, 0.146389, 0.20241, 0.282474, 0.119633, 0.182851, 0.186398, 0.143546, 0.153586, 0.104296, 0.10285, 0.136933, 0.117316, 0.0892748
118.706,0.998426,0.0314133,7,127,0,-81.3854,-0.186256,-0.262187,0.168819,-0.238596,-0.286448,-0.341279,-0.308251,-0.256518,-0.412308,-0.331401,-0.357986,-0.226175,-0.312416,-0.450555,-0.207322,-0.306403,-0.378293,-0.268694,-0.179011,-0.108401,-0.209521,-0.235491,-0.381014,-0.241006,-0.607429,0.0915158,-0.278503,-0.613577,-0.0423253,-0.0748428,-0.112405,-0.139903,-0.0509108,-0.154481,-0.189828,1.61782,1.02135,18.3763,12.5114,12.3425,12.3972,9.74975,3.71833,3.64689,11.8527,12.4632,1.50487,5.05132,8.65194,13.4247,11.8482,3.68289,3.48654,8.58453,10.483,12.1519,5.0853,10.2188,28.7226,1.04307,8.1838,15.4144,6.96253,7.42456,0.605237,5.56307,4.82288,1.38465,0.596263,-0.424852,-0.472704,-0.527535,-0.494507,-0.442773,-0.598564,-0.517657,-0.544242,-0.412431,-0.498672,-0.636811,-0.393578,-0.492659,-0.564549,-0.45495,-0.365267,-0.294657,-0.395776,-0.421747,-0.56727,-0.427262,-0.793685,-0.09474,-0.464758,-0.799833,-0.228581,-0.261099,-0.29866,-0.326159,-0.237167,-0.340737,-0.376084,0.604644,0.616024,0.628908,0.621168,0.60892,0.645328,0.6266,0.632799,0.601671,0.622147,0.654032,0.597144,0.620733,0.637504,0.611816,0.590315,0.573136,0.597672,0.603901,0.638133,0.60522,0.688622,0.523667,0.614142,0.689939,0.556898,0.564906,0.574115,0.580825,0.559015,0.58437,0.592928
111.972,0.985569,0.0314133,7,127,0,-83.1041,-0.0641329,-0.320168,0.205722,-0.130131,-0.268228,-0.344886,-0.332168,-0.17763,-0.197946,-0.628424,-0.405884,-0.272342,-0.26151,-0.452841,-0.278693,-0.444504,-0.481597,-0.374238,-0.1395,-0.239231,-0.290887,-0.288136,-0.518192,-0.320806,-0.428996,-0.0806874,-0.247856,-0.655273,-0.0518618,-0.215306,-0.00880105,-0.300226,-0.156273,-0.469909,-0.13796,1.58395,0.798421,6.12613,8.07047,8.44843,12.7058,4.24803,3.24506,12.367,3.0701,2.62175,1.74761,6.67858,11.5332,28.4637,18.3914,4.65475,9.06525,3.89854,6.59395,10.1011,4.60116,17.0091,17.0671,1.62507,6.35968,11.458,7.17845,5.71886,3.39224,3.38877,6.64485,1.76865,1.51865,-0.194264,-0.332361,-0.409019,-0.396301,-0.241763,-0.262079,-0.692557,-0.470017,-0.336474,-0.325642,-0.516973,-0.342826,-0.508637,-0.54573,-0.438371,-0.203633,-0.303364,-0.35502,-0.352269,-0.582325,-0.384939,-0.493129,-0.14482,-0.311989,-0.719406,-0.115995,-0.279439,-0.0729339,-0.364359,-0.220406,-0.534042,-0.202093,0.548414,0.582334,0.600853,0.597798,0.560148,0.565147,0.666535,0.615388,0.583334,0.580699,0.62644,0.584877,0.624487,0.633144,0.607871,0.550733,0.575265,0.587834,0.587168,0.641602,0.595064,0.620843,0.536142,0.577371,0.672476,0.528966,0.569409,0.518225,0.590095,0.554879,0.630425,0.550352
105.922,0.996443,0.0314133,7,127,0,-75.0229,0.0106395,-0.361281,0.226227,-0.534104,-0.676453,-0.584259,-0.438733,-0.584234,-0.304407,-0.0208118,-0.234756,-0.429685,-0.221991,-0.258938,-0.330852,-0.420244,-0.425289,-0.178701,-0.35148,-0.268103,-0.3941,-0.471841,-0.22654,-0.421791,-0.751111,-0.308599,-0.539066,-0.250696,-0.622805,-0.491493,-0.571786,-0.258294,-0.324596,-0.0226035,-0.28125,1.53089,0.736722,7.76239,10.5675,5.33691,8.29206,10.8348,4.17693,5.9793,3.08786,2.65909,1.64596,6.46759,6.61468,16.4751,17.5127,6.1246,13.8485,7.57626,1.68052,8.41982,6.44913,16.6527,10.0482,1.83714,5.03376,9.01304,6.25722,5.69404,1.01363,2.24276,8.55358,2.10791,0.914693,-0.523464,-0.665814,-0.57362,-0.428094,-0.573595,-0.293767,-0.0101723,-0.224117,-0.419046,-0.211351,-0.248298,-0.320212,-0.409605,-0.41465,-0.168061,-0.340841,-0.257463,-0.383461,-0.461202,-0.2159,-0.411152,-0.740472,-0.29796,-0.528427,-0.240056,-0.612165,-0.480854,-0.561146,-0.247655,-0.313956,-0.011964,-0.270611,0.627958,0.660565,0.639598,0.605418,0.639592,0.572918,0.502543,0.555796,0.603255,0.552642,0.561758,0.579376,0.600993,0.602202,0.541917,0.584395,0.564013,0.594708,0.613299,0.553766,0.601364,0.677099,0.573944,0.629116,0.559727,0.648435,0.617949,0.636718,0.561599,0.577851,0.502991,0.567243
104.271,0.992134,0.0314133,7,255,0,-59.9855,-0.137058,-0.226194,0.329699,-0.409027,-0.221418,-0.243619,-0.438567,-0.222096,0.139332,-0.744376,-0.234449,-0.178543,-0.25394,-0.52148,-0.214983,-0.334684,-0.476289,-0.413794,0.108388,-0.105935,-0.157701,-0.248287,-0.404242,-0.329655,-0.358423,0.23966,0.00554003,-0.555094,0.234985,-0.167532,0.280507,-0.0570835,0.128396,0.036822,0.221278,1.63284,0.741339,17.6152,10.4436,6.76648,13.6619,7.06094,3.00004,9.33264,5.24335,6.63476,1.12914,11.1994,4.59862,4.10804,16.1987,4.738,4.79327,6.01333,4.3519,9.73421,7.46158,8.52166,15.1838,1.99504,5.28252,9.52275,4.4997,10.1724,1.86278,3.01911,6.28447,2.09387,0.589976,-0.546085,-0.358475,-0.380677,-0.575625,-0.359154,0.00227433,-0.881434,-0.371507,-0.3156,-0.390998,-0.658538,-0.352041,-0.471742,-0.613347,-0.550852,-0.02867,-0.242993,-0.294759,-0.385345,-0.5413,-0.466713,-0.49548,0.102602,-0.131518,-0.692151,0.0979269,-0.30459,0.143449,-0.194141,-0.00866211,-0.100236,0.0842202,0.633227,0.588671,0.594036,0.64006,0.588836,0.499431,0.707119,0.591823,0.578252,0.596523,0.658932,0.587112,0.615796,0.648704,0.634333,0.507167,0.560451,0.573161,0.595162,0.632115,0.614606,0.621397,0.474372,0.532832,0.666445,0.475538,0.575564,0.464199,0.548383,0.502166,0.525038,0.478957
93.8305,0.995575,0.0314133,7,127,0,-59.3306,-0.129108,-0.278683,0.265924,-0.463425,-0.480797,-0.347263,-0.220445,-0.252577,-0.617817,0.0578052,-0.174983,-0.182533,0.154822,-0.067009,-0.505521,-0.175965,-0.333939,0.0642181,-0.600206,0.0389512,-0.460405,-0.35706,-0.240625,-0.283545,-1.058,0.443613,-0.453966,-0.11931,-0.393265,-0.520952,-0.0372706,0.0652323,-0.0575231,-0.0017928,0.301052,1.72281,0.731055,17.5486,8.94136,5.41104,9.2298,8.3202,4.24717,6.96412,8.20217,6.65165,1.61276,9.07838,11.8951,4.67807,6.99901,6.14276,4.9916,5.70623,9.68269,9.25487,6.54204,15.9632,16.4555,2.86316,9.0792,18.1911,7.1459,8.93659,2.52391,2.2321,9.15186,1.72069,0.472977,-0.592533,-0.609905,-0.476371,-0.349552,-0.381684,-0.746925,-0.0713025,-0.30409,-0.311641,0.025714,-0.196117,-0.634629,-0.305072,-0.463047,-0.0648897,-0.729313,-0.0901565,-0.589513,-0.486168,-0.369733,-0.412652,-1.18711,0.314505,-0.583074,-0.248418,-0.522372,-0.65006,-0.166378,-0.0638755,-0.186631,-0.130901,0.171944,0.643946,0.647919,0.616891,0.586509,0.594279,0.678508,0.517818,0.575442,0.577286,0.493572,0.548873,0.653538,0.575682,0.613737,0.516217,0.674655,0.522524,0.643253,0.619203,0.591394,0.601724,0.766224,0.422015,0.641774,0.561787,0.627702,0.657024,0.541499,0.515963,0.546523,0.532678,0.45712
88.1813,0.996555,0.0314133,8,383,0,-52.4876,0.18337,-0.455113,0.270241,-0.896715,-0.648945,-0.636606,-0.634325,-0.624666,-0.043609,-0.707753,-0.443879,-0.945349,-0.614834,-0.741057,-0.589671,-0.698115,-0.939644,-0.794524,0.156579,-0.326144,-0.564925,-0.319519,-0.571752,-0.653926,-0.997774,-0.533687,-0.545367,-0.632461,-0.222255,-0.23724,-0.469873,-0.579909,-0.319083,-0.38767,-0.545254,1.52699,0.778902,8.21348,14.4467,10.6247,14.1903,8.14912,4.34321,10.7578,2.73394,9.48074,2.27192,7.22653,5.90184,39.0772,18.8193,6.45853,2.4296,5.24192,4.37708,8.12119,10.3399,4.49756,6.02967,1.16118,6.02328,6.07667,5.04013,4.32011,1.04378,3.36187,4.06147,2.02397,2.37654,-0.713345,-0.465575,-0.453236,-0.450956,-0.441296,0.139761,-0.524383,-0.260509,-0.761979,-0.431464,-0.557688,-0.406301,-0.514745,-0.756274,-0.611154,0.339949,-0.142775,-0.381555,-0.136149,-0.388383,-0.470556,-0.814404,-0.350317,-0.361997,-0.449091,-0.0388853,-0.0538699,-0.286503,-0.39654,-0.135713,-0.204301,-0.361884,0.67114,0.614336,0.611408,0.610866,0.608568,0.465117,0.628172,0.564762,0.681783,0.606223,0.635917,0.600201,0.625918,0.680544,0.648204,0.415822,0.535633,0.594248,0.533985,0.595893,0.615515,0.693047,0.586695,0.589524,0.610423,0.50972,0.513464,0.57114,0.597856,0.533876,0.550898,0.589496
100.109,0.998712,0.0314133,7,127,0,-56.989,0.0359293,-0.475507,0.272254,-0.765875,-0.397621,-0.344709,-0.419695,-0.318281,-0.197134,-0.410633,-0.200178,-0.556093,0.0404669,-0.496156,-0.535308,-0.411938,-0.69198,-0.0512782,-0.310684,-0.234999,-0.638347,-0.505307,-0.355912,-0.501578,-1.01273,0.119297,-0.463019,-0.516713,-0.27488,-0.655833,-0.537902,-0.242115,-0.23155,0.0637871,0.0863023,1.86842,1.00457,19.5386,8.1582,8.07283,8.07727,7.91421,3.30524,6.65166,12.5726,4.6262,1.46854,7.80592,12.9561,4.72513,8.4289,3.80907,11.2827,3.75449,15.5319,8.57834,5.69058,24.2772,25.0878,2.729,8.70309,26.6112,8.96215,8.53235,2.84716,5.2004,9.768,1.57751,0.543408,-0.729946,-0.361692,-0.308779,-0.383766,-0.282352,-0.161204,-0.374704,-0.164248,-0.520164,0.0763962,-0.460227,-0.499378,-0.376009,-0.65605,-0.0153489,-0.274755,-0.19907,-0.602418,-0.469377,-0.319983,-0.465649,-0.976804,0.155226,-0.42709,-0.480783,-0.238951,-0.619903,-0.501973,-0.206186,-0.195621,0.0997164,0.122232,0.674793,0.58945,0.576587,0.594781,0.570123,0.540214,0.592595,0.54097,0.627186,0.48091,0.613068,0.622313,0.59291,0.658373,0.503837,0.56826,0.549604,0.646209,0.615236,0.57932,0.614353,0.726474,0.461271,0.605178,0.617933,0.559455,0.650197,0.622923,0.551365,0.54875,0.475092,0.46948
110.11,0.988525,0.0314133,7,127,0,-69.9333,-0.0565431,-0.409602,0.18867,-0.428012,-0.717157,-0.775115,-0.556617,-0.570465,-0.0939096,-0.175238,-0.696212,-0.442677,-0.204766,-0.273133,-0.446489,-0.294158,-0.374189,-0.341524,0.100048,-0.203095,-0.339879,-0.212833,-0.430141,-0.435584,-0.510215,-0.1199,-0.489719,-0.498434,-0.382779,-0.367071,-0.37079,-0.570578,-0.0115938,-0.117424,-0.242561,1.93535,0.743189,16.5379,17.8791,10.7166,11.9007,6.58036,4.29628,7.97629,5.52592,5.4723,1.77876,15.4071,10.351,8.17254,8.41027,2.5803,9.979,6.02965,6.13295,5.58255,6.81095,21.3004,29.9486,2.25868,5.78205,14.8689,8.89321,4.21028,1.60062,4.27924,8.65464,2.05278,1.03593,-0.484555,-0.773701,-0.831658,-0.61316,-0.627008,-0.150453,-0.231782,-0.752755,-0.49922,-0.261309,-0.329676,-0.503032,-0.350702,-0.430732,-0.398067,0.0435049,-0.259639,-0.396423,-0.269376,-0.486684,-0.492127,-0.566758,-0.176443,-0.546262,-0.554977,-0.439322,-0.423614,-0.427333,-0.627121,-0.0681369,-0.173967,-0.299104,0.618823,0.684321,0.696705,0.648661,0.651811,0.537542,0.557687,0.679779,0.622276,0.564958,0.581681,0.623172,0.586788,0.606048,0.598223,0.489125,0.564547,0.597828,0.56694,0.619325,0.620607,0.638015,0.543997,0.633268,0.635289,0.608098,0.604348,0.605237,0.651836,0.517028,0.543382,0.574223
99.3001,0.939674,0.0314133,7,127,0,-68.8502,-0.101031,-0.283898,0.282359,-0.639391,-0.52647,-0.943758,-0.394964,-0.321474,-0.335738,-0.427063,0.186491,-0.718744,-0.037963,-0.663983,-0.55127,-0.408772,-0.606767,-0.166558,-0.375637,-0.24014,-0.423841,-0.366658,-0.222944,-0.48625,-0.446548,0.244162,-0.374347,-0.590613,-0.102589,-0.281287,0.0343222,0.132601,-0.343983,0.139076,0.202989,1.58457,0.994895,15.469,9.18516,6.32349,9.0642,11.7023,3.75398,15.3927,7.69429,10.8604,1.73765,4.32101,9.98488,48.5667,12.1071,12.8774,5.26161,6.39579,11.2948,16.1917,5.60916,9.00686,14.3876,1.07523,9.62673,21.8879,3.43923,8.68134,1.22001,4.68828,3.99929,1.62542,1.01704,-0.740422,-0.627501,-1.04479,-0.495995,-0.422505,-0.436769,-0.528095,0.0854601,-0.819775,-0.138994,-0.765015,-0.652301,-0.509803,-0.707799,-0.267589,-0.476668,-0.341171,-0.524872,-0.467689,-0.323975,-0.587282,-0.54758,0.143131,-0.475379,-0.691644,-0.20362,-0.382318,-0.066709,0.0315702,-0.445014,0.038045,0.101958,0.677088,0.651923,0.739773,0.621518,0.604082,0.607489,0.629039,0.478648,0.694189,0.534693,0.682441,0.657529,0.62476,0.669915,0.566501,0.616961,0.584475,0.628286,0.614837,0.580293,0.642741,0.633574,0.464278,0.616656,0.666333,0.55073,0.594432,0.516671,0.492108,0.609453,0.49049,0.474532
97.6938,0.998285,0.0314133,7,127,0,-68.8702,-0.0385666,-0.285877,0.280082,-0.428655,-0.285528,-0.771223,-0.560411,-0.156776,-0.306764,-0.581482,-0.0673374,-0.599968,0.0123565,-0.652432,-0.485922,-0.421501,-0.514806,-0.148183,-0.206145,0.0154121,-0.260786,-0.23832,-0.350223,-0.237687,-0.654062,0.412844,-0.473716,-0.705028,-0.299598,-0.09273,-0.0240042,-0.107773,-0.393294,0.29321,0.353027,1.55672,0.980874,14.3676,8.68436,7.20806,9.35948,11.3839,3.23554,16.0946,6.26403,10.3117,1.98773,5.12996,10.7084,48.2522,10.786,14.7274,4.91552,7.97332,11.3331,16.27,5.46103,6.79046,11.9689,1.18696,8.35446,29.8132,4.60395,9.63124,1.37907,5.47854,3.95415,1.45726,1.26242,-0.467222,-0.324094,-0.809789,-0.598978,-0.195343,-0.345331,-0.620049,-0.105904,-0.638534,-0.0262101,-0.690998,-0.524488,-0.460068,-0.553372,-0.186749,-0.244711,-0.0231545,-0.299352,-0.276887,-0.388789,-0.276254,-0.692629,0.374277,-0.512283,-0.743594,-0.338165,-0.131297,-0.0625708,-0.14634,-0.431861,0.254643,0.31446,0.614726,0.580322,0.692065,0.645422,0.548681,0.585485,0.65023,0.526451,0.654422,0.506552,0.666189,0.628197,0.61303,0.634918,0.546552,0.560874,0.505788,0.574284,0.568783,0.595991,0.568628,0.666551,0.407508,0.625342,0.677781,0.583745,0.532777,0.515638,0.53652,0.606318,0.436681,0.422026
102.384,0.988058,0.0314133,7,127,0,-62.2463,-0.0997537,-0.201194,0.270088,-0.518447,-0.581717,-0.291402,-0.327712,-0.706899,-0.0720247,-0.0960893,-0.137028,-0.1501,0.103158,-0.0694286,-0.369037,-0.20667,-0.473726,-0.243638,0.121781,0.126612,-0.571148,-0.472043,-0.236953,-0.50199,-0.626808,-0.0649762,-0.349817,-0.10268,-0.114515,-0.636076,0.192427,-0.0745058,0.397055,0.286273,-0.0362361,1.71632,0.936449,12.6983,12.6953,19.244,8.21612,4.80403,2.77352,9.88332,6.20287,10.8455,0.871504,8.96591,7.59622,11.7016,25.3279,4.27852,11.1648,6.81878,17.5185,11.7931,6.82152,18.7352,24.3834,1.70961,7.52638,12.8285,5.173,2.87745,1.63587,5.47055,4.80374,1.932,1.18873,-0.6182,-0.681471,-0.391155,-0.427466,-0.806653,-0.171778,-0.195843,-0.236782,-0.249854,0.00340414,-0.169182,-0.468791,-0.306424,-0.57348,-0.343392,0.0220277,0.0268586,-0.670901,-0.571796,-0.336707,-0.601744,-0.726562,-0.16473,-0.449571,-0.202433,-0.214268,-0.735829,0.0926731,-0.17426,0.297302,0.18652,-0.13599,0.649809,0.664067,0.596561,0.605268,0.691396,0.542839,0.548805,0.558921,0.56214,0.499149,0.542195,0.615097,0.576012,0.639566,0.585014,0.494493,0.493286,0.661705,0.639178,0.58339,0.646055,0.67405,0.54109,0.610537,0.550436,0.553363,0.676083,0.476848,0.543455,0.426217,0.453505,0.533945
108.501,0.982275,0.0314133,7,127,0,-69.525,-0.116426,-0.231497,0.230507,-0.54598,-0.592476,-0.0303322,-0.361599,0.176549,0.0338939,-0.406053,-0.101489,-0.0412976,-0.168047,-0.175511,-0.167522,-0.287126,-0.554593,-0.286604,0.00337976,-0.133903,-0.186684,-0.13044,-0.344868,-0.281708,-0.497467,0.32326,-0.530115,-0.419142,-0.190678,0.123291,-0.218291,-0.179043,-0.363563,-0.169231,0.336512,1.82419,0.739751,17.8281,14.4303,4.11554,13.8077,10.0689,5.16807,7.3755,4.91333,5.2907,1.98564,9.56071,8.99177,32.3863,8.33716,8.60275,5.15235,6.59541,4.28289,6.76372,9.27156,6.53079,23.7797,1.50359,7.32596,12.1698,6.85749,8.4223,1.85746,3.25495,6.56863,1.52126,1.38351,-0.662407,-0.708903,-0.146758,-0.478026,0.0601222,-0.0825324,-0.522479,-0.217915,-0.157724,-0.284473,-0.291937,-0.283948,-0.403552,-0.67102,-0.40303,-0.113047,-0.250329,-0.303111,-0.246866,-0.461294,-0.398134,-0.613894,0.206834,-0.646541,-0.535568,-0.307104,0.00686476,-0.334717,-0.295469,-0.479989,-0.285657,0.220085,0.659801,0.670159,0.536624,0.617282,0.484974,0.520621,0.627727,0.554264,0.539349,0.570643,0.57247,0.570514,0.599541,0.661731,0.599416,0.528232,0.562258,0.575203,0.561405,0.613321,0.598239,0.648828,0.448475,0.656231,0.630781,0.576178,0.498284,0.582907,0.573335,0.617745,0.570933,0.4452
96.762,0.992065,0.0314133,7,127,0,-69.3702,-0.182432,-0.178173,0.360193,-0.382594,-0.390998,-0.538954,-0.0214524,-0.784352,-0.00228213,0.00329858,-0.133542,-0.467728,0.238347,-0.342171,-0.17494,-0.1291,-0.482784,0.160534,-0.124239,0.0711369,-0.196602,-0.454098,-0.312272,-0.24811,-0.39912,0.231989,0.0792358,-0.0934566,-0.168725,-0.512593,0.116046,0.04378,0.302981,0.366636,-0.024455,1.66601,1.19256,23.1857,16.0628,6.79413,14.1081,5.19445,4.37647,5.11121,7.36926,13.0639,1.58173,10.5999,15.2909,17.1392,20.7496,3.68604,9.60802,5.82104,10.8763,17.0411,9.67886,26.6489,31.5063,2.557,7.0549,12.6363,9.24566,3.55135,0.901297,1.95204,8.08574,1.98824,0.85489,-0.565026,-0.57343,-0.721386,-0.203885,-0.966785,-0.184714,-0.179134,-0.315974,-0.65016,0.0559144,-0.524603,-0.357372,-0.311533,-0.665216,-0.0218978,-0.306671,-0.111295,-0.379034,-0.63653,-0.494704,-0.430542,-0.581552,0.0495565,-0.103196,-0.275889,-0.351158,-0.695025,-0.0663865,-0.138652,0.120549,0.184204,-0.206887,0.637615,0.639554,0.672912,0.550795,0.724478,0.546048,0.544664,0.578343,0.657046,0.486025,0.628224,0.588404,0.577259,0.660431,0.505474,0.576072,0.527795,0.59364,0.653969,0.621214,0.606003,0.641424,0.487613,0.525776,0.568538,0.586898,0.667084,0.516591,0.534608,0.469899,0.454079,0.551538
107.551,0.999137,0.0314133,7,127,0,-57.98,-0.180269,-0.198584,0.233569,-0.270937,-0.306523,-0.392871,-0.0282477,-0.290486,0.073578,-0.346079,-0.249713,-0.494819,0.264754,-0.0774715,-0.0948603,-0.0216051,-0.374904,-0.303876,0.126785,-0.0531362,-0.184639,-0.407691,-0.208009,-0.186815,-0.581068,0.106179,-0.0795501,-0.376598,-0.400253,-0.262877,0.0998638,-0.496017,0.125716,0.415001,0.204853,1.64008,1.09295,23.9356,9.59435,4.86517,9.33509,7.09769,5.90094,5.33337,9.83518,10.1395,1.45182,12.4349,10.123,10.4807,16.0826,5.68525,9.39347,6.52071,9.03962,19.3127,7.86024,23.7668,40.7394,2.01661,5.6401,17.3338,8.08887,6.55758,0.952684,2.50002,9.85198,2.48561,1.0055,-0.451206,-0.486792,-0.57314,-0.208516,-0.470755,-0.106691,-0.526348,-0.429982,-0.675088,0.0844854,-0.25774,-0.275129,-0.201874,-0.555172,-0.484145,-0.0534841,-0.233405,-0.364907,-0.587959,-0.388277,-0.367083,-0.761337,-0.07409,-0.259819,-0.556867,-0.580522,-0.443146,-0.0804049,-0.676286,-0.0545532,0.234732,0.0245847,0.610926,0.61935,0.639487,0.551941,0.615562,0.526647,0.628631,0.605869,0.662642,0.478891,0.564081,0.568352,0.550298,0.635335,0.618726,0.513368,0.558088,0.590228,0.642897,0.595868,0.590754,0.681644,0.518514,0.564592,0.635727,0.641187,0.609008,0.52009,0.662909,0.513635,0.441585,0.493854
113.524,0.998814,0.0314133,7,127,0,-77.7804,-0.287582,-0.22577,0.164175,-0.222803,-0.255804,-0.378734,-0.0496991,-0.229486,0.0302773,-0.356627,-0.0385438,-0.3567,-0.155083,-0.0521338,-0.102499,-0.0691283,-0.267309,-0.0888466,0.016192,-0.16105,-0.169866,-0.294466,-0.201051,-0.0963101,-0.299589,-0.188549,-0.0656634,-0.299204,-0.379586,-0.236997,-0.394585,-0.335265,-0.120137,0.132057,-0.0229417,1.48555,0.837421,8.5675,9.51723,13.0405,13.4909,8.97874,1.85836,12.5525,2.81033,4.60247,1.58629,3.96465,7.73149,22.3376,12.0806,2.36256,3.88456,4.84805,7.55106,4.1737,7.70995,5.18593,12.3482,1.02222,8.68082,11.7973,4.76639,6.19675,1.45843,2.65788,3.62223,0.790973,0.788196,-0.510385,-0.543386,-0.666316,-0.337281,-0.517068,-0.257305,-0.64421,-0.326126,-0.644283,-0.442666,-0.339716,-0.390081,-0.356711,-0.554891,-0.376429,-0.27139,-0.448632,-0.457449,-0.582048,-0.488633,-0.383892,-0.587171,-0.476131,-0.353246,-0.586786,-0.667168,-0.524579,-0.682168,-0.622847,-0.407719,-0.155525,-0.310524,0.624897,0.6326,0.660678,0.58353,0.626462,0.563974,0.655704,0.580816,0.655721,0.608894,0.584122,0.596302,0.588244,0.63527,0.593011,0.567434,0.610314,0.612409,0.641539,0.619784,0.594812,0.642716,0.616834,0.587404,0.642627,0.660869,0.628218,0.664222,0.650866,0.600541,0.538803,0.577013
114.26,0.96458,0.0314133,7,127,0,-80.669,-0.329093,-0.0449067,0.152755,-0.106505,-0.252373,-0.206475,-0.343181,-0.0926882,-0.260492,-0.0424833,-0.111547,0.195847,0.0165884,-0.144947,-0.0849788,-0.329739,-0.23866,0.0736893,-0.0221637,-0.1583,-0.185041,0.00688587,-0.219598,-0.274189,-0.358365,-0.130938,-0.091087,-0.176463,0.125842,-0.116995,0.0899901,-0.0494016,-0.087115,-0.129235,-0.134982,1.6994,0.90552,6.37618,15.7618,11.6904,5.55503,8.8042,3.25988,10.5753,2.41467,4.72605,1.80411,5.36146,5.43844,25.8144,15.8126,2.62907,5.72101,5.70308,6.35475,3.95486,7.79456,5.98735,16.6799,1.20739,7.37385,15.0159,10.4042,8.74254,1.53568,2.85803,3.93996,1.16163,0.787216,-0.435598,-0.581466,-0.535568,-0.672275,-0.421781,-0.589586,-0.371577,-0.44064,-0.133246,-0.312505,-0.47404,-0.414072,-0.658833,-0.567753,-0.255404,-0.351257,-0.487393,-0.514134,-0.322207,-0.548691,-0.603282,-0.687458,-0.460031,-0.42018,-0.505556,-0.203252,-0.446088,-0.239103,-0.378495,-0.416208,-0.458328,-0.464075,0.60721,0.641405,0.630781,0.662012,0.603909,0.64327,0.59184,0.608412,0.533262,0.577497,0.616339,0.602064,0.658998,0.638244,0.563506,0.586922,0.619492,0.625775,0.579862,0.633832,0.646407,0.665401,0.613022,0.603526,0.623764,0.550639,0.609709,0.559493,0.59351,0.602576,0.612617,0.61398
120.554,0.997344,0.0314133,7,127,0,-82.2117,-0.292991,-0.1417,0.0989785,-0.277365,-0.271939,-0.191275,-0.0916686,-0.272104,-0.02474,-0.249937,-0.237402,-0.346153,-0.160106,-0.263027,-0.165533,0.0303817,-0.301583,-0.310861,-0.162664,-0.0874309,-0.125477,-0.363261,-0.1018,-0.114493,-0.275218,-0.066789,-0.228698,-0.162005,-0.364989,-0.213612,-0.198902,-0.14856,-0.216192,-0.16633,0.0517946,1.62177,0.826594,9.85507,16.2472,7.19625,4.12404,12.2665,2.82509,12.3408,5.76841,6.82659,1.76532,7.1386,4.61736,14.616,8.721,2.77,8.27637,5.37976,11.7227,4.79079,13.082,5.48814,14.0969,0.76037,8.40564,14.5917,10.2398,7.78572,1.62557,3.65477,2.79903,1.3309,1.17028,-0.570356,-0.56493,-0.484266,-0.38466,-0.565096,-0.317731,-0.542928,-0.530393,-0.639144,-0.453097,-0.556019,-0.458524,-0.262609,-0.594574,-0.603852,-0.455655,-0.380422,-0.418468,-0.656252,-0.394791,-0.407484,-0.568209,-0.35978,-0.521689,-0.454996,-0.65798,-0.506603,-0.491893,-0.441551,-0.509183,-0.459321,-0.241196,0.638845,0.637592,0.618755,0.594996,0.637631,0.578771,0.632493,0.629575,0.65456,0.611375,0.635531,0.612664,0.565278,0.644414,0.646537,0.611983,0.593975,0.603117,0.658418,0.597435,0.600484,0.63835,0.588987,0.627543,0.611827,0.658807,0.62401,0.620552,0.608629,0.624615,0.612853,0.560008
