# 0.174961, 0.100882, 0.0827941, 0.0803742, 0.0149508, 0.00613101, 0.166794, 0.0244968, 0.233244, 0.210685, 0.21069, 0.214859, 0.204322, 0.239611, 0.21737, 0.224784, 0.21131, 0.212316, 0.198979, 0.220186, 0.200887, 0.199257, 0.235868, 0.209647, 0.192928, 0.200969, 0.194134, 0.216894, 0.202009, 0.206205, 0.237758, 0.229736, 0.214588, 0.222238, 0.241843, 0.248036, 0.234452, 0.226709, 0.210517, 0.223195, 0.165793, 1.28112, 0.166558, 0.166177, 0.166495, 0.165334, 0.16666, 0.166477, 0.166837, 0.166695, 0.167662, 0.166653, 0.165167, 0.166147, 0.165941, 0.165993, 0.165956, 0.167095, 0.165673, 0.16615, 0.165501, 0.16624, 0.166616, 0.166355, 0.166457, 0.168035, 0.166115, 0.166343, 0.166556, 0.166668, 0.167156, 0.165265, 0.165327, 0.166287
3.6751,0.997097,0.00793621,8,511,0,47.8635,-0.246032,0.0416882,0.0548701,-0.325333,-0.28453,0.220378,-0.762125,0.549954,-1.53963,-1.86949,-0.922368,-0.456938,-0.636531,-0.33791,0.102989,-0.917978,-0.686267,-0.849726,-1.14375,-1.29724,0.378524,-1.25695,-0.795224,-0.0126303,-0.816903,-0.23094,-0.78061,-1.50861,-0.55772,-1.59692,-0.846228,-0.641876,-0.829659,-0.357356,-0.830172,-0.255291,-0.622383,0.290869,-1.26578,-0.866733,0.0202809,0.193294,-0.0614779,-0.0528022,-0.0890233,0.086648,-0.159426,-0.0183876,-0.191132,-0.0303062,-0.0609695,-0.131174,0.374507,-0.139376,-0.00756581,-0.0839851,0.0338607,-0.121161,0.145623,-0.328263,0.108623,-0.00397467,-0.25691,0.445849,-0.0514336,-0.050482,-0.160675,0.0838008,-0.0949876,0.118981,0.0749337,0.209633,-0.178197,0.146227,-0.490907,-1.2614,-0.395298,-0.254828,-0.573402,0.664568,-0.0774454,-0.0548583,-0.0200907,-0.148772,-0.99948,-0.874501,0.66362,-1.09937,-0.765033,-0.318865,-0.729001,0.135302,-0.855,-0.945178,-0.376954,-1.59004,-1.0342,-1.53697,-1.34221,-1.00914,-0.774329,-0.280594,-1.18118,0.265441,-1.68547,-0.985024
17.9715,0.996193,0.00793621,8,255,0,25.3597,-0.670023,0.0629326,0.20703,-0.199021,-0.242112,0.208383,-0.56825,0.377196,-1.15787,-0.899059,-0.9559,-0.294535,-0.349793,-0.0306944,0.147924,-0.812586,-0.734061,-0.28213,-0.672123,-1.06978,0.174438,-0.937016,-0.506343,-0.193347,-0.619105,-0.241432,-0.804943,-1.24861,-0.651511,-1.69459,-0.942554,-0.930476,-1.04429,-0.283631,-0.727818,-0.150376,-0.778299,0.349765,-0.984638,-0.444129,0.214255,0.164071,0.0540807,0.170376,0.0893297,0.196868,0.129368,0.197423,0.056539,0.188609,0.192416,0.201876,0.028566,0.232581,-0.0104763,0.155782,0.346846,0.211033,0.0658075,0.636269,0.104844,0.127656,0.239159,0.110578,0.114481,0.0105774,0.0404994,0.257655,0.322398,0.0679705,0.0779582,0.124765,0.43903,0.078062,-0.636126,-0.773116,-0.878041,-0.555766,-0.708428,0.472558,-0.438822,-0.469635,-0.537832,-0.0563097,-0.96171,-1.0807,0.158419,-1.06154,-0.718405,-0.733399,-0.823778,-0.188402,-1.14771,-1.00692,-0.756306,-1.94735,-1.4645,-2.05413,-1.84243,-1.22111,-0.979724,-0.47133,-1.59493,0.00784527,-1.6829,-0.885927
12.1338,0.998369,0.00793621,7,255,0,34.5146,0.377141,0.217151,0.0664488,-0.205967,-0.139728,0.100014,-0.995007,0.492926,-1.81547,-1.73081,-1.47588,-0.778868,-1.10895,-0.117285,-0.742187,-1.08677,-1.06996,-1.02196,-1.14418,-1.72553,-0.0717775,-1.3024,-0.817086,-0.682424,-1.16412,-0.649262,-1.11957,-1.40549,-0.740172,-1.94112,-1.5,-1.81097,-1.44394,-0.965626,-0.932422,-0.585964,-1.98245,0.103644,-1.75323,-1.29394,-0.240344,0.130503,-0.176143,-0.187181,-0.164598,-0.197132,-0.27397,-0.287706,-0.241447,-0.154147,-0.343016,-0.207272,-0.145186,-0.345674,-0.33111,-0.27864,-0.315129,-0.223624,-0.264383,-0.306895,-0.310952,-0.161619,-0.205178,-0.185091,-0.194507,-0.196119,-0.227899,-0.0149923,-0.361108,0.0332325,-0.568911,-0.299079,-0.473529,-0.138333,-0.630446,-0.75397,-0.547029,0.0150264,-0.39152,1.03682,-0.136154,0.0153165,-0.0727981,-0.00772312,-0.386902,-0.847918,0.589274,-0.703968,-0.289424,-0.303555,-0.591693,0.0516385,-0.626844,-0.615957,-0.130355,-1.4167,-1.14876,-1.80698,-1.2521,-0.833946,-0.486078,-0.179469,-1.82152,0.518287,-1.52399,-0.916689
29.1423,0.999989,0.00793621,7,127,0,17.8374,0.272246,0.277738,0.193192,-0.101836,-0.163303,0.10921,-1.07405,0.50871,-1.72622,-1.46783,-1.20719,-0.942349,-1.21251,-0.298859,-0.788604,-0.890874,-0.860897,-0.941165,-1.43823,-1.73575,0.219055,-1.26868,-1.21653,-0.777347,-1.03264,-0.519876,-1.4362,-1.46137,-1.037,-1.97671,-1.43158,-1.61847,-1.2806,-0.920661,-1.05099,-0.462811,-1.44139,-0.167672,-1.71197,-1.15134,-0.191724,0.116548,-0.218333,-0.243106,-0.176907,-0.225328,-0.262391,-0.277925,-0.0861559,-0.263609,-0.298353,-0.171025,-0.266881,-0.263683,-0.214256,-0.015502,-0.241115,0.0130674,-0.249209,-0.134509,-0.141601,-0.297425,-0.09155,-0.0977487,-0.0102972,-0.301552,-0.237909,-0.40494,-0.0284664,0.00640892,-0.325587,-0.202028,-0.277165,-0.0992019,-0.508873,-0.486101,-0.289236,-0.159085,-0.526291,0.874673,-0.224898,0.237223,0.136892,0.0765837,-0.705432,-0.877678,0.923288,-0.637636,-0.675866,-0.395228,-0.424315,0.23093,-0.921012,-0.614663,-0.392648,-1.43215,-1.0584,-1.65114,-1.09371,-0.796409,-0.589693,-0.0480892,-1.29832,0.264252,-1.48905,-0.755443
28.8009,0.999985,0.00793621,7,127,0,-1.38293,0.24946,0.166363,-0.0167318,-0.158949,-0.129673,0.136181,-1.03104,0.528119,-1.51648,-1.58244,-1.28638,-0.795241,-0.971962,-0.40156,-0.91081,-0.898794,-1.16557,-0.567868,-1.24156,-1.71716,0.362207,-1.33383,-1.27043,-0.646904,-1.01731,-0.154357,-1.06475,-1.54894,-1.02605,-1.93661,-1.3192,-1.6979,-1.51144,-1.18083,-1.2123,-0.829453,-1.60563,-0.167126,-1.77769,-1.03867,-0.118887,0.0949025,-0.260999,-0.119982,-0.0976146,-0.202502,-0.197618,-0.0643945,-0.0808565,-0.117406,-0.103214,-0.120267,-0.132725,-0.218099,-0.151489,0.0443798,-0.18236,0.0699586,-0.143755,-0.0625726,-0.139351,-0.199974,-0.0192652,0.0153402,0.0195485,-0.23411,-0.188119,-0.249392,0.0244362,0.0777132,-0.229208,-0.153742,-0.195618,-0.076962,-0.42235,-0.724864,-0.42999,-0.194178,-0.398495,0.707244,-0.48409,0.0750092,-0.24578,0.367773,-0.631113,-0.908309,0.883477,-0.870675,-0.82959,-0.430875,-0.621651,0.403894,-0.743061,-0.865078,-0.552325,-1.54214,-1.01821,-1.71919,-1.35838,-1.12697,-0.692962,-0.347099,-1.4379,0.279428,-1.54656,-0.670179
28.5516,0.988197,0.00793621,8,383,0,6.38992,0.0933584,0.482187,0.216318,0.0540846,-0.0392782,0.169639,-1.04142,0.656902,-1.7209,-1.32019,-1.24864,-0.7225,-1.03502,-0.369038,-0.681461,-0.912395,-1.15736,-0.803126,-1.31118,-1.67824,0.191356,-1.43058,-1.28711,-0.54062,-1.01329,-0.260354,-1.22859,-1.64786,-1.12743,-2.1689,-1.46419,-1.834,-1.73586,-1.22376,-1.39427,-0.967286,-1.63658,-0.431235,-1.96118,-1.13963,-0.23151,0.0886416,-0.343586,-0.159243,-0.283981,-0.235812,-0.184608,-0.273112,-0.347696,-0.341486,-0.352515,-0.173348,-0.18303,-0.278371,-0.160773,-0.390855,-0.336347,-0.272369,-0.198534,-0.330657,-0.133102,-0.142061,-0.285612,-0.416124,-0.282496,-0.17706,-0.177585,-0.177446,-0.325923,-0.36283,-0.133819,-0.240007,-0.128446,-0.322575,-0.554727,-0.354056,-0.154475,-0.0908451,-0.283338,0.929973,-0.102615,0.0889434,-0.0439902,0.315043,-0.548294,-0.598479,0.845211,-0.794328,-0.529229,-0.107612,-0.525875,0.404703,-0.763577,-0.816363,-0.487978,-1.55345,-1.12461,-1.59203,-1.44108,-1.08742,-0.603377,-0.187594,-1.20896,0.209223,-1.51436,-0.651205
31.1673,0.999192,0.00793621,7,127,0,6.98625,0.233663,-0.0626447,0.134388,-0.270871,-0.193358,0.249112,-0.953689,0.607009,-1.85847,-1.40055,-1.09553,-0.614242,-0.647667,-0.546709,-0.294757,-1.04295,-0.943871,-0.794108,-0.938495,-1.61895,0.0981321,-1.66303,-1.32644,-0.5176,-1.08652,-0.414274,-1.20661,-1.82219,-0.991108,-2.12364,-1.47,-1.49853,-1.41257,-0.841547,-1.45531,-0.879101,-1.29294,-0.349721,-1.79436,-0.924329,-0.292203,0.0856435,-0.356411,-0.245514,-0.30418,-0.197832,-0.295405,-0.318154,-0.385297,-0.418107,-0.316357,-0.273693,-0.184619,-0.218028,-0.219637,-0.497392,-0.293902,-0.274816,-0.214873,-0.39066,-0.216151,-0.15758,-0.356969,-0.331455,-0.203322,-0.270617,-0.11268,-0.173532,-0.225537,-0.317455,-0.330334,-0.194001,-0.22809,-0.245309,-0.537857,-0.478724,-0.129415,-0.16701,-0.195533,0.841828,-0.107491,0.0521792,0.116777,0.290173,-0.431217,-0.723733,0.988533,-0.859281,-0.509914,-0.128399,-0.429475,0.531271,-0.65985,-0.64329,-0.171606,-1.4223,-1.14731,-1.65639,-1.31046,-0.933407,-0.66889,-0.147821,-1.12291,0.282124,-1.52979,-0.454942
23.0036,0.987705,0.00793621,7,255,0,11.3411,0.0953029,0.166301,0.19673,-0.0989813,-0.227667,0.226372,-0.984972,0.517798,-1.85177,-1.75633,-1.25209,-0.646276,-0.608223,-0.303264,-0.385699,-1.1654,-0.929344,-0.783913,-1.41377,-1.47599,0.102653,-1.46117,-1.18516,-0.542688,-1.16438,-0.306336,-1.15364,-1.9331,-0.917821,-1.99223,-1.52941,-1.57302,-1.53947,-0.820553,-1.24591,-0.801376,-1.59928,-0.241125,-1.80379,-1.00032,-0.252215,0.09689,-0.312275,-0.275894,-0.149558,-0.132119,-0.348964,-0.308378,-0.474355,-0.295083,-0.260232,-0.255653,-0.199821,-0.242373,-0.216509,-0.52813,-0.449035,-0.236094,-0.151868,-0.431359,-0.101461,-0.198579,-0.278088,-0.343865,-0.203164,-0.378254,-0.186353,-0.281351,-0.110995,-0.275138,-0.296619,-0.21012,-0.284665,-0.261644,-0.437419,-0.744585,-0.255136,-0.0594468,-0.0825649,1.12413,-0.104965,0.0504082,0.178917,0.352175,-0.82318,-0.562516,0.875837,-0.790016,-0.565898,-0.292695,-0.599021,0.531777,-0.718131,-0.887168,-0.228118,-1.44166,-1.17628,-1.7857,-1.44605,-0.88858,-0.547586,-0.167977,-1.49283,0.342137,-1.58603,-0.541397
32.9256,0.999518,0.00793621,8,383,0,15.1794,0.174525,0.230517,0.191138,-0.217435,-0.199424,0.228387,-1.07637,0.522803,-1.55611,-1.5846,-1.06355,-0.737542,-1.04254,-0.565648,-0.38842,-1.08149,-1.01681,-1.15366,-1.26062,-1.75515,-0.0522699,-1.63902,-1.19531,-0.473292,-1.00988,-0.382721,-1.11747,-1.73189,-1.18774,-2.15091,-1.54053,-1.60582,-1.01027,-1.00626,-1.65459,-0.782643,-1.50305,-0.242247,-1.6314,-0.861289,-0.346063,0.0792235,-0.310418,-0.261395,-0.248876,-0.274941,-0.309795,-0.433156,-0.365678,-0.324514,-0.329003,-0.293976,-0.351811,-0.376013,-0.427036,-0.289601,-0.417417,-0.379736,-0.35728,-0.226604,-0.343612,-0.370622,-0.40562,-0.405081,-0.417511,-0.376431,-0.404843,-0.318339,-0.31639,-0.507928,-0.446999,-0.291268,-0.380876,-0.357778,-0.0510318,-0.462282,0.0759137,-0.0476204,-0.3761,0.980947,0.03338,0.219578,0.220149,0.107671,-0.53731,-0.688818,0.79505,-0.881072,-0.452728,-0.114356,-0.374694,0.521473,-0.596037,-0.615563,-0.413543,-1.49858,-1.2408,-1.8017,-0.938034,-1.10554,-0.962194,-0.14712,-1.3893,0.319263,-1.42015,-0.438792
44.6048,0.999953,0.00793621,7,255,0,-8.57856,0.0778334,0.23564,0.266881,0.171823,-0.158616,0.227224,-1.10782,0.61313,-1.7257,-1.58509,-1.14241,-0.55985,-0.962183,-0.00761146,-0.419899,-0.917033,-1.15132,-0.807931,-1.31287,-1.58133,-0.146357,-1.11361,-1.12136,-0.535405,-0.953035,-0.491315,-1.03311,-1.64274,-1.04187,-2.27422,-1.55161,-1.6384,-1.48427,-0.817954,-1.36752,-0.966498,-1.88335,-0.0872457,-1.736,-1.23119,-0.343776,0.0576785,-0.30558,-0.289151,-0.296442,-0.329063,-0.335148,-0.456185,-0.384971,-0.386197,-0.406192,-0.359661,-0.371933,-0.307938,-0.334476,-0.349902,-0.313117,-0.412346,-0.374565,-0.356935,-0.335947,-0.319738,-0.314014,-0.301552,-0.362491,-0.379101,-0.418886,-0.247561,-0.411075,-0.3904,-0.280057,-0.320524,-0.254885,-0.35761,-0.400573,-0.609976,-0.108092,-0.0197924,-0.395233,1.39611,-0.0930973,0.200257,-0.0394531,0.323326,-0.700681,-0.605164,0.672596,-0.365747,-0.34014,-0.15047,-0.348382,0.372874,-0.518926,-0.564251,-0.281082,-1.61036,-0.983852,-1.46485,-1.09746,-0.613129,-0.350735,0.00505101,-1.41794,0.779863,-1.19305,-0.52022
46.573,0.998669,0.00793621,10,1279,0,-11.4053,0.0514673,0.38023,0.27937,0.0412095,-0.110163,0.135897,-0.597708,0.42542,-1.20821,-0.956995,-0.545609,-0.366852,-0.381921,0.0843889,-0.0897044,-0.361373,-0.54579,-0.0875277,-1.03733,-0.984949,0.572251,-0.619446,-0.634393,-0.29875,-0.413656,0.334884,-0.818337,-1.16578,-0.496687,-1.66537,-0.919723,-1.239,-0.743489,-0.295011,-0.682751,-0.0910915,-1.01627,0.0250048,-1.12754,-0.690558,-0.692053,0.0388843,-0.715936,-0.623701,-0.651013,-0.627094,-0.802832,-0.645835,-0.677334,-0.703467,-0.686715,-0.704437,-0.655497,-0.787129,-0.643298,-0.639691,-0.718076,-0.670168,-0.639459,-0.710928,-0.689189,-0.655094,-0.685482,-0.675643,-0.692952,-0.640472,-0.699296,-0.735843,-0.722235,-0.742838,-0.765431,-0.742949,-0.772258,-0.618611,-0.13964,-0.109601,0.320988,0.222214,0.203906,1.18562,0.35125,0.584762,0.374666,0.846393,-0.420088,-0.158745,1.18863,-0.0524404,-0.0661374,0.0381061,0.0757997,0.982678,-0.391716,-0.391067,0.0792951,-1.15671,-0.628034,-1.22109,-0.57747,-0.233471,-0.144947,0.415294,-0.817585,0.48077,-0.874994,-0.321319
49.4777,0.988637,0.00793621,7,255,0,-3.76479,0.0426147,0.282349,0.34881,0.0487634,-0.164975,0.150944,-0.51708,0.522707,-0.860304,-0.604756,-0.491212,-0.302602,-0.575296,0.113182,0.0104767,-0.595315,-0.384407,-0.37623,-0.928129,-0.960018,0.228849,-0.692689,-0.649577,-0.137393,-0.628204,-0.228,-0.689669,-1.44832,-0.254623,-1.66646,-1.06067,-1.16692,-0.875967,-0.553703,-0.519646,-0.0601305,-0.914557,0.0715959,-0.912206,-0.629726,-0.703292,0.0450046,-0.773592,-0.710704,-0.689653,-0.624947,-0.715776,-0.628698,-0.675001,-0.656037,-0.749363,-0.675159,-0.683894,-0.76766,-0.685189,-0.681008,-0.711058,-0.661075,-0.710543,-0.685944,-0.68375,-0.669624,-0.702996,-0.758147,-0.699419,-0.661491,-0.677936,-0.735531,-0.738012,-0.73271,-0.721279,-0.699245,-0.756027,-0.653776,0.260703,0.237601,0.327333,0.258031,-0.0720822,1.23054,0.349303,0.394912,0.514794,0.543135,-0.377866,-0.201966,0.942746,-0.0527274,-0.0603127,0.210475,-0.0518085,0.532947,-0.207373,-0.549873,0.398782,-1.11387,-0.723828,-1.24008,-0.727324,-0.508955,0.0280584,0.440524,-0.769562,0.549013,-0.686555,-0.229318
50.4462,0.99255,0.00793621,7,255,0,-1.42763,0.237336,-0.199862,0.0654587,-0.263302,-0.29484,0.207634,-0.395432,0.467115,-1.29048,-1.06631,-0.696945,-0.0878321,-0.332024,0.20263,0.299313,-0.699196,-0.000456939,-0.281716,-0.479543,-0.776798,0.378883,-0.807301,-0.767602,-0.324152,-0.673531,0.202501,-0.772702,-1.43112,-0.430987,-1.33597,-1.05304,-0.721953,-0.863332,-0.131596,-0.772946,-0.491625,-0.753332,0.550369,-0.872098,-0.658158,-0.668562,0.042658,-0.737295,-0.665231,-0.638957,-0.643243,-0.617611,-0.617173,-0.63569,-0.736204,-0.713506,-0.598841,-0.719275,-0.658659,-0.688933,-0.656488,-0.618131,-0.679392,-0.696365,-0.684158,-0.712855,-0.673111,-0.705535,-0.65945,-0.694415,-0.586214,-0.658572,-0.70121,-0.660586,-0.706654,-0.717095,-0.657486,-0.707897,-0.667452,-0.016721,-0.228428,0.0362545,0.370824,-0.0381167,1.40774,0.361562,0.402962,0.876891,0.631668,-0.101549,-0.15171,1.13373,-0.184587,-0.297624,-0.161331,-0.10229,1.04144,-0.369634,-0.40857,0.215752,-0.869412,-0.702448,-1.10411,-0.849086,-0.240897,-0.231898,-0.0346627,-0.807736,1.02793,-0.782354,-0.256093
53.6627,0.998949,0.00793621,9,767,0,-11.8703,-0.562746,0.307252,0.0994355,-0.158557,-0.215578,0.213575,-0.443794,0.425767,-1.15353,-0.846073,-0.720902,-0.0609569,-0.446321,0.375911,0.0410481,-0.417859,-0.694904,-0.319577,-0.58592,-0.932991,1.17177,-0.603092,-0.387407,0.295595,-0.394925,0.102419,-0.375813,-0.812393,-0.0525488,-1.00618,-0.596965,-0.589489,-0.877391,-0.0225949,-0.706608,-0.159792,-0.564932,0.603602,-0.799883,-0.578263,-0.265622,0.040134,-0.312968,-0.266872,-0.245621,-0.252639,-0.340635,-0.29428,-0.262373,-0.265733,-0.199746,-0.25928,-0.221315,-0.288787,-0.262663,-0.269746,-0.206278,-0.221755,-0.239117,-0.263415,-0.271803,-0.226865,-0.259319,-0.209774,-0.293896,-0.279108,-0.271984,-0.304247,-0.254672,-0.33253,-0.298427,-0.251421,-0.240732,-0.260307,-0.319813,-0.39281,-0.282423,-0.00849513,-0.452558,1.22119,-0.19633,0.228631,-0.151028,0.250648,-0.530676,-0.57356,1.16251,-0.708967,-0.543198,-0.208299,-0.600196,0.154638,-0.704046,-0.564165,-0.140858,-1.22623,-0.981181,-1.50947,-1.50753,-0.80483,-0.766288,-0.280954,-1.18351,0.435743,-1.31306,-0.863083
42.2739,0.94983,0.00793621,8,383,0,-5.54206,0.259267,-0.637263,-0.0102278,-0.535442,-0.346018,0.142779,-0.678279,0.547503,-1.40846,-1.00153,-0.565171,-0.225503,-0.332465,0.160896,-0.030357,-0.73303,-0.258221,-0.38805,-0.725309,-0.772264,0.264171,-1.02419,-0.805485,-0.431835,-1.038,-0.571089,-1.46991,-1.42368,-0.839265,-1.89418,-1.09995,-1.35082,-0.849719,-0.56366,-0.69099,-0.154382,-0.977439,0.0277493,-0.976168,-0.54521,-0.154931,0.0594776,-0.197331,-0.145428,-0.107803,-0.00614428,-0.233821,-0.15763,-0.121896,-0.165461,-0.174459,-0.125497,-0.125716,-0.144513,-0.234605,-0.109033,-0.165502,-0.0980234,-0.100521,-0.130472,-0.135997,-0.0968617,-0.170332,-0.193493,-0.0633698,-0.0861262,-0.167376,-0.0982383,-0.273159,-0.186057,-0.133928,-0.191022,-0.161215,-0.162724,-0.638271,-0.641967,-0.429364,-0.109208,-0.510412,0.749626,-0.379277,-0.0633257,0.0467548,-0.0407818,-0.804573,-0.763334,0.841942,-0.601495,-0.662929,-0.447961,-0.574808,0.105364,-1.20409,-0.632639,-0.388371,-1.65475,-1.0351,-2.14591,-1.1796,-0.937636,-0.70531,-0.267385,-1.48878,0.0398188,-1.31834,-0.520848
51.9383,0.998577,0.00793621,8,511,0,-15.1833,0.112028,-0.332413,0.138279,-0.488095,-0.319461,0.14536,-0.436506,0.478697,-1.22661,-0.785833,-0.608056,-0.118524,-0.130948,0.598188,0.285648,-0.452144,-0.584686,-0.406029,-0.654828,-0.786914,0.225885,-1.03363,-0.858363,-0.39186,-0.953404,-0.4674,-1.22732,-1.19153,-0.661866,-1.85677,-1.13284,-0.974313,-0.743858,-0.445895,-0.422025,0.0118613,-0.666483,0.296318,-1.07003,-0.464189,-0.278949,0.040564,-0.274214,-0.271375,-0.269243,-0.393206,-0.267906,-0.291769,-0.292996,-0.294914,-0.29732,-0.236939,-0.285863,-0.232565,-0.236254,-0.292757,-0.29291,-0.333157,-0.217906,-0.246697,-0.258189,-0.290933,-0.215968,-0.266364,-0.28523,-0.290063,-0.266532,-0.280339,-0.193767,-0.223202,-0.275727,-0.252609,-0.287463,-0.266942,-0.346321,-0.298192,-0.313457,0.117444,-0.153098,1.32449,0.0921074,0.321836,-0.133901,0.0838023,-0.585871,-0.609453,0.806771,-0.595912,-0.66575,-0.372828,-0.491847,0.204594,-0.947977,-0.400206,-0.198119,-1.58826,-1.18052,-1.81593,-1.15597,-0.912256,-0.50218,-0.159402,-1.23259,0.226989,-1.47995,-0.535708
49.5194,0.997334,0.00793621,8,383,0,-8.94995,0.245184,-0.178082,-0.27753,-0.786153,-0.36669,0.228529,-0.459868,0.677279,-1.93986,-1.39286,-1.2003,-0.538307,-0.692207,-0.0992244,-0.00635315,-0.988399,-1.08513,-0.820763,-1.20727,-1.41873,0.509846,-0.824493,-0.800396,-0.0260281,-0.655184,-0.179649,-0.847309,-1.21206,-0.421372,-1.59775,-0.941908,-0.785999,-0.693896,-0.133406,-0.493613,-0.132836,-0.468406,0.424515,-0.960579,-0.552333,-0.327353,0.0362949,-0.363139,-0.335508,-0.342463,-0.248253,-0.36839,-0.344988,-0.288484,-0.358147,-0.341878,-0.311238,-0.282562,-0.345357,-0.368556,-0.418364,-0.276221,-0.27071,-0.292598,-0.353356,-0.260775,-0.359176,-0.336826,-0.335657,-0.316555,-0.296485,-0.390586,-0.359345,-0.330233,-0.354886,-0.292837,-0.302249,-0.260581,-0.313069,-0.424318,-0.389702,-0.357036,0.0526146,-0.335884,1.30124,0.0915618,0.343432,-0.0625934,0.246591,-0.746367,-0.709929,0.98031,-0.518365,-0.713926,-0.26216,-0.383369,0.395392,-0.78465,-0.438364,-0.0853642,-1.48584,-1.04426,-1.79967,-1.21456,-0.778019,-0.448205,-0.192005,-1.10415,0.420669,-1.41705,-0.620372
19.7877,0.978731,0.00793621,7,127,0,7.66174,0.175946,-0.276792,-0.253962,-0.859269,-0.289664,0.203739,-0.187698,0.687931,-1.4693,-1.17435,-0.83807,-0.360445,-0.719948,-0.0807631,-0.0719603,-0.905519,-0.755312,-0.693437,-1.06479,-1.39804,0.473386,-1.16294,-0.319989,0.11111,-0.582294,-0.087163,-0.412849,-1.24798,-0.528583,-1.43817,-0.744858,-0.239188,-0.268977,-0.0533775,-0.328597,1.36059e-05,-0.537988,0.743448,-0.775497,0.0358777,-0.289334,0.074009,-0.288766,-0.372929,-0.293684,-0.283688,-0.358222,-0.30126,-0.343037,-0.33232,-0.2944,-0.221814,-0.228438,-0.306343,-0.379372,-0.449498,-0.176548,-0.225776,-0.212037,-0.35234,-0.161911,-0.311749,-0.314011,-0.304425,-0.255906,-0.203646,-0.355556,-0.290795,-0.255404,-0.360694,-0.221636,-0.265552,-0.182847,-0.218793,-0.356313,-0.48933,-0.256153,-0.0475029,-0.569112,0.964524,-0.148466,0.0391288,-0.031778,0.0655016,-0.831347,-0.922339,0.83899,-0.927157,-0.234506,-0.104672,-0.396826,0.361051,-0.392602,-0.619634,-0.269193,-1.3558,-1.05848,-1.2727,-0.913044,-0.818573,-0.455859,-0.209859,-1.24975,0.554064,-1.34564,-0.227429
37.0101,0.9992,0.00793621,8,383,0,-8.23276,-0.0130752,-0.212158,-0.38833,-0.638824,-0.27341,0.213821,-0.14142,0.526192,-1.15702,-1.08883,-0.540663,-0.0456374,-0.292487,0.0727049,0.213867,-0.560855,-0.274094,-0.503073,-0.654575,-0.988269,0.665388,-0.569878,-0.178622,0.24012,0.0934973,0.542876,-0.262219,-0.934274,-0.144742,-1.05784,-0.723806,-0.557445,-0.228072,0.0869786,-0.358514,0.256725,-0.402665,0.477635,-0.664059,-0.16793,-0.41867,0.0651355,-0.399466,-0.40574,-0.377761,-0.472289,-0.502024,-0.434449,-0.37494,-0.505735,-0.509614,-0.389103,-0.475739,-0.486331,-0.415213,-0.545869,-0.316401,-0.440915,-0.358269,-0.575218,-0.315285,-0.328245,-0.501277,-0.433494,-0.438197,-0.347049,-0.546196,-0.353066,-0.391769,-0.487093,-0.326385,-0.37022,-0.270221,-0.437135,-0.171993,-0.529272,-0.0569029,0.119698,-0.258647,1.01535,0.011608,0.243767,0.343337,0.147776,-0.54276,-0.604762,0.725739,-0.632059,-0.361159,-0.269805,-0.0376946,0.681201,-0.54936,-0.604406,-0.184645,-1.26483,-1.00524,-1.51837,-0.821403,-0.642199,-0.399497,0.137768,-1.03838,0.356502,-1.1661,-0.380353
33.2499,0.999987,0.00793621,7,127,0,0.948386,0.0371017,-0.0603087,-0.442693,-0.540102,-0.222638,0.195321,-0.230242,0.466557,-1.36071,-1.0833,-0.831979,-0.291553,-0.204444,-0.0918135,0.129426,-0.573108,-0.719925,-0.253022,-0.744462,-0.840744,0.914066,-0.25294,-0.310064,0.0629308,0.0375644,0.485767,-0.387596,-0.833688,-0.0792782,-1.16338,-0.730274,-0.830333,-0.691981,0.00728423,-0.264761,0.125063,-0.722533,0.53365,-0.904108,-0.27988,-0.417759,0.0696341,-0.33475,-0.371876,-0.402119,-0.460922,-0.468367,-0.455851,-0.396418,-0.495875,-0.417799,-0.418779,-0.503881,-0.474085,-0.386805,-0.536312,-0.33026,-0.486402,-0.286662,-0.573552,-0.337662,-0.336186,-0.387778,-0.511416,-0.389623,-0.285364,-0.435177,-0.378219,-0.368246,-0.41501,-0.253923,-0.480242,-0.261686,-0.448446,-0.334782,-0.425034,-0.214233,0.00328141,0.00451942,0.920809,0.124928,0.284711,0.00666994,0.500785,-0.472003,-0.304634,0.926895,-0.339888,-0.473812,-0.409823,-0.126786,0.562091,-0.678936,-0.580184,-0.148085,-1.36825,-0.910397,-1.56377,-1.12608,-0.558644,-0.185467,0.140863,-1.16994,0.526472,-1.24267,-0.382601
