# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim5_re_model
# start_datetime = 2022-03-14 08:21:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a006a3f462d.json
# init = 2 (Default)
# random
#   seed = 648544908
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim5_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_k,s_SI,z_k.1,z_k.2,z_k.3,z_k.4,z_k.5,z_k.6,z_k.7,z_k.8,z_k.9,z_k.10,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.0235926
# Diagonal elements of inverse mass matrix:
# 0.177998, 0.0956408, 0.0917571, 0.0930249, 0.0130095, 0.00568673, 0.177646, 0.0231659, 0.293085, 0.175333, 0.189013, 0.247007, 0.196994, 0.291341, 0.268394, 0.242256, 0.17594, 0.19983, 0.19061, 0.215715, 0.244224, 0.171853, 0.251917, 0.255553, 0.213333, 0.231144, 0.189837, 0.252308, 0.175081, 0.201606, 0.254474, 0.263337, 0.186648, 0.240198, 0.263929, 0.296732, 0.206687, 0.277454, 0.189145, 0.196879, 0.162745, 1.09465, 0.918747, 0.823658, 0.831828, 0.836938, 0.771276, 0.779084, 0.877738, 0.810896, 0.795217, 0.815524
-4227.29,0.998393,0.0235926,7,127,0,4254.45,0.146166,-0.152482,-0.238382,-0.508314,-0.0481836,0.140088,0.0193953,0.484904,-0.74064,-1.08646,-0.394561,0.724598,0.758041,1.49937,0.598442,0.733795,1.11835,0.833831,0.0523147,-0.700905,1.7821,-0.189326,-0.274698,0.443461,0.178336,1.15149,-0.0997018,-1.01263,0.0984681,-1.19678,-0.745633,-1.24807,-1.06194,-0.485263,-0.618911,0.605946,-0.895643,1.86071,-1.00942,-0.206569,-0.180619,0.00611412,0.827423,-0.0015488,0.659211,0.350888,0.983736,-0.334335,0.266519,-1.47852,0.129943,0.0890307,-0.339744,-0.507432,-0.171929,0.370756,0.386973,0.746446,0.309583,0.375216,0.561687,0.423724,0.044763,-0.320476,0.883543,-0.0724095,-0.113807,0.234432,0.105871,0.577758,-0.0289505,-0.471634,0.0671429,-0.560928,-0.342165,-0.585802,-0.495544,-0.215911,-0.280717,0.313221,-0.414906,0.921663,-0.470075,-0.0807709,-0.17556,-0.180628,-0.176589,-0.178474,-0.174604,-0.182663,-0.178989,-0.189659,-0.179825,-0.180075,0.174444,-0.170631,0.25392,0.433271,0.52872,1.35557,0.307316,0.755205,1.01109,0.879019,0.200252,0.0877048,1.07752,0.0999692,0.139767,0.225498,0.163682,0.785472,0.00137721,-0.127758,0.243448,-0.414069,-0.536619,-0.900003,-0.744964,-0.591677,-0.125578,0.454619,-0.569389,0.960271,-0.601001,-0.160657
-4226.18,0.957786,0.0235926,7,255,0,4247.25,-0.0232438,-0.111743,-0.0936745,-0.429197,-0.0769511,0.0764751,-0.117918,0.577685,-0.418335,-0.838895,-0.225912,0.589009,0.872611,1.49916,0.394276,0.482853,0.643539,1.62155,-0.531222,-0.126414,1.09086,-0.316793,-0.322803,0.215197,-0.160287,0.803055,-0.478315,-0.827926,0.193647,-1.50246,-0.862316,-0.972052,-0.559943,-0.307783,-0.274774,0.0807312,-1.09166,1.67414,-1.22911,0.163014,0.186171,0.00554233,0.326171,-0.00624546,-0.282695,2.23202,0.567424,0.669095,0.174027,-0.761436,-0.679289,3.06485,-0.359584,-0.602535,-0.248424,0.222343,0.386176,0.748125,0.109849,0.161019,0.253844,0.818825,-0.424797,-0.190946,0.512257,-0.300925,-0.304397,0.00639779,-0.210514,0.345994,-0.394234,-0.596199,-0.0060517,-0.985869,-0.616065,-0.679458,-0.441389,-0.29572,-0.276651,-0.0712813,-0.748556,0.849206,-0.827955,-0.0237478,0.187979,0.186136,0.184604,0.198541,0.189316,0.189879,0.187135,0.181951,0.182406,0.203157,-0.105058,-0.484052,-0.134979,0.197282,0.3404,1.00702,-0.0186721,0.348475,0.404911,0.979297,-0.448627,-0.105717,0.557891,-0.289778,-0.310828,-0.124768,-0.235085,0.413574,-0.462697,-0.458415,0.0113654,-1.01548,-0.947943,-1.20258,-0.861051,-0.769911,-0.491969,-0.308545,-1.16385,0.595035,-1.20563,-0.319908
-4221.56,0.984176,0.0235926,8,255,0,4240.6,-0.257905,0.254408,0.520853,0.0791952,-0.210266,0.0243819,0.0972962,0.538483,-1.10144,-0.554108,-0.35413,0.321055,0.0573286,1.77476,0.52606,-0.337562,0.80097,1.0191,-0.322679,-0.340043,1.44885,-0.2798,-0.129849,0.411162,-0.761081,0.612626,-0.634975,-1.40789,0.332673,-0.916796,-1.0679,-0.546277,-1.09987,0.104527,0.617346,0.971888,-0.894424,1.99689,-0.66546,-0.195781,-0.193254,0.0380595,-0.650045,0.996496,-0.775736,0.491491,1.41786,0.733763,1.08844,-1.38869,-0.0335125,2.39226,-0.495811,-0.201082,-0.093397,0.270179,0.128167,1.05298,0.380571,-0.0844756,0.528605,0.646065,-0.0764609,-0.0858115,0.877476,-0.0533717,0.0273744,0.3187,-0.312533,0.427185,-0.244628,-0.66083,0.276435,-0.396383,-0.477751,-0.196865,-0.494964,0.153582,0.429727,0.620642,-0.384336,1.17259,-0.261043,-0.00812863,-0.217995,-0.155328,-0.222778,-0.174548,-0.139292,-0.165328,-0.151829,-0.246107,-0.19453,-0.102206,0.0112699,0.118852,0.0281864,0.567049,0.183853,1.38741,0.394742,0.423923,0.752988,0.896148,0.0391919,-0.0413276,1.21542,0.190343,0.0384725,0.358134,0.0181652,0.825099,-0.0338614,-0.255668,0.537283,-0.264034,-0.511611,-0.753288,-0.768689,-0.0845585,0.160615,0.291563,-0.830711,0.981891,-0.604619,-0.128972
-4220.2,0.9614,0.0235926,7,255,0,4247.14,-0.504672,-0.00501182,-0.0306875,-0.402702,-0.111133,0.0622967,0.625848,0.603403,-0.61915,-0.454283,-0.598832,0.137971,0.0555083,1.19921,0.362234,-0.0159028,0.614368,0.740795,-0.257735,-0.742844,1.31848,-0.268772,-0.223273,0.255816,-0.28232,0.607976,-0.367274,-1.01111,0.370995,-1.01548,-0.459225,-0.864252,-0.702355,0.221417,0.234562,1.15264,-0.659242,2.2211,-0.629739,0.130733,-0.120584,0.00316427,0.743756,2.01492,-0.596093,0.915655,-0.445937,1.81076,0.762465,0.795612,-0.602005,-0.720412,0.252251,0.351732,0.264511,0.7091,0.659342,1.34945,0.844421,0.616252,0.99656,1.07285,0.47033,0.177613,1.42143,0.46367,0.491125,0.780208,0.455495,0.992703,0.404234,0.015743,0.849708,0.0131064,0.348751,0.104356,0.202045,0.759452,0.767384,1.32136,0.228059,1.96607,0.245861,0.704733,-0.118231,-0.114209,-0.122471,-0.117687,-0.121995,-0.114855,-0.118172,-0.118067,-0.122489,-0.122864,0.160657,0.111813,-0.0308335,0.358171,0.230349,1.21602,0.344076,0.475945,0.755549,0.845418,0.0730312,-0.158481,1.02453,0.0169649,-0.0291175,0.176123,0.00535405,0.627497,-0.109296,-0.296221,0.412058,-0.49246,-0.432655,-0.953244,-0.706138,-0.179334,0.00986838,0.532147,-0.721966,1.20059,-0.649831,-0.0732369
-4219.29,0.967842,0.0235926,8,255,0,4238.89,0.122261,0.25017,0.427397,0.0494257,-0.22731,0.123215,-0.886636,0.586444,-0.913765,-0.522995,-0.446814,0.242082,0.306644,1.1002,0.877419,-0.127589,0.411948,0.83795,-0.068468,-0.585896,1.15958,-0.379145,-0.0745961,0.592746,-0.38218,0.433223,-0.461606,-1.24462,0.584664,-1.04066,-0.800216,-0.107422,-0.473253,0.379993,-0.245387,1.10702,-0.529063,1.99718,-0.910983,-0.0580914,0.267863,0.0581001,-1.39867,-2.35292,-0.409033,-0.149227,-0.516853,-1.12913,0.524305,-0.698609,0.175553,1.00927,-1.42251,-1.19334,-1.14867,-0.744669,-0.706807,-0.241431,-0.372079,-0.96146,-0.645052,-0.395226,-0.926789,-1.23023,-0.20661,-1.10898,-0.930383,-0.539024,-1.11076,-0.632575,-1.15734,-1.61653,-0.543764,-1.49693,-1.35592,-0.949633,-1.16417,-0.663792,-1.03054,-0.237433,-1.1969,0.284599,-1.42088,-0.920704,0.1866,0.131158,0.244098,0.259193,0.237834,0.202261,0.298325,0.227274,0.278063,0.326502,-0.207543,-0.277552,-0.350448,-0.0475235,-0.173539,0.883745,0.0194522,0.158073,0.264299,0.541909,-0.328694,-0.515361,0.617839,-0.386405,-0.362421,-0.134142,-0.391007,0.256701,-0.56724,-0.622566,0.197336,-0.894741,-0.930784,-1.08942,-0.998347,-0.556354,-0.56916,0.159121,-1.12087,0.733898,-1.23371,-0.492748
-4220.54,0.964598,0.0235926,7,255,0,4243.9,0.138557,0.149922,0.202213,0.1111,-0.132867,0.166227,0.204558,0.685339,-1.00953,-0.0476566,0.0215553,0.95808,0.884914,1.18376,0.934389,0.705322,0.53539,0.938229,0.0310549,-0.4945,0.975426,-0.246616,-0.135073,0.79002,-0.148333,0.897784,-0.149001,-0.798432,0.518445,-1.18076,-0.705845,-1.08608,-0.669456,0.358982,0.046725,0.0584785,-0.655057,1.31561,-1.10772,0.109734,-0.948852,0.0491738,-0.470632,0.837661,-0.520184,-0.836191,1.07893,0.579351,1.47536,-0.268633,0.501189,1.60817,-0.487311,0.171897,0.219331,0.861168,0.811025,1.01583,0.844932,0.687943,0.571482,0.847563,0.225841,-0.134342,0.873056,0.0355427,0.111987,0.74599,0.1029,0.819845,0.102442,-0.342639,0.559869,-0.604661,-0.279185,-0.539773,-0.254247,0.450582,0.236581,0.244636,-0.244378,1.1062,-0.554603,0.279763,-0.971995,-0.907661,-0.974431,-0.989971,-0.895797,-0.920363,-0.876303,-0.962062,-0.924206,-0.869772,0.576264,0.966393,1.03931,1.33945,1.28772,2.12113,1.14458,1.60153,1.45642,1.74874,0.740431,0.636917,1.56286,0.665799,0.746073,1.09634,0.637301,1.54754,0.561057,0.540457,1.20095,-0.0447776,0.212822,-0.377974,0.0861896,0.662684,1.03239,1.00256,0.137781,1.80074,-0.107485,0.867626
