# 0.183882, 0.232221, 0.266214, 0.272499, 0.248088, 0.467115, 0.291803, 0.304908, 0.20736, 0.0079463, 0.0671801, 0.0809043, 0.0730247, 0.0742327, 0.0830603, 0.821943, 0.898482, 0.208329, 0.218888, 0.281124, 0.226731, 0.235197, 0.224013, 0.228116, 0.247752, 0.249786, 0.244008, 0.244277, 0.224712, 0.251067, 0.243308, 0.223852, 0.239739, 0.232478, 0.246998, 0.230029, 0.249527, 0.221532, 0.232431, 0.222318, 0.212944, 0.232951, 0.253482, 0.250841, 0.256826, 0.242979, 0.22629, 0.263214, 0.236099, 0.242899, 0.245313, 0.233114, 0.0304878, 0.0234209, 0.152139, 0.160663, 0.128852, 0.135762, 0.138068, 0.0874784, 0.231036, 0.136603, 0.253937, 0.0978344, 0.129676, 0.154337, 0.143168, 0.177139, 0.152048, 0.184558, 0.160499, 0.121494, 0.1456, 0.195451, 0.154104, 0.147396, 0.0970903, 0.187843, 0.119445, 0.159614, 0.336207, 0.0825061, 0.18558, 0.10654, 0.14652, 0.206609
120.199,0.99448,0.0340663,7,127,0,-69.2577,0.634948,-0.83533,-0.510136,-0.127575,0.184351,-0.923464,-0.677511,-1.05499,-0.855451,-0.191311,0.125568,0.107075,0.0896508,0.0813418,0.0859301,0.887109,0.0231429,-0.380569,0.104105,1,-0.803479,-0.803479,1,-0.278315,-0.402771,-0.354715,-0.351371,-0.322128,-0.402521,-0.462119,-0.336585,-0.313036,-0.417824,-0.578563,-0.555056,-0.267528,-0.462439,-0.421768,-0.600114,-0.428754,-0.30743,-0.376784,-0.438959,-0.402569,-0.462733,-0.505089,-0.464562,-0.667112,-0.471225,-0.403954,-0.508876,-0.289292,-0.374581,-0.351824,-0.403885,1.20425,1.09777,2.83707,16.7782,6.26977,1.56352,3.85699,0.615525,2.89355,4.09254,13.1955,1.66736,7.75275,5.76016,5.77194,4.88919,3.58976,8.39716,1.72854,1.30073,2.82004,20.4952,8.37181,3.04835,1.51127,6.44824,1.7832,4.33569,57.585,0.404788,15.5651,1.75974,7.76531,9.15601,0.509205,0.280813,0.343717,0.376757,0.502512,0.407271,0.407065,0.636535,0.400243,0.429088,0.186685,0.470031,0.399365,0.0559746,-0.118573,-0.341464,0.260411,-0.412401,0.163901,0.0275631,0.0045609,-0.448997,-0.68508,-0.275277,-0.743168,-0.481426,-0.887367,-0.593317,-0.988001,-0.198221,-0.339753,-0.376004,0.37538,0.430255,0.414907,0.406909,0.376951,0.399567,0.399616,0.34603,0.401254,0.394344,0.453464,0.384609,0.401465,0.48601,0.529609,0.584546,0.435263,0.601664,0.459116,0.49311,0.49886,0.610401,0.664872,0.568388,0.677688,0.618085,0.708346,0.644126,0.728693,0.549394,0.584131,0.592909
112.229,0.336923,0.0340663,6,63,0,-71.6591,0.706562,-1.07117,-0.418159,-0.439129,0.22936,-0.422976,-0.698511,-1.26681,-1.18488,-0.136387,0.121989,0.000142937,0.0647805,0.0940991,0.0752478,0.693197,0.0337944,-0.419881,0.131005,1,-0.475419,-0.475419,1,-0.502786,-0.38822,-0.391299,-0.353858,-0.602601,-0.429224,-0.242423,-0.620996,-0.251536,-0.261834,-0.467786,-0.27216,-0.398827,-0.256514,-0.540774,-0.510395,-0.507699,-0.400296,-0.228775,-0.421814,-0.536095,-0.153299,-0.459166,-0.15218,-0.344777,-0.466768,-0.366479,-0.3859,-0.308953,-0.199952,-0.249035,-0.449207,1.22897,1.07453,3.34064,11.4475,5.78954,1.43476,3.96226,0.638519,3.14192,3.38086,12.6246,1.56442,8.47531,5.76312,4.50797,3.9982,3.44491,7.30827,1.80299,1.21866,3.00559,21.8903,8.43763,2.93708,1.59603,6.5039,2.14641,5.07292,87.642,0.386903,12.5444,1.72527,7.78152,9.68294,0.373028,0.413498,0.421004,0.479615,0.299677,0.462468,0.69161,0.387134,0.571353,0.656321,0.39215,0.773018,0.215015,0.251476,-0.219553,-0.22093,0.122021,-0.436736,0.295093,0.0158436,-0.140778,-0.071774,-0.711121,-0.00371498,-0.522635,-0.529098,-0.903325,-0.501156,-0.999286,-0.197862,-0.295487,-0.552969,0.407809,0.398074,0.396276,0.382343,0.425637,0.386401,0.333675,0.404407,0.360925,0.341566,0.4032,0.315827,0.446452,0.43746,0.554669,0.555009,0.469533,0.607481,0.426758,0.496039,0.535136,0.517936,0.670649,0.500929,0.627764,0.629273,0.711632,0.622731,0.730918,0.549305,0.573339,0.634824
119.448,0.892507,0.0340663,7,127,0,-67.0209,-0.37331,-0.485149,0.362878,-0.369538,-0.323549,0.470865,0.347374,-0.0247,-0.0873226,-0.255153,-0.105223,0.202625,0.145522,0.247668,0.176846,0.24782,0.168209,-0.235124,0.151692,1,0.119722,0.119722,1,-0.289161,-0.156864,-0.220166,-0.119199,-0.297004,-0.234918,-0.0400366,-0.476473,0.0180429,-0.0612789,-0.246111,-0.15259,-0.215376,-0.0312243,-0.352903,-0.318318,-0.40638,-0.333529,0.017652,-0.170403,-0.367121,0.0889452,-0.309208,0.0431341,-0.208945,-0.220666,-0.0697691,-0.279449,-0.101422,-0.068055,-0.0566512,-0.366869,1.02389,0.789732,2.73159,9.08347,3.9109,2.614,7.33052,0.968066,4.01789,5.73031,12.0204,1.03292,2.40128,4.47213,5.19943,5.59124,3.11999,5.38097,5.74014,2.73046,3.05478,11.8204,3.4585,2.91114,1.86123,3.67269,2.59998,6.40998,11.8913,0.845768,4.24305,1.383,6.21026,7.81951,0.392008,0.385685,0.342185,0.482758,0.433672,0.475955,0.750048,0.452233,0.600197,0.699102,0.405353,0.845426,-0.0353236,-0.0492009,-0.411179,-0.436003,-0.196623,-0.442699,0.0293797,-0.010847,-0.286777,-0.108645,-0.654085,-0.0762624,-0.415201,-0.472606,-0.685809,-0.630403,-1.0046,0.0623378,-0.278886,-0.434505,0.403234,0.404756,0.415279,0.381601,0.39325,0.383208,0.320811,0.38883,0.354299,0.332011,0.400027,0.300393,0.50883,0.512298,0.60137,0.607306,0.548998,0.608902,0.492656,0.502712,0.571207,0.527134,0.65793,0.519056,0.602334,0.616,0.665034,0.652581,0.731963,0.484421,0.569273,0.606949
119.563,0.902989,0.0340663,7,127,0,-76.8183,-0.00103632,0.374053,-0.221276,0.332365,0.358224,-0.174004,-0.131065,-1.36971,-0.566093,0.0316132,-0.34265,0.513017,0.339177,0.690559,0.524824,0.435134,0.224323,0.0489052,0.176851,1,-0.802737,-0.802737,1,0.264767,0.110179,0.109803,0.110655,-0.107343,-0.101645,0.407323,-0.0406059,0.279946,0.115926,-0.352859,0.157128,0.167055,0.279573,-0.249564,-0.0941357,-0.101444,-0.123419,0.278093,0.0742432,-0.20769,-0.0885682,-0.174877,0.172549,0.0433516,-0.0187866,0.0743026,-0.192787,0.0969285,0.0464427,0.0130878,0.0724092,1.61684,0.680142,10.8266,7.09633,3.75546,9.78588,2.26058,1.34556,10.4474,3.24394,10.9845,2.26711,6.10902,6.9434,4.32547,7.74491,4.1103,10.5279,4.64578,2.57652,2.61083,7.71453,11.9742,3.42184,2.67023,11.015,4.74403,5.38276,27.6309,0.680618,14.5688,4.54012,6.24619,6.80901,0.747158,0.609744,0.606915,0.60286,0.368914,0.377066,0.87622,0.411115,0.774604,0.588502,0.133212,0.600262,0.013992,0.151045,-0.374619,-0.21183,-0.258187,-0.245209,0.145885,-0.0778009,-0.34992,-0.197882,-0.821086,0.229519,-0.620033,-0.310953,-0.903868,-0.472685,-0.845665,-0.658652,-0.282759,-0.60815,0.321441,0.352118,0.352763,0.35369,0.408804,0.406835,0.293962,0.398645,0.315484,0.356979,0.466746,0.354284,0.496502,0.46231,0.592575,0.55276,0.564191,0.560997,0.463593,0.51944,0.586598,0.54931,0.694467,0.442871,0.650226,0.577118,0.711744,0.616019,0.699657,0.658957,0.570222,0.647519
105.274,0.888295,0.0340663,7,127,0,-70.9286,0.737678,0.313043,0.00618668,-0.619787,-0.391481,-3.37365,-1.28597,-1.17991,-0.0612652,-0.35594,-0.205636,0.877159,0.380107,0.247819,0.405762,2.18262,0.19202,0.177173,0.217328,1,0.0618087,0.0618087,1,0.133226,0.356237,0.322398,0.194909,0.451372,-0.0122249,0.226359,-0.0632419,0.435943,0.291465,-0.116461,0.0449873,0.106882,0.130477,-0.0318304,0.202892,-0.423239,0.255826,0.246637,-0.134733,0.0207155,0.195994,0.074114,0.402784,-0.29444,0.248859,0.118277,0.00403371,0.146894,-0.0436333,0.431706,0.0103917,1.33506,0.851172,3.1801,9.67743,3.79404,3.78858,10.7547,0.92544,6.63118,6.5072,5.3004,1.25733,3.28635,4.60085,3.27139,8.25344,4.43674,10.2713,5.84554,3.0314,2.90706,19.4628,6.31217,3.02732,1.65621,6.03719,3.74214,6.2645,20.8209,0.808278,7.24227,1.22535,7.6517,9.18184,0.453985,0.48362,0.477406,0.405167,0.841193,0.349972,0.699056,0.602831,0.618576,0.722725,0.16286,0.807749,0.200705,-0.0519521,-0.388731,-0.236884,-0.287979,-0.408579,0.105646,-0.187757,-0.142809,-0.473503,-0.60705,-0.276889,-0.782228,-0.459185,-0.784634,-0.842136,-1.15658,-0.0617938,-0.2349,-0.28402,0.388414,0.381398,0.382865,0.400071,0.301284,0.413389,0.332022,0.353696,0.350105,0.326793,0.459375,0.30837,0.449991,0.512985,0.595977,0.558946,0.571501,0.600747,0.473613,0.546802,0.535642,0.616213,0.647268,0.568783,0.68616,0.612821,0.686678,0.698915,0.760711,0.515444,0.558456,0.570532
109.014,0.922429,0.0340663,7,127,0,-68.6272,0.17212,-0.358626,-0.144541,1.05469,0.349917,-2.16681,-0.859276,-1.40921,-0.0666642,-0.179399,0.0307049,0.532947,0.100837,0.191433,0.585467,1.19835,0.837327,0.240183,0.173885,1,0.216219,0.216219,1,0.363732,0.0198373,0.0075722,0.212202,0.126492,0.159095,0.461447,0.245463,-0.0568058,-0.0346191,0.157193,0.186516,-0.056633,0.342917,0.0252188,0.331357,0.187459,0.180151,0.499369,0.241732,0.266154,0.637914,0.0492471,0.378946,0.129779,0.0184985,0.358015,-0.0547633,0.196259,0.268773,0.309517,0.359384,1.50075,0.926245,4.17657,3.43036,4.66153,3.69558,5.22551,1.02216,17.8479,6.07962,8.86869,1.18158,2.16247,3.57376,5.40102,13.2148,2.12295,14.951,7.40654,2.21302,1.86042,11.2115,5.67439,2.60193,1.62491,4.89128,3.75478,5.79698,36.4819,0.868297,10.6451,2.06521,7.54146,9.71445,0.760056,0.318697,0.320356,0.552833,0.557625,0.576305,0.934351,0.815831,0.269901,0.417399,0.532632,0.805616,-0.289334,-0.0290191,-0.478259,-0.213892,-0.0243576,-0.565527,0.148318,-0.108588,-0.13986,-0.0667235,-0.906518,-0.174314,-0.728522,-0.749937,-0.910391,-0.892817,-1.27404,-0.352829,-0.438034,-0.401453,0.318634,0.420993,0.420589,0.365207,0.364097,0.359783,0.282043,0.306649,0.432931,0.397139,0.369903,0.308826,0.571833,0.507254,0.617337,0.55327,0.506089,0.63773,0.462988,0.52712,0.534908,0.516675,0.712287,0.543468,0.674481,0.679165,0.71308,0.709471,0.781433,0.587303,0.60779,0.599037
107.376,0.98317,0.0340663,7,127,0,-63.1564,-0.323236,0.682809,0.200184,-1.11312,-0.648486,-1.8378,-0.366952,-0.994188,-0.16868,-0.0995816,-0.057664,0.630184,0.149415,0.303751,0.0804191,0.871183,0.709379,0.339214,0.227255,1,-0.481521,-0.481521,1,0.49789,0.0593893,0.16767,0.239774,0.471238,0.26032,0.380264,0.494408,0.650885,0.0260233,0.155751,0.431561,0.220696,0.220463,0.0895723,0.545665,0.337416,0.133214,0.77195,0.452363,0.321028,0.816677,0.257207,0.591058,0.179918,0.1894,0.35651,0.177337,0.418668,0.509076,0.356601,0.746964,1.15587,0.772385,2.68484,5.0927,3.76112,8.36714,4.32389,0.961912,5.07991,4.42362,29.4849,1.34656,5.71737,5.31006,4.07143,2.74476,5.11531,5.36225,4.02476,3.72608,2.9056,5.70591,6.39526,4.13972,1.83683,13.2411,4.00802,4.28565,21.4993,0.433158,10.251,1.93984,3.54802,3.33199,0.702652,0.210051,0.32606,0.413621,0.695322,0.476675,0.627534,0.795779,0.817004,0.2617,0.348921,0.759983,-0.161029,-0.23855,-0.461191,-0.0282843,-0.0327159,-0.589459,0.32453,-0.0133848,-0.175634,0.135518,-0.658492,0.144348,-0.68168,-0.499533,-0.855513,-0.55024,-0.905421,-0.221134,-0.320739,-0.060533,0.331224,0.44768,0.4192,0.398044,0.33285,0.383038,0.34807,0.310929,0.3064,0.434946,0.413644,0.31865,0.54017,0.559356,0.613297,0.507071,0.508178,0.643241,0.419572,0.503346,0.543796,0.466172,0.658921,0.463976,0.664114,0.62235,0.701722,0.634191,0.712062,0.555059,0.579504,0.515129
99.5818,0.886729,0.0340663,7,127,0,-65.3002,-0.30778,0.326499,0.421829,-1.14309,-0.426537,-1.83391,-0.317051,-0.730491,-1.02111,-0.133263,-0.0412712,0.59849,0.0724292,0.127902,0.0239341,0.853298,0.814936,0.321898,0.224592,1,-0.628078,-0.628078,1,0.443841,0.0703345,0.535281,0.398726,0.438005,0.0158241,0.484954,0.142607,0.475295,0.000621421,0.091505,0.231056,0.539789,-0.0549839,0.290644,0.45534,0.263441,0.424959,0.89007,0.228756,0.12249,0.389648,-0.0241064,0.563223,0.374062,0.330476,0.298193,0.41589,0.50663,0.372267,0.656871,0.728175,1.16451,0.802082,2.23009,3.64404,3.29954,6.08892,3.70639,0.817119,5.63881,5.03035,25.0071,1.1869,5.92938,4.84612,4.2112,2.83749,5.48487,5.31958,4.19353,2.77412,3.37467,6.67157,5.45646,2.94554,1.81554,11.0136,4.626,4.09527,30.0583,0.545872,10.1562,1.43391,5.06152,3.07336,0.63235,0.186443,0.661732,0.545863,0.65237,0.219847,0.730348,0.4604,0.612089,0.230501,0.264499,0.585049,0.0528746,-0.645326,-0.330857,-0.197189,-0.207959,-0.243344,0.315242,-0.278974,-0.426611,-0.314725,-1.01016,-0.280594,-0.53959,-0.594801,-0.841718,-0.561102,-0.783252,-0.365557,-0.252892,-0.113078,0.346978,0.453524,0.340351,0.366825,0.342456,0.445259,0.325118,0.386891,0.351583,0.442629,0.434258,0.357772,0.486784,0.655957,0.581968,0.549138,0.551803,0.560537,0.421836,0.569295,0.605064,0.578038,0.733051,0.569692,0.631717,0.644466,0.698827,0.636707,0.68638,0.590385,0.562888,0.528239
80.7474,0.98763,0.0340663,7,127,0,-49.862,-0.49703,0.693521,0.0543821,-1.61263,-0.550718,-1.24875,-0.110512,-0.917789,-0.92864,-0.113985,0.0550783,0.392669,0.000346546,0.218305,0.200452,1.11375,0.732768,0.282844,0.364883,1,-0.823988,-0.823988,1,0.316068,-0.316737,0.536409,0.451255,0.088471,-0.185547,0.45888,0.589426,0.689198,0.228414,-0.0940718,0.339419,-0.00360654,0.0279686,-0.153168,0.0660457,0.276938,-0.069233,0.56835,0.641711,0.355641,0.81704,0.206389,0.442684,-0.26827,0.699565,0.431046,0.54337,0.505448,0.650345,0.384651,0.612599,1.19694,0.798391,2.0857,2.97133,4.14953,5.66782,4.14789,1.07899,5.67708,5.59113,30.6606,0.901876,6.37406,6.17526,3.2591,2.63121,7.05838,6.23809,6.3673,3.06512,2.35984,4.327,5.64927,4.26907,2.20002,10.5096,4.55816,2.51787,34.8853,0.527349,7.19161,1.34319,4.16274,4.66722,0.447943,-0.246788,0.615205,0.547744,0.242463,-0.0404019,0.639412,0.831884,0.77684,0.395676,0.0245336,0.61284,-0.406861,-0.463752,-0.700314,-0.50764,-0.113047,-0.713959,0.0898989,0.191878,-0.129579,0.170237,-0.765196,-0.00867366,-1.17793,-0.0207525,-0.871425,-0.221181,-0.925299,-0.108921,-0.322397,-0.235133,0.38985,0.561386,0.350873,0.366388,0.43968,0.510099,0.34538,0.303247,0.315001,0.402352,0.493867,0.351412,0.600335,0.613904,0.668257,0.624253,0.528232,0.671275,0.47754,0.452177,0.532349,0.457543,0.682481,0.502168,0.764575,0.505188,0.705042,0.555071,0.716121,0.527203,0.579908,0.558514
90.6432,0.956975,0.0340663,7,127,0,-31.4075,-0.118453,-0.708444,-0.00502914,1.42425,0.628706,0.479868,0.326336,-0.0696773,0.381982,-0.143338,-0.238112,0.264679,0.167591,0.203318,0.207937,2.33162,0.0382755,-0.0974645,0.31819,1,0.54854,0.54854,1,0.140009,-0.108332,-0.201257,-0.0788424,0.273746,-0.391073,0.385854,-0.443104,-0.155391,-0.413171,-0.300164,0.394057,0.165978,0.0979519,-0.536817,-0.0975227,-0.424282,0.153672,0.244328,-0.168981,-0.108774,0.358626,-0.442294,0.584313,0.136702,-0.0448849,-0.570378,0.28342,-0.150015,0.149405,0.260755,0.192166,1.81179,0.783351,16.0205,14.2385,3.49532,5.98984,4.19427,1.02519,11.1785,3.09567,7.21164,1.9318,3.17389,6.53642,6.11146,11.3563,2.28926,12.6435,5.01802,1.91111,3.89759,20.948,9.95547,2.78368,2.27267,4.86782,2.7454,9.32238,11.2266,1.03391,11.0338,3.93691,10.099,13.5154,0.716682,0.390469,0.308668,0.453332,0.878232,0.202288,1.02371,0.272628,0.365658,0.208001,0.259823,1.14872,0.210102,0.0308291,-0.533419,-0.127499,-0.363471,0.314797,0.193892,-0.0432123,-0.0275037,0.37692,-0.830205,0.0934398,-0.173336,-0.495402,-0.995805,-0.222721,-0.736751,0.0284861,-0.173075,-0.0399996,0.328124,0.403604,0.42344,0.388569,0.293544,0.4496,0.264305,0.432262,0.40959,0.448186,0.435407,0.240722,0.447667,0.492293,0.63028,0.531832,0.58988,0.421944,0.451678,0.510801,0.506875,0.40687,0.696398,0.476657,0.543226,0.621378,0.730233,0.555451,0.676285,0.492879,0.543161,0.509999
99.6455,0.999299,0.0340663,7,127,0,-51.6239,-0.918549,0.388683,0.0595239,-1.26302,-0.346017,0.130734,0.583361,0.531402,0.101191,-0.0262981,0.182335,0.222451,0.110813,-0.119071,0.0857197,1.41557,0.214879,-0.282751,0.221377,1,-0.741055,-0.741055,1,-0.110029,-0.728839,-0.50048,-0.483256,-0.114497,-0.581721,-0.13553,-0.473781,-0.364078,-0.536097,-0.61407,0.035673,-0.275478,-0.683061,-0.71948,-0.283421,-0.726302,0.164361,-0.3259,-0.0906829,-0.383033,0.135743,-0.691594,-0.193502,-0.340873,-0.180391,-0.242498,-0.0712462,-0.4101,-0.280624,-0.362991,-0.235816,1.24703,0.545522,2.51742,5.94603,4.3619,4.43765,3.8298,1.36863,4.24407,6.54454,14.1773,1.56406,5.58509,4.39769,3.57636,3.70253,5.59012,4.8196,6.48852,4.53841,2.60546,4.68028,5.31789,4.60691,1.78562,6.58873,6.27561,4.30464,15.0636,0.655022,4.51997,2.14113,5.2319,4.40561,0.741293,0.108195,0.338595,0.359902,0.741928,0.272663,0.727017,0.403054,0.477038,0.323389,0.23419,0.919652,0.277547,-0.150446,-0.480013,-0.050077,-0.170216,-0.179406,0.209776,0.171236,-0.129278,0.0718574,-0.976099,-0.357602,-0.611091,-0.406735,-0.603533,-0.307795,-0.800731,-0.516144,-0.586273,-0.491746,0.322721,0.472978,0.416151,0.410983,0.322583,0.432254,0.32585,0.400579,0.382952,0.41985,0.441719,0.285029,0.431055,0.537541,0.617751,0.512517,0.542451,0.544732,0.447748,0.457295,0.532275,0.482043,0.726334,0.58846,0.64819,0.600305,0.646464,0.576347,0.690131,0.626246,0.64251,0.620518
105.925,0.999783,0.0340663,7,127,0,-59.0499,-0.732023,-0.0903936,0.439795,-0.999639,-0.292999,0.532834,0.337327,-0.301993,0.142786,-0.0277501,0.0390156,0.217061,0.250202,0.362041,0.257515,2.19891,0.0812385,-0.399653,0.206359,1,-0.791769,-0.791769,1,-0.415458,-0.366404,-0.444436,-0.193341,-0.387547,-0.279394,-0.191271,-0.307484,-0.0651456,-0.522703,-0.495527,-0.518623,-0.591733,-0.293862,-0.449494,-0.450264,-0.451543,-0.334269,-0.505981,-0.47339,-0.264399,-0.187744,-0.107905,-0.42328,-0.802322,-0.615754,-0.390934,-1.03046,-0.124606,-0.28191,-0.316829,0.014823,1.51981,0.722095,4.54361,4.67153,3.11421,2.89087,3.82994,0.827752,6.35558,6.36631,19.1517,1.63696,8.31143,6.59694,4.79463,5.10393,3.92818,4.97496,3.95093,2.40764,2.80953,4.41707,4.1386,3.34259,1.71031,9.29165,5.66622,3.81903,20.3573,0.731942,5.51521,2.85439,6.54322,5.18202,0.430759,0.464736,0.388859,0.644261,0.464054,0.570054,0.666792,0.565654,0.770302,0.332128,0.347459,0.362053,-0.109522,0.166811,-0.278038,-0.285269,0.0338991,-0.738017,-0.0420763,-0.278243,-0.0778663,-0.316274,-0.365013,0.115263,-1.04435,-0.47719,-1.0631,-0.902661,-0.828,-0.487329,-0.175034,-0.212133,0.393945,0.385863,0.403992,0.344284,0.386025,0.361224,0.339216,0.36224,0.316414,0.417723,0.413999,0.410463,0.527353,0.458394,0.569065,0.570838,0.491526,0.676562,0.510518,0.569115,0.519457,0.578416,0.590253,0.471216,0.739689,0.617084,0.743282,0.711496,0.695932,0.619477,0.543647,0.552835
116.315,0.980682,0.0340663,7,127,0,-69.0086,-0.605522,-0.176805,0.100207,-0.939055,-0.432647,-0.107343,0.478901,-0.157768,0.421249,-0.121781,-0.171365,0.51394,0.336352,0.39725,0.379354,1.05013,0.0694674,-0.243212,0.205532,1,-0.474614,-0.474614,1,-0.0879343,-0.355147,-0.278616,-0.154693,-0.175215,-0.429614,-0.16883,-0.229272,-0.194711,-0.422597,-0.445271,0.196625,-0.13989,-0.127564,-0.440579,-0.303581,-0.631789,-0.22176,-0.233523,-0.109666,-0.440118,-0.0576202,-0.412088,-0.473571,-0.43573,-0.216465,-0.0514854,-0.374337,-0.144483,-0.198913,-0.401403,-0.226998,1.32441,0.748093,5.83537,5.36904,4.60147,3.34674,3.32837,0.971777,3.70023,4.59233,18.2715,1.5248,7.7545,6.16303,5.90775,4.08337,4.43081,5.9133,3.2136,2.34599,2.53146,3.64439,4.73196,3.44235,1.75588,9.94466,6.24936,4.93891,15.7347,0.755347,4.61309,2.79454,10.159,4.42146,0.662095,0.328721,0.414703,0.55753,0.598444,0.334593,0.633183,0.638903,0.50806,0.365239,0.290581,1.09788,0.269062,0.186871,-0.291131,-0.182488,-0.20866,-0.388108,0.0950891,0.14375,-0.224508,-0.120417,-0.834223,-0.472293,-0.791704,-0.436345,-0.76094,-0.641475,-0.990987,-0.394209,-0.607105,-0.51681,0.340269,0.418552,0.397785,0.364119,0.3547,0.417124,0.346789,0.345495,0.375648,0.409692,0.427862,0.250137,0.433137,0.453418,0.572273,0.545496,0.551977,0.595827,0.476246,0.464124,0.555892,0.530068,0.697247,0.615926,0.688197,0.607388,0.681558,0.655087,0.729283,0.597295,0.64728,0.626402
107.921,0.882154,0.0340663,7,127,0,-64.5027,0.0408651,1.44479,0.458886,-0.0823262,-0.123598,-0.0448113,0.00574258,-0.113404,-0.396921,-0.248898,-0.345174,0.480383,0.462592,0.359698,0.592346,0.277794,0.257509,-0.285409,0.192681,1,-0.419832,-0.419832,1,-0.257435,-0.61587,0.0998127,-0.104166,-0.0146074,-0.583601,-0.0330439,-0.451012,-0.172394,-0.311427,-0.369432,-0.305337,-0.246877,-0.141395,-0.485371,-0.402139,-0.461196,-0.300919,0.0455524,-0.286229,-0.458922,-0.156272,-0.373881,0.218312,-0.43649,-0.247633,-0.169736,-0.449265,-0.254335,-0.148688,0.103134,-0.187078,1.39563,0.729339,6.16864,4.70385,3.77215,3.99469,4.36384,1.09308,10.8136,5.25045,19.0679,1.92528,4.41999,4.65059,9.74316,8.33287,4.87506,6.87552,6.07328,1.226,3.05477,4.71135,12.0239,3.00896,1.96253,8.61879,4.54556,3.25122,13.0444,0.858606,3.99854,1.34263,5.20066,12.2781,0.468704,-0.0249526,0.710048,0.544704,0.759826,0.171514,0.799341,0.516596,0.457158,0.491982,0.327731,0.729882,0.234991,0.147299,-0.314096,-0.288817,0.0496474,-0.335505,0.363222,0.0975375,-0.152425,-0.199003,-0.643446,-0.0801573,-0.570834,-0.550968,-0.579388,-0.849187,-0.944091,0.0453648,-0.171225,-0.186199,0.384923,0.506238,0.329588,0.367094,0.318684,0.457226,0.310166,0.373649,0.38766,0.379427,0.418793,0.325221,0.441521,0.463242,0.577885,0.571706,0.487591,0.583098,0.41018,0.475635,0.538033,0.549587,0.655532,0.520029,0.638955,0.63436,0.640927,0.700397,0.719925,0.488661,0.542702,0.546416
104.378,0.997591,0.0340663,7,127,0,-67.1287,0.658979,-1.20686,-0.145138,0.161497,0.313793,-0.39963,-0.411031,-1.17086,-0.723506,0.00638849,-0.115453,0.290582,0.138251,0.19129,0.126691,0.849217,0.117858,-0.330837,0.197322,1,-0.0420499,-0.0420499,1,-0.140574,-0.299772,-0.777917,-0.479787,-0.443214,-0.484516,-0.14316,-0.189595,-0.247449,-0.606448,-0.69089,-0.0284725,-0.623477,-0.472838,-0.64246,-0.663323,-0.552915,-0.591179,-0.415623,-0.372678,-0.361614,-0.397345,-0.286285,-0.29142,-0.348206,-0.37115,-0.371895,-0.202023,-0.368801,-0.414461,-0.463413,-0.130604,1.39762,1.07349,3.76941,16.4409,3.71885,5.65638,4.49085,0.839269,5.751,3.39058,13.9105,1.11996,3.14839,8.90379,2.2933,4.87936,3.73653,13.0123,5.86469,5.6593,2.58072,28.0507,4.73287,3.72773,2.05583,6.26906,2.60391,7.41763,40.0246,0.530965,22.217,4.37353,7.9622,5.62968,0.814433,0.658705,0.180065,0.477203,0.510553,0.469747,0.80912,0.759214,0.710037,0.346576,0.264861,0.918601,-0.309266,-0.153669,-0.346089,-0.365465,-0.239449,-0.341147,-0.0971984,-0.0817613,-0.0687135,-0.121292,-0.640684,-0.492657,-0.706076,-0.648472,-0.798909,-0.476866,-0.788626,-0.78076,-0.741479,-0.491945,0.306947,0.341031,0.455105,0.382913,0.375064,0.384676,0.308078,0.318817,0.329591,0.414213,0.434169,0.285243,0.576706,0.538342,0.585669,0.590363,0.559578,0.584469,0.52428,0.520429,0.517172,0.530286,0.654908,0.620732,0.669534,0.656666,0.689741,0.617008,0.687536,0.685844,0.677319,0.620565
100.823,0.92682,0.0340663,7,127,0,-49.8897,0.0515909,-0.350054,-0.854309,-0.782198,0.639503,-0.269121,-0.287477,-0.172864,-0.208905,-0.233913,-0.042946,0.320144,0.243133,0.199445,0.326117,0.335672,0.308197,-0.581783,0.294903,1,0.209022,0.209022,1,-0.581995,-0.537281,-0.555108,-0.332295,-0.0394237,-0.544211,-0.275339,-0.745312,-0.395024,-0.638679,-0.680425,-0.471501,-0.0843699,-0.594298,-0.799315,-0.308091,-0.621575,-0.234321,-0.00940897,-0.260736,-0.399373,0.189807,-0.77009,-0.0682153,-0.850256,-1.19096,-0.488995,-0.68578,-0.277613,-0.209249,-0.482249,-0.552376,1.45331,0.972901,4.55669,9.92549,7.34799,9.00729,10.0372,0.558094,9.32307,3.58349,18.0535,1.40915,6.00051,6.94786,6.73794,8.04731,4.93515,13.991,4.67285,1.29961,4.03262,10.6372,4.67613,3.08977,1.95617,4.33178,4.78146,5.33821,18.3318,0.52829,11.425,1.6928,10.9397,12.7068,0.487121,0.404755,0.405082,0.664204,1.07508,0.552137,0.893626,0.550734,0.583321,0.503055,0.361459,0.888085,0.358313,-0.333159,-0.738363,-0.301602,-0.15166,-0.546512,0.278961,-8.56255e-05,-0.21134,-0.0402005,-0.790828,0.169581,-0.743914,-1.10058,-0.784237,-0.686178,-0.836093,0.205718,-0.364643,-0.318953,0.380572,0.40017,0.400092,0.339796,0.254438,0.365369,0.290362,0.365694,0.358169,0.376823,0.410606,0.291505,0.411368,0.582528,0.676638,0.574834,0.537843,0.633326,0.430708,0.500021,0.552639,0.510049,0.688009,0.457706,0.677851,0.75037,0.686592,0.665116,0.697642,0.448751,0.590164,0.579069
