# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim5_model
# start_datetime = 2022-03-14 08:02:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a0041a87d62.json
# init = 2 (Default)
# random
#   seed = 285389646
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00294834
# Diagonal elements of inverse mass matrix:
# 0.138759, 0.0918685, 0.0894967, 0.0816332, 0.0129241, 0.00546342, 0.134169, 0.210367, 0.24084, 0.219204, 0.19931, 0.193594, 0.173883, 0.23222, 0.181541, 0.185345, 0.189538, 0.194975, 0.187018, 0.216018, 0.232436, 0.18318, 0.200241, 0.180969, 0.177013, 0.1895, 0.179155, 0.244591, 0.181718, 0.23098, 0.202467, 0.197153, 0.186262, 0.166633, 0.199777, 0.204968, 0.207603, 0.252723, 0.206115, 0.175653, 0.941567, 0.0195577, 0.0197624, 0.0194456, 0.0209251, 0.0184738, 0.0286155, 0.021352, 0.0192435, 0.0204658, 0.0241806, 0.0169145, 0.0184077, 0.0240679, 0.0202239, 0.0199798, 0.0180732, 0.0165153, 0.0188913, 0.019306, 0.0211734, 0.0190537, 0.0222503, 0.0214455, 0.0247075, 0.0249295, 0.0190326, 0.018632, 0.016919, 0.0238653, 0.0217469, 0.022735, 0.0163363
-4099.24,0.997642,0.00294834,11,2047,0,4131.94,0.282208,-0.0643549,-0.2113,-0.607645,-0.0876625,0.202136,-0.33785,0.563045,-0.89042,-0.775398,-0.773443,-0.025306,-0.0598294,0.330614,-0.313436,-0.30537,-0.320857,-0.258516,-0.614574,-1.07024,0.575118,-0.739908,-0.973166,-0.200308,-0.474412,0.0950079,-0.269411,-1.16014,-0.0562165,-1.01018,-0.424582,-0.760097,-0.702003,-0.000401553,-0.603088,-0.0110334,-0.649714,0.650932,-1.01274,-0.109762,0.0272932,0.125287,-0.0455486,0.0629307,0.335627,0.386461,1.46093,-0.0333687,0.541151,0.548244,0.71093,-0.215259,-0.239812,1.02046,-0.274298,-0.425412,-0.0135165,-0.167216,0.588423,-0.0363698,-0.4271,0.386091,-0.610241,-0.502615,-1.02223,-0.873729,-0.33359,-0.199591,0.336169,-0.736113,0.902063,-1.00037,-0.00728816
-4095.92,0.999817,0.00294834,11,2047,0,4141.65,0.581874,-0.625351,-0.358993,-0.568461,-0.3336,0.144254,-0.297742,0.359589,-0.8884,-0.611809,-0.50654,-0.0523158,0.229972,-0.0863714,0.335539,-0.530318,-0.268127,0.548386,-0.471965,-0.517857,0.684527,-0.467357,-0.185977,-0.051959,-0.520847,-0.211971,-0.618836,-1.24635,-0.309234,-0.868364,-0.955583,-0.398455,-0.676165,-0.169228,-0.525082,-0.00411082,-0.791036,0.495323,-0.943775,-0.469377,0.0246751,0.205072,0.028593,-0.0154641,0.373341,0.408,0.821214,0.349644,0.46521,0.373221,1.22476,-0.238142,-0.185145,1.20996,-0.10207,-0.00946493,-0.0932906,-0.0842069,0.441692,-0.350608,-0.447724,0.139723,-0.650904,-0.587136,-0.855913,-0.675982,-0.246985,-0.230673,0.171662,-1.00756,0.808138,-1.0029,-0.164468
-4099.52,0.988177,0.00294834,11,2047,0,4138.15,-0.395621,0.0659864,0.164087,-0.071282,-0.251111,0.232194,-0.0973808,0.49713,-0.780231,-0.414813,-0.416524,0.353714,0.238652,0.181407,0.660069,-0.29735,-0.157777,0.476379,-0.355122,-0.604817,0.821443,-0.132954,-0.136106,0.13653,-0.176306,0.131198,-0.107055,-0.931815,-0.146883,-0.869817,-0.32323,-0.0470016,-0.243386,0.267597,-0.439862,0.0904203,-0.697463,0.660658,-0.680079,-0.303589,0.0249056,0.0988482,0.0432037,-0.00594201,0.368288,0.147835,1.10016,0.307794,0.423316,0.37863,1.08466,-0.310214,-0.298963,1.10824,-0.0124661,-0.0769214,-0.180121,-0.098375,0.493417,-0.157138,-0.407416,0.0719126,-0.871796,-0.381087,-0.713423,-0.631809,-0.262218,-0.177443,0.241405,-1.07225,0.816313,-0.893495,-0.270476
-4092.69,0.995274,0.00294834,11,2047,0,4117.21,-0.10716,-0.22507,-0.306132,-0.466703,-0.223854,0.166017,0.19641,0.531929,-0.646213,-0.455874,-0.380172,0.305382,0.27712,0.696964,0.476352,0.116714,0.179588,0.556824,-0.254859,-0.418047,0.974726,0.15673,0.262317,0.418903,0.253395,0.494817,0.235082,-0.411799,0.2468,-0.544838,-0.0384811,-0.147889,-0.218158,0.313566,0.00831396,0.443619,-0.400887,1.01437,-0.574971,0.0530314,0.0294582,-0.0136234,-0.180001,-0.159226,0.27795,0.127142,1.29385,0.141665,0.610263,0.530006,0.913411,-0.382687,-0.304537,0.926368,0.0302472,0.0130438,-0.062855,0.0469587,0.539732,-0.0935754,-0.291843,0.107493,-0.845334,-0.349951,-0.943304,-0.727433,-0.334536,-0.131812,0.249672,-1.03267,0.851315,-1.05125,-0.204289
-4100.44,0.993265,0.00294834,11,2047,0,4132.32,-0.467737,0.0193338,-0.334263,-0.597228,-0.00103278,0.150816,0.338945,0.535815,0.104447,-0.0171915,0.202327,0.946784,0.278431,1.0788,0.637108,0.674565,0.46652,0.800321,0.157825,-0.320416,1.31191,0.232212,0.234309,0.69327,0.48256,0.96629,0.503737,-0.000341634,0.74176,-0.376217,0.0487536,-0.0550541,-0.0466411,0.726027,0.295527,0.626601,-0.180292,1.27422,-0.288035,0.571459,0.031435,0.138294,-0.140647,0.216156,0.467834,-0.0284988,1.24353,0.196307,0.500502,0.453136,0.81117,-0.176147,-0.29955,0.814186,-0.231397,-0.0723062,0.102347,-0.134089,0.478471,-0.142378,-0.365207,0.250153,-0.898977,-0.890754,-0.957003,-0.876293,-0.349227,-0.117013,0.169688,-0.974242,0.678559,-1.03292,-0.235643
-4098.31,0.993066,0.00294834,11,2047,0,4151.68,-0.286961,-0.238098,-0.428315,-0.759571,-0.238572,0.157587,0.365696,0.554712,-0.379994,-0.225414,-0.0535229,0.507123,0.577503,0.856007,0.707074,0.257352,0.334352,0.641448,0.0852472,-0.267907,1.18728,0.52836,0.419474,0.788175,0.355521,0.886631,0.316779,-0.522505,0.800301,-0.100067,0.187014,0.43845,0.385623,0.521249,0.391079,0.856729,-0.0378558,1.62718,0.13799,0.643957,0.030414,0.0439897,-0.0922497,-0.0757462,0.323432,0.240718,1.25522,0.222051,0.636671,0.402201,0.846618,-0.147969,-0.338633,0.802879,0.0691781,-0.183375,-0.050235,-0.121324,0.597829,-0.314259,-0.670449,0.401207,-0.655871,-0.562332,-0.905385,-0.650683,-0.590525,-0.20059,0.147237,-1.15303,0.943222,-0.821213,-0.0813531
-4102.51,0.998843,0.00294834,10,1023,0,4135.51,-0.53894,0.451907,0.704967,-0.0380603,-0.0528871,0.126545,-0.150265,0.49522,-0.400886,-0.513726,-0.362435,0.388724,0.299016,0.486488,0.118177,0.0831167,0.317295,0.474312,-0.214951,-0.126213,0.42704,-0.396592,-0.574789,0.0390353,-0.304265,0.217909,-0.426187,-0.789617,-0.193258,-1.13765,-0.0389288,-0.5573,-0.276581,0.476481,-0.0579446,0.548456,-0.399245,1.12028,-0.498741,0.485305,0.0261873,-0.0186177,-0.299647,-0.0474971,0.348896,0.34413,0.986469,0.0510808,0.338235,0.635186,0.817256,-0.127635,0.175429,0.841748,0.00180151,-0.156721,0.228672,-0.0192527,0.606026,-0.162177,-0.224441,0.231585,-0.800671,-0.43627,-1.13427,-0.739914,-0.160412,-0.193455,0.428794,-0.760589,0.89257,-0.878253,0.115706
-4098.58,0.972511,0.00294834,11,2047,0,4135.27,-0.934102,0.013034,-0.0210798,-0.459353,-0.101137,0.21837,0.599608,0.408255,0.272105,0.237695,0.117093,1.0367,1.11705,1.06055,1.10042,0.54058,0.695926,1.01766,0.504581,0.479464,1.45398,0.485224,0.426968,1.10949,0.787488,1.03459,0.339612,0.120308,0.802285,-0.0757311,0.659112,0.527583,0.485258,1.05112,0.454287,1.05593,0.261458,1.43829,0.145921,1.10471,0.026448,0.210219,-0.132823,-0.107629,0.257756,0.397844,1.09784,0.146123,0.30028,0.491401,0.847427,-0.155611,0.190003,0.942746,-0.0852592,-0.0739744,0.223868,0.0435707,0.531377,-0.449138,-0.123488,0.268955,-0.675073,-0.492458,-0.838288,-0.772674,-0.404527,-0.202082,0.421283,-0.811376,0.677868,-0.903939,0.103976
-4104.35,0.998473,0.00294834,10,1023,0,4135.2,-0.0433429,0.0494887,0.184889,0.197816,-0.321346,0.0259124,-0.116811,0.488909,-0.34029,-0.541476,-0.177012,0.0630153,-0.204812,0.59961,0.248226,-0.0703004,0.225197,0.484863,-0.355182,-0.0733761,0.671383,-0.0856776,-0.0387233,0.208043,-0.352902,0.493123,-0.172093,-0.411805,-0.110808,-0.275079,-0.925452,-0.544695,-0.719066,-0.237378,-0.196904,0.283863,-0.575891,0.438326,-0.740792,-0.243,0.0303752,0.384621,-0.0811802,-0.0200413,0.524194,-0.0971148,1.0874,0.328848,0.670684,0.589166,0.861045,-0.174273,-0.0680915,0.905023,-0.0239822,-0.28265,-0.0247036,-0.117083,0.828863,-0.146629,-0.117413,0.0481155,-0.404055,-0.578484,-1.05951,-0.747793,-0.198405,-0.233951,0.166588,-0.873344,0.546363,-0.857623,-0.0118326
-4113.52,0.997361,0.00294834,10,1023,0,4153.48,-0.270731,0.378444,0.29491,0.00573731,-0.252168,0.0884826,-0.094786,0.335398,-0.429438,-0.600117,-0.744863,0.0449985,-0.123304,0.634304,0.174742,-0.26659,-0.038872,0.206991,-0.257123,-0.484038,0.692733,0.0253555,0.100553,0.421589,-0.244596,0.360362,-0.269094,-0.931119,-0.052417,-0.546734,-0.58995,-0.23248,-0.384933,0.159013,-0.0490554,0.692294,-0.692141,0.823121,-0.56217,0.109188,0.0392298,0.488207,0.00511905,-0.273795,0.527242,0.135864,1.33924,0.28995,0.616289,0.539553,0.853766,0.0529801,-0.169231,0.904471,0.0804009,-0.00550053,0.232795,-0.100197,0.673887,-0.323458,-0.521029,0.194334,-0.555516,-0.639169,-0.873967,-0.707475,-0.193775,-0.17508,0.420537,-1.14673,0.709001,-0.890574,0.0601052
-4121.31,0.997813,0.00294834,11,2047,0,4148.84,-0.0828552,0.29149,0.127489,-0.326718,-0.319454,0.143492,-0.264351,0.431379,-1.00025,-1.15213,-1.03322,-0.271492,-0.127258,0.208148,0.051557,-0.425512,-0.0375692,-0.0852806,-0.648441,-0.690996,0.58891,0.0456518,-0.142387,0.179355,-0.465979,0.162537,-0.356547,-0.943471,-0.019815,-0.294053,-0.40924,-0.439513,-0.56455,0.152488,0.219837,0.409526,-0.31593,0.775337,-0.463048,-0.105039,0.0520495,0.195163,-0.287902,-0.330755,0.415802,0.30342,1.43623,0.248956,0.802738,0.76437,0.768653,-0.166784,-0.0551539,1.0216,0.252208,-0.200694,0.0525542,-0.232078,0.578894,-0.275335,-0.423091,0.261465,-0.294694,-0.49942,-1.22524,-0.981154,-0.362678,0.0693172,0.155082,-0.886147,0.693658,-0.934951,-0.221479
-4112.83,0.999776,0.00294834,11,2047,0,4141.01,-0.34242,0.530263,0.307454,-0.128859,-0.167955,0.175264,-0.31859,0.424513,-0.9202,-0.729957,-0.943669,-0.043619,-0.204886,0.323656,-0.00400652,-0.283109,-0.092924,0.0749776,-0.762025,-0.691158,0.646864,-0.21945,-0.326972,0.309316,-0.323377,0.446027,-0.360419,-0.793112,-0.0394342,-0.965885,-0.210946,-0.639177,-0.429578,0.0723997,-0.247944,0.146152,-0.583217,0.837816,-0.78582,-0.23218,0.0464186,0.172259,0.0159456,-0.243591,0.38832,0.162486,1.31478,0.132703,0.664958,0.69465,0.9346,-0.3233,-0.0115853,0.931968,0.0248358,-0.111794,0.256729,-0.179404,0.79955,-0.315328,-0.309902,0.291007,-0.733895,-0.425342,-1.28646,-0.827118,-0.330908,-0.243718,0.206634,-1.04367,0.811977,-1.03478,-0.353363
-4111.06,0.996051,0.00294834,11,2047,0,4154.26,-0.458142,0.400184,0.215177,-0.150437,-0.264815,0.180715,-0.000175464,0.51251,-0.824563,-0.665154,-0.655264,0.0778212,-0.154089,0.285812,0.210852,-0.0604856,0.0615783,0.464677,-0.519753,-0.373816,0.994493,-0.139687,-0.0235104,0.821873,-0.0342599,0.436431,-0.247037,-0.603089,0.334685,-0.730309,-0.197821,-0.318517,-0.286272,0.342458,-0.0608775,0.508468,-0.172717,1.17207,-0.397256,0.0633688,0.0428884,0.162409,-0.0722473,-0.0972997,0.423851,-0.00926619,1.30723,0.175601,0.759893,0.699095,1.20721,-0.272365,0.0109488,1.12941,-0.0951327,-0.145062,0.416488,-0.0274966,0.667462,-0.484273,-0.23261,0.373768,-0.852563,-0.475033,-1.31101,-0.872035,-0.357907,-0.186282,0.276568,-0.854992,1.02018,-0.915159,-0.166529
-4109.08,0.988709,0.00294834,10,1023,0,4140.71,-0.1016,-0.279824,-0.0517381,-0.403456,-0.371151,0.192799,-0.00663354,0.547223,-0.949382,-0.638556,-0.175051,0.0968216,0.179401,0.253915,0.410232,-0.372748,0.0873507,0.315229,-0.234559,-0.153812,0.539417,-0.42021,0.178088,0.463065,0.0114239,0.283991,-0.00517522,-1.18645,0.0862959,-0.799245,-0.209181,-0.214434,-0.364424,0.131598,-0.243937,0.343709,-0.181014,0.803659,0.0570998,0.215069,0.0238513,0.0119683,-0.160893,0.124783,0.242989,0.0530721,1.02303,0.0501598,0.456501,0.522337,0.832003,-0.26724,0.0193532,0.846099,-0.28938,0.0584801,0.0334941,0.144975,0.677356,-0.147297,-0.677953,0.22537,-0.941872,-0.332135,-1.19217,-0.879082,-0.461701,-0.320643,0.175877,-0.848949,0.713594,-0.488793,0.12256
-4094.6,0.991181,0.00294834,11,2047,0,4135.83,0.156789,0.0843563,0.319609,-0.00433648,-0.315539,0.112084,-0.507469,0.585601,-1.07599,-0.897069,-0.60704,-0.233657,0.0251218,0.239512,0.0309799,-0.660546,-0.150166,0.00156352,-0.657634,-1.02605,0.198584,-0.635866,-0.497932,-0.231593,-0.899401,-0.322462,-0.903226,-1.10526,-0.184011,-1.20121,-1.17739,-0.385614,-0.599517,-0.320961,-0.437619,0.0750762,-1.10844,0.389654,-0.929919,-0.759443,0.0241045,0.127946,-0.0302695,0.0855812,0.418836,0.438021,1.30217,0.270805,0.48061,0.680338,0.855898,-0.174649,-0.507642,0.958112,-0.0481505,-0.192466,-0.0216384,-0.202454,0.516071,-0.449899,-0.194904,0.457732,-0.775115,-0.769662,-0.725174,-0.562025,-0.242543,-0.107584,0.303318,-1.2359,0.751527,-0.893772,-0.346816
