# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_sim3_model
# start_datetime = 2022-03-02 19:31:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmpao2L8x/standata-20b43490b27.json
# init = 2 (Default)
# random
#   seed = 1234822480
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim3-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim3-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_sim3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,s_M,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0864543
# Diagonal elements of inverse mass matrix:
# 0.146038, 0.114111, 0.108277, 0.119987, 0.0253399, 0.0108588, 0.15521, 0.0283048, 0.321617, 0.322749, 0.29375, 0.305, 0.249043, 0.276067, 0.307106, 0.35368, 0.258406, 0.272248, 0.223477, 0.311327, 0.271305, 0.296275, 0.383393, 0.322369, 0.228168, 0.243719, 0.298593, 0.348622, 0.273728, 0.343542, 0.322094, 0.392361, 0.282542, 0.321531, 0.293572, 0.327496, 0.327039, 0.300069, 0.343129, 0.258314, 0.0114708, 0.452249, 0.587434, 0.77614, 0.54867, 0.607063, 0.582845, 0.781412, 0.615215, 0.511741, 0.569088, 0.605577, 0.930464, 0.679688, 0.696963, 0.638, 0.47534, 0.677164, 0.735772, 0.620339, 0.663265, 0.763414, 0.601428, 0.654466, 0.679532, 0.76913, 0.754118, 0.571986, 0.632197, 0.557697, 0.543172, 0.440651, 0.629499, 0.643095
112.918,0.960884,0.0864543,6,63,0,-76.7047,-0.807512,1.02528,0.656347,0.255995,-0.320756,0.274214,-0.835153,0.634039,-0.992139,-2.42177,0.0501815,0.625344,-0.746736,-0.727447,0.386429,-0.594189,-0.636946,0.989805,-0.568206,-2.06863,1.46882,-1.18048,0.0712926,0.434638,-0.213841,0.598153,-0.959403,-1.48543,0.905033,-2.56195,0.516972,-1.5813,0.480036,0.732861,-0.310567,1.32525,-0.680131,0.123501,-0.482279,-0.770848,1.06365,0.348738,0.589247,-0.202654,0.212979,-0.172863,1.50737,-1.09001,1.14428,-0.201176,-1.77187,0.472661,1.131,0.28519,-0.0996241,0.033496,-1.57564,0.717619,2.37792,0.579823,-0.436353,-1.06709,0.181589,-0.259389,0.0229112,0.481509,0.337417,2.08646,2.25454,1.39826,-0.270146,0.896461,-1.54107,1.19513,-1.46421,-2.37065,-0.803336,-0.43866,-1.30861,-1.29638,-0.590142,-1.21189,-1.239,-0.207578,-1.19542,-2.14674,0.0961386,-1.58362,-0.789951,-0.559576,-0.970737,-0.4559,-1.44345,-1.77697,-0.261327,-2.45953,-0.507373,-1.83776,-0.530791,-0.37049,-1.03206,0.00510837,-1.26638,-0.756849,-1.14094,-1.3239,3.55779,2.69925,3.12028,2.72744,4.90044,1.98084,4.31761,2.70064,1.56162,3.41604,4.29766,3.19985,2.798,2.93096,1.67223,3.72069,6.63873,3.54612,2.48799,1.99673,3.0863,2.64637,2.92016,3.4266,3.25866,5.99709,6.35914,4.71749,2.63646,3.96013,1.69252,4.39485,0.243495,-1.18546,0.316299,0.237309,-0.763543,0.384966,-0.345422,0.260801,0.037451,1.10808,-0.558871,-1.14472,0.533423,-1.29009,-0.614248,-0.814688,-0.78153,0.0728612,-1.4372,-1.00013,0.0583436,-2.33588,-0.600904,-2.72845,-0.990232,-1.01267,-0.773409,0.172287,-1.75218,-0.615589,-1.46991,-1.3131,0.439425,0.765927,0.421578,0.440949,0.682122,0.40493,0.585507,0.435167,0.490638,0.248229,0.636191,0.758546,0.369719,0.784162,0.648909,0.693108,0.68601,0.481793,0.808021,0.731085,0.485418,0.911805,0.645863,0.938685,0.729134,0.733542,0.684258,0.457034,0.852227,0.649215,0.813044,0.788032
107.598,0.967709,0.0864543,6,63,0,-64.2616,-0.447395,-0.0802532,-0.111072,-0.310077,-0.213154,0.338317,-0.708644,0.519222,-0.804024,-1.50998,0.249086,0.345391,0.563738,0.90682,1.86672,0.0335115,0.47586,2.41035,-0.860702,-0.984283,2.10638,-0.867813,-0.819383,1.35218,-0.50881,1.00909,-0.273147,-1.39122,0.401452,-1.77165,0.920551,-1.25125,-0.620306,0.395195,-0.568558,-0.293073,-0.256566,1.12459,-0.285858,0.98582,1.10102,0.406651,0.881912,2.21332,0.515145,2.88831,1.11943,-0.130579,2.36542,-1.27909,-0.991363,-0.268681,1.64075,-0.101801,1.20595,0.705871,-0.776789,0.228422,-1.84798,-0.0410183,0.135896,-1.41776,-1.00815,-0.991194,0.311154,0.440832,1.41642,0.370338,-0.373275,-0.775481,-2.17072,-1.26486,-0.896412,1.30657,-1.12611,-1.49266,-0.579313,-0.529309,-0.415938,-0.237803,0.2606,-0.691244,-0.461567,0.54286,-1.15554,-1.2197,0.385037,-1.15923,-1.13408,-0.00656111,-0.972829,-0.1847,-0.850468,-1.431,-0.500201,-1.62852,-0.230673,-1.35832,-1.03072,-0.50345,-1.00385,-0.860814,-0.841858,-0.124732,-0.857067,-0.196785,4.30446,7.39695,3.70805,9.7333,4.74096,2.85172,7.86891,1.78761,2.00949,2.69598,5.8605,2.88529,4.91073,4.00709,2.19271,3.29996,1.41841,2.95749,3.1781,1.6896,1.99582,2.00963,3.41287,3.59767,5.34953,3.496,2.58372,2.19388,1.24396,1.79798,2.0886,5.11582,-0.195365,-1.06523,-0.0393602,-0.752465,-0.56999,0.831521,-0.249137,-0.0727629,0.182597,1.21308,-1.2488,-0.757911,0.5298,-1.11,-1.00706,-0.478013,-1.14901,0.0208532,-1.14823,-0.904494,-0.433597,-1.69218,-0.527705,-2.18509,-1.57091,-1.32117,-0.598565,-0.516318,-1.24347,0.046448,-1.15447,-0.268395,0.548687,0.743689,0.509839,0.679715,0.638761,0.303324,0.561964,0.518183,0.454477,0.229157,0.777092,0.6809,0.370564,0.752128,0.732444,0.617279,0.759331,0.494787,0.759188,0.711872,0.606732,0.844511,0.628948,0.898903,0.827914,0.789376,0.645328,0.626286,0.776168,0.48839,0.760326,0.566699
104.652,0.986473,0.0864543,6,63,0,-67.0949,-0.286054,-0.310785,-0.397668,-0.635397,-0.536276,-0.0706314,0.0076391,0.666123,-0.719107,-1.05192,0.581674,-0.690105,-0.148172,1.27817,0.431078,-0.408766,0.820088,1.25591,0.261779,-0.303586,0.98153,-0.2507,-0.0805528,1.16591,0.00345776,0.713885,-1.25319,-1.29446,1.34285,-1.28471,-0.693571,-0.1827,1.94378,-0.619105,1.25505,2.07693,-0.551454,1.63069,-0.13808,-0.433139,1.18777,0.0891595,-0.444997,-1.00592,-1.0997,-2.12369,0.156397,-0.0470236,-1.64658,-0.357686,-1.27428,-1.33118,-0.034218,0.755137,-1.41927,-0.715246,-0.33271,-0.617283,3.03576,0.0584322,-0.443497,-0.344924,0.376158,1.70852,1.05142,-0.510077,-0.847041,-0.0744619,1.16274,1.8535,0.189471,-1.13547,-0.96022,-1.13747,-0.471374,-0.69307,0.395105,-0.452055,-0.0910615,0.859057,0.29479,-0.264649,0.553919,0.844226,0.182016,-0.194586,0.661458,-0.159358,-0.046019,0.784276,0.00994239,0.483174,-0.827143,-0.85463,0.902139,-0.848134,-0.454365,-0.114062,1.30244,-0.404761,0.843654,1.39113,-0.359697,1.09388,-0.0843393,-0.280885,3.15218,2.99841,2.97345,2.714,3.32581,3.26604,2.83194,3.17681,2.92752,2.91271,3.26977,3.50818,2.88992,3.07714,3.1839,3.10413,4.29923,3.29689,3.1526,3.18043,3.39162,3.81943,3.60209,3.13394,3.04119,3.25806,3.63802,3.86912,3.33564,2.96398,3.01065,2.96345,-0.164449,-0.730642,-0.281169,-0.282818,-0.669771,0.592827,-0.256985,0.178454,0.139831,0.495685,-0.243751,-1.0675,-0.0966137,-1.15777,-1.77053,-0.602329,-0.633801,-0.121956,-1.77677,-1.57409,-0.0525731,-2.13058,-1.1392,-2.13168,0.00583589,-1.47779,-0.839633,-0.445101,-2.22945,-0.256592,-1.69191,-1.32038,0.54102,0.674946,0.569833,0.570237,0.661452,0.355987,0.563895,0.455505,0.465099,0.378555,0.560638,0.744121,0.524135,0.760927,0.854523,0.646189,0.653351,0.530451,0.855298,0.828366,0.51314,0.89384,0.757532,0.893944,0.498541,0.814238,0.698388,0.609474,0.902863,0.563798,0.844475,0.789246
101.896,0.995969,0.0864543,6,63,0,-66.0324,0.17026,0.116419,0.162355,-0.0986971,-0.323033,-0.123892,-0.587514,0.647424,-0.554313,-0.990298,1.21756,-0.625114,-0.454656,1.7988,0.078498,0.426588,0.620403,2.35543,-1.17818,-0.849617,1.5279,-0.59472,-0.117356,0.58961,-0.933571,0.381222,-0.615584,-0.942931,0.501258,-1.33708,-1.15739,-1.47086,-1.98737,0.163431,-0.198377,1.82045,-0.56812,0.392545,-1.02882,0.348726,1.24794,0.128493,1.46142,0.880698,-0.262026,1.98529,0.320724,0.0551434,2.61664,-0.959457,-0.922162,0.237588,2.2149,-0.798357,0.425225,1.00422,0.699481,-0.428114,-2.47334,-0.0184814,0.288029,-1.54613,0.0898192,-1.96131,0.287048,0.533539,0.742084,0.486152,-0.798436,-0.299021,-0.505716,-1.32268,0.303003,0.957339,-0.94639,-1.22866,0.200759,-0.992228,-0.88187,0.577071,-0.536693,-0.311331,-0.185851,0.937448,-1.3503,-1.13758,0.401685,-0.97255,-0.663493,-0.205787,-1.19193,-0.340702,-0.986058,-1.19799,-0.262988,-1.45317,-1.33684,-1.53978,-1.87418,-0.481705,-0.715948,0.591088,-0.955328,-0.333371,-1.2536,-0.361741,4.20266,3.90048,3.36783,4.4953,3.62969,3.50791,4.87518,3.07915,3.09394,3.59112,4.62991,3.14355,3.67876,3.96288,3.81071,3.29671,2.53483,3.47488,3.61447,2.85556,3.52358,2.70721,3.61402,3.73031,3.83162,3.70767,3.14352,3.35185,3.264,2.93874,3.62143,3.93908,-0.359355,-0.767789,0.195551,-0.244093,-0.665616,0.737511,-0.222869,0.439078,-0.033128,1.12965,-1.04192,-1.26123,0.526822,-0.992184,-1.20185,-0.377908,-0.916579,-0.123439,-0.89496,-1.13094,-0.2563,-1.64389,-1.20409,-2.20985,-2.10994,-0.501446,-1.42867,-0.213761,-1.61768,-0.764271,-1.75802,-0.523978,0.588884,0.683042,0.451267,0.560722,0.660521,0.323549,0.555488,0.391961,0.508281,0.244225,0.739219,0.779238,0.371258,0.729519,0.768853,0.593369,0.714345,0.530821,0.709913,0.756012,0.563726,0.838064,0.769251,0.901131,0.891866,0.622799,0.806694,0.553238,0.834475,0.68228,0.852961,0.628078
107.335,0.981719,0.0864543,6,63,0,-63.8785,-0.972117,0.099771,-0.0194211,0.0617998,-0.181271,0.185571,-0.236898,0.527191,-0.157414,-0.426416,0.0254251,0.214069,-0.452416,1.38414,1.67269,1.23038,0.76284,1.9651,1.022,-1.65586,2.82259,0.481811,-0.401047,0.977083,0.10617,0.804011,-0.130485,-0.751673,1.21312,-2.50147,-0.397705,-1.27062,1.31864,0.730568,-0.100182,0.926206,-1.09569,1.31559,-0.549962,-0.254139,1.10265,0.273856,-0.867727,0.659084,-0.122074,-0.87068,0.647577,-0.125573,-1.51428,-0.3118,-1.21534,-2.28939,-0.0756259,0.096021,-0.903278,-0.548878,-1.30316,0.281241,3.947,0.326975,0.421171,-0.244979,0.0188035,1.09443,0.777821,-0.22978,-0.51531,0.578154,1.5292,1.28228,-1.14014,-0.0214237,-1.01136,-0.382904,-0.319886,-0.461701,-0.223494,-0.124043,-0.475408,0.492811,0.644931,0.411748,0.165264,0.799086,0.301889,-1.10985,1.25115,0.0171084,-0.448327,0.278212,-0.180926,0.18697,-0.305689,-0.633174,0.402646,-1.55565,-0.446565,-0.906757,0.458275,0.148251,-0.289713,0.25139,-0.814535,0.456669,-0.526833,-0.370878,2.37505,3.60797,2.91311,2.37313,3.59661,2.91031,1.98964,2.76561,2.15938,1.60912,2.9504,3.0924,2.35204,2.59176,2.10807,3.2533,8.87785,3.2943,3.38039,2.81669,3.02769,4.06481,3.72721,2.82844,2.61569,3.52888,4.57877,4.27938,2.20432,2.99452,2.28344,2.71228,-0.258405,-0.726113,-0.494353,-0.737442,-1.13218,0.570001,-0.212183,0.309813,-0.0169704,0.639007,-0.303185,-1.44718,0.653368,-0.661908,-1.16333,-0.741468,-0.949505,-0.359111,-1.17766,-1.00845,-0.261599,-2.33068,-1.06746,-1.97815,-0.369404,-0.813302,-0.61976,-0.130354,-1.6265,0.0296742,-1.25018,-0.902206,0.564244,0.673952,0.621131,0.676436,0.756241,0.361237,0.552848,0.42316,0.504243,0.345471,0.575221,0.809564,0.342231,0.659689,0.761937,0.677317,0.721016,0.588825,0.764527,0.732717,0.565029,0.911386,0.744113,0.878484,0.591315,0.692813,0.650164,0.532543,0.83569,0.492582,0.777331,0.711403
103.202,0.65365,0.0864543,6,63,0,-65.7676,-0.0692885,0.171096,0.0131307,-0.303892,-0.576478,-0.00670379,-0.560519,0.614275,-1.19841,-2.8518,0.820868,-1.01205,0.266154,0.682715,-0.112182,-1.71993,0.125947,1.4983,-1.58417,-0.0548863,0.729696,-1.53767,-0.838773,0.661083,-0.103274,0.756791,-0.586581,-1.94749,0.871833,-1.51188,0.055163,-0.34214,-0.11543,-0.0313899,0.551696,1.94909,-0.752095,1.51146,-0.642397,0.624822,1.15211,0.0493774,0.998472,-0.284544,0.43057,1.7683,0.25184,0.0360567,1.48076,-0.596885,-0.509438,1.56584,0.8682,0.631594,0.785705,0.423101,1.22508,-0.324943,-2.95698,-0.337189,0.146252,-1.23021,-0.0536052,-1.61626,0.312048,0.298893,1.30363,0.309035,-1.20801,-0.581556,-1.05523,-1.08084,0.0882289,0.990272,-1.29667,-2.31231,-0.05628,-1.1822,-0.397027,-0.141144,-0.62943,-1.61703,-0.483153,0.359852,-1.53363,-0.594234,-0.112285,-1.50507,-1.07576,-0.154432,-0.623957,-0.0956407,-0.920841,-1.75681,-0.0249735,-1.48923,-0.526634,-0.770687,-0.631425,-0.579801,-0.221626,0.636757,-1.02251,0.367933,-0.955128,-0.176706,3.32479,3.1207,3.23286,3.45361,3.20445,3.17049,3.40492,3.07294,3.08623,3.41926,3.30348,3.26511,3.29005,3.23167,3.36221,3.11448,2.73491,3.11259,3.18779,2.97833,3.15649,2.92209,3.21399,3.21191,3.37527,3.21352,2.98159,3.07526,3.00417,3.00038,3.17867,3.32345,-0.0156867,-1.47086,0.167804,-0.256886,-0.206509,0.592945,-0.479181,-0.258878,0.0227729,0.936238,-1.17871,-0.581531,-0.109922,-1.76106,-2.04305,-0.896941,-0.567917,0.0711294,-1.19362,-1.64372,-0.233991,-2.05055,-0.576235,-2.25298,-1.33866,-1.11592,-1.13686,-0.442887,-2.27664,-0.258759,-1.92742,-0.538339,0.503922,0.813189,0.458147,0.563871,0.551445,0.355959,0.617554,0.56436,0.494307,0.281661,0.764715,0.64142,0.527453,0.853343,0.885244,0.710321,0.638282,0.482225,0.767387,0.83804,0.558232,0.886003,0.640201,0.904907,0.792269,0.753231,0.757103,0.608947,0.906924,0.564331,0.872963,0.631426
