lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0635456
# Diagonal elements of inverse mass matrix:
# 0.145699, 0.108267, 0.0945206, 0.116033, 0.0227169, 0.0162077, 0.152104, 0.0222273, 0.249991, 0.216469, 0.2632, 0.244628, 0.253136, 0.242267, 0.175677, 0.245397, 0.207544, 0.396563, 0.247815, 0.308337, 0.212626, 0.25367, 0.32488, 0.221188, 0.290259, 0.298091, 0.303064, 0.271386, 0.318137, 0.228178, 0.235646, 0.341584, 0.316089, 0.286311, 0.300574, 0.281232, 0.334527, 0.26759, 0.289435, 0.329783, 0.00650655
223.792,0.890926,0.0635456,6,127,0,-195.987,-0.957137,0.305461,-0.199095,-0.285764,-0.557467,0.214477,-0.193299,0.487491,-2.09235,0.163539,0.343384,-0.815565,-0.162283,0.946958,-0.0529618,0.567293,-1.42449,1.21677,-1.09263,0.395662,0.426184,0.439071,0.285088,2.14646,0.178365,-0.406597,0.58786,-0.296266,0.900428,1.20073,0.267286,1.80281,0.176806,0.554584,1.06442,-1.58626,-0.74222,-0.66893,0.922389,-1.21651,9.839,-1.2133,-0.113575,-0.0259026,-0.590879,-0.27241,0.268334,-0.219117,0.0832512,-0.887727,0.399867,-0.725947,-0.000417199,0.014462,0.0207444,-0.054321,0.853079,-0.106348,-0.391511,0.0932774,-0.337726,0.245652,0.392046,-0.0629996,0.685556,-0.107108,0.0770555,0.325596,-0.966588,-0.555124,-0.519396,0.256357,-0.786336,-1.13978,-0.338362,-0.550398,-0.388111,-0.157672,0.172793,-0.401289,0.690867,-0.515896,0.85553,-0.203562,0.178245,-1.11973,-0.685892,-1.65868,0.0385052,-1.07148,-1.35664,-1.36193,-1.02305,-0.865832,-0.806068,-1.47563,-0.256904,-1.51834,-1.63528,-1.44927,-2.16614,-2.58708,-2.16641,-1.71028,-2.92483,0.757639,0.583793,0.634228,0.595828,0.539336,0.456909,0.598997,0.33384,0.626188,0.298274,0.550716,0.455556,0.753938,0.665052,0.840061,0.490375,0.744877,0.795213,0.796073,0.735567,0.703878,0.691271,0.813912,0.563875,0.820294,0.836892,0.809886,0.897167,0.930025,0.897192,0.846872,0.94906
212.236,0.997451,0.0635456,6,63,0,-199.581,-0.559278,-0.138417,-0.45246,-0.344012,-0.680743,0.223392,-0.312916,0.477141,-2.11341,-0.465574,1.92134,-1.12155,-0.572393,1.03316,0.285536,0.599295,-0.227788,1.63888,-1.83474,-0.255705,1.15841,0.153092,1.34902,1.05612,-0.224827,-0.721125,0.698171,-0.0092981,1.11649,1.08582,-0.841369,2.20003,-0.314736,0.809515,0.375161,-0.826137,-0.387724,0.345677,0.897596,-1.53368,8.64918,-1.32131,-0.535061,0.603833,-0.848053,-0.586028,0.180047,-0.176676,-0.0269681,-0.421604,0.46906,-1.18835,-0.434924,0.239808,-0.23987,0.330756,0.191004,-0.42019,-0.656995,0.0202095,-0.317353,0.219808,0.205172,-0.714368,0.736809,-0.46309,0.0733362,-0.133912,-0.7071,-0.497915,-0.14798,0.115363,-1.0447,-1.17196,-0.74998,0.061443,-0.579384,-0.347829,0.0844411,-0.339556,0.736075,0.0920278,1.12357,-0.529381,-0.118665,-0.783528,-0.779617,-1.22821,-0.442037,-1.19856,-1.43537,-1.35662,-0.831081,-0.814313,-0.896224,-1.86343,0.123372,-1.64896,-1.4032,-1.72531,-1.59597,-2.36475,-1.58326,-1.71021,-3.04163,0.763498,0.679174,0.484644,0.640926,0.586091,0.478902,0.584083,0.323863,0.477009,0.245349,0.629339,0.529631,0.68644,0.685598,0.773505,0.608744,0.768269,0.807736,0.795209,0.696583,0.693028,0.710173,0.865697,0.469196,0.83875,0.802691,0.848812,0.831454,0.914099,0.829666,0.846864,0.95442
209.7,0.805762,0.0635456,6,63,0,-190.275,-0.317224,0.326426,0.0280333,-0.0777007,-0.566533,-0.0832761,-0.589604,0.545124,-1.54705,0.150006,-0.448547,0.426174,0.265887,1.75152,0.289722,0.780079,-1.92228,1.02711,-0.173914,0.410697,-1.45959,0.677931,-0.260086,1.59189,-0.0924578,-0.933723,-0.273726,0.341564,0.999649,1.0728,0.570836,1.96607,0.393679,-0.710742,0.683889,-1.74346,-1.69856,-0.0221623,1.36753,-1.87325,10.5193,-1.43294,-0.507833,-0.834119,-0.357287,-0.444663,0.365195,-0.43167,-0.164365,-1.63748,-0.0296992,-0.684409,-0.365723,-1.38526,-0.220048,-0.731384,0.278172,-0.640005,-1.0986,-0.738819,-0.403409,-0.0446714,-0.00479464,-0.278428,0.482147,-0.375,-0.977047,-0.2168,-1.54001,-1.51553,-0.601686,0.155871,-1.61076,-0.987985,-0.366041,-0.695668,-0.0822285,0.343416,0.337093,-0.24657,0.522125,-0.889373,1.10485,-0.0845366,0.487318,-1.95329,-0.654813,-1.47599,0.0349541,-0.734984,-1.19358,-1.33185,-0.81652,-0.890868,-0.637789,-1.14708,-0.209933,-1.54347,-1.84904,-1.45358,-2.19212,-2.71234,-1.70854,-1.27579,-2.91584,0.72869,0.590502,0.667227,0.520546,0.41498,0.416516,0.561332,0.372355,0.708761,0.248833,0.521122,0.380526,0.875805,0.658094,0.813966,0.491262,0.675898,0.767381,0.791146,0.693497,0.709069,0.654254,0.758978,0.552291,0.823969,0.864015,0.810548,0.89954,0.937751,0.846646,0.781733,0.948624
218.798,0.976955,0.0635456,6,63,0,-188.334,-0.245113,0.217148,-0.343442,-0.180093,-0.460578,0.0618874,-0.662128,0.485069,-2.04545,-0.455308,-0.0225862,0.23328,0.177913,1.80439,1.13105,1.42538,-0.702001,1.47895,-0.868171,0.485804,-0.752546,0.90284,-0.576342,1.77131,0.0839957,-0.477914,-0.263083,0.396001,1.19026,0.959175,0.376595,2.09383,-0.584668,-0.52521,0.521567,-1.44211,-1.54489,-0.767026,1.08136,-1.91936,10.3418,-1.65431,-0.882984,-0.673084,-0.548971,-0.575829,0.213123,-0.11349,0.0292812,-1.00265,0.0552643,-1.08325,-0.42648,-1.02716,-0.224189,-0.941694,0.19708,-0.621385,-0.89395,-0.789742,-0.470041,-0.084771,-0.196863,-0.479454,0.353524,-0.945733,-0.916891,-0.409133,-1.36165,-1.41151,-1.03419,-0.137594,-1.59315,-1.19843,-0.673568,-0.595973,-0.101623,0.0294154,0.414009,0.131136,0.811113,-0.300307,0.942179,-0.371837,0.231577,-1.71282,-0.671915,-1.90049,-0.224511,-1.05205,-1.32462,-1.62531,-0.900162,-0.866981,-0.935333,-1.1602,-0.0540831,-1.74064,-1.72994,-1.38916,-1.86636,-2.48863,-1.90858,-1.27606,-2.75829,0.768246,0.662302,0.644734,0.525384,0.492647,0.397951,0.467263,0.307653,0.574518,0.28046,0.591903,0.442363,0.847202,0.661932,0.869947,0.555893,0.741168,0.789949,0.835526,0.710983,0.704117,0.718156,0.761369,0.513517,0.850768,0.849405,0.800457,0.866036,0.923341,0.87086,0.781778,0.94038
219.176,0.944871,0.0635456,6,63,0,-203.136,-0.427552,-0.184314,-0.237588,-0.49689,-0.492559,0.212795,-0.365105,0.468304,-1.3109,0.358015,1.6257,-0.50589,0.50597,1.24124,-0.319753,0.891971,-0.570527,1.87066,-0.0405387,1.3969,-0.304746,-0.775853,0.532196,0.646073,-0.503118,-1.7834,-0.240645,-0.437296,-0.331182,0.361139,-0.61,2.44036,0.235272,0.783826,0.269966,-0.911603,-0.346386,0.488181,0.747501,-2.26763,9.40094,-0.979002,-0.197445,0.396215,-0.602015,-0.128157,0.216173,-0.514846,0.0526081,-0.632285,0.51093,-0.384089,0.289069,-0.507818,-0.72844,-0.115876,-0.0625466,-0.600717,-1.20028,-0.4778,-0.569892,-0.520199,-0.195982,-0.65077,0.777722,-0.254926,0.0019637,-0.238679,-0.792012,-0.527319,-0.136488,-0.0150473,-1.42704,-0.926817,-0.408835,-0.103278,-0.412342,-0.0628455,0.142271,-0.688583,0.599991,-0.316524,0.877471,0.0879864,0.410861,-1.13019,-0.94975,-1.17697,-0.402519,-1.097,-1.69656,-1.4071,-0.772376,-1.09922,-0.874837,-1.70189,0.165323,-1.28152,-1.33726,-1.60985,-1.65486,-2.14894,-1.3947,-1.55566,-3.1428,0.716429,0.600809,0.525797,0.601649,0.515706,0.464492,0.665652,0.354346,0.578477,0.293702,0.478018,0.398706,0.755874,0.721065,0.764402,0.599293,0.749698,0.845085,0.803309,0.684035,0.750114,0.705751,0.845781,0.458763,0.782708,0.792038,0.833391,0.839547,0.89557,0.801342,0.82573,0.958624
223.815,0.788063,0.0635456,5,63,0,-196.686,0.0157829,-0.335389,-0.128535,-0.675047,-0.590165,0.139667,-0.58019,0.569831,-1.41918,-0.0391887,1.17651,-0.535817,-0.196727,0.788739,-0.119145,1.2142,-0.856917,1.14123,-0.288143,0.411089,-0.578612,-0.206629,0.242863,0.466005,-0.893035,-1.27441,-0.167024,-0.30299,-0.122573,0.0209187,-0.494428,2.06155,-0.449929,-0.0506026,0.388674,-1.11164,-0.567407,-0.127093,1.44597,-1.86391,9.63992,-1.38889,-0.602521,0.0902232,-0.885516,-0.692292,-0.130743,-0.648083,0.111697,-1.06849,0.0701199,-0.744383,-0.345939,-0.909902,-0.697934,-0.4418,-0.314646,-1.08907,-1.30639,-0.675366,-0.752843,-0.650036,-0.56827,-0.861931,0.594547,-0.836574,-0.609025,-0.358712,-1.21364,-0.903517,-0.652612,0.243766,-1.6423,-1.02815,-0.55759,-0.0947426,-0.475341,-0.200531,-0.0363735,-0.558036,0.950466,-0.391945,0.922802,0.00415498,0.213495,-1.08671,-0.509498,-1.02897,-0.153091,-0.999509,-1.21683,-1.10463,-0.54185,-0.890195,-0.81275,-1.78827,0.0785673,-1.84882,-1.76526,-1.66853,-1.9144,-2.39812,-1.82708,-1.26907,-3.24969,0.736557,0.635895,0.523668,0.616647,0.549965,0.509092,0.635998,0.278791,0.596751,0.284387,0.498961,0.446828,0.747762,0.624689,0.736715,0.538198,0.730962,0.771505,0.751126,0.632243,0.70893,0.692695,0.856715,0.480368,0.863988,0.853867,0.841379,0.871513,0.916683,0.861414,0.780583,0.962662
223.958,0.998838,0.0635456,6,127,0,-203.61,-0.255834,-0.212317,-0.0951637,-0.290553,-0.581828,0.243585,-0.654242,0.613119,-0.957566,0.158949,0.913643,0.0907955,0.345154,1.11898,0.535719,0.043273,-0.802526,1.41199,-0.343624,0.902977,-0.844427,-0.333457,-0.2874,0.2575,-1.13889,-1.23075,0.0720372,-0.821821,-0.118793,-0.408992,-1.15532,1.62083,-0.262905,0.102395,0.049899,-1.18045,-0.651129,-0.0534897,1.15931,-1.42278,10.2611,-1.24134,-0.556787,-0.09407,-0.598573,-0.442621,0.0318238,-0.325782,-0.62771,-1.14629,0.211476,-0.864925,-0.10061,-1.17198,-0.85869,-0.830453,-0.496364,-1.35252,-1.40884,-0.610074,-1.15812,-0.727076,-0.905003,-1.36259,0.339518,-0.815434,-0.591462,-0.623648,-1.378,-1.05346,-0.687037,0.0565545,-1.52657,-0.932871,-0.559659,-0.429482,-0.135471,-0.110866,0.183581,-0.284176,0.257931,-0.526468,0.899054,-0.0682387,0.297862,-1.48023,-0.700975,-1.64916,-0.471038,-1.50406,-1.56038,-1.27311,-0.978161,-0.9919,-1.27998,-2.06639,0.146171,-1.49804,-1.6278,-1.70551,-1.85941,-2.42338,-1.63546,-1.22546,-3.00769,0.717657,0.636374,0.60575,0.533816,0.527688,0.454233,0.57057,0.435872,0.628659,0.289245,0.517053,0.42608,0.814608,0.668404,0.838778,0.615629,0.818179,0.826408,0.781275,0.726743,0.729463,0.782446,0.887593,0.463522,0.817281,0.835868,0.846253,0.865228,0.918593,0.836917,0.773022,0.95292
230.39,0.850941,0.0635456,5,31,0,-207.395,-0.579927,-0.051524,0.0863732,-0.303078,-0.470029,0.108487,-0.2976,0.777053,-1.21642,0.0279082,0.898629,-0.180941,0.361201,1.37918,0.338593,1.52458,-0.0868204,1.29157,-0.504172,0.340786,-0.400462,-0.465135,-0.200541,0.590923,0.0581625,-1.05056,-0.946569,-0.24778,0.235282,0.408488,0.337317,1.39101,-0.0528763,0.127146,0.584068,-1.04119,-0.547702,0.0882376,0.422281,-1.38621,9.22681,-1.24282,-0.275914,0.400682,-0.438201,-0.016928,0.774093,-0.0344956,0.887082,-0.365064,0.706015,-0.689369,-0.0327913,-0.60878,-0.659034,-0.453431,0.161578,-0.252405,-1.11394,-1.03313,-0.490138,-0.114774,0.0198168,-0.0354872,0.783289,-0.338688,-0.198801,0.156251,-1.10666,-0.723194,-0.229035,0.0305343,-1.37476,-1.33517,-0.619783,-0.123537,-0.493925,-0.00217596,0.466849,-0.342433,1.17271,-0.205894,1.00822,-0.475608,0.0358577,-1.1561,-0.91821,-1.32483,-0.116256,-0.584829,-1.44637,-1.77877,-0.731348,-0.715297,-0.581399,-1.13395,0.0089032,-1.50832,-1.47761,-1.24763,-2.02546,-2.27149,-1.52512,-1.53503,-3.01288,0.791695,0.650169,0.530845,0.621031,0.500544,0.385362,0.584781,0.236366,0.551292,0.267329,0.61671,0.491037,0.760623,0.714677,0.789984,0.529031,0.642178,0.809439,0.855545,0.675101,0.67157,0.641389,0.756567,0.497774,0.818812,0.814212,0.776889,0.883445,0.906488,0.821291,0.822742,0.953153
224.217,0.994958,0.0635456,6,63,0,-212.509,-0.576729,0.589348,0.144775,-0.312109,-0.345669,0.485566,-0.751836,0.568674,-2.24718,-0.984453,0.624246,-1.56355,0.46781,0.0789045,-0.00362257,0.469371,-1.06523,2.05713,-1.86564,0.677475,-0.926952,-1.36968,-0.510486,0.701055,0.468996,-0.642753,-1.26519,-1.158,-0.654807,0.387436,-0.306092,1.38345,-1.34125,0.727742,0.43763,-1.14352,-0.732164,-0.251576,0.504145,-2.16261,10.315,-2.02975,-1.31167,-0.396843,-1.64099,-0.485804,-0.706965,-0.753896,-0.484916,-1.3576,0.418001,-1.81278,-0.366573,-1.27897,-1.53074,-1.04214,-0.353164,-0.48513,-1.11735,-1.47132,-1.41036,-1.12421,-0.531511,-0.925902,0.034898,-1.51457,-0.337988,-0.502967,-1.40213,-1.1682,-0.8949,-0.465142,-1.98165,-1.21488,-0.681773,-0.305364,-0.393402,0.00204568,0.355647,-0.0975757,1.0137,-0.357763,1.11725,-0.367006,0.160914,-1.34468,-0.978762,-1.75196,-0.220691,-0.798586,-1.43081,-2.08866,-0.845169,-0.823264,-0.63686,-1.56741,0.0375048,-1.80264,-1.51791,-1.36908,-1.91151,-2.54631,-1.68174,-1.45017,-3.42582,0.771161,0.664134,0.575753,0.597101,0.499489,0.412014,0.524375,0.266256,0.588499,0.246522,0.590735,0.459858,0.793259,0.726863,0.8522,0.55495,0.689672,0.807027,0.889796,0.699553,0.694929,0.654043,0.827414,0.490625,0.85847,0.820231,0.797232,0.871189,0.927325,0.843135,0.810025,0.968502
223.551,0.984818,0.0635456,7,127,0,-207.61,-0.372414,0.142555,-0.297086,-0.317747,-0.696098,-0.120418,-0.130316,0.759773,-1.62394,-0.411575,-0.334764,-0.175349,-1.01759,1.05149,0.186798,0.816513,-0.982732,0.067791,-0.795498,-1.07983,-0.255238,0.153652,-0.733922,0.620528,-0.380515,-1.1403,-1.36174,0.177571,1.00477,0.813571,0.0395051,1.19263,0.00674637,-0.145105,0.403979,-0.85034,-1.09807,0.302959,0.854012,-1.93611,9.57469,-1.36415,-0.443019,-0.38466,-0.263541,-0.903453,0.668576,0.011608,0.490048,-0.876969,-0.0788101,-0.734713,-0.950745,-0.324238,-0.0135749,-0.68793,0.341145,-0.41942,-0.996688,-1.16493,0.00459784,0.633079,0.487813,-0.100301,0.775808,-0.12519,-0.240562,0.176616,-0.776381,-0.964596,0.0998639,0.518539,-1.60132,-1.0767,-0.528062,-0.455711,-0.202935,-0.176306,0.356689,-0.0202213,1.05618,-0.217026,1.07404,-0.275009,-0.143778,-1.35445,-0.898135,-1.917,-0.289965,-0.850293,-1.42756,-2.20775,-0.853356,-0.757006,-0.622215,-1.39063,-0.315658,-1.802,-1.5169,-1.56602,-1.80064,-2.64003,-1.48314,-1.46356,-3.40979,0.745868,0.629031,0.611996,0.55056,0.543963,0.411761,0.505055,0.25804,0.554045,0.254635,0.568322,0.535883,0.794856,0.710566,0.871804,0.571988,0.700629,0.806521,0.900944,0.701271,0.680703,0.650722,0.800693,0.578266,0.858392,0.820082,0.827216,0.858227,0.933394,0.815046,0.812077,0.968009
228.314,0.998146,0.0635456,5,31,0,-206.098,-0.461373,0.350072,-0.167485,-0.239617,-0.632589,-0.323135,-0.0394323,0.761866,-1.34892,-0.660991,-0.0414663,-0.195118,-1.18226,1.28872,0.0702579,0.478623,-1.02335,0.0166457,-0.623508,-0.610587,-0.144138,0.453088,-0.0250197,0.575815,-0.819593,-1.81896,-0.291599,0.236491,1.14105,1.06788,-0.127362,2.15076,0.252335,-0.344958,0.391061,-0.801547,-1.24643,0.24026,0.602728,-1.98406,10.1572,-1.06713,-0.543019,-0.0710241,-0.188086,-0.940159,0.942399,0.0140948,0.325215,-0.819087,-0.0267505,-0.514463,-0.504618,-0.149246,0.30576,-0.058494,0.399262,-0.663853,-1.42524,-0.261592,0.140742,0.829896,0.774152,-0.136465,1.59916,0.152813,-0.302244,0.258504,-0.650104,-0.989048,0.143614,0.419766,-1.55102,-0.922023,-0.73642,-0.0380068,-0.46283,-0.181769,0.329147,-0.130948,0.509873,-0.335472,1.11851,-0.42652,0.32631,-1.31961,-0.945944,-1.19587,-0.408413,-1.07586,-1.83724,-1.22971,-1.08678,-0.881211,-0.468746,-1.59657,0.106068,-1.87222,-1.53593,-1.61265,-1.86842,-2.58542,-1.58246,-1.669,-3.26829,0.715454,0.676212,0.509501,0.613685,0.545317,0.418448,0.53269,0.375223,0.58309,0.246289,0.605042,0.419139,0.789116,0.720299,0.767789,0.600707,0.745709,0.862622,0.773768,0.747775,0.707073,0.615087,0.831538,0.473508,0.866715,0.822872,0.833778,0.866275,0.929917,0.829553,0.841442,0.963325
223.094,0.899153,0.0635456,6,127,0,-208.829,-1.00409,0.49653,0.192795,-0.0794094,-0.516691,-0.052595,0.0248013,0.537799,-2.19467,-0.387304,-0.219163,0.0214713,-0.338889,1.14022,-0.107319,0.932969,-1.13975,0.453244,-0.39572,-0.513904,-0.642181,0.533857,-0.690171,1.13731,-0.438882,-0.735524,-0.798219,0.527022,0.774935,-0.143495,-0.140069,1.65805,0.48461,-0.390141,0.380935,-1.33636,-0.732569,-0.137331,1.06089,-1.71557,9.00978,-1.15549,-0.18349,-0.0930645,0.0363486,-0.157453,0.638012,-0.0329148,0.526551,-0.588156,0.268556,-0.188017,-0.251576,-0.320563,0.311909,-0.346372,0.636446,-0.211229,-0.370763,-0.404481,0.308234,0.441561,-0.0523702,-0.0505275,0.916502,0.285425,-0.185016,0.229668,-0.693892,-0.369174,-0.0490555,0.595348,-0.897833,-1.24229,-0.546775,-0.482751,-0.182039,0.0453364,0.143136,-0.356701,0.683398,-0.398463,0.787332,-0.110167,0.010461,-1.36282,-0.585448,-1.57302,-0.10957,-0.845403,-1.00494,-1.49289,-0.569374,-0.831031,-1.15387,-1.54273,-0.391304,-1.45686,-1.70362,-1.59827,-1.9886,-2.18401,-1.7585,-1.41033,-2.81142,0.775962,0.633387,0.618397,0.545385,0.488668,0.464277,0.588242,0.335503,0.598318,0.312742,0.527514,0.497385,0.796217,0.64232,0.828214,0.527365,0.699602,0.732028,0.816511,0.638619,0.696573,0.760217,0.823861,0.596597,0.811052,0.846007,0.831776,0.879595,0.898805,0.853021,0.803818,0.94329
222.521,0.979509,0.0635456,6,63,0,-200.704,-0.215374,0.201972,-0.232469,-0.324423,-0.417501,0.14739,-0.633788,0.442769,-1.82134,-0.530971,0.623461,-1.28365,0.0244775,1.02386,0.475681,0.594853,-1.51308,1.91616,-1.51425,0.596547,-0.521744,-0.0857551,0.337337,0.918806,-0.219594,-1.38797,-0.357884,-0.48953,0.365424,0.730488,-0.290215,2.74226,-0.330223,-0.131315,-0.950999,-0.85382,-1.27991,0.286326,0.800884,-1.91816,8.78803,-1.44022,-0.868886,-0.357739,-1.20215,-0.62295,-0.180453,-0.423171,-0.370405,-1.30373,0.214631,-1.30425,-0.369655,-0.8648,-0.671758,-0.484426,-0.226969,-0.731018,-1.24834,-0.792248,-0.850537,-0.471989,-0.310351,-0.762286,0.580399,-0.780001,-0.691931,-1.05486,-1.01183,-1.20049,-0.507012,-0.279181,-1.48309,-0.923742,-0.575817,-0.275892,-0.602112,-0.0623657,0.196174,-0.0981872,0.532832,-0.563845,1.03054,-0.464847,0.238803,-1.30937,-0.809362,-1.26788,-0.432173,-1.03574,-1.55306,-1.464,-0.972183,-0.912794,-0.802797,-1.44243,0.239135,-1.47234,-1.5833,-2.00629,-1.5324,-2.33123,-1.3627,-1.37424,-2.69362,0.715804,0.640104,0.568539,0.646139,0.515586,0.451113,0.524527,0.369857,0.637342,0.262979,0.614163,0.440581,0.787408,0.691974,0.78038,0.606393,0.738027,0.825355,0.812144,0.725554,0.713572,0.690573,0.808831,0.4405,0.813413,0.829671,0.881456,0.822358,0.911431,0.796198,0.798064,0.936649
223.92,0.838279,0.0635456,6,63,0,-200.889,-0.69674,-0.389875,-0.244805,-0.659468,-0.461875,0.331763,-0.0761929,0.703201,-1.74697,0.0134174,1.07057,0.00884008,0.210706,1.13854,0.0329473,0.670377,-0.132938,1.91143,-0.275362,1.14378,-1.09228,-0.82955,-0.609727,0.613765,-0.21362,-1.21007,-0.307484,-0.885603,-0.404331,-0.150061,-0.0848829,1.06993,-0.804181,0.466957,1.05957,-1.53202,-0.398718,-0.33802,0.743675,-1.67769,10.2817,-1.30466,-0.0667578,0.676631,-0.0699766,0.0719757,0.724431,-0.0530244,0.395217,-0.169675,1.26793,-0.269827,0.728116,-0.844287,-0.659533,-0.504953,0.355407,-0.226411,-0.927116,-0.292416,-0.69895,-0.360519,-0.181716,-0.135883,0.67618,-0.641693,0.252172,0.668899,-1.15351,-0.356572,-0.313889,0.44676,-1.25594,-1.63637,-0.645621,-0.304611,-0.140537,-0.379647,0.406716,-0.59658,0.660083,-0.254227,1.09877,-0.0755774,0.329455,-1.61351,-0.920449,-1.81778,-0.149002,-1.00962,-1.71033,-1.48167,-0.942212,-0.956861,-1.0039,-1.47865,-0.122977,-1.82924,-1.49298,-0.973987,-2.31974,-2.36653,-1.85085,-1.35501,-3.35417,0.83704,0.656023,0.575569,0.535076,0.593788,0.3997,0.644873,0.340721,0.563217,0.24997,0.518885,0.418373,0.833898,0.715134,0.8603,0.537182,0.732946,0.846879,0.814825,0.719546,0.722493,0.731824,0.814369,0.530706,0.861671,0.816525,0.725913,0.910498,0.914239,0.864227,0.794948,0.966241
236.084,0.999169,0.0635456,5,31,0,-211.959,-0.650311,-0.174242,-0.0725546,-0.630728,-0.517243,0.311656,-0.254164,0.70818,-1.87975,-0.229911,0.808818,-0.541516,0.712676,0.816712,0.56923,0.521622,-0.544843,1.50718,-0.844896,0.598696,-0.675318,-0.582417,-0.203005,0.595793,-0.078883,-0.906481,-0.210145,-0.763998,-0.378484,0.141193,-0.280462,1.5998,-0.344904,0.345892,0.420123,-1.30611,-0.420165,-0.0406548,0.744829,-1.81767,11.0541,-1.58537,-0.416983,0.318625,-0.637655,0.250539,0.324215,0.148953,0.115238,-0.640011,0.813188,-0.852503,0.169821,-0.732411,-0.66662,-0.397928,0.167765,-0.310027,-0.896116,-0.402984,-0.795212,-0.522199,-0.154174,-0.452782,0.878785,-0.498418,-0.0092103,0.0433586,-1.17913,-0.551717,-0.282955,0.273309,-1.5414,-1.6244,-0.732795,-0.387925,-0.444108,0.137099,0.240978,-0.127318,0.684421,-0.402255,1.01607,-0.362401,0.115692,-1.32217,-0.747021,-1.53659,-0.125441,-0.855578,-1.44167,-1.40325,-0.855843,-0.978236,-0.803245,-1.77865,0.101818,-1.71033,-1.72581,-1.6186,-2.30729,-2.56488,-1.8263,-1.56659,-3.65341,0.835401,0.675418,0.595783,0.609238,0.465779,0.440045,0.531787,0.335275,0.599229,0.265793,0.589622,0.471109,0.789543,0.678529,0.822968,0.531319,0.701736,0.808713,0.8027,0.701791,0.726758,0.690668,0.85553,0.474568,0.846879,0.848876,0.834602,0.909479,0.928567,0.86132,0.827296,0.974751
236.199,0.996029,0.0635456,6,63,0,-223.692,-0.264206,0.0702939,0.172064,-0.387083,-0.577889,0.283144,-0.876311,0.667764,-1.12,0.00381766,1.08694,-0.44372,0.166996,0.95872,-0.0566949,0.477206,-0.868213,1.91667,-1.12532,0.516656,-0.843261,-0.504017,0.236278,0.621561,-0.357037,-1.0037,-0.374862,-0.655392,0.0615651,0.343197,0.0941731,2.09556,-0.194451,0.59019,0.505575,-0.61835,-0.424506,0.360588,1.08135,-0.924425,10.6906,-1.62421,-0.873762,-0.150491,-1.17261,-0.764797,-0.236113,-0.91417,-0.55765,-1.45607,0.403574,-1.62776,-0.531307,-1.43941,-1.21288,-0.718534,-0.461256,-1.11473,-1.54654,-1.12663,-1.31396,-0.8352,-0.647137,-0.813426,0.523025,-1.00616,-0.482204,-0.538707,-1.28922,-1.15978,-0.635523,-0.154224,-1.49361,-1.00555,-0.564338,-0.212564,-0.35916,-0.16422,0.268102,-0.560569,0.675479,-0.528175,1.35756,-0.482981,0.135535,-1.44789,-0.717332,-1.27522,-0.138415,-1.00877,-1.44058,-1.5287,-0.796326,-0.759335,-0.721885,-1.57985,0.304803,-1.71032,-1.62013,-1.68063,-1.83477,-2.62903,-1.64492,-1.49495,-3.0733,0.732148,0.637456,0.552942,0.588837,0.540963,0.433373,0.636584,0.337271,0.629057,0.204636,0.618452,0.466168,0.809674,0.672019,0.781635,0.534548,0.732778,0.808545,0.821816,0.689188,0.681209,0.673022,0.829184,0.424384,0.846878,0.834813,0.842988,0.862328,0.932707,0.838203,0.816819,0.955778
