lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0635456
# Diagonal elements of inverse mass matrix:
# 0.145699, 0.108267, 0.0945206, 0.116033, 0.0227169, 0.0162077, 0.152104, 0.0222273, 0.249991, 0.216469, 0.2632, 0.244628, 0.253136, 0.242267, 0.175677, 0.245397, 0.207544, 0.396563, 0.247815, 0.308337, 0.212626, 0.25367, 0.32488, 0.221188, 0.290259, 0.298091, 0.303064, 0.271386, 0.318137, 0.228178, 0.235646, 0.341584, 0.316089, 0.286311, 0.300574, 0.281232, 0.334527, 0.26759, 0.289435, 0.329783, 0.00650655
205.282,0.912513,0.0635456,6,63,0,-181.393,-0.436802,0.455649,-0.243431,-0.487525,-0.343405,0.311032,-0.586869,0.352185,-2.2839,-2.13703,-0.107152,-0.75068,0.184532,1.19143,-0.708254,0.0981669,-1.73276,1.99618,-1.30422,0.502509,-0.317123,0.331997,-0.0782519,1.82951,0.818264,-1.50922,-0.529002,-0.491618,0.294205,-0.260297,0.72985,3.2749,-0.274077,0.901163,0.799975,-0.627158,-0.933106,0.268855,-0.145276,-2.20039,8.27268,-1.39123,-1.3395,-0.624607,-0.851248,-0.52188,-0.167266,-0.836306,-0.552296,-1.19712,0.116156,-1.0462,-0.409893,-0.698555,-0.469945,-0.614428,0.057456,-0.298689,-1.11839,-0.773176,-0.76001,-0.483254,-0.678542,-0.329827,0.566501,-0.683395,-0.269493,-0.30513,-0.807745,-0.915496,-0.492182,-0.638033,-1.36182,-0.746739,-0.878772,-0.527415,0.0517692,-0.0309147,0.55199,-0.349328,0.600111,-0.368871,0.817133,0.0537082,0.120449,-1.1863,-0.515398,-1.57071,-0.2334,-0.8612,-1.6809,-1.63758,-0.792337,-0.778097,-1.20566,-1.1798,0.185075,-1.35359,-1.483,-1.37824,-1.52646,-2.32589,-1.48653,-1.82927,-2.83784,0.678468,0.706568,0.62888,0.487061,0.507728,0.365403,0.586455,0.354318,0.591186,0.306373,0.486576,0.469924,0.766078,0.626071,0.827885,0.558087,0.702911,0.843024,0.837205,0.688333,0.68527,0.769531,0.764911,0.453863,0.794716,0.815025,0.798708,0.821487,0.910998,0.815558,0.861675,0.944686
206.797,0.981185,0.0635456,6,63,0,-179.248,-0.491728,0.325396,-0.0865591,-0.674468,-0.350001,0.19727,-0.454189,0.364361,-2.75928,-2.0556,-0.399133,-1.10869,0.251739,0.974823,-1.27719,0.754473,-1.45445,2.55877,-0.827423,0.113101,-0.359912,0.190055,0.518845,1.63175,-0.213613,-1.77379,-0.511495,-0.472319,-0.789741,0.239132,0.328297,3.77776,-0.090295,0.605739,0.743508,-0.881974,-0.278175,0.350572,-0.141111,-2.37332,8.94243,-1.45956,-1.20317,-0.599617,-0.858153,-0.362465,-0.0990018,-0.919548,-0.179289,-0.984133,0.478127,-0.755669,-0.412979,-0.585327,-0.38494,-0.265142,0.140355,-0.532021,-1.10049,-0.640558,-0.626284,-0.74194,-0.367059,-0.334571,0.922277,-0.487089,-0.233481,-0.183284,-0.775546,-0.555545,-0.326454,-0.505604,-1.31893,-1.10797,-1.03887,-0.686099,-0.362804,-0.0476096,0.209057,-0.728492,0.570241,-0.445251,1.00703,-0.0596512,-0.0579901,-1.08716,-0.555727,-1.12478,-0.160812,-0.990325,-1.55879,-1.40655,-0.783692,-1.16691,-0.909028,-1.54472,0.0699368,-1.63374,-1.69441,-1.62085,-1.85191,-2.21714,-1.68376,-2.06358,-3.04742,0.751751,0.738631,0.665099,0.589719,0.5119,0.447925,0.674474,0.361181,0.60951,0.267562,0.514908,0.514493,0.747847,0.635463,0.754875,0.540117,0.729152,0.82618,0.803222,0.686475,0.762585,0.712801,0.824149,0.482523,0.836682,0.844803,0.834913,0.864351,0.901778,0.843401,0.887312,0.954671
215.08,0.993008,0.0635456,6,63,0,-190.356,-0.276557,0.683042,-0.167304,-0.654937,-0.16916,0.0912019,-0.614351,0.478351,-2.65518,-0.970698,0.345944,-1.05581,-0.220588,0.268328,-1.0825,0.676346,-1.20599,1.40551,-1.88851,0.508044,-1.0383,-0.560251,-1.03138,1.91149,0.130159,-1.15542,-1.44823,-0.499863,0.524994,0.263671,0.779918,2.8208,-0.17967,0.540268,0.712909,-1.27593,-0.869264,-0.347395,0.515488,-2.68866,9.95605,-1.88446,-1.07869,-0.448868,-1.1194,-0.71987,-0.485996,-1.13216,-0.29082,-1.19124,0.0579757,-1.51772,-0.371328,-1.11102,-0.882348,-1.10771,0.300013,-0.552089,-1.16705,-1.30711,-0.853461,-0.36322,-0.488224,-0.241277,0.734984,-0.700297,-0.355913,-0.27333,-1.2247,-1.03016,-0.780528,-0.367767,-1.90047,-1.2318,-0.516544,-0.00379146,-0.4014,-0.0808221,0.141485,-0.557091,0.550028,-0.448056,0.800474,-0.702737,0.287117,-1.52207,-1.13754,-1.68756,-0.014054,-0.937961,-1.55292,-1.84169,-1.10219,-0.741261,-0.918673,-1.19815,-0.053102,-1.63063,-1.42985,-1.34012,-2.11691,-2.20109,-1.80853,-1.49275,-3.10373,0.774133,0.626339,0.500948,0.599024,0.520195,0.464688,0.635779,0.365858,0.610177,0.309924,0.668794,0.42871,0.820844,0.757228,0.843903,0.503513,0.718688,0.825335,0.863149,0.75067,0.677272,0.714772,0.768196,0.513272,0.836256,0.806879,0.79251,0.892536,0.900347,0.859184,0.816491,0.957046
215.208,0.82327,0.0635456,6,63,0,-195.318,-0.740471,0.565836,-0.376638,-0.614848,-0.310129,0.0663867,-0.012439,0.4445,-2.71039,-1.32957,-0.484077,-1.4098,-0.147282,0.805967,-0.0528046,0.443214,-1.22604,2.12594,-0.87913,-0.13181,-0.765425,0.535357,0.215965,0.911599,0.174518,-0.587796,0.800104,0.434516,0.0413156,0.697899,-0.0122464,2.96721,0.118951,0.00466845,0.187728,-0.451516,-0.93703,0.0751924,1.42737,-2.12913,8.91263,-1.21721,-0.603433,-0.227611,-0.639096,-0.0779058,0.345813,-0.0359106,0.184569,-0.557414,0.932541,-0.403212,-0.0710285,-0.35267,0.225527,0.0835576,0.392766,0.0651341,-0.273714,0.343207,0.180703,0.00592582,0.297777,-0.0178825,1.30648,0.0404349,-0.0103638,0.0710061,-0.213137,-0.428949,0.020984,0.622028,-0.958835,-1.04133,-0.593513,-0.331493,-0.44425,0.173828,0.374704,-0.00228285,0.604639,-0.215585,1.37394,-0.0305579,0.216267,-1.51045,-0.747325,-1.28285,-0.587203,-0.94566,-1.28451,-0.940227,-0.780295,-1.19215,-0.895563,-1.52055,0.012445,-1.51439,-1.62684,-1.63318,-1.59727,-2.22323,-1.61208,-1.18885,-2.81239,0.739107,0.644171,0.582123,0.609271,0.456652,0.407405,0.500571,0.353283,0.553689,0.201985,0.507639,0.446143,0.819128,0.678596,0.782935,0.642723,0.720242,0.783216,0.719145,0.685744,0.767125,0.710037,0.82062,0.496889,0.819711,0.835736,0.836605,0.831637,0.902316,0.8337,0.766534,0.943342
221.057,0.829087,0.0635456,6,63,0,-198.105,-0.458533,0.0231888,-0.573611,-1.06366,-0.337776,0.24624,-0.0945676,0.506448,-2.97797,-0.904114,0.185475,-1.17211,-0.0638703,0.457437,-0.296915,0.484188,-1.71085,0.972726,-1.46903,0.042015,-1.60801,0.0266906,-0.595405,0.896062,0.248325,-1.15448,-1.0214,-0.565106,0.429253,0.781453,0.184026,2.36485,-0.588708,0.790916,0.449551,-0.489541,-1.00806,-0.465303,0.819567,-1.52633,10.4289,-1.60276,-0.552454,-0.000634159,-0.688179,-0.126915,0.137101,-0.24494,0.150648,-0.961025,0.398067,-0.838554,-0.0732892,-0.908942,-0.0810502,-0.396109,0.359241,0.031196,-0.679252,-0.611851,-0.380764,0.122826,0.301197,-0.00136801,1.10311,-0.392717,0.30599,0.133106,-0.342494,-0.605097,-0.330219,0.3205,-0.867572,-1.48241,-0.612855,-0.358918,-0.373233,-0.097879,0.271297,-0.279519,0.710897,-0.659928,0.633673,-0.329948,-0.00552175,-1.81145,-0.608206,-1.69978,-0.349602,-0.885156,-1.5956,-1.82515,-0.89501,-0.649632,-0.640037,-1.51011,-0.00446925,-1.78433,-1.50064,-1.59512,-1.72213,-2.60538,-1.98098,-1.52392,-2.93241,0.814936,0.648592,0.588778,0.59224,0.52445,0.432589,0.569428,0.329401,0.659244,0.346678,0.581747,0.50138,0.859536,0.647532,0.845506,0.586521,0.707889,0.831403,0.861183,0.709923,0.656928,0.654762,0.819078,0.501117,0.85623,0.817669,0.831335,0.848403,0.931207,0.878786,0.821115,0.949426
230.518,0.99764,0.0635456,6,127,0,-206.487,-0.172685,0.0230685,-0.451242,-0.346569,-0.467932,0.0723863,-0.435968,0.864458,-1.51968,-0.175274,0.239802,-0.882803,-0.0841067,0.538021,-0.166116,0.324952,-1.15082,0.665762,-0.786428,0.131675,0.029292,0.371646,-0.101028,0.678783,0.000674315,-0.622078,-0.399953,-0.0919694,0.394106,0.296435,0.0449788,1.16873,-0.85092,-0.0561655,-0.214666,-0.764298,-0.697686,-0.0639971,0.3369,-2.20841,8.98655,-1.74967,-0.587484,-0.228669,-1.19911,-0.508674,0.0291291,-0.579568,-0.155061,-1.43081,0.139555,-1.1158,-0.32214,-0.410646,-0.114695,-0.523302,0.150812,-0.435385,-0.973728,-0.78171,-0.515471,-0.0952796,-0.179712,-0.397085,0.574353,-1.17155,-0.48452,-0.621537,-1.09667,-1.03909,-0.49129,-0.144732,-2.34505,-1.39821,-0.486418,-0.271531,-0.846806,-0.014971,0.13104,-0.44273,0.537072,-0.828946,0.919427,-0.495211,0.22522,-1.12371,-0.576523,-1.52338,-0.293974,-0.8989,-1.43724,-1.65659,-0.959413,-0.896931,-0.946437,-1.16645,0.0920007,-2.04739,-1.39781,-1.69496,-1.68718,-2.22066,-1.4574,-1.37912,-3.61605,0.801899,0.619262,0.567469,0.699897,0.503743,0.467287,0.608909,0.368869,0.696132,0.285075,0.621333,0.443932,0.754677,0.640267,0.821036,0.572969,0.710723,0.808027,0.83978,0.723004,0.710319,0.720398,0.762503,0.477016,0.885683,0.801837,0.844875,0.843853,0.90209,0.811134,0.79885,0.973815
220.082,0.994707,0.0635456,6,63,0,-209.962,-0.404845,0.500295,-0.605814,-0.485323,-0.310065,0.074743,-0.181222,0.602994,-2.67529,-1.20107,-0.214306,-1.29769,-0.470668,0.290998,-0.56638,0.581962,-1.10442,1.416,-1.24527,0.0138634,-0.735244,-0.413297,-0.0485802,1.4202,0.2544,-0.373407,-0.0910697,0.368426,0.683155,0.509871,-0.928279,1.8427,-0.0470657,-0.673006,-0.135394,-1.74914,-2.70909,-0.650221,0.0540082,-2.19811,11.0119,-1.79441,-0.905459,-0.310448,-0.96372,-0.465033,-0.0057522,-0.522747,0.169697,-0.84718,0.672617,-0.932111,-0.172863,-0.62457,-0.430438,-0.210516,0.675152,-0.0278208,-0.406385,-0.236137,0.0409365,0.230716,0.126227,-0.740969,0.929918,-0.209603,-0.587041,-0.262864,-1.23594,-1.81479,-0.573302,-0.148656,-1.50667,-1.34015,-0.617123,-0.14426,-0.482126,0.056698,0.309921,-0.210707,0.876468,-0.227003,1.38397,-0.272746,0.384422,-1.66752,-1.28013,-1.47043,-0.190026,-0.932187,-1.31075,-1.41309,-0.796904,-0.844153,-0.952277,-1.77009,0.117756,-1.2825,-1.73831,-1.49346,-2.14655,-3.14383,-1.73279,-1.48592,-2.89497,0.792515,0.649564,0.536003,0.61825,0.485829,0.423134,0.552483,0.29391,0.556508,0.200372,0.567767,0.405061,0.841245,0.782472,0.813122,0.547364,0.717519,0.787639,0.804252,0.689312,0.699339,0.721573,0.854469,0.470595,0.782874,0.850472,0.816597,0.895346,0.958665,0.849769,0.815464,0.947597
228.703,0.996357,0.0635456,6,63,0,-204.301,-0.236248,0.678667,-0.173373,-0.731564,-0.207037,0.156928,-0.710305,0.639825,-2.31266,-0.594924,-0.167767,-0.89781,-0.074572,0.5159,-0.241408,0.415544,-1.1533,0.990103,-0.563193,0.0871221,-0.984193,0.173657,-0.0127519,0.584569,-0.200521,-0.0578311,-0.463089,-0.091335,0.365819,0.00652494,0.0117973,1.88869,0.0453807,0.165594,0.317164,-0.634586,-0.638552,0.207926,0.673275,-1.89739,8.49859,-2.19,-1.09095,-0.817646,-1.28475,-0.758018,-0.38022,-0.864764,-0.44443,-1.44822,-0.0768129,-1.07065,-0.654562,-1.34002,-0.599195,-0.718464,-0.336283,-0.838604,-0.747307,-1.0066,-0.768744,-0.476245,-0.70613,-0.702757,0.498126,-0.681269,-0.604354,-0.507376,-1.11633,-1.11887,-0.577269,-0.279527,-1.9243,-1.40098,-0.412717,-0.327994,-0.370448,-0.0309613,0.42329,-0.170702,0.620224,-0.548405,0.77686,-0.0376497,0.096235,-1.66418,-0.687292,-1.29451,-0.541741,-1.17725,-1.08595,-1.52726,-0.848927,-0.714698,-1.05403,-1.65633,-0.203557,-1.55705,-1.74651,-1.59548,-1.99077,-2.37972,-1.61789,-1.43885,-3.22473,0.80234,0.601739,0.581271,0.591567,0.50774,0.39573,0.542572,0.34973,0.633765,0.314997,0.509411,0.47596,0.840798,0.665364,0.78491,0.632217,0.764453,0.747619,0.821605,0.700342,0.671439,0.741548,0.839745,0.550714,0.825929,0.851512,0.831385,0.879824,0.915268,0.834504,0.808277,0.961754
225.267,0.800211,0.0635456,7,127,0,-210.053,-0.660773,-0.349319,-0.38126,-0.181203,-0.47653,0.390344,-0.136824,0.634682,-1.93423,0.358508,0.997813,-0.0435502,0.720806,0.763967,0.332439,0.624272,-0.76378,1.72239,-0.473828,0.417782,-1.09833,-0.724181,0.0560353,0.890116,-0.105135,-0.20908,0.030141,-0.280947,-0.172437,-0.339171,-0.853881,0.679407,-1.04325,-0.215287,-0.112859,-1.75231,-1.15141,-0.494785,0.156796,-2.22976,9.2506,-1.36445,0.0907154,0.496471,-0.164464,0.320659,0.348053,0.0741696,0.259391,-0.621581,0.956349,-0.437553,0.128335,-0.833916,-0.596448,-0.101259,0.428117,-0.203551,-0.269523,-0.117694,-0.315136,-0.246266,-0.35209,-0.678767,0.294384,-0.798956,-0.273462,-0.208453,-1.24898,-0.867602,-0.450855,-0.0373077,-1.55201,-1.54762,-0.34746,-0.404905,-0.0301536,-0.0342916,0.227365,-0.327577,0.739771,-0.54976,0.892824,-0.0300307,-0.171973,-1.6501,-0.840148,-1.52636,-0.114856,-1.08223,-1.1482,-1.41529,-0.540621,-0.836035,-1.22292,-1.45882,0.123242,-1.37081,-1.51672,-1.29815,-1.8469,-2.38407,-1.43127,-1.29093,-3.15955,0.82457,0.586001,0.599866,0.507538,0.508572,0.443402,0.58117,0.323054,0.63408,0.290527,0.507507,0.542888,0.838905,0.698496,0.821473,0.528682,0.746915,0.759182,0.8046,0.631957,0.697629,0.772577,0.811352,0.469228,0.797511,0.820055,0.785523,0.863762,0.915605,0.807098,0.784305,0.959283
227.698,0.995345,0.0635456,7,127,0,-211.714,-0.483764,-0.358302,-0.295312,-0.357177,-0.45206,0.257646,-0.249302,0.683485,-1.24527,0.302346,0.732895,-0.29469,0.88643,0.843619,0.597179,0.762025,-0.652386,1.64612,-0.525028,0.787682,-1.36888,-0.70297,0.0398684,0.723529,-0.128317,-0.152016,-0.0933545,-0.315728,-0.205556,-0.0768483,-0.907086,1.31767,-0.725567,-0.0673428,-0.473018,-2.04348,-1.10309,-0.492246,-3.72768e-05,-2.06688,8.96132,-1.10043,-0.042653,0.251621,-0.450718,0.35656,0.327299,0.158861,0.271531,-0.695198,0.875794,-0.60815,0.289067,-1.18491,-0.729771,-0.222052,0.245219,-0.337005,-0.353203,-0.313108,-0.465097,-0.389796,-0.301826,-0.869281,0.651304,-0.745216,-0.29533,-0.572602,-1.64599,-1.00325,-0.585744,-0.249327,-1.66198,-1.2707,-0.454824,-0.487312,-0.432455,0.135992,0.103658,-0.218753,0.618092,-0.623562,0.931687,-0.330705,0.120335,-1.86239,-0.976817,-1.36452,-0.173078,-0.961112,-0.97731,-1.33463,-0.694864,-0.96514,-1.03114,-1.76414,0.221441,-1.55521,-1.51695,-1.7612,-2.36805,-2.48405,-1.67067,-1.59343,-3.22917,0.780862,0.611786,0.619473,0.60646,0.466054,0.474109,0.554471,0.350216,0.651028,0.282583,0.581931,0.469952,0.865576,0.726476,0.796494,0.543162,0.723344,0.726574,0.791605,0.667048,0.72415,0.737137,0.853727,0.444865,0.825665,0.820088,0.85336,0.914359,0.923016,0.841665,0.831098,0.961917
220.214,0.97134,0.0635456,5,31,0,-204.492,-0.839717,-0.0683067,-0.236311,-0.0773858,-0.289442,0.389145,-0.187138,0.716846,-0.430242,0.103235,1.21732,-0.348736,0.65192,0.635609,0.742778,0.726714,-0.42356,2.06332,-0.461993,0.460172,-1.10604,-0.605304,0.181843,1.19418,0.0686487,-0.251355,-0.133702,-0.439185,-0.467371,-0.0811698,-0.954016,0.444157,-0.90219,-0.333314,-0.0370699,-2.17041,-1.24358,-0.715438,0.436035,-1.96068,9.21111,-0.495555,-0.113135,0.685496,-0.437129,0.280188,0.268495,0.345319,0.333804,-0.490765,1.29194,-0.518316,0.142734,-0.979998,-0.621048,-0.0567847,0.668904,-0.137928,-0.367322,-0.282982,-0.501967,-0.522171,-0.245325,-0.871021,0.131254,-0.833869,-0.426073,-0.213712,-1.74299,-1.07859,-0.699997,0.125431,-1.59265,-0.749263,-0.521727,-0.156495,-0.345944,-0.229907,0.204795,-0.0411472,0.635189,-0.589588,0.958859,-0.261184,-0.334171,-1.7668,-0.908069,-1.36549,0.048054,-1.11473,-1.34413,-1.51424,-0.777924,-1.01939,-1.06531,-1.59846,-0.0742836,-1.2828,-1.58691,-1.12923,-2.35979,-2.40538,-1.54913,-0.889653,-2.97475,0.679018,0.627552,0.539044,0.585634,0.557225,0.448979,0.510285,0.346335,0.643271,0.277107,0.564927,0.582774,0.854059,0.712605,0.79665,0.487989,0.75301,0.793168,0.819689,0.685233,0.734854,0.743704,0.831803,0.518562,0.782926,0.830181,0.755696,0.91371,0.917237,0.824789,0.708819,0.95142
226.472,0.953299,0.0635456,5,63,0,-198.186,-0.217507,-0.438416,-0.609192,-0.61036,-0.460239,0.395188,-0.46038,0.637335,-1.69244,-0.394618,0.524179,-0.482345,0.369913,0.376418,0.353305,0.501916,-0.379341,1.50391,-0.84062,1.35836,-0.524944,-0.0819538,0.390345,0.907136,0.388475,-0.880373,0.373393,-0.486361,-0.122321,0.75874,0.23039,1.41067,-1.24591,0.346448,-0.0162328,-0.808817,-0.889535,-0.57948,0.404643,-1.46102,9.28736,-1.53903,-0.711884,-0.126302,-0.767795,-0.224622,-0.220476,-0.235206,-0.140491,-0.702147,0.498116,-0.996137,0.405353,-0.794945,-0.512612,-0.2116,0.117769,-0.212791,-1.02147,-0.222403,-0.770355,-0.538339,0.0231914,-0.313545,0.438686,-1.25444,-0.239576,-0.470726,-0.975867,-1.02731,-0.829703,-0.202486,-1.39154,-1.37812,-0.797254,-0.677226,-0.282062,-0.247802,0.0189768,-0.285393,0.67948,-0.294957,0.756399,-0.246532,0.434947,-1.38533,-0.531892,-1.40827,-0.208742,-0.881717,-1.6904,-1.29593,-0.772044,-0.891858,-0.619966,-1.06342,0.295097,-1.78505,-1.45501,-1.51966,-1.54983,-2.50661,-1.77308,-1.40974,-2.9588,0.798689,0.689387,0.663119,0.570052,0.561635,0.495256,0.570868,0.336377,0.573209,0.319429,0.561323,0.392946,0.799845,0.629924,0.803493,0.551997,0.707178,0.844277,0.78515,0.683963,0.709273,0.650211,0.743344,0.426756,0.856319,0.810768,0.820488,0.824889,0.924604,0.854841,0.803725,0.950678
216.962,0.98968,0.0635456,5,31,0,-198.555,-0.437772,0.00677519,-0.475005,-0.537628,-0.337144,0.298362,-0.465764,0.624543,-1.36576,-0.255414,1.41937,-0.253709,-0.42679,0.509651,0.273785,0.729063,-0.236269,1.90015,-0.650627,0.348902,-0.0818962,-0.351689,0.337021,1.37922,0.179861,-0.282034,-0.326911,0.564311,-0.268527,0.609913,-0.794465,0.77881,-0.4449,0.873154,0.340424,-1.13438,-0.801527,0.220752,0.889816,-1.27468,9.40557,-1.31874,-0.625281,0.420692,-0.624216,-0.732312,-0.147465,-0.294774,-0.0104329,-0.613324,0.72096,-0.872108,-0.24786,-0.516911,-0.685408,-0.255279,0.395617,-0.353433,-0.641906,-0.669934,-0.113327,-0.63347,-0.0848474,-0.961941,0.0206364,-0.743623,0.0795582,-0.253155,-1.17423,-0.966351,-0.327894,0.089964,-1.26186,-1.1425,-0.629453,0.0666117,-0.201161,-0.699799,0.0951788,-0.273173,0.657464,-0.256675,0.959657,-0.255757,-0.176687,-1.24771,-0.988977,-1.43907,-0.141881,-1.15063,-1.43911,-1.76352,-0.40401,-1.18188,-0.854302,-1.87134,-0.435761,-1.48352,-1.17975,-1.38162,-1.95476,-2.41895,-1.37904,-1.15448,-2.77889,0.758139,0.652365,0.483353,0.550121,0.668143,0.476223,0.567872,0.34131,0.563819,0.276947,0.563593,0.544057,0.776903,0.728886,0.808311,0.535411,0.759627,0.808316,0.85365,0.599651,0.765286,0.701469,0.866613,0.607248,0.815104,0.764902,0.799251,0.875965,0.918261,0.798837,0.760328,0.941524
215.217,0.999642,0.0635456,6,127,0,-192.205,-0.284783,-0.131282,-0.382559,-1.28801,-0.28506,0.261526,-0.384595,0.577953,-1.27133,-0.027561,0.0938823,-0.384445,1.53428,1.06959,0.0138378,0.569079,-0.520955,1.58647,-0.580856,1.19592,-0.447639,-0.253533,-0.354694,0.178233,0.0342887,-0.84612,0.105935,-1.31793,0.295484,0.174565,1.07137,2.743,-0.408757,0.326462,0.698115,-0.126669,-0.0438285,0.462359,0.588094,-0.988022,9.08214,-1.11936,-0.400523,-0.330335,-0.606786,0.502148,0.233575,-0.376597,-0.055694,-0.685682,0.532308,-0.720302,0.306591,-0.643309,-0.531125,-0.589591,-0.281584,-0.364777,-0.873612,-0.323369,-1.1463,-0.213819,-0.283704,0.234606,1.20073,-0.620837,-0.195915,0.0188832,-0.457803,-0.409925,-0.117373,-0.0447039,-0.955625,-1.01275,-0.446446,-0.681366,-0.282225,0.477988,0.405596,-0.400728,0.475885,-0.426524,0.682479,-0.232306,0.315118,-1.14753,-0.66486,-1.48608,-0.622367,-0.934398,-1.44323,-1.14359,-1.26914,-0.554572,-0.820609,-1.27313,0.0852745,-1.976,-2.00875,-1.67407,-1.85658,-2.3862,-1.74496,-1.83572,-2.98638,0.733557,0.609794,0.664043,0.570092,0.382727,0.399969,0.598863,0.383224,0.605043,0.335708,0.557817,0.421866,0.759059,0.660351,0.81549,0.650757,0.717967,0.808955,0.758338,0.780595,0.635196,0.694366,0.781277,0.478694,0.878254,0.881713,0.842118,0.864897,0.915769,0.851316,0.862442,0.951955
218.951,0.997638,0.0635456,6,63,0,-198.996,-0.125863,0.14023,-0.279451,-0.768833,-0.39561,0.281229,-0.887591,0.607254,-1.43434,-0.18239,1.47222,-0.421463,-0.42396,0.801651,0.311122,0.816655,-0.612323,2.08824,-0.734501,0.415371,-1.13593,-0.548366,0.30541,1.45974,-0.181034,-0.736736,-0.253131,0.324064,-0.27895,0.766508,0.0815031,1.63643,0.598537,1.40224,0.718111,-0.622674,-0.101751,0.347447,1.20418,-0.978077,10.1584,-1.7586,-0.998348,0.0064185,-1.14353,-1.14504,-0.400785,-0.698661,-0.391674,-1.25943,0.3805,-1.33362,-0.635355,-1.57739,-1.22059,-0.702129,-0.00115879,-0.997525,-1.33498,-1.04131,-0.690802,-1.05698,-0.422125,-0.838098,0.10614,-0.524127,-0.0360772,-0.451515,-1.26571,-0.94938,-0.676602,-0.156349,-1.48153,-1.10057,-0.552013,0.11104,-0.264751,-0.586785,0.266294,-0.222083,0.774405,-0.389698,1.1807,-0.228026,-0.031734,-1.83804,-1.0488,-1.42546,-0.0349896,-1.26722,-1.60467,-1.65879,-0.503889,-1.1725,-0.728138,-1.72422,-0.317299,-1.28023,-1.26391,-1.5947,-2.00062,-2.40403,-1.72906,-1.43562,-3.01179,0.750367,0.634603,0.472268,0.565804,0.642627,0.433817,0.555294,0.315527,0.59621,0.234927,0.556761,0.507933,0.862716,0.740544,0.806193,0.508747,0.780267,0.832671,0.840075,0.623373,0.763596,0.674396,0.848672,0.578666,0.782489,0.779699,0.831276,0.880862,0.917134,0.849292,0.807776,0.953104
219.999,0.980376,0.0635456,6,63,0,-200.873,-0.355505,-0.00481749,-0.420233,-0.632975,-0.457158,0.313975,-0.506976,0.405547,-1.95164,-0.106476,0.693546,-0.949191,1.34597,1.27374,-0.0326467,0.0876978,-1.33024,2.49635,-1.81638,0.466597,0.0972976,-0.695273,0.304356,0.841578,0.340483,-1.36831,0.693234,-0.885581,0.43566,0.632742,0.417317,1.78806,-0.641566,0.0302201,0.319313,-1.25533,-0.396197,0.377788,1.02493,-1.63376,9.09428,-1.29846,-0.550157,-0.225711,-0.891918,0.0388793,0.00958388,-0.520216,-0.471411,-1.04645,0.505411,-1.2436,-0.317749,-0.467518,-0.788942,-0.383546,-0.165677,-0.368894,-1.06189,-0.225838,-0.866121,-0.330296,-0.25037,-0.337735,0.218165,-0.767161,-0.494721,-0.37748,-1.01607,-0.667653,-0.353766,-0.091318,-1.16954,-0.925981,-0.422313,-0.481737,-0.275362,0.307064,0.381508,-0.357425,0.477145,-0.429345,1.05317,-0.364941,0.0028567,-1.08709,-0.919803,-1.52678,-0.523144,-0.987915,-1.68091,-1.24675,-0.979508,-0.793156,-0.922363,-1.32731,-0.247753,-1.6175,-1.86817,-1.66411,-1.83091,-2.30321,-1.53555,-1.53521,-2.89246,0.716259,0.604037,0.618158,0.568409,0.423832,0.405763,0.588417,0.382926,0.605717,0.258616,0.590236,0.499286,0.747833,0.715002,0.821534,0.627883,0.728676,0.843025,0.776737,0.727011,0.688509,0.715523,0.790396,0.561623,0.83445,0.866246,0.840789,0.86187,0.909142,0.822817,0.822768,0.947473
