# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim2_model
# start_datetime = 2022-03-10 16:16:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b387e3d68bb.json
# init = 2 (Default)
# random
#   seed = 1501842373
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0109207
# Diagonal elements of inverse mass matrix:
# 0.257245, 0.11118, 0.103115, 0.109175, 0.0148362, 0.00646961, 0.340375, 0.824803, 0.536485, 0.502704, 0.418681, 0.392434, 0.38908, 0.382408, 0.392047, 0.415544, 0.378671, 0.359232, 0.435415, 0.474641, 0.415699, 0.402366, 0.407494, 0.370654, 0.409022, 0.375682, 0.449887, 0.551803, 0.389247, 0.572962, 0.490933, 0.460995, 0.451342, 0.393111, 0.423714, 0.389281, 0.49286, 0.454659, 0.511345, 0.391358, 0.00371192, 0.0101987, 0.0498172, 0.0460263, 0.0487815, 0.0519499, 0.0445284, 0.0462434, 0.0463881, 0.0556627, 0.0460361, 0.0482533, 0.0565068, 0.0492547, 0.0511997, 0.0574904, 0.0534748, 0.0454144, 0.0476253, 0.0449604, 0.0523371, 0.052166, 0.0544269, 0.0473481, 0.0508983, 0.0552612, 0.0486906, 0.049746, 0.0499745, 0.0496979, 0.0470429, 0.0552105, 0.0506035, 0.0458112, 0.0455129, 0.0585467, 0.0549833, 0.0494311, 0.0477044, 0.0426833, 0.0504711, 0.0693874, 0.0524551, 0.0494794, 0.0476019, 0.0526039, 0.054564, 0.0496837, 0.0495032, 0.0469124, 0.0451763, 0.0454237, 0.05456, 0.0423827, 0.0548356, 0.0462674, 0.049116, 0.0485069, 0.0500652, 0.05065, 0.0493564, 0.0491876, 0.0460499, 0.0495918, 0.050239, 0.0472575, 0.0521222, 0.0490146, 0.0478757, 0.0510087, 0.0530354, 0.0559947, 0.0446544, 0.0535907, 0.0494148, 0.0494669, 0.0541035, 0.0546917, 0.0473558, 0.0552662, 0.0502164, 0.0554308, 0.963264, 0.750735, 0.749038, 0.75103, 0.743548, 0.7527, 0.756841, 0.742951, 0.744714, 0.751956, 0.752053, 0.748712, 0.74612, 0.753535, 0.746794, 0.748452, 0.737881, 0.744841, 0.751459, 0.750699, 0.763789, 0.740878, 0.745369, 0.748899, 0.755164, 0.749609, 0.752089, 0.755307, 0.741153, 0.747757, 0.750237, 0.740064, 0.749481
-3698.69,0.72698,0.0109207,9,511,0,3764.92,0.815972,0.467084,0.61459,0.019925,-0.164141,0.182422,-0.0162222,0.567664,-0.383808,-0.538546,-0.289487,0.380834,0.00682109,0.500209,0.582421,-0.0264236,0.151285,0.494935,-0.270023,-0.68799,0.721921,-0.431206,-0.439756,0.226026,-0.272983,0.39511,-0.512104,-0.983985,-0.130831,-1.16351,-0.160009,-0.46656,-0.478271,0.404927,-0.221427,0.568409,-0.539606,0.985833,-0.564494,0.384325,0.0568653,0.600254,0.121226,-0.0316484,-0.334822,0.248537,-0.0865863,0.148497,-0.42596,-0.0267373,0.614631,-0.22909,0.000246956,-0.266169,0.718484,0.257237,0.0250061,-0.140464,-0.633366,-0.242717,-0.371432,0.218555,-0.522617,0.315853,-0.114887,-1.14584,-0.475753,-0.0213113,0.281556,0.24738,0.0226758,-0.824677,-0.580228,-0.222704,-0.257322,-0.658142,0.993617,-0.203078,0.286316,-0.557983,0.256156,-1.6061,0.366754,-0.0468282,0.0841236,0.401162,0.112251,0.872273,0.225881,-0.281209,-1.27266,-0.0217434,-0.139943,-0.32431,-0.567377,-0.308824,0.805301,0.201834,-0.0265481,0.794088,0.138409,0.681665,0.927699,1.04368,-0.314612,-0.0497564,-0.6005,0.503195,-0.392143,0.426498,-0.154214,0.32953,-0.0677703,-0.821047,0.244753,-0.144324,0.510411,0.900848,0.0783675,0.141968,-0.117861,-0.456214,0.0377145,1.78046,1.35362,1.57588,1.87363,1.49965,2.71144,1.90805,2.02709,2.10922,2.4603,1.24065,1.18881,2.54047,1.29244,1.27226,1.55481,1.40988,2.24047,1.05016,1.03525,1.63375,0.515371,0.89953,0.2626,0.458016,1.22189,1.19482,1.90345,0.442383,2.36912,0.467884,1.62043
-3685.29,0.4275,0.0109207,9,511,0,3764.27,0.146703,0.32631,0.124488,-0.395427,-0.0775907,0.271663,0.160583,0.474947,-0.509836,-0.275946,-0.216201,0.705412,0.226024,0.502913,0.870439,0.116172,0.0492565,0.468665,0.0681948,-0.60569,1.21248,0.026247,0.0166287,0.593102,0.425255,0.793044,0.0289121,-0.587765,0.351404,-0.631311,0.19376,-0.0868269,-0.064988,0.88023,-0.222496,0.61406,-0.206716,1.15984,-0.296774,0.604155,-0.101782,0.520216,0.19602,0.0383029,-0.0666573,0.783247,0.234609,0.393274,-0.476345,0.719118,0.732019,-0.195746,-0.117602,-0.239419,0.534542,0.231344,0.134845,0.136264,-0.443224,-0.47364,-0.156004,0.0742454,-0.755334,0.239146,0.158665,-1.08937,-0.429911,-0.112633,0.237213,-0.0558275,-0.557089,-1.21488,-0.31281,-0.320748,-0.037757,-0.974753,1.00765,-0.64861,0.170344,-0.244884,0.570939,-1.48026,0.512309,-0.0780444,0.265496,0.209145,0.153171,0.473218,0.0712664,-0.238802,-1.03165,0.180244,-0.222818,-0.246777,-0.572036,-0.236767,0.559134,0.286811,0.0571585,0.506126,0.0434313,0.695373,1.12495,0.831136,-0.32929,0.0862016,-0.388402,0.683079,-0.354499,0.476302,-0.3501,0.137881,-0.477205,-0.801132,-0.0515842,-0.0142697,0.793829,0.764019,0.126073,-0.1527,0.0372566,-0.00804026,0.0199616,0.916437,0.8218,1.10432,1.28283,0.981,2.13155,1.33241,1.31023,1.40018,1.83093,0.859568,0.677411,2.03966,0.821055,0.971721,1.11709,0.964824,1.65385,0.543775,0.550042,1.14013,0.136657,0.238574,-0.21601,-0.0459161,0.609768,0.559958,1.37314,-0.0606749,1.68727,-0.109208,0.863034
-3682.21,0.335178,0.0109207,9,511,0,3767.38,0.714388,0.0317885,0.296378,-0.0602559,-0.387024,0.117793,-0.00162113,0.571832,-0.728162,-0.341474,-0.000729091,0.267138,0.254109,0.766381,0.530095,-0.22362,0.186011,0.533406,-0.129308,-0.130481,0.859165,-0.0783847,0.317968,0.780132,-0.220433,0.475076,-0.312173,-0.80397,0.16487,-0.508032,-0.59525,-0.21434,-0.355394,0.260696,0.256081,0.765442,-0.346419,1.33431,-0.357082,0.0443211,-0.0213884,0.513774,0.277692,0.279963,-0.86579,-0.113342,-0.291919,0.0662745,-0.454232,-0.0560498,0.0447111,-0.599138,0.257605,0.038505,0.539464,0.276056,0.34856,-0.253785,-0.472787,0.0168399,-0.404112,0.633303,-0.280754,0.0819215,-0.189453,-0.903205,-0.849234,0.0486971,0.792672,0.228533,-0.125262,-0.331553,-0.236899,-0.309208,0.186944,-0.602357,1.03786,0.152302,0.240589,-0.167041,0.226284,-1.66248,0.192236,-0.484298,0.152786,0.505331,-0.186851,0.41311,0.227362,0.493315,-0.376687,-0.166706,0.302331,-0.164688,-0.322436,0.203042,0.198091,0.771829,-0.691776,0.548401,-0.296886,0.493912,0.458019,0.804992,-0.234177,0.255373,-0.851046,0.390121,-0.419929,-0.69743,-0.101236,0.823221,-0.406543,-0.28897,0.0659108,-0.0991777,0.0616623,0.483801,0.61041,-0.265648,-0.382917,-0.0334958,0.0267753,1.19735,1.10942,1.15268,1.57288,1.19636,2.45023,1.33826,1.56787,1.55952,1.95012,0.919474,0.912836,2.16224,1.08266,1.07579,1.38426,0.992715,1.84846,0.670394,0.664532,1.314,0.403714,0.395627,-0.225523,0.180725,0.787191,1.03537,1.42957,-0.0295131,2.16932,0.0977549,0.991544
-3672.87,0.24369,0.0109207,9,511,0,3748.51,0.236616,-0.0860964,-0.132731,-0.466875,-0.374341,0.108638,0.170835,0.600839,-0.785915,-0.829329,0.0746308,0.137865,0.175461,0.771183,0.652151,-0.325547,0.329687,0.550057,-0.232952,-0.272235,1.13173,0.131483,0.455807,0.704237,-0.111452,0.51256,-0.181094,-0.346573,0.178217,-0.449076,-0.381575,-0.0726242,-0.261851,0.339944,0.302802,0.782463,-0.219067,1.48669,-0.188496,0.238425,0.096892,0.475501,0.170319,-0.0426202,-0.768941,0.372964,-0.113917,0.232217,-0.71223,0.431361,-0.0501403,-0.313671,0.0898765,0.113919,0.352294,0.437759,0.180368,-0.649368,-0.641393,0.0829072,-0.455129,0.323882,-0.16532,-0.0400261,-0.311905,-0.884501,-0.652688,-0.221216,0.775216,0.0729543,-0.118387,-0.588704,-0.731724,-0.162916,0.127974,-0.794126,1.06285,-0.130804,0.379909,-0.0468183,0.494829,-1.84686,0.192787,-0.486923,0.0737924,0.129846,-0.0482495,0.535561,0.129391,0.292363,-0.666838,0.0649144,0.0389066,-0.204802,-0.223588,0.0570989,0.330907,0.711013,-0.435896,0.32984,-0.153668,0.774902,0.500493,0.441864,-0.479491,0.103443,-0.904182,0.677409,-0.49117,-0.381207,-0.0984196,0.796167,-0.24118,-0.57544,0.101041,-0.289089,0.391437,0.609743,0.300408,-0.305019,0.00284446,-0.278293,0.0226667,0.444369,-0.00642557,0.62851,0.815419,0.476964,1.76645,0.784885,0.872088,1.08526,1.35315,0.198225,0.153658,1.51713,0.328168,0.268493,0.492793,0.176936,1.01692,-0.104003,0.17642,0.392778,-0.457903,-0.322218,-0.904218,-0.593496,0.0241253,0.172303,0.551792,-0.829254,1.41566,-0.595785,0.21652
-3674.88,0.651504,0.0109207,4,31,1,3751.3,0.260188,-0.14281,-0.162911,-0.54625,-0.374629,0.110923,0.112934,0.725729,-0.733808,-0.744939,0.0740422,0.134522,0.07353,0.868573,0.629026,-0.372256,0.272557,0.491575,-0.149592,-0.212298,1.05395,0.064469,0.579489,0.811717,-0.0979461,0.516722,-0.0362724,-0.640096,0.363063,-0.471955,-0.235323,0.149007,-0.224146,0.438636,0.326387,0.792272,-0.272699,1.57799,-0.260195,0.365853,0.0899182,0.476721,0.155859,-0.0929254,-0.727346,0.417413,-0.162307,0.253961,-0.624771,0.40838,-0.0630267,-0.342891,0.0624445,0.0843578,0.325722,0.355554,0.17726,-0.665044,-0.648605,0.124473,-0.51683,0.247031,-0.148642,-0.0123124,-0.287692,-0.957511,-0.637158,-0.243085,0.811289,0.0317341,-0.12114,-0.587402,-0.707933,-0.25821,0.165342,-0.722689,1.10109,-0.0776239,0.291814,-0.0511578,0.511448,-1.87147,0.230734,-0.502506,0.0519464,0.190035,-0.0543545,0.540119,0.180179,0.272433,-0.74982,0.0138875,0.103862,-0.183328,-0.266089,0.100326,0.29131,0.730704,-0.369121,0.41178,-0.190665,0.798301,0.511186,0.439378,-0.453914,0.0961574,-0.861438,0.669333,-0.474576,-0.393011,-0.0479122,0.75834,-0.174465,-0.541418,0.151018,-0.260878,0.399845,0.537673,0.282278,-0.313949,0.0616327,-0.200632,0.0217759,0.484478,0.0482875,0.620315,0.780728,0.351567,1.86478,0.76524,0.80327,1.00605,1.27182,0.258766,0.190914,1.41316,0.252442,0.421617,0.572407,0.187379,1.01422,0.0186053,-0.0568655,0.570726,-0.466397,-0.240823,-0.73725,-0.646064,0.0533276,0.163006,0.534635,-0.901325,1.43486,-0.702807,0.332724
-3681.08,0.432132,0.0109207,9,511,0,3745.09,-0.2501,0.20656,0.0586746,-0.476121,-0.132551,0.101984,0.341699,0.729153,-0.202485,-0.223475,-0.22497,0.537961,0.164333,1.08385,0.651981,0.266248,0.438621,0.732092,-0.106374,-0.436306,1.21533,0.270619,-0.108871,0.511655,0.221691,0.998866,0.112102,-0.256722,0.380632,-0.749718,0.055507,-0.0196995,0.269254,0.46688,0.273489,1.09679,-0.112688,1.7491,-0.109746,0.417841,-0.0715955,0.525893,0.4401,-0.0993526,-0.72654,0.17839,0.037461,0.152276,-0.439747,0.0589846,0.507689,-0.157188,0.288582,-0.0978557,0.595363,0.25814,0.333865,-0.45292,-0.692949,-0.169556,-0.751599,0.26978,-0.603675,0.283789,-0.107645,-1.17326,-0.562637,0.130537,0.263521,0.144457,-0.530031,-0.974379,-0.579495,-0.472201,0.296475,-0.985254,1.13789,-0.935843,0.0275586,-0.377747,0.373859,-1.51716,0.31936,-0.207037,0.353122,0.680544,0.052918,0.545631,-0.12367,0.242991,-0.710906,0.122907,0.168574,-0.253314,-0.236355,0.158138,0.730118,0.309304,-0.454029,0.332942,0.0104183,0.0715089,0.596396,0.442918,-0.0708156,0.260458,-0.241685,0.634318,-0.287156,-0.412092,-0.20883,0.411049,-0.568471,-0.61731,0.0540704,-0.0731513,0.291031,0.375978,0.464902,-0.425662,-0.174965,-0.603135,0.0232027,0.331588,0.0947948,0.115568,0.663945,0.231322,1.6224,0.60846,0.773881,0.814128,1.12325,0.00946637,-0.178372,1.23019,0.245932,-0.183597,0.278105,0.178556,1.06294,-0.0320423,-0.109306,0.395769,-0.837079,-0.509051,-0.916668,-0.455965,-0.297564,-0.123004,0.615879,-0.867515,1.27579,-0.737297,-0.111488
