# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim1_model
# start_datetime = 2022-03-10 13:38:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b384e34e16.json
# init = 2 (Default)
# random
#   seed = 1501842373
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim1-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim1-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00898267
# Diagonal elements of inverse mass matrix:
# 0.250852, 0.193005, 0.393242, 0.280073, 0.300077, 0.231577, 0.241396, 0.233398, 0.259783, 0.270807, 0.226247, 0.229208, 0.237576, 0.263397, 0.279564, 0.42169, 0.239304, 0.242962, 0.280046, 0.24244, 0.310622, 0.241778, 0.237495, 0.252976, 0.280866, 0.251084, 0.228984, 0.228805, 0.280738, 0.250778, 0.350337, 0.247876, 0.416815, 0.239163, 0.252169, 0.00353753, 0.0109813, 0.0422782, 0.0459875, 0.0478668, 0.0530613, 0.0466571, 0.047212, 0.0534141, 0.0532682, 0.0480838, 0.0523024, 0.051026, 0.0493755, 0.0454298, 0.0463674, 0.0413385, 0.0451751, 0.0448779, 0.0435905, 0.0475008, 0.0445729, 0.0441502, 0.0480976, 0.0532814, 0.0490329, 0.0474488, 0.0438169, 0.0473527, 0.051276, 0.051377, 0.0467931, 0.045816, 0.046284, 0.0454865, 0.04965, 0.0543235, 0.0457137, 0.0426387, 0.0446668, 0.0513089, 0.0610963, 0.0444435, 0.0426068, 0.0414359, 0.0449908, 0.0437098, 0.0533709, 0.0403413, 0.0510946, 0.0432378, 0.0463114, 0.0469442, 0.0435673, 0.0414187, 0.0443224, 0.04677, 0.0472394, 0.0455308, 0.0498248, 0.0495803, 0.0500573, 0.047613, 0.0470569, 0.0471423, 0.0468063, 0.0463286, 0.0426018, 0.0425019, 0.0532123, 0.0473336, 0.0538408, 0.0510585, 0.0439852, 0.0435769, 0.0476404, 0.0452001, 0.0595362, 0.0444165, 0.0488524, 0.0405648, 0.0468799, 0.497499, 0.491535, 0.494366, 0.492795, 0.492271, 0.495837, 0.490575, 0.490793, 0.490956, 0.487034, 0.489281, 0.491793, 0.490066, 0.486264, 0.497709, 0.504187, 0.485118, 0.490787, 0.485174, 0.501701, 0.490494, 0.494987, 0.491681, 0.485917, 0.489157, 0.478901, 0.486942, 0.490591, 0.489389, 0.492298, 0.487265, 0.492838, 0.485792
-3812.39,0.223937,0.00898267,7,191,0,3899.49,-0.514694,0.1491,0.404034,-0.678741,-0.913303,-0.35072,0.0198555,0.110517,0.35639,0.349619,-0.0555415,-0.0614967,0.111905,-0.481844,-0.546831,0.944706,0.122629,-0.00982229,0.494824,0.103578,0.719853,-0.472827,-0.2848,0.532597,-0.638391,0.246763,-0.18116,0.00152909,0.601298,0.332176,0.942033,-0.182691,0.942043,-0.00752493,0.487344,0.061642,0.392758,0.0464534,0.0826073,-0.0804023,-0.43506,-0.119115,-0.0174159,-0.500273,0.603582,-0.0401886,-0.346563,0.271289,0.137593,0.62394,0.252172,0.12692,0.085523,-0.502938,-0.0213687,-0.422501,0.651717,-0.143239,-0.16244,0.479541,-1.08977,-0.157907,-0.0554627,0.320398,-0.54396,-0.121355,-0.368407,-0.0858537,-0.250561,0.224534,0.0745089,0.719773,0.0198156,0.180072,-0.37591,-0.290448,-1.03397,0.500549,0.157195,-0.150633,0.420822,-0.185848,0.811658,-0.0556676,0.452356,-0.594598,0.108726,-0.0164256,-0.334741,0.391957,0.310353,0.220859,0.334666,-0.218723,0.65226,-0.239424,0.117518,0.651051,0.427687,0.478203,-0.0929223,-0.331772,-0.107375,-0.23133,-0.567038,0.113681,0.557861,-0.472715,-0.291022,0.504835,-0.0940865,0.477149,0.68395,0.158803,-0.1005,0.147969,-0.315011,0.0163153,-1.17694,-1.4475,-0.855527,-0.489297,-0.395069,-0.14955,-0.173567,-0.543589,-0.57147,-0.387986,-0.989178,-1.09596,0.446879,-0.396836,-0.532874,0.00485933,-0.416212,0.189244,-0.981181,-0.790222,0.0226203,-1.15033,-0.249321,-0.695018,-0.490671,0.0701027,-0.162643,0.445163,-0.713764,0.419093,-0.51329,-0.0148863
-3800.82,0.225225,0.00898267,9,511,0,3870.73,-1.22012,0.276859,0.48115,-0.67387,-0.518604,-0.129862,0.282764,0.105679,0.62827,0.535181,0.153786,0.0540138,0.310464,-0.341911,-0.481303,1.19707,0.0938213,0.347033,0.536028,0.248078,0.782564,-0.0422091,-0.154627,0.645465,-0.593329,0.415188,-0.195833,0.297602,0.570217,0.478913,1.04008,-0.0382534,1.24349,-0.0539745,0.701449,-0.0155451,0.462309,0.151487,0.307194,-0.460158,0.186047,-0.0460801,0.314465,-0.630607,0.588157,-0.0124867,-0.463036,-0.156194,0.0453424,0.528966,0.537571,0.327177,0.367223,-0.541494,-0.0550038,-0.294429,0.0667488,-0.473036,0.268948,-0.231251,-0.951513,-0.595726,-0.12486,0.247174,0.199628,-0.325728,-0.780719,-0.232166,-0.560025,-0.175321,-0.892037,0.555941,-0.0873625,-0.0453847,-0.271696,0.60449,-1.31396,0.369112,-0.351644,0.0275908,0.448661,0.514988,0.641351,-0.193944,0.462593,-0.171452,-0.0118687,0.171357,0.488912,-0.331382,0.219923,0.246151,0.771647,-0.415088,0.71041,-0.70702,0.750679,0.773964,0.792036,-0.483985,0.137668,-0.745294,0.101335,0.27085,-0.0193288,-0.701938,0.887652,-0.658954,-0.552668,0.152235,-0.239282,0.817096,1.3169,0.320845,0.311908,-0.102672,-0.125018,0.015584,-1.89717,-1.72898,-1.34938,-0.937502,-1.10563,-0.610811,-0.706247,-1.06731,-1.18278,-0.890433,-1.58133,-1.68198,-0.0150536,-1.12407,-0.883216,-0.68065,-0.987359,-0.451206,-1.2687,-1.37835,-0.606337,-1.81653,-0.800727,-1.41146,-0.901394,-0.653179,-0.723153,-0.189187,-1.28181,0.0109499,-1.27606,-0.511918
-3803.98,0.684826,0.00898267,9,511,0,3878.56,-0.640439,0.272776,0.50003,-0.617342,-0.45488,-0.0826383,0.278177,0.25098,0.635915,0.54166,0.105458,0.128816,0.48768,-0.310562,-0.497923,1.24384,0.187534,0.431255,0.655264,0.187426,0.928538,-0.106663,-0.017434,0.693722,-0.57758,0.55886,-0.133891,0.269733,0.66312,0.445597,1.08467,-0.0778832,1.32611,-0.0274225,0.802975,0.00983893,0.467766,0.48158,0.0145934,-0.0540666,-0.0959998,0.135964,-0.244138,-0.666222,0.53658,0.721806,-0.4956,0.0753616,0.20275,0.402945,0.494948,0.190482,-0.437897,-0.69383,0.0311497,-0.352325,0.733673,-0.208484,-0.254885,0.767726,-0.993448,-0.445343,-0.331289,0.702103,-0.316775,-0.407102,-0.394954,0.0972044,-0.518017,0.529516,-0.217928,0.850939,0.0122935,0.194967,-0.699097,-0.142471,-1.33466,0.379481,0.167585,0.250592,0.254757,-0.36084,0.727956,0.100867,0.479162,-0.693456,0.196167,-0.220605,-0.651711,0.106529,-0.00546083,0.26416,0.26534,-0.206521,0.689138,-0.493769,0.351695,0.746582,0.331263,0.191326,-0.0459229,-0.392834,0.181762,-0.646533,-0.738958,-0.374181,0.508904,-0.525231,0.0551259,0.506513,-0.578102,0.503643,0.776718,0.232036,-0.160395,0.0610861,-0.390141,0.015227,-1.28603,-1.0982,-0.702825,-0.363372,-0.387102,-0.0260584,-0.0939462,-0.534842,-0.495553,-0.156786,-0.935227,-1.15404,0.632233,-0.441552,-0.236548,-0.00408668,-0.470043,0.2984,-0.736782,-0.670183,0.0116189,-1.2097,-0.0867098,-0.778106,-0.368432,0.0207245,-0.170116,0.453403,-0.733064,0.675235,-0.682382,0.177367
-3803.44,0.980455,0.00898267,9,511,0,3890.33,-0.635749,-0.141359,0.612262,-0.983142,-0.892805,-0.621872,-0.234885,-0.209691,0.227167,0.222989,-0.222396,-0.310147,0.00511885,-0.786561,-0.747048,0.965483,-0.179963,0.0522061,0.379625,-0.035252,0.657891,-0.508007,-0.643241,0.254562,-0.802376,0.0673724,-0.443656,-0.0302169,0.434114,0.462375,0.807642,-0.415514,1.23349,-0.41752,0.319229,-0.0351906,0.529722,0.309019,0.625259,-0.46651,0.182119,0.230694,-0.171669,-0.557565,0.700969,0.515501,-0.19919,-0.12379,0.0966272,0.566125,0.626277,0.64833,0.356739,-0.529941,0.158958,-0.188853,0.0272216,-0.336288,0.184514,0.0868982,-1.14737,-0.408967,-0.4517,0.196369,0.0980968,-0.112208,-0.724516,-0.391582,-0.731912,0.21184,-0.714309,0.452267,0.215574,-0.0296709,-0.0233462,0.429109,-1.10916,0.446896,-0.205364,-0.172809,0.271635,-0.0701995,0.484482,-0.143824,0.599732,-0.154565,-0.0160452,0.121611,0.158447,-0.564728,0.196342,0.287885,0.75292,-0.324714,0.66999,-0.425192,0.925954,0.490188,0.794818,-0.192257,0.090581,-0.437827,0.200592,0.27591,-0.532923,-0.360546,0.832847,-0.26016,-0.205096,0.00947166,-0.182581,0.677606,0.966275,0.481252,0.376082,-0.0461901,-0.381226,0.0138792,-1.62298,-1.53281,-1.25768,-0.889374,-0.838128,-0.423206,-0.406402,-0.844972,-0.955263,-0.627448,-1.39788,-1.36954,0.310799,-0.810007,-0.59842,-0.285106,-0.689631,0.0384247,-1.14956,-1.27208,-0.415433,-1.43276,-0.554508,-1.06811,-0.670762,-0.216176,-0.164821,0.155527,-1.05495,0.59727,-1.03354,-0.304399
-3806.34,0.961282,0.00898267,9,511,0,3886.3,-0.461295,-0.206569,0.468176,-1.02826,-1.15715,-0.64754,-0.189543,-0.342211,0.276105,0.278437,-0.174075,-0.330264,-0.278021,-0.797062,-0.99286,0.751382,-0.233561,-0.125607,-0.0475996,-0.113254,0.514068,-0.456763,-0.582927,0.158879,-0.994145,0.069163,-0.579915,-0.40168,0.0256655,0.0391946,0.424432,-0.586516,0.955007,-0.479567,0.0463458,0.00491949,0.463988,0.311067,-0.00670725,-0.219278,-0.111685,-0.330623,0.0261328,-0.693658,0.543301,0.021115,-0.332751,-0.0235976,-0.277666,0.33112,0.507829,0.247379,-0.0162372,-0.315577,-0.215413,0.0577216,0.389022,-0.150915,-0.33115,0.373918,-1.05785,-0.857372,-0.378237,0.695681,-0.0625485,-0.328103,-0.397941,-0.265579,-0.338698,0.482382,-0.608163,0.942181,-0.111946,-0.117778,-0.587996,0.0271889,-0.891075,0.14995,0.0200522,0.0963226,0.469342,0.183924,0.967442,-0.162112,0.831753,-0.443573,0.100338,-0.0908625,-0.426521,-0.115474,-0.322643,0.587521,0.362578,-0.520388,0.94356,-0.673213,0.424668,0.397987,0.436577,-0.0720926,-0.313721,-0.474887,0.0974127,-0.0287072,-0.361541,-0.66774,0.207954,-0.615516,-0.264347,0.350339,-0.244655,0.881838,0.985584,0.0863302,0.297902,-0.260303,-0.309736,0.020406,-1.50323,-1.61478,-1.11026,-0.67879,-0.770652,-0.183646,-0.224354,-0.623938,-0.801242,-0.732435,-1.28589,-1.43824,0.265472,-0.695709,-0.575518,-0.507327,-0.571063,0.0275657,-0.940688,-1.02002,-0.296543,-1.46268,-0.396613,-1.03544,-0.865245,-0.406143,-0.401462,-0.0681854,-1.06546,0.493495,-0.926705,-0.418878
-3822.08,0.988566,0.00898267,9,511,0,3884.22,0.194515,0.0198271,0.617131,-0.653759,-0.821319,-0.440449,-0.0322605,0.08904,0.371267,0.410119,-0.205399,-0.136145,-0.0378878,-0.522727,-0.725164,1.23023,0.101192,-0.0683514,0.705633,0.120574,0.619024,-0.181803,-0.544763,0.561346,-0.856718,0.180132,-0.169824,0.143512,0.656813,0.28785,0.767493,-0.425819,1.38068,-0.00638277,0.42578,0.0395426,0.404478,0.257737,0.0605894,-0.270295,-0.234398,-0.519061,-0.0951196,-0.673058,0.669044,-0.058111,-0.392756,0.0131775,-0.0360804,0.289527,0.536207,0.288671,-0.0448996,-0.203004,0.0214316,0.0319588,0.489295,-0.145552,-0.34914,0.302992,-1.08178,-0.740837,-0.34806,0.430099,-0.192269,-0.590576,-0.52504,-0.566999,-0.221582,0.372769,-0.653659,1.11723,-0.0255959,-0.105536,-0.39836,-0.0540629,-0.855836,0.282542,-0.0108799,-0.163518,0.483407,0.0431472,0.879134,-0.0815312,0.607779,-0.37503,0.134894,-0.0730663,-0.242147,-0.142121,-0.219603,0.280946,0.56789,-0.370778,0.974438,-0.914674,0.292949,0.424347,0.537854,-0.286202,0.0190385,-0.252172,-0.202581,0.0275637,-0.55278,-0.45212,0.330086,-0.712395,-0.4052,0.494992,-0.217661,0.715547,0.911649,0.0181869,0.255575,-0.230455,-0.191497,0.0201753,-0.500791,-0.620962,-0.26119,0.133875,0.306866,0.60258,0.580514,0.0403983,0.113116,0.159579,-0.326809,-0.534971,1.42704,0.273098,0.105418,0.888428,0.322642,0.767748,-0.00104305,-0.34436,0.772069,-0.689294,0.359704,0.0429692,0.305279,0.844046,0.464837,0.98362,-0.258781,1.58002,0.196239,0.624327
