# 0.130066, 0.131341, 0.094251, 0.529852, 0.480477, 0.495818, 0.771704, 0.558194, 0.351792, 0.842022, 0.402135, 0.486908, 0.755476, 0.875297, 0.595565, 0.529111, 0.571494, 0.296302, 0.447181, 0.490333, 0.440551, 0.408081, 0.823598, 0.486613, 0.811825, 0.321517, 0.65217, 0.506174, 0.43265, 0.343679, 0.549169, 0.552173, 0.541518, 0.436087, 0.430073, 0.0328971, 0.0260006, 0.156354, 0.168918, 0.16793, 0.143459, 0.135119, 0.234644, 0.141231, 0.308421, 0.193274, 0.164795, 0.155794, 0.156328, 0.152348, 0.154367, 0.288619, 0.213765, 0.187055, 0.204581, 0.206654, 0.150938, 0.186227, 0.128295, 0.214876, 0.171514, 0.206782, 0.197023, 0.221549, 0.18954, 0.197748, 0.167224, 0.164557, 0.168848
100.244,0.998548,0.0707006,6,63,0,-60.1922,0.259376,-0.621635,0.264422,0.744319,-0.144094,0.563605,0.408867,0.780289,-1.20798,1.25923,-1.15326,-0.325455,1.96734,0.453132,-0.0655133,0.0344353,0.344028,-1.17129,-1.05703,-0.474771,-0.753155,-0.474791,1.02769,-1.10231,1.44638,-1.09199,1.54001,-0.581748,-1.20492,-0.330323,0.113827,-0.74395,0.676197,-0.181022,0.758091,1.69024,1.05345,-0.113859,-0.0785669,-0.329941,-1.35935,0.000547092,0.224354,-0.79047,1.06379,0.202947,-1.93635,-0.642527,0.399939,-0.0193548,0.561902,1.49897,0.800417,0.0029102,1.36792,-0.0477067,-1.18927,0.624389,-1.80949,1.76465,-1.02912,0.762545,1.46533,0.56521,-0.193394,0.117786,-0.0817465,0.220894,-0.336626,-0.424821,-0.659737,-0.472606,-0.513522,-0.41531,-0.941053,-0.288667,-0.926584,-0.707693,-0.101427,-0.501817,-0.638958,-0.61253,-0.530666,-0.93135,-0.901137,-0.747175,-0.820786,-0.74718,-0.349892,-0.91311,-0.23918,-0.910382,-0.214421,-0.775462,-0.940244,-0.70898,-0.591537,-0.818352,-0.442834,-0.669501,-0.421179,4.80805,4.99018,3.82923,1.29465,5.42389,6.866,2.35731,16.6246,6.7129,0.704972,2.75487,8.26105,5.31136,9.79792,26.2934,12.5967,5.43741,22.9029,5.15507,1.54869,10.4646,0.805766,34.7853,1.8333,12.104,25.378,9.83213,4.42162,6.13689,4.97349,6.84102,3.80235,-0.165445,-0.400361,-0.21323,-0.254146,-0.155934,-0.681677,-0.0292912,-0.667208,-0.448317,0.157949,-0.242442,-0.379583,-0.353154,-0.271291,-0.671974,-0.641762,-0.487799,-0.56141,-0.487805,-0.0905163,-0.653734,0.0201955,-0.651007,0.0449543,-0.516087,-0.680868,-0.449604,-0.332161,-0.558976,-0.183458,-0.410126,-0.161804,0.541267,0.598774,0.553106,0.563197,0.538905,0.664113,0.507322,0.660878,0.610239,0.460595,0.560315,0.593772,0.587382,0.56741,0.661945,0.655152,0.619588,0.636779,0.619589,0.522614,0.657851,0.494951,0.657237,0.488763,0.626232,0.663932,0.610545,0.582285,0.636216,0.545736,0.601118,0.540363
97.6237,0.911618,0.0707006,6,63,0,-64.1647,-0.514411,0.119703,0.232359,-0.789143,0.207996,-0.830471,0.780353,-0.857977,0.181022,0.49489,-1.20691,-0.667011,-0.0274394,1.20154,0.946272,-0.0155935,0.246625,-2.24421,-1.21677,-0.878131,-0.851426,0.534709,1.09194,-0.0372978,0.445157,-0.644883,-0.0386381,0.602672,-0.411577,-1.43231,1.23392,-1.00696,-0.354962,-0.27131,-0.248058,1.52392,1.02327,0.423944,0.33527,1.43604,-0.98113,-0.231198,1.66948,-1.20736,2.14454,1.4105,-1.56023,-1.39486,-0.441418,0.0867543,-0.333502,2.16195,0.856917,1.23969,0.391615,0.90136,-1.21662,0.579796,-0.572601,1.08219,-1.5315,0.393953,0.493946,1.96574,0.5948,-0.0179095,0.283833,0.397691,0.820787,-0.0636608,0.168033,-0.0732636,0.301025,-0.0796548,0.161766,0.234696,-0.160732,-0.0352822,0.113328,0.398892,0.339578,0.11608,0.177009,-0.401758,-0.163023,-0.084338,-0.0781326,0.243948,0.373426,0.111037,0.22314,-0.0301406,0.110726,0.25974,0.0240699,-0.213106,0.406416,-0.114271,0.0372251,0.0566622,0.0620651,7.08321,6.46879,19.9529,1.68196,3.62314,25.3364,1.33438,41.1965,19.4382,0.929961,1.10143,2.92188,5.01629,3.26303,41.9373,11.0317,16.321,6.85272,11.545,1.32179,8.30788,2.55485,13.8916,0.957706,6.86913,7.60919,34.3087,8.43642,4.50682,6.13712,6.89546,10.6313,-0.578072,-0.346378,-0.587675,-0.213386,-0.594066,-0.352645,-0.279715,-0.675143,-0.549693,-0.401083,-0.115519,-0.174833,-0.398331,-0.337402,-0.916169,-0.677434,-0.598749,-0.592544,-0.270463,-0.140985,-0.403374,-0.291271,-0.544552,-0.403685,-0.254671,-0.490341,-0.727517,-0.107995,-0.628682,-0.477186,-0.457749,-0.452346,0.640624,0.585739,0.642831,0.553145,0.644297,0.587259,0.569476,0.662654,0.634064,0.598948,0.528848,0.543597,0.598287,0.583559,0.714261,0.663166,0.64537,0.643949,0.567207,0.535188,0.599498,0.572307,0.632871,0.599573,0.563326,0.620187,0.67426,0.526973,0.652191,0.617083,0.61248,0.611197
89.2538,0.990444,0.0707006,6,63,0,-65.2419,-0.210772,-0.170263,0.20643,-0.906988,-0.550427,-0.490872,0.411954,-0.520847,-0.914414,-0.112956,-2.26511,-1.55434,0.0257551,0.460511,-0.00812963,0.112495,1.19567,-1.52268,-0.136781,-2.21823,-1.07215,-0.0153614,0.222321,0.252159,-0.221046,-0.734859,-0.854717,0.189706,0.476624,-1.66035,0.71885,0.774838,0.330648,0.251899,0.191316,1.70569,0.880749,0.481903,0.166529,0.733475,-1.60539,-0.221228,0.489153,-1.26048,1.34591,0.993894,-2.12004,-0.846619,-0.0217304,-0.583176,-0.070898,2.83456,0.18486,1.27207,1.55642,0.544128,-1.08893,0.567223,-1.70526,1.44509,-1.42814,1.10443,0.728135,0.624684,0.233182,0.716738,0.621014,0.564411,0.260095,-0.357492,-0.283887,-0.271593,-0.0852228,-0.277781,-0.359025,-0.19358,-0.63785,-0.491125,-0.164946,-0.0751992,-0.171941,-0.14704,0.0765606,-0.48459,-0.198498,-0.628172,-0.391587,-0.173434,-0.124369,-0.118209,-0.215893,-0.32196,-0.346702,-0.131101,-0.0718729,-0.513009,-0.0218701,-0.0103126,-0.102007,-0.118263,-0.130769,8.41596,6.37487,10.5034,1.33877,4.53057,8.46987,1.81399,18.0132,13.2112,0.850839,2.61179,5.40084,3.29387,5.17195,66.8354,6.47863,16.879,21.6826,8.89006,2.10986,9.07275,1.22603,19.6575,1.56496,14.562,10.4541,9.54372,6.76031,10.3497,9.51292,9.0503,6.92247,-0.568264,-0.494659,-0.482365,-0.295994,-0.488553,-0.569797,-0.404352,-0.848622,-0.701896,-0.375718,-0.285971,-0.382712,-0.357812,-0.134211,-0.695362,-0.40927,-0.838943,-0.602359,-0.384205,-0.33514,-0.328981,-0.426665,-0.532731,-0.557474,-0.341873,-0.282644,-0.72378,-0.232642,-0.221084,-0.312778,-0.329035,-0.341541,0.638362,0.621203,0.618306,0.573463,0.619765,0.638716,0.599733,0.700278,0.668608,0.59284,0.571009,0.594527,0.588511,0.533502,0.667159,0.600913,0.698243,0.646196,0.594887,0.58301,0.581511,0.605077,0.63012,0.635868,0.584645,0.570194,0.673439,0.5579,0.555047,0.577563,0.581524,0.584565
89.4793,0.811203,0.0707006,6,63,0,-53.0039,-0.363691,0.0922663,0.222043,-1.09118,-0.819716,-0.896363,0.370748,-1.20812,-1.14879,0.315531,-2.49413,-1.69237,0.805495,1.21073,-0.582077,0.174638,-0.162951,-2.38071,-0.764385,-1.29348,-0.463022,-0.161647,0.916018,-0.365878,0.275286,-1.17319,-0.846759,-0.253898,0.139516,-2.10727,0.428054,1.07273,0.87251,-0.780237,0.86369,1.5638,0.984265,0.159637,-0.377414,0.931195,-1.75279,-0.226062,1.05796,-1.33224,1.67933,1.11683,-2.26355,-1.05938,0.661269,-0.647282,-0.477885,2.21028,0.397366,1.14502,0.882649,0.513669,-0.773216,0.519727,-1.51344,1.66133,-1.30742,0.730256,1.10877,0.924458,0.582582,0.557453,0.0351333,0.386656,0.146541,-0.150022,-0.0897462,-0.106765,0.174589,-0.175989,-0.162816,0.162328,-0.461539,-0.283512,0.271121,0.361101,-0.03698,0.131043,0.0560841,-0.436354,-0.0774603,-0.194943,-0.0105446,0.0563736,0.295662,0.0110256,0.153392,-0.168232,-0.095751,0.03589,0.123245,-0.37564,0.187313,0.330459,0.286001,-0.0809801,0.284043,5.58968,3.29472,11.9453,0.850938,3.82398,13.5327,1.28727,24.9457,14.34,0.514716,1.68386,9.1583,2.52616,2.9845,42.0685,7.06328,14.7434,11.388,7.91993,2.23166,7.9673,1.077,24.5076,1.3191,9.80176,14.2267,11.8664,8.47577,8.2687,4.945,6.98922,5.51809,-0.513713,-0.453437,-0.470456,-0.189102,-0.53968,-0.526507,-0.201363,-0.825229,-0.647203,-0.0925694,-0.00258988,-0.400671,-0.232647,-0.307607,-0.800044,-0.441151,-0.558633,-0.374235,-0.307317,-0.0680286,-0.352665,-0.210299,-0.531922,-0.459442,-0.327801,-0.240446,-0.739331,-0.176378,-0.0332316,-0.0776892,-0.444671,-0.0796477,0.625676,0.611456,0.615492,0.547135,0.631738,0.628668,0.550171,0.695345,0.65638,0.523126,0.500647,0.598849,0.557901,0.576301,0.689984,0.608533,0.636136,0.592482,0.57623,0.517001,0.587264,0.552382,0.629931,0.612882,0.581224,0.559824,0.676849,0.54398,0.508307,0.519413,0.609371,0.519901
84.1774,0.80993,0.0707006,6,63,0,-43.4365,-0.344314,-0.111349,0.146969,0.150567,1.28548,-0.273969,-0.242342,-1.00662,0.186829,1.05538,-0.642834,0.0820039,2.10612,1.11025,0.845081,0.547883,1.585,-1.09438,0.307545,-2.39065,-0.82635,-1.12881,0.959576,-1.20842,1.16425,0.586523,0.903606,-0.503042,-0.488225,-1.45386,-0.100416,-1.75056,0.0781716,1.19268,-0.640455,1.55365,0.952676,0.642781,0.432318,0.288596,-1.17581,-0.150177,0.0445793,-1.03685,1.28358,0.762882,-1.42456,-1.19358,-0.292383,-0.0651814,0.514258,1.61772,1.20054,0.360442,1.14517,1.08736,-1.73448,-0.177693,-1.88769,0.877122,-1.36556,0.42787,0.333294,1.87973,-0.225201,0.112441,-0.0597891,0.564274,0.261326,-0.0892204,0.0775766,-0.151614,-0.146966,-0.259291,-0.083891,0.0437597,-0.205826,-0.0992971,0.198185,0.0518236,0.0128518,-0.0308272,0.121598,-0.272189,-0.0661495,-0.4627,-0.232797,-0.277249,0.029679,-0.28895,0.05976,-0.0251483,0.0214531,-0.185281,-0.183103,-0.325022,-0.126107,-0.368627,-0.0998603,0.0639377,-0.205476,8.72342,7.13854,6.22509,1.54262,4.09833,4.93385,1.76097,16.0624,9.78087,1.21714,1.51672,3.57907,4.44399,7.71812,22.0832,14.8407,6.66609,14.0782,13.3238,0.905973,3.99229,0.782936,10.9054,1.28752,7.10835,6.4959,28.3443,3.81563,5.26336,4.46688,8.09478,6.06545,-0.433535,-0.266738,-0.495928,-0.49128,-0.603605,-0.428205,-0.300555,-0.55014,-0.443611,-0.146129,-0.292491,-0.331462,-0.375141,-0.222717,-0.616503,-0.410464,-0.807015,-0.577111,-0.621563,-0.314635,-0.633264,-0.284554,-0.369463,-0.322861,-0.529595,-0.527417,-0.669336,-0.470421,-0.712942,-0.444175,-0.280377,-0.549791,0.606717,0.566292,0.621502,0.620408,0.646481,0.605445,0.574578,0.634168,0.609119,0.536467,0.572606,0.582115,0.592701,0.55545,0.649423,0.601199,0.691473,0.640402,0.650574,0.578016,0.653229,0.570662,0.591329,0.580021,0.629389,0.628881,0.661354,0.615483,0.671051,0.609253,0.569639,0.634087
85.3524,0.958184,0.0707006,6,63,0,-45.2277,-0.715638,0.301807,0.198693,0.665191,0.942133,0.0848543,0.846973,0.357094,-1.53877,-0.245843,-1.82106,0.15845,2.41077,-0.316055,0.168291,-0.888747,1.30617,-1.4417,-0.934451,0.0888105,-0.187108,0.0767631,1.05627,-0.526247,-0.186699,-0.829581,0.874898,-0.462444,-0.761924,0.205928,0.096184,0.498435,0.900021,-0.742802,-0.640743,1.39883,0.940848,0.711045,0.0431662,0.0692774,-1.8959,-0.188766,2.14068,-1.49021,1.74522,0.911054,-1.81181,-1.07362,1.00847,0.482508,0.578154,2.00227,1.22619,1.50011,0.804497,0.973568,-0.653404,0.92211,-0.773846,1.22155,-1.69133,0.688037,1.61371,1.19685,0.368211,1.15309,0.605581,0.882619,0.0953709,0.433976,0.489003,0.318667,0.470095,0.372759,-0.0039366,0.25296,-0.0600251,0.33329,0.78081,0.239009,0.335245,0.125219,0.561335,0.0153504,0.116138,0.319453,0.26463,0.31706,0.51168,0.197245,0.264711,0.136975,0.475644,0.209923,0.150418,0.342724,0.320918,0.400843,0.480635,0.154217,0.174496,7.9075,4.21833,4.32324,0.6805,3.39134,30.3525,0.99677,20.9222,9.54473,0.736522,1.47508,10.4609,6.37761,6.97813,26.6466,12.839,16.6133,8.63424,10.123,2.19037,9.64453,1.95571,12.783,0.824927,7.73816,18.4873,12.4894,5.72737,11.9856,7.16054,9.29277,4.43069,-0.281662,-0.226635,-0.396971,-0.245543,-0.342879,-0.719575,-0.462678,-0.775663,-0.382348,0.0651725,-0.476629,-0.380393,-0.590419,-0.154303,-0.700288,-0.5995,-0.396185,-0.451008,-0.398578,-0.203958,-0.518393,-0.450927,-0.578663,-0.239994,-0.505715,-0.56522,-0.372914,-0.39472,-0.314795,-0.235003,-0.561421,-0.541142,0.569954,0.556418,0.59796,0.561079,0.58489,0.672513,0.613649,0.684745,0.594439,0.483713,0.616951,0.593968,0.643461,0.5385,0.668252,0.645542,0.597771,0.610879,0.598346,0.550813,0.626772,0.61086,0.64076,0.559712,0.623801,0.637659,0.592163,0.597418,0.578055,0.558482,0.636781,0.632078
70.4727,0.987674,0.0707006,6,63,0,-39.7798,-0.59816,0.134897,0.167399,0.0605103,1.3127,0.503441,0.174988,-0.519588,0.415828,2.49985,-1.87204,-1.27876,1.61804,2.12983,1.54205,0.0442125,-0.281107,-2.0515,-1.29577,-2.07998,-0.0486443,1.601,1.55329,-1.56835,0.49347,-0.368803,0.0589893,1.44141,-0.755981,0.4878,1.74867,-1.42635,1.15004,1.6275,0.605472,1.27145,1.12713,0.672095,0.01482,1.32504,-0.548483,0.809441,0.677761,-0.32319,2.44198,1.58281,-1.10127,-1.22853,-0.124303,-0.0832252,-0.746125,1.08375,1.03743,0.787799,0.399164,0.822614,-1.3822,0.568614,-1.52845,2.1068,-0.729547,0.740234,1.2354,1.02742,0.668232,0.33421,0.568141,0.261712,1.08765,0.145027,0.354643,0.219173,0.16419,0.0479185,0.204506,0.553371,-0.178481,-0.0791671,0.405756,0.49143,0.393036,0.142298,0.0878401,-0.208523,-0.0820141,-0.213289,0.126754,0.402903,0.394917,-0.127643,0.217504,0.0731597,0.144772,0.376189,0.00834651,0.216555,0.427623,-0.103873,0.327412,0.40734,0.236253,7.60641,3.62608,15.8782,1.92175,8.87997,7.65513,2.4773,55.9179,21.2316,1.03063,0.892906,3.09982,3.24671,1.53797,12.0973,11.4819,8.66597,5.59213,9.0128,0.750905,6.769,0.636785,38.3248,1.56698,8.21361,14.3523,11.353,7.57336,5.19735,6.76539,4.78954,12.1506,-0.453134,-0.243517,-0.378987,-0.43397,-0.550242,-0.393654,-0.0447893,-0.776641,-0.677327,-0.192404,-0.10673,-0.205124,-0.455862,-0.51032,-0.806683,-0.680174,-0.81145,-0.471406,-0.195257,-0.203243,-0.725804,-0.380656,-0.525001,-0.453388,-0.221971,-0.589814,-0.381606,-0.170537,-0.702033,-0.270748,-0.190821,-0.361907,0.611384,0.56058,0.593629,0.606821,0.634192,0.597162,0.511195,0.684956,0.663142,0.547953,0.526657,0.551102,0.612032,0.624882,0.691402,0.663778,0.692418,0.615717,0.54866,0.550637,0.673884,0.594031,0.628316,0.611445,0.555266,0.643322,0.59426,0.542531,0.668638,0.567276,0.547561,0.589502
82.9363,0.540077,0.0707006,6,63,0,-35.6597,-0.514262,0.0581741,0.163827,0.531839,-0.341324,-0.643026,0.491906,0.256756,0.357822,1.35995,-2.15369,-1.83326,1.49508,-0.715854,0.313909,0.962005,0.994564,-1.96989,-1.05758,-0.704057,0.68752,-1.69803,0.247768,-0.468043,0.670604,0.289655,0.593521,-0.122509,0.0179977,0.467994,2.2597,0.238037,0.558869,-0.487645,0.022659,1.40097,1.10371,0.731002,0.388583,0.978184,-1.31653,-0.394961,1.5881,-0.899008,0.230935,1.09713,-1.3488,-0.438817,0.832353,0.734112,0.257502,2.5044,1.4011,0.858753,1.87648,0.955949,-0.669047,1.36331,-0.648416,1.15287,-0.946909,0.906668,1.20756,1.37047,-0.154841,0.976125,0.743307,0.916158,0.409701,0.145304,0.00225615,-0.0471707,0.138762,0.100238,0.116795,0.28097,-0.294658,-0.242163,0.303108,-0.0591018,0.109601,0.215776,0.22111,-0.264546,-0.115085,-0.0571692,0.170808,-0.220008,0.0987652,-0.0185038,0.168037,0.105627,0.155409,0.0381038,0.0611227,0.134844,0.428373,0.0971709,0.149732,-0.0217151,0.0618863,9.09559,6.233,11.9485,0.949232,2.62492,23.4244,1.5049,5.23758,13.6248,0.916017,2.50088,10.1721,9.12686,5.39343,64.4001,19.0561,10.4729,32.2034,11.6589,1.93971,18.2776,1.98438,14.4894,1.4274,11.0417,15.3909,18.4226,3.42148,11.9214,9.21996,11.1579,6.37998,-0.368958,-0.512005,-0.561432,-0.3755,-0.414024,-0.397467,-0.233292,-0.80892,-0.756424,-0.211154,-0.573363,-0.404661,-0.298485,-0.293151,-0.778807,-0.629346,-0.571431,-0.343453,-0.734269,-0.415496,-0.532765,-0.346224,-0.408634,-0.358853,-0.476158,-0.453139,-0.379417,-0.0858888,-0.417091,-0.36453,-0.535977,-0.452375,0.591207,0.625276,0.636784,0.592787,0.602052,0.598079,0.55806,0.691879,0.680577,0.552593,0.639539,0.599807,0.574072,0.572767,0.685423,0.652341,0.639093,0.585029,0.675741,0.602405,0.630128,0.585702,0.60076,0.588763,0.61684,0.611385,0.593733,0.521459,0.602787,0.590136,0.630876,0.611204
91.7898,0.999493,0.0707006,6,63,0,-45.756,-0.212683,-0.284856,0.148033,0.561451,0.417381,0.12085,0.632505,0.135608,-0.973135,0.410238,-0.893428,0.733879,-0.0130488,2.04,0.668393,-0.958041,0.247249,-0.987242,0.597093,0.523922,-1.41716,1.79548,1.13579,0.372308,1.01879,-0.0640559,1.29821,0.705266,-0.888286,-1.27056,0.515433,-0.25119,0.485665,1.06039,-0.456897,1.71111,1.03978,-0.068669,0.0101261,0.469411,-1.09825,0.119168,0.664676,-1.35459,1.09712,0.523255,-1.8058,-1.4019,-0.540588,-0.46443,0.31347,1.37223,0.483692,0.0354927,0.0439542,0.488191,-1.32323,-0.153849,-1.69997,1.08801,-1.2777,0.493023,0.489198,1.3654,0.511348,-0.0859003,-0.630142,-0.263918,0.0991573,-0.201743,-0.22307,-0.266967,-0.191225,-0.264782,-0.428913,-0.224128,-0.417113,-0.176218,-0.286788,0.0171316,-0.185912,-0.426678,-0.248255,-0.431001,-0.196467,-0.207299,-0.494643,-0.0190653,-0.116722,-0.229742,-0.134042,-0.294339,-0.0926781,-0.180454,-0.416352,-0.472942,-0.208555,-0.322041,-0.212962,-0.127883,-0.352492,5.15369,5.59371,9.01776,1.76681,6.26527,11.0478,1.35343,17.3203,9.53702,0.846609,1.28847,3.15511,3.41511,7.66797,23.0559,9.15267,5.74321,5.79396,9.19558,1.39829,4.71687,0.945086,17.1569,1.46608,9.2419,9.20522,22.893,9.41968,5.06218,2.87458,4.20678,6.13626,-0.414426,-0.435753,-0.47965,-0.403908,-0.477465,-0.641596,-0.436811,-0.629797,-0.388901,-0.499471,-0.195552,-0.398595,-0.639362,-0.460939,-0.643684,-0.40915,-0.419982,-0.707326,-0.231748,-0.329405,-0.442426,-0.346725,-0.507022,-0.305361,-0.393137,-0.629035,-0.685625,-0.421238,-0.534724,-0.425645,-0.340566,-0.565176,0.602149,0.607247,0.617665,0.599626,0.617149,0.655114,0.607499,0.652443,0.596018,0.622335,0.548733,0.59835,0.654609,0.613237,0.655586,0.600884,0.603479,0.66981,0.557679,0.581615,0.608837,0.585823,0.624108,0.575753,0.597038,0.652271,0.664993,0.60378,0.630584,0.604833,0.584328,0.637649
88.7391,0.98964,0.0707006,6,63,0,-51.6736,-0.668717,0.288636,0.169093,-0.181484,-0.214619,-0.435017,0.591791,-0.0710917,-0.0372862,1.01814,-1.30669,-1.71185,1.29277,-0.108146,0.288474,1.12246,1.05909,-2.2035,-1.47347,-2.45049,0.0848876,-2.44035,0.674062,-1.05608,0.791806,-0.586354,0.322544,-0.57821,-0.3448,-0.371746,1.25753,-0.479438,0.114786,-0.83417,0.112597,1.77788,1.12707,-0.109614,-0.231202,0.324311,-1.21667,-0.66857,0.998656,-0.699286,1.18478,0.740798,-1.38496,-1.40901,0.188052,0.305409,-0.993566,1.93446,0.364032,0.344002,1.09235,0.498257,-1.52126,0.646361,-0.829355,0.814845,-1.23199,0.474171,0.886585,0.980898,-0.934433,0.256232,0.478452,0.617578,0.065299,0.257948,0.252345,0.215077,0.388704,0.276615,0.282331,0.460796,0.0676838,-0.000826831,0.507235,0.270349,0.337415,0.478437,0.467722,-0.0839609,0.0394815,-0.125725,0.30299,-0.124011,0.402615,0.11006,0.422525,0.189487,0.343176,0.190864,0.230333,0.225776,0.501276,0.207566,0.308046,0.147583,0.307675,5.2296,4.55988,8.5284,1.50171,2.78529,18.2368,2.69051,22.4934,13.6374,1.24226,1.20903,7.31428,8.34863,1.93103,52.3612,8.91888,8.71979,20.268,10.3756,1.06535,12.2604,2.32364,14.8243,1.47599,10.0977,16.0728,17.8754,2.06412,7.89849,10.1465,11.8691,6.36921,-0.410769,-0.416372,-0.45364,-0.280013,-0.392102,-0.386386,-0.207921,-0.601033,-0.669544,-0.161482,-0.398368,-0.331302,-0.19028,-0.200995,-0.752678,-0.629236,-0.794442,-0.365727,-0.792728,-0.266102,-0.558657,-0.246192,-0.47923,-0.325541,-0.477853,-0.438384,-0.442941,-0.167441,-0.461151,-0.360672,-0.521134,-0.361042,0.601272,0.602615,0.611504,0.569549,0.596789,0.595412,0.551794,0.645893,0.661401,0.540283,0.598295,0.582076,0.547427,0.55008,0.679762,0.652316,0.688784,0.590426,0.688417,0.566136,0.636142,0.561239,0.617566,0.580674,0.617241,0.607874,0.60896,0.541763,0.613287,0.589203,0.627413,0.589293
91.0371,0.995848,0.0707006,6,63,0,-59.3096,-0.783319,0.354586,0.152043,-0.0919648,0.16522,0.0199992,0.179199,0.562231,-0.254555,2.12826,-1.56864,-1.44702,0.193546,-0.199419,-0.0402471,0.0592519,0.0666313,-2.10026,-1.56269,-1.69318,-0.399383,-1.56279,0.845389,-0.848428,0.502745,-0.550823,-0.593519,-0.691229,-0.860506,-0.647527,1.39853,0.520561,-0.137062,-0.62917,0.686484,1.68858,1.31186,0.297527,0.042185,0.686824,-1.11039,-0.85182,1.03918,-0.963229,1.60677,0.471057,-2.03787,-1.20197,0.258615,0.0585826,-0.96583,1.92728,0.538744,0.155885,0.713456,0.859724,-1.19445,0.816311,-0.894266,0.7616,-1.22965,0.631734,0.686053,1.05368,-0.671114,0.577114,0.540606,0.267452,0.169545,0.340603,0.379707,0.357627,0.381832,0.44007,0.315883,0.678175,0.116085,0.134576,0.384013,0.324266,0.348467,0.363595,0.364717,0.0352557,0.116989,0.0971497,0.293863,0.116974,0.483122,0.225588,0.431025,0.270837,0.264345,0.249489,0.223752,0.256134,0.567224,0.433734,0.333747,0.258925,0.458961,7.99565,5.71974,13.3245,1.261,1.77023,21.1544,1.52952,44.5428,10.0397,0.373506,1.11825,7.59773,5.84411,1.52431,67.8233,10.9719,6.6398,13.7982,16.7169,1.12933,15.7915,1.67435,14.6978,1.07837,12.3955,13.311,21.5606,2.2438,11.5384,10.9988,7.68633,6.75986,-0.442715,-0.403612,-0.425692,-0.401487,-0.343249,-0.467436,-0.105144,-0.667234,-0.648743,-0.399305,-0.459053,-0.434852,-0.419724,-0.418602,-0.748063,-0.66633,-0.686169,-0.489456,-0.666345,-0.300197,-0.557731,-0.352294,-0.512482,-0.518973,-0.53383,-0.559567,-0.527185,-0.216095,-0.349585,-0.449572,-0.524394,-0.324357,0.608906,0.599555,0.604844,0.599045,0.58498,0.614777,0.526262,0.660884,0.656727,0.598521,0.61279,0.607032,0.603417,0.603149,0.678757,0.660681,0.665114,0.619978,0.660684,0.574491,0.635927,0.587174,0.625388,0.626908,0.630376,0.636352,0.628826,0.553814,0.586517,0.610537,0.628175,0.580386
84.0709,0.992104,0.0707006,6,63,0,-55.9989,-0.410751,0.0756446,0.256488,-0.0576937,-1.12259,0.320887,1.6635,-0.86426,-0.947348,0.0642704,-2.38447,-0.264982,1.74629,0.94252,1.4884,0.257691,-0.592447,-3.18164,-0.492288,0.075293,0.113728,-0.459289,2.88303,-0.6782,2.05224,-1.9291,1.75938,-1.30731,-0.452512,-1.54464,-0.429746,-0.625791,0.460061,-0.264081,0.12187,1.60557,1.16339,0.40309,0.342483,0.284074,-1.16648,0.275656,0.845602,-1.21573,0.959741,1.29388,-1.00878,-0.929915,-0.202018,-1.01447,0.248321,1.76113,1.15888,0.756563,0.707047,0.115256,-0.611183,0.13162,-1.02993,1.47275,-0.902986,0.518735,0.930387,1.21305,0.515356,-0.107763,-0.122855,0.510263,0.225843,0.0608469,-0.212285,0.157948,0.502313,-0.146027,-0.167338,0.0921291,-0.535942,0.00768001,0.523546,0.317389,0.457399,0.141739,-0.0763107,-0.740406,-0.050621,0.0949563,0.104814,-0.0421573,0.815105,-0.0983052,0.602019,-0.419145,0.526902,-0.259665,-0.040419,-0.320536,-0.0345799,-0.084863,0.193644,0.00791109,0.106903,7.96074,7.41876,6.93139,1.28211,6.86384,13.3209,1.21071,15.2126,22.4404,1.54028,1.68829,3.9375,1.53013,6.64899,38.6461,19.1786,12.0101,11.3378,5.6954,2.44618,5.80487,1.50285,27.6315,1.74202,9.10717,14.7019,20.4263,9.07144,4.39383,4.31736,9.01785,6.47737,-0.349904,-0.623036,-0.252803,0.0915619,-0.556778,-0.578089,-0.318622,-0.946693,-0.403071,0.112795,-0.0933618,0.0466486,-0.269012,-0.487062,-1.15116,-0.461372,-0.315795,-0.305936,-0.452908,0.404354,-0.509056,0.191268,-0.829896,0.116152,-0.670416,-0.45117,-0.731287,-0.445331,-0.495614,-0.217106,-0.40284,-0.303848,0.586594,0.650909,0.562866,0.477126,0.635707,0.640628,0.578988,0.72045,0.599425,0.471831,0.523324,0.48834,0.56685,0.619414,0.759722,0.61334,0.578299,0.575893,0.61133,0.400267,0.624585,0.452328,0.696333,0.470995,0.661596,0.610917,0.675088,0.609529,0.621428,0.554064,0.59937,0.575383
