# 0.174131, 0.132317, 0.0936473, 0.0939228, 0.0303716, 0.00926545, 0.210269, 0.0194666, 0.322383, 0.267631, 0.294636, 0.290286, 0.283243, 0.31745, 0.308837, 0.312716, 0.281676, 0.280738, 0.272511, 0.312666, 0.276341, 0.275543, 0.358982, 0.301824, 0.271129, 0.284102, 0.270291, 0.307404, 0.274869, 0.290156, 0.241241, 0.309651, 0.225593, 0.232922, 0.313571, 0.327209, 0.279314, 0.257407, 0.250002, 0.233051, 0.16714, 0.00570606, 0.175933, 0.176364, 0.175711, 0.175057, 0.17607, 0.176154, 0.176231, 0.175483, 0.175105, 0.175421, 0.174649, 0.176243, 0.175837, 0.175418, 0.17615, 0.175962, 0.175354, 0.175368, 0.176673, 0.175834, 0.176051, 0.175771, 0.176311, 0.175632, 0.176052, 0.176117, 0.175219, 0.175924, 0.175326, 0.175624, 0.175226, 0.176434, 0.175728, 0.17602, 0.176169, 0.176487, 0.176006, 0.174378, 0.175346, 0.175559, 0.176239, 0.175059, 0.176277, 0.176108, 0.175694, 0.175508, 0.175087, 0.175181, 0.176196, 0.176439, 0.176361, 0.175161, 0.176528, 0.175493, 0.175011, 0.175725, 0.176197, 0.175596, 0.175528, 0.176012, 0.175613, 0.175446, 0.175796, 0.175898, 0.175299, 0.175689, 0.174725, 0.176258, 0.176142, 0.176214, 0.176459, 0.175512, 0.175793, 0.175236, 0.175772, 0.176356, 0.175979, 0.175068, 0.175703, 0.175261, 0.169239, 0.0871576, 0.169586, 0.169018, 0.169219, 0.169029, 0.169062, 0.169343, 0.169133, 0.169103, 0.169044, 0.168936, 7.88746e-05
7003.67,0.989716,0.00448148,6,63,0,-6933.24,-0.334498,0.496649,0.0559772,-0.183548,-0.13154,0.179713,0.475311,0.671524,-0.409799,-0.421959,0.00517388,0.739253,0.349453,1.5501,0.955482,0.468455,0.488857,0.577178,-0.146991,-0.40968,2.11311,0.135672,0.320394,0.968095,0.491497,1.52166,0.202221,-0.143854,0.663584,-0.658196,0.125736,-0.0613781,-0.0494854,0.573587,0.352347,0.809028,-0.235571,1.70578,-0.16202,0.428718,-0.160774,0.574613,0.0318788,-0.325421,-1.06175,0.314089,-0.441322,0.0147162,-0.839754,0.192329,-0.201953,-0.636439,-0.290699,-0.498034,0.330317,0.638671,0.220644,-0.424777,-0.770762,-0.473781,-0.678719,0.169774,-0.815718,-0.0207117,-0.57595,-1.27041,-0.840752,-0.775353,0.87793,-0.374034,-0.580527,-1.53315,-0.784153,-0.881478,-0.521526,-1.03743,1.28773,0.0997681,0.0945437,-0.230468,0.166333,-1.70712,0.075352,-0.364636,-0.167952,0.265697,0.0583991,0.662888,0.00116469,0.0488663,-0.898586,-0.263852,0.168867,-0.388552,-0.719991,-0.0638054,0.487256,0.807636,-0.676282,0.533337,-0.651291,0.118263,1.01032,0.780243,-0.48199,-0.300311,-0.88857,-0.219608,-0.257791,-0.47394,-0.876573,0.501815,-0.954498,-0.697794,-0.390881,-0.852456,0.444017,0.697446,0.577267,-0.218952,-0.386219,-0.67476,-0.346699,0.022473,-0.353545,-0.35113,-0.343494,-0.353743,-0.337153,-0.343153,-0.302971,-0.367566,-0.344624,-0.307477,0.204252,0.565144,0.271447,0.738954,1.08931,0.713089,2.58149,1.12869,1.27976,1.28695,1.39135,0.254159,0.275868,2.21043,0.174039,0.3777,0.714206,0.41982,1.65649,0.0555158,0.159973,0.71267,-0.689498,-0.137233,-0.651257,-0.462511,0.018362,0.435587,0.854754,-0.592145,1.67362,-0.454284,0.275793
6998.52,0.978603,0.00448148,6,63,0,-6933.11,-0.333924,0.487302,0.0711115,-0.210224,-0.124411,0.174944,0.556559,0.67439,-0.379095,-0.40099,0.021148,0.746805,0.343462,1.52145,0.946128,0.512827,0.520168,0.648346,-0.141075,-0.410071,2.08214,0.114406,0.277195,0.929576,0.514385,1.48141,0.18238,-0.145354,0.667364,-0.663353,0.148549,-0.0347209,-0.0197831,0.596322,0.384074,0.847999,-0.25138,1.70422,-0.142646,0.4627,-0.143375,0.586692,0.0418864,-0.377032,-1.07196,0.359227,-0.449305,-0.0069525,-0.813358,0.262438,-0.165434,-0.603804,-0.247769,-0.439779,0.34772,0.575984,0.245282,-0.376586,-0.778491,-0.390597,-0.666457,0.174957,-0.815597,-0.108251,-0.611146,-1.21794,-0.865134,-0.74171,0.825945,-0.402404,-0.612178,-1.50455,-0.74833,-0.893492,-0.546419,-1.07933,1.34857,0.00761275,0.0809716,-0.227404,0.0503099,-1.67348,0.0449593,-0.406367,-0.131925,0.305177,0.0559577,0.71201,-0.00373471,0.0745193,-0.894806,-0.352864,0.162025,-0.402361,-0.742816,-0.133824,0.509316,0.771427,-0.702773,0.527974,-0.6354,0.185164,1.06436,0.814849,-0.484208,-0.302173,-0.883043,-0.199866,-0.31004,-0.445292,-0.861595,0.481089,-1.05987,-0.654799,-0.457917,-0.914059,0.42692,0.744335,0.549191,-0.308322,-0.392932,-0.710496,-0.332422,0.021895,-0.33842,-0.330965,-0.337282,-0.322638,-0.329508,-0.341111,-0.292538,-0.358934,-0.340692,-0.290774,0.204424,0.557935,0.264791,0.730086,1.0779,0.692375,2.51684,1.10996,1.29012,1.28993,1.43332,0.243319,0.253249,2.18473,0.161248,0.34692,0.695032,0.452176,1.61949,0.0492091,0.157532,0.724344,-0.682404,-0.149377,-0.641838,-0.459633,0.0170092,0.428506,0.85695,-0.632866,1.63454,-0.463308,0.273825
6997.24,0.997685,0.00448148,6,63,0,-6931.79,-0.298456,0.417158,0.0613824,-0.247617,-0.124464,0.178507,0.435643,0.664587,-0.330325,-0.375023,0.0784384,0.819817,0.389102,1.5831,1.00147,0.556276,0.563353,0.701016,-0.0868558,-0.374238,2.0412,0.107577,0.28847,0.914748,0.482576,1.45426,0.158011,-0.161129,0.638429,-0.675476,0.168584,-0.0133133,-0.0151933,0.613755,0.382123,0.84565,-0.232341,1.69821,-0.151946,0.472918,-0.141908,0.585007,0.0368242,-0.377124,-1.07306,0.362729,-0.467738,-0.0173675,-0.818372,0.249151,-0.160763,-0.595497,-0.246176,-0.427303,0.344277,0.57613,0.232089,-0.384212,-0.777892,-0.392544,-0.659916,0.178887,-0.82707,-0.0996235,-0.614286,-1.20787,-0.868034,-0.737937,0.825325,-0.398211,-0.608984,-1.49719,-0.76367,-0.899338,-0.537342,-1.08164,1.34601,0.00944384,0.0807732,-0.238234,0.0457608,-1.6746,0.0284197,-0.397037,-0.127394,0.324129,0.0561545,0.717892,-0.0317037,0.0676734,-0.901673,-0.348878,0.158859,-0.397723,-0.741954,-0.130779,0.494533,0.759594,-0.695791,0.525437,-0.639448,0.178516,1.07607,0.819128,-0.482301,-0.315269,-0.881093,-0.221548,-0.299071,-0.435677,-0.869054,0.492781,-1.04794,-0.656632,-0.458819,-0.907678,0.423697,0.747073,0.541286,-0.316233,-0.373125,-0.72384,-0.336109,0.0198369,-0.346851,-0.341594,-0.354347,-0.346228,-0.342705,-0.357378,-0.309576,-0.371869,-0.342235,-0.315406,0.204652,0.582832,0.26328,0.763405,1.11632,0.706913,2.55814,1.13063,1.30614,1.30917,1.46205,0.266451,0.26509,2.17667,0.187267,0.394541,0.709443,0.449681,1.62522,0.0541238,0.178204,0.728262,-0.661706,-0.127672,-0.618894,-0.453434,0.0325036,0.438837,0.866867,-0.608705,1.63727,-0.46746,0.289248
7014.13,0.895815,0.00448148,6,63,0,-6944.48,-0.452346,0.394071,0.142186,-0.0783704,-0.178188,0.250541,0.399867,0.56981,-0.475631,-0.399412,0.0609849,0.9257,0.510636,1.46828,1.19402,0.487572,0.496509,0.618444,0.0121035,-0.360767,2.02921,0.106156,0.214529,1.03476,0.507094,1.4077,0.220075,-0.268471,0.623104,-0.667299,0.0587467,0.0233591,-0.0373081,0.637915,0.149368,0.62107,-0.310336,1.54936,-0.210193,0.351852,-0.392687,0.635869,0.0249644,-0.311155,-1.09285,0.32215,-0.4455,-0.0195809,-0.852639,0.200849,-0.15266,-0.613308,-0.284017,-0.494169,0.342255,0.587486,0.248879,-0.404477,-0.794171,-0.467369,-0.70434,0.157289,-0.798693,-0.0773143,-0.650796,-1.20923,-0.887752,-0.735396,0.840866,-0.402748,-0.629749,-1.52583,-0.754628,-0.904437,-0.536929,-1.08697,1.33416,0.0393418,0.0488402,-0.253531,0.0906507,-1.69752,0.0337615,-0.404885,-0.145456,0.281333,0.0407556,0.717824,-0.0169887,0.0483524,-0.91054,-0.375742,0.168766,-0.371941,-0.731788,-0.144188,0.526735,0.783498,-0.652628,0.516242,-0.677259,0.133146,1.04784,0.758834,-0.489886,-0.338885,-0.903199,-0.207013,-0.320086,-0.46796,-0.840672,0.475013,-1.04882,-0.708698,-0.446,-0.870667,0.42369,0.736353,0.512518,-0.308463,-0.447643,-0.690453,-0.370522,0.0160622,-0.369206,-0.363945,-0.367702,-0.363697,-0.359417,-0.378836,-0.336278,-0.386525,-0.364101,-0.333981,0.202843,0.588416,0.27616,0.798345,1.12197,0.732395,2.61589,1.15071,1.32286,1.32099,1.4647,0.28468,0.311256,2.24236,0.239454,0.380577,0.765067,0.484228,1.67167,0.0955723,0.231523,0.770922,-0.628377,-0.119339,-0.597569,-0.418665,0.0568345,0.461556,0.88244,-0.608125,1.69812,-0.420866,0.329931
7000.86,0.94166,0.00448148,6,63,0,-6938.83,-0.401589,0.354907,0.268353,-0.0118511,-0.285972,0.194665,0.22756,0.6099,-0.550636,-0.451615,0.172717,0.745811,0.522201,1.53537,1.14644,0.338725,0.542577,0.658843,-0.0279792,-0.224616,1.9102,0.0662432,0.359645,1.02626,0.33041,1.29641,0.108976,-0.34495,0.549126,-0.661541,-0.0670426,0.145812,-0.0504416,0.562096,0.335317,0.83433,-0.172215,1.64116,-0.147103,0.311962,-0.10754,0.647326,0.00101298,-0.32978,-1.09915,0.287744,-0.454876,-0.0119669,-0.863247,0.216087,-0.153376,-0.617487,-0.314811,-0.524857,0.327846,0.598941,0.226872,-0.393693,-0.808638,-0.4684,-0.687792,0.133771,-0.81941,-0.101364,-0.663763,-1.20598,-0.89053,-0.757671,0.863283,-0.423575,-0.650953,-1.52696,-0.774417,-0.916507,-0.537982,-1.08286,1.3128,0.0307288,0.0526581,-0.254208,0.0724224,-1.70093,0.0189232,-0.412738,-0.157171,0.275695,-0.00192023,0.699386,-0.0250926,0.0386676,-0.925637,-0.376234,0.164237,-0.359927,-0.739339,-0.150527,0.518906,0.757476,-0.670772,0.49912,-0.678822,0.117538,1.02788,0.76765,-0.495514,-0.343214,-0.915514,-0.208212,-0.309039,-0.481247,-0.844871,0.489286,-1.07221,-0.715492,-0.441701,-0.89986,0.413688,0.732608,0.495947,-0.323503,-0.462395,-0.714115,-0.328277,0.0161853,-0.350279,-0.321138,-0.346449,-0.344492,-0.331796,-0.340539,-0.30067,-0.358302,-0.310775,-0.30084,0.20467,0.581609,0.264595,0.780666,1.10764,0.717517,2.5943,1.12379,1.31126,1.29034,1.44156,0.248894,0.278475,2.20198,0.229858,0.368396,0.750536,0.450823,1.66974,0.0662744,0.199746,0.736043,-0.649389,-0.121975,-0.619831,-0.431602,0.0678275,0.444945,0.862401,-0.626683,1.69593,-0.461759,0.300232
7015.06,0.982552,0.00448148,6,63,0,-6952.52,-0.368,0.357545,0.218683,-0.0420416,-0.281049,0.197316,0.163015,0.6054,-0.574846,-0.446376,0.171941,0.723012,0.519324,1.50299,1.14981,0.33026,0.542207,0.649613,-0.0158572,-0.261459,1.93483,0.0424725,0.3582,1.02289,0.341051,1.31827,0.143441,-0.346252,0.574433,-0.657376,-0.0656549,0.148072,-0.0612637,0.545394,0.335592,0.836918,-0.162101,1.59808,-0.115422,0.344321,-0.146027,0.652821,0.02295,-0.372692,-1.13128,0.319781,-0.471375,-0.0299406,-0.850304,0.200794,-0.190187,-0.634269,-0.302886,-0.474582,0.298962,0.617051,0.17792,-0.485525,-0.79779,-0.438193,-0.71353,0.137694,-0.838948,-0.0744378,-0.585062,-1.26173,-0.870579,-0.776494,0.856087,-0.406997,-0.584965,-1.53928,-0.721256,-0.921936,-0.568464,-1.1074,1.26047,0.0221805,0.0148028,-0.239972,0.0859572,-1.70018,0.031103,-0.37158,-0.176376,0.237262,0.015042,0.629352,-0.0103987,0.047932,-0.917677,-0.382029,0.13052,-0.413764,-0.7503,-0.114727,0.481688,0.815547,-0.66759,0.491181,-0.703436,0.0875636,0.9939,0.79434,-0.492859,-0.306019,-0.884504,-0.223767,-0.325777,-0.4686,-0.945555,0.47485,-0.988523,-0.664493,-0.412209,-0.929916,0.410637,0.694863,0.56547,-0.274772,-0.416096,-0.709761,-0.337504,0.0168487,-0.358205,-0.347531,-0.339553,-0.352146,-0.340555,-0.351651,-0.318293,-0.372497,-0.349264,-0.312561,0.204428,0.591334,0.30493,0.822852,1.11404,0.752702,2.60313,1.16297,1.33348,1.33052,1.47228,0.297674,0.286398,2.21522,0.1969,0.36643,0.739541,0.447018,1.6788,0.0891022,0.188698,0.751761,-0.651804,-0.117359,-0.602109,-0.43358,0.0559146,0.463619,0.884793,-0.600462,1.6662,-0.416377,0.341077
7001.34,0.96941,0.00448148,6,63,0,-6926.85,-0.357357,0.353609,0.269389,-0.150688,-0.255369,0.169153,0.28069,0.624434,-0.481148,-0.409504,0.188282,0.719457,0.483475,1.62107,1.12504,0.394748,0.59985,0.738749,-0.00725503,-0.237061,1.88985,0.00386111,0.372947,0.92194,0.316458,1.31354,0.0777351,-0.33598,0.548565,-0.685752,0.0379778,0.179258,0.0375534,0.617527,0.493205,0.982462,-0.0380779,1.73556,-0.018767,0.456538,-0.277937,0.643363,0.072146,-0.319716,-1.07097,0.317596,-0.401303,-0.000244712,-0.825646,0.191207,-0.215611,-0.620196,-0.278251,-0.495941,0.361643,0.579866,0.222851,-0.394971,-0.8367,-0.455367,-0.699889,0.158071,-0.799054,-0.0832003,-0.637591,-1.20859,-0.843838,-0.767523,0.871345,-0.376119,-0.596423,-1.5107,-0.709865,-0.850476,-0.525166,-1.02415,1.33468,0.0147937,0.096784,-0.244832,0.0258813,-1.76365,0.0453459,-0.37939,-0.149448,0.24901,0.0640532,0.710287,0.00127423,0.0632276,-0.900435,-0.318694,0.177927,-0.420179,-0.741982,-0.0948486,0.555427,0.78628,-0.649984,0.577515,-0.660419,0.130639,1.011,0.746125,-0.488085,-0.31251,-0.870152,-0.22111,-0.340084,-0.469484,-0.88331,0.507864,-0.999848,-0.691326,-0.417999,-0.852841,0.458196,0.728098,0.588874,-0.254504,-0.366223,-0.652281,-0.345684,0.017762,-0.366634,-0.34201,-0.330701,-0.356503,-0.32989,-0.357013,-0.310994,-0.366635,-0.339909,-0.301125,0.20298,0.553827,0.258638,0.755068,1.08051,0.691147,2.5859,1.14275,1.29178,1.29149,1.4616,0.273246,0.236087,2.17205,0.171616,0.397728,0.702054,0.450314,1.66857,0.0659327,0.167395,0.737128,-0.653252,-0.154604,-0.647981,-0.446347,0.0373037,0.43353,0.849958,-0.592122,1.63158,-0.447961,0.297854
7007.19,0.934042,0.00448148,6,63,0,-6944.03,-0.298433,0.386209,0.321995,-0.110253,-0.250354,0.166641,0.389758,0.601067,-0.488442,-0.442751,0.159697,0.675017,0.479941,1.58625,1.05691,0.368205,0.557846,0.67218,-0.0522714,-0.255604,1.8383,-0.0416205,0.271396,0.843684,0.22898,1.23516,0.0460051,-0.39522,0.454465,-0.757784,0.0148726,0.121889,-0.00841587,0.552357,0.467218,0.972139,-0.099935,1.75493,-0.0885659,0.417823,-0.212376,0.621925,0.048104,-0.335436,-1.09606,0.322537,-0.45417,0.016606,-0.865342,0.222263,-0.199411,-0.627711,-0.287875,-0.500432,0.361643,0.623484,0.21448,-0.400725,-0.788561,-0.477069,-0.667001,0.160047,-0.830537,-0.029854,-0.617709,-1.24915,-0.836951,-0.73624,0.847435,-0.408549,-0.559401,-1.56286,-0.708432,-0.966977,-0.587368,-1.07032,1.32873,0.0343901,0.100841,-0.229372,0.0231205,-1.72569,0.0506555,-0.385737,-0.137805,0.232616,0.0559937,0.709819,0.023819,0.0704795,-0.889576,-0.309028,0.190633,-0.415188,-0.74069,-0.119683,0.552501,0.799564,-0.676921,0.49542,-0.675957,0.1716,1.0087,0.782172,-0.476324,-0.306791,-0.916023,-0.208908,-0.301308,-0.428566,-0.879345,0.487862,-0.997225,-0.687848,-0.45478,-0.87577,0.416695,0.747853,0.519357,-0.288489,-0.387834,-0.70689,-0.382153,0.018687,-0.398189,-0.388621,-0.37668,-0.396246,-0.380118,-0.402298,-0.344098,-0.413508,-0.385119,-0.346118,0.20265,0.620089,0.30534,0.809232,1.12043,0.775795,2.62683,1.16572,1.34069,1.32978,1.47471,0.314982,0.302132,2.22638,0.234262,0.407922,0.738728,0.470821,1.69464,0.145047,0.210502,0.750747,-0.6145,-0.0837359,-0.598913,-0.392621,0.0729101,0.501336,0.934857,-0.552097,1.74481,-0.418329,0.353256
7002.52,0.959593,0.00448148,6,63,0,-6923.63,-0.364068,0.29377,0.334556,-0.118673,-0.253105,0.18061,0.441962,0.580408,-0.475736,-0.383736,0.198085,0.783935,0.53902,1.61602,1.16397,0.409346,0.610852,0.718766,0.0215481,-0.241068,1.82314,-0.0938445,0.204235,0.871729,0.210667,1.20013,-0.0244854,-0.398558,0.450922,-0.818171,-0.0169209,0.160377,-0.0231735,0.543479,0.368727,0.863,-0.118872,1.66686,-0.104729,0.402125,-0.295576,0.618102,0.0977779,-0.318007,-1.02648,0.337808,-0.405275,0.0445845,-0.86986,0.231038,-0.13922,-0.587953,-0.265726,-0.472536,0.383309,0.612268,0.260391,-0.39823,-0.805811,-0.436742,-0.66036,0.20738,-0.782569,-0.0653565,-0.558539,-1.22875,-0.842825,-0.719627,0.868149,-0.344807,-0.548698,-1.53682,-0.707514,-0.896865,-0.541164,-1.05753,1.35702,0.0710565,0.118541,-0.214128,0.115886,-1.65689,0.107217,-0.33751,-0.129544,0.270987,0.101134,0.697495,0.050013,0.0801692,-0.881444,-0.294323,0.165877,-0.355921,-0.739557,-0.0741119,0.542425,0.809138,-0.637594,0.556823,-0.599199,0.128764,1.08292,0.812515,-0.425949,-0.318719,-0.874412,-0.191676,-0.25401,-0.40176,-0.826983,0.512937,-0.937474,-0.642675,-0.40594,-0.833742,0.45356,0.802387,0.577562,-0.268849,-0.386348,-0.679857,-0.343853,0.0193299,-0.359404,-0.350828,-0.324807,-0.355432,-0.32875,-0.354973,-0.320666,-0.37157,-0.329435,-0.314196,0.202096,0.522352,0.237814,0.732134,1.0752,0.691225,2.55754,1.11495,1.25776,1.26865,1.40749,0.245937,0.200173,2.18643,0.156013,0.325343,0.724425,0.41397,1.63561,0.03445,0.196901,0.721404,-0.702369,-0.174039,-0.625771,-0.469027,-0.0108007,0.382208,0.804297,-0.62129,1.62348,-0.483404,0.291562
7010.64,0.997314,0.00448148,6,63,0,-6939.64,-0.314651,0.216183,0.246808,-0.097347,-0.283584,0.176221,0.483538,0.571856,-0.451802,-0.354763,0.244931,0.769939,0.580658,1.64378,1.18466,0.389708,0.630528,0.739637,0.0318909,-0.154696,1.83586,-0.0312572,0.306327,0.902631,0.245551,1.23727,0.0634202,-0.41516,0.489304,-0.729377,-0.0800517,0.129235,-0.0502423,0.493889,0.385447,0.892081,-0.150674,1.6435,-0.11141,0.344448,-0.260988,0.618997,0.0620904,-0.307285,-1.05222,0.31196,-0.435556,0.0213467,-0.859626,0.236549,-0.162339,-0.6191,-0.248222,-0.414442,0.356891,0.568432,0.275225,-0.408971,-0.805199,-0.427974,-0.641,0.221984,-0.798988,-0.0651662,-0.555853,-1.21928,-0.864826,-0.731006,0.842717,-0.35787,-0.557256,-1.51336,-0.696401,-0.862659,-0.532241,-1.05452,1.34147,0.0480708,0.109519,-0.22887,0.109592,-1.63292,0.0820109,-0.335408,-0.132966,0.293006,0.0409926,0.714591,0.00158266,0.0819822,-0.894987,-0.298733,0.153478,-0.340004,-0.731372,-0.0819004,0.522587,0.803216,-0.660398,0.591882,-0.649116,0.134217,1.10788,0.822774,-0.456424,-0.305732,-0.829705,-0.198527,-0.275742,-0.391338,-0.828163,0.506399,-0.964684,-0.639477,-0.381627,-0.84035,0.453701,0.77549,0.564092,-0.27445,-0.385842,-0.688584,-0.333406,0.0236254,-0.353641,-0.365379,-0.345398,-0.357986,-0.332989,-0.365918,-0.30544,-0.375965,-0.334089,-0.311928,0.202142,0.568353,0.269651,0.745169,1.07657,0.705348,2.57442,1.11002,1.2683,1.26941,1.41318,0.237457,0.241558,2.15584,0.161633,0.328827,0.676673,0.41242,1.63813,0.0685366,0.13881,0.705302,-0.686685,-0.153354,-0.648845,-0.447049,0.00173763,0.424871,0.850629,-0.636996,1.64535,-0.459088,0.297168
7005.6,0.835457,0.00448148,6,63,0,-6949.45,-0.387045,0.241075,0.24616,-0.161292,-0.267026,0.186138,0.338553,0.578753,-0.476383,-0.384027,0.201096,0.77177,0.565027,1.6043,1.17978,0.387111,0.5856,0.707952,0.00148902,-0.203046,1.87703,-0.0416883,0.249145,0.888216,0.22058,1.24516,0.0386147,-0.382665,0.500339,-0.766316,0.0097385,0.170351,-0.00845945,0.579294,0.400811,0.911324,-0.0870873,1.70197,-0.0660718,0.409196,-0.134113,0.626209,0.0657203,-0.296329,-1.03551,0.377211,-0.444267,0.044478,-0.846628,0.21699,-0.129485,-0.622064,-0.279344,-0.446838,0.382528,0.623049,0.282493,-0.418936,-0.806176,-0.407951,-0.661585,0.207315,-0.769574,-0.0605254,-0.517889,-1.2322,-0.848295,-0.693219,0.902282,-0.346166,-0.587466,-1.49794,-0.70241,-0.848933,-0.516809,-1.02406,1.33636,0.0400771,0.0965598,-0.201624,0.1095,-1.66937,0.0677479,-0.290222,-0.122688,0.312995,0.044288,0.723764,-0.0191767,0.100963,-0.879378,-0.25314,0.18768,-0.324264,-0.719735,-0.096544,0.55303,0.782477,-0.627292,0.582228,-0.645554,0.125906,1.06866,0.811882,-0.473751,-0.297417,-0.84697,-0.181244,-0.219974,-0.413741,-0.847429,0.50585,-0.972059,-0.636276,-0.380079,-0.827264,0.476449,0.74067,0.58256,-0.232977,-0.376795,-0.662923,-0.29973,0.0249941,-0.312443,-0.302631,-0.294427,-0.303428,-0.287566,-0.316596,-0.249476,-0.320331,-0.291974,-0.269554,0.201826,0.491576,0.191091,0.679496,1.00725,0.649392,2.50818,1.05625,1.20157,1.19455,1.34954,0.162008,0.177441,2.14174,0.10335,0.253949,0.618656,0.320909,1.58602,-0.013364,0.122578,0.667136,-0.762706,-0.199472,-0.702485,-0.522285,-0.0445166,0.358367,0.792726,-0.664994,1.60393,-0.513429,0.244695
7011.81,0.990466,0.00448148,6,63,0,-6954.32,-0.418424,0.290023,0.280906,-0.194342,-0.260399,0.212509,0.354598,0.566894,-0.551486,-0.412288,0.135397,0.798215,0.553314,1.49446,1.20793,0.386922,0.533756,0.662267,-0.00961877,-0.264243,1.85153,-0.0785231,0.216304,0.891735,0.244267,1.21875,0.0428144,-0.462702,0.471988,-0.757113,0.0581135,0.19643,0.0411985,0.653426,0.370861,0.898765,-0.0747863,1.673,-0.0465908,0.426033,-0.149547,0.62327,0.0286648,-0.318871,-1.05098,0.359878,-0.457415,0.029668,-0.867326,0.211727,-0.150203,-0.621532,-0.293342,-0.471559,0.372726,0.620892,0.271662,-0.419744,-0.8184,-0.423549,-0.646838,0.194177,-0.778602,-0.0799727,-0.538481,-1.26083,-0.868281,-0.719163,0.879347,-0.373437,-0.595341,-1.50559,-0.724061,-0.873257,-0.535876,-1.0309,1.33203,0.0384449,0.0706883,-0.237528,0.0769672,-1.69754,0.062226,-0.323623,-0.14474,0.300169,0.0271121,0.705573,-0.0326884,0.0807425,-0.906295,-0.267976,0.172008,-0.343245,-0.715987,-0.0869558,0.540419,0.782355,-0.6448,0.549906,-0.67339,0.104232,1.06034,0.801884,-0.472858,-0.294753,-0.856836,-0.193588,-0.232075,-0.430123,-0.850969,0.48584,-0.971501,-0.636854,-0.411907,-0.845197,0.458557,0.731609,0.550388,-0.262705,-0.368216,-0.672825,-0.30849,0.0269652,-0.329824,-0.325801,-0.3052,-0.314019,-0.296295,-0.320213,-0.253867,-0.339793,-0.292818,-0.266978,0.20175,0.499368,0.224484,0.708841,1.0418,0.680522,2.51381,1.10141,1.25709,1.23451,1.39485,0.191852,0.213719,2.17152,0.124767,0.31383,0.659725,0.372967,1.613,0.0229864,0.122844,0.696496,-0.691742,-0.192953,-0.701793,-0.506923,-0.0329412,0.375394,0.829034,-0.654408,1.59233,-0.498903,0.249558
7020.53,0.965138,0.00448148,7,191,0,-6943.43,-0.359177,0.274326,0.31251,-0.215561,-0.327584,0.218388,0.447076,0.553006,-0.690101,-0.538256,0.103904,0.70292,0.510527,1.40697,1.17232,0.205926,0.475963,0.577475,-0.0293655,-0.303661,1.72492,-0.0984492,0.248189,0.927979,0.179967,1.1222,0.0128919,-0.538716,0.420321,-0.815451,-0.00797671,0.330642,0.0578244,0.688581,0.412236,0.894408,0.021764,1.69569,-0.0107514,0.413993,-0.17124,0.606781,0.0426365,-0.305588,-1.07665,0.339114,-0.43139,0.0318999,-0.827258,0.217075,-0.206105,-0.59191,-0.266626,-0.484146,0.36456,0.599569,0.252267,-0.401404,-0.802779,-0.43213,-0.662985,0.158145,-0.836935,0.0122939,-0.600525,-1.20572,-0.850411,-0.780429,0.851238,-0.390804,-0.575852,-1.50849,-0.708902,-0.896008,-0.521836,-1.06852,1.33197,0.0595391,0.0948146,-0.254642,0.104886,-1.66913,0.0279167,-0.396462,-0.123864,0.260219,0.0394141,0.693762,0.00842839,0.0549312,-0.916775,-0.2949,0.197375,-0.379187,-0.77144,-0.0527463,0.527878,0.797809,-0.673598,0.54015,-0.632275,0.128608,1.08244,0.776898,-0.492375,-0.338905,-0.87295,-0.190239,-0.306377,-0.425999,-0.848776,0.55407,-1.02992,-0.657948,-0.423846,-0.838869,0.45984,0.734911,0.558553,-0.257392,-0.386386,-0.670727,-0.33936,0.0266024,-0.352355,-0.347093,-0.328766,-0.34321,-0.32413,-0.336963,-0.291694,-0.370291,-0.323454,-0.309822,0.202235,0.561709,0.241585,0.755128,1.08603,0.698283,2.5702,1.115,1.27939,1.28734,1.42889,0.251815,0.227447,2.1559,0.185723,0.350358,0.71349,0.419253,1.64661,0.0653297,0.177385,0.731186,-0.704782,-0.176644,-0.652153,-0.484541,0.0212519,0.418263,0.807011,-0.60918,1.64348,-0.481539,0.29021
