# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_nocor_sim5_model
# start_datetime = 2022-02-17 15:17:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmpkhhw1f/standata-535875f250d8.json
# init = 2 (Default)
# random
#   seed = 1304097012
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_nocor_sim5-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_nocor_sim5-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_nocor_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aE.1,aE.2,aE.3,aE.4,aHS.1,aHS.2,aHS.3,bP,bA,bAHS.1,bAHS.2,bAHS.3,mu_a,sigma_a,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_a.6,z_a.7,z_a.8,z_a.9,z_a.10,z_a.11,z_a.12,z_a.13,z_a.14,z_a.15,z_a.16,z_a.17,z_a.18,z_a.19,z_a.20,z_a.21,z_a.22,z_a.23,z_a.24,z_a.25,z_a.26,z_a.27,z_a.28,z_a.29,z_a.30,z_a.31,z_a.32,mu_the,sigma_the,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,a_i.1,a_i.2,a_i.3,a_i.4,a_i.5,a_i.6,a_i.7,a_i.8,a_i.9,a_i.10,a_i.11,a_i.12,a_i.13,a_i.14,a_i.15,a_i.16,a_i.17,a_i.18,a_i.19,a_i.20,a_i.21,a_i.22,a_i.23,a_i.24,a_i.25,a_i.26,a_i.27,a_i.28,a_i.29,a_i.30,a_i.31,a_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0454712
# Diagonal elements of inverse mass matrix:
# 0.157638, 0.220843, 0.272793, 0.221, 0.238923, 0.229816, 0.11142, 0.132307, 0.00674198, 0.0242148, 0.0359328, 0.0276645, 0.0272114, 0.148204, 0.825188, 0.571992, 0.728365, 0.777631, 0.708436, 0.816108, 0.772023, 0.722386, 0.743927, 0.639475, 0.881367, 0.78513, 0.731962, 0.702996, 0.727112, 0.81281, 0.691015, 0.768544, 0.705921, 0.880114, 0.654651, 0.601547, 0.999674, 0.8291, 0.914951, 0.917591, 0.935382, 0.596164, 0.832984, 0.724694, 0.80404, 0.802067, 0.677494, 0.0329341, 0.029883, 0.282849, 0.234978, 0.17749, 0.238605, 0.181044, 0.231494, 0.312038, 0.193733, 0.334811, 0.209166, 0.201826, 0.247878, 0.174769, 0.274468, 0.205834, 0.331801, 0.238761, 0.215575, 0.20289, 0.296071, 0.236853, 0.22619, 0.20544, 0.262268, 0.185352, 0.254038, 0.389837, 0.250486, 0.225888, 0.196908, 0.248623, 0.296363
88.9602,0.963915,0.0454712,7,127,0,-41.9778,0.386008,-0.521204,-0.578833,-0.681303,-0.193117,0.735138,-0.311167,-0.97194,-0.0937079,0.105396,-0.129333,0.0895292,0.135773,-0.495231,0.139197,0.110369,-1.86944,-0.130673,0.517364,0.871552,-2.04676,0.295973,-1.0545,1.01943,-0.499691,-0.721526,0.9093,0.7696,0.622305,-0.471976,-0.931302,0.114706,1.74259,0.299107,-0.34231,-0.387854,0.309267,-0.563388,-1.04243,1.39832,0.746845,0.0815934,-0.65204,1.38147,-0.0681411,0.548103,1.99778,1.61829,1.05771,0.0296245,0.869713,-0.0721295,0.58874,0.201831,-1.48816,0.703402,-0.149794,1.83539,-1.21182,0.0311768,-0.191665,0.239915,0.98002,0.0351088,0.784653,-0.26048,-0.626212,-0.517082,1.00815,0.618466,-0.644289,-0.770686,-0.108932,-0.824695,-0.575889,1.92312,-1.72038,0.433592,-0.39294,-0.241507,0.474908,-0.479868,-0.75545,-0.51342,-0.423215,-0.373914,-0.780133,-0.454032,-0.642013,-0.35333,-0.564786,-0.595665,-0.368659,-0.388105,-0.408608,-0.560928,-0.624865,-0.479264,-0.252668,-0.453596,-0.542879,-0.549219,-0.452182,-0.573652,-0.640333,-0.30059,-0.391272,-0.483873,-0.585992,-0.302935,-0.504716,-0.418937,-0.217146,5.20502,12.6568,4.67391,9.4028,6.24492,1.04523,10.6152,4.30531,35.1494,1.40008,5.21357,4.1188,6.50161,14.2231,5.2353,11.5678,3.82966,2.6011,2.91936,14.6526,9.70313,2.55184,2.2325,4.49547,2.10854,2.7433,38.567,0.817597,7.97973,3.32899,3.90729,8.33619,0.616782,0.29029,0.539593,0.644343,0.740918,0.327426,0.682618,0.545547,0.706956,0.560955,0.490076,0.844356,0.302762,0.20953,-0.137715,-0.22347,0.222512,-0.208396,0.175451,-0.0396648,-0.0750957,-0.260258,-0.762362,-0.368523,-0.438389,-0.356995,-0.961025,-0.588079,-0.885543,-0.518877,-0.37375,-0.304036,0.350514,0.427933,0.368282,0.344265,0.322803,0.418867,0.335677,0.366898,0.330272,0.363326,0.379876,0.300618,0.424883,0.447808,0.534374,0.555636,0.4446,0.551911,0.456249,0.509915,0.518765,0.5647,0.681866,0.591102,0.607875,0.588313,0.723327,0.642924,0.707969,0.626885,0.592365,0.575429
88.3641,0.836081,0.0454712,6,127,0,-46.7015,-0.237614,-0.142763,-0.432742,0.567296,0.214664,0.132149,-0.213103,-0.810964,0.0204663,0.12611,0.0569664,0.0155533,0.134215,-0.0164472,0.176926,0.0846889,-0.796331,-0.120977,0.395217,-0.730085,-2.88025,1.28622,-0.887195,1.94648,-0.00533109,-0.569033,0.444384,0.909881,0.0210323,-0.0406084,-0.776224,-0.307301,0.599828,-0.810467,1.23259,0.26393,1.09365,-0.995021,1.28314,-0.235581,-0.336292,0.72144,-0.490392,0.514634,-0.683726,0.74236,1.3379,1.42922,1.02593,0.668422,0.842413,-0.480761,0.357981,-0.136774,-1.7913,0.373092,0.656917,1.18232,-1.21475,0.0195027,0.399581,0.0452013,0.931682,-0.363757,0.639745,0.0893048,-0.0246445,-0.216593,1.10829,0.549977,-0.484336,-0.775586,1.45807,-0.534101,-0.120928,2.07073,-2.63311,0.387264,-0.512751,0.25386,0.649329,-0.00146355,-0.157339,-0.0378512,0.0534768,-0.145618,-0.526038,0.211119,-0.173415,0.327935,-0.0173904,-0.117124,0.0621758,0.144534,-0.012726,-0.0236319,-0.153781,-0.0708167,0.0896779,-0.15984,0.20163,0.0302488,0.177048,-0.192492,0.210573,-0.0581275,-0.0759459,0.111194,-0.10321,0.0746048,-0.137416,0.114895,0.220262,8.28936,9.90932,2.54973,6.0284,3.62878,0.664625,6.12258,8.19209,14.0441,1.20078,4.25981,6.29125,4.37362,10.8597,2.87493,8.04903,4.57605,4.07118,3.34346,13.0169,7.34086,2.5404,1.88423,18.636,2.41395,3.68825,34.9405,0.280222,6.21225,2.46741,5.41764,8.12857,0.609817,0.465061,0.58296,0.671111,0.461692,0.0828599,0.813663,0.418011,0.947158,0.587537,0.496539,0.648042,0.111983,-0.0293928,-0.181962,-0.307347,-0.10575,-0.354363,-0.178889,0.0258266,-0.139201,-0.115004,-0.701831,0.226649,-0.578585,-0.320988,-0.648145,-0.340311,-0.661702,-0.684877,-0.13253,-0.311315,0.352101,0.385786,0.358252,0.338248,0.386585,0.479297,0.30711,0.396993,0.279457,0.3572,0.378354,0.343431,0.472033,0.507348,0.545366,0.576237,0.526413,0.587675,0.544603,0.493544,0.534744,0.528719,0.668594,0.443579,0.640742,0.579565,0.656592,0.584266,0.659643,0.664826,0.533084,0.577206
77.5741,0.920522,0.0454712,6,63,0,-39.2246,0.406566,0.629326,0.091544,-0.278327,-0.234123,0.0500182,-0.78477,-1.12257,-0.244665,-0.123025,0.0670309,0.116443,0.110989,0.306415,0.142918,0.281166,-1.09406,-0.124378,-0.0568467,2.53032,1.97445,1.30861,0.439538,-0.718431,-1.10144,-0.919562,0.27436,-1.42121,-0.288343,-0.762226,0.0499415,0.192084,-0.180232,1.22339,-1.92486,-0.879302,0.91068,-1.38128,0.113992,-0.371241,-0.135753,-0.543117,-1.40173,0.433296,1.3661,0.649856,-0.362559,1.32513,1.3332,0.0692254,0.831772,-0.0219691,0.303132,0.447888,-1.42792,1.1433,-0.453365,1.26296,-0.929128,0.0798457,0.399108,0.262348,-0.0341038,-0.113833,0.987561,-0.422654,-0.739563,-0.830574,0.274184,0.409386,-0.205985,-0.295703,-0.376352,-0.157587,0.618527,1.57682,-1.22996,1.32052,-0.721029,0.205305,0.645242,0.346599,0.150054,0.288639,0.298291,0.668043,0.5886,0.493439,0.369233,0.203738,0.148999,0.174993,0.345626,0.103298,0.265206,0.197479,0.313553,0.333867,0.280656,0.481259,0.0313182,0.180747,0.436568,0.109006,0.322707,0.253358,0.287013,0.228794,0.106082,0.368341,0.501656,0.399291,0.254599,4.12644,11.4049,3.65405,5.63648,6.83631,0.560698,17.2768,2.05587,20.265,1.09026,4.18529,6.40586,5.33819,3.59541,3.23285,14.0376,2.1418,1.40374,1.24335,5.42309,6.49425,2.8591,2.53678,2.27817,3.04966,8.58265,30.7944,0.730043,21.8815,1.43886,4.94728,8.89384,0.765236,0.435769,0.593343,0.640972,1.13415,1.03572,1.01651,1.02523,0.527431,0.643591,0.565146,1.06808,-0.213062,-0.241042,-0.302186,-0.243079,0.0459912,-0.17736,0.00349449,-0.25947,-0.185997,-0.151459,-0.853296,-0.720634,-0.576022,-0.734796,-0.844899,-1.01067,-0.98069,-0.00491311,-0.594035,-0.441859,0.317511,0.39275,0.355868,0.345027,0.243396,0.261977,0.265707,0.26401,0.371116,0.344435,0.362357,0.255768,0.553065,0.559971,0.574977,0.560472,0.488504,0.544224,0.499126,0.564506,0.546366,0.537793,0.701258,0.672747,0.640151,0.675857,0.699496,0.733152,0.727245,0.501228,0.64429,0.608702
74.5923,0.962168,0.0454712,7,127,0,-31.2271,-0.0705504,-0.655167,0.0555294,0.922641,0.283957,0.0572423,0.217031,-0.13576,-0.188424,-0.144785,0.370169,0.274016,0.324689,-0.481783,0.124124,-0.124061,0.213976,-1.23525,0.173732,-1.0167,-3.07915,0.833062,-0.656176,1.85386,1.03774,-0.224943,-1.44756,0.677382,-0.286145,0.0515538,-0.371944,-1.48937,1.30786,-0.552105,0.243577,1.771,0.501926,-2.48786,-0.531348,-0.709339,-0.750967,-0.290166,0.196063,1.28607,-1.86596,-0.246192,-0.621363,1.47259,0.943237,0.551339,0.408686,-0.695008,-0.114624,-0.437944,-1.63523,0.0468145,0.0510719,0.728936,-1.56762,-0.215608,0.275848,-0.533783,0.904786,-0.281174,0.383712,0.745221,-0.267973,-0.385266,1.23626,0.893226,-0.938624,-1.1181,0.83803,-0.9311,-0.183287,2.55779,-2.90171,0.182267,-0.701677,0.762691,0.493562,-0.497182,-0.455224,-0.635107,-0.460219,-0.60798,-0.86398,-0.37838,-0.56323,-0.251676,-0.352975,-0.509704,-0.66146,-0.397704,-0.517301,-0.475384,-0.52795,-0.66665,-0.319446,-0.550313,-0.45155,-0.26196,-0.419482,-0.790586,-0.547736,-0.569829,-0.574996,-0.5178,-0.457447,-0.322152,-0.713393,-0.512342,-0.558909,7.3348,6.41138,2.26376,3.91364,2.88493,0.932555,4.55736,4.5757,8.67241,0.993969,3.55807,5.65634,2.63558,10.2371,3.34469,6.26212,8.80665,3.38659,3.0319,13.9946,10.126,1.79902,1.51885,9.61234,1.81183,3.66821,48.6763,0.282406,5.17846,2.24957,8.95296,6.94577,0.534314,0.473905,0.308646,0.512782,0.460076,0.189452,0.733548,0.651065,0.706701,0.737017,0.499856,0.604019,0.199307,-0.0665293,-0.153844,-0.250282,-0.0477038,-0.234432,-0.0776055,0.0308538,0.161948,-0.300293,-0.808233,-0.249446,-0.485109,-0.449298,-0.810406,-0.404869,-0.826805,-0.380066,-0.364708,-0.371821,0.369511,0.383692,0.423445,0.374542,0.386968,0.452778,0.324417,0.34275,0.330328,0.323657,0.377574,0.353425,0.450338,0.516626,0.538385,0.562246,0.511924,0.558341,0.519392,0.492287,0.459601,0.574514,0.691733,0.56204,0.618953,0.610472,0.692196,0.599857,0.695679,0.593889,0.59018,0.591899
69.9681,0.945134,0.0454712,6,127,0,-35.8752,0.223324,0.226545,-0.0537521,0.969516,0.0516779,0.568195,0.211094,-0.371225,-0.234327,-0.412881,0.478783,0.518038,0.658751,-0.718904,0.0644522,0.522493,-0.36078,-0.151332,0.486176,-1.25694,-2.84443,-0.273597,0.129353,1.196,0.356093,0.0362008,0.451551,-0.0531203,0.00760043,0.0624019,-0.360217,-1.13879,0.144478,-1.7638,-0.257917,0.726601,-0.304018,-1.83351,-0.150683,-1.19949,0.0381598,-1.00746,-1.15168,1.36108,-1.32777,0.654809,0.0765807,1.60867,0.810469,0.0169432,0.952048,-0.880501,0.0741155,-0.0860525,-1.77723,0.547856,0.707695,1.92826,-1.37108,-0.280816,0.512474,-0.294423,1.15785,-0.865145,0.118089,0.24752,-0.388133,-0.78292,1.72388,0.827387,-0.219191,-1.36005,0.0647856,-0.572225,0.425451,2.38984,-1.79336,0.524646,-0.324542,0.462127,-0.532056,-0.685228,-0.742157,-0.728658,-0.687569,-0.799917,-0.902234,-0.736538,-0.710567,-0.641819,-0.695953,-0.716571,-0.689801,-0.722328,-0.718414,-0.714882,-0.742121,-0.792302,-0.709592,-0.832585,-0.735527,-0.672073,-0.738499,-0.837078,-0.728616,-0.796214,-0.716445,-0.783837,-0.793133,-0.63118,-0.804482,-0.6767,-0.713968,5.06522,10.8078,2.44745,5.30544,4.65957,1.18326,7.78879,8.86605,23.8423,1.64452,3.97917,7.56861,3.93552,12.7696,2.4781,5.49793,6.106,3.64769,2.64887,20.2027,9.76922,4.18295,1.65929,5.26548,3.14211,7.05319,34.6589,1.1679,7.64364,3.84062,7.26599,3.24609,0.548069,0.363834,0.39552,0.472982,0.478847,0.358344,0.596785,0.750062,0.500545,0.61009,0.489447,0.834482,0.105707,-0.0722446,-0.17387,-0.255668,0.0630132,-0.351614,-0.159135,0.00553722,-0.00375474,-0.393576,-0.706078,-0.160437,-0.537908,-0.385042,-1.01692,-0.552663,-1.12797,-0.237005,-0.318018,-0.328357,0.366313,0.410032,0.402389,0.383911,0.382524,0.411361,0.355079,0.320808,0.377413,0.352039,0.380024,0.302698,0.473598,0.518053,0.543358,0.563571,0.484252,0.587009,0.5397,0.498616,0.500939,0.597143,0.669534,0.540023,0.631326,0.595089,0.734372,0.634753,0.755464,0.558975,0.578841,0.58136
66.2672,0.841626,0.0454712,7,127,0,-24.2086,-1.01489,0.739689,-0.937088,0.247506,-0.79656,-0.683598,0.20014,-0.472915,-0.0689728,0.624687,-0.22209,-0.58494,-0.485921,0.559593,0.0976433,1.153,-1.83938,-1.04862,1.10695,0.0872039,-0.5,0.554141,-0.489929,-0.186127,-3.11169,0.738037,0.576849,-0.113519,-0.209478,-0.924267,-0.996021,-1.42799,0.717281,-1.68072,-0.771533,1.38403,-0.0440946,-1.03181,0.0113776,-0.591775,-0.85553,0.710099,-0.0735716,1.10595,0.908562,2.2185,-0.144993,1.24318,0.824572,0.648348,1.53057,-0.41854,0.595861,0.422193,-1.28291,0.953954,0.947282,1.14277,-0.776671,-0.0272202,1.08871,0.272967,1.4583,-0.156061,0.321267,0.685969,-0.0681045,-0.328319,1.93997,1.11376,0.104871,-0.838538,0.207865,-0.467455,0.951251,2.74521,-2.42336,0.714052,-0.23215,0.87054,-0.132542,0.672176,0.37999,0.457203,0.667679,0.568108,0.510771,0.613701,0.511755,0.541419,0.255757,0.631657,0.615918,0.548508,0.539139,0.469344,0.462338,0.42016,0.629631,0.395482,0.484258,0.694734,0.555287,0.458844,0.560704,0.50181,0.476056,0.628929,0.552409,0.667582,0.648308,0.776214,0.545435,5.91675,12.2465,2.45484,5.66614,4.91016,1.20361,7.61242,7.57066,8.89487,1.82715,3.38967,8.50708,4.34167,11.5381,3.04803,4.51807,6.10317,3.2773,2.64443,17.1641,8.6846,3.77973,1.73628,4.11475,2.3578,7.59548,33.3414,0.469986,6.24615,2.86267,7.10643,3.10772,0.636522,0.306864,0.38943,0.610613,0.545836,0.483147,0.607489,0.543014,0.478999,0.241515,0.587974,0.665914,-0.123996,-0.186897,-0.296437,-0.319503,-0.244315,-0.207614,-0.322524,-0.22264,-0.0335759,-0.277006,-0.814073,-0.450742,-0.733636,-0.671479,-0.817549,-0.621891,-0.856516,-0.496135,-0.363291,-0.652539,0.346033,0.42388,0.403855,0.351919,0.366831,0.381509,0.352632,0.367487,0.382488,0.439913,0.3571,0.339412,0.530959,0.546589,0.573571,0.579203,0.560777,0.551718,0.579939,0.555431,0.508393,0.568812,0.692977,0.610816,0.675603,0.661834,0.693716,0.650649,0.701932,0.621551,0.589837,0.657582
