# 0.2075, 0.122333, 0.0947689, 0.104768, 0.0133583, 0.00625327, 0.157972, 0.0695554, 0.23595, 0.245028, 0.252214, 0.254642, 0.421824, 0.243, 0.213839, 0.229013, 0.215783, 0.228094, 0.236257, 0.239864, 0.254098, 0.210167, 0.219407, 0.228064, 0.224721, 0.229859, 0.248767, 0.22184, 0.199101, 0.233164, 0.251104, 0.257517, 0.228076, 0.212547, 0.234031, 0.240243, 0.197811, 0.229605, 0.212061, 0.269002, 0.182651, 0.00743222, 0.184077, 0.183644, 0.185514, 0.187399, 0.185261, 0.183832, 0.188205, 0.184136, 0.184575, 0.183832, 0.183697, 0.186652, 0.184528, 0.183327, 0.185746, 0.186396, 0.186033, 0.185425, 0.184689, 0.184467, 0.184676, 0.185142, 0.186136, 0.186191, 0.185768, 0.18508, 0.183748, 0.186741, 0.186321, 0.18582, 0.183337, 0.184072, 0.187057, 0.184211, 0.185748, 0.184439, 0.184771, 0.18586, 0.184255, 0.184345, 0.184564, 0.186537, 0.184085, 0.185046, 0.184756, 0.18443, 0.184328, 0.187044, 0.184641, 0.18378, 0.185714, 0.185508, 0.18474, 0.186592, 0.184436, 0.18526, 0.186512, 0.18437, 0.186203, 0.185119, 0.185395, 0.186087, 0.186471, 0.185785, 0.18825, 0.186166, 0.185726, 0.182265, 0.183619, 0.184972, 0.186259, 0.18259, 0.183095, 0.186669, 0.184697, 0.185237, 0.186054, 0.183985, 0.186487, 0.181864, 0.210501, 1.4904, 1.68221, 1.67887, 1.65426, 1.12637, 1.57273, 1.48953, 1.51925, 2.09351, 1.70099, 1.63744, 1.44364, 1.54309, 1.39665, 1.50539, 1.41852, 1.4324, 1.53583, 1.50203, 1.43844, 1.62414, 1.76303, 1.76001, 1.61333, 1.45603, 1.66526, 1.6999, 1.52536, 1.38478, 1.71002, 1.52068, 1.58097, 0.182975, 0.183602, 0.18335, 0.183486, 0.183484, 0.184013, 0.18277, 0.182746, 0.183125, 0.184296, 0.182931, 0.183553, 0.183834, 0.183647, 0.182896, 0.184343, 0.183559, 0.183402, 0.183376, 0.182416, 0.18288, 0.183563, 0.18266, 0.182766, 0.181793, 0.184092, 0.185292, 0.185033, 0.183872, 0.18383, 0.182672, 0.181737, 8.08459e-05
1745.08,0.997391,0.00176814,11,2047,0,-1650.96,0.030753,0.529882,0.0261162,-0.429614,-0.0478485,0.0374639,0.490763,0.290242,0.981408,0.719993,0.747459,0.152828,0.407006,0.541086,0.675434,0.394665,0.779777,0.616543,0.0636583,0.391228,0.154058,0.57098,0.442372,0.434246,0.810045,0.00417459,0.975887,0.497668,0.254225,-0.0949378,0.229501,-0.212401,0.942358,0.43747,0.731652,0.642548,0.47571,0.0448438,0.647279,0.751251,-0.717386,0.513388,-0.540148,-0.909349,-1.41005,-0.159171,-0.949665,-0.406416,-1.15929,-0.293796,-0.701726,-1.0577,-0.709887,-0.935614,-0.276138,0.0121031,-0.267234,-0.832005,-1.16536,-0.819759,-1.139,-0.411291,-1.17724,-0.516726,-1.10595,-1.67554,-1.25179,-1.18876,0.299624,-0.895065,-1.02015,-1.83449,-1.19268,-1.34659,-0.909089,-1.50696,0.788349,-0.386632,-0.556819,-0.687808,-0.361503,-2.03727,-0.346246,-0.824603,-0.737122,-0.284633,-0.421115,0.269523,-0.572312,-0.47302,-1.37636,-0.669974,-0.250232,-0.850973,-1.2157,-0.715537,-0.0365275,0.23855,-1.1132,0.0871309,-1.09845,-0.394062,0.431286,0.334319,-1.04118,-0.808852,-1.32856,-0.674258,-0.850719,-0.802342,-1.31901,-0.108803,-1.33201,-1.07979,-0.843675,-1.24664,-0.117693,0.110393,0.0504703,-0.76174,-0.856091,-1.09661,4.47806,0.219696,0.657909,0.35935,0.187281,1.36801,0.00919392,0.276332,0.0555273,0.183584,0.129249,0.19942,0.149275,0.409071,0.160951,0.0255605,0.140267,0.0133464,0.0343467,0.162862,0.14947,0.181322,0.186241,0.197981,0.00278293,0.0344098,0.0948122,0.121477,0.0248432,0.0941034,0.14655,0.0780653,0.599197,1.58423,1.79977,1.74414,0.487972,2.43071,1.30881,1.27735,1.23448,1.41462,1.57111,0.617737,0.756253,-0.122807,0.858969,0.534708,0.669619,0.942626,0.122559,1.08013,0.735632,0.42272,-0.155759,-0.369465,-0.666382,0.53356,-0.0421381,0.354954,0.360354,0.0762758,-0.189595,0.224636,0.821025,0.468365
1729.89,0.987346,0.00176814,11,2047,0,-1648.09,-0.01592,0.764102,0.114448,-0.440457,0.0187254,0.0458525,0.474049,0.293639,0.656863,0.537154,1.00868,-0.0448275,1.06264,0.416101,0.362132,0.474978,0.386234,0.74632,0.324707,-0.108867,0.452301,0.773581,0.323127,0.706348,0.814133,-0.033044,0.539165,0.661267,0.463944,-0.0651181,0.716212,-0.277224,0.901859,0.419706,0.705192,0.600544,0.43864,0.200288,0.557464,0.478147,-0.711251,0.509508,-0.320621,-0.731503,-1.58548,-0.215004,-0.846181,-0.486741,-1.25164,-0.347238,-0.766836,-1.13602,-0.741175,-0.988656,-0.213751,0.0315429,-0.356518,-0.86558,-1.26811,-0.961106,-1.19807,-0.328964,-1.20933,-0.605911,-1.08895,-1.68992,-1.21303,-1.10564,0.215977,-0.786989,-0.992546,-1.93247,-1.24079,-1.35011,-1.00305,-1.55006,0.568756,-0.430472,-0.367185,-0.74837,-0.466874,-2.02884,-0.400548,-0.756932,-0.575898,-0.28181,-0.412278,0.0741245,-0.611053,-0.31893,-1.35369,-0.787759,-0.445375,-0.892519,-1.24791,-0.686404,0.0804547,0.327572,-1.0194,-0.00780672,-1.09827,-0.365193,0.477199,0.100646,-0.916805,-0.887667,-1.36694,-0.633332,-0.752209,-0.925784,-1.28381,0.0607434,-1.38504,-1.1334,-0.853122,-1.2645,-0.195463,0.1195,0.0408851,-0.75412,-0.887326,-1.12141,3.90834,0.42974,0.344038,0.43086,0.0710503,0.896995,0.10715,0.353598,0.173059,0.100759,0.130016,0.216038,0.0413447,0.504802,0.157653,0.00821169,0.13221,0.00339078,0.027205,0.329342,0.281475,0.14038,0.32683,0.708596,0.0343832,0.0480829,0.0194527,0.143441,0.0138086,0.0425187,0.144697,0.0888842,0.685287,1.57939,1.814,1.79563,0.546539,2.49829,1.28544,1.27364,1.20426,1.32866,1.55689,0.663802,0.853455,-0.0848818,0.872143,0.570227,0.721783,0.955906,0.157268,1.12328,0.762085,0.435398,-0.0749315,-0.346804,-0.605517,0.544625,-0.0378623,0.322046,0.340836,0.0688648,-0.13364,0.179394,0.79969,0.467549
1736.16,0.997228,0.00176814,11,2047,0,-1625.04,0.142508,1.30925,0.404867,-0.0281383,0.105336,-0.0042568,0.00525691,0.420769,0.479758,0.41139,0.608128,-0.718135,1.02437,0.0867745,0.0800706,0.126015,0.211581,0.367546,-0.502641,-0.557254,-0.103359,0.365298,0.0360763,0.0523804,0.599265,-0.201174,0.408358,0.455486,-0.0235767,-0.250626,0.398423,-0.803313,0.548031,-0.0317372,0.228553,0.301423,0.077126,-0.235889,0.145975,0.891826,-0.766362,0.514659,-0.495704,-0.950905,-1.55545,-0.391212,-0.956432,-0.598373,-1.27041,-0.497661,-0.837866,-1.17015,-0.852135,-1.12065,-0.349897,-0.152437,-0.464876,-0.986881,-1.34383,-1.00294,-1.31626,-0.548212,-1.30693,-0.683436,-1.16754,-1.67999,-1.40737,-1.29844,0.192538,-0.987559,-1.20991,-1.96473,-1.29823,-1.59158,-0.997859,-1.76459,0.565056,-0.490495,-0.584734,-0.911804,-0.544207,-2.2698,-0.493912,-0.984335,-0.74462,-0.430874,-0.515354,0.0147187,-0.670211,-0.553202,-1.38947,-0.947913,-0.424705,-1.01232,-1.42886,-0.918397,-0.0925781,0.236761,-1.16141,-0.0964018,-1.14055,-0.462005,0.310169,0.0716704,-1.07512,-0.93089,-1.50465,-0.827654,-0.915491,-0.994227,-1.41889,-0.105795,-1.49832,-1.23326,-0.944631,-1.41125,-0.264848,0.0141819,0.00144232,-0.924048,-1.05858,-1.27304,6.47067,0.220744,0.162088,0.122745,0.22575,0.208927,0.049322,0.157011,0.0208236,0.0667956,0.0399457,0.0977218,0.257361,0.34282,0.14544,0.0371931,0.0734525,0.266644,0.0130781,0.390135,0.0470341,0.0637089,0.958179,1.07738,0.0252268,0.0437051,0.0656079,0.0596062,0.00168281,0.176117,0.20338,0.0870388,0.0937835,1.74303,1.90658,1.93707,0.640297,2.63138,1.38973,1.42048,1.35801,1.50667,1.71636,0.780558,0.911118,0.11211,1.02801,0.691017,0.794236,1.07395,0.269301,1.25504,0.858834,0.565303,-0.000770422,-0.244795,-0.494241,0.66939,0.0776952,0.44029,0.524423,0.197687,-0.124821,0.327631,0.954388,0.469168
1719.23,0.989721,0.00176814,11,4095,0,-1644,0.665059,0.316818,-0.00907559,-0.195103,-0.309275,0.0910593,-0.212705,0.405433,-0.102651,0.38281,0.124124,-0.399183,-0.145074,-0.246503,-0.354677,-0.0155709,0.0496591,-0.0412018,-0.428637,-0.400875,-0.865787,-0.0862337,0.0280215,0.36075,0.135725,-0.522147,0.567226,-0.0988545,-0.756404,-0.465769,-0.691281,-0.574688,0.0917197,-0.246663,-0.0102971,0.0170218,-0.0611882,-0.713133,-0.820724,0.546936,-0.963165,0.581922,-0.480268,-0.957307,-1.72308,-0.417351,-0.998887,-0.591234,-1.34678,-0.45009,-0.924644,-1.27881,-0.776366,-1.11957,-0.317292,-0.111625,-0.422622,-1.004,-1.40318,-1.03959,-1.3411,-0.528276,-1.28682,-0.803245,-1.31791,-1.77532,-1.44037,-1.29995,0.00471973,-1.00327,-1.27549,-2.01936,-1.37767,-1.44969,-1.13916,-1.63978,0.557556,-0.583152,-0.738172,-0.813019,-0.522041,-2.16202,-0.541939,-0.983239,-0.860475,-0.43456,-0.537517,-0.0412069,-0.653296,-0.581809,-1.4202,-0.884797,-0.527656,-1.11762,-1.42722,-0.822532,-0.224282,0.0435769,-1.25373,-0.228786,-1.22878,-0.510813,0.374684,0.0732368,-1.10476,-1.05167,-1.58801,-0.763034,-1.00498,-1.00119,-1.39608,-0.118502,-1.44795,-1.22729,-0.959658,-1.39303,-0.290824,-0.0278965,-0.110305,-1.01858,-1.00042,-1.38823,2.95653,0.275569,0.144617,0.397302,0.734846,0.934711,0.143728,0.690899,0.686355,0.326877,0.285374,0.169218,0.0771012,0.123359,0.501429,0.359246,0.347467,0.270708,0.419676,0.146125,0.543643,0.584461,0.190607,0.131633,0.058258,0.151975,0.184852,0.248221,0.00262146,0.152503,0.0323589,1.24396,0.588852,1.71708,1.91566,1.975,0.669885,2.69171,1.44232,1.39288,1.33931,1.55007,1.66873,0.757386,0.972558,0.124932,1.07303,0.660202,0.783661,1.08664,0.295326,1.27409,0.937989,0.57677,0.111369,-0.202076,-0.523635,0.66632,0.163109,0.505867,0.484027,0.206568,-0.069588,0.48061,1.03485,0.451965
1711.99,0.983108,0.00176814,11,2047,0,-1625.79,1.10916,-0.142368,-0.306396,-0.91812,-0.192182,0.158242,-0.369917,0.372788,-0.404531,-0.202229,0.338078,-0.689427,-0.12292,-0.447221,0.0683946,-0.583624,-0.182842,0.115055,-0.223936,-0.573985,-1.16505,-0.63574,-0.302686,-0.0983481,0.118207,-0.524318,0.232516,-0.552428,-0.801735,-0.953404,-0.760538,-0.60001,0.0552448,-0.33176,-0.183919,-0.442251,-0.0842151,-0.984381,-0.672891,0.110089,-0.54251,0.53973,-0.355463,-0.824525,-1.6067,-0.229605,-0.883259,-0.521308,-1.31405,-0.354186,-0.809931,-1.1018,-0.655496,-1.00137,-0.207519,-0.0103419,-0.299278,-0.856861,-1.3143,-0.961362,-1.17472,-0.430776,-1.21282,-0.670193,-1.17955,-1.68015,-1.30027,-1.22115,0.0910652,-0.970001,-1.13288,-1.91425,-1.21569,-1.3731,-0.981502,-1.49603,0.69448,-0.498844,-0.621015,-0.759057,-0.392141,-1.98691,-0.469721,-0.799763,-0.764538,-0.379396,-0.400074,0.100967,-0.557888,-0.43364,-1.31175,-0.771598,-0.383711,-0.959583,-1.31614,-0.684903,-0.102487,0.173752,-1.16987,-0.0808049,-1.14005,-0.403481,0.441556,0.224209,-1.00493,-0.882967,-1.42058,-0.656525,-0.865389,-0.910456,-1.2681,0.0459461,-1.35647,-1.12043,-0.837759,-1.24229,-0.148591,0.105477,0.0302905,-0.884026,-0.873307,-1.248,4.17502,0.414292,1.08242,0.274667,0.274442,0.448105,0.0302298,0.514442,0.0539665,0.226346,0.178704,0.291207,0.113189,0.278534,0.240652,0.112959,0.280786,0.137963,0.227084,0.218832,0.0724618,0.28786,0.185467,0.00395155,0.0142794,0.348327,0.257764,0.150651,0.258029,0.0342555,0.165918,1.00989,0.5364,1.6426,1.87878,1.85296,0.530169,2.51016,1.33981,1.33024,1.21891,1.42156,1.56958,0.673137,0.834213,-0.0130697,0.967059,0.626333,0.661064,1.00082,0.134361,1.1554,0.830153,0.524527,-0.0837027,-0.310686,-0.628322,0.614958,0.0981674,0.423866,0.394741,0.149522,-0.197623,0.304035,0.834195,0.462959
1736.95,0.991462,0.00176814,11,2047,0,-1631.14,0.375588,0.241862,0.106031,-0.583056,-0.232016,0.122557,-0.209691,0.479598,-0.080838,0.371724,0.50278,-0.53423,0.678794,-0.873726,0.394456,-0.216761,0.0629878,0.119197,-0.503091,-0.312178,-0.826307,-0.0379202,0.0424481,-0.397827,0.103115,-0.963772,0.406617,-0.208605,-0.419126,-0.829533,-0.490245,-0.302843,0.024843,0.0768958,-0.542911,-0.0417809,0.152657,-0.810272,-0.0519947,0.604458,-0.497097,0.517019,-0.231883,-0.620548,-1.33867,-0.0175836,-0.763285,-0.358485,-1.01734,-0.0612419,-0.542822,-0.906656,-0.539614,-0.80082,-0.082355,0.18406,-0.172575,-0.657888,-0.965514,-0.705601,-0.884532,-0.120002,-0.98057,-0.267773,-0.915548,-1.36335,-0.995194,-1.01612,0.456307,-0.674176,-0.809848,-1.60217,-0.922229,-1.07627,-0.699557,-1.36883,0.957417,-0.131726,-0.316811,-0.549258,-0.252668,-1.78635,-0.146096,-0.565146,-0.49268,-0.0887356,-0.116104,0.486951,-0.409039,-0.132945,-1.12544,-0.531023,-0.178392,-0.597629,-1.06509,-0.557528,0.158358,0.470031,-0.858207,0.238434,-0.819245,-0.203874,0.601846,0.461394,-0.737811,-0.638271,-1.13651,-0.47736,-0.622272,-0.609177,-1.08533,0.242095,-1.06817,-0.869684,-0.697976,-1.09052,0.134511,0.30897,0.349311,-0.541298,-0.652741,-0.907945,3.83584,0.0288886,0.031917,0.135288,0.0929029,0.826882,0.733134,0.0494038,0.607918,0.256509,0.0775015,0.123235,0.159159,0.180184,0.0615568,0.23163,0.597552,0.00631854,0.0192246,0.219908,0.116467,0.206116,0.232657,0.216596,0.0411245,0.859334,0.0973342,0.421659,0.22877,0.0327216,0.282252,0.452899,0.14826,1.38621,1.5298,1.56159,0.367823,2.35548,1.10477,1.05421,1.04196,1.21003,1.35905,0.401576,0.536777,-0.271054,0.662367,0.339355,0.382451,0.75545,-0.117604,0.937089,0.628621,0.213261,-0.24548,-0.597064,-0.888781,0.333283,-0.174999,0.107647,0.130875,-0.145018,-0.389462,0.0562185,0.691092,0.463445
1725.86,0.981956,0.00176814,11,2047,0,-1636.71,0.501024,0.487549,0.0337637,-0.198534,-0.0748378,-0.0309607,-0.188982,0.382159,0.19638,0.649168,-0.312502,-0.461238,0.64272,0.252746,-0.0802242,0.124848,0.262253,0.486911,-0.531709,-0.274348,0.272135,-0.0188548,0.0495834,0.0110128,0.19287,-0.338619,0.132428,-0.0340519,-0.184395,-0.740758,-0.403757,-0.389545,-0.0574441,-0.54953,0.0784054,0.107968,-0.425143,-0.610448,0.391369,-0.0180218,-0.488553,0.572796,-0.188866,-0.684046,-1.33831,-0.098351,-0.654091,-0.33619,-1.07956,-0.0937813,-0.613801,-0.86276,-0.589852,-0.833529,-0.165598,0.184546,-0.135701,-0.681263,-0.927885,-0.724542,-0.98066,-0.146296,-1.07507,-0.410264,-0.942622,-1.43644,-1.11049,-0.976212,0.402187,-0.683932,-0.838496,-1.69349,-0.951892,-1.12224,-0.772562,-1.39708,0.928738,-0.255275,-0.333346,-0.605839,-0.165326,-1.91083,-0.288046,-0.559371,-0.491473,-0.0696693,-0.186176,0.348468,-0.432303,-0.198082,-1.06846,-0.562053,-0.189916,-0.66229,-1.1377,-0.449902,0.191761,0.531553,-0.846911,0.272696,-0.924784,-0.19472,0.671953,0.424246,-0.706014,-0.739001,-1.15657,-0.507124,-0.652388,-0.726545,-1.00562,0.231654,-1.13665,-0.939316,-0.661211,-1.04798,0.0542279,0.27515,0.267346,-0.670058,-0.653824,-0.887486,2.57768,0.162412,0.260636,1.04659,0.286888,0.566462,0.170891,0.59124,0.184691,0.0108234,0.186057,0.131127,0.00127481,0.914744,0.481217,0.112281,0.0698216,0.0179589,0.211292,0.446766,0.160983,0.0388504,0.448698,0.245739,1.29946,1.17084,0.123803,0.0076711,0.385837,0.327755,0.308474,0.690775,0.358658,1.40592,1.56472,1.60363,0.260278,2.32597,1.10455,1.08114,1.00199,1.21096,1.37372,0.426172,0.611123,-0.209009,0.690473,0.406195,0.505888,0.717818,-0.0654434,0.966455,0.555973,0.320127,-0.278017,-0.597684,-0.837989,0.346436,-0.237055,0.185052,0.154242,-0.0899586,-0.316502,0.0745457,0.717486,0.462565
1736.88,0.949321,0.00176814,11,2047,0,-1630.39,0.74993,0.549489,-0.100702,-0.351633,0.0171568,0.0510209,-0.196414,0.450784,0.241079,0.436805,0.261754,-0.792058,0.511508,-0.11554,-0.0203798,-0.111251,0.192129,-0.048211,-0.594972,-0.69741,-0.610265,0.0958349,-0.231677,-0.0718762,0.263653,-0.600718,-0.550511,-0.0595164,-0.193248,-0.798416,-1.02296,-1.06724,-0.15479,-0.390439,-0.292361,-0.237906,-0.365892,-0.672756,-0.282481,0.242218,-0.653424,0.573535,-0.446892,-0.914998,-1.58981,-0.315308,-0.889948,-0.498287,-1.23788,-0.316642,-0.782615,-1.10795,-0.775878,-1.04666,-0.350343,-0.0494554,-0.408984,-0.86953,-1.16131,-0.944546,-1.17507,-0.368455,-1.24407,-0.657837,-1.1957,-1.67115,-1.26562,-1.14878,0.199538,-0.86673,-1.12477,-1.97195,-1.18509,-1.37159,-0.998817,-1.53965,0.751667,-0.416848,-0.542825,-0.847498,-0.374989,-2.03318,-0.555681,-0.845353,-0.683711,-0.344991,-0.39466,0.136552,-0.636469,-0.430991,-1.36182,-0.846545,-0.461405,-0.875271,-1.33314,-0.659483,-0.0464789,0.300119,-1.00232,0.0890806,-1.16212,-0.36997,0.439634,0.290224,-1.0032,-0.924096,-1.46782,-0.745176,-0.829381,-0.946298,-1.23863,-0.000459529,-1.3387,-1.17581,-0.832791,-1.2413,-0.166245,0.0427834,0.0299885,-0.839455,-0.846827,-1.10611,5.23473,0.133093,0.053268,0.072832,0.468682,0.744896,0.0632555,0.22055,0.064324,0.0981618,0.204071,0.095876,0.451653,0.122144,0.324894,0.0600429,0.0503213,0.0832799,0.0660617,0.419301,0.283935,0.0786272,0.0205238,0.326988,0.0291592,0.180925,0.362014,0.0690335,0.000834407,0.367814,0.0254195,0.033521,0.130774,1.62844,1.82818,1.81094,0.552438,2.60171,1.29138,1.31442,1.26392,1.39114,1.52692,0.72052,0.824333,-0.00203894,0.918219,0.544074,0.689766,0.99986,0.181491,1.15189,0.832193,0.552471,-0.0208761,-0.284855,-0.614117,0.559526,0.00325746,0.348767,0.384024,0.12969,-0.172049,0.280567,0.871269,0.4568
1735.45,0.472237,0.00176814,10,1535,0,-1635.78,0.44592,0.599389,0.191177,-0.141638,-0.0859528,0.0680471,-0.0226901,0.375876,0.15454,0.345841,0.134675,-0.619402,0.0352694,-0.0593904,0.396822,-0.198889,-0.4019,0.0369361,-0.39153,-0.115635,-0.68887,0.139517,-0.175457,0.148989,0.275234,-0.665077,0.478597,-0.114865,-0.272305,-0.532503,-0.449947,-0.870309,0.257854,-0.225054,-0.117051,-0.118756,-0.349523,-0.456272,0.0599381,0.137803,-0.771006,0.619329,-0.414078,-0.780814,-1.51422,-0.251763,-0.944989,-0.517466,-1.28998,-0.268652,-0.699495,-1.07835,-0.749048,-0.895781,-0.282059,0.0279254,-0.235823,-0.807952,-1.17457,-0.781451,-1.14711,-0.416115,-1.27902,-0.580629,-1.17962,-1.67353,-1.21139,-1.15628,0.209421,-0.845325,-1.00327,-1.94589,-1.24452,-1.29779,-0.968473,-1.56145,0.742491,-0.37221,-0.471213,-0.821746,-0.331156,-2.06743,-0.378237,-0.783555,-0.767801,-0.256967,-0.433688,0.1881,-0.610659,-0.428385,-1.42161,-0.773759,-0.443708,-0.795724,-1.16296,-0.638074,0.0283327,0.214713,-1.07856,0.101605,-1.12324,-0.356918,0.474371,0.262824,-0.94714,-0.959359,-1.39792,-0.654353,-0.824173,-0.813457,-1.23875,-0.073028,-1.29912,-1.18536,-0.840759,-1.22083,-0.153703,0.0774822,-0.0197657,-0.746485,-0.814563,-1.15337,3.46249,0.0680378,0.17005,0.49333,0.101832,0.418558,0.50536,0.398418,0.0537634,0.444001,0.295868,0.138159,0.253425,0.102828,0.0197222,0.0184894,0.099188,0.0801169,0.155158,0.426863,0.0213608,0.964274,0.906765,0.139443,0.0186251,0.0775097,0.0742034,0.210864,0.00447804,0.134755,0.322466,0.262259,0.278019,1.56513,1.80371,1.82465,0.526359,2.55196,1.27146,1.27762,1.13303,1.39557,1.52896,0.666345,0.745201,-0.0535218,0.883438,0.556761,0.685234,0.978192,0.186855,1.14502,0.773458,0.419698,-0.13719,-0.342051,-0.622098,0.551462,0.0148599,0.371612,0.355588,0.114955,-0.160186,0.250201,0.848193,0.465883
1716.31,0.993747,0.00176814,11,2047,0,-1621.48,0.850332,0.712792,0.188558,-0.158423,-0.14122,-0.00170022,-0.155634,0.356503,-0.458162,0.17549,0.325356,-0.665407,-0.109324,-0.221485,0.099353,-0.243108,-0.587532,-0.11161,-0.164398,-0.740846,-0.5391,0.453584,-0.118378,-0.08701,-0.0640745,-0.807429,-0.280841,-0.184219,-0.431746,-0.58743,-0.484682,-0.441306,-0.0600744,0.270552,-0.239091,-0.058953,-0.365886,-0.824098,-0.320158,0.159194,-0.686492,0.542758,-0.521448,-0.888313,-1.61823,-0.321468,-1.0111,-0.629884,-1.41415,-0.381241,-0.800494,-1.17909,-0.855639,-0.970037,-0.393897,-0.0647206,-0.302148,-0.911905,-1.25074,-0.904797,-1.24668,-0.476906,-1.38066,-0.658126,-1.246,-1.73593,-1.30099,-1.25568,0.127527,-0.963191,-1.09196,-2.04692,-1.33583,-1.39501,-1.03703,-1.66128,0.627502,-0.461921,-0.57075,-0.924577,-0.438051,-2.1675,-0.480097,-0.891097,-0.876981,-0.361659,-0.543889,0.0718746,-0.69083,-0.576451,-1.51406,-0.850226,-0.543731,-0.897599,-1.26586,-0.76333,-0.0656288,0.0881274,-1.19204,0.0067417,-1.19985,-0.481459,0.363345,0.163839,-1.02719,-1.00799,-1.4806,-0.734705,-0.943515,-0.888333,-1.32804,-0.160522,-1.41023,-1.26773,-0.921815,-1.33546,-0.252703,-0.0367437,-0.155809,-0.853822,-0.953321,-1.2609,3.21705,0.386033,0.65698,0.0465182,0.330014,1.34674,0.0401895,0.163034,0.397314,0.300654,0.06078,0.694684,0.0442945,0.642774,0.161105,0.498754,0.0361858,0.0598147,0.247379,0.528713,0.0716787,0.0712784,0.154371,1.70256,0.45243,0.689963,1.0779,0.210783,0.0955953,0.0893113,0.12253,0.157349,0.244712,1.72835,1.84469,1.89856,0.658765,2.62932,1.41952,1.40474,1.30018,1.51575,1.62105,0.716704,0.855436,0.0812603,1.01095,0.596877,0.749939,1.11172,0.191519,1.24485,0.841452,0.528721,0.126348,-0.278443,-0.577012,0.622948,0.103816,0.430639,0.501801,0.139692,-0.108492,0.418286,0.960512,0.461859
1730.83,0.999078,0.00176814,11,2047,0,-1642.52,0.976015,0.25902,-0.229028,-0.530777,-0.0664913,0.145181,-0.230456,0.41314,-0.212159,0.217418,0.0647066,-0.712863,0.242002,-0.502571,-0.0527332,-0.22921,0.295475,-0.260304,-0.537376,-0.849979,-1.08912,-0.118999,-0.547194,-0.168076,-0.463662,-0.74154,0.365572,-0.0820513,-0.28048,-0.551169,-0.918367,-0.511425,0.218753,-0.23497,-0.217389,-0.258424,-0.500873,-0.973361,-0.416236,0.280109,-0.818954,0.583684,-0.50606,-0.822561,-1.61113,-0.358275,-1.02631,-0.572442,-1.27876,-0.31816,-0.803911,-1.14546,-0.880556,-1.08991,-0.377952,-0.0737609,-0.397431,-0.90068,-1.218,-0.87765,-1.32716,-0.524812,-1.25121,-0.627094,-1.15226,-1.72954,-1.30342,-1.19261,0.23744,-0.90774,-1.10745,-2.00265,-1.30165,-1.41846,-1.10063,-1.7229,0.638948,-0.51232,-0.564656,-0.785241,-0.452661,-2.05868,-0.461455,-0.987309,-0.785969,-0.194554,-0.513708,-0.0433322,-0.643685,-0.506035,-1.48904,-0.789672,-0.375021,-0.976973,-1.3737,-0.782336,-0.0837303,0.141908,-1.13242,-0.0671974,-1.12562,-0.408219,0.356052,0.075916,-1.06488,-0.975076,-1.46228,-0.810634,-0.846436,-0.960477,-1.39978,-0.129862,-1.42949,-1.22144,-0.856167,-1.35066,-0.139868,0.06736,-0.0318821,-0.816916,-0.982914,-1.22034,5.22951,0.0738505,0.107148,0.48252,0.146058,0.664413,0.34338,0.227634,0.203841,0.500028,0.26884,0.0739735,0.0721689,0.0304844,0.0746952,0.0903517,0.119878,0.442433,0.140042,0.0195654,0.137995,0.120406,0.261627,0.0703211,0.63003,0.0843281,0.149343,0.161159,0.174596,0.0907433,0.198722,0.203103,0.198455,1.6189,1.82582,1.88545,0.614691,2.65932,1.39292,1.31735,1.2428,1.5107,1.61788,0.684114,0.80935,-0.0442222,0.986333,0.635522,0.715789,1.09812,0.153112,1.21688,0.889323,0.594062,0.00818914,-0.312611,-0.53992,0.612786,0.0749763,0.437065,0.413555,0.221028,-0.157224,0.336053,0.945207,0.462059
