# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJb_C_sim1_model
# start_datetime = 2022-02-22 08:54:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpKk1edD/standata-495415351d46.json
# init = 2 (Default)
# random
#   seed = 1661923731
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_C_sim1-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_C_sim1-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJb_C_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_HJb,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0155262
# Diagonal elements of inverse mass matrix:
# 0.00685796, 0.0204621, 0.0155071, 0.013203, 0.0132954, 0.0132729, 0.0133192, 0.0134069, 0.0133398, 0.0134402, 0.01333, 0.0133566, 0.0132497, 0.0132255, 0.0133403, 0.0132534, 0.0133427, 0.0132374, 0.013311, 0.0133541, 0.0131504, 0.0132344, 0.0132966, 0.0133112, 0.0133953, 0.0132217, 0.0133777, 0.0132578, 0.0133878, 0.0132812, 0.0134739, 0.0133706, 0.0132368, 0.0132898, 0.0133236, 0.0132452, 0.00534272, 0.00935834, 0.00933838, 0.009406, 0.00929708, 0.00937425, 0.00933159, 0.00940338, 0.00934853, 0.00933675, 0.00938662, 0.00930205, 0.00928205, 0.0093301, 0.00951767, 0.0094051, 0.00932575, 0.00941462, 0.00935609, 0.00941384, 0.0092987, 0.00926668, 0.00933753, 0.00924415, 0.00932288, 0.00930848, 0.00935441, 0.00944638, 0.00926306, 0.00949492, 0.0095644, 0.00920825, 0.0092977, 0.00931137, 0.00938019, 0.00955854, 0.00952438, 0.00939458, 0.00938729, 0.00937331, 0.00946738, 0.00950684, 0.00933615, 0.00918188, 0.00930176, 0.00941031, 0.00946645, 0.00937516, 0.00927422, 0.00953901, 0.00934543, 0.00940204, 0.00948142, 0.00930778, 0.00936574, 0.00919222, 0.00933394, 0.00948012, 0.00943981, 0.0092799, 0.00927765, 0.00936799, 0.0094311, 0.00931821, 0.00928924, 0.00943117, 0.00934301, 0.00933644, 0.00940141, 0.0094395, 0.00932002, 0.00938506, 0.00940401, 0.00924647, 0.00928515, 0.00937821, 0.00934308, 0.00937362, 0.00949104, 0.00948286, 0.00916437, 6.42505e-05
21475.7,0.99879,0.0155262,5,31,0,-21422.6,-0.237805,-0.211407,0.516026,0.589716,-0.202172,0.349993,-1.00157,-0.624953,1.02755,-0.890849,0.0287707,0.391863,0.595244,-0.439926,0.586528,-0.220334,-0.0429964,0.26703,-0.332443,-0.531666,0.0585123,-0.334963,0.476822,-0.0259478,-0.0556898,-0.335847,-0.745639,-0.324225,-0.858221,1.24589,0.98386,0.0838539,0.485092,0.130864,0.0388253,0.243622,0.465916,0.513386,0.208547,-0.452963,0.738518,0.106449,0.473843,-0.213217,0.631284,0.343346,-0.0459667,0.255146,0.082374,0.695992,0.934704,0.646445,0.177565,-0.202124,0.120306,-0.114288,0.627915,-0.217502,0.442936,-0.0475838,-0.598027,-0.254156,-0.119354,1.11922,0.199783,-0.0222446,-0.955651,-0.171352,-0.290633,0.0274971,-0.486145,1.48029,0.500261,0.541547,0.317355,0.51527,-1.32738,0.500324,0.185074,0.389977,0.645035,0.544532,1.03228,0.465485,0.517826,-0.300824,0.214976,0.588528,0.162822,-0.138103,0.421285,0.873045,1.09603,-0.073508,0.859961,-0.0383132,0.583937,1.28779,1.09571,0.0990913,0.230561,-0.246793,0.317201,0.243481,0.145897,-0.278543,0.83307,-0.421027,-0.0410193,0.133982,-0.295422,0.800053,1.03929,0.901305,0.26294,0.182638,-0.0540932,0.0209429,0.351911,-0.439977,0.112188,-1.23938,-0.862758,0.789748,-1.12865,-0.209034,0.154058,0.357439,-0.677731,0.348723,-0.458139,-0.280801,0.0292247,-0.570249,-0.769471,-0.179293,-0.572768,0.239017,-0.263753,-0.293495,-0.573652,-0.983444,-0.56203,-1.09603,1.00808,0.746055,-0.153951,0.247287,-0.106941,-0.19898
21482.3,0.988468,0.0155262,5,31,0,-21419.6,-0.229971,-0.15138,0.503171,0.585911,-0.201436,0.355617,-0.993504,-0.61368,1.0386,-0.899643,0.0304648,0.387674,0.584893,-0.443062,0.583621,-0.227487,-0.0439566,0.261097,-0.333473,-0.521566,0.0561466,-0.333845,0.471661,-0.0306326,-0.0540753,-0.340452,-0.745704,-0.321347,-0.852477,1.23503,1.00336,0.0822655,0.489671,0.136366,0.0434069,0.24644,0.465511,0.474444,0.217371,-0.423549,0.728471,0.0980879,0.487401,-0.252708,0.629424,0.32701,-0.0522878,0.267332,0.0897938,0.740083,0.884328,0.643292,0.14761,-0.154114,0.111328,-0.0795622,0.609967,-0.207772,0.429582,-0.0246135,-0.64039,-0.254278,-0.0923918,1.11329,0.160365,-0.0127829,-0.978904,-0.155795,-0.293674,0.0272066,-0.467654,1.47301,0.484195,0.539761,0.261207,0.546406,-1.31192,0.503094,0.178698,0.359626,0.644401,0.518546,1.0167,0.465146,0.483679,-0.32824,0.197142,0.597115,0.151784,-0.118243,0.414704,0.899244,1.06559,-0.0578271,0.89201,-0.0485996,0.568691,1.26579,1.08957,0.0857047,0.203604,-0.27228,0.287007,0.233763,0.110409,-0.308873,0.816598,-0.418081,-0.108671,0.140135,-0.279399,0.776601,1.02854,0.889552,0.259753,0.186819,-0.0661832,0.0210332,0.355939,-0.431408,0.125646,-1.22348,-0.843651,0.808626,-1.12961,-0.199506,0.157703,0.354922,-0.673033,0.35365,-0.457458,-0.273928,0.0311258,-0.563444,-0.751537,-0.173825,-0.563816,0.241689,-0.260604,-0.284046,-0.570423,-0.975675,-0.551318,-1.08245,1.00506,0.773385,-0.147706,0.2597,-0.0936055,-0.186564
21492.7,0.958484,0.0155262,5,31,0,-21423.5,-0.234051,-0.148955,0.528166,0.57444,-0.190469,0.333836,-0.992368,-0.618632,1.02846,-0.871119,0.0306667,0.390522,0.600154,-0.440322,0.593142,-0.221186,-0.0392799,0.269651,-0.335769,-0.515937,0.0701899,-0.332641,0.470299,-0.0192775,-0.0528069,-0.316261,-0.746961,-0.321339,-0.860597,1.24233,0.997917,0.0647294,0.479493,0.136109,0.0593119,0.214973,0.475804,0.497542,0.210886,-0.44225,0.724784,0.0981232,0.465823,-0.234222,0.615823,0.344392,-0.051599,0.263474,0.080219,0.698908,0.933856,0.644701,0.177548,-0.198917,0.112324,-0.089787,0.630287,-0.201512,0.426673,-0.0588136,-0.618066,-0.259262,-0.099637,1.08576,0.179934,-0.0292992,-0.976312,-0.161004,-0.293789,0.0160141,-0.476875,1.4718,0.4867,0.543991,0.278911,0.524362,-1.3146,0.494009,0.192469,0.389831,0.64947,0.53779,1.03786,0.469073,0.502457,-0.294423,0.202236,0.576027,0.157122,-0.143921,0.4154,0.876552,1.0787,-0.0857768,0.868358,-0.0456241,0.572911,1.28706,1.08416,0.0893095,0.222164,-0.249831,0.301769,0.233358,0.140419,-0.291453,0.829828,-0.394298,-0.0634549,0.137872,-0.279768,0.782113,1.02772,0.89348,0.264473,0.174012,-0.0441352,0.0210285,0.340389,-0.42452,0.0997851,-1.22642,-0.852683,0.794406,-1.10517,-0.203384,0.156471,0.366103,-0.674373,0.359091,-0.455237,-0.273331,0.0356,-0.56982,-0.749988,-0.163861,-0.566692,0.236248,-0.253329,-0.286858,-0.550313,-0.981012,-0.555391,-1.09465,1.00828,0.763866,-0.169322,0.245442,-0.0979424,-0.174739
21481.4,0.921519,0.0155262,5,31,0,-21427,-0.239855,-0.197007,0.518946,0.584205,-0.21683,0.358436,-0.989537,-0.597318,1.04331,-0.892328,0.0453936,0.388443,0.59718,-0.440826,0.587343,-0.225639,-0.0188514,0.26918,-0.322829,-0.512775,0.0668898,-0.322226,0.469085,-0.0105397,-0.0519548,-0.321036,-0.743794,-0.312093,-0.836473,1.24106,1.0085,0.075214,0.488711,0.133665,0.0493193,0.211981,0.478041,0.491015,0.204386,-0.459306,0.729041,0.11384,0.483089,-0.223662,0.627683,0.315502,-0.050364,0.272527,0.0903293,0.712071,0.893251,0.635067,0.159213,-0.153982,0.122691,-0.101661,0.604826,-0.207647,0.440984,-0.0247559,-0.607563,-0.260379,-0.118873,1.13186,0.190639,-0.00846258,-0.968081,-0.159862,-0.28256,0.0525948,-0.460793,1.49927,0.495844,0.525687,0.2928,0.514441,-1.30502,0.492678,0.175979,0.376492,0.658998,0.533077,1.00903,0.474165,0.491432,-0.313903,0.205836,0.59165,0.164183,-0.121826,0.435873,0.888051,1.08065,-0.0411063,0.872507,-0.0490449,0.58637,1.29508,1.09425,0.0799168,0.199463,-0.259729,0.297009,0.230917,0.114642,-0.28441,0.824321,-0.427489,-0.0883486,0.126564,-0.285359,0.798687,1.01734,0.875714,0.249029,0.194327,-0.0719264,0.0210512,0.34435,-0.456685,0.118581,-1.22939,-0.837173,0.803456,-1.13218,-0.194461,0.148589,0.357326,-0.680681,0.347489,-0.465494,-0.258706,0.0293251,-0.562684,-0.752629,-0.172965,-0.562081,0.22923,-0.250394,-0.29181,-0.560891,-0.983649,-0.551948,-1.07633,1.00121,0.768641,-0.164641,0.248856,-0.10619,-0.190535
21485.5,0.948684,0.0155262,5,31,0,-21416.4,-0.230334,-0.154209,0.523349,0.581736,-0.226612,0.336953,-1.00409,-0.611176,1.03216,-0.902666,0.0237065,0.373561,0.584114,-0.451531,0.582031,-0.23286,-0.0518768,0.251628,-0.327118,-0.531429,0.0529221,-0.347531,0.470474,-0.0230472,-0.0595072,-0.334369,-0.754218,-0.322277,-0.853758,1.23623,0.99607,0.05692,0.474096,0.131726,0.0404028,0.210887,0.474965,0.505794,0.222733,-0.407658,0.740315,0.093032,0.475857,-0.231746,0.626959,0.344709,-0.0423455,0.255916,0.0836401,0.712187,0.923404,0.654838,0.162289,-0.181255,0.113285,-0.0911541,0.635473,-0.211997,0.428946,-0.0451912,-0.6417,-0.243036,-0.0970935,1.10413,0.166761,-0.0230282,-0.966341,-0.17378,-0.290433,0.0201238,-0.482724,1.46135,0.491832,0.556732,0.286456,0.540159,-1.31814,0.526145,0.193365,0.371568,0.622153,0.542289,1.03033,0.459637,0.519083,-0.304087,0.202068,0.596697,0.152982,-0.130814,0.403923,0.889896,1.08108,-0.087605,0.89307,-0.0394339,0.578409,1.27376,1.09452,0.104097,0.239644,-0.258199,0.309778,0.244084,0.13982,-0.298168,0.833774,-0.406301,-0.0648313,0.15533,-0.280151,0.779646,1.05253,0.911269,0.275495,0.206991,-0.0487605,0.0209761,0.351402,-0.456946,0.106619,-1.23442,-0.84151,0.801822,-1.133,-0.206627,0.143228,0.35378,-0.681865,0.351697,-0.463194,-0.282211,0.0212945,-0.557451,-0.761763,-0.177412,-0.577865,0.24014,-0.253381,-0.289841,-0.564702,-0.984552,-0.552611,-1.08409,1.0059,0.765736,-0.173414,0.243763,-0.098608,-0.189931
21483.3,0.956198,0.0155262,5,31,0,-21421,-0.219753,-0.164352,0.518173,0.571604,-0.229017,0.332316,-1.00983,-0.612628,1.02949,-0.908792,0.0190827,0.370875,0.578334,-0.459086,0.580076,-0.242286,-0.0646063,0.245933,-0.335524,-0.529863,0.0480772,-0.35254,0.458873,-0.0246113,-0.0754388,-0.34214,-0.765005,-0.32822,-0.859124,1.22156,0.990168,0.0535997,0.467073,0.122926,0.0292468,0.235536,0.464298,0.488683,0.213165,-0.460184,0.727985,0.120661,0.494212,-0.225052,0.626238,0.323513,-0.0500524,0.269598,0.0909305,0.721825,0.901627,0.637767,0.164769,-0.172946,0.115641,-0.106575,0.614133,-0.208551,0.447136,-0.0252398,-0.594753,-0.258394,-0.108032,1.13289,0.18767,-0.0149053,-0.964535,-0.152762,-0.296385,0.0375514,-0.459217,1.49976,0.493267,0.533112,0.29821,0.521648,-1.30524,0.476297,0.168818,0.386502,0.664091,0.524177,1.00806,0.470638,0.494202,-0.317996,0.219343,0.58726,0.164756,-0.128939,0.436663,0.880949,1.08275,-0.0427664,0.865744,-0.0431342,0.580496,1.29969,1.10047,0.0796768,0.199416,-0.250542,0.300906,0.242843,0.117035,-0.289784,0.827694,-0.418585,-0.0796542,0.119463,-0.288744,0.804736,1.01534,0.882807,0.252735,0.168733,-0.0755487,0.0210741,0.351852,-0.44877,0.112564,-1.22958,-0.832381,0.809734,-1.12854,-0.20067,0.151123,0.358582,-0.678839,0.360323,-0.462039,-0.284359,0.0261806,-0.555277,-0.749615,-0.171675,-0.572292,0.239121,-0.244364,-0.295191,-0.561892,-0.984757,-0.547972,-1.07888,1.0018,0.770415,-0.166153,0.247321,-0.0968263,-0.190506
