# 0.116678, 0.115942, 0.928433, 0.757574, 0.758539, 0.729971, 0.801134, 0.859595, 0.728571, 0.763511, 0.901905, 0.703354, 0.870896, 0.870177, 0.905453, 0.694832, 0.856298, 0.828747, 0.924528, 0.778945, 0.873932, 0.636787, 0.775145, 0.63759, 1.03222, 0.999946, 0.851106, 0.71486, 0.77607, 0.784768, 0.938048, 0.747903, 1.02598, 1.07127, 0.938613, 0.026771, 0.0281214, 0.264744, 0.279597, 0.279804, 0.261356, 0.280733, 0.189382, 0.249363, 0.228636, 0.228439, 0.19487, 0.243135, 0.242452, 0.331295, 0.280176, 0.190099, 0.259894, 0.229907, 0.267623, 0.290202, 0.233464, 0.300375, 0.450999, 0.236423, 0.25756, 0.305855, 0.211841, 0.23101, 0.211663, 0.2084, 0.222177, 0.221693, 0.236725
87.1,0.998849,0.0806108,6,63,0,-52.8952,-0.739247,0.251664,0.105912,-0.51185,-1.49909,0.635532,-1.11204,-0.823707,0.626719,0.419447,0.733711,-1.40275,0.90886,-0.757742,1.50066,-0.664942,0.0994267,0.635242,1.16286,0.643559,-0.314986,0.312999,-0.457565,0.236967,-1.06704,2.36369,0.466716,-1.01194,0.192835,0.668784,-0.970325,-0.201845,-0.371737,-0.840791,0.883165,1.61947,1.08239,0.6614,1.05735,1.08411,1.60464,0.916425,0.0566518,0.282298,0.456055,0.435839,-0.847699,0.529161,-0.152674,1.24852,0.664607,0.250227,0.187394,-0.25114,0.278257,0.510114,0.201361,0.975002,1.03725,-2.04771,0.295392,1.41108,0.683751,0.210528,-1.55707,-0.641084,-0.0123645,-0.783716,-1.66222,0.197453,0.0928914,0.318975,0.133885,0.164423,0.318041,0.296089,0.329373,0.103095,0.347924,0.17141,0.410603,0.181239,0.262195,0.318944,0.374826,0.319825,0.218303,0.284815,0.203202,0.276762,0.138652,0.502008,0.301095,0.144487,0.272088,0.322497,0.148895,0.230286,0.212292,0.162614,0.345202,10.3332,15.8621,16.3284,28.6834,13.6181,5.3698,6.85534,8.27385,8.09478,2.01765,8.95516,4.28114,19.5087,10.3691,6.62145,6.1861,3.84834,6.82542,8.77242,6.28033,14.5095,15.5208,0.550492,6.95319,23.2616,10.5862,6.34296,0.936241,2.5233,4.98328,2.16233,0.835523,-0.541794,-0.646355,-0.420272,-0.605362,-0.574824,-0.421206,-0.443158,-0.409874,-0.636152,-0.391323,-0.567837,-0.328644,-0.558008,-0.477052,-0.420303,-0.364421,-0.419422,-0.520944,-0.454432,-0.536045,-0.462485,-0.600595,-0.237239,-0.438152,-0.59476,-0.467159,-0.41675,-0.590352,-0.508961,-0.526954,-0.576633,-0.394045,0.63223,0.656189,0.603548,0.646882,0.639875,0.603772,0.609011,0.601058,0.653883,0.596601,0.638264,0.581429,0.635992,0.617052,0.603556,0.59011,0.603345,0.627368,0.611693,0.630892,0.613604,0.645792,0.559033,0.607819,0.644456,0.614711,0.602705,0.643446,0.624563,0.628772,0.640292,0.597256
87.7245,0.999884,0.0806108,6,63,0,-51.5097,-0.24077,-0.181899,0.151565,-0.635817,0.571439,-0.896963,0.685475,0.524635,0.616381,-0.643131,-0.563958,1.39366,-0.20899,0.744105,-1.80627,0.678432,-0.731733,-0.238261,-0.483364,0.0818612,-0.269089,-0.648494,0.345072,-0.50793,-1.35773,-1.17256,-0.617803,0.783493,0.189076,-0.74297,1.86839,1.43668,1.85996,1.52768,0.175,1.56252,0.904263,1.59819,0.651789,0.164741,0.346647,0.222191,-0.42607,1.1627,-0.146951,0.594847,-1.42106,0.679918,1.12829,1.55946,1.65992,0.135083,0.360783,0.589272,0.735009,0.926473,0.967621,1.29489,1.10931,-1.1563,0.747744,1.12951,-0.0950106,0.585196,-1.7529,-0.389244,0.224165,-1.11112,-1.86533,-0.278266,-0.095289,-0.317847,-0.0780051,-0.102383,-0.0884774,-0.279375,-0.267375,0.0293306,-0.213574,-0.0691189,-0.455666,-0.0790727,-0.292804,-0.218011,-0.25516,-0.169492,-0.222683,-0.280188,-0.129598,-0.258883,-0.387684,-0.359618,-0.275536,-0.0631491,-0.153242,-0.294507,0.101284,0.0358513,0.100005,0.0496427,-0.155375,20.241,8.6013,5.53723,6.52724,5.83249,3.24542,13.6524,4.17721,8.16962,1.31984,8.82289,13.234,19.5444,21.4029,5.3907,6.61121,8.12854,9.27355,11.0265,11.4445,15.3859,13.0089,1.67686,9.38096,13.2486,4.37808,8.09864,0.977692,3.35532,5.84291,1.74679,0.883181,-0.519037,-0.336059,-0.558617,-0.318775,-0.343153,-0.329248,-0.520145,-0.508145,-0.21144,-0.454345,-0.309889,-0.696436,-0.319843,-0.533574,-0.458781,-0.49593,-0.410262,-0.463454,-0.520958,-0.370368,-0.499654,-0.628454,-0.600389,-0.516306,-0.303919,-0.394012,-0.535277,-0.139487,-0.204919,-0.140766,-0.191128,-0.396145,0.626922,0.583233,0.636133,0.579026,0.584956,0.581576,0.627182,0.624372,0.552664,0.611672,0.576858,0.667397,0.579286,0.630316,0.612725,0.621502,0.601151,0.613833,0.627372,0.591548,0.622378,0.652139,0.645745,0.626284,0.5754,0.597248,0.630713,0.534815,0.551051,0.535133,0.547637,0.597761
73.0611,0.866803,0.0806108,6,63,0,-45.6777,-0.927499,0.478646,0.0520697,-1.83805,0.726263,-0.638505,1.40871,-0.608997,0.620696,-0.596812,-0.988945,0.426248,1.40209,0.582837,-0.579186,-0.719837,-0.057709,-0.353585,0.333432,-0.233407,0.532173,-0.0606526,-1.51602,-1.10675,-1.46173,0.535841,-0.348126,-0.678292,2.044,0.742782,0.373776,1.03905,-0.609308,0.915743,-0.873937,1.56177,0.772237,0.377115,1.16283,0.967363,1.40277,-0.328491,-0.161729,1.21596,0.397968,0.912588,-1.34955,0.998737,1.12999,1.41032,1.88813,0.898609,-0.123873,-0.134936,-0.14995,1.14055,-0.330792,1.4528,0.992652,-2.27166,0.497295,1.25539,-0.504845,0.803083,-1.22635,-0.596867,-0.0312891,-0.986942,-2.6901,0.382939,0.516462,0.445399,0.551997,0.446936,0.510965,0.44757,0.427152,0.500841,0.551652,0.508994,0.448488,0.441164,0.475641,0.460235,0.496008,0.466493,0.506356,0.475488,0.399707,0.421018,0.402534,0.506547,0.460519,0.443328,0.585076,0.517322,0.498108,0.532749,0.44692,0.526329,0.43314,6.37885,11.7018,10.0623,14.0839,3.69911,4.20752,12.1919,6.48241,9.64558,1.68135,10.3091,11.4088,14.1664,20.4882,9.54201,4.33233,4.29548,4.24596,11.5022,3.69255,14.6388,10.2608,0.824899,6.9992,12.5689,3.22814,8.86345,1.84917,3.0067,4.65342,2.22468,0.597124,-0.544559,-0.411036,-0.482099,-0.375502,-0.480563,-0.416533,-0.479928,-0.500347,-0.426658,-0.375846,-0.418504,-0.479011,-0.486334,-0.451857,-0.467264,-0.431491,-0.461006,-0.421143,-0.452011,-0.527791,-0.506481,-0.524965,-0.420952,-0.466979,-0.484171,-0.342422,-0.410176,-0.42939,-0.394749,-0.480579,-0.40117,-0.494358,0.632872,0.601336,0.618243,0.592788,0.617881,0.602653,0.617731,0.622541,0.605075,0.592871,0.603125,0.617514,0.619243,0.611081,0.614736,0.60623,0.613253,0.603757,0.611117,0.628968,0.623981,0.628308,0.603711,0.614669,0.618732,0.584779,0.60113,0.605728,0.597425,0.617885,0.598969,0.621133
65.4015,0.812153,0.0806108,6,63,0,-30.9896,7.01109e-06,-0.453521,0.0323294,2.63155,0.18528,-0.544954,-0.624051,0.541474,0.134305,1.19847,2.18009,1.36324,-0.773254,-0.238344,0.856256,2.38446,0.304317,1.98012,-0.0180591,-1.29679,-2.00209,-0.452441,1.93829,-0.660582,0.68385,-0.411316,-0.493704,-1.45951,0.131172,0.282064,0.241587,-0.63326,0.571993,-0.983397,1.20649,1.78444,0.837099,0.568898,0.722851,0.687301,0.349669,0.274029,0.163694,0.446347,-0.290304,0.0484838,-1.33751,0.386123,0.459461,2.42349,0.177957,-0.0410604,-0.217898,-0.616897,1.31391,0.567369,1.15184,0.627237,0.902149,-1.22685,0.612719,0.549202,0.122625,0.0142539,-1.71873,0.0643125,-0.86956,-2.16229,-2.30028,-0.368445,-0.447531,-0.47114,-0.473697,-0.436016,-0.449179,-0.414776,-0.38304,-0.409449,-0.47852,-0.461227,-0.425839,-0.376433,-0.443683,-0.389505,-0.454105,-0.495446,-0.518248,-0.468149,-0.390858,-0.474878,-0.431413,-0.466819,-0.469483,-0.500707,-0.449281,-0.444402,-0.445711,-0.473994,-0.435029,-0.485314,-0.414516,9.58945,10.9084,10.5886,7.98166,7.49195,6.83097,8.65447,4.67125,6.20295,1.94412,8.22898,8.75,45.2924,6.91302,5.75499,4.96313,3.55386,17.8912,9.57718,15.6214,10.0694,12.675,2.13282,9.94775,9.43264,6.60012,6.02773,1.41297,6.28569,2.87638,0.974714,0.86838,-0.368438,-0.447524,-0.471133,-0.47369,-0.436009,-0.449172,-0.414769,-0.383033,-0.409442,-0.478513,-0.46122,-0.425832,-0.376426,-0.443676,-0.389498,-0.454098,-0.495439,-0.518241,-0.468142,-0.390851,-0.474871,-0.431406,-0.466812,-0.469476,-0.5007,-0.449274,-0.444395,-0.445704,-0.473987,-0.435022,-0.485307,-0.414509,0.591081,0.61005,0.615652,0.616257,0.607308,0.610442,0.602231,0.594605,0.600954,0.617397,0.613304,0.604878,0.593011,0.609135,0.596162,0.611613,0.621387,0.626736,0.614944,0.596487,0.616536,0.606209,0.614629,0.61526,0.622624,0.610467,0.609306,0.609617,0.616327,0.607072,0.619,0.602169
72.3773,0.999131,0.0806108,6,63,0,-32.8611,0.103712,-0.524396,0.0099842,-1.79271,0.169724,-0.722508,0.875461,-1.35536,1.5498,-0.412491,-1.28843,-0.908053,-0.0258508,-0.252393,-1.34122,-0.350941,0.0276241,-1.45608,-0.839035,2.21207,0.625776,0.818997,-0.764568,1.20413,-0.911827,1.41391,-0.203189,0.417588,-0.429453,0.195125,0.860724,-0.25762,-0.436348,0.592,-0.376138,1.7045,0.830019,1.10308,0.885907,0.404578,1.2701,0.627831,-1.22182,0.635906,0.638771,0.449375,-1.74003,0.40643,0.910829,0.0161912,1.48045,-0.18868,0.417789,0.577746,-0.357654,0.605661,-0.506361,1.28489,0.893358,-2.19284,0.0454324,1.4975,0.432206,0.418981,-1.35948,-1.26209,0.653548,-0.99129,-1.79609,-0.542295,-0.522702,-0.53161,-0.515655,-0.537928,-0.508923,-0.528515,-0.53726,-0.533462,-0.524654,-0.526916,-0.537787,-0.5279,-0.52412,-0.538934,-0.532773,-0.502311,-0.518148,-0.516219,-0.53203,-0.512374,-0.5335,-0.51028,-0.526425,-0.520227,-0.528684,-0.522448,-0.515803,-0.526968,-0.528753,-0.518486,-0.528152,13.7369,11.471,7.69301,15.7795,9.25919,1.99445,9.32145,9.34365,7.98444,1.29725,7.70484,11.7108,5.57306,18.7896,4.70157,7.77783,8.88216,4.08632,9.09036,3.61183,15.9744,11.5422,0.890839,5.70997,19.0574,7.87146,7.78553,1.77911,1.92889,9.45895,2.41504,1.23827,-0.438583,-0.41899,-0.427898,-0.411944,-0.434217,-0.405211,-0.424803,-0.433549,-0.429751,-0.420943,-0.423205,-0.434076,-0.424188,-0.420409,-0.435222,-0.429062,-0.398599,-0.414437,-0.412508,-0.428318,-0.408662,-0.429788,-0.406568,-0.422713,-0.416515,-0.424972,-0.418736,-0.412091,-0.423257,-0.425041,-0.414774,-0.42444,0.607921,0.603242,0.605372,0.601554,0.60688,0.599939,0.604632,0.606721,0.605814,0.603709,0.60425,0.606846,0.604485,0.603581,0.60712,0.60565,0.598351,0.602151,0.601689,0.605472,0.600767,0.605823,0.600265,0.604132,0.602649,0.604672,0.603181,0.601589,0.604262,0.604689,0.602232,0.604545
71.8438,0.847672,0.0806108,6,63,0,-42.2148,0.0951217,-0.578843,0.110089,-0.511591,-1.49922,-1.4612,-0.255163,0.416929,0.745401,0.619451,-0.137888,-0.533592,0.00696414,0.00770683,0.557495,-0.912623,-0.0716162,-0.215703,-0.334942,-1.42583,-2.26038,0.620378,1.9795,0.542436,0.348668,-0.370375,-0.343715,1.1037,2.15745,0.03788,-0.117765,-1.32208,2.09625,0.574524,0.513867,1.73986,0.716519,0.425673,0.839354,0.500939,0.47677,0.818254,-0.189128,0.971934,-0.018697,-0.0991971,-1.57976,0.0816491,1.29196,1.17332,1.26679,-0.666506,0.107397,-0.210488,0.769037,1.29425,1.02745,1.1657,0.954663,-1.3612,0.488044,0.588398,0.38822,-0.561679,-1.76853,0.193893,-0.0197295,-2.15208,-2.76659,-0.635163,-0.743891,-0.739705,-0.606933,-0.532944,-0.496782,-0.510648,-0.594023,-0.637585,-0.578076,-0.577994,-0.517469,-0.679313,-0.586727,-0.602589,-0.615716,-0.735812,-0.827686,-0.510546,-0.360922,-0.519127,-0.540458,-0.619617,-0.616682,-0.457338,-0.341331,-0.574673,-0.591807,-0.72439,-0.348069,-0.515594,-0.522272,7.7281,10.3945,8.15632,8.01629,10.2385,4.97461,11.4303,5.62074,5.30571,1.83664,6.03976,14.3762,13.2046,14.1192,3.53353,6.15222,4.89905,9.88373,14.3998,11.8941,13.1327,11.2897,2.14799,8.0813,8.6838,7.52347,3.80915,1.60428,6.54557,5.61659,1.21878,0.784699,-0.540042,-0.648769,-0.644584,-0.511812,-0.437822,-0.401661,-0.415526,-0.498901,-0.542464,-0.482954,-0.482873,-0.422347,-0.584191,-0.491605,-0.507468,-0.520595,-0.64069,-0.732564,-0.415424,-0.2658,-0.424005,-0.445337,-0.524495,-0.52156,-0.362216,-0.24621,-0.479551,-0.496686,-0.629268,-0.252947,-0.420472,-0.42715,0.631822,0.656733,0.655789,0.625231,0.60774,0.599087,0.602412,0.622201,0.632385,0.618445,0.618426,0.604045,0.642031,0.620485,0.624213,0.627287,0.654909,0.675368,0.602388,0.566062,0.604441,0.60953,0.628198,0.627513,0.589577,0.561243,0.617642,0.62168,0.652323,0.562902,0.603596,0.605193
71.9025,0.775923,0.0806108,6,63,0,-39.4954,0.16892,-0.491926,0.00228979,0.150152,-0.329702,-1.06639,0.88318,1.09071,0.329651,0.511282,0.722089,0.924056,-0.410169,-2.05746,-0.42118,-1.26973,0.199168,1.20194,-0.0543359,-0.632403,0.504422,1.316,-0.448252,-2.02235,0.041235,0.999394,-0.24268,1.2466,0.237591,0.614286,-0.983181,-2.49867,-0.666468,-0.784811,-1.43466,1.68883,0.963021,0.740871,0.553626,0.69685,0.906542,0.647215,-0.0561885,0.799023,-0.315413,0.408375,-1.87548,0.120135,-0.289384,2.00334,0.813328,-0.0768153,0.113495,0.39347,0.276705,-0.089214,-0.134424,0.0747776,0.591851,-2.13258,0.118054,1.44875,0.440286,0.366097,-1.37704,-0.450922,0.114661,-1.0986,-2.03931,-0.491582,-0.492681,-0.494367,-0.489903,-0.489428,-0.491171,-0.490755,-0.490272,-0.48981,-0.492865,-0.496637,-0.49289,-0.494833,-0.49147,-0.489173,-0.49205,-0.493374,-0.490771,-0.488912,-0.492952,-0.496556,-0.491831,-0.489637,-0.492481,-0.489071,-0.491382,-0.490519,-0.494177,-0.497647,-0.493452,-0.493723,-0.495211,11.0486,9.22565,10.59,12.9598,10.0958,5.12804,11.685,3.99516,8.02136,0.889328,6.07709,4.09657,37.2665,11.8471,5.02718,6.03836,7.90705,7.06608,4.96751,4.75588,5.81736,9.57159,0.694279,6.06493,21.8458,8.27169,7.70133,1.43722,3.50639,6.04514,1.87923,0.759523,-0.322661,-0.32376,-0.325447,-0.320983,-0.320508,-0.32225,-0.321834,-0.321352,-0.320889,-0.323944,-0.327716,-0.32397,-0.325913,-0.322549,-0.320253,-0.32313,-0.324453,-0.32185,-0.319992,-0.324032,-0.327636,-0.322911,-0.320717,-0.323561,-0.320151,-0.322461,-0.321599,-0.325256,-0.328727,-0.324531,-0.324802,-0.32629,0.579973,0.58024,0.580651,0.579564,0.579448,0.579873,0.579771,0.579654,0.579541,0.580285,0.581204,0.580291,0.580765,0.579945,0.579386,0.580087,0.580409,0.579775,0.579322,0.580306,0.581184,0.580033,0.579499,0.580192,0.579361,0.579924,0.579714,0.580605,0.58145,0.580428,0.580494,0.580856
79.5518,0.993517,0.0806108,6,63,0,-42.6802,0.0988712,-0.439299,0.0029653,0.979621,-1.24413,0.658648,0.421032,0.0611332,1.11528,1.04806,2.00365,0.80769,-1.02159,-1.30833,0.678002,0.27476,-0.950669,0.29749,-0.620168,-0.415834,1.08327,0.727719,-0.413552,-0.710126,0.49188,-0.884415,-1.16479,1.45246,1.29402,0.971852,-0.702789,-1.24255,0.162908,0.507796,-0.258837,1.90127,0.968431,0.0961313,0.738326,0.178706,0.690001,-0.0819033,-0.809536,0.582682,-0.139765,0.377601,-2.01923,0.294851,0.410774,0.744053,-0.231418,-0.49616,-0.0468328,-0.366814,0.242854,0.46407,0.198891,0.342479,0.220925,-1.68759,0.324055,0.808236,0.611252,-0.261936,-1.17993,-0.143167,-0.244906,-1.38534,-1.70001,-0.436394,-0.442989,-0.437346,-0.438051,-0.439118,-0.435992,-0.436192,-0.433358,-0.436904,-0.442329,-0.443179,-0.437289,-0.438485,-0.442118,-0.438417,-0.441138,-0.440532,-0.436087,-0.437141,-0.440526,-0.441405,-0.437841,-0.441922,-0.442753,-0.434992,-0.435462,-0.436418,-0.441383,-0.442984,-0.438816,-0.437794,-0.440067,7.34757,13.6849,7.95927,13.0592,6.18394,3.05657,11.7701,5.84695,9.64996,0.947234,8.90681,9.96501,13.761,5.35035,4.14034,6.39758,4.69285,8.46941,10.4928,8.11639,9.32725,8.29144,1.30599,9.16231,14.6435,12.1003,5.19453,2.13527,5.82772,5.28091,1.75008,1.29037,-0.337523,-0.344117,-0.338475,-0.33918,-0.340247,-0.337121,-0.33732,-0.334487,-0.338033,-0.343458,-0.344308,-0.338418,-0.339613,-0.343247,-0.339546,-0.342267,-0.341661,-0.337216,-0.33827,-0.341654,-0.342534,-0.33897,-0.343051,-0.343882,-0.336121,-0.336591,-0.337546,-0.342512,-0.344113,-0.339945,-0.338922,-0.341196,0.583589,0.58519,0.58382,0.583991,0.58425,0.583491,0.583539,0.582851,0.583713,0.58503,0.585237,0.583806,0.584097,0.584979,0.58408,0.584741,0.584594,0.583514,0.58377,0.584592,0.584806,0.58394,0.584931,0.585133,0.583248,0.583362,0.583594,0.584801,0.585189,0.584177,0.583929,0.584481
85.334,0.971505,0.0806108,6,63,0,-55.2717,-0.336994,-0.1446,0.138705,-1.80044,0.0953306,-0.910055,-0.441572,-0.369803,-0.277739,-1.10839,-0.841963,-0.73994,1.63501,0.0127671,-0.739706,-0.532613,-1.25148,-0.20547,1.13888,1.3257,-1.20675,-0.698437,-0.014243,0.185182,-2.32937,2.24379,0.83613,-1.20808,-0.874945,-0.691002,1.23396,1.45361,0.123161,1.21559,1.11745,1.55136,0.934976,1.58194,0.625925,0.96708,1.16482,1.16992,-0.158485,0.321041,0.560529,0.399883,-0.939573,0.257583,0.972053,1.57696,2.1117,0.731192,-0.322215,0.251288,0.759252,0.842715,0.726704,0.939444,1.75574,-1.32649,0.35661,1.73629,-0.405081,0.922568,-1.46036,-0.890033,0.567961,-1.54085,-2.2675,-0.39433,-0.131378,-0.270829,-0.205848,-0.195894,-0.183124,-0.298339,-0.261385,-0.247233,0.0821834,-0.14283,-0.247201,-0.218476,-0.318186,-0.1731,0.0133675,0.0392802,-0.311982,-0.241477,-0.146576,-0.118915,-0.467696,0.166624,-0.0286252,-0.312167,-0.265959,-0.240446,0.0265551,0.0570223,-0.127517,0.0240072,0.0103946,20.7062,8.47042,11.6529,14.0193,14.0863,4.0681,6.3695,7.96803,6.85677,1.95987,6.00258,11.7072,20.6101,33.9791,9.34651,3.49067,5.96736,9.59496,10.3737,9.30737,11.3556,24.3598,1.36495,6.58489,23.9208,3.23043,11.1779,1.20436,2.05278,8.02359,1.11705,0.56626,-0.731324,-0.468372,-0.607823,-0.542842,-0.532888,-0.520118,-0.635333,-0.598379,-0.584228,-0.254811,-0.479824,-0.584195,-0.55547,-0.65518,-0.510094,-0.323626,-0.297714,-0.648976,-0.578471,-0.48357,-0.455909,-0.80469,-0.17037,-0.365619,-0.649161,-0.602953,-0.57744,-0.310439,-0.279972,-0.464511,-0.312987,-0.326599,0.675096,0.614998,0.647444,0.632473,0.630156,0.627175,0.653698,0.645285,0.64204,0.56336,0.617706,0.642032,0.635404,0.658177,0.624829,0.580208,0.573884,0.65678,0.640715,0.618591,0.612043,0.690977,0.54249,0.5904,0.656821,0.646332,0.640478,0.576992,0.569539,0.614084,0.577614,0.580932
75.6569,0.99267,0.0806108,6,63,0,-46.1988,0.0106413,-0.530867,0.193447,-0.297025,-0.560172,0.471799,-0.0520994,-0.208592,-0.765546,-1.10239,0.632307,-0.171783,1.19081,0.638095,1.79647,0.147189,-1.13111,0.689008,-0.451988,0.913503,-0.924648,0.0780764,0.110383,-0.814156,-1.32717,1.84382,-0.197168,-0.737935,-0.295947,-0.810036,1.55162,0.804937,1.03066,1.99861,0.866578,1.6457,0.676349,2.15379,1.32229,0.407914,0.983805,1.09125,-0.265125,0.293072,-0.677386,0.321762,-1.64146,-0.254008,0.578705,1.18062,0.382401,-0.00104932,-0.982167,0.57347,1.17218,0.172998,0.410994,1.07595,2.75995,-2.15327,1.22006,0.0622564,0.517745,0.585105,-1.03651,-0.610159,-0.00620649,-0.772064,-2.17873,-0.588325,-0.63923,-0.439599,-0.540945,-0.571218,-0.678959,-0.744121,-0.408549,-0.564098,-0.300507,-0.407429,-0.183345,-0.502393,-0.749676,-0.39758,-0.618302,-0.354152,-0.709737,-0.515763,-0.509513,-0.688363,-0.787604,-0.174186,-0.569008,-0.673618,-0.588117,-0.687566,-0.23071,-0.375154,-0.331489,-0.144242,-0.36323,22.2516,12.6801,6.83183,10.0855,10.8457,4.33354,6.32127,3.27904,6.44513,1.70831,4.36624,7.6684,11.5214,6.71496,5.18096,2.66822,7.64129,11.4559,5.8282,6.84608,10.7341,33.5284,1.20845,11.8329,5.40761,7.35866,7.70166,2.57193,3.43158,5.16292,3.07565,1.18782,-0.577684,-0.628589,-0.428957,-0.530304,-0.560577,-0.668318,-0.73348,-0.397907,-0.553456,-0.289866,-0.396788,-0.172704,-0.491752,-0.739035,-0.386939,-0.607661,-0.343511,-0.699096,-0.505122,-0.498872,-0.677721,-0.776963,-0.163544,-0.558367,-0.662977,-0.577475,-0.676924,-0.220069,-0.364513,-0.320848,-0.1336,-0.352589,0.640534,0.652169,0.605625,0.629554,0.636586,0.661126,0.675568,0.598185,0.634937,0.571963,0.597916,0.543069,0.620519,0.676785,0.595546,0.647407,0.585043,0.667987,0.623662,0.622194,0.66323,0.685025,0.540795,0.636075,0.659929,0.640486,0.663052,0.554796,0.590132,0.579531,0.533351,0.587245
76.6351,0.999514,0.0806108,5,63,0,-47.2733,-0.0599442,-0.439278,0.259962,-1.30617,-0.418958,-0.227659,0.445575,-0.740312,0.0899861,0.353208,1.3706,-0.227848,1.37325,0.71598,1.78723,-0.0664885,-0.888602,0.716955,-0.0451413,1.1978,-0.548598,0.238558,0.505665,-0.524635,-1.51446,1.59864,0.633137,0.110951,-0.734543,-0.739367,1.84033,0.748976,0.708995,2.22284,1.25172,1.77929,0.737181,2.26725,1.44459,0.103431,0.839869,1.12911,-0.0811832,-0.109022,-0.686967,-0.425569,-2.66646,-0.683534,0.360263,1.63245,1.04462,0.586,-1.30698,0.630288,0.755972,1.04615,0.269337,0.853601,1.59527,-2.28666,0.355113,0.309403,0.190679,0.646693,-1.31942,-1.07073,-0.0501945,-1.58278,-2.62895,-0.778831,-0.548191,-0.498461,-0.323446,-0.631731,-0.415885,-0.347458,-0.0829751,-0.49851,-0.0822854,-0.253151,0.0253332,-0.456562,-0.67028,-0.252897,-0.451013,-0.127897,-0.581893,-0.377262,-0.307825,-0.575663,-0.832981,-0.0236922,-0.274687,-0.410435,-0.630231,-0.631485,0.0391358,-0.244573,-0.254967,0.138574,-0.113879,31.5213,17.1881,6.39514,11.0059,13.6215,5.58143,5.46805,3.5711,4.33001,0.829967,3.58015,7.72816,19.7411,12.799,9.12739,2.26101,9.4303,10.3458,12.8134,7.22713,11.1178,19.2073,1.09813,7.69888,7.44377,6.81998,9.54504,2.24038,2.69115,5.7104,1.84503,0.853233,-0.838776,-0.608135,-0.558405,-0.38339,-0.691675,-0.475829,-0.407402,-0.142919,-0.558454,-0.14223,-0.313095,-0.034611,-0.516507,-0.730224,-0.312841,-0.510957,-0.187841,-0.641837,-0.437206,-0.367769,-0.635607,-0.892925,-0.0836364,-0.334631,-0.470379,-0.690175,-0.691429,-0.0208083,-0.304517,-0.314911,0.0786298,-0.173824,0.698207,0.647515,0.636083,0.59469,0.666339,0.616763,0.600465,0.535669,0.636095,0.535498,0.577641,0.508652,0.626331,0.674855,0.577579,0.625031,0.546823,0.655169,0.607593,0.59092,0.65376,0.709493,0.520897,0.582886,0.615473,0.666006,0.666285,0.505202,0.575546,0.578083,0.480353,0.543347
78.3535,0.968733,0.0806108,6,63,0,-42.9346,-0.182331,-0.15267,0.227343,-1.39712,-1.25769,-1.07177,-0.368597,-0.730374,-1.32796,-0.193384,0.451436,0.0408731,0.827582,0.075103,-0.868426,-0.851024,-0.528761,-0.602123,-0.236311,1.12444,-0.93236,-0.0192313,-0.628157,-0.0445986,-1.63571,-0.5944,0.0772129,-1.68724,-0.287636,-0.220925,-0.200076,2.12237,1.11226,0.435988,-0.488439,1.83638,0.667931,1.04023,1.22855,0.885437,1.13514,-0.259912,-0.755819,-0.129129,-0.182258,-0.813478,-2.54393,0.216411,-0.0619537,1.13358,2.169,-0.00417996,0.389416,-0.372878,0.309529,0.0850271,-0.20342,0.389348,1.20696,-2.61374,-0.0860067,-0.443797,-0.348775,-0.762411,-2.0409,-0.339034,0.595229,-1.75794,-3.16616,-0.470296,-0.438596,-0.396329,-0.236468,-0.318716,-0.454572,-0.196635,-0.0500396,-0.143378,0.0354743,-0.135596,-0.350101,-0.346144,-0.27288,-0.289559,-0.206394,0.102962,-0.364636,-0.157042,-0.295477,-0.16281,-0.524537,-0.287803,-0.135117,-0.536253,-0.218062,-0.202896,-0.198156,0.329835,0.100193,-0.0535517,-0.263713,12.5684,14.2531,11.3339,13.391,5.27395,3.7869,5.75538,5.55472,3.64383,1.14707,7.24949,6.01949,13.377,26.7123,6.25632,8.13753,4.89066,7.7147,6.64042,5.47675,8.13716,14.049,1.09481,5.92356,4.66439,4.97003,3.77027,1.60513,5.00247,9.33673,1.93905,0.756996,-0.652628,-0.620928,-0.578661,-0.4188,-0.501047,-0.636904,-0.378966,-0.232371,-0.32571,-0.146857,-0.317928,-0.532432,-0.528476,-0.455212,-0.47189,-0.388725,-0.0793694,-0.546967,-0.339374,-0.477809,-0.345141,-0.706868,-0.470134,-0.317448,-0.718585,-0.400394,-0.385228,-0.380488,0.147504,-0.0821385,-0.235883,-0.446045,0.657602,0.65043,0.640759,0.603196,0.622705,0.654053,0.593624,0.557833,0.580715,0.536648,0.578819,0.63005,0.629128,0.611878,0.615831,0.595976,0.519832,0.633432,0.584038,0.61723,0.585439,0.669709,0.615416,0.578702,0.672295,0.598782,0.595133,0.593991,0.463191,0.520523,0.558699,0.609698
