# 0.116678, 0.115942, 0.928433, 0.757574, 0.758539, 0.729971, 0.801134, 0.859595, 0.728571, 0.763511, 0.901905, 0.703354, 0.870896, 0.870177, 0.905453, 0.694832, 0.856298, 0.828747, 0.924528, 0.778945, 0.873932, 0.636787, 0.775145, 0.63759, 1.03222, 0.999946, 0.851106, 0.71486, 0.77607, 0.784768, 0.938048, 0.747903, 1.02598, 1.07127, 0.938613, 0.026771, 0.0281214, 0.264744, 0.279597, 0.279804, 0.261356, 0.280733, 0.189382, 0.249363, 0.228636, 0.228439, 0.19487, 0.243135, 0.242452, 0.331295, 0.280176, 0.190099, 0.259894, 0.229907, 0.267623, 0.290202, 0.233464, 0.300375, 0.450999, 0.236423, 0.25756, 0.305855, 0.211841, 0.23101, 0.211663, 0.2084, 0.222177, 0.221693, 0.236725
79.0733,0.999335,0.0806108,6,63,0,-34.2017,0.770349,-1.15566,0.0722466,-1.88136,-0.487305,0.088751,-0.848156,-0.228186,1.13655,-0.0883077,-1.54812,1.86899,-0.634102,-0.45584,-0.321412,-0.842669,-1.01591,-1.00087,-0.309904,-0.87099,0.965712,-0.715403,-3.18538,0.716724,-0.78706,1.48262,1.12054,-0.630158,1.0177,-1.32487,1.52399,0.438622,0.103113,-0.357942,0.339306,1.82573,0.919891,0.282456,0.988619,0.435296,0.514297,0.25981,-0.305767,0.570337,-0.0903279,0.022195,-1.63822,0.409407,0.448791,1.55502,1.09511,-0.324726,-0.0219114,-0.057095,0.250265,0.713776,0.304748,0.0865509,0.060629,-1.12352,0.0876382,0.583413,0.451397,0.700678,-1.32368,-0.489766,0.0283564,-1.63455,-2.36625,-1.29158,-1.19087,-1.14925,-1.21694,-1.17215,-1.07355,-1.16204,-1.26751,-1.02063,-1.20147,-1.18859,-1.17888,-1.21654,-1.22906,-1.22797,-1.17805,-1.21859,-1.08589,-1.20735,-1.38579,-1.10388,-1.21252,-1.04855,-1.0747,-1.20119,-1.08213,-1.25138,-1.04556,-1.12397,-1.14821,-1.18152,-1.13115,8.04908,15.4121,9.26417,9.96248,7.88314,4.68542,10.4895,5.71239,6.33536,1.3754,9.04615,9.37989,25.9501,16.9983,4.60442,6.08345,5.88972,7.81422,11.9691,8.21584,6.72173,6.56335,2.20827,6.72846,10.6165,9.4024,11.8257,1.83692,3.95586,6.37136,1.38006,0.70401,-0.521233,-0.420517,-0.378899,-0.446588,-0.401797,-0.303199,-0.391691,-0.497158,-0.250283,-0.431123,-0.418244,-0.408532,-0.446191,-0.458707,-0.457621,-0.407701,-0.448237,-0.315542,-0.436997,-0.615444,-0.33353,-0.442174,-0.278197,-0.304356,-0.430838,-0.311786,-0.481029,-0.275208,-0.353622,-0.377862,-0.411171,-0.360798,0.627436,0.603607,0.593608,0.609828,0.599119,0.575224,0.59669,0.621791,0.562246,0.606142,0.603063,0.600736,0.609733,0.612707,0.61245,0.600536,0.61022,0.578237,0.607543,0.649182,0.582618,0.608777,0.569104,0.575507,0.606074,0.577321,0.617991,0.568371,0.587496,0.593357,0.601369,0.589233
94.5677,0.991108,0.0806108,6,63,0,-54.2635,0.428841,-0.855874,0.182086,-0.511122,-1.01587,-1.68155,-0.747108,0.00518126,-0.162749,-1.63028,1.1315,-1.06241,-0.0746041,0.34966,1.00268,-0.583813,-0.851211,0.428801,-0.254538,0.81874,-0.489616,0.670098,1.61961,-0.925763,-1.63005,0.57147,0.180223,-0.449619,-0.169555,1.35316,0.751387,-0.748974,-0.0353135,0.322879,0.647991,1.70575,0.953452,1.44864,0.610284,0.826266,1.16027,0.648216,-0.522791,0.215208,0.49155,0.36795,-1.15442,0.449344,0.699759,0.880754,1.11952,0.304202,-0.177609,0.0564082,-0.138897,0.398174,0.0555435,1.2079,1.68262,-1.91425,0.394888,1.54005,0.146099,-0.220488,-1.55654,-0.426561,-0.161187,-1.2689,-1.51214,-0.948942,-1.04085,-1.16206,-0.991912,-0.854931,-0.885509,-1.15273,-0.649844,-1.04932,-0.869459,-0.792206,-0.6733,-0.962178,-1.01087,-0.777796,-0.902222,-0.706793,-0.945026,-0.733859,-0.560966,-1.02444,-1.15268,-0.751818,-0.823058,-0.937744,-0.886748,-0.609482,-0.719057,-0.992252,-0.862304,-0.797083,-0.737884,21.9104,9.85152,12.1042,16.6433,10.2143,3.34442,6.75944,8.79707,7.81913,1.83136,8.45009,10.7289,12.7497,16.0091,7.35802,4.64786,5.80972,4.82262,8.04772,5.80493,17.4167,27.3863,0.887459,8.02255,23.9056,6.3284,4.46168,1.24815,3.66579,4.72121,1.642,1.30212,-0.520101,-0.612008,-0.733219,-0.563071,-0.42609,-0.456667,-0.723885,-0.221003,-0.620484,-0.440617,-0.363365,-0.244459,-0.533337,-0.582026,-0.348954,-0.473381,-0.277952,-0.516185,-0.305018,-0.132125,-0.595601,-0.723842,-0.322976,-0.394217,-0.508902,-0.457907,-0.180641,-0.290216,-0.563411,-0.433463,-0.368241,-0.309043,0.627171,0.648399,0.675511,0.637163,0.60494,0.612223,0.673462,0.555027,0.650329,0.608406,0.589855,0.560812,0.630261,0.641534,0.586364,0.616184,0.569044,0.626255,0.575669,0.532983,0.644649,0.673452,0.580049,0.597297,0.624549,0.612517,0.545038,0.572049,0.637241,0.6067,0.591034,0.576652
101.038,0.807221,0.0806108,6,63,0,-67.16,-0.87557,0.408444,0.201945,-1.45016,-0.637016,0.178903,-0.45252,0.12124,-0.0153437,0.405247,-0.271111,0.0599543,0.331761,-0.801412,-0.685954,0.226574,-0.766649,0.654426,1.42269,0.961275,0.240562,-0.154792,-1.58868,0.414435,-1.44027,-0.517577,-0.235051,-0.506404,0.513192,-0.310701,0.940357,1.15988,1.47256,0.873044,1.16196,1.54457,0.981113,1.08939,1.47574,0.527548,0.836666,0.182744,-0.506908,1.00734,0.0433118,0.61531,-1.43279,0.599821,0.607075,1.68459,1.29381,0.184021,0.709758,0.363434,1.10172,0.538872,0.928888,0.755436,1.74637,-0.955129,0.374226,0.724158,0.576539,0.587199,-0.949628,-0.144641,0.571587,-1.16982,-1.84036,0.115591,0.279802,0.444573,0.31706,0.432928,0.405345,0.490282,0.353695,0.420551,0.475441,0.246603,0.269919,0.454199,0.253623,0.540602,0.69575,0.602569,0.457024,0.377184,0.0876176,0.492137,0.117588,0.303922,0.360977,0.306178,0.512081,0.345699,0.598344,0.642676,0.70582,0.584751,0.643097,13.6452,19.9341,7.86287,10.6486,5.60613,2.84976,12.5897,4.88936,8.5699,1.14894,8.44066,8.50094,24.4673,16.6755,5.61316,9.40199,6.6935,13.8113,7.95072,11.6571,9.83292,25.9963,1.8358,6.76475,9.53576,8.25004,8.33678,1.84573,4.066,8.21006,1.48713,0.770256,-0.759979,-0.595769,-0.430998,-0.558511,-0.442643,-0.470225,-0.385289,-0.521876,-0.455019,-0.400129,-0.628968,-0.605651,-0.421371,-0.621947,-0.334968,-0.179821,-0.273002,-0.418546,-0.498386,-0.787953,-0.383433,-0.757983,-0.571648,-0.514594,-0.569392,-0.36349,-0.529871,-0.277226,-0.232895,-0.16975,-0.29082,-0.232474,0.681349,0.644688,0.606112,0.636108,0.608889,0.615437,0.595148,0.627586,0.611832,0.598719,0.652255,0.646948,0.603811,0.650661,0.582968,0.544834,0.56783,0.603135,0.62208,0.687392,0.594701,0.680916,0.639143,0.625883,0.638623,0.589885,0.629453,0.568866,0.557962,0.542336,0.572197,0.557858
84.0885,0.459594,0.0806108,5,31,0,-57.6824,-1.05283,0.638592,0.154263,0.568251,-1.77296,-0.569754,-0.158305,0.176064,0.45222,-0.949911,-0.251663,0.577386,-0.84403,0.141775,-0.0415812,0.107306,1.07949,-0.126701,1.33256,-0.523675,-0.246599,0.324747,-0.0621987,-0.991766,-2.48054,1.87031,0.240196,0.535298,0.210665,-0.451146,1.35937,0.19703,0.233969,1.33216,0.411289,1.33257,0.989687,0.579147,1.31205,0.0534519,1.74171,0.995369,-0.465145,0.303668,-0.0835055,0.267207,-1.33796,0.79251,1.04106,0.852007,1.06368,0.142701,0.518996,0.611351,0.851043,1.1525,0.763145,0.611204,2.39287,-0.819128,0.182449,0.959818,0.721261,-0.510306,-1.39858,0.360938,-0.00755993,-1.02419,-1.34023,0.726251,0.36509,0.5507,0.614171,0.665752,0.708352,0.492056,0.599769,0.727661,0.508389,0.660462,0.632177,0.655145,0.805117,0.619046,0.844155,0.557808,0.600551,0.688688,0.628997,0.485599,0.255937,0.927111,0.675645,0.721168,0.671089,0.568997,0.848291,0.668986,0.674684,0.844094,0.702038,6.72442,13.8889,3.99671,21.2493,10.152,2.39222,5.11976,3.49009,4.93831,1.00845,8.30541,10.6217,8.80915,10.8621,4.3658,6.33579,6.94219,8.80075,11.8602,8.06751,6.94118,40.4782,1.68521,4.54096,9.80105,7.73993,2.28765,0.949726,5.41832,3.76252,1.37568,1.00618,-0.326582,-0.687743,-0.502134,-0.438662,-0.387082,-0.344481,-0.560778,-0.453064,-0.325173,-0.544444,-0.392371,-0.420656,-0.397689,-0.247717,-0.433787,-0.208678,-0.495025,-0.452283,-0.364146,-0.423837,-0.567234,-0.796896,-0.125723,-0.377189,-0.331666,-0.381744,-0.483837,-0.204543,-0.383848,-0.378149,-0.20874,-0.350796,0.580928,0.665465,0.622961,0.60794,0.59558,0.585279,0.636632,0.611368,0.580584,0.632846,0.596853,0.60364,0.598132,0.561615,0.606778,0.551981,0.62129,0.611182,0.590044,0.604401,0.638125,0.68931,0.531389,0.593195,0.582165,0.594294,0.618653,0.550958,0.594801,0.593427,0.551996,0.58681
90.1934,0.901139,0.0806108,5,31,0,-50.8501,-0.839824,0.353605,0.215431,0.63973,0.874785,-0.0385143,-1.04383,0.254716,0.990958,-1.19718,-0.113945,0.000591482,-0.24749,-0.412925,0.777703,0.685974,-0.803464,0.411431,0.9234,0.33713,0.667765,0.831476,0.213787,-0.0344766,-1.81647,0.0414487,0.601646,-0.615788,-0.799696,1.12938,1.54834,1.38477,0.257831,1.25905,2.04936,1.51859,1.0429,1.18512,0.680344,0.653908,1.31925,1.06627,-0.386574,0.53457,-0.153173,0.977247,-1.18941,0.912234,0.784386,1.32542,1.48322,0.261274,0.520145,0.474546,0.110858,0.668301,0.687677,1.34943,1.5645,-1.59426,0.172028,0.675389,-0.055597,0.500924,-0.500267,-0.209042,0.254732,-1.77711,-1.17617,0.491423,0.542061,0.345308,0.128732,0.408479,0.567089,0.0956944,0.329058,0.353733,0.300288,0.264648,0.521147,0.501385,0.180514,0.44224,0.552535,0.426233,0.497463,0.532731,0.399661,0.346178,-0.0377194,0.362534,0.483219,0.220945,0.181325,0.59691,0.687165,0.651928,0.40915,0.624844,0.795101,15.7141,9.28245,9.03002,18.0733,13.8821,3.05089,7.97329,3.8917,12.6514,1.32069,11.822,10.3463,18.19,21.4441,5.9959,7.85423,7.48947,5.12538,9.16659,9.35371,18.6513,23.341,0.865826,5.46301,9.2346,4.30858,7.69836,2.70976,3.67143,5.95513,0.715507,1.33905,-0.348401,-0.297763,-0.494516,-0.711092,-0.431345,-0.272735,-0.74413,-0.510766,-0.486092,-0.539536,-0.575176,-0.318677,-0.338439,-0.65931,-0.397584,-0.287289,-0.413591,-0.342361,-0.307093,-0.440163,-0.493646,-0.877543,-0.47729,-0.356605,-0.618879,-0.658499,-0.242914,-0.152659,-0.187897,-0.430674,-0.214981,-0.0447226,0.58623,0.573895,0.62117,0.670642,0.606195,0.567764,0.677898,0.624986,0.619185,0.631704,0.639957,0.579002,0.583811,0.659105,0.598107,0.571332,0.601949,0.584764,0.576175,0.608298,0.620965,0.706313,0.617108,0.588218,0.649964,0.658923,0.560432,0.538091,0.546836,0.606035,0.553539,0.511179
74.2447,0.926554,0.0806108,5,63,0,-35.9382,-0.434434,0.0420099,0.108411,-1.07647,1.10794,-0.759423,-0.166497,0.198876,-0.844744,0.276498,-1.22246,-0.83744,0.107608,-1.27384,-2.31297,0.909341,0.12975,0.27882,1.09217,-0.126893,-1.19334,-2.15807,-0.933519,-0.0467973,-2.58222,1.37165,1.02906,-0.995487,-0.643603,-0.0552067,-0.049937,2.10781,-0.111173,0.139214,1.30196,1.3202,0.9789,1.27449,0.401877,1.57719,1.13538,0.00812136,-0.0798802,1.58058,1.12352,0.567403,-1.42764,0.644501,0.618024,0.950862,0.602746,0.154288,0.596769,0.425904,1.57299,0.808065,0.22743,0.977935,1.50217,-1.36281,1.09311,2.14046,0.485463,-0.270945,-1.11396,0.31339,0.314581,-0.698685,-1.9956,-0.0746914,0.162123,-0.0403201,0.0239598,0.0635703,-0.0495699,0.0719855,-0.0905189,-0.0487781,0.0536758,-0.0960884,-0.208742,0.140593,0.0560763,0.0722371,0.160413,0.0282532,-0.0873612,-0.191949,-0.0591942,0.0369365,-0.237932,0.190712,0.153572,-0.0659122,-0.027764,0.0360249,0.0365962,0.270521,0.0299575,0.0571023,0.183158,13.037,5.54886,17.5334,11.3773,3.77404,3.46253,17.5917,11.2459,6.5249,0.925592,7.03641,6.85637,9.49718,6.7546,4.35458,6.71519,5.68092,17.4615,8.25823,4.6778,9.75223,16.2919,0.986241,10.9161,30.432,6.02197,2.87188,1.25827,5.08845,5.09439,1.88939,0.530841,-0.509126,-0.272311,-0.474754,-0.410474,-0.370864,-0.484004,-0.362449,-0.524953,-0.483212,-0.380758,-0.530523,-0.643176,-0.293842,-0.378358,-0.362197,-0.274021,-0.406181,-0.521795,-0.626384,-0.493628,-0.397498,-0.672366,-0.243722,-0.280862,-0.500346,-0.462198,-0.398409,-0.397838,-0.163914,-0.404477,-0.377332,-0.251277,0.624601,0.56766,0.616508,0.601202,0.591668,0.618693,0.589633,0.628305,0.618506,0.594056,0.629605,0.655471,0.572936,0.593477,0.589572,0.56808,0.600172,0.627568,0.651669,0.620961,0.598086,0.662033,0.560631,0.569758,0.622541,0.613536,0.598305,0.598168,0.540887,0.599763,0.593229,0.562491
70.3097,0.516648,0.0806108,6,63,0,-34.3072,-0.0651479,-0.279825,0.0825491,0.0188304,-1.72174,-0.159912,-0.658154,-0.846124,1.80424,-0.77111,1.49981,0.640842,0.892027,1.27414,2.3916,-0.796344,-1.36873,0.29483,0.199652,1.11631,0.953347,2.10618,0.779545,0.0295541,-0.200778,0.654122,-1.19565,0.774997,0.871952,0.566517,0.646821,-0.400352,1.13403,1.20953,-0.0605737,1.54548,0.939652,1.12972,1.56779,-0.680636,0.861011,0.45552,-0.389621,-0.247452,-0.500574,0.508018,-0.88046,0.520534,0.765617,1.94172,1.58983,0.33307,-0.255756,0.0658411,-0.0987492,0.791352,0.612201,1.15177,0.877689,-2.19808,-0.0566092,0.277968,0.395061,0.765694,-0.952464,-0.589865,0.188872,-1.85569,-2.13591,-0.278271,-0.421953,-0.293026,-0.334155,-0.349672,-0.130887,-0.34348,-0.156017,-0.226924,-0.206189,-0.174646,-0.0824005,-0.345563,-0.392813,-0.255487,-0.263344,-0.187675,-0.201127,-0.105962,-0.215474,-0.277386,-0.296399,-0.225828,-0.378525,-0.21585,-0.207846,-0.23306,-0.226431,-0.312874,-0.186212,-0.179979,-0.284826,13.5586,20.4638,2.4742,10.5332,7.19588,3.25233,3.71716,2.93033,7.55976,2.05064,7.64919,9.63009,29.079,20.8919,6.41378,3.68827,4.98955,4.27459,9.8658,8.33726,13.8424,10.6995,0.594552,4.44725,6.09015,6.79848,9.63078,1.91649,2.69449,5.60104,0.820187,0.630315,-0.343419,-0.487101,-0.358174,-0.399303,-0.41482,-0.196035,-0.408628,-0.221165,-0.292072,-0.271337,-0.239794,-0.147548,-0.410711,-0.457961,-0.320635,-0.328492,-0.252822,-0.266275,-0.17111,-0.280622,-0.342534,-0.361547,-0.290976,-0.443673,-0.280998,-0.272994,-0.298208,-0.291579,-0.378022,-0.25136,-0.245127,-0.349973,0.585021,0.619423,0.588598,0.59852,0.602243,0.548852,0.600759,0.555067,0.572503,0.567421,0.559663,0.53682,0.601258,0.61253,0.579479,0.581392,0.562871,0.566178,0.542673,0.569699,0.584806,0.589415,0.572235,0.609134,0.569791,0.567828,0.574004,0.572383,0.593396,0.562511,0.560977,0.586611
74.0204,0.996211,0.0806108,6,63,0,-27.5903,-0.0960754,-0.282305,0.0865533,0.303021,-1.40343,-0.725066,-1.14978,-0.858072,1.09689,-0.48674,0.677029,0.185953,0.756283,0.693979,2.2121,-0.60815,-1.34875,0.417212,0.732796,0.989007,0.923172,2.21608,1.73243,0.737224,-1.56241,0.571377,-1.6462,0.824681,0.383901,0.294605,0.740858,0.0177501,1.56056,0.363115,-0.420964,1.6809,0.985038,1.31202,1.77442,0.0537879,0.567975,0.361201,-0.233711,-0.24392,-0.17756,0.285254,-0.879269,0.396743,1.00857,1.61262,1.98344,0.414701,-0.0215138,0.341699,0.692373,0.489874,0.858251,1.14366,0.835374,-1.83305,0.14654,0.300547,0.58392,0.730211,-1.07544,-0.105815,0.20646,-2.08313,-1.90185,-0.256077,-0.403777,-0.345062,-0.381822,-0.356574,-0.187365,-0.324434,-0.223706,-0.26621,-0.216846,-0.222239,-0.0908401,-0.334942,-0.399044,-0.246194,-0.218879,-0.196703,-0.202401,-0.0904962,-0.132358,-0.218496,-0.417537,-0.23285,-0.424789,-0.210926,-0.249077,-0.256806,-0.218181,-0.280769,-0.147233,-0.250876,-0.318741,19.5562,30.8388,5.66262,9.3969,7.66528,4.26606,4.22337,4.50866,7.11276,2.2587,7.93839,14.5033,26.2953,37.8893,8.08007,5.2578,7.51943,10.6219,8.70109,12.5073,16.5676,12.2286,0.882741,6.20436,7.22071,9.54566,11.0253,1.86182,4.83883,6.58158,0.690006,0.824902,-0.352153,-0.499852,-0.441137,-0.477898,-0.452649,-0.283441,-0.420509,-0.319781,-0.362285,-0.312921,-0.318314,-0.186916,-0.431018,-0.495119,-0.342269,-0.314954,-0.292778,-0.298477,-0.186572,-0.228433,-0.314571,-0.513612,-0.328926,-0.520865,-0.307001,-0.345152,-0.352881,-0.314257,-0.376844,-0.243309,-0.346951,-0.414816,0.58714,0.622425,0.60853,0.617251,0.611269,0.57039,0.603605,0.579271,0.589594,0.577598,0.578913,0.546593,0.606117,0.621312,0.584742,0.578094,0.572676,0.57407,0.546508,0.556861,0.578001,0.625653,0.581498,0.62735,0.576153,0.585442,0.587316,0.577924,0.593112,0.560529,0.585878,0.602242
85.2995,0.98956,0.0806108,6,63,0,-48.2731,-0.547948,0.143894,0.204078,-1.19857,0.170376,-0.890552,-0.4267,-0.61914,0.170558,-0.583573,-0.372066,1.19176,0.671842,0.273624,-0.710411,0.433882,-0.339129,-0.157485,1.48338,2.20349,-1.27534,0.373642,-1.96332,-0.25825,-0.893256,1.12513,0.172393,-0.683546,1.10408,-0.537101,-1.13358,1.21427,1.07951,-0.481823,1.98816,1.81506,0.795739,1.10929,0.0868004,0.806808,1.8184,0.11628,-0.41745,0.576727,-0.047042,0.0813165,-2.1508,0.366159,-0.0150029,1.24979,0.495448,-0.601558,0.487479,0.096114,0.838545,-0.216358,0.380567,0.849966,1.68388,-1.47092,0.609019,0.707786,-0.678727,-0.0688442,-1.89439,-1.0617,0.565903,-1.55556,-2.04655,-0.100709,0.178664,-0.0378484,0.0568139,0.0175408,0.178701,0.0247994,0.0679635,0.387108,0.281003,0.199735,-0.0010855,0.23244,0.0746851,0.111755,0.446621,0.593578,-0.116376,0.220146,-0.256778,0.0911909,-0.0384002,0.373509,0.179076,0.00439711,0.369213,0.0342833,-0.0874447,0.3917,0.364199,0.0455644,0.549635,14.8465,6.5806,11.6705,26.1024,6.7368,4.40559,9.718,5.91578,6.55195,1.10913,8.21879,6.06854,16.6027,9.10937,3.80522,9.05179,6.62956,11.969,5.1701,8.31356,12.0783,23.4526,1.9052,9.97095,10.7862,3.57858,5.81403,1.36018,2.63852,9.63466,1.78111,1.20507,-0.648657,-0.369284,-0.585796,-0.491134,-0.530407,-0.369247,-0.523149,-0.479985,-0.16084,-0.266945,-0.348213,-0.549034,-0.315508,-0.473263,-0.436193,-0.101327,0.04563,-0.664324,-0.327802,-0.804726,-0.456757,-0.586348,-0.174439,-0.368872,-0.543551,-0.178735,-0.513665,-0.635393,-0.156248,-0.183749,-0.502384,0.00168691,0.656708,0.591286,0.6424,0.620374,0.629578,0.591277,0.627884,0.617744,0.540124,0.566343,0.586184,0.633911,0.578229,0.616156,0.607352,0.52531,0.488594,0.660231,0.581224,0.690984,0.612245,0.642527,0.5435,0.591186,0.632638,0.544565,0.625665,0.653711,0.538983,0.545808,0.623019,0.499578
89.3304,0.969758,0.0806108,6,63,0,-54.0783,-0.574004,0.221998,0.189255,-0.78276,-0.169091,-0.949503,-1.07827,0.142445,1.20097,-0.395277,-0.188524,0.389349,1.18295,-0.767803,0.347365,-0.554166,0.101588,1.10495,0.876576,-0.32794,-0.457362,-1.31529,0.692462,-0.785287,-2.58291,-0.29299,-1.11245,-0.638286,0.115856,0.0373322,-0.555115,0.791304,0.0142358,0.190751,0.870241,1.8139,0.907276,1.18731,0.787236,0.444789,0.912416,-0.316843,-0.376646,0.414595,-0.772696,-0.152529,-0.700763,0.275891,1.09104,1.58329,0.575306,-0.289085,-0.547413,-0.0306507,0.305214,-0.304485,0.547453,1.00902,2.11667,-1.80426,0.497266,0.567419,0.25886,-0.476297,-2.43618,-0.358655,-0.198072,-1.722,-1.60232,0.073856,0.189996,0.0422991,0.0179296,0.248956,0.449287,0.147189,0.186318,0.295684,0.445878,0.0766867,0.287738,0.117119,0.241224,0.431116,0.387894,0.159933,0.135439,-0.0269288,0.35305,0.0733778,-0.266832,0.166548,0.0114611,0.101199,0.243924,0.229063,0.116939,0.371756,0.224692,0.258098,0.386695,18.0135,12.5302,9.18389,14.0373,4.60177,4.35874,8.93572,3.04304,5.34157,3.24826,7.8791,16.507,25.8003,10.3384,4.71913,3.73314,5.96612,8.09153,4.65366,10.0804,15.3231,41.8589,1.19356,9.63173,10.2647,7.75829,3.98195,0.672746,4.43047,5.12535,1.28605,1.43355,-0.500148,-0.384008,-0.531705,-0.556074,-0.325048,-0.124716,-0.426814,-0.387685,-0.27832,-0.128126,-0.497317,-0.286266,-0.456885,-0.33278,-0.142888,-0.18611,-0.414071,-0.438564,-0.600932,-0.220954,-0.500626,-0.840835,-0.407456,-0.562543,-0.472805,-0.33008,-0.344941,-0.457065,-0.202248,-0.349312,-0.315906,-0.187308,0.622494,0.594839,0.629881,0.635544,0.580554,0.531139,0.605113,0.595725,0.569134,0.531988,0.621829,0.571082,0.612275,0.582436,0.535661,0.546394,0.602064,0.607917,0.64587,0.555015,0.622606,0.698641,0.600478,0.637041,0.616047,0.581779,0.58539,0.612318,0.55039,0.586451,0.578326,0.546691
87.4753,0.810458,0.0806108,6,63,0,-55.6724,-0.305312,-0.0671688,0.205939,-1.14756,-0.781281,-0.176761,-0.916645,0.772977,0.0683469,-0.11731,0.0868019,0.678098,1.15476,-0.0475723,-0.398537,-0.921974,-0.851288,-0.937458,0.848912,-0.529899,-0.871365,-1.42113,0.653399,-0.531931,-1.66985,1.92267,0.148992,0.0150411,0.969619,0.211865,0.637745,-0.745388,1.10024,2.18706,2.42259,1.75959,0.840452,1.69892,1.25626,1.11775,0.756351,-0.280879,-0.797235,-0.752427,0.175276,-0.265143,-1.35583,0.705407,0.66926,0.968854,1.16387,-0.36085,0.627504,0.102246,0.259262,0.275857,-0.0425726,0.551679,1.665,-1.9097,0.705673,-0.00103524,0.246906,-0.695706,-1.14479,-1.06761,0.147067,-1.89927,-1.84725,-0.303495,-0.228065,-0.103571,-0.255942,0.0920174,-0.0530935,-0.0913275,-0.0492929,0.072478,0.170642,-0.0769658,-0.149243,-0.257039,-0.242482,-0.260228,0.107655,-0.176296,-0.246617,-0.359835,0.0673916,-0.176714,-0.411057,0.328784,-0.0364855,-0.0640713,0.132514,-0.0235376,0.0641678,-0.220673,0.159413,0.383232,0.431737,24.2267,16.7001,14.865,10.9712,4.58838,2.97295,3.08705,6.73221,4.64947,1.85909,10.5113,10.1968,13.1165,15.4525,4.29012,9.84516,6.33143,7.22459,7.32606,5.60586,9.23733,23.5457,1.16717,10.5137,5.80502,7.14995,3.23777,2.21988,2.36865,6.57448,1.17745,1.23007,-0.608807,-0.533377,-0.408882,-0.561253,-0.213294,-0.358405,-0.396639,-0.354605,-0.232834,-0.13467,-0.382277,-0.454555,-0.562351,-0.547794,-0.56554,-0.197656,-0.481607,-0.551929,-0.665146,-0.23792,-0.482026,-0.716368,0.0234721,-0.341797,-0.369383,-0.172798,-0.328849,-0.241144,-0.525985,-0.145899,0.0779201,0.126426,0.647669,0.63027,0.60082,0.636743,0.553122,0.588654,0.59788,0.587734,0.557947,0.533617,0.594422,0.611722,0.636996,0.633624,0.637733,0.549254,0.618127,0.634583,0.660415,0.559201,0.618226,0.671807,0.494132,0.584627,0.59131,0.543092,0.581479,0.559996,0.628546,0.53641,0.48053,0.468436
76.2494,0.982001,0.0806108,6,63,0,-53.045,0.135963,-0.555262,0.134655,-0.2774,-0.524554,-0.996401,-0.123196,-1.49225,1.0411,0.0139805,-0.594753,-1.44879,0.142652,-0.220031,1.1063,0.565337,-0.185573,1.62242,0.162024,1.87054,-0.428882,1.5184,-0.85809,0.419322,-1.97065,-0.261628,-0.323158,0.207626,-1.08235,0.134682,0.478446,1.94594,0.0638726,-0.718715,-0.986766,1.59975,0.857167,0.531131,0.268677,-0.0249795,0.969773,1.14843,-0.114292,1.78448,0.0361662,0.796869,-1.91512,0.0905698,0.563624,1.72257,1.0257,0.145889,-0.631413,0.0603958,0.63261,0.899485,0.546259,1.40155,0.889406,-1.20802,-0.169295,1.89804,0.233887,0.951977,-2.06334,0.234042,-0.0310905,-1.07856,-2.15395,-0.592615,-0.625896,-0.689432,-0.571851,-0.756201,-0.415073,-0.553379,-0.635348,-0.750348,-0.536053,-0.58489,-0.406292,-0.479136,-0.58025,-0.336794,-0.533444,-0.303385,-0.613013,-0.350802,-0.670808,-0.498798,-0.82062,-0.590491,-0.598777,-0.527304,-0.701006,-0.537126,-0.490837,-0.293231,-0.546661,-0.65204,-0.688135,7.80696,6.23419,4.84689,11.3703,13.2519,4.48968,22.8591,5.1077,9.80408,0.959032,5.35153,8.02746,21.6775,11.9287,5.6114,2.88211,5.21489,8.51646,10.7055,7.90886,16.4629,10.6134,1.75817,4.28292,25.196,6.05103,11.1982,0.844614,6.05183,4.82156,1.96451,0.781493,-0.456652,-0.489933,-0.553469,-0.435888,-0.620238,-0.27911,-0.417416,-0.499385,-0.614385,-0.40009,-0.448927,-0.270329,-0.343173,-0.444287,-0.200832,-0.397482,-0.167422,-0.47705,-0.214839,-0.534845,-0.362835,-0.684657,-0.454529,-0.462814,-0.391341,-0.565044,-0.401163,-0.354874,-0.157268,-0.410698,-0.516078,-0.552172,0.61222,0.620091,0.63494,0.607279,0.650273,0.569328,0.602865,0.622315,0.648941,0.598709,0.610384,0.567174,0.584961,0.60928,0.55004,0.598082,0.541758,0.617051,0.553504,0.630612,0.589727,0.664777,0.611715,0.613681,0.596606,0.637619,0.598967,0.587799,0.539236,0.601255,0.62623,0.634639
