lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0646997
# Diagonal elements of inverse mass matrix:
# 0.142392, 0.138159, 0.104566, 0.100634, 0.0160722, 0.015724, 0.1378, 0.0239006, 0.199949, 0.190608, 0.195262, 0.186205, 0.186244, 0.199059, 0.177666, 0.18713, 0.204007, 0.180218, 0.18552, 0.206862, 0.260063, 0.267256, 0.224003, 0.243095, 0.274911, 0.218608, 0.270841, 0.221828, 0.2211, 0.223873, 0.195116, 0.27387, 0.183329, 0.223086, 0.172643, 0.218807, 0.232248, 0.199591, 0.223919, 0.190458
-3898.45,0.972871,0.0646997,5,31,0,3918.98,-0.207803,0.867556,-0.353889,-0.550491,-0.241248,-0.0136852,-0.177346,0.652891,0.688714,-0.0399138,0.135123,-1.59346,-0.684012,0.234915,-1.41719,-0.64598,0.108087,0.0582374,-1.12132,-0.00927673,-0.198873,-0.0513045,0.247862,-0.357934,-0.257708,-0.901713,0.115727,0.454518,-0.0321959,-0.691971,-1.18633,-0.909,-1.046,-0.741902,0.870295,0.822282,-0.00755376,-0.840665,0.174652,-0.633913,1.47716,0.617467,0.811227,-0.879911,0.151244,1.05145,-0.525764,0.376513,0.802915,0.921579,-0.360955,1.07875,-0.721166,-0.760835,-0.447984,-1.10995,-0.751916,-1.5421,-0.565718,-0.0353666,-0.596975,-1.46775,-2.19112,-1.99733,-1.91972,-1.80719,-0.242514,-0.336621,-1.39186,-1.39609,-0.862547,-1.37657,0.185857,0.350358,0.307629,0.706804,0.462261,0.258947,0.628495,0.406968,0.309402,0.284636,0.589272,0.253743,0.672864,0.681535,0.61016,0.75212,0.679596,0.82377,0.637775,0.508841,0.644964,0.812715,0.89945,0.880517,0.872108,0.859021,0.560333,0.583369,0.800888,0.801562,0.703192,0.79844
-3891.01,0.969846,0.0646997,5,31,0,3919.92,-0.103037,1.04368,-0.345112,-0.415914,-0.100975,-0.0762867,-0.46292,0.566264,0.486392,-0.180522,0.622207,-1.38766,-1.00457,0.496149,-0.742619,-0.86137,-0.116137,0.580835,-1.15168,0.250315,-0.430292,-0.00404404,-0.114857,-0.318198,-0.597834,-0.898677,-0.112394,0.21482,-0.300069,-0.606628,-1.12898,-1.21446,-0.774705,-0.623354,0.555566,0.83517,-0.409801,-0.436452,-0.672367,-0.558841,1.19867,0.476896,1.28746,-0.706737,-0.272702,1.22018,0.0127586,-0.0511342,0.556954,1.32446,-0.451157,1.08798,-1.07363,-0.725747,-0.760274,-0.987125,-1.22941,-1.37977,-0.822342,-0.344392,-0.890628,-1.21494,-1.89222,-2.15378,-1.48309,-1.48247,-0.182327,-0.0631327,-1.26133,-1.01161,-1.51973,-1.21236,0.231712,0.382985,0.216283,0.66968,0.567756,0.227905,0.49681,0.512781,0.364253,0.210078,0.610914,0.251999,0.745286,0.673871,0.681413,0.72852,0.773716,0.798953,0.694733,0.585257,0.70902,0.771172,0.869008,0.896022,0.815038,0.814946,0.545456,0.515778,0.779255,0.733335,0.820499,0.770717
-3897.13,0.769691,0.0646997,5,31,0,3912,-0.676304,1.3839,0.171249,-0.395125,-0.0665191,0.0285004,-0.542707,0.501537,0.571318,-0.521568,-0.133558,-1.65008,-1.03467,0.714567,-1.25436,-0.199438,-0.122009,0.312937,-0.991759,0.190423,-0.815847,-0.500332,-0.0388252,-0.502579,-0.553485,-0.404935,-0.259358,-0.192726,-0.496292,-0.940813,-0.332535,-0.811999,-1.03397,-1.02526,0.350732,0.560465,-0.639851,-0.39945,-0.192271,-0.682149,1.4435,0.314471,0.707644,-0.798552,-0.149583,1.59449,-0.353786,0.737274,0.724356,1.20577,-0.127325,1.1452,-1.21322,-0.949329,-0.516323,-0.995564,-0.943112,-0.931689,-0.700611,-0.613434,-0.93765,-1.47262,-1.40738,-1.84533,-2.07267,-2.08451,-0.786172,-0.524601,-1.85161,-1.35039,-1.24378,-1.68472,0.191004,0.422024,0.33012,0.689665,0.537326,0.168753,0.587535,0.323601,0.326434,0.230451,0.531788,0.241366,0.770868,0.72098,0.626287,0.730186,0.719728,0.717418,0.668323,0.648724,0.718625,0.813456,0.803353,0.863578,0.888219,0.889389,0.687009,0.628223,0.864317,0.794194,0.776221,0.843528
-3892.15,0.988628,0.0646997,6,127,0,3915.77,-0.0307796,0.609626,-0.23525,-0.89333,0.161379,0.12038,-0.443824,0.594099,0.549891,-0.599899,-0.329218,-1.6899,-1.20143,0.481484,-1.2911,-0.43691,-0.339393,0.317474,-1.12911,0.368169,-1.15932,-0.769267,-0.279613,-0.82005,-0.978742,-0.396774,-0.547984,-0.131621,-0.723904,-1.4364,-1.30887,-1.3264,-1.02437,-1.50242,0.104979,0.384179,-1.03901,-0.143522,-0.840012,-0.74534,1.48755,0.425436,0.683592,-0.702142,-0.295082,1.40036,-0.422324,0.34419,0.660891,1.20503,-0.172663,1.10543,-1.11803,-0.602727,-0.233453,-0.736315,-0.956238,-0.61016,-0.400232,-0.223235,-0.765417,-1.44799,-1.84564,-1.58484,-1.64881,-1.88749,-0.470759,0.0617254,-1.43313,-0.98089,-1.24388,-1.45746,0.18429,0.395217,0.33546,0.668663,0.57324,0.197759,0.604039,0.414792,0.340539,0.230581,0.543059,0.248724,0.753624,0.64628,0.5581,0.67619,0.722368,0.647977,0.598743,0.555578,0.682529,0.809689,0.863615,0.829889,0.838731,0.86847,0.615563,0.484574,0.807389,0.727285,0.776238,0.811144
-3887.61,0.869433,0.0646997,5,63,0,3905.18,0.0498985,1.09473,-0.128198,-0.594858,-0.121644,-0.0350574,-0.48206,0.542742,-0.0391872,-0.638938,-0.0586611,-1.80008,-1.33758,0.0652177,-1.22874,-1.06808,-0.484307,-0.0425582,-1.72072,-0.440008,-0.814589,-0.639868,-0.66808,-0.860351,-0.825583,-1.27725,-0.374214,-0.111873,-0.766896,-0.913111,-0.491044,-0.975679,-1.22729,-0.825243,0.625943,0.640677,-0.562537,-0.605612,-0.518275,-0.574663,1.0577,0.391863,0.981581,-0.740954,-0.217088,1.17627,-0.0799296,0.146826,0.565376,1.09209,-0.637992,0.807937,-0.957494,-0.877183,-0.870337,-1.09093,-0.954326,-1.39523,-0.597367,-0.210279,-0.903066,-1.12752,-1.21661,-1.79968,-1.88676,-1.60947,-0.12593,-0.190752,-1.45131,-1.10459,-1.28834,-1.16805,0.257749,0.403269,0.272578,0.677205,0.55406,0.235724,0.519972,0.463359,0.362304,0.251224,0.654299,0.30833,0.72262,0.706238,0.704816,0.748557,0.721984,0.801425,0.645054,0.552377,0.711579,0.75538,0.771466,0.85811,0.868386,0.833337,0.531441,0.547544,0.810199,0.751119,0.783866,0.762793
-3886.42,0.998531,0.0646997,5,31,0,3902.19,0.0781765,1.07066,-0.186382,-0.721164,-0.136944,-0.0256499,-0.574578,0.541806,-0.137422,-0.64267,0.0212407,-1.948,-1.47628,0.217078,-0.989528,-0.859129,-0.595693,0.166176,-1.33182,-0.382134,-0.92884,-0.659545,-0.450006,-0.81017,-0.513592,-0.851297,-0.439868,-0.279828,-0.504477,-0.882665,-0.819443,-1.01965,-1.23843,-1.02108,0.429757,0.794331,-0.310652,-0.651615,-0.664807,-0.7121,1.01294,0.433297,1.10784,-0.840148,-0.299343,1.38339,0.219294,0.424093,0.50153,1.35906,-0.197394,0.938288,-1.06833,-0.905316,-0.670127,-1.06218,-0.637136,-1.00418,-0.669696,-0.383036,-0.650199,-1.13028,-1.63812,-1.92151,-1.9827,-1.89197,-0.432352,-0.129706,-1.32687,-1.2152,-1.51976,-1.38197,0.266404,0.393339,0.248275,0.698496,0.574282,0.200466,0.445395,0.395538,0.377181,0.204394,0.549189,0.281246,0.744278,0.712041,0.661532,0.743106,0.654106,0.731879,0.661435,0.594605,0.657055,0.75589,0.837278,0.872306,0.878969,0.86898,0.606435,0.532381,0.790323,0.771218,0.820503,0.799308
-3891,0.954545,0.0646997,5,31,0,3910.09,0.0920542,1.04221,0.0265986,-0.622462,-0.143651,-0.0446218,-0.566444,0.755119,-0.0867844,-0.477213,-0.270069,-1.86813,-1.08527,0.463159,-1.59506,-1.00367,-0.494647,0.426952,-1.18256,0.139305,-0.770568,-1.15412,-0.367393,-1.01509,-1.18141,-0.87359,-0.621162,-0.0597713,-0.764653,-1.26367,-0.766543,-0.899683,-0.80675,-0.907441,0.142337,0.646757,-0.710733,-0.617394,-0.374509,-0.750506,0.978216,0.509745,0.728038,-0.847729,0.00759994,1.54488,-0.468735,0.200695,0.514608,1.53655,-0.13428,1.38269,-0.737875,-1.23291,-0.401568,-1.08271,-1.13199,-0.801798,-0.683236,0.028693,-0.720785,-1.30897,-1.51667,-1.7725,-1.47884,-1.73007,-0.63564,-0.231613,-1.65037,-1.09995,-1.18041,-1.34455,0.273246,0.375253,0.325626,0.700091,0.4981,0.175827,0.615084,0.449994,0.374114,0.177038,0.53352,0.200577,0.676531,0.774328,0.599064,0.747006,0.756206,0.690359,0.66446,0.492827,0.67278,0.787341,0.820048,0.854769,0.814397,0.849421,0.653767,0.557646,0.838941,0.75025,0.765022,0.793237
-3890.34,0.973374,0.0646997,6,95,0,3918.68,-0.0167271,0.418259,-0.583476,-0.806202,-0.0573269,0.05083,-0.379712,0.537739,0.991041,-0.403821,0.381971,-1.37704,-1.0411,0.429934,-0.665737,-0.189615,0.0908947,0.32975,-1.21092,0.135866,-0.61972,-0.196844,-0.153724,-0.355052,-0.352532,-0.45912,-0.481793,-0.0513825,-0.182802,-0.620428,-0.68736,-1.19024,-1.08861,-0.985622,0.998282,0.443347,-0.362663,-0.291845,-0.739805,-0.934106,1.63948,0.213475,1.00372,-0.746394,-0.381537,1.08505,0.00717426,0.514441,0.717089,0.995988,-0.569151,0.855494,-1.04832,-0.669931,-0.677641,-0.892317,-0.774453,-1.07802,-0.948207,-0.526358,-0.675575,-1.21742,-1.4607,-1.87527,-1.83081,-1.71925,0.145192,-0.312532,-1.28027,-0.958403,-1.46676,-1.64516,0.162536,0.446833,0.268211,0.678392,0.594244,0.252552,0.498206,0.374153,0.328034,0.269731,0.638567,0.298282,0.740451,0.661488,0.663212,0.709368,0.684483,0.74612,0.720754,0.628633,0.66275,0.77161,0.81164,0.867067,0.861858,0.848033,0.463766,0.577503,0.782495,0.722802,0.812565,0.838235
-3891.4,0.953657,0.0646997,5,31,0,3915.37,-0.442845,0.529958,-0.514387,-0.664258,-0.00625209,0.158271,-0.180615,0.587419,0.277036,-0.434107,0.282755,-1.6956,-0.953698,0.730694,-0.794766,-0.146545,-0.330693,0.921642,-1.22602,0.373002,-0.106685,-0.687213,0.205455,-0.391028,-0.490153,-0.194072,0.0368199,0.641562,-0.327438,-0.396102,-0.466117,-1.04385,-1.00065,-1.07114,0.437764,0.425567,-0.580523,-0.41671,-0.472942,-0.341345,1.00199,0.287446,1.00479,-0.972594,-0.227535,1.45637,-0.0671471,0.58447,0.391831,1.64853,-0.501793,1.10572,-0.587019,-1.1724,-0.438003,-1.03594,-0.96976,-1.15334,-0.447639,0.00344171,-0.967499,-1.20026,-1.26236,-1.52501,-1.79349,-1.71033,-0.519901,-0.216041,-1.54522,-1.2013,-1.1114,-1.13079,0.268551,0.428629,0.268,0.725636,0.55664,0.189023,0.51678,0.357905,0.403277,0.161307,0.622881,0.24867,0.642681,0.763579,0.607783,0.738066,0.725072,0.760121,0.610078,0.49914,0.724621,0.76857,0.779432,0.821274,0.857355,0.846879,0.627125,0.553801,0.824223,0.768757,0.752389,0.755985
-3891.48,0.812081,0.0646997,5,31,0,3910.07,-0.662743,0.761338,-0.270929,-0.670264,0.0878202,0.160775,-0.138709,0.606047,0.881392,-0.215787,0.0838734,-1.15759,-0.726481,0.537149,-0.963577,-0.408009,0.213224,0.64929,-0.764159,0.521867,-0.636665,-0.226934,-0.185083,-0.459852,-0.497499,-0.0395388,-0.629156,0.0824843,0.126079,-0.781207,-0.949182,-1.39021,-0.541763,-0.972147,0.964905,0.449689,-0.484076,0.158602,-0.747798,-0.456699,1.55631,0.506847,0.799691,-0.455406,-0.0685988,1.20185,-0.326142,0.181715,0.922225,1.29695,-0.0790128,1.08773,-1.1173,-0.639408,-0.758332,-1.01265,-0.988356,-0.944563,-1.05185,-0.56574,-0.494882,-1.48115,-1.88087,-1.9799,-1.52116,-1.72602,-0.0832564,-0.270105,-1.43341,-0.936668,-1.5119,-1.48381,0.174176,0.375933,0.310092,0.611924,0.517143,0.231147,0.58082,0.454696,0.284505,0.214679,0.519743,0.252045,0.753487,0.65462,0.680992,0.733539,0.728763,0.72002,0.741131,0.63778,0.621256,0.814747,0.867711,0.878671,0.82071,0.848903,0.520802,0.567119,0.807432,0.718426,0.819342,0.815148
-3893.64,0.993014,0.0646997,5,31,0,3912.32,-0.384108,0.670279,-0.152768,-0.406647,-0.024765,0.0348375,-0.329145,0.543116,0.654352,-0.159847,0.493932,-1.47889,-0.837955,1.12057,-0.528055,0.081115,-0.110177,0.95211,-0.910845,0.609612,-0.250969,-0.810994,0.0452801,-0.558876,-0.58791,-0.574541,-0.0134373,0.349685,-0.600157,-0.559487,-0.257067,-0.71484,-0.930841,-1.03622,0.320238,0.492529,-0.632038,-0.320052,-0.387665,-0.578254,1.0987,0.271049,0.92675,-1.04223,-0.388799,1.5678,-0.0731328,0.549492,0.324563,1.40415,-0.469378,1.08472,-0.675073,-1.25432,-0.432882,-1.0428,-1.00913,-1.1195,-0.453879,-0.107335,-1.06487,-1.0821,-1.00064,-1.3945,-1.66096,-1.74976,-0.470667,-0.230623,-1.45081,-1.0175,-1.09832,-1.29492,0.249983,0.43265,0.283585,0.739279,0.595994,0.17253,0.518275,0.365982,0.419564,0.197159,0.615236,0.252615,0.662638,0.778047,0.606562,0.739391,0.73285,0.753895,0.611561,0.526808,0.743619,0.746891,0.731185,0.80131,0.840367,0.851923,0.615542,0.557401,0.810123,0.734485,0.749946,0.784979
-3898.09,0.941559,0.0646997,5,31,0,3920.57,-0.503601,0.764117,-0.350599,-0.677785,0.200044,0.0750527,-0.155161,0.575999,0.974579,-0.0435053,0.279485,-0.869523,-0.278709,0.642676,-0.607039,-0.0251783,0.426418,0.680991,-0.58493,0.897571,-0.518423,-0.424816,-0.202272,-0.456513,-0.423481,-0.0666626,-0.659953,0.256975,0.24125,-0.878215,-1.01338,-1.48227,-0.525927,-1.15996,0.835341,0.333642,-0.674942,0.258945,-0.677283,0.00258025,1.3832,0.473798,0.781263,-0.398797,0.0910996,1.02801,-0.283807,0.189372,0.91267,1.02751,-0.153018,1.05778,-1.21418,-0.965313,-0.817821,-1.02549,-1.14252,-0.855606,-1.22374,-0.529357,-0.482979,-1.49119,-1.86296,-2.13517,-1.48419,-1.89567,0.0116261,-0.324442,-1.27353,-0.963254,-1.43628,-1.06436,0.200495,0.383718,0.314048,0.598398,0.477241,0.26347,0.570479,0.452798,0.286454,0.263567,0.53818,0.257734,0.771037,0.724184,0.693774,0.73604,0.758143,0.701742,0.772721,0.629333,0.618451,0.816256,0.865642,0.894274,0.815204,0.869401,0.497093,0.580406,0.781347,0.723773,0.807879,0.743523
-3896.88,0.978972,0.0646997,5,31,0,3915.04,-0.50026,0.414356,-0.471164,-1.04509,0.00652318,0.115564,0.0374988,0.684451,0.795066,-0.117123,0.561166,-1.70019,-0.690432,1.36411,-0.546246,0.377261,0.00258868,1.1361,-0.791505,0.881483,-0.0568263,-0.3247,0.25576,-0.192723,-0.40795,-0.188933,0.087965,0.781704,-0.246111,-0.480999,-0.0772891,-0.805658,-0.752629,-0.63393,0.764849,0.809211,-0.417676,0.234013,-0.251515,-0.295761,1.16646,0.257815,0.935597,-1.32677,-0.320304,1.73474,-0.177637,0.742326,0.376514,1.50546,-0.419352,1.24478,-0.683733,-0.946543,-0.481648,-0.928612,-1.03562,-1.15823,-0.534638,0.0387271,-0.987063,-1.33144,-1.38558,-1.88131,-2.06447,-1.82539,-0.655719,-0.379723,-1.8309,-1.08643,-1.44374,-1.61114,0.237496,0.435901,0.281791,0.790306,0.579398,0.149982,0.544293,0.322496,0.406968,0.181612,0.603328,0.223606,0.664571,0.720419,0.618137,0.716794,0.738003,0.761011,0.630564,0.490319,0.728507,0.791079,0.799886,0.867761,0.887401,0.861212,0.658298,0.593806,0.861869,0.747709,0.809033,0.83357
-3894.33,0.898223,0.0646997,5,31,0,3917.72,-0.56715,0.608642,-0.681639,-0.635889,0.225675,0.161529,-0.0617729,0.62035,0.871044,-0.157805,0.146242,-0.949237,-0.57075,0.514809,-0.666753,-0.236435,0.206077,0.559719,-0.765222,0.73816,-0.0832836,-0.284062,0.0563939,-0.306614,-0.323486,0.365164,-0.0172212,0.442907,0.403194,-0.346304,-1.1605,-1.46477,-0.574439,-1.39353,0.721872,0.118232,-0.794665,0.11426,-0.771622,-0.0986353,1.38706,0.480814,0.767346,-0.363163,-0.0985239,1.00455,-0.247072,0.0606407,0.809666,1.00567,-0.222936,0.973933,-0.922747,-0.948376,-0.769448,-1.07991,-1.18922,-0.810008,-0.707807,-0.5756,-0.545254,-1.2461,-1.8355,-1.76417,-1.37205,-1.86321,-0.000809531,-0.263878,-1.26338,-0.981103,-1.26758,-1.01885,0.199878,0.38206,0.317053,0.589806,0.524611,0.268048,0.561456,0.484844,0.307962,0.267828,0.555504,0.274097,0.715602,0.720788,0.683401,0.746477,0.766602,0.692111,0.669916,0.640054,0.633034,0.776624,0.862416,0.853732,0.79771,0.865671,0.500202,0.565589,0.779607,0.727327,0.780328,0.734748
-3894.19,0.980264,0.0646997,5,31,0,3910.59,-0.79652,0.357939,-0.744161,-0.549269,0.215997,0.261439,-0.252997,0.589192,0.644893,-0.0557735,0.461367,-1.55138,-0.424764,0.898268,-0.638501,0.148191,0.214256,0.455657,-0.897679,0.859991,-0.137778,-0.405416,0.313834,0.0537157,-0.122606,0.455319,-0.0886175,0.890313,0.115652,-0.219432,-0.934258,-1.5247,-0.877091,-0.829662,0.449997,0.147146,-0.960756,0.208773,-0.918438,-0.580606,1.08784,0.504517,1.00489,-1.04139,-0.0237303,1.31607,-0.287759,0.381586,0.741019,0.831545,-0.429589,1.03471,-0.966172,-1.06617,-0.608361,-0.818187,-0.976146,-1.0149,-0.774519,-0.216285,-0.923891,-1.31925,-1.56098,-1.57824,-1.62116,-1.15303,-0.329197,-0.092405,-1.49687,-0.82028,-1.26695,-1.44202,0.252026,0.37648,0.26798,0.739117,0.505932,0.211474,0.571447,0.405744,0.322781,0.303318,0.605776,0.262172,0.724356,0.743868,0.647567,0.693851,0.726343,0.733978,0.684498,0.553861,0.715834,0.789056,0.826494,0.828956,0.834955,0.760064,0.581564,0.523085,0.817108,0.694296,0.780221,0.808767
-3895,0.525737,0.0646997,6,95,0,3919.19,0.119172,0.639382,0.0374828,-0.711154,-0.511308,-0.116536,-0.196812,0.700663,0.505166,0.14648,0.651157,-1.55267,-0.85292,0.700068,-1.15713,-0.801925,0.325698,0.0874499,-0.99074,-0.15562,-0.478843,-0.569566,-0.318053,-0.303869,-1.1731,-0.76726,-0.526684,-0.177239,-0.735337,-0.906184,-0.426851,-0.374747,-0.815453,0.199886,1.06831,1.16983,0.30461,-0.544238,-0.0250224,-0.874286,1.18635,0.549878,1.09424,-1.03022,-0.0725284,1.44078,-0.257686,0.375303,0.808463,0.927367,-0.369083,1.1605,-0.501282,-0.988841,-0.620791,-0.725658,-1.13601,-0.7774,-0.886434,-0.0434575,-0.760291,-1.2908,-1.71633,-2.01635,-1.82714,-1.30534,-0.362573,-0.533811,-1.70169,-0.881309,-1.47072,-1.60819,0.233913,0.365893,0.250821,0.736958,0.518124,0.191425,0.564067,0.40726,0.308218,0.283459,0.591237,0.238576,0.62276,0.728859,0.650398,0.673852,0.756947,0.685119,0.708154,0.510863,0.681417,0.784283,0.847655,0.882503,0.861421,0.786732,0.589663,0.630372,0.845755,0.707093,0.813167,0.83316
-3895.86,0.95998,0.0646997,5,31,0,3918.49,-0.475685,0.533077,0.0526577,-0.158681,-0.42585,0.0503113,-0.432416,0.757898,0.996069,0.0734653,0.228143,-1.03862,-0.990904,0.719764,-1.08064,-0.854597,0.187515,0.94947,-0.842106,0.11334,-1.03957,-0.58994,-0.33689,-0.363792,-0.775623,-0.583172,-0.510884,-0.135007,-0.503987,-0.876225,-0.429605,-0.73282,-0.878667,-1.56852,1.01626,1.16953,0.239939,-0.96127,-0.533224,-0.520904,1.5785,0.424542,0.61227,-0.588392,-0.325843,1.35177,-0.316427,0.140974,0.604693,1.66411,-0.309249,1.22459,-1.16965,-1.05053,-0.847789,-0.973844,-0.856123,-1.14512,-0.921895,-0.282345,-0.783529,-1.60269,-1.35015,-1.65189,-1.56785,-2.52138,-0.169429,0.0514144,-1.42499,-1.08859,-1.43651,-0.978734,0.171008,0.39543,0.351541,0.642996,0.580747,0.20558,0.578453,0.464815,0.353271,0.159211,0.576702,0.22713,0.763081,0.740876,0.700103,0.725885,0.70185,0.758618,0.715428,0.570121,0.68644,0.832394,0.794154,0.839147,0.827477,0.925627,0.542256,0.487149,0.806119,0.748116,0.807913,0.726857
-3895.29,0.922023,0.0646997,5,31,0,3924.43,-0.0475164,0.266855,-0.17483,-0.470101,-0.283116,0.0183426,-0.237751,0.678785,0.386573,0.00243312,0.401534,-1.37294,-0.503585,0.936097,-0.611024,-0.347938,0.264531,0.236376,-0.821889,-0.0639644,-0.651746,-0.815721,-0.162585,-0.810407,-1.16226,-0.686171,-0.638034,-0.152234,-0.540465,-0.610466,-0.590943,-0.901361,-1.37738,-0.698928,0.870287,0.823848,0.0228563,-0.726796,-0.15729,-1.27873,0.89455,0.356598,0.777672,-0.952855,0.0593248,1.47703,0.017805,0.434702,0.662642,0.832245,-0.346872,0.795582,-0.724648,-1.10835,-0.473562,-1.1873,-1.2022,-1.00087,-0.897708,-0.221506,-0.697629,-1.04965,-1.32903,-1.66868,-1.96166,-1.4736,-0.0289676,-0.0606936,-1.19501,-0.937528,-0.899007,-1.70919,0.290172,0.411783,0.314822,0.721689,0.485173,0.185876,0.495549,0.393004,0.340146,0.303171,0.585859,0.310971,0.67363,0.751822,0.616226,0.766258,0.768916,0.73123,0.710478,0.555151,0.667662,0.740708,0.79068,0.8414,0.876712,0.813605,0.507241,0.515169,0.767636,0.7186,0.710745,0.846731
-3897.7,0.938092,0.0646997,5,31,0,3912.19,0.342938,-0.0149139,-0.713806,-0.815472,-0.324724,0.0155561,-0.335058,0.615633,0.913979,-0.0424657,0.233067,-1.16707,-1.18503,0.392282,-1.23696,-0.830047,0.133254,0.881664,-1.12284,0.0235912,-0.939008,0.136027,-0.248648,-0.225384,-0.756845,-0.565946,-0.215517,-0.00850413,-0.440004,-0.75426,-1.09733,-0.868478,-0.983874,-1.06768,0.411216,0.703604,-0.360163,-1.24076,-0.974849,-0.657057,1.55113,0.418271,0.719006,-0.630723,-0.484876,1.06724,-0.461197,0.122136,0.644396,1.61963,-0.523488,1.06398,-1.15492,-0.331905,-0.732136,-0.784479,-0.934949,-1.04274,-0.645645,-0.214766,-0.747075,-1.37932,-1.8337,-1.64934,-1.54383,-1.8515,-0.504524,-0.206226,-1.64134,-1.37227,-1.72086,-1.04059,0.174923,0.396931,0.327612,0.652653,0.618899,0.255929,0.613298,0.469504,0.344254,0.165256,0.627963,0.256549,0.760408,0.582223,0.675274,0.686645,0.718078,0.739379,0.656028,0.553486,0.678541,0.798881,0.862202,0.838802,0.82402,0.864303,0.623522,0.551375,0.837717,0.797747,0.84824,0.738964
-3892.49,0.988288,0.0646997,5,31,0,3915.27,0.385815,0.065212,-0.814924,-0.738321,-0.291636,-0.0265068,-0.592395,0.610187,0.733051,0.00834138,0.377038,-1.13007,-0.963222,1.04683,-1.21224,-0.614925,0.102778,0.864604,-0.999053,0.124887,-0.665578,-0.1451,-0.193473,-0.301566,-0.852632,-0.407019,0.0765521,-0.0238876,-0.259554,-0.889766,-0.997889,-1.03892,-1.09577,-0.960206,0.386332,0.672979,-0.271177,-1.26668,-0.858475,-0.611896,1.2998,0.416647,0.807978,-0.653857,-0.33989,1.64753,-0.521001,0.234751,0.556352,1.52189,-0.466259,1.05378,-1.07695,-0.782816,-0.804682,-0.980678,-1.23005,-0.931263,-0.527212,-0.386119,-0.712323,-1.58764,-1.6683,-1.83025,-1.60774,-1.71371,-0.404698,-0.193699,-1.39041,-1.39387,-1.57803,-0.965428,0.214199,0.397319,0.308322,0.657879,0.584164,0.161443,0.627382,0.44158,0.364392,0.179184,0.614498,0.258499,0.745916,0.686287,0.690975,0.727243,0.773828,0.717331,0.628833,0.595348,0.670914,0.830284,0.841349,0.861791,0.833098,0.847317,0.599816,0.548274,0.800657,0.801209,0.828925,0.724207
-3896.57,0.751869,0.0646997,5,31,0,3915.88,0.481929,0.10212,-0.835577,-0.812097,-0.323317,-0.0589611,-0.498486,0.588498,0.569353,0.137441,0.435241,-1.18925,-0.919806,0.927838,-1.3192,-0.652851,0.0256977,0.819987,-0.885737,-0.0336743,-0.54737,-0.27388,-0.465929,-0.337226,-0.691224,-0.281801,-0.0110453,0.0206618,-0.442212,-1.02924,-0.854573,-1.23138,-1.21513,-0.996976,0.312471,0.580171,-0.309348,-1.17127,-0.807075,-0.447119,1.16339,0.555828,0.878721,-0.695583,-0.263033,1.55952,-0.58715,0.254854,0.494272,1.5144,-0.329336,0.961857,-0.970078,-0.94752,-1.08061,-1.02719,-1.07629,-0.740919,-0.647046,-0.317993,-0.881239,-1.71042,-1.59633,-2.16634,-1.78124,-1.86043,-0.533431,-0.408747,-1.5191,-1.31079,-1.63289,-0.837572,0.238051,0.364513,0.293443,0.667208,0.565382,0.173716,0.642711,0.436629,0.378888,0.180288,0.581598,0.276507,0.725135,0.720616,0.746609,0.73637,0.745792,0.677197,0.656344,0.578835,0.707079,0.846891,0.831505,0.897186,0.85585,0.865347,0.630283,0.600787,0.820406,0.787645,0.836565,0.697954
