lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0646997
# Diagonal elements of inverse mass matrix:
# 0.142392, 0.138159, 0.104566, 0.100634, 0.0160722, 0.015724, 0.1378, 0.0239006, 0.199949, 0.190608, 0.195262, 0.186205, 0.186244, 0.199059, 0.177666, 0.18713, 0.204007, 0.180218, 0.18552, 0.206862, 0.260063, 0.267256, 0.224003, 0.243095, 0.274911, 0.218608, 0.270841, 0.221828, 0.2211, 0.223873, 0.195116, 0.27387, 0.183329, 0.223086, 0.172643, 0.218807, 0.232248, 0.199591, 0.223919, 0.190458
-3891.16,0.920431,0.0646997,5,63,0,3914.52,-0.0742439,1.07768,-0.145422,-0.0858597,-0.287876,-0.0196269,-0.510635,0.582219,-0.0703984,-0.223206,-0.516979,-1.64987,-1.38691,0.3642,-1.45875,-0.970221,-0.211707,0.134635,-1.22977,-0.490484,-0.717993,-0.616409,-0.17967,-0.617936,-0.536678,-0.36986,-0.452128,0.113836,-0.744149,-1.05545,-0.995291,-1.22498,-1.35548,-1.10488,0.280127,0.313096,-0.489963,-1.06563,-1.11291,-0.773478,1.07342,0.764211,0.492781,-0.595427,-0.187234,1.54153,-0.192051,0.452877,0.820396,1.36782,-0.11947,1.01081,-0.900536,-1.02238,-0.566013,-1.07131,-0.685707,-0.683435,-0.824583,-0.0267378,-0.974093,-1.53388,-1.45613,-1.7921,-1.65992,-1.6412,-0.306308,-0.334936,-1.40037,-0.990239,-1.61572,-0.921518,0.254754,0.317733,0.379239,0.644609,0.546672,0.176313,0.547866,0.388677,0.30568,0.202972,0.529832,0.266821,0.71106,0.735436,0.637843,0.744845,0.665011,0.664505,0.695208,0.506684,0.725935,0.822573,0.81094,0.857184,0.840228,0.837697,0.575984,0.58296,0.802242,0.729135,0.834204,0.715351
-3889.93,0.988831,0.0646997,5,31,0,3908.89,-0.0917379,0.489944,-0.259435,-0.265443,-0.248544,0.0938637,-0.702096,0.475885,0.413327,-0.692383,0.244675,-1.88811,-1.30388,0.0917983,-1.35678,-0.642041,-0.354766,0.163792,-1.40171,-0.308446,-0.810322,-0.580898,-0.234018,-0.62444,-1.32598,-0.810978,-0.612044,-0.401706,-0.454763,-0.808572,-1.1802,-1.47932,-1.71741,-1.62616,0.283525,0.223163,-0.670418,-1.17134,-0.841019,-1.61199,1.37597,0.13523,1.09158,-1.00263,-0.293012,1.08338,-0.288044,0.561726,0.511427,1.20359,-0.467999,0.962836,-0.797017,-0.760493,-0.507477,-0.955768,-1.28374,-1.24323,-0.762704,-0.462975,-0.593191,-1.27234,-1.5754,-1.74467,-1.97758,-1.97572,-0.33093,-0.222854,-1.56458,-1.10359,-1.16165,-1.73714,0.201657,0.466244,0.251321,0.731575,0.572733,0.252868,0.571517,0.363148,0.374859,0.230836,0.61491,0.276311,0.689336,0.681461,0.624215,0.722274,0.783085,0.776126,0.68194,0.61372,0.644097,0.781144,0.828552,0.851279,0.878423,0.878224,0.581986,0.555484,0.827009,0.750932,0.761633,0.850323
-3886.53,0.993844,0.0646997,5,63,0,3910.41,0.0436583,0.651872,-0.363341,-0.345411,-0.21996,0.0689098,-0.854301,0.505433,0.193728,-0.957318,0.123142,-2.0784,-1.34845,0.129239,-1.38524,-1.09092,-0.62748,-0.0182487,-1.55353,-0.0522227,-0.660363,-0.83024,-0.524305,-1.00357,-1.05629,-0.543464,-0.603147,-0.0136229,-0.621153,-0.774141,-1.19027,-1.57057,-1.43289,-1.16106,0.248857,0.133701,-0.479181,-0.990037,-0.912857,-1.27684,1.33214,0.0615978,1.15913,-1.00827,-0.167358,1.29326,-0.152934,0.260893,0.425579,1.18845,-0.440723,1.35934,-0.699962,-1.04055,-0.803529,-1.33401,-1.07028,-0.934901,-0.787854,-0.105061,-0.780877,-1.20763,-1.55399,-1.84769,-1.67711,-1.49855,-0.294741,-0.289149,-1.27032,-0.944045,-1.22474,-1.40156,0.208805,0.484605,0.238826,0.732681,0.541742,0.215301,0.538159,0.435144,0.395183,0.233536,0.608431,0.204348,0.668179,0.738957,0.690729,0.791502,0.744651,0.718069,0.68737,0.526241,0.685869,0.76988,0.825489,0.863856,0.842522,0.817359,0.573156,0.571788,0.780797,0.719916,0.772897,0.802432
-3889.41,0.836672,0.0646997,5,63,0,3912.38,0.121214,0.604286,-0.360308,-0.409038,-0.181213,0.0853351,-0.868121,0.517577,0.120289,-0.941232,0.144464,-2.19965,-1.40672,0.0461303,-1.36252,-1.09149,-0.538038,0.0448248,-1.46514,-0.0239874,-0.66294,-0.811351,-0.520105,-1.06249,-1.04749,-0.543478,-0.710417,-0.0209467,-0.702207,-0.719662,-1.18166,-1.57792,-1.42527,-1.22892,0.24139,0.0593796,-0.415502,-1.15715,-0.933172,-1.29086,1.32492,0.164944,1.2647,-1.05128,-0.166932,1.27185,-0.0805416,0.288943,0.596267,1.30571,-0.281612,1.40567,-0.585597,-0.874651,-0.668739,-1.25332,-0.949054,-0.841686,-0.75262,-0.0148737,-0.752392,-1.02395,-1.46341,-1.73119,-1.60857,-1.4605,-0.217113,-0.242518,-1.07794,-1.10135,-1.14365,-1.37571,0.210002,0.458857,0.220165,0.74102,0.541636,0.21894,0.520125,0.428263,0.355198,0.213206,0.569941,0.196918,0.642354,0.705712,0.661221,0.777874,0.720925,0.69882,0.679749,0.503718,0.6797,0.735742,0.812054,0.849565,0.833213,0.811609,0.554066,0.560334,0.746104,0.750513,0.758349,0.7983
-3891.13,0.914687,0.0646997,5,31,0,3901.52,0.0287435,0.924453,-0.124719,-0.371042,-0.20759,0.0367349,-0.871719,0.554257,-0.112691,-0.577482,-0.70159,-1.5972,-1.45536,-0.0213626,-1.67315,-1.02407,-0.550699,-0.276596,-1.57537,-0.785102,-1.30279,-0.993505,-0.504525,-0.708406,-1.25563,-1.08965,-0.713083,-0.733763,-0.760266,-1.38544,-1.12481,-1.32467,-1.36519,-1.58615,0.205767,0.246621,-1.04606,-0.909578,-0.998667,-0.903296,1.14529,0.567716,0.45972,-0.40367,-0.1571,1.26078,-0.326563,0.435306,0.626722,1.04583,-0.341559,0.73066,-1.21933,-1.07116,-0.618917,-0.871132,-1.148,-1.25335,-0.766572,-0.670928,-0.761877,-1.61713,-1.5822,-1.75692,-1.7098,-2.04708,-0.393077,-0.294864,-1.87852,-0.980286,-1.43543,-1.13512,0.241351,0.361764,0.387052,0.599569,0.539194,0.220839,0.580923,0.39286,0.348254,0.260027,0.584569,0.32505,0.771946,0.744818,0.649972,0.704981,0.759146,0.777878,0.682779,0.661711,0.681761,0.834398,0.829515,0.852824,0.84681,0.885652,0.597023,0.573186,0.867441,0.727165,0.807746,0.756782
-3898.85,0.991534,0.0646997,5,63,0,3917.38,-0.427069,1.19646,0.266471,0.0498279,0.0914078,0.11913,-0.867407,0.637391,0.0691175,-1.18508,-0.0127364,-2.46764,-1.52582,0.0460637,-1.40557,-0.999235,-0.658587,0.130093,-1.63531,0.165384,-0.819081,-1.16099,-0.736926,-1.78954,-0.999185,-0.790631,-0.954004,-0.098188,-1.04645,-1.13142,-1.4913,-1.99901,-1.63103,-1.55848,-0.142676,-0.28343,-1.06251,-1.13548,-1.28578,-1.45968,1.24552,0.0409817,1.20623,-1.26286,-0.367148,1.21183,-0.26818,0.088491,0.553289,1.27812,-0.448266,1.22828,-0.652773,-0.923735,-0.618805,-1.65013,-0.843518,-0.92141,-0.727394,-0.0581039,-0.977992,-1.09696,-1.54725,-1.79542,-1.73665,-1.47757,-0.271648,-0.167048,-1.08861,-1.3617,-1.21551,-1.61496,0.223476,0.489756,0.230368,0.779517,0.59077,0.229378,0.566646,0.477892,0.365102,0.21787,0.610227,0.226483,0.657635,0.715803,0.649947,0.838909,0.699206,0.715329,0.674233,0.514522,0.72671,0.74969,0.824517,0.85759,0.850261,0.814206,0.567497,0.541665,0.748121,0.796035,0.771273,0.834099
-3897.09,0.93974,0.0646997,6,95,0,3921.19,-0.17241,0.464284,-0.60276,-0.865558,-0.353375,0.131899,-0.257093,0.569035,0.53339,-0.704041,0.297179,-1.90309,-1.18303,0.0556264,-1.48812,-0.758166,0.037487,0.32436,-1.34316,0.00566084,-0.65944,-0.369323,0.041608,-0.593412,-0.879135,-0.246403,-0.489604,0.0195703,0.133588,-0.157986,-0.446902,-0.76718,-0.809527,-0.612468,1.09169,0.995219,0.650993,-0.702174,-0.351506,-0.852951,1.62155,0.192137,1.22078,-0.924637,-0.0263023,1.18493,-0.249118,0.67282,0.988517,1.52222,-0.296141,1.53264,-0.921066,-0.905209,-0.626178,-1.34348,-1.09962,-1.13685,-0.984351,-0.346529,-0.342216,-1.0948,-1.54204,-1.6808,-1.71268,-1.64427,-0.313621,-0.173718,-1.15199,-1.13909,-1.34217,-1.56413,0.164991,0.452113,0.227799,0.715986,0.506575,0.234168,0.561959,0.337866,0.271205,0.179134,0.573499,0.177608,0.715259,0.712019,0.651622,0.793061,0.750189,0.757101,0.727971,0.585776,0.584729,0.749285,0.823761,0.84301,0.847184,0.838116,0.577769,0.543321,0.759875,0.757512,0.792847,0.826945
-3899.48,0.972704,0.0646997,5,31,0,3923.61,-0.31889,0.743527,-0.35751,-0.681092,-0.373054,0.0926121,-0.460574,0.634561,0.0265952,-0.0858655,-0.024904,-1.64744,-1.17698,0.293448,-1.41056,-1.37434,-0.4698,-0.386542,-1.384,-0.568232,-0.542351,-0.399047,0.134443,0.00948626,-0.746179,-0.0336194,0.0882342,0.201995,-0.826332,-0.461671,-0.584901,-0.85066,-0.730951,-0.529763,1.04483,0.730884,-0.288697,-0.319538,-0.196682,-0.469008,1.10533,0.790199,0.880114,-0.684515,-0.0258537,1.41562,-0.172578,0.0663196,0.464171,0.80801,-0.348694,0.973761,-0.816505,-0.962735,-0.521858,-0.733675,-0.976903,-0.831714,-0.432024,-0.135818,-1.27996,-1.35535,-1.7385,-1.9059,-1.68188,-1.66314,-0.38958,-0.547258,-2.14293,-0.778259,-1.28663,-1.21726,0.248742,0.312126,0.293154,0.664746,0.506463,0.19535,0.543038,0.483426,0.385997,0.308315,0.586301,0.274132,0.693494,0.723669,0.627582,0.675611,0.726493,0.696717,0.606357,0.533902,0.782443,0.795003,0.850497,0.870558,0.843153,0.840659,0.596182,0.633499,0.895007,0.685305,0.783576,0.771582
-3896.3,0.706275,0.0646997,5,31,0,3918.04,-0.29884,0.601416,-0.475315,-0.650657,-0.326122,0.0965511,-0.419763,0.66294,-0.0130733,-0.108134,0.0219197,-1.66723,-1.3367,0.235277,-1.2294,-1.26771,-0.445773,-0.247865,-1.38723,-0.245994,-0.600428,-0.401125,0.0230441,-0.0548727,-0.744708,-0.0656269,-0.0742258,0.187783,-0.73226,-0.634224,-0.535227,-0.776768,-0.93472,-0.586003,1.0529,0.90666,-0.295088,-0.257548,-0.259179,-0.586914,0.923676,0.651438,0.806803,-0.831725,-0.336671,1.20999,-0.153439,-0.0145758,0.364421,0.790127,-0.48845,1.09573,-0.976172,-1.02998,-0.70236,-0.85621,-1.08249,-0.946167,-0.665112,-0.259201,-1.28049,-1.58273,-1.58784,-1.71221,-1.81016,-1.60534,-0.260785,-0.239233,-1.97578,-0.702697,-1.24055,-1.28517,0.28421,0.342666,0.308572,0.696719,0.583382,0.229702,0.538285,0.503644,0.40989,0.312141,0.619741,0.250541,0.726348,0.736912,0.668711,0.701868,0.746964,0.720344,0.660408,0.56444,0.782533,0.829591,0.830312,0.847123,0.859381,0.832764,0.564829,0.559525,0.878231,0.668786,0.77566,0.783329
-3886.24,1,0.0646997,5,31,0,3911.8,-0.587498,0.924671,-0.202354,-0.490858,-0.15825,0.122839,-0.379131,0.642519,0.292095,-0.697594,-0.0970565,-1.55085,-1.0367,0.704873,-1.43893,-0.915393,-0.0351433,0.338525,-1.39063,-0.440358,-0.612524,-0.360748,0.157188,-0.210658,-0.541238,0.0990064,-0.353287,0.348832,-0.168339,-0.37476,-0.726964,-1.13251,-0.937187,-0.690549,0.814062,0.754315,-0.23918,-0.452027,-0.496762,-0.34574,1.24095,0.165288,0.778108,-0.651123,-0.0571335,1.67215,-0.422525,0.18699,0.852303,1.33651,-0.460192,0.705012,-0.981083,-0.852128,-0.457031,-0.861723,-0.891374,-0.742469,-0.826244,-0.130284,-0.696584,-1.17323,-1.70338,-1.9001,-1.82763,-1.57483,-0.365026,-0.191376,-1.59636,-1.13367,-1.36262,-1.15021,0.22427,0.458772,0.314728,0.657263,0.514279,0.158137,0.604087,0.453388,0.29895,0.208085,0.61306,0.330702,0.727323,0.701013,0.61231,0.703021,0.709174,0.677535,0.69556,0.532525,0.66743,0.763728,0.845976,0.869903,0.861479,0.828471,0.590257,0.547699,0.831509,0.756516,0.796185,0.759549
-3884.45,0.996253,0.0646997,5,31,0,3897.97,-0.608003,0.915408,-0.24403,-0.384829,-0.202549,0.128105,-0.346103,0.63358,0.253771,-0.685274,-0.070934,-1.47701,-1.20934,0.629143,-1.31216,-0.958721,-0.0172177,0.40075,-1.34327,-0.561716,-0.326489,-0.427671,0.0732518,-0.315612,-0.600731,-0.0663004,-0.296327,0.377852,-0.139377,-0.357922,-0.657881,-1.19298,-0.838532,-0.728797,0.885018,0.665548,-0.0866185,-0.422194,-0.371044,-0.45362,1.2276,0.178518,0.808579,-0.566055,-0.196208,1.62656,-0.251865,0.211615,0.878015,1.43747,-0.393014,0.663641,-0.726659,-0.985043,-0.612225,-1.04825,-0.977321,-0.984407,-0.830119,-0.134703,-0.714812,-1.25011,-1.57848,-1.90453,-1.64909,-1.56059,-0.265866,-0.244845,-1.46545,-0.965507,-1.17926,-1.15413,0.226601,0.455489,0.308193,0.637852,0.548895,0.164303,0.562636,0.447293,0.293589,0.191938,0.597008,0.339922,0.674072,0.728108,0.648448,0.740439,0.726576,0.727982,0.69638,0.533625,0.671464,0.777318,0.828989,0.870403,0.838768,0.826438,0.566078,0.560907,0.812364,0.724223,0.764814,0.760265
-3883.4,0.981322,0.0646997,5,31,0,3898.47,-0.133175,0.797862,-0.32162,-0.43444,-0.195185,0.0222688,-0.444156,0.689828,0.422448,-0.265314,0.108279,-1.86007,-1.10801,0.148091,-1.18054,-0.564932,-0.449395,0.0847024,-1.18226,0.480186,-0.747267,-0.448667,-0.11871,-0.431722,-0.78447,-0.455333,-0.215487,-0.0440214,-0.369688,-0.788147,-0.914505,-0.977005,-1.00589,-1.11634,0.649699,0.505998,-0.344157,-0.603568,-0.681879,-0.903257,1.32462,0.530817,0.919559,-1.01849,-0.167967,1.07299,-0.195052,0.526598,0.377033,1.04747,-0.302815,1.62474,-1.07016,-0.92305,-0.615362,-0.97382,-1.08464,-0.9738,-0.667147,-0.374038,-0.760299,-1.38281,-1.61487,-1.67828,-1.60021,-1.83231,-0.1714,-0.285712,-1.38491,-0.940365,-1.37512,-1.39154,0.210051,0.370326,0.285048,0.734679,0.541893,0.254836,0.548609,0.371311,0.406843,0.259711,0.57513,0.164553,0.744628,0.715663,0.649163,0.72588,0.747372,0.725876,0.660864,0.592434,0.681419,0.799442,0.834086,0.842676,0.832048,0.862037,0.542745,0.570946,0.799779,0.719173,0.798207,0.800838
-3892.71,0.948307,0.0646997,5,63,0,3909.27,-0.295671,0.832189,-0.258232,-0.462977,-0.069261,0.0482738,-0.403176,0.656321,0.267386,-0.0572107,0.213047,-1.37341,-0.90965,0.243664,-1.25387,-0.305754,-0.110583,0.123339,-1.45706,0.482227,-0.565087,-0.801432,0.0261366,-0.283895,-0.469251,-0.3752,-0.121519,0.112409,-0.339117,-0.872332,-1.11641,-0.901603,-1.21771,-1.33468,0.83495,0.764874,-0.565618,-0.338038,-0.876222,-0.819059,1.04966,0.687438,0.96307,-0.612637,-0.113935,1.034,-0.442031,0.543716,0.644816,0.927118,-0.682843,1.35051,-0.95107,-1.24117,-0.461875,-0.788033,-0.847172,-0.951696,-0.553194,-0.316472,-0.789501,-1.43549,-1.84142,-1.54619,-1.90509,-2.02485,0.0267258,0.047821,-1.45179,-0.934037,-1.55833,-1.46881,0.25929,0.334603,0.276264,0.648542,0.528453,0.262309,0.608743,0.367324,0.344159,0.28351,0.664373,0.205787,0.72133,0.775768,0.613459,0.687409,0.699973,0.721456,0.634876,0.578464,0.687724,0.807756,0.863117,0.824363,0.870467,0.883382,0.493319,0.488047,0.810273,0.717894,0.826114,0.812877
-3892.14,0.960712,0.0646997,6,95,0,3916.06,0.194289,0.167033,-0.656024,-1.07307,-0.258548,-0.0269371,-0.187046,0.464439,1.18777,-0.0811414,0.340198,-1.21065,-0.66015,1.16569,-0.732211,-0.500981,-0.126665,0.875542,-0.537809,0.147635,-0.756048,-0.60184,0.0519282,-0.199475,-0.454177,-0.256082,-0.297673,0.262118,-0.209904,-0.413839,-0.256361,-0.663014,-0.362831,-0.370587,0.905838,0.900265,0.0355113,-0.367737,-0.309177,-0.321926,1.63793,0.228555,0.669961,-0.840758,-0.159824,1.64595,-0.171686,0.200009,0.223164,1.40597,-0.117748,0.918858,-1.21237,-1.25883,-0.578122,-0.889725,-0.880402,-0.802159,-0.924561,-0.147202,-0.69949,-1.11728,-1.42385,-1.94458,-1.38986,-1.61518,-0.365149,-0.444663,-1.52644,-1.05364,-1.52367,-1.20849,0.162747,0.443109,0.338506,0.698625,0.539871,0.161657,0.542816,0.450164,0.444439,0.196871,0.529403,0.285191,0.770718,0.778824,0.640635,0.708833,0.706906,0.690436,0.715971,0.536734,0.668075,0.753485,0.805942,0.874854,0.80057,0.83413,0.590286,0.609369,0.821484,0.741473,0.821079,0.770032
-3895.29,0.910563,0.0646997,5,31,0,3914.54,-0.366524,0.399452,-0.585701,-0.459578,-0.231516,0.0880594,-0.307997,0.642906,0.293276,-0.0182276,0.73015,-1.18974,-0.815223,0.347501,-0.948966,-0.283327,0.399009,0.361221,-1.08076,0.262021,-0.325679,0.22348,0.377427,-0.314693,-0.925711,-0.0411938,0.280205,0.129761,-0.0450753,-0.482946,-0.762601,-1.0505,-1.25166,-1.0338,0.841307,0.905899,0.0629256,-0.641958,-0.28497,-0.787769,0.854475,0.417193,1.18354,-0.700416,-0.209102,0.935653,-0.288941,0.502477,0.870367,0.994294,-0.546513,1.11072,-0.936518,-0.567043,-0.501155,-1.24718,-1.5096,-1.06894,-0.483366,-0.551169,-0.797879,-1.53943,-1.62287,-1.78856,-1.98615,-1.85093,-0.223817,-0.0010747,-1.26274,-1.07099,-1.07515,-1.39648,0.298495,0.397189,0.234417,0.66828,0.552086,0.281779,0.571737,0.376959,0.295178,0.270065,0.633326,0.247738,0.718396,0.638081,0.622731,0.776812,0.819001,0.744396,0.618542,0.634407,0.689521,0.823382,0.835191,0.85675,0.879336,0.864237,0.555722,0.500269,0.779498,0.744784,0.745575,0.801625
-3898.15,0.737971,0.0646997,5,63,0,3923.21,0.0476339,0.562934,-0.569728,-0.593719,-0.127838,-0.032668,-0.0808459,0.62619,0.484164,0.145841,0.632262,-1.51279,-0.840241,0.804531,-1.12593,-0.131896,0.350795,0.362756,-0.899476,0.625908,-0.292867,-0.191558,0.58516,-0.161188,0.0347127,-0.132034,-0.287901,0.44361,-0.145855,-0.478394,-0.546684,-0.769174,-1.40855,-1.23025,0.568289,0.636621,-0.230247,-0.35194,-0.274058,-0.725994,1.06126,0.653486,1.14983,-0.975384,-0.238339,1.39651,-0.494259,0.569224,0.878284,0.979541,-0.337261,1.36175,-0.870333,-0.868241,-0.0588554,-0.834968,-0.52787,-0.695831,-0.949702,-0.0912657,-0.720418,-1.13935,-1.27422,-1.59181,-2.06664,-2.01526,-0.191072,-0.197997,-1.13347,-0.841355,-1.04419,-1.31463,0.257068,0.342204,0.24052,0.726191,0.559304,0.19837,0.621109,0.361416,0.293534,0.272983,0.583525,0.203955,0.704815,0.70438,0.51471,0.697404,0.628986,0.667263,0.721055,0.522801,0.672699,0.75756,0.781464,0.830871,0.887618,0.88239,0.547623,0.549338,0.756479,0.69875,0.739657,0.788286
-3891.13,0.992974,0.0646997,5,31,0,3920.88,-0.0464688,0.426625,-0.682596,-0.881032,-0.115671,0.0208652,-0.228591,0.795069,0.882573,-0.410024,0.516286,-0.982506,-0.798145,0.617109,-0.836321,-0.270633,0.151678,0.918079,-0.924314,0.291886,-0.165131,-0.115645,-0.220286,-0.126632,-0.730519,-0.272037,0.434572,0.448501,0.257635,-0.494413,-0.569717,-0.88621,-0.565384,-0.547747,0.775805,0.842505,-0.253363,-0.355723,-0.253376,-0.288912,1.43414,0.0787019,1.01399,-0.466848,-0.224133,1.18214,-0.235377,0.393153,0.658359,1.50556,-0.386212,0.987094,-0.793026,-0.833314,-0.95882,-0.892099,-1.34495,-1.03884,-0.26963,-0.191281,-0.418057,-1.2987,-1.56055,-1.86225,-1.49338,-1.54016,-0.294248,-0.194795,-1.45359,-1.1311,-1.23232,-1.15406,0.192454,0.480335,0.2662,0.614637,0.5558,0.234667,0.558574,0.402958,0.341108,0.181598,0.59537,0.271487,0.688481,0.697055,0.722885,0.709323,0.793302,0.738625,0.567002,0.547675,0.603018,0.785616,0.826433,0.865559,0.816584,0.823488,0.573036,0.548545,0.81055,0.756042,0.774225,0.760252
-3893.96,0.964863,0.0646997,5,31,0,3910.85,-0.0134205,0.165596,-0.892889,-1.2937,-0.0137691,0.0732647,-0.00537856,0.724061,0.541827,0.0950164,0.429912,-1.3055,-0.639591,0.814859,-0.717744,0.150717,0.074502,0.535049,-0.724295,0.382385,-0.259613,-0.175101,0.38996,-0.189807,-0.356842,-0.057237,-0.708484,0.246849,-0.126029,-0.0961076,-0.582247,-0.533531,-0.715554,-1.00142,1.08761,1.0162,-0.183042,0.175714,-0.220159,-0.244234,0.99753,0.54324,0.879204,-0.854067,-0.181215,1.27217,-0.256163,0.619779,0.524863,0.995027,-0.270194,0.855187,-0.941537,-0.867711,-0.375915,-0.958889,-1.03716,-0.968039,-1.39949,-0.507271,-0.884424,-0.940591,-1.75535,-1.56331,-1.88117,-2.10393,-0.165703,-0.0916489,-1.45185,-0.971738,-1.32106,-1.40237,0.269427,0.367434,0.293343,0.70142,0.54518,0.218887,0.563693,0.349832,0.371716,0.26992,0.567141,0.298346,0.71941,0.704269,0.592888,0.722899,0.738302,0.724728,0.802103,0.624167,0.707738,0.719219,0.852626,0.826828,0.867746,0.891284,0.541331,0.522896,0.810283,0.725466,0.789359,0.80256
-3894.2,0.859225,0.0646997,5,31,0,3911.34,-0.116352,0.288965,-0.682925,-0.810486,-0.0391485,0.0783897,-0.268897,0.563196,1.04674,-0.331893,0.337366,-1.19115,-0.691738,0.860955,-0.640304,-0.442884,0.161196,0.846295,-0.95472,0.859692,-0.291923,-0.4099,-0.0865707,-0.338421,-0.384433,-0.257135,0.465,0.684277,0.136485,-0.803647,-0.455555,-1.32793,-0.529364,-0.673295,0.637568,0.398396,-0.436871,-0.260637,-0.486364,-0.52823,1.56267,0.162776,0.835073,-0.687361,-0.168205,1.38145,-0.107656,0.111033,0.661942,1.37439,-0.44334,1.42424,-0.842976,-0.991337,-0.746397,-1.00736,-0.930928,-1.06918,-0.111879,0.0578732,-0.502073,-1.55705,-1.26117,-1.98588,-1.31371,-1.40812,-0.266188,-0.35162,-1.38468,-0.993333,-1.21663,-1.29131,0.173263,0.459396,0.302573,0.66538,0.541952,0.200776,0.526888,0.47227,0.340303,0.201912,0.609055,0.193997,0.699092,0.729352,0.678393,0.732504,0.717263,0.744441,0.527941,0.485536,0.622946,0.82593,0.779228,0.879307,0.788134,0.803469,0.566157,0.58701,0.799742,0.729746,0.77147,0.784369
-3893.41,0.981473,0.0646997,5,31,0,3912.48,-0.399832,0.712529,-0.419723,-0.874609,0.0171806,0.0913028,-0.0248069,0.578543,0.932124,0.0876959,0.407106,-1.35161,-0.624749,0.429417,-0.400503,-0.401944,-0.0911986,0.458347,-0.915579,0.126341,-0.177654,-0.142496,0.470165,-0.431427,-0.35045,-0.0314568,-0.358033,0.431877,0.0154572,-0.234563,-0.592076,-0.580673,-0.64946,-0.788067,0.808493,0.606923,-0.538734,0.199538,-0.333111,-0.360126,1.59697,0.761874,1.07995,-0.681434,0.0367622,1.09226,0.257007,0.246233,0.580313,1.11786,-0.248734,0.769851,-0.72903,-0.680538,-0.15918,-1.05677,-0.903826,-0.845407,-0.898075,-0.212135,-0.623221,-0.948544,-1.66831,-1.4703,-1.73502,-1.76966,-0.350373,-0.368004,-1.67827,-0.908695,-1.31671,-1.45502,0.168406,0.318239,0.253515,0.664059,0.49081,0.251193,0.436099,0.438751,0.358861,0.246409,0.561865,0.316511,0.674592,0.663859,0.539711,0.742073,0.711735,0.699603,0.710554,0.552836,0.650951,0.720822,0.84135,0.813103,0.850054,0.854416,0.586708,0.590977,0.842675,0.712733,0.788633,0.810771
-3889.05,0.9268,0.0646997,5,63,0,3912.21,-0.409558,0.775942,-0.213513,-0.584089,-0.166971,0.0788354,-0.3164,0.503225,0.418845,-0.60193,0.0743141,-1.41473,-1.09037,0.820168,-1.37843,-0.457678,0.07604,0.524408,-1.02572,0.448829,-0.47433,-0.487022,-0.268363,-0.114826,-0.576917,-0.210931,0.0745315,0.280042,-0.134272,-0.69564,-0.423755,-1.2241,-0.752143,-0.677315,0.873057,0.763286,0.0810181,-0.500038,-0.358212,-0.360423,1.22753,0.11604,0.805243,-0.657887,-0.249294,1.64829,-0.498472,0.51299,0.819928,1.38493,-0.236472,1.46485,-0.805212,-0.947492,-0.807669,-0.693009,-0.88836,-0.888469,-0.366501,-0.116716,-0.582865,-1.37858,-1.41139,-2.09295,-1.64907,-1.61851,-0.277646,-0.242705,-1.25759,-1.17666,-1.27997,-1.16663,0.226615,0.471022,0.308905,0.658786,0.562003,0.16134,0.6221,0.374493,0.305779,0.200219,0.558844,0.187726,0.691088,0.720611,0.691613,0.666636,0.708552,0.708574,0.590613,0.529146,0.641726,0.798762,0.803985,0.890216,0.838765,0.83459,0.568969,0.56038,0.778611,0.764347,0.782445,0.762536
