# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJ_C_sim2_re_model
# start_datetime = 2022-03-09 15:54:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmp8W8kz6/standata-4bcc150d3088.json
# init = 2 (Default)
# random
#   seed = 1750050239
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim2_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim2_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJ_C_sim2_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,m_k,s_SI,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,s_HJ,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.00325103
# Diagonal elements of inverse mass matrix:
# 0.257458, 0.101183, 0.0899311, 0.0956288, 0.0225839, 0.00992163, 0.203909, 0.0165748, 0.329919, 0.256491, 0.253135, 0.27563, 0.232353, 0.31384, 0.251122, 0.315586, 0.259242, 0.262222, 0.232117, 0.255519, 0.245899, 0.232342, 0.267634, 0.227047, 0.241133, 0.259746, 0.224069, 0.283767, 0.235113, 0.22792, 0.281006, 0.259302, 0.236916, 0.261151, 0.292661, 0.29321, 0.241171, 0.26025, 0.234659, 0.254561, 0.218542, 0.00761206, 0.22744, 0.226424, 0.228603, 0.226412, 0.226876, 0.227286, 0.227728, 0.228044, 0.226994, 0.227952, 0.227485, 0.22728, 0.226968, 0.228069, 0.227628, 0.227637, 0.227668, 0.227173, 0.227172, 0.227166, 0.227443, 0.22774, 0.227898, 0.227149, 0.226845, 0.227781, 0.228237, 0.227749, 0.227363, 0.227045, 0.227163, 0.227719, 0.227629, 0.227648, 0.226983, 0.228026, 0.226816, 0.226693, 0.227149, 0.228159, 0.22819, 0.22754, 0.227807, 0.22754, 0.226955, 0.227529, 0.227522, 0.227958, 0.227678, 0.227275, 0.22687, 0.228631, 0.227544, 0.22746, 0.226818, 0.227721, 0.226728, 0.22755, 0.226231, 0.227598, 0.22729, 0.227, 0.227288, 0.226836, 0.227566, 0.227549, 0.22752, 0.227621, 0.226842, 0.228283, 0.226424, 0.227717, 0.227173, 0.227902, 0.227446, 0.227806, 0.228539, 0.227251, 0.227607, 0.227504, 0.226573, 0.0845018, 0.226459, 0.226584, 0.226496, 0.226437, 0.226159, 0.226466, 0.226217, 0.226735, 0.226568, 0.225828, 8.16531e-05
7006.09,0.983159,0.00325103,6,63,0,-6943.8,0.243206,-0.0347846,-0.150038,-0.303445,-0.378813,0.202517,-0.412908,0.668954,-1.47921,-1.3108,-0.579331,-0.0983198,-0.21704,0.69721,0.466606,-0.610362,-0.237713,-0.140607,-0.770781,-0.963962,1.2041,-0.65693,-0.182031,0.417205,-0.382603,0.556138,-0.517885,-1.05902,-0.0959283,-1.28346,-0.950371,-0.512996,-0.799062,-0.259174,-0.44772,0.108807,-0.814922,0.821426,-0.835958,-0.491425,0.0866459,0.581062,0.328826,-0.102788,-0.82369,0.622298,-0.127478,0.303275,-0.563929,0.499051,0.151088,-0.331561,0.00914117,-0.180716,0.610848,0.927939,0.543309,-0.127557,-0.513885,-0.137756,-0.443351,0.47008,-0.528534,0.25277,-0.342907,-0.970107,-0.525263,-0.458711,1.15974,-0.10151,-0.256141,-1.22715,-0.465455,-0.565602,-0.262002,-0.783453,1.6388,0.286783,0.385026,0.0746229,0.351536,-1.40033,0.302266,-0.103026,0.145445,0.524476,0.313182,0.95853,0.29699,0.331434,-0.654923,-0.0680895,0.443256,-0.163005,-0.388338,0.164911,0.836289,1.08612,-0.400787,0.819439,-0.392882,0.432863,1.31612,1.07688,-0.220721,-0.0255774,-0.574476,0.0835499,-0.0230051,-0.191231,-0.596984,0.781694,-0.747882,-0.385433,-0.114817,-0.558828,0.698392,1.01015,0.89148,-0.0250507,-0.0723567,-0.404495,-0.184962,0.0174983,-0.208164,-0.189449,-0.180059,-0.190835,-0.182744,-0.202653,-0.156229,-0.20955,-0.181145,-0.16119,0.20523,0.124834,-0.202505,0.330208,0.651239,0.256597,2.1488,0.706859,0.837468,0.857028,1.00043,-0.189109,-0.193325,1.74957,-0.28123,-0.0668204,0.266283,-0.00878562,1.20964,-0.360137,-0.233865,0.310638,-1.1084,-0.591059,-1.09513,-0.871888,-0.426483,-0.0364625,0.41203,-1.0402,1.21537,-0.876036,-0.130231
7007.69,0.956085,0.00325103,6,63,0,-6937.24,0.190811,0.0478752,-0.117502,-0.263426,-0.364674,0.197077,-0.434251,0.672563,-1.47076,-1.32056,-0.618261,-0.0980984,-0.253536,0.684369,0.421176,-0.62982,-0.272577,-0.138055,-0.779162,-0.979351,1.20108,-0.60605,-0.204707,0.426263,-0.381768,0.603711,-0.52167,-1.04292,-0.0981198,-1.28622,-0.937363,-0.50778,-0.814366,-0.242416,-0.403377,0.122657,-0.830427,0.828965,-0.866715,-0.487377,0.0201444,0.58351,0.29074,-0.0155857,-0.820142,0.593677,-0.167572,0.353497,-0.541179,0.515024,0.0853335,-0.355606,0.0471675,-0.215027,0.642268,0.909138,0.54586,-0.0754619,-0.50354,-0.142993,-0.30805,0.451807,-0.533665,0.227768,-0.305625,-0.944169,-0.552029,-0.465289,1.18056,-0.0940591,-0.295494,-1.22872,-0.414092,-0.59279,-0.220912,-0.7876,1.61662,0.318161,0.373574,0.0380338,0.396985,-1.39735,0.32459,-0.0839546,0.110867,0.551837,0.321225,0.979504,0.294331,0.360106,-0.586534,0.00138112,0.490901,-0.0750123,-0.453996,0.191965,0.803864,1.11174,-0.39384,0.837285,-0.337835,0.45286,1.37289,1.11973,-0.212249,0.0191304,-0.532001,0.0816447,0.0323411,-0.158827,-0.596633,0.820377,-0.693812,-0.336385,-0.0909498,-0.630986,0.724937,1.08668,0.842628,0.0720743,-0.103245,-0.367343,-0.183437,0.0173632,-0.194574,-0.186848,-0.193776,-0.194958,-0.174046,-0.203994,-0.150644,-0.218162,-0.189447,-0.162683,0.205191,0.117816,-0.21135,0.301728,0.661528,0.242586,2.1283,0.690506,0.806251,0.825702,1.0048,-0.179039,-0.193079,1.71405,-0.256519,-0.103823,0.26671,-0.0361664,1.22068,-0.384074,-0.258596,0.281126,-1.12983,-0.603969,-1.08069,-0.896981,-0.418105,-0.0136213,0.40841,-1.05769,1.19993,-0.915685,-0.150053
7020.61,0.991373,0.00325103,6,127,0,-6947.09,0.291497,-0.116261,-0.215908,-0.367309,-0.419163,0.193197,-0.220119,0.721856,-1.56892,-1.33529,-0.607902,-0.174298,-0.237257,0.631348,0.420023,-0.733751,-0.310808,-0.174267,-0.817671,-0.977187,1.17123,-0.662358,-0.181059,0.425528,-0.462355,0.506844,-0.556172,-1.14044,-0.14143,-1.29197,-1.00539,-0.460822,-0.853403,-0.296274,-0.422467,0.13705,-0.795499,0.802718,-0.848837,-0.517299,0.147949,0.593639,0.379358,0.0153261,-0.734367,0.67599,-0.0965887,0.343636,-0.472319,0.554438,0.189256,-0.297308,0.0710826,-0.145347,0.658286,0.978344,0.574962,-0.0794084,-0.45064,-0.11739,-0.353354,0.457214,-0.469424,0.28159,-0.244986,-0.910551,-0.503094,-0.37529,1.22464,-0.00506905,-0.268257,-1.17172,-0.402099,-0.56831,-0.189691,-0.731428,1.6847,0.371718,0.44654,0.131679,0.432225,-1.32445,0.374616,-0.0419823,0.202626,0.563737,0.437884,1.03913,0.35937,0.419172,-0.5735,0.0148583,0.524066,-0.0768456,-0.398363,0.234581,0.844195,1.14983,-0.297734,0.850734,-0.295282,0.456036,1.36511,1.1581,-0.141627,0.0440138,-0.515159,0.118631,0.0617076,-0.105444,-0.524071,0.881035,-0.673092,-0.338638,-0.0425983,-0.538589,0.803533,1.06625,0.908734,0.095087,0.00098791,-0.309542,-0.17747,0.020902,-0.190406,-0.164231,-0.168705,-0.183549,-0.165033,-0.187254,-0.132204,-0.192265,-0.173656,-0.146151,0.204435,0.0579206,-0.226117,0.250457,0.599716,0.200553,2.05861,0.630481,0.751129,0.752481,0.940254,-0.260318,-0.272524,1.68551,-0.335927,-0.173754,0.200136,-0.107114,1.14067,-0.440015,-0.347577,0.219156,-1.18755,-0.647853,-1.14501,-0.974034,-0.49056,-0.100127,0.339848,-1.11571,1.13679,-0.964123,-0.188572
7009.14,0.984622,0.00325103,6,63,0,-6955.3,0.444777,-0.219636,-0.316281,-0.405862,-0.32377,0.153491,-0.411054,0.74312,-1.3421,-1.25376,-0.542621,-0.135237,-0.265097,0.826891,0.327398,-0.450824,-0.171824,-0.0617219,-0.831054,-0.944341,1.19829,-0.697213,-0.275653,0.260399,-0.482394,0.567679,-0.639163,-1.02359,-0.17816,-1.36705,-1.0632,-0.729789,-1.02639,-0.464872,-0.473673,0.051147,-1.01039,0.739332,-1.025,-0.610547,0.0472673,0.569015,0.351802,-0.012175,-0.765776,0.659976,-0.131734,0.316029,-0.52116,0.525781,0.174051,-0.240563,0.0667064,-0.154,0.669071,0.947104,0.584167,-0.0939388,-0.450476,-0.112867,-0.323171,0.488271,-0.490995,0.284238,-0.303433,-0.905141,-0.467011,-0.409079,1.22348,-0.047001,-0.241762,-1.20414,-0.436414,-0.57049,-0.198182,-0.71014,1.65589,0.382818,0.389732,0.0769019,0.400076,-1.36049,0.372367,-0.0321853,0.20594,0.627627,0.362135,1.03799,0.346165,0.404429,-0.583075,-0.00973675,0.484162,-0.0926669,-0.393566,0.218982,0.800484,1.16968,-0.331498,0.844336,-0.27908,0.469163,1.40394,1.12936,-0.173617,-0.017258,-0.534381,0.118276,0.0321722,-0.139799,-0.541332,0.811128,-0.688674,-0.295981,-0.122566,-0.563552,0.7459,1.06371,0.873808,0.0387353,-0.0433529,-0.35061,-0.134209,0.0191529,-0.15473,-0.128942,-0.135926,-0.144052,-0.113709,-0.145874,-0.088409,-0.152926,-0.134272,-0.1004,0.204408,0.0170796,-0.298703,0.222965,0.552413,0.167124,2.03617,0.579745,0.794437,0.752053,0.901728,-0.306496,-0.297475,1.67416,-0.366438,-0.187116,0.160672,-0.133627,1.13589,-0.47507,-0.328268,0.178997,-1.20776,-0.685298,-1.15653,-1.01783,-0.51747,-0.11017,0.322314,-1.15173,1.10764,-1.00805,-0.250634
7009.18,0.995736,0.00325103,7,255,0,-6947.92,0.426703,-0.337696,-0.353511,-0.388026,-0.35492,0.177229,-0.569578,0.724967,-1.34251,-1.19525,-0.525413,-0.0637293,-0.152188,0.825953,0.459718,-0.519324,-0.167532,-0.0448048,-0.716746,-0.878695,1.16164,-0.681655,-0.256326,0.314578,-0.439246,0.522846,-0.628851,-1.12664,-0.181637,-1.35526,-1.09997,-0.754786,-1.01825,-0.469238,-0.550404,-0.0427342,-1.04868,0.658658,-1.08335,-0.650782,0.034837,0.577377,0.351063,-0.0176847,-0.730922,0.676736,-0.101257,0.333121,-0.515418,0.551599,0.14238,-0.311746,0.0469234,-0.118154,0.636546,0.934884,0.564,-0.10591,-0.437558,-0.121253,-0.328978,0.50746,-0.487205,0.263946,-0.289799,-0.877927,-0.516427,-0.40444,1.26041,-0.0706789,-0.285312,-1.18652,-0.373428,-0.555194,-0.187299,-0.746136,1.64528,0.37114,0.416297,0.0623686,0.374558,-1.34283,0.357328,-0.0579624,0.15595,0.577964,0.369608,0.974393,0.348722,0.388524,-0.5815,-0.00847978,0.515622,-0.0834726,-0.358953,0.266891,0.83164,1.13247,-0.336051,0.857067,-0.299104,0.483311,1.37442,1.12747,-0.16311,-0.00634107,-0.525009,0.0988787,0.0934063,-0.159634,-0.544422,0.843579,-0.621807,-0.294909,-0.0952581,-0.537619,0.757682,1.08621,0.870709,0.0755546,-0.0189397,-0.319615,-0.101077,0.0223231,-0.122383,-0.107572,-0.109632,-0.110986,-0.105016,-0.128133,-0.07793,-0.144414,-0.107877,-0.0726779,0.205043,0.0165464,-0.288163,0.182944,0.532284,0.172791,2.02966,0.578549,0.705888,0.714346,0.880453,-0.290546,-0.300479,1.63358,-0.368783,-0.200028,0.14656,-0.11562,1.096,-0.507667,-0.405182,0.160156,-1.23037,-0.680716,-1.2176,-1.00389,-0.530877,-0.12003,0.286419,-1.18967,1.08532,-1.05081,-0.242283
6998.1,0.943938,0.00325103,6,63,0,-6929.12,0.427817,-0.353936,-0.336314,-0.399674,-0.366964,0.182652,-0.4111,0.730206,-1.38467,-1.24501,-0.506956,-0.0702353,-0.198427,0.789833,0.440867,-0.519498,-0.13215,-0.0582267,-0.748917,-0.914031,1.11489,-0.721832,-0.304524,0.306331,-0.508028,0.493478,-0.63675,-1.13045,-0.201778,-1.38943,-1.15122,-0.7191,-1.04313,-0.490201,-0.596598,-0.0474219,-0.998919,0.678236,-1.02964,-0.71105,0.12429,0.580474,0.360856,0.0433813,-0.687773,0.672716,-0.110036,0.351193,-0.505598,0.575465,0.188459,-0.290904,0.061168,-0.129992,0.663558,0.928437,0.593842,-0.0930515,-0.401944,-0.130751,-0.298126,0.545762,-0.475559,0.232324,-0.280885,-0.880474,-0.491494,-0.389447,1.23294,-0.0672948,-0.252518,-1.18768,-0.401469,-0.570102,-0.187234,-0.738202,1.68607,0.355232,0.41859,0.072046,0.416031,-1.34688,0.362631,-0.0731303,0.175647,0.614609,0.388774,0.983385,0.349259,0.394064,-0.584829,0.0325859,0.545697,-0.0892881,-0.377597,0.276776,0.862054,1.16452,-0.299116,0.849842,-0.285366,0.444057,1.37755,1.15251,-0.139129,-0.0221689,-0.509189,0.116087,0.0843208,-0.142044,-0.534771,0.841032,-0.640942,-0.299936,-0.0388802,-0.539432,0.75483,1.07795,0.900023,0.0681217,-0.0282669,-0.330407,-0.116539,0.0223361,-0.121839,-0.117915,-0.102247,-0.115851,-0.110578,-0.136638,-0.0794609,-0.147176,-0.0978819,-0.0825529,0.204887,0.000591282,-0.326461,0.205521,0.527858,0.118844,2.01388,0.545585,0.727965,0.759737,0.878512,-0.326991,-0.336111,1.61749,-0.383696,-0.232261,0.147847,-0.158185,1.10073,-0.496218,-0.370453,0.166259,-1.24566,-0.730175,-1.21006,-1.04071,-0.565778,-0.16583,0.278691,-1.15772,1.10576,-1.00903,-0.301717
