# 0.186017, 0.107232, 0.10035, 0.100853, 0.0188737, 0.0095576, 0.22525, 0.120409, 0.407737, 0.394815, 0.319467, 0.307088, 0.288724, 0.497523, 0.356162, 0.318375, 0.324096, 0.315433, 0.303536, 0.340423, 0.517436, 0.306794, 0.327542, 0.305802, 0.273682, 0.383667, 0.274267, 0.353886, 0.294982, 0.418538, 0.31892, 0.317879, 0.282772, 0.282416, 0.349131, 0.405314, 0.323434, 0.529832, 0.308044, 0.29478, 0.214331, 0.00641071, 0.220167, 0.222329, 0.219752, 0.221361, 0.221736, 0.221108, 0.220459, 0.221168, 0.217192, 0.221515, 0.220167, 0.220902, 0.222205, 0.219486, 0.224419, 0.220265, 0.22117, 0.224389, 0.221899, 0.219109, 0.222347, 0.220178, 0.222298, 0.222842, 0.220412, 0.221714, 0.223223, 0.218229, 0.2222, 0.220255, 0.2205, 0.221068, 0.220868, 0.223245, 0.222119, 0.219396, 0.221704, 0.221286, 0.2231, 0.219589, 0.221333, 0.223985, 0.224179, 0.223225, 0.221516, 0.221621, 0.22066, 0.220452, 0.220303, 0.222473, 0.218883, 0.222308, 0.223411, 0.218211, 0.218977, 0.218031, 0.221427, 0.219546, 0.218491, 0.219956, 0.221817, 0.220255, 0.21962, 0.222332, 0.220926, 0.221579, 0.219628, 0.219762, 0.219991, 0.219166, 0.222993, 0.221127, 0.222632, 0.221083, 0.222804, 0.223807, 0.219754, 0.221001, 0.221248, 0.219172, 0.234313, 1.71159, 1.82399, 1.68373, 1.56937, 1.40247, 1.70473, 1.77782, 1.41223, 1.51247, 1.43982, 1.48991, 1.72642, 1.56187, 1.4174, 1.5938, 1.81475, 1.64875, 1.53643, 1.7618, 1.54558, 1.70393, 1.74107, 1.75865, 1.54352, 1.71187, 1.57215, 1.56755, 1.55842, 1.87474, 1.82448, 1.58149, 1.55562, 0.218831, 0.219815, 0.219091, 0.219262, 0.220184, 0.21884, 0.221232, 0.219524, 0.220329, 0.219584, 0.220571, 0.219184, 0.219945, 0.219482, 0.219237, 0.219882, 0.219517, 0.218586, 0.218607, 0.219227, 0.220988, 0.219266, 0.220448, 0.220798, 0.220418, 0.220911, 0.220806, 0.219944, 0.218841, 0.219147, 0.219699, 0.220459, 7.96919e-05
1796.41,0.974696,0.00492524,9,511,0,-1697.41,-0.789445,0.714896,0.260187,0.228307,-0.197827,0.111344,0.0581319,0.334466,-0.367818,-0.368572,-0.276897,0.297114,-0.0813453,0.478853,0.635343,-0.114071,0.212313,0.0595405,0.17091,-0.426047,0.308405,0.0077007,0.224352,0.121942,-0.0701312,-0.133243,0.00936806,1.05914,0.164597,-0.359745,-0.352009,0.0421554,0.111666,0.138314,0.254998,0.67362,-0.300472,0.473681,-0.125102,0.33355,0.00510123,0.526506,0.293706,-0.0478387,-0.668933,0.454854,-0.211992,0.172197,-0.526727,0.368726,0.0968114,-0.350602,-0.0329005,-0.27267,0.538804,0.720943,0.493173,-0.279074,-0.567063,-0.127044,-0.396458,0.303918,-0.56826,0.121129,-0.360816,-0.870089,-0.536769,-0.47271,0.94045,-0.119919,-0.273134,-1.11032,-0.398955,-0.705862,-0.327267,-0.868439,1.26331,0.400333,0.265596,-0.107751,0.336632,-1.35068,0.232831,-0.0925268,0.0652139,0.41042,0.235661,0.81817,0.170299,0.319213,-0.578167,-0.112338,0.440188,-0.0547809,-0.390903,0.136455,0.670554,0.922016,-0.398318,0.586152,-0.438173,0.258355,0.946637,0.857422,-0.275355,-0.0376972,-0.560601,-0.118781,-0.0339168,-0.151061,-0.630418,0.624025,-0.676322,-0.327473,-0.17575,-0.578909,0.622171,0.751668,0.675536,0.0601546,-0.0685744,-0.494679,2.63803,0.474048,0.611297,0.0304212,0.0628779,0.092516,0.671523,0.686822,0.129272,0.156093,0.485146,0.391422,0.172565,1.29796,0.0832297,0.488126,0.39524,0.317805,2.5716,0.159827,0.695856,0.27255,0.307932,0.554854,0.39591,0.496673,0.0304413,0.133036,0.813206,0.0824548,0.673852,0.36315,0.0783522,-0.0106989,-0.480974,0.0524479,0.479162,-0.00275287,1.76511,0.578857,0.644316,0.714167,0.659221,-0.423397,-0.31907,1.51624,-0.355498,-0.221946,0.105203,-0.0966402,0.978197,-0.332091,-0.306829,0.150782,-1.14107,-0.58873,-1.14777,-0.913342,-0.512207,-0.0544197,0.350765,-1.06696,1.08384,-0.948338,-0.041238,0.462933
1803.23,0.998453,0.00492524,9,511,0,-1682.5,-0.983888,0.58474,0.543278,0.360956,-0.270585,0.0398194,0.242253,0.335435,-0.208898,0.476437,0.269977,0.501112,0.409166,0.101308,0.793931,0.0635109,0.780975,0.123926,0.406773,-0.00978495,0.283146,0.296683,0.442658,0.353255,0.263994,0.6479,0.327902,-0.136027,0.534882,0.165045,-0.137066,0.125515,-0.178199,0.12243,0.38582,0.737936,-0.0692124,0.638462,-0.190316,0.265826,0.0490606,0.546067,0.166754,-0.0477316,-0.750482,0.513983,-0.202437,0.231494,-0.556654,0.292354,0.0190628,-0.393244,-0.00866211,-0.254477,0.515634,0.732137,0.429654,-0.261024,-0.58864,-0.106611,-0.436045,0.233459,-0.513178,0.226704,-0.298744,-0.868276,-0.442176,-0.461423,0.94408,-0.14546,-0.285804,-1.17267,-0.476663,-0.655219,-0.315955,-0.665078,1.31449,0.295844,0.303949,-0.0438998,0.303195,-1.29805,0.269024,-0.163207,0.0794647,0.39467,0.239095,0.770182,0.150548,0.347868,-0.719818,-0.101953,0.367417,-0.0659577,-0.530313,0.110104,0.664046,0.932313,-0.308064,0.51473,-0.403853,0.362663,1.12511,0.840988,-0.141391,-0.0252434,-0.652493,0.00173,-0.0866331,-0.191246,-0.559007,0.593508,-0.662407,-0.387915,-0.0903538,-0.650658,0.696223,0.848887,0.816635,0.0529847,-0.024561,-0.420296,2.30095,0.105223,0.745663,0.0306622,0.0330367,1.07417,1.8457,0.798259,1.44614,0.0727897,0.476732,0.288354,0.758792,1.25275,0.461569,0.200136,0.318791,0.345298,1.05848,0.307427,0.110341,0.0536063,0.50487,0.0570823,0.125308,0.357259,0.0419735,0.508472,0.848284,0.0443206,0.724593,0.354727,0.202686,0.00714788,-0.508464,0.0866324,0.487927,0.000361413,1.83034,0.543379,0.644793,0.742178,0.719481,-0.464415,-0.245798,1.57019,-0.369996,-0.128863,0.144316,-0.113375,0.99744,-0.343903,-0.337482,0.132231,-1.104,-0.555221,-1.08649,-0.882813,-0.535586,-0.0880146,0.497111,-0.994266,1.08003,-0.983563,-0.0561685,0.465885
1778.48,0.98994,0.00492524,10,1024,1,-1704.95,-0.377332,-0.21763,-0.444359,-0.928713,-0.130042,0.163424,0.799905,0.460959,0.90239,0.0937397,0.959126,1.0599,0.830095,1.65432,1.21947,0.898246,0.781818,0.904318,0.789231,0.365315,0.845595,-0.0119035,0.735137,1.55454,0.702996,1.64359,0.78092,0.79621,0.794674,0.300084,0.686108,0.0231796,1.30642,0.767775,0.954614,1.32647,1.1244,1.67099,0.323726,0.570752,-0.18831,0.54554,0.210126,-0.281443,-0.774778,0.287983,-0.462105,0.136815,-0.633815,0.180653,-0.138347,-0.363645,-0.224105,-0.423333,0.429946,0.508134,0.379239,-0.321399,-0.662057,-0.340418,-0.629677,0.11641,-0.683968,-0.0405293,-0.582097,-1.09496,-0.642049,-0.555414,0.766594,-0.273376,-0.424862,-1.2966,-0.536119,-0.896461,-0.421444,-0.978845,1.21976,0.190801,0.138589,-0.225496,0.127191,-1.54746,0.0992719,-0.232463,-0.135137,0.232228,0.0746467,0.791352,0.0652712,0.119728,-0.680339,-0.274021,0.269707,-0.276119,-0.469003,0.0536804,0.372505,0.837466,-0.636915,0.438762,-0.38761,0.158774,0.974305,0.752179,-0.350407,-0.128775,-0.689603,-0.175645,-0.0407781,-0.283791,-0.758637,0.49307,-0.859519,-0.468742,-0.317751,-0.783276,0.559642,0.644087,0.731142,-0.143598,-0.241219,-0.560669,1.70653,0.99726,0.673391,0.576888,0.188217,0.194806,0.106369,0.0590108,0.197143,0.574211,0.0307443,0.258749,1.03571,2.38895,0.221762,0.251205,0.507078,0.177311,0.352137,0.317853,0.336544,0.240026,0.528954,0.342,0.227353,1.94432,0.707795,0.127322,0.130396,0.378414,0.854141,0.0633974,0.576361,0.13151,-0.370711,0.275581,0.655815,0.155162,1.97905,0.647026,0.815086,0.828626,0.916185,-0.196946,-0.128351,1.59657,-0.185747,-0.0744139,0.342228,0.0280787,1.07905,-0.180133,-0.197282,0.234207,-0.961565,-0.404268,-1.02879,-0.760417,-0.366527,0.0588707,0.599469,-0.845837,1.22847,-0.762042,0.0910893,0.452524
1796.1,0.997497,0.00492524,9,511,0,-1698.6,-0.681637,-0.186916,-0.402016,-0.662625,-0.296536,0.191288,0.729754,0.405592,0.286565,0.676612,0.430369,0.508034,0.876689,1.41639,1.11234,0.91431,0.980713,0.868631,0.598289,0.343175,2.05339,0.657016,1.1615,0.687763,0.554916,1.33467,1.03125,0.275737,1.16271,0.449036,0.537975,1.02831,-0.119095,0.941533,0.830216,1.11592,0.803038,0.924858,0.711159,1.05891,-0.15641,0.580119,0.141106,-0.270997,-0.792143,0.285043,-0.431005,0.105215,-0.690152,0.0950553,-0.132926,-0.406028,-0.1669,-0.439706,0.387246,0.538812,0.329978,-0.339498,-0.657354,-0.251474,-0.659293,0.100008,-0.655058,-0.0636425,-0.431179,-1.06353,-0.645165,-0.593246,0.804003,-0.347304,-0.466236,-1.33046,-0.557621,-0.829002,-0.435296,-0.896017,1.22077,0.176131,0.162085,-0.281849,0.110421,-1.5092,0.122533,-0.256925,-0.12276,0.338051,0.0912632,0.756608,0.0395089,0.132367,-0.722297,-0.181777,0.250375,-0.214314,-0.383936,-0.0347077,0.441016,0.793531,-0.587086,0.523994,-0.518019,0.172355,0.932477,0.777369,-0.335807,-0.14812,-0.771065,-0.0824852,-0.0571459,-0.304112,-0.763259,0.411601,-0.827234,-0.490296,-0.396389,-0.860586,0.588044,0.629475,0.721237,-0.138391,-0.229138,-0.598467,1.99892,0.775595,1.28056,0.239108,0.501443,0.135868,0.376459,0.448308,0.767224,0.0716462,0.347726,0.609987,0.336708,0.403496,0.183467,0.380514,0.478237,0.583787,0.453614,0.314197,0.0657241,0.477768,0.787306,0.0640705,0.318774,0.398868,0.046384,0.0707329,0.793043,0.349254,0.629546,0.285261,0.433855,0.187979,-0.383772,0.254759,0.653459,0.159406,1.95067,0.676259,0.784009,0.83226,0.848997,-0.295214,-0.131445,1.56689,-0.232382,0.00934006,0.304482,0.0370792,1.16195,-0.219275,-0.148234,0.319828,-1.03256,-0.418052,-0.928232,-0.845394,-0.399177,0.00883705,0.598342,-0.899094,1.26007,-0.794273,0.0816379,0.463215
1761.78,0.998515,0.00492524,9,511,0,-1675.47,-0.12899,-0.428158,-0.689868,-1.01176,-0.230633,0.125726,0.679736,0.65389,-0.154196,0.611431,0.630887,0.925518,0.466209,1.48799,1.15878,-0.293128,0.897557,0.70316,0.585211,1.47821,1.36446,0.394639,0.752655,0.328025,0.111348,1.15256,1.25812,0.833397,0.940673,-0.387054,0.465809,1.1351,1.15248,0.414274,1.1095,1.36462,-0.932638,-0.963964,0.189606,0.848836,-0.00714037,0.517024,0.254637,-0.0340878,-0.62913,0.431299,-0.177111,0.0486329,-0.602316,0.246192,-0.0507012,-0.356529,-0.050892,-0.272812,0.436685,0.703703,0.502868,-0.228853,-0.536118,-0.117274,-0.456677,0.22213,-0.656346,0.184047,-0.36258,-0.911245,-0.459499,-0.502028,1.01865,-0.180457,-0.292483,-1.18247,-0.493678,-0.70651,-0.315076,-0.804631,1.30927,0.262359,0.390949,-0.125168,0.279182,-1.26384,0.298158,-0.0902677,0.00167912,0.364045,0.281146,0.791227,0.2344,0.361271,-0.670285,-0.104914,0.380907,-0.120419,-0.441331,0.136131,0.625547,0.978493,-0.441489,0.593564,-0.323403,0.351719,1.13672,0.815093,-0.106747,0.0362333,-0.597702,-0.0491616,0.0551872,-0.118559,-0.541538,0.645103,-0.751738,-0.404348,-0.177689,-0.620348,0.713977,0.767928,0.896174,0.0386369,-0.0210295,-0.502389,1.3604,0.173933,1.05692,1.51163,0.438292,0.457157,0.190472,0.777151,0.407901,0.562481,0.171472,0.672554,0.966148,0.371792,0.0504933,0.273904,0.465504,1.82506,0.394262,0.946607,1.02174,0.386078,0.220886,0.309731,1.04687,0.672534,1.28509,0.447084,0.0219545,1.16484,1.28768,0.0367497,0.135829,0.0242602,-0.496866,0.0642159,0.477281,0.0631723,1.8126,0.466587,0.591442,0.670143,0.658403,-0.368344,-0.28379,1.50937,-0.291719,-0.230505,0.102831,-0.10531,0.954868,-0.336901,-0.278964,0.103226,-1.06821,-0.630819,-1.19213,-0.898886,-0.528128,-0.10711,0.44866,-0.999588,1.03314,-0.936499,-0.0382754,0.459308
1765.33,0.992508,0.00492524,11,3071,0,-1657.12,-0.554421,0.0738606,0.190397,-0.359564,-0.403531,0.245341,0.332883,0.695447,-0.12874,-0.779079,-0.175296,0.658007,0.480677,1.15061,1.13551,-0.00738706,0.403365,0.38917,-0.383726,-0.345744,0.710717,0.0885208,0.0841029,0.886614,-0.0485603,1.0734,0.214964,-0.514611,-0.176141,-1.1021,0.34615,0.746855,0.115728,0.749402,0.134496,0.525408,-0.824049,1.86685,-0.36786,0.713799,-0.29842,0.547203,-0.0221307,-0.337908,-0.962796,0.143366,-0.386691,-0.0348009,-0.85383,0.0959437,-0.288739,-0.598307,-0.27612,-0.491174,0.257668,0.44078,0.186334,-0.476678,-0.826346,-0.52163,-0.756232,-0.0112485,-0.91716,-0.161024,-0.570082,-1.2304,-0.776989,-0.73936,0.686082,-0.635056,-0.539512,-1.51902,-0.749755,-0.944522,-0.572876,-0.975824,1.00502,0.0139491,0.013188,-0.319148,-0.0309754,-1.56572,0.0412822,-0.283106,-0.262701,0.124624,-0.00814834,0.543639,-0.123951,-0.00281079,-1.00744,-0.408034,0.0529083,-0.431395,-0.674143,-0.136701,0.4146,0.614136,-0.713402,0.356227,-0.535699,-0.005255,0.879921,0.600683,-0.426766,-0.249146,-0.797529,-0.325194,-0.167808,-0.379702,-0.920837,0.367162,-0.979035,-0.635843,-0.460149,-0.956158,0.335684,0.574105,0.483425,-0.255185,-0.336394,-0.792175,2.41412,1.0349,0.0323024,0.210346,0.147508,0.154464,0.545166,0.0985823,0.257492,1.30862,0.139729,0.199936,0.0476035,1.02974,0.285468,0.16229,0.171932,0.150841,0.16424,0.696874,0.290222,0.5488,1.2745,0.158089,0.0891548,0.199305,0.0044229,0.672329,0.782532,0.820349,0.080719,0.531925,0.0259561,0.288102,-0.224159,0.314626,0.775162,0.253779,2.07074,0.794035,0.93952,1.0012,1.05767,-0.175371,-0.0666643,1.70351,-0.0694225,0.103303,0.434018,0.159502,1.33688,-0.109278,-0.0484964,0.425352,-0.944525,-0.276231,-0.773425,-0.694831,-0.284467,0.1976,0.769491,-0.790037,1.44203,-0.698381,0.279933,0.45897
1805.14,0.70591,0.00492524,9,1023,0,-1682.06,-0.217746,0.376874,0.40684,0.203142,-0.261221,0.0456828,-0.0266885,0.444257,-0.569742,-0.822512,-0.354097,0.29426,0.197103,0.481423,-0.200273,0.352222,0.128312,0.579738,-0.393257,0.0768062,0.328532,0.269881,0.238163,0.58329,0.00846654,0.836052,0.193332,-0.297921,-0.198728,-1.10062,-0.361195,0.126338,-0.407178,0.040587,0.0405997,0.102051,0.119024,-0.0767106,-0.66232,0.28115,-0.430446,0.572143,-0.122383,-0.518748,-1.13851,0.0987727,-0.633526,-0.123544,-0.895718,-0.0933664,-0.321002,-0.617313,-0.448341,-0.720543,0.103171,0.342099,0.003107,-0.574589,-0.92878,-0.541269,-0.809145,-0.019088,-0.878678,-0.296009,-0.777341,-1.21907,-0.885298,-0.85086,0.582892,-0.50063,-0.613131,-1.52826,-0.811429,-1.02062,-0.645559,-1.122,0.940242,-0.072801,-0.0801855,-0.504902,-0.0912069,-1.6874,-0.109395,-0.556808,-0.384757,-0.0514291,-0.179628,0.460243,-0.236566,-0.137502,-0.97942,-0.461857,-0.0555145,-0.446798,-0.844942,-0.315095,0.306284,0.577711,-0.774935,0.184217,-0.878385,-0.0797441,0.765322,0.482759,-0.549987,-0.460193,-0.97244,-0.372593,-0.376042,-0.579494,-0.949415,0.21938,-1.07759,-0.796414,-0.499536,-0.947542,0.267151,0.408029,0.45435,-0.308579,-0.443465,-0.811005,2.95199,0.301637,0.0957326,0.254526,0.347001,0.418224,0.667307,0.562296,0.111116,0.524497,0.0682,0.0706582,0.866438,0.665337,0.258939,0.0691012,0.0378799,0.204243,0.140651,0.385996,0.0196591,0.455163,0.250852,0.0341105,0.843254,0.0375148,0.200912,0.743712,0.832353,0.439793,1.03356,0.383579,0.234498,0.436264,-0.122343,0.425739,0.842362,0.451969,2.21457,0.830623,1.02868,1.1257,1.10396,0.00800073,0.102217,1.95354,0.00387969,0.225433,0.527289,0.283936,1.37044,0.0304899,0.0876566,0.518061,-0.80156,-0.149018,-0.705242,-0.509809,-0.111049,0.309226,0.900427,-0.666034,1.42306,-0.510442,0.355788,0.455767
1784.74,0.99131,0.00492524,9,511,0,-1705.22,-0.226237,0.259063,0.489526,0.0572734,-0.236969,0.0908333,0.0691284,0.419398,-0.409159,-0.445795,-0.373592,0.433918,-0.0227403,0.496801,0.479398,-0.117679,0.458786,0.538642,-0.279787,-0.17384,0.244143,-0.55813,-0.169048,0.299069,-0.314014,0.512076,-0.214762,0.354619,-0.00414799,0.532167,-0.224951,-0.200702,-0.449182,0.0595099,0.209169,0.970622,-0.481325,0.400245,0.336179,0.329881,-0.321935,0.48245,0.0320321,-0.445104,-0.94136,0.133874,-0.590913,-0.0876414,-0.833351,-0.0491414,-0.319118,-0.596282,-0.379618,-0.616427,0.205966,0.43878,0.14936,-0.522968,-0.808505,-0.599313,-0.83163,0.0270826,-0.822677,-0.187184,-0.70623,-1.16642,-0.815175,-0.789425,0.658131,-0.396471,-0.630691,-1.50667,-0.766183,-0.972374,-0.733717,-1.00575,0.989712,0.0742344,-0.0608705,-0.429663,0.00611132,-1.63159,0.042058,-0.472494,-0.270854,0.15778,0.00695067,0.565139,-0.254208,-0.0467733,-0.983597,-0.309732,0.131682,-0.436515,-0.600157,-0.248183,0.361748,0.618161,-0.708215,0.225023,-0.715776,-0.0395363,0.773883,0.577329,-0.483622,-0.281912,-0.844325,-0.241734,-0.275959,-0.455228,-0.849417,0.232878,-1.01915,-0.667289,-0.43791,-0.888858,0.361584,0.481703,0.527852,-0.21122,-0.403798,-0.669213,3.02767,0.239947,0.343885,0.936165,0.056657,0.11377,1.42109,0.142799,0.171271,0.143773,0.0127491,0.0455943,0.035459,1.62151,0.262863,0.229788,0.0799444,0.0454541,0.325278,0.22156,0.962728,0.594563,0.860697,0.080826,0.521024,0.293909,0.0314344,0.758574,0.274743,0.298437,0.884597,0.547249,0.113083,0.38191,-0.255689,0.372657,0.788657,0.296012,2.06766,0.796738,0.967673,0.9681,1.0418,-0.113405,0.0381686,1.79413,-0.0049759,0.139665,0.371434,0.200071,1.28875,0.0239448,0.0332064,0.487756,-0.777143,-0.327346,-0.809735,-0.676355,-0.196333,0.224497,0.786054,-0.698347,1.38235,-0.637386,0.252854,0.455408
1791.35,0.999586,0.00492524,9,511,0,-1697.97,-0.0840461,-0.036954,-0.368375,-0.221416,-0.385117,0.25939,0.282177,0.297729,0.0423445,-0.184544,0.84499,0.456649,0.481986,0.502226,0.584229,0.212943,0.205072,0.201594,-0.365157,-0.236574,0.200106,0.179925,0.456523,0.614574,0.108452,0.503705,0.517226,-0.25698,0.681486,0.401005,0.303827,0.150655,-0.0997062,0.225866,0.0333116,0.62703,-0.246339,0.260861,-0.290544,0.0629529,-0.400768,0.561427,-0.307584,-0.4889,-1.14307,0.0659762,-0.610525,-0.320966,-0.973753,-0.120058,-0.327208,-0.668822,-0.496228,-0.729122,0.0929527,0.233431,0.0176543,-0.650756,-1.07895,-0.669282,-0.833572,-0.166376,-0.942936,-0.239234,-0.773427,-1.33069,-0.971504,-0.884141,0.502936,-0.604213,-0.757742,-1.58491,-0.906685,-1.15832,-0.748881,-1.19781,0.925958,-0.173721,-0.184981,-0.370293,-0.0442659,-1.72918,-0.252689,-0.623551,-0.480074,-0.144319,-0.350057,0.514858,-0.252162,-0.188629,-1.10873,-0.704946,0.0124035,-0.527238,-0.89995,-0.36456,0.112329,0.468868,-1.03265,0.160532,-0.815347,-0.0978452,0.669286,0.449786,-0.647256,-0.501617,-0.98653,-0.540186,-0.480336,-0.66845,-1.01423,0.143766,-1.12355,-0.908171,-0.523812,-1.13624,0.25726,0.329355,0.331286,-0.452509,-0.572432,-0.947133,3.03696,0.787616,0.804559,0.619099,0.131693,0.082353,0.807703,0.967083,0.267448,0.0139685,0.0176334,0.0799939,0.701601,1.52946,0.0197238,0.309225,0.38082,0.260808,0.762,0.176018,0.0137723,0.848082,0.507324,0.6376,0.0733218,0.213731,0.0384258,0.0889655,0.0646275,0.0666648,0.752939,0.0212608,0.159272,0.370829,-0.00271124,0.53585,0.922875,0.470784,2.30453,0.982604,1.11799,1.15088,1.18186,0.0453442,0.14715,1.91027,0.113965,0.241199,0.5759,0.304818,1.44202,0.105376,0.206793,0.546051,-0.658589,-0.146913,-0.679741,-0.530135,-0.119096,0.381108,0.890006,-0.608949,1.52612,-0.467316,0.363166,0.45719
1797.92,0.951554,0.00492524,9,511,0,-1701.09,0.0126325,-0.0665676,0.0862027,-0.0793876,-0.390026,0.183966,0.0746395,0.439932,0.234291,-0.822079,-0.55364,0.52577,0.320415,0.264529,0.229609,-0.0838249,0.317826,0.311658,-0.28528,-0.168152,0.505381,-0.398535,0.0735071,0.635353,0.0496716,-0.118793,-0.0684868,-0.69298,0.169822,-0.471653,-0.0405789,0.147472,0.0631369,-0.0431793,-0.104575,0.660322,-0.332952,0.274447,-0.471762,0.209535,-0.446931,0.615122,-0.0863812,-0.568376,-1.15142,0.107625,-0.622522,-0.193054,-0.954317,-0.134875,-0.409067,-0.811344,-0.450914,-0.653231,0.120871,0.3417,0.0481448,-0.711162,-0.960572,-0.611181,-0.690914,-0.128851,-0.986115,-0.33048,-0.723276,-1.26657,-0.938271,-0.943588,0.516333,-0.649186,-0.608393,-1.58484,-0.818696,-1.04831,-0.625031,-1.25092,0.892551,-0.0875537,-0.187426,-0.473814,-0.0543224,-1.82534,-0.109054,-0.62321,-0.3135,-0.0329033,-0.168193,0.356611,-0.275249,-0.129509,-1.09903,-0.527196,-0.0526618,-0.475401,-0.905458,-0.319478,0.147049,0.4777,-0.904721,0.106219,-0.830203,-0.0606469,0.677729,0.415324,-0.554739,-0.355406,-1.0014,-0.515757,-0.461686,-0.530303,-1.04461,0.185428,-1.11458,-0.80196,-0.636518,-0.979381,0.269378,0.400808,0.376179,-0.451002,-0.410718,-0.898882,2.53281,0.538642,0.547871,0.457025,0.194287,0.548713,0.654562,0.399232,1.04433,0.0938434,0.019467,0.085244,0.172302,0.61196,0.107574,0.600766,1.03972,0.119485,0.728937,0.105595,0.0191656,0.138431,0.262503,1.36535,0.21461,0.313175,0.339267,0.177654,0.0458137,0.0153685,0.561989,0.0363325,0.40743,0.464521,-0.0932937,0.502527,0.948896,0.458746,2.23925,0.935187,1.06298,1.12822,1.14568,0.0512056,0.132499,1.96096,0.0873971,0.203725,0.576528,0.348512,1.41538,0.0384179,0.133057,0.516151,-0.67417,-0.148983,-0.694182,-0.475622,-0.0555044,0.308388,0.860962,-0.612723,1.48603,-0.551643,0.325363,0.45777
1795.34,0.882509,0.00492524,10,1535,0,-1694.04,0.442865,-0.000965716,-0.234116,0.0388929,-0.473415,-0.0256701,0.19968,0.500631,-0.198261,-0.059221,0.429891,-0.110661,-0.0374175,0.168782,0.84444,0.727827,0.465126,0.424842,-0.54342,0.0472928,0.923589,-0.00215943,0.360314,0.891839,0.153678,0.55698,-0.0356674,-0.159395,0.273057,-0.400038,-0.340265,-0.389896,-0.300557,-0.580138,0.224202,1.04573,-0.29672,-0.0440961,-0.430254,-0.0227468,-0.436436,0.609377,-0.136958,-0.495955,-1.15259,-0.0287614,-0.692898,-0.169622,-1.00979,-0.201573,-0.449003,-0.754031,-0.463469,-0.822892,-0.0360754,0.243597,-0.062814,-0.696926,-0.966542,-0.695191,-0.914606,-0.203253,-1.00893,-0.33914,-0.808387,-1.38925,-0.934089,-0.9483,0.487516,-0.658414,-0.75649,-1.63642,-0.86277,-1.17208,-0.737774,-1.20297,0.843269,-0.188718,-0.20007,-0.500319,-0.0898994,-1.73917,-0.172108,-0.614715,-0.449668,-0.0713232,-0.28039,0.372091,-0.312245,-0.141355,-1.11681,-0.625541,-0.158278,-0.532122,-0.928436,-0.380782,0.186694,0.389585,-0.84679,-0.00809481,-0.80899,-0.231546,0.615044,0.385477,-0.629818,-0.48277,-1.03757,-0.560732,-0.481009,-0.592796,-0.980342,0.0728134,-1.17143,-0.879736,-0.56516,-1.16132,0.151763,0.349618,0.35192,-0.506992,-0.545425,-0.875774,2.44192,1.21404,0.353627,0.267175,0.198592,0.1275,0.906128,0.318889,0.638368,0.0445703,0.0194578,0.0131839,0.602734,1.10928,0.128492,0.561351,0.0507827,0.22055,0.434178,0.145597,0.0328596,0.27913,0.221083,0.405425,0.528192,1.78691,0.201183,1.14658,0.0565018,0.0967057,0.711383,0.059678,0.36339,0.485364,-0.0102161,0.543977,1.01861,0.483837,2.26468,1.04409,1.09548,1.20345,1.18732,0.0756316,0.22083,1.99101,0.116986,0.347433,0.552809,0.331178,1.49895,0.135992,0.120167,0.585722,-0.683228,-0.175964,-0.634072,-0.543641,-0.0158988,0.341071,0.929689,-0.54897,1.58154,-0.477743,0.428129,0.460114
