# 0.14781, 0.208815, 0.138414, 0.116682, 0.00859169, 0.0201362, 0.0131357, 0.0082044, 0.148035, 0.581715, 0.654809, 0.755719, 0.760408, 0.673002, 0.686443, 0.771653, 0.76967, 0.871237, 0.59797, 0.82654, 0.706981, 0.631304, 0.765392, 0.774074, 0.755419, 0.741119, 0.688975, 1.01461, 0.932365, 0.552249, 0.616307, 0.999688, 0.712139, 0.694708, 0.955588, 0.721579, 0.6567, 0.901315, 0.811819, 0.911471, 0.588717, 0.700373, 0.026364, 0.0249034, 0.263345, 0.292448, 0.190674, 0.263424, 0.211701, 0.202023, 0.290692, 0.207357, 0.301709, 0.208656, 0.211224, 0.235407, 0.209642, 0.239808, 0.21481, 0.239748, 0.253388, 0.199646, 0.203422, 0.269214, 0.244112, 0.217243, 0.209296, 0.225958, 0.232675, 0.263777, 0.469792, 0.250063, 0.254981, 0.198778, 0.279516, 0.288172
86.3563,0.990223,0.0689462,6,63,0,-46.2814,-0.0788555,0.17656,-0.256425,-0.591195,-0.221182,0.121655,0.0329011,0.0920712,-0.035087,0.285924,0.0106457,-1.31138,0.39004,-0.0750316,-0.240517,-0.833905,-0.358153,1.04501,0.953469,0.200986,-1.45152,-1.01951,0.404117,1.13955,-1.17454,0.000638264,0.202728,0.24698,3.25204,0.0755304,0.159318,0.453908,-1.13812,1.35811,-1.08058,-0.277397,-0.449224,-1.02507,1.26379,-0.309853,-0.0619247,0.236547,1.572,0.820586,0.226453,1.07921,-0.443112,-0.546469,-0.47096,-1.60881,-0.0393836,-0.158735,2.05813,-1.54579,0.0293201,0.084433,-0.00961007,0.747855,0.08737,0.319975,0.19835,-0.964855,-0.981858,1.64368,0.482462,-0.503748,-0.853257,-0.164912,-0.104534,0.0654737,1.69177,-2.11661,1.41373,-0.841896,-1.31028,1.08024,-0.0320431,-0.410041,0.0764349,-0.0565403,-0.103857,-0.27352,-0.137491,0.263706,0.237533,0.0223796,-0.45011,-0.326589,0.0804597,0.290739,-0.370916,-0.0349045,0.0228778,0.0355305,0.894749,-0.013491,0.0104658,0.0946961,-0.360501,0.353229,-0.344052,-0.114401,-0.163531,-0.328178,0.326262,-0.123681,-0.0527927,0.0325476,5.79982,11.6766,3.34809,3.07584,3.27245,1.28638,4.66312,4.22807,26.0724,1.35465,4.93356,5.16181,4.77845,8.89671,5.17426,6.26243,5.6676,2.18203,2.1518,18.5558,7.15566,3.18558,2.39129,4.2067,4.42037,5.08212,19.3027,0.84801,15.3649,2.41368,1.64347,11.6865,0.720456,0.222294,0.725936,0.627294,0.691558,0.504728,0.709422,1.23078,0.9042,0.843544,0.276639,0.700571,-0.0823565,-0.0437405,-0.738296,-0.453784,-0.114189,-0.371903,0.586019,-0.192042,-0.23675,-0.391417,-1.04731,-0.200935,-0.910696,-0.752054,-1.05399,-1.05166,-0.81311,-0.398497,-0.664696,-0.413932,0.327293,0.444654,0.326087,0.348124,0.333687,0.37643,0.329726,0.226044,0.288188,0.300789,0.431278,0.331686,0.520577,0.510933,0.676623,0.611539,0.528516,0.591919,0.357549,0.547863,0.558913,0.596624,0.740258,0.550066,0.713142,0.679626,0.741541,0.741094,0.692772,0.598327,0.660314,0.60203
88.761,0.997157,0.0689462,6,63,0,-51.4895,0.129088,0.654169,-0.165744,-0.997157,-0.165796,-0.0693887,-0.0393364,0.131261,0.098701,0.190329,1.03468,-0.811722,-1.03125,-1.26588,-0.149041,-2.26907,0.500532,-2.58841,0.783868,-1.80331,-1.38675,0.0665245,0.0349425,0.159951,-1.36434,-0.593837,-1.52862,-1.36646,-0.142915,-0.163655,0.231857,1.10771,-0.534761,1.36713,-0.775937,-1.07439,-0.05027,0.662131,-0.111152,0.382604,0.696742,0.649275,1.78688,0.83335,0.266185,-0.0968873,-0.23025,-0.112577,-0.0504408,-1.91507,-0.0042117,-0.148346,0.979718,-1.27753,-0.637378,-0.599881,-0.444882,0.0712419,-0.524131,1.13074,-0.0359167,-0.329555,-0.38332,0.497583,0.65339,-0.69465,-1.2474,1.04812,-0.707051,0.40367,2.04632,-2.6108,0.113882,-0.868303,0.809747,-0.188882,0.295631,-0.0557932,-0.0975758,-0.142233,0.0703342,-0.333168,0.193967,-0.393948,0.247894,-0.244521,-0.165238,0.111363,0.105352,0.129144,-0.160973,-0.0143233,-0.19224,-0.161375,0.0715002,0.0675527,0.14283,0.309531,-0.00307954,0.358906,-0.0489822,-0.105787,0.0891332,0.224724,0.0775456,0.171522,0.231311,0.222277,7.45364,5.50764,4.92832,5.43609,5.725,1.2104,5.94986,5.27645,13.5086,2.05905,3.51036,3.62178,4.12116,6.33599,3.85778,15.3203,5.79471,4.53689,4.3381,9.0389,10.2921,3.34675,2.11141,14.301,3.31234,8.35847,32.8574,0.677846,6.56519,2.89585,11.7245,5.10118,0.927397,0.485899,0.456984,0.438062,0.73427,0.3179,0.896505,0.398664,0.815321,0.438716,0.447227,0.949012,0.00597763,-0.098907,-0.349688,-0.241641,-0.272312,-0.252116,-0.13725,0.0203829,0.0441894,0.0958136,-0.759219,-0.173314,-0.715047,-0.762834,-0.881908,-0.496662,-1.08008,-0.275792,-0.406434,-0.353714,0.283453,0.38086,0.387702,0.392203,0.324258,0.421188,0.289769,0.401633,0.306758,0.392047,0.39002,0.279083,0.498506,0.524707,0.586542,0.560118,0.56766,0.562697,0.534259,0.494904,0.488954,0.476065,0.681184,0.54322,0.671515,0.681969,0.707217,0.621675,0.746509,0.568514,0.600233,0.587518
94.6768,0.998027,0.0689462,6,63,0,-59.2499,-0.2135,0.342423,0.208837,-0.319609,-0.11821,0.162111,0.158333,0.165787,-0.312464,0.287751,-0.757171,-0.706573,0.135613,1.29353,0.56962,1.35691,0.662702,1.54961,-0.313558,0.15752,-1.10091,0.279481,-0.429925,0.162069,-1.52915,-0.843233,-0.400479,0.0961538,2.1993,-0.255642,-0.375333,0.299736,-0.73655,0.333757,-0.69257,0.934742,-0.19156,-1.58555,0.622791,0.246494,0.327839,0.954238,1.69282,0.96127,0.0709524,0.822641,-0.645649,0.0948643,-0.349227,-1.5989,0.548412,-0.379473,1.11917,-1.55819,0.243535,0.721351,0.161534,0.579264,-0.372156,0.1133,0.396431,-1.08343,-0.816821,1.15162,-0.0968676,-0.198724,-0.540321,-0.188528,-0.154087,-0.0865797,2.01201,-1.5761,0.984757,-0.925992,-0.347465,1.05675,-0.530341,-0.515781,-0.273441,0.0597518,-0.148555,0.077988,-0.121771,0.133437,-0.402691,-0.267138,-0.629252,-0.232043,-0.436175,-0.265829,-0.752479,-0.555105,-0.427702,-0.284796,0.320387,-0.386025,-0.420466,-0.226215,-0.524407,-0.216425,-0.511752,-0.0434912,-0.367585,-0.768707,-0.133255,-0.241535,-0.218128,-0.037881,5.81842,11.9844,2.92174,5.95371,3.885,1.16865,9.20729,3.77367,15.937,1.21529,6.86837,10.8725,6.34775,9.48444,3.8003,6.06016,7.9558,1.91814,2.47846,16.4421,4.95158,4.48975,3.23306,4.53397,4.68658,5.0008,37.5965,1.19455,14.0054,2.23155,3.89158,15.0089,0.336909,0.287248,0.538762,0.890304,0.741631,0.959,0.795939,1.11537,0.418687,0.63681,0.224236,0.781999,0.0735828,0.152185,-0.492799,-0.322948,0.0958176,-0.328019,0.752162,-0.0254254,-0.0965645,-0.17074,-0.833311,-0.221278,-0.756434,-0.209544,-0.901911,-0.980632,-0.800611,-0.330252,-0.370419,-0.218342,0.41656,0.428678,0.368476,0.291047,0.322648,0.277079,0.310895,0.246871,0.396831,0.345968,0.444175,0.313889,0.481613,0.462027,0.620765,0.580043,0.476064,0.581277,0.32035,0.506356,0.524122,0.542582,0.697055,0.555095,0.680579,0.552195,0.711342,0.727234,0.690105,0.581821,0.59156,0.55437
94.2994,0.968184,0.0689462,6,63,0,-64.6731,-0.149716,-0.310254,0.457816,-0.437473,-0.130348,0.248276,-0.0953109,0.162087,-0.186373,0.216076,0.402156,-1.19962,-0.132192,0.867064,0.413093,-1.05225,1.54915,-3.11135,2.15667,-0.941259,-0.0766112,0.742274,1.71474,-0.624224,-2.16205,-0.879319,-0.212787,0.644726,0.694964,0.648212,-0.248202,1.37613,-0.000354196,0.648734,-1.41146,-0.549951,0.0428561,-0.473291,0.513576,-0.105642,0.437525,0.920477,1.48249,1.14076,0.157967,0.705468,-0.0274741,0.740443,-0.332723,-1.30567,0.722105,-0.16401,0.87423,-1.13078,-0.599069,0.148755,-0.511133,0.0442392,0.67596,1.25928,0.0629849,-0.475265,-0.65698,1.17056,0.815329,0.0784833,-0.771497,0.553916,0.215341,0.379763,2.15124,-1.99912,0.943353,-0.382115,1.05726,0.70214,-0.0994766,-0.445581,-0.214936,0.000978967,-0.0971132,-0.413738,0.148362,-0.858659,0.279631,-0.389756,-0.202926,-0.0259853,0.18414,-0.321252,-0.653539,-0.376372,-0.232351,-0.047063,-0.0362077,-0.0463096,-0.240003,0.110976,-0.186449,-0.0461968,-0.491354,-0.305204,-0.177112,-0.288639,-0.0754014,-0.209199,-0.0918341,0.0125201,5.27347,9.84788,4.268,10.2487,3.01298,0.993055,10.0366,3.65242,11.9385,1.21233,2.22352,5.21834,2.45815,4.63183,9.52189,18.5232,4.73195,2.56081,2.08138,16.7403,11.1627,4.81635,1.82649,8.28438,5.63017,6.79172,51.2405,0.450215,12.918,2.84791,14.7106,9.81055,0.532769,0.115849,0.356611,0.592759,0.560424,0.233683,0.836249,-0.0999565,0.861294,0.282956,0.414145,0.768125,0.249777,-0.356781,-0.593757,-0.34694,-0.151539,0.218516,-0.0565616,0.124755,-0.109405,0.215486,-0.567859,-0.133782,-0.801948,-0.549818,-0.786367,-0.583836,-0.831346,-0.347812,-0.321273,-0.227258,0.369871,0.47107,0.41178,0.356002,0.363449,0.441844,0.302325,0.524968,0.297069,0.429729,0.397919,0.316885,0.437878,0.588261,0.644227,0.585875,0.537812,0.445587,0.514137,0.468852,0.527324,0.446336,0.638269,0.533396,0.690391,0.634093,0.687051,0.64195,0.69664,0.586087,0.579635,0.556571
87.271,0.923962,0.0689462,6,63,0,-58.3952,-0.331688,-0.0733005,0.787774,0.30456,-0.296636,0.317136,0.0299755,0.127169,-0.460795,0.182792,1.26509,-0.110925,-0.168478,0.509486,-0.58176,1.91839,0.552614,0.884194,0.701914,0.298528,-0.855311,-1.53417,0.749432,0.292438,-2.26001,-1.0961,-0.766445,-0.464215,1.65781,-1.52427,0.534397,0.143966,-1.09701,1.09575,-2.22776,-1.25889,-0.476526,-0.15783,1.00193,0.0396038,0.195867,0.577025,1.58986,0.892031,0.645452,0.882979,-0.56304,0.505399,0.394372,-1.71086,0.762625,0.275904,1.6301,-1.38767,0.154315,0.703279,-0.497185,0.528978,-0.459003,-0.11037,0.446887,-0.874664,-0.961333,1.37447,0.721064,-1.03408,-1.27093,0.653724,-0.256978,0.720648,1.80836,-2.11519,1.02119,-1.1142,0.0598455,0.55986,-0.229548,-0.481071,-0.491591,-0.367665,-0.567136,-0.110129,-0.359782,-0.299172,-0.332491,-0.406227,-0.617138,-0.741227,-0.323805,-0.40734,-0.873906,-0.661153,-0.600895,-0.545649,-0.157761,-0.739419,-0.363112,-0.434479,-0.66132,-0.260501,-0.86801,-0.690909,-0.5479,-0.489645,-0.277651,-0.453556,-0.424992,-0.35532,8.72001,10.7779,2.96717,7.69591,6.97024,1.06579,9.68078,6.27123,20.9882,1.42193,5.62663,9.18163,3.1467,7.8595,3.25572,4.44333,7.30453,2.24708,2.0799,16.7087,9.32845,1.94921,1.57799,8.7846,3.89863,9.325,24.6056,0.743075,12.1921,1.81476,5.17191,8.07902,0.859556,0.446876,0.459378,0.629349,0.579524,1.01351,0.855945,1.07771,0.6415,0.774967,0.437432,0.716235,0.321131,0.00737224,-0.489169,-0.345484,0.0785753,-0.18633,0.291484,-0.101436,0.182782,-0.19483,-0.703544,-0.117454,-0.749077,-0.66352,-0.866939,-0.577368,-0.930515,0.0567586,-0.363069,-0.0752297,0.297432,0.390104,0.387133,0.347658,0.359042,0.266294,0.298187,0.253939,0.344907,0.315406,0.392353,0.328223,0.4204,0.498157,0.619911,0.585522,0.480366,0.546448,0.42764,0.525337,0.454431,0.548554,0.668973,0.52933,0.678978,0.660051,0.704108,0.640462,0.71718,0.485814,0.589783,0.518799
87.5011,0.967598,0.0689462,6,63,0,-52.8438,0.269427,-0.0801616,0.0563992,-0.710333,-0.102116,0.174612,0.0133821,0.265383,-0.528859,0.211004,0.636246,-0.496881,-0.250122,0.798755,0.208735,-1.2475,0.593149,-1.17674,1.48233,0.090934,0.26532,2.86668,0.230534,0.553472,-0.249578,0.4261,-0.696221,-0.695693,0.968966,0.91762,-0.011116,1.45768,-0.161344,0.80758,0.80524,0.518503,-0.463581,-1.08369,0.141205,-0.6886,-0.27139,0.368356,1.45205,0.788001,0.410962,1.15647,0.0450738,-0.242769,-1.15879,-1.86939,-0.605251,-0.181374,1.31811,-1.40151,-0.068998,0.317298,0.274832,0.573347,0.522938,1.62683,0.610578,-0.322119,0.0293056,0.501868,0.293704,0.369913,-0.558062,0.937576,-0.62313,0.0777852,2.71891,-2.22835,0.223826,-0.871929,0.93152,1.23858,-0.394609,-0.633703,-0.581636,-0.360319,-0.484815,-0.792087,-0.403702,-0.777157,-0.216082,-0.509672,-0.472876,0.0760211,-0.480216,-0.412074,-0.581522,-0.438951,-0.675765,-0.675654,-0.324404,-0.335238,-0.531205,-0.221283,-0.562904,-0.358457,-0.35895,-0.419453,-0.626677,-0.757524,-0.499065,-0.674157,-0.586124,-0.451135,5.90553,10.6265,4.42632,3.52806,1.71416,0.979187,2.65146,3.70294,12.07,1.41575,4.0458,5.48535,5.30483,6.71168,6.4503,15.3942,6.9115,3.31421,4.37166,6.34409,5.38431,5.71756,2.75191,8.94292,2.61437,4.5419,36.3996,0.737943,5.09585,2.14893,8.90034,11.3368,0.57075,0.276177,0.336169,0.573338,0.500356,0.18516,0.605246,0.287269,0.709649,0.487388,0.480594,1.16819,-0.0801887,-0.0913015,-0.274131,-0.155336,-0.26385,-0.383139,0.00825743,0.0593327,-0.168336,0.0330988,-0.565797,0.14564,-0.306365,-0.176777,-0.946468,-0.554474,-0.933774,-0.48684,-0.331559,-0.343072,0.361064,0.431391,0.41674,0.360467,0.377457,0.453842,0.353144,0.428673,0.329676,0.380509,0.382112,0.237183,0.520036,0.52281,0.568107,0.538756,0.565582,0.59463,0.497936,0.485171,0.541985,0.491726,0.637793,0.463654,0.575998,0.544079,0.720404,0.635173,0.71784,0.619362,0.582139,0.584937
83.0625,0.953692,0.0689462,6,63,0,-46.6625,0.0166482,0.0994855,-0.0545621,-0.854358,-0.0466414,0.188292,0.102242,0.252239,-0.342512,0.114241,-0.304696,-0.194884,-0.846963,-0.481335,1.26347,-0.474416,1.58786,-0.295919,2.20722,-1.91893,1.06965,0.216761,0.212336,0.0722466,-1.03656,-0.343179,-0.428892,-0.742192,1.96908,0.791078,0.227081,0.841671,0.358618,1.13345,-1.7839,0.274302,1.74094,-1.64763,0.954852,0.711744,0.194689,2.10717,1.54272,0.900569,0.779784,0.580861,-0.428264,0.734628,-0.160599,-1.78207,-0.204899,-0.712713,2.28204,-1.11781,-0.117005,0.997747,0.0492085,1.42866,-0.820224,0.977161,0.290056,-0.5689,-0.672614,0.535273,0.0979629,-0.563823,-0.76584,0.348253,-0.626403,0.689324,2.06229,-1.9349,0.950294,-1.59594,0.507775,0.155643,-0.377321,-0.364776,-0.43927,-0.3975,-0.198172,-0.39671,-0.161112,-0.376318,-0.0903559,-0.561733,-0.220313,-0.317749,-0.318254,-0.334258,-0.46093,-0.381717,-0.391509,-0.427301,-0.117562,-0.252138,-0.31657,-0.246358,-0.301543,-0.213025,-0.546307,-0.311175,-0.143625,-0.530739,-0.233428,-0.261201,-0.32027,-0.101786,9.44011,7.89179,3.1805,9.06391,4.04745,0.939737,3.88916,2.46175,36.5198,1.70925,4.20951,11.4875,4.88923,16.9339,2.23457,11.2765,6.07349,2.80214,2.55227,7.57435,5.10868,2.81498,2.34674,6.40029,2.66073,8.70156,29.9626,0.8189,11.0069,1.11123,7.38909,5.38106,0.527446,0.514651,0.443777,0.492786,0.715644,0.513486,0.763564,0.573697,0.796311,0.357513,0.679023,0.644936,-0.0338878,-0.0860911,-0.315004,-0.246652,-0.101713,-0.48043,0.136035,-0.0663936,-0.145305,-0.220774,-0.677139,-0.0950029,-0.896564,-0.443582,-0.794989,-0.681246,-0.937282,-0.549919,-0.447247,-0.426703,0.371113,0.374104,0.390841,0.379237,0.328353,0.374377,0.317873,0.360384,0.310815,0.411562,0.336479,0.344132,0.508471,0.521509,0.578106,0.561352,0.525406,0.617849,0.466044,0.516592,0.536262,0.554971,0.6631,0.523733,0.710243,0.609112,0.688902,0.664017,0.71855,0.634117,0.609985,0.605086
78.8274,0.972913,0.0689462,6,63,0,-47.1253,-0.594639,0.720992,0.305365,-0.124108,-0.242398,-0.00913244,0.04569,0.114727,0.220194,0.115748,1.79649,0.0702051,-0.180971,0.235564,-1.18793,0.31723,0.127357,0.54638,0.899652,-0.378061,1.08256,0.703762,0.760821,0.162644,0.392373,-0.77171,-2.08726,0.552107,-0.187302,-2.04406,-0.747448,0.490859,-0.771183,0.595272,1.14096,-1.01014,-1.11398,-0.133782,-0.1857,-0.102063,0.407958,-0.482892,1.38415,0.74427,0.00888389,0.547461,0.293982,0.26839,-0.0654455,-1.56294,1.2961,0.046543,1.56182,-1.53401,-0.969742,0.251864,0.481844,0.430053,-0.0893211,1.21704,0.845304,-0.619683,-1.27561,0.805885,0.673365,-0.128645,-1.31321,1.05831,-0.583172,0.300713,1.10609,-2.74984,1.25969,0.0797926,1.12384,1.83411,0.428134,0.22832,0.199247,0.24746,0.0826927,0.256912,0.234935,0.283436,0.324327,0.176434,0.345499,0.301653,0.308257,0.239019,0.26561,0.130869,-0.0214037,0.284099,0.198514,-0.0164032,0.133678,0.27701,0.130931,0.289095,0.352258,0.103272,0.0912524,0.204709,0.198699,0.20838,0.267414,0.1643,4.0179,5.99908,4.96766,4.87394,3.80166,1.24719,10.473,4.13211,12.7631,1.27434,1.93944,4.81435,5.71314,5.49711,3.7347,9.87448,7.48785,2.51667,1.54458,7.27135,6.58841,3.62698,1.50195,8.77416,2.58599,4.99261,9.09182,0.515573,10.193,4.23564,9.21275,15.6304,0.702266,0.370761,0.3605,0.44634,0.403857,0.559264,0.612538,0.79273,0.504394,0.525817,0.591411,0.876792,0.23689,-0.0204775,-0.0395767,-0.230756,-0.0645514,-0.0842484,-0.0327636,-0.114647,-0.0398184,-0.167932,-0.578534,-0.247355,-0.225516,-0.538499,-0.855223,-0.531127,-1.02056,-0.0495731,-0.346137,-0.281783,0.33131,0.408357,0.410838,0.390231,0.400386,0.363718,0.35148,0.311583,0.376509,0.371493,0.356311,0.293843,0.441053,0.505119,0.509893,0.557434,0.516132,0.52105,0.50819,0.52863,0.509953,0.541885,0.64073,0.561525,0.556141,0.631463,0.701662,0.629746,0.735083,0.512391,0.58568,0.569983
77.3412,0.93556,0.0689462,6,63,0,-37.9324,0.0430069,0.42192,0.0753783,-0.521646,-0.131585,0.0593407,-0.0449658,0.215162,-0.257541,0.0502974,0.48109,0.2211,-0.705358,0.867269,-0.700358,0.294641,2.18857,-1.79431,-1.07446,-0.415855,-0.506754,1.26386,-0.816488,-0.608735,0.0286731,0.78992,-1.44173,0.483982,-1.15055,-1.54732,1.1952,1.34053,-0.419441,-0.48381,-1.08309,-1.71107,-1.21144,-0.681753,0.0527087,0.356852,-0.973725,0.510102,1.60825,0.79856,0.555128,0.60416,0.371413,-0.111726,-0.157861,-2.26254,-0.351874,0.00230371,0.732415,-1.47975,-0.0398932,0.295757,-0.051838,0.0818749,-0.264195,1.52405,0.0691721,-1.2155,-1.18128,1.58621,0.455436,-0.938136,-1.49275,1.44256,-0.882025,0.421294,3.18994,-2.17914,1.03344,-0.74651,0.60823,0.790304,-0.233344,-0.246421,-0.293019,-0.21392,-0.292768,-0.242722,-0.147462,-0.34779,-0.311584,-0.278458,-0.28303,-0.193973,-0.298609,-0.288159,-0.256099,-0.217811,-0.330057,-0.233198,-0.315411,-0.335368,-0.197426,-0.190116,-0.278638,-0.281876,-0.312018,-0.343604,-0.318473,-0.291832,-0.25489,-0.239593,-0.306517,-0.231885,7.77997,8.09064,6.71837,4.56779,4.40257,0.819942,3.77069,5.00326,8.9632,1.53201,4.83747,6.32449,4.79155,5.3315,4.04416,16.8659,5.27769,1.89193,1.94436,17.7242,7.18462,2.36102,1.51619,15.8033,2.46921,6.99139,63.791,0.876407,11.3989,2.75142,8.11698,9.38727,0.568997,0.484432,0.448046,0.547571,0.535105,0.574938,0.711048,0.582207,0.439694,0.564733,0.503992,0.771769,-0.271239,-0.362915,-0.285889,-0.278238,-0.287368,-0.157738,-0.374848,-0.25282,-0.155728,-0.226003,-0.446472,-0.0500237,-0.408364,-0.321807,-0.767851,-0.321098,-0.852349,-0.162325,-0.269402,-0.256743,0.361468,0.381206,0.389825,0.366428,0.369327,0.360098,0.329367,0.358425,0.391814,0.362453,0.376603,0.316097,0.567397,0.589746,0.570989,0.569114,0.571352,0.539353,0.59263,0.56287,0.538854,0.556262,0.6098,0.512503,0.600696,0.579765,0.683056,0.579592,0.70106,0.540492,0.566946,0.563835
77.7098,0.937166,0.0689462,6,63,0,-38.7537,-0.188394,-0.191948,0.106837,-0.398109,-0.134332,0.284977,0.17118,0.198004,-0.277135,0.0722224,-0.711708,0.928137,-1.4293,0.299876,0.833177,-0.926845,2.39936,-1.75924,1.00329,0.120903,-1.28664,-0.644424,-0.869683,-0.616769,-0.710776,0.561874,-0.0789158,0.438826,0.144464,-0.336464,1.33136,1.23802,-0.546991,0.726837,-0.534828,-0.395513,-1.38521,-1.54176,-1.13119,-0.473797,-1.90379,-0.577547,1.39415,0.751079,0.787432,0.333959,-0.722469,1.31982,0.163985,-1.82087,0.720919,0.615163,0.759014,-1.41031,0.144457,0.696136,0.342141,0.860813,-0.785954,1.22567,0.557219,-0.245435,-0.151491,1.52038,0.0362329,-1.06883,-0.764846,0.0905299,-0.674741,-0.495858,2.90517,-2.63602,1.45714,-1.09314,0.902492,0.425346,-0.328536,-0.210103,-0.380362,-0.255477,-0.216961,-0.344074,-0.103847,-0.404192,-0.204675,-0.268403,-0.370059,-0.323677,-0.339946,-0.32168,-0.328469,-0.236555,-0.282834,-0.245442,-0.266701,-0.301435,-0.180981,-0.187722,-0.31664,-0.224641,-0.315761,-0.3057,-0.377178,-0.388485,-0.358832,-0.311354,-0.414631,-0.318847,7.28325,5.18092,2.34321,10.8639,4.55999,1.02689,6.92834,6.39931,7.12944,1.3978,4.49359,6.80057,5.21286,7.69593,2.2341,10.1222,6.12678,3.35286,3.59798,12.6301,4.14278,1.80648,2.26981,4.31522,2.42873,2.77798,35.7363,0.556712,12.0442,1.77379,7.94066,5.54902,0.533168,0.578621,0.418787,0.564524,0.670807,0.533269,0.815198,0.587834,0.6049,0.635004,0.476006,0.704839,0.136835,0.0508437,-0.127125,-0.0664889,0.209585,-0.370819,0.12146,0.0145917,0.0933427,-0.209687,-0.629148,-0.172419,-0.55529,-0.446269,-0.955458,-0.581182,-1.08829,-0.373644,-0.539561,-0.485395,0.369778,0.35925,0.396807,0.362501,0.338316,0.369755,0.306784,0.357132,0.353223,0.346377,0.383196,0.33074,0.465844,0.487292,0.531739,0.516616,0.447795,0.591657,0.469672,0.496352,0.476681,0.552231,0.652296,0.542998,0.635362,0.609752,0.722211,0.641339,0.748059,0.592339,0.63171,0.619021
79.5551,0.98371,0.0689462,6,63,0,-39.3322,0.109314,0.471256,-0.149486,-0.764521,-0.0937715,0.0156294,0.109501,0.148216,-0.180667,0.0784119,1.02259,0.215498,-0.393453,-0.625051,-0.531712,0.309872,-0.502892,-0.994246,0.0809588,0.401519,1.23022,2.48044,0.28563,1.42599,0.041553,-0.951388,0.67049,0.338902,0.600689,-0.903471,-0.552959,1.50038,0.201462,1.34727,0.26761,-1.55711,-2.4531,-0.966759,1.22358,0.833538,0.232484,0.505764,1.35383,0.825405,0.555681,0.968353,0.162897,-0.191463,-0.317327,-1.26225,-0.265641,-0.230349,1.99765,-0.900995,0.00041781,-0.419824,-0.036959,0.954933,0.338261,1.50152,0.1229,-0.679171,-0.794873,1.33628,1.42244,-0.54378,-0.597441,0.981455,-0.00289264,0.385307,2.8,-1.70749,1.17161,-0.68717,0.0161754,1.14516,-0.100483,-0.163769,-0.211518,-0.229678,-0.222359,-0.156369,-0.220099,-0.258627,-0.174318,-0.149183,-0.084203,0.0138294,-0.15827,-0.0688518,-0.177408,-0.255267,-0.128092,-0.154093,-0.133565,-0.251509,-0.224025,-0.0630188,-0.164869,-0.0750247,-0.159683,-0.302763,-0.373019,-0.256472,-0.0847232,-0.115307,-0.162437,-0.141009,6.12569,8.61163,4.4295,3.30619,2.97995,1.3661,3.10983,3.20175,20.1399,1.8407,3.87356,2.73821,3.75588,8.51676,5.11937,13.3724,4.28565,2.21054,2.0092,11.6674,12.5274,2.47191,2.36481,8.70526,3.86299,5.32208,39.0548,0.945972,10.1847,2.196,3.92427,9.96472,0.613904,0.499673,0.459202,0.455598,0.510222,0.568935,0.534315,0.546732,0.503679,0.594315,0.619267,0.844661,0.161333,0.177974,-0.0400841,-0.139776,0.202428,-0.224854,0.124177,-0.0341297,-0.0357565,-0.0715847,-0.608818,-0.244375,-0.552687,-0.61669,-1.01249,-0.606788,-0.829721,-0.384589,-0.465448,-0.483068,0.351169,0.377617,0.387175,0.388031,0.375141,0.361483,0.369511,0.366623,0.376676,0.355645,0.349948,0.300554,0.459754,0.455624,0.51002,0.534887,0.449565,0.555978,0.468996,0.508532,0.508938,0.517889,0.647671,0.560792,0.634759,0.649465,0.733507,0.647208,0.696296,0.594979,0.614306,0.618472
