# 0.14781, 0.208815, 0.138414, 0.116682, 0.00859169, 0.0201362, 0.0131357, 0.0082044, 0.148035, 0.581715, 0.654809, 0.755719, 0.760408, 0.673002, 0.686443, 0.771653, 0.76967, 0.871237, 0.59797, 0.82654, 0.706981, 0.631304, 0.765392, 0.774074, 0.755419, 0.741119, 0.688975, 1.01461, 0.932365, 0.552249, 0.616307, 0.999688, 0.712139, 0.694708, 0.955588, 0.721579, 0.6567, 0.901315, 0.811819, 0.911471, 0.588717, 0.700373, 0.026364, 0.0249034, 0.263345, 0.292448, 0.190674, 0.263424, 0.211701, 0.202023, 0.290692, 0.207357, 0.301709, 0.208656, 0.211224, 0.235407, 0.209642, 0.239808, 0.21481, 0.239748, 0.253388, 0.199646, 0.203422, 0.269214, 0.244112, 0.217243, 0.209296, 0.225958, 0.232675, 0.263777, 0.469792, 0.250063, 0.254981, 0.198778, 0.279516, 0.288172
74.7423,0.927406,0.0689462,6,63,0,-40.1349,0.50044,0.113683,0.234971,-0.750955,-0.176272,0.112875,-0.0263159,0.0841144,-0.599314,0.151751,0.473217,-1.58884,0.0373627,1.35097,1.54981,-0.213806,1.08942,1.83666,2.20546,-1.07206,-0.98772,0.965995,-0.214293,0.427157,0.513756,-0.95258,-0.952981,-2.23548,-0.561319,-1.26123,0.384729,0.174525,-1.04757,-1.22774,0.371756,0.126156,0.0452932,0.943105,1.29054,0.283789,-0.294913,0.60519,1.40792,0.94278,0.306479,1.57008,0.255002,0.732906,0.589247,-1.16976,1.37121,-0.387953,1.77764,-0.641872,-0.149339,1.11455,0.244066,0.172729,-0.373419,0.627436,-0.0965917,-0.727988,-0.64172,0.215939,0.378633,-0.564847,-0.365815,-0.717116,-0.0432376,1.10463,2.52784,-1.69363,0.198788,-1.14888,0.422859,0.554802,-0.527503,-0.840421,-0.593644,-0.394302,-0.364129,-0.631759,-0.433993,-0.3206,-0.264634,-0.762,-0.749201,-0.452723,-0.631833,-0.534492,-0.521351,-0.743868,-0.743929,-0.938549,-0.684494,-0.790706,-0.540931,-0.572829,-0.758284,-0.785624,-0.542899,-0.580169,-0.59244,-0.456197,-0.403474,-0.556248,-0.644067,-0.507476,5.45678,17.9602,5.19828,8.15708,7.12384,1.35674,14.8896,2.83534,21.8421,2.23172,3.55062,11.6895,5.14496,4.81032,2.87446,7.385,3.73166,2.05769,2.23204,5.01032,5.8409,2.39981,2.89514,2.07889,3.92416,11.5807,44.3056,0.82795,4.92996,1.38372,6.08958,6.89622,0.672148,0.263464,0.523922,0.750625,0.869723,0.588413,0.840902,1.05006,0.866612,0.492374,0.429928,0.96582,0.0834153,0.0439478,0.0834052,-0.180155,-0.00816001,-0.26064,-0.0855329,-0.0354616,0.159591,-0.0101615,-1.00068,-0.900832,-0.689528,-0.772652,-1.00787,-0.717083,-1.01728,-0.470304,-0.816028,-0.558339,0.338016,0.434512,0.371936,0.320685,0.295312,0.356999,0.301345,0.259213,0.29596,0.379335,0.394143,0.275714,0.479158,0.489015,0.479161,0.544917,0.50204,0.564794,0.52137,0.508864,0.460187,0.50254,0.731192,0.711121,0.665862,0.684094,0.732604,0.671964,0.734442,0.615456,0.693393,0.636068
73.2989,0.827152,0.0689462,6,63,0,-35.3771,-0.407004,0.128415,0.560111,0.0346748,-0.12718,0.350608,0.198936,0.23166,-0.568541,0.076838,-2.22831,0.0211998,-1.84422,-0.410034,-1.23832,0.823402,-0.504846,-0.297969,0.284458,0.154373,1.3625,2.1184,0.706199,0.663229,-1.34783,-0.133368,0.0639205,1.25213,1.49383,-0.0171832,-0.71972,1.42206,-0.261353,0.817973,-0.331726,-0.679426,-0.134436,-1.89018,1.42426,0.531158,-0.0869995,0.0148968,1.58955,0.838732,0.120431,0.403723,-0.700634,-0.143758,-0.133193,-2.34833,-0.577512,0.257599,0.539804,-1.89224,-0.0839285,0.256404,-0.0127535,1.05518,-0.234484,0.61228,0.793088,-1.00811,-0.343663,2.02279,0.0979298,-0.747084,-1.18976,1.32219,-0.355705,-0.00272452,2.30188,-2.94183,1.44144,-0.59394,0.686987,1.1331,-0.73976,-0.566912,-0.710247,-0.600047,-0.663691,-0.505272,-0.607332,-0.591436,-0.546684,-0.556679,-0.463849,-0.405767,-0.514278,-0.51758,-0.672105,-0.578789,-0.563629,-0.47233,-0.453758,-0.569861,-0.623843,-0.459272,-0.588623,-0.50569,-0.59403,-0.620747,-0.578871,-0.713778,-0.459104,-0.527728,-0.575226,-0.567396,5.42252,6.87689,2.72347,4.34479,4.38346,0.683816,3.01975,6.08366,7.70833,1.00247,4.56837,6.07757,4.8494,11.8765,4.02644,8.19144,9.5328,2.10437,3.67411,26.739,5.32114,2.61941,1.80698,14.8576,3.63718,4.89036,33.7915,0.415674,16.4205,2.97843,8.72113,12.6786,0.480783,0.584536,0.451072,0.581013,0.581529,0.730077,0.6675,0.75249,0.624506,0.703347,0.741888,0.972707,0.27805,0.176041,-0.177421,-0.113716,0.243504,-0.360711,0.254669,0.033401,-0.0600632,-0.212877,-0.61315,-0.0965097,-0.549463,-0.438291,-0.899218,-0.580676,-0.922576,-0.315359,-0.377964,-0.453734,0.382067,0.357889,0.389106,0.358699,0.358581,0.325178,0.339057,0.320279,0.348757,0.331071,0.322591,0.274341,0.430932,0.456103,0.544239,0.528398,0.439423,0.589213,0.436675,0.491651,0.515011,0.553019,0.648659,0.524109,0.634011,0.607852,0.710789,0.641223,0.715567,0.578193,0.593382,0.611527
79.1334,0.937905,0.0689462,6,63,0,-26.5706,0.185388,0.0479628,0.23936,-0.354902,-0.134738,0.260678,0.1628,0.221717,-0.8306,0.147206,-0.778294,-0.867691,-1.43194,-0.67697,-0.790334,1.38708,0.709171,-0.842055,2.08156,-0.698904,0.752016,1.61482,-0.761396,-0.0955168,-2.15896,-0.259356,-0.0320859,1.55203,2.83908,0.984212,0.250446,0.262468,-0.467746,0.521915,-0.148702,-0.60358,-0.346542,-0.962018,0.492423,-0.608104,-1.8092,-0.555658,1.68757,0.834364,0.00927089,0.77798,-0.615457,-0.33529,-0.411175,-2.09457,-0.217115,0.251606,1.25769,-1.42301,-0.236661,0.132125,-0.0504493,0.251288,-0.443729,0.015674,0.536563,-1.64259,-0.497733,0.96019,0.377653,-0.669194,-1.46818,0.767181,-1.06386,0.102924,2.41762,-2.46674,1.49769,-0.818694,0.571771,1.13948,-0.94517,-0.958329,-1.04139,-0.930254,-0.946942,-0.626415,-0.726206,-0.954556,-0.524182,-0.933483,-0.719899,-0.59289,-0.942682,-0.844661,-1.14841,-0.868779,-0.835323,-0.602132,-0.412671,-0.685718,-0.793733,-0.791963,-0.899455,-0.753771,-0.85249,-0.919451,-0.881613,-0.972215,-0.758113,-0.920117,-1.09692,-0.912396,5.44832,10.3469,3.23509,4.08703,3.83628,0.941711,4.51055,6.66922,15.4397,1.64915,4.43759,6.03643,5.18349,6.66745,3.73348,5.47751,8.45926,1.37308,3.56899,12.0459,7.40883,3.09325,1.58816,10.2541,2.22538,5.89113,40.6396,0.690332,18.8627,2.7305,8.71144,13.9896,0.43334,0.346979,0.274375,0.406426,0.457711,0.767781,0.709818,0.55467,0.80204,0.486855,0.642924,0.952936,0.0153978,0.00884628,-0.457705,-0.209443,0.138442,-0.221337,0.456522,0.120019,-0.0298246,-0.316342,-0.747918,-0.190172,-0.627752,-0.57234,-1.01977,-0.67739,-1.0479,-0.517605,-0.734128,-0.614457,0.393329,0.414115,0.431833,0.399769,0.387529,0.316959,0.329639,0.364782,0.309589,0.380635,0.344586,0.278295,0.496151,0.497788,0.61247,0.55217,0.465445,0.55511,0.387811,0.470031,0.507456,0.578432,0.678725,0.5474,0.65198,0.639303,0.734927,0.663156,0.740371,0.626587,0.67571,0.648957
88.6897,0.912034,0.0689462,6,63,0,-51.3775,0.153218,-0.340123,-0.285569,-0.862577,-0.129801,0.136967,0.090729,0.209728,-0.0453978,0.356825,0.540283,-0.03167,1.57696,0.621291,0.956658,-0.0152155,0.433644,-0.267739,-0.93893,-0.611425,-0.307946,1.13098,-0.582795,0.115768,-0.0533907,-0.658925,-0.662728,0.418734,1.46164,0.0609624,-0.637825,1.56479,-1.38152,-0.0441416,-0.854598,-0.934771,-0.453865,-0.0582719,0.191881,0.159571,-0.241089,0.894594,1.64423,0.79064,0.0259097,0.824139,-0.675987,-0.104541,-0.676675,-1.77895,0.00986602,-0.438282,0.83201,-1.27175,0.239492,1.30639,0.369143,1.14396,-0.654593,1.41759,-0.806264,-0.183093,-0.823677,1.54463,1.07732,-0.00329349,-1.21734,0.611223,-0.62781,0.402239,1.94752,-2.88013,0.454604,-1.29891,-0.446865,0.525886,0.147388,-0.0566985,0.517301,0.176294,0.295962,-0.0508271,0.109337,-0.140934,-0.380431,-0.263569,-0.155281,0.358164,-0.253353,-0.00408889,-0.064449,-0.280518,-0.281876,0.104017,0.476152,-0.0236449,-0.272989,0.512958,-0.538358,-0.0611486,-0.350339,-0.378947,-0.207348,-0.0661907,0.0230702,0.0115411,-0.131424,0.273815,5.28419,9.93268,3.03366,4.76634,3.03201,1.26836,5.21758,3.6609,9.99469,1.89409,6.25627,14.5431,6.93161,12.7904,3.08541,15.8797,2.73674,4.47933,2.69932,17.5575,12.1339,5.16358,1.97734,8.39378,3.15145,7.11539,24.1435,0.531043,7.41616,1.85384,3.63615,7.84612,0.607047,0.332441,0.916514,0.595656,0.780805,0.423943,0.624403,0.444651,0.0288566,0.236386,0.289267,0.979008,-0.0702309,0.0782925,-0.0727966,-0.319088,-0.0836419,-0.0706777,0.573644,0.0788228,-0.210818,0.363511,-0.94616,-0.0797165,-0.687622,-0.602206,-0.89036,-0.33982,-0.806016,-0.154482,-0.339572,0.00705142,0.352733,0.417647,0.285669,0.355338,0.314146,0.395574,0.348781,0.390633,0.492786,0.441177,0.428183,0.273089,0.517551,0.480437,0.518191,0.579102,0.520898,0.517662,0.360396,0.480305,0.55251,0.41011,0.720342,0.519919,0.665438,0.646161,0.708964,0.584147,0.69126,0.538544,0.584087,0.498237
87.0811,0.922148,0.0689462,6,63,0,-57.1634,0.264188,-0.162364,-0.255757,-0.683659,-0.189738,0.091359,0.0701112,0.143624,-0.181506,0.144195,0.71134,-0.0472037,0.578496,1.08216,1.17538,0.174702,1.07961,0.857905,-0.0561971,-0.769121,-0.947789,0.534015,-0.280146,-0.0186743,-0.249396,-0.270863,-0.435313,0.459715,1.13098,0.207515,-0.792087,1.07574,-1.75727,0.000915112,-0.375977,-0.69837,-1.09085,-0.0835209,-0.154352,0.272705,0.218266,0.88373,1.61319,0.701571,0.192602,0.879538,-0.875712,-0.117788,-0.500298,-2.66108,0.205726,-0.813948,1.1477,-1.39187,0.302231,1.43047,0.477832,1.2346,-0.463805,1.07119,-1.04705,-0.358403,-1.02467,1.76901,0.945332,-0.398349,-1.06504,1.09211,-0.223081,0.428949,2.75872,-2.99018,0.469437,-0.826781,0.0805635,-0.0161483,-0.0789344,-0.188312,-0.0980899,-0.0254642,-0.0120229,-0.156315,-0.0258316,-0.0578005,-0.189609,-0.292409,-0.318172,-0.104504,-0.221901,-0.184199,-0.217467,-0.220563,-0.244276,-0.115217,-0.0184241,-0.151583,-0.295721,-0.0263896,-0.434895,-0.181374,-0.23572,-0.282207,-0.3388,-0.193549,-0.203763,-0.142183,-0.150033,-0.0540767,5.74489,9.30215,2.71505,4.62072,3.53316,0.775883,5.79803,2.83529,11.2276,1.89021,6.20418,13.6914,7.01759,11.9335,3.62478,10.6409,2.40753,3.90298,2.44565,17.3619,9.74159,3.79512,2.37735,10.7982,4.29168,6.781,34.7654,0.61592,6.97638,2.80988,5.31061,4.96224,0.532594,0.320134,0.425083,0.52716,0.63632,0.477302,0.666689,0.737801,0.348289,0.378022,0.271267,0.742638,0.0601391,-0.0494169,-0.152797,-0.20007,0.0598536,-0.168681,0.138446,0.0750718,-0.127969,-0.10546,-0.739455,-0.242863,-0.437199,-0.479958,-0.882703,-0.464929,-0.961191,-0.0933223,-0.325695,-0.152475,0.369912,0.420643,0.395301,0.371179,0.346079,0.382889,0.339239,0.323485,0.413797,0.406604,0.432596,0.322427,0.48497,0.512352,0.538125,0.549851,0.485041,0.54207,0.465444,0.481241,0.531949,0.526341,0.676877,0.560419,0.607591,0.617738,0.707382,0.614183,0.72336,0.523314,0.580711,0.538045
78.5481,0.947306,0.0689462,6,63,0,-51.4148,-0.521261,0.698239,0.590939,0.0396638,-0.320358,0.0499242,-0.0642728,0.0846501,-0.0161159,0.217071,0.119334,-0.488372,-0.342036,0.455224,0.169095,-0.923381,1.55203,-1.73777,2.54124,-0.590012,-0.835445,0.729574,-0.821391,0.35492,-1.43166,-0.143285,-1.83657,-1.44218,0.709982,-0.599838,0.081256,1.50638,-0.493532,0.911412,-1.3439,0.51987,-0.664459,-1.42296,0.116871,-0.869553,-0.45528,0.32603,1.61211,0.714891,0.481099,0.646957,0.080443,0.407026,-0.0335149,-1.3878,1.33887,0.30945,0.765943,-1.65639,-0.638548,-0.828274,-0.577085,-0.476106,-0.0901979,0.466551,1.00022,-1.51643,-0.30549,0.191279,-0.0315525,-0.720418,-0.872068,-0.394558,-1.0344,0.0650088,1.57969,-1.98266,0.435544,-0.921555,0.703798,1.20486,0.00978817,-0.122128,-0.0903621,0.0827004,0.0205898,-0.216556,0.320786,-0.393337,0.535516,-0.144191,-0.197467,0.142254,-0.194416,0.0609272,-0.326889,-0.047219,-0.414783,-0.329173,0.138001,-0.146324,0.00152249,0.310877,-0.123248,0.181726,-0.307838,0.0967332,-0.160351,-0.325001,0.00925341,-0.204871,-0.114944,0.054656,7.07127,7.96144,5.31012,6.70655,4.89467,1.8589,13.0561,6.25468,8.6683,1.53414,3.17597,2.77314,3.31863,3.56706,4.70029,6.99811,10.2487,1.69558,4.02979,5.74799,4.90154,2.99542,2.68766,3.78119,2.39318,5.25185,15.5089,1.21497,6.84469,2.59424,8.29162,11.8633,0.630048,0.324088,0.380717,0.603506,0.703009,0.441,1.0778,0.537718,1.03146,0.575524,0.385498,1.16033,-0.210721,-0.204013,-0.527557,-0.322477,-0.393792,-0.364,-0.0896444,-0.0734921,-0.0251003,0.0501641,-0.726526,-0.326843,-0.737072,-0.484054,-1.00989,-1.03011,-1.20081,-0.211424,-0.658436,-0.200533,0.3475,0.41968,0.405954,0.353542,0.331145,0.391503,0.253923,0.368719,0.262802,0.359963,0.404802,0.238607,0.552486,0.550827,0.628913,0.579928,0.597195,0.590008,0.522396,0.518365,0.506275,0.487462,0.674043,0.580991,0.676355,0.618705,0.732999,0.736936,0.768669,0.55266,0.658909,0.549966
82.9058,0.966238,0.0689462,6,63,0,-43.0381,-0.308086,-0.256416,0.357357,-0.0245021,-0.142185,0.316491,0.0617264,0.0408652,-0.26018,0.240907,0.423982,0.0539226,0.91477,1.00039,0.54046,-0.852926,1.81987,0.305226,-0.180013,-1.0277,0.591818,0.546648,0.273765,0.123869,-1.91082,-1.0809,-1.68578,-1.55587,-0.161123,-0.175993,1.50347,0.838476,-0.710496,1.15226,-1.06384,-0.7709,-0.174741,-2.45497,1.05549,-0.608008,0.733748,0.541196,1.49958,0.673975,-0.208498,1.04453,0.467269,1.16466,0.193604,-1.69471,1.74631,0.11303,0.991841,-2.04794,-0.146423,0.556124,-0.358153,-0.00036257,0.185933,1.15113,1.09272,-0.703208,-0.871804,0.213725,0.374907,-0.594256,-1.05242,-0.176467,-0.167023,-0.236442,1.83968,-2.71939,0.327745,-0.171319,0.0175176,1.36438,-0.15804,-0.24719,-0.0398059,-0.0191782,-0.12998,-0.465656,0.17824,-0.186649,-0.303547,-0.507761,-0.117607,-0.128489,-0.194228,-0.230339,-0.72051,-0.520577,-0.666298,-0.635,-0.298996,-0.302578,0.102016,-0.0581857,-0.431344,0.0174064,-0.516467,-0.445895,-0.302277,-0.8516,-0.00590612,-0.406654,-0.0834152,-0.129802,3.89252,9.05728,6.13804,9.82104,5.1042,1.42959,14.5349,4.83441,8.74126,1.12673,4.05882,6.51686,3.51906,4.47871,5.07787,9.73193,9.35625,2.78886,2.48931,5.17389,5.7676,3.00136,2.20401,3.97746,4.00286,3.8199,15.4789,0.716609,5.58716,3.99129,4.53301,11.2361,0.65153,0.485134,0.703553,0.746252,0.707179,0.360467,1.0485,0.760862,0.450848,0.34595,0.67541,0.857645,0.0876382,-0.058825,-0.610722,-0.443895,-0.367878,-0.632111,-0.110929,-0.0714029,0.289051,-0.0653,-0.811348,-0.313973,-0.819225,-0.812623,-0.794875,-1.2735,-0.658515,-0.521813,-0.43359,-0.355314,0.342645,0.381041,0.331025,0.321639,0.330222,0.410846,0.259512,0.318459,0.389159,0.414365,0.337286,0.297832,0.478104,0.514702,0.648106,0.609187,0.590946,0.652968,0.527704,0.517843,0.428236,0.516319,0.692397,0.577855,0.694072,0.692668,0.688877,0.781342,0.658927,0.627572,0.606731,0.587906
81.4893,0.962237,0.0689462,6,63,0,-42.0616,-0.479808,-0.252677,0.595764,0.290822,-0.218149,0.337703,0.0279446,-0.00227033,-0.287182,0.336778,0.16462,-0.900973,0.218266,1.43058,0.919886,-1.03884,1.42287,0.756895,0.903513,-0.362961,-1.2133,-0.0343523,0.272792,-0.15823,-0.648495,-0.148649,-0.797582,-0.0871291,-0.0164331,0.156597,1.19365,0.751191,-0.180393,0.578693,-1.06467,0.28496,-0.343836,-1.93033,0.659283,0.342242,1.00085,0.091308,1.42326,0.718282,0.982217,1.28478,0.574764,0.209207,-0.932921,-2.16507,1.99756,0.751824,1.02295,-0.760197,0.0487034,-0.274602,0.128676,-0.271768,0.314368,1.09338,0.740619,-0.83015,-1.13406,0.661268,0.654673,-0.11681,-1.01918,-0.238403,0.521196,-0.0192649,1.34186,-1.8949,0.655692,-0.175124,-0.50271,2.09531,-0.231741,-0.590609,-0.213675,0.194606,0.0226154,-0.637039,0.19201,-0.0322764,0.0171013,-0.409419,-0.695793,-0.298751,-0.195311,-0.34047,-0.50558,-0.337243,-0.555789,-0.316525,-0.292716,-0.234443,0.114814,-0.0341975,-0.347934,-0.0922908,-0.645738,-0.191213,-0.402978,-0.937273,-0.0651497,-0.171922,0.0498809,-0.256431,8.40449,10.4447,6.27203,4.82363,2.12369,0.876452,17.4278,7.12264,8.65402,2.40421,4.29839,3.40763,4.55253,3.41457,5.2021,9.10309,7.06555,2.28639,1.83801,6.6741,6.64256,3.81658,1.99611,3.49739,6.03528,4.09358,10.8818,1.06416,6.64742,3.66002,2.89264,18.6954,0.552457,0.0750726,0.468938,0.91108,0.849141,0.172556,1.06933,0.963559,0.716645,0.442504,0.0630092,0.756343,0.0772288,-0.23724,-0.430294,-0.31275,-0.257853,-0.271732,-0.164089,0.0270833,0.308617,-0.0715112,-0.739606,-0.539296,-0.918893,-0.627483,-0.902431,-1.4582,-0.810102,-0.15725,-0.360992,-0.411069,0.365294,0.481241,0.384868,0.286779,0.299613,0.456968,0.255531,0.276166,0.328132,0.391145,0.484253,0.319441,0.480702,0.559033,0.605944,0.577556,0.564108,0.567518,0.54093,0.49323,0.423452,0.51787,0.67691,0.631649,0.714816,0.651918,0.711449,0.811257,0.692131,0.539232,0.589281,0.601344
92.6533,0.971758,0.0689462,6,63,0,-55.4795,-0.267642,0.151473,0.220814,-0.305077,-0.0378864,0.22304,0.128919,0.139931,-0.242499,0.315804,0.909786,-1.17971,0.0238279,-0.104975,0.0905729,0.19122,0.792839,-1.10115,1.06963,-1.14924,-0.921693,1.04861,0.154471,-0.192139,-1.29444,-0.377655,-0.866652,0.175695,1.24824,0.000762844,-0.250097,0.712792,-1.36281,1.01767,0.0658168,-0.804773,-0.486361,0.191934,-0.542903,1.6415,-0.246666,0.682151,1.46015,0.862588,0.214076,0.487566,-0.851878,0.343946,0.812953,-1.10342,-0.595699,-0.840882,1.93587,-1.58547,0.0638109,0.597791,0.251164,1.31253,0.0180979,0.675666,0.22624,-0.252741,0.079209,1.53905,0.591243,-0.278619,-0.43288,1.39534,-0.477106,0.759375,2.81946,-2.77976,1.19412,-1.1198,1.29984,-0.756054,0.0448149,-0.615056,-0.234974,-0.275651,-0.213896,-0.182111,0.0078825,-0.590246,0.0952942,-0.605434,-0.533573,0.0886564,-0.193717,-0.303177,-0.651287,-0.361764,-0.516191,-0.187014,0.151701,-0.242258,-0.321481,-0.0173968,-0.672881,0.0788857,-0.221714,-0.49665,-0.396094,-0.181886,-0.41395,0.275893,-0.320397,-0.0270732,5.18,6.5582,2.0654,5.79404,8.6832,1.66255,2.57617,2.08509,22.874,1.09696,4.55028,7.21234,5.3484,13.3608,4.37435,7.71347,5.23464,3.463,4.61112,16.2439,7.17172,3.38656,2.96462,14.35,2.85366,8.29103,49.0178,0.391548,12.0634,1.63922,13.2153,2.24338,0.849611,0.169157,0.552179,0.517384,0.598251,0.627096,0.828851,0.251306,0.885388,0.211124,0.266812,0.9405,0.158847,0.0199819,-0.457047,-0.176345,-0.159217,-0.246201,0.479271,-0.0156735,-0.106658,0.0332221,-1.00015,0.0226588,-0.5284,-0.691338,-0.882407,-0.391276,-0.942899,0.0191944,-0.510675,-0.313176,0.299514,0.457811,0.365359,0.373464,0.354744,0.348169,0.303888,0.437502,0.292062,0.447414,0.43369,0.280799,0.460372,0.495005,0.612313,0.543972,0.53972,0.561241,0.382424,0.503918,0.526639,0.491695,0.731088,0.494336,0.62911,0.666264,0.707321,0.59659,0.719685,0.495202,0.624965,0.57766
91.7401,0.881544,0.0689462,6,63,0,-50.5617,-0.127433,0.123262,-0.110886,-0.278627,-0.239884,0.0157523,0.0431424,0.0440829,0.0389588,0.355916,0.372114,-0.49587,-0.116072,1.25488,1.21538,-0.901408,2.13069,-0.0173134,0.747198,0.17547,-0.46338,0.26906,-0.414043,-0.00185239,-1.23594,0.284434,-0.48731,-0.390193,1.0995,0.148071,0.508916,1.04357,0.322723,0.483799,-1.67056,0.137884,-0.590889,-1.39423,0.765085,-0.648718,1.10402,0.0595746,1.23304,0.792396,0.690143,1.36801,0.685838,0.330693,-0.573403,-2.49061,1.76487,0.53125,1.20482,-0.725407,0.209407,0.567557,0.0755121,0.257625,-0.0751452,1.43612,0.933334,-0.517077,-1.14352,1.09179,1.06819,-0.07657,-0.604051,0.0522554,0.3211,0.292874,1.63602,-1.67844,0.980589,-0.0525206,0.00478789,1.98282,0.1714,-0.137529,-0.00235313,0.48559,0.471532,-0.281867,0.797305,0.0327967,0.304899,0.101411,-0.125966,0.134722,-0.108406,0.0382995,-0.400932,0.140193,-0.134483,-0.0999171,0.43029,0.0916596,0.22009,0.410383,0.153821,0.211151,-0.55562,0.0880339,-0.171348,-0.457271,0.311265,-0.19193,0.431898,0.0601624,5.92928,10.1456,5.90908,4.45967,2.17858,0.476871,13.8948,5.22783,8.91494,1.93136,4.05102,5.38041,3.64323,4.2088,3.23326,10.7082,7.18938,2.27802,1.38668,8.15121,8.0002,3.22961,2.12631,3.57671,4.4259,4.32801,12.5461,0.907602,7.46369,3.29175,3.44467,16.5141,0.412635,-0.026619,0.127175,0.652354,0.759312,-0.0127048,1.14094,0.506755,0.453045,0.417118,0.0873427,0.673842,-0.137299,-0.176772,-0.659145,-0.173874,-0.135449,-0.416489,0.243145,0.0382421,0.0922013,0.0159378,-0.38196,-0.292318,-0.961076,-0.450209,-0.872228,-1.0886,-0.659573,-0.280883,-0.0784178,-0.214969,0.39828,0.506654,0.468249,0.342459,0.318796,0.503176,0.242148,0.375955,0.388637,0.397207,0.478178,0.337637,0.534271,0.544078,0.659068,0.543359,0.533811,0.602643,0.439511,0.490441,0.476966,0.496016,0.594346,0.572563,0.723337,0.610689,0.705209,0.748118,0.659165,0.569763,0.519594,0.553536
85.1776,0.991203,0.0689462,6,63,0,-52.1348,-0.28753,0.233014,0.232095,0.229537,-0.124924,0.267288,0.210639,0.0794379,-0.501678,0.194995,2.45182,-0.190272,0.384357,0.434792,-0.527856,-0.917281,0.760981,-1.8892,0.308169,-0.287031,-0.602906,0.664235,-0.50064,0.184906,-0.437847,-1.36474,-1.12956,0.718522,0.161659,-0.221643,0.802658,2.632,-1.50535,1.34906,-0.064535,-0.85882,-0.63134,0.765037,-1.31241,-0.333088,-0.487703,0.283212,1.34184,0.722895,1.31568,1.46459,-0.283146,0.940398,-0.0152186,-1.1868,0.234375,0.248538,0.512138,-1.64786,0.396897,0.656683,0.704157,1.07954,-0.167483,1.14972,0.563117,-0.102178,-0.395586,1.67968,0.679776,0.200601,-1.48067,1.48452,-0.362058,1.51518,2.39437,-2.47103,0.586437,-0.723008,0.934934,0.364543,-0.0235841,-0.53878,-0.42673,-0.416896,-0.604607,-0.680543,-0.35329,-0.870063,-0.441586,-0.557648,-0.619242,-0.372155,-0.5993,-0.465622,-0.587056,-0.767796,-0.721936,-0.36157,-0.470155,-0.544897,-0.345163,0.0115489,-0.795214,-0.238618,-0.514262,-0.669144,-0.624786,-0.352499,-0.757592,-0.566629,-0.596778,-0.446453,9.90397,11.0296,3.11788,7.55075,3.78421,1.62241,4.53247,4.57911,5.54037,1.16254,5.09752,6.15061,6.36536,8.34973,3.38978,8.78429,5.74835,3.55365,2.87448,12.8851,6.25415,4.42315,1.31189,11.1896,2.945,11.4404,21.6005,0.641172,5.84608,2.26864,7.52099,4.97968,1.08604,0.502973,0.624718,0.653944,0.529254,0.443622,0.809657,0.360753,0.619558,0.590757,0.475837,0.892596,0.0188437,0.0555663,-0.276507,-0.486333,-0.0892485,-0.457756,0.0655766,-0.127697,0.0332546,0.0629808,-0.807799,-0.121414,-0.458978,-0.62653,-0.779831,-0.358364,-1.05322,-0.34652,-0.539621,-0.3233,0.252365,0.376842,0.348709,0.342101,0.370691,0.390878,0.307964,0.410777,0.349882,0.356461,0.383236,0.290574,0.495289,0.486112,0.56869,0.619242,0.522297,0.612482,0.483612,0.531881,0.491687,0.48426,0.69164,0.530316,0.612772,0.651702,0.685644,0.588644,0.741393,0.585774,0.631724,0.580128
