# 0.18785, 0.0981655, 0.0872169, 0.0934277, 0.0145608, 0.00698448, 0.183476, 0.0225353, 0.258956, 0.193301, 0.192757, 0.249309, 0.186448, 0.266252, 0.291272, 0.247749, 0.195809, 0.182695, 0.181703, 0.224791, 0.211314, 0.159837, 0.261476, 0.230703, 0.171658, 0.207893, 0.173941, 0.229319, 0.142782, 0.209673, 0.26239, 0.275103, 0.18536, 0.25586, 0.233366, 0.263691, 0.198275, 0.208762, 0.179472, 0.194528, 0.164952, 1.30386, 0.966963, 0.869605, 0.885337, 0.946839, 0.907727, 0.839872, 0.966122, 0.872162, 0.951156, 0.937014, 1.03069, 1.11182, 1.05177, 0.876183, 0.960753, 1.01274, 1.06183, 1.05665, 1.01326, 0.971755, 1.05896, 1.22316, 1.03846, 1.07877, 0.850587, 0.926085, 1.01809, 1.00962, 1.03288, 0.851261, 1.0213, 1.00731
-69.3017,0.943595,0.0272912,7,127,0,111.443,-1.28851,0.0683694,0.176945,-0.206126,-0.238586,0.190291,0.0962707,0.454411,-1.48507,-0.980323,0.295875,1.15276,0.759239,1.90079,1.86319,0.148064,0.398263,1.188,-0.397857,-0.939085,1.5908,-0.554829,-0.571449,0.992635,-0.424578,0.845011,-0.316758,-1.15487,0.331657,-1.33063,-0.747157,-0.824203,-0.721328,0.350714,0.628171,1.41548,-0.193939,2.6274,-0.389905,0.249165,0.0146201,0.00405583,0.392155,0.175094,0.318101,0.468454,0.239673,0.818214,0.434251,-0.244742,-1.9453,0.733933,0.211546,-0.503594,-0.841379,-0.376264,-0.469599,-0.439483,-0.663117,-0.479928,-0.115345,-0.366041,1.14419,0.44927,1.10799,0.324036,0.735977,-0.652602,-1.28841,-0.771797,-0.0185917,0.695642,0.0136646,-0.0107093,-0.57856,-0.349199,0.23072,0.620099,0.441278,0.960013,0.942925,0.163553,0.277246,0.636112,-0.0845202,-0.33046,0.819146,-0.15585,-0.163402,0.547335,-0.0966622,0.480253,-0.0476676,-0.428514,0.246979,-0.508381,-0.243246,-0.278256,-0.231509,0.255639,0.381719,0.739479,0.00814265,1.29019,-0.0809067,0.209494,0.0162106,0.0153303,0.0159103,0.0165201,0.0155922,0.0179386,0.0163814,0.0136275,0.00673029,0.0175968,0.0154781,0.0125776,0.0112076,0.013094,0.0127155,0.0128376,0.0119306,0.0126736,0.0141523,0.0131355,0.0192607,0.0164423,0.0191139,0.0159343,0.0176051,0.0119733,0.00939453,0.0114898,0.0145447,0.0174415,0.0146755,0.0145767,-0.731477,-0.877095,-0.359616,-0.259217,-0.549081,0.773817,-0.257165,-0.150494,-0.196445,0.191582,-1.00684,-1.00828,0.117934,-0.963987,-1.07286,-0.655222,-0.968725,-0.152917,-1.05582,-0.890834,-0.541717,-1.44288,-1.4109,-2.03885,-1.67133,-1.30643,-0.564994,-0.275276,-1.46496,0.269832,-1.43736,-0.89423
-72.5367,0.747135,0.0272912,7,127,0,108.585,-0.635454,-0.106463,0.0405693,-0.48518,-0.221269,0.284298,-0.254273,0.441093,-1.97026,-1.22558,-0.248975,1.37591,0.641712,1.16546,2.07675,0.0175722,-0.00222137,0.615468,-0.41954,-1.40487,1.57875,-0.457635,-0.736988,1.00839,-0.374564,0.669618,-0.307094,-1.48972,0.0706185,-1.58092,-0.57967,-0.899116,-0.756535,0.767645,-0.0687624,0.542768,-0.561714,1.88041,-0.617689,0.179708,-0.202641,0.158699,-0.432754,0.296153,-0.0294741,-0.812082,0.565152,0.545394,0.523065,0.015043,-0.502279,0.849332,0.709247,0.598263,-0.162716,0.714294,1.52788,-1.68166,-1.87147,-0.956759,-0.518676,-1.63631,1.58221,-0.807552,1.54741,-0.634154,-0.819011,0.126935,-1.18507,-1.62885,-0.0644871,1.70332,1.3687,-0.278092,-1.12334,-0.794867,-0.364094,0.35263,0.028782,0.259806,0.661768,-0.246522,-0.255253,0.017206,-0.439329,-0.87395,0.442103,-0.456133,-0.579353,0.19052,-0.41949,0.0410915,-0.38973,-0.91138,-0.223123,-0.951604,-0.509961,-0.650867,-0.587975,0.0843302,-0.284603,-0.0148615,-0.502041,0.575164,-0.526731,-0.175005,-0.271319,-0.155642,-0.207319,-0.331518,-0.112953,-0.116088,-0.119632,-0.200254,-0.282352,-0.0678535,-0.0900848,-0.107698,-0.228464,-0.0892838,0.0398316,-0.469519,-0.499642,-0.354478,-0.284955,-0.462322,0.0484531,-0.330799,0.0429305,-0.303281,-0.332617,-0.182497,-0.39071,-0.461138,-0.212875,0.0676737,0.0145694,-0.246774,-0.552038,-0.679147,-0.198463,-0.0732014,-0.392214,0.908062,-0.0615557,0.067526,0.0185568,0.31806,-0.79722,-0.789454,0.443423,-0.553977,-0.663347,-0.380936,-0.684439,0.105515,-0.780887,-0.580687,-0.302938,-1.16664,-1.21953,-1.91034,-1.54996,-1.09885,-0.46581,-0.259172,-1.38707,0.217838,-1.30358,-0.717465
-73.5168,0.999429,0.0272912,7,255,0,111.809,-0.664562,-0.118698,0.233461,-0.393705,-0.256465,0.128851,-0.0325351,0.54447,-0.860596,-0.596001,0.362171,1.02631,0.690415,1.82267,1.44567,0.132808,0.868499,1.39486,-0.2993,-0.362217,1.63603,-0.439774,-0.247322,0.433854,-0.335955,0.589383,-0.345934,-0.591022,0.265143,-2.10641,-0.74663,-0.46911,-0.335655,0.473003,0.874167,1.45642,-0.253843,2.23999,-0.0439013,0.475345,-0.29235,0.000820232,-0.00588199,0.406971,0.78354,-1.42451,-0.30033,-1.5454,0.347483,0.979038,-0.173839,-0.101761,1.54661,0.537674,0.604631,-1.57353,-0.430809,-0.633362,0.606029,-0.300086,-0.407681,1.22842,-2.79296,1.57517,0.139733,0.520351,1.61118,1.60155,2.43228,0.02704,0.99597,-0.624689,0.177296,1.11556,-0.501104,-0.357039,0.164656,0.526257,0.343375,0.959854,0.754587,0.0397746,0.440337,0.726924,-0.195495,-0.229751,0.858233,-0.271979,-0.167195,0.203685,-0.215452,0.288366,-0.220886,-0.354329,0.111827,-1.17941,-0.439052,-0.287951,-0.215289,0.225001,0.443422,0.760441,-0.170745,1.18707,-0.0564381,0.226276,-0.292355,-0.292017,-0.291708,-0.293519,-0.292597,-0.293618,-0.292065,-0.291547,-0.292493,-0.292434,-0.291082,-0.291909,-0.291855,-0.293641,-0.292704,-0.29287,-0.291853,-0.292597,-0.292685,-0.291343,-0.294641,-0.291058,-0.292236,-0.291924,-0.291029,-0.291037,-0.290355,-0.292328,-0.291534,-0.292863,-0.292205,-0.291435,-0.364266,-0.547581,-0.168705,0.109359,-0.268586,0.985219,-0.00712287,0.0791072,0.232362,0.550296,-0.734314,-0.657152,0.716834,-0.528314,-0.608145,-0.400927,-0.464804,0.220109,-0.616522,-0.314632,-0.123611,-1.57158,-1.22153,-1.70781,-1.29034,-0.905755,-0.328662,-0.0847847,-1.35726,0.411524,-1.11757,-0.563187
-74.2906,0.978778,0.0272912,7,127,0,124.117,-0.727592,-0.183541,-0.0322955,-0.391509,-0.378144,0.226383,-0.319398,0.519507,-1.73652,-1.42477,-0.369241,0.682654,0.440661,0.533166,1.17893,-0.682959,-0.271431,0.674337,-0.138269,-0.781145,1.98301,-1.0343,-0.456949,1.09988,-0.529626,0.437164,-0.208814,-1.77225,0.0194204,-2.07376,-0.59475,0.105699,-0.729982,1.04803,-0.648641,0.968055,-0.380789,1.65034,-0.588575,-0.168218,0.138696,0.00167723,-0.215691,-0.677829,0.712434,1.39672,-1.39975,0.900295,1.15816,-0.246363,-0.544606,-0.13602,1.59203,-0.941288,0.64455,-0.267513,-0.386736,-1.89445,0.252425,-0.904455,0.457947,0.919844,-1.37971,1.63794,-0.408729,0.9774,-0.472804,0.923706,1.17506,1.56679,2.03994,0.734074,0.743648,1.60627,-1.22153,-1.05957,-0.511221,0.0352455,-0.0904716,-0.0424145,0.293066,-0.6742,-0.460408,0.0309248,-0.39123,-0.725208,0.710787,-0.856722,-0.556786,0.251995,-0.594542,-0.0922883,-0.427879,-1.24009,-0.309309,-1.39673,-0.628375,-0.264487,-0.698629,0.225061,-0.656372,0.183513,-0.517221,0.537963,-0.625167,-0.406788,0.138334,0.137559,0.139891,0.141039,0.136348,0.140206,0.140638,0.138283,0.137782,0.138468,0.141366,0.137117,0.139777,0.138247,0.138047,0.135518,0.139119,0.137179,0.139464,0.140239,0.136382,0.141443,0.13801,0.140335,0.137903,0.140245,0.140667,0.141324,0.142117,0.139927,0.139943,0.14139,-0.666833,-1.02398,-0.649804,-0.335706,-0.712634,0.384324,-0.586292,-0.299666,-0.414116,0.123436,-0.905548,-1.00245,0.450848,-1.28613,-1.222,-0.727328,-1.05005,-0.244384,-1.09908,-1.19662,-0.707905,-2.02642,-1.30444,-1.88034,-1.80607,-1.00092,-1.20791,-0.475873,-1.75262,-0.0550872,-1.67569,-1.05675
-65.2151,0.972103,0.0272912,7,255,0,99.819,-1.13002,0.282693,0.088987,-0.316579,-0.394054,0.192884,0.5813,0.592405,-2.08618,-1.35037,-0.304969,-0.609099,-0.00727722,0.367821,1.03001,-0.752413,-0.502261,0.422593,-0.563685,-0.86873,1.92834,-0.24916,0.465556,1.06037,0.216836,1.02028,0.241824,-0.868392,0.600316,-0.968744,-0.484444,0.3858,-0.329825,0.89208,-0.0115166,1.47356,0.177234,1.93926,0.117511,0.268061,-0.655645,0.00934177,0.699974,0.520122,1.12284,1.38259,0.290379,-0.347034,-0.285666,0.708194,0.236359,0.544799,0.0684213,-0.833726,0.0333493,-0.135225,-0.307201,-1.35475,0.100463,-1.47194,-0.314322,0.270134,0.70321,1.63856,0.143733,0.848808,-1.23129,-1.45213,-0.247685,0.499342,0.680056,-0.833692,-0.229112,-1.19212,-0.654563,-0.218669,0.400635,0.220467,0.576989,0.799198,1.19148,0.135567,0.283758,0.831646,0.24737,0.0666601,1.72366,0.433696,0.857097,1.20947,0.709755,1.18572,0.724557,0.0668602,0.93693,0.00741119,0.294313,0.809849,0.38591,1.10977,0.574477,1.45425,0.686294,1.73013,0.650914,0.7401,-0.649106,-0.650786,-0.645156,-0.642729,-0.652932,-0.658887,-0.658313,-0.649029,-0.653437,-0.650555,-0.655006,-0.663433,-0.655333,-0.656908,-0.658515,-0.668301,-0.654706,-0.669395,-0.658581,-0.653121,-0.649076,-0.640338,-0.654302,-0.647715,-0.667147,-0.66921,-0.657959,-0.65098,-0.649292,-0.663433,-0.657785,-0.666781,-0.103456,-0.165481,0.22929,-0.0639498,-0.0122323,1.17394,0.37727,0.541953,0.305067,0.901118,-0.229469,-0.249174,1.11756,-0.349001,-0.21435,-0.103258,-0.0571181,0.692001,-0.267078,-0.266081,0.186342,-0.983994,-0.733636,-1.19742,-1.09156,-0.448204,-0.45278,0.314607,-0.967548,0.70264,-0.810274,-0.303672
-67.6305,0.980759,0.0272912,7,127,0,100.68,-0.730872,0.33712,0.107612,-0.275327,-0.236447,0.144253,-0.602301,0.596729,-1.76635,-1.60397,-0.322454,-0.463703,-0.451903,0.57763,0.695927,-0.412403,-0.396966,0.0319382,-0.753361,-0.989483,1.71876,-0.310698,-0.211627,0.54751,-0.14351,1.23437,-0.410684,-0.919082,0.358354,-1.61314,-0.682595,-0.520213,-0.658937,0.404028,-0.315973,0.967401,-0.481766,1.63274,-0.472493,-0.119734,0.33316,0.00441482,-0.464209,-0.425093,-1.25927,-0.237006,-0.580467,-0.694976,-0.428622,-2.62217,3.32672,-0.177848,0.0506681,-0.678791,0.988534,-0.409778,0.740002,0.897277,-0.0317389,-0.22659,-0.626727,-0.922328,-0.850333,0.42762,0.327881,0.450393,-1.36475,-0.584428,-1.94343,-1.63508,-0.391136,1.1026,0.0222426,0.515601,-1.65633,-1.55943,-0.794718,-0.879006,-0.871964,-0.257613,-0.187021,-0.848394,-0.839182,-0.583242,-1.05185,-1.19275,0.423334,-0.787703,-0.728585,-0.275586,-0.687937,0.134284,-0.847368,-1.15074,-0.388461,-1.56491,-1.00962,-0.912727,-0.995507,-0.361206,-0.790851,-0.025025,-0.889784,0.372003,-0.884251,-0.673749,0.331111,0.331284,0.327601,0.332114,0.330598,0.330092,0.331268,0.321584,0.347847,0.332375,0.333384,0.330163,0.337524,0.331351,0.336427,0.337122,0.33302,0.33216,0.330393,0.329088,0.329406,0.335048,0.334608,0.335149,0.327135,0.33058,0.32458,0.325942,0.331433,0.338028,0.333258,0.335437,-1.12543,-1.35581,-0.69731,-0.934991,-1.08233,0.19598,-0.560905,-0.432841,-0.626175,-0.341335,-1.19478,-1.18205,0.118081,-1.19892,-1.28455,-1.03336,-1.11818,-0.103536,-1.41247,-1.26358,-0.780413,-2.10136,-1.7361,-2.22683,-1.99172,-1.43424,-1.43137,-0.732975,-1.96331,-0.297168,-1.84217,-1.38121
-76.878,0.938775,0.0272912,7,127,0,111.607,-0.235323,-0.215341,-0.271921,-0.773717,-0.228729,0.151577,-0.173781,0.553995,-1.30827,-1.22252,0.212534,-0.148322,0.108647,1.65132,0.89535,-0.321749,-0.265588,0.0901253,-0.379316,-1.65205,1.53191,-0.259484,-0.227621,0.29646,0.0941603,1.33946,-0.0695992,-0.868382,0.00201273,-1.7343,-0.376907,-0.2696,-0.546224,0.430567,0.102597,1.06939,-0.0190222,1.64094,-0.405966,0.17522,-0.16081,0.00216063,-2.55842,-0.55933,-1.40145,1.06816,-1.07833,0.934654,0.671635,0.560986,1.80494,-0.658104,0.132411,-0.837713,0.144596,-1.28317,1.1782,-0.933803,0.534101,0.718863,-0.850625,-1.86405,-0.197435,-0.87875,1.54989,0.996268,-1.0132,0.0239285,-0.214682,-0.762513,-0.762023,1.45148,-2.59141,-0.493756,-0.898557,-0.85105,-0.0560376,-0.25595,-0.11359,0.741041,0.322239,-0.352028,-0.320915,-0.123852,-0.38392,-1.08901,0.674892,-0.317533,-0.299881,-0.00954312,-0.121616,0.568273,-0.212338,-0.65486,-0.172666,-1.13457,-0.382585,-0.323138,-0.476386,0.0647515,-0.116942,0.418656,-0.184319,0.735295,-0.398684,-0.0767095,-0.166338,-0.162018,-0.163838,-0.158502,-0.16314,-0.158791,-0.159359,-0.159598,-0.15691,-0.162232,-0.160524,-0.16262,-0.160498,-0.163582,-0.158264,-0.162828,-0.159656,-0.159257,-0.162648,-0.164837,-0.161237,-0.162709,-0.157461,-0.158657,-0.162999,-0.160758,-0.161274,-0.162457,-0.162456,-0.157674,-0.166409,-0.161877,-0.418646,-0.699775,0.00452579,-0.379873,-0.37482,1.1582,-0.109205,0.00426168,-0.148526,0.0764942,-0.579917,-1.11232,0.499342,-0.595591,-0.705926,-0.634873,-0.430106,0.457955,-0.651292,-0.632239,-0.432085,-1.53378,-1.109,-1.618,-1.46373,-1.00894,-0.724105,-0.253738,-1.23442,0.0883811,-1.33696,-0.772694
-65.2136,0.991813,0.0272912,7,255,0,121.786,-0.62974,0.161291,-0.0560025,-0.141073,-0.157742,0.166474,0.322072,0.724978,-0.80051,-0.573391,0.12238,0.453461,0.287235,1.76651,1.28254,0.142772,0.186432,0.586869,-0.0230532,-0.985284,1.61282,0.0742602,0.0663353,1.0281,0.425952,1.31208,-0.0165191,-0.546825,0.632546,-1.32246,-0.455554,-0.622845,-0.56886,0.458842,-0.119345,0.711019,-0.240425,1.38277,-0.66115,0.0544269,-0.81546,0.026386,-0.284777,-2.14392,-0.627257,1.90701,0.0136734,0.00293246,1.34307,0.631457,-1.06088,0.251876,2.80723,0.411133,0.314749,1.34677,0.062492,0.272244,0.695157,0.171588,0.71206,-0.145535,-0.478834,-0.933017,0.474486,-1.96266,-0.816512,0.704835,-0.498698,1.79173,0.503494,0.313277,-0.398549,-0.978772,-0.25828,-0.0936242,0.410794,0.650821,0.530311,1.60275,1.25188,0.425578,0.457231,0.747539,0.305359,-0.392237,1.49133,0.375909,0.370164,1.06742,0.630878,1.2733,0.310096,-0.0743638,0.780654,-0.636679,-0.0081946,-0.129477,-0.0903388,0.654722,0.235549,0.837545,0.147769,1.32455,-0.157247,0.36153,-0.822974,-0.872029,-0.832011,-0.765141,-0.815099,-0.815382,-0.780021,-0.798798,-0.843452,-0.808814,-0.741388,-0.804612,-0.807155,-0.779924,-0.813811,-0.808276,-0.797117,-0.810932,-0.796671,-0.8193,-0.828094,-0.840078,-0.80294,-0.867247,-0.837004,-0.796862,-0.828618,-0.768183,-0.802175,-0.807194,-0.825976,-0.841286,0.100857,-0.0230686,0.48073,0.407708,0.254444,1.98055,0.796687,0.637521,0.604287,0.913875,0.074479,-0.380142,1.15822,-0.027897,-0.0599692,0.362178,0.144145,0.985175,-0.266611,-0.208868,0.389701,-1.12403,-0.522158,-1.03547,-0.78425,-0.160676,-0.0103519,0.546657,-0.527481,0.989295,-0.755377,-0.0695056
-65.5835,0.999781,0.0272912,7,127,0,97.518,-0.84698,-0.0871962,-0.335578,-0.521015,-0.216662,0.202267,-0.339486,0.57726,-1.38394,-1.48387,-0.449096,0.475235,-0.203888,0.865187,0.648153,-0.476544,-0.106229,0.452287,-0.754725,-0.767099,2.09009,-0.161533,-0.121689,1.18829,-0.0249042,1.10454,-0.0186626,-1.13815,0.301028,-1.78903,-0.447423,-0.442887,-0.983543,0.309349,-0.598254,0.718924,-0.354507,1.35189,-0.95844,-0.134867,0.435829,0.0212849,0.548323,0.0655321,0.945856,-0.591185,0.346877,-0.670338,-1.35883,0.808287,-1.72517,1.02109,-3.13973,0.293756,0.809345,0.961242,-0.844918,1.05498,-1.18409,0.537921,-0.00934162,-1.40019,1.1476,-0.32518,-2.0144,1.12393,-1.11262,-0.305652,-0.731444,0.669132,-0.715313,0.109388,-0.127551,0.72507,-1.13838,-1.19607,-0.598731,-0.0651513,-0.457182,0.159952,0.0346671,-0.614576,-0.400808,-0.0783986,-0.775159,-0.782302,0.867038,-0.432733,-0.409732,0.346467,-0.353862,0.29812,-0.350259,-0.996494,-0.165715,-1.37222,-0.597766,-0.595147,-0.907247,-0.160911,-0.684834,0.0755203,-0.544129,0.440908,-0.892756,-0.417339,0.4475,0.437223,0.455961,0.423245,0.443212,0.42156,0.406906,0.453033,0.399108,0.457562,0.369,0.442081,0.453055,0.456289,0.417845,0.458284,0.410625,0.447278,0.43563,0.406026,0.460255,0.428907,0.392952,0.459751,0.412147,0.429323,0.42026,0.450071,0.420603,0.438157,0.433114,0.451262,-1.01502,-1.44269,-0.872592,-0.689823,-1.15323,0.282557,-0.881303,-0.666997,-0.568742,-0.219851,-1.40942,-1.13561,0.116047,-1.28082,-1.32037,-0.889262,-1.28947,-0.39108,-1.40944,-1.50108,-0.996151,-2.33506,-1.63936,-2.1752,-2.196,-1.59014,-1.43741,-0.738844,-1.83364,-0.408006,-2.07634,-1.37142
-79.1079,0.92132,0.0272912,7,127,0,109.225,-0.235654,0.108668,0.101808,-0.202481,-0.301235,0.12821,-0.903391,0.483187,-1.69702,-1.36211,0.243769,0.435238,-0.564499,1.24991,0.756701,-0.59111,0.258778,0.317809,-0.333287,-0.593836,2.5404,-0.72271,0.0426442,1.37702,-0.235964,0.648756,-0.310242,-1.3676,0.176537,-1.62423,-0.722456,-0.597077,-1.081,0.0737289,0.114754,0.900717,-0.307501,1.5088,-0.665698,-0.287515,0.233878,0.00710411,1.02033,-1.2439,-1.64319,-0.409064,0.0042637,-0.306188,0.921228,-1.6749,-0.29557,-1.07787,1.25167,1.09376,0.175932,0.0514697,-0.491906,-1.45994,-0.710248,-0.338624,-1.7023,-0.235767,-0.321479,-2.04934,-2.25433,4.10081,0.262587,0.191303,-0.548632,-0.0176591,1.15712,0.905279,0.105211,0.000892608,-1.72337,-1.56154,-0.785605,-0.693089,-1.17615,-0.299452,-0.537763,-1.18901,-0.778352,-0.749829,-1.06443,-1.19032,0.324098,-1.2526,-0.882786,-0.238033,-1.01741,-0.58992,-1.0533,-1.5642,-0.81809,-1.6882,-1.25247,-1.19189,-1.42572,-0.867766,-0.847943,-0.468176,-1.05197,-0.174356,-1.22505,-1.04231,0.241127,0.225041,0.222205,0.230972,0.233908,0.231703,0.240423,0.221979,0.231778,0.226221,0.24277,0.241648,0.235128,0.234244,0.230384,0.223507,0.228832,0.231472,0.221785,0.232203,0.231594,0.219319,0.217863,0.263011,0.235744,0.235237,0.229981,0.233753,0.242098,0.240309,0.234626,0.233884,-0.839044,-1.03861,-0.453557,-0.389759,-1.12507,0.430809,-0.639436,-0.396072,-0.29903,-0.233688,-0.927439,-0.968732,0.484258,-1.22744,-1.0976,-0.598815,-0.96091,-0.34385,-1.16862,-1.21446,-0.768386,-1.82259,-1.38981,-2.07787,-1.9067,-1.39104,-1.04247,-0.748617,-1.68702,-0.349823,-1.71282,-1.21099
-70.4485,0.980028,0.0272912,7,127,0,126.013,-0.266634,-0.0073872,-0.225084,-0.360012,-0.284873,0.118847,-0.166026,0.532948,-1.3511,-1.30528,-0.15872,0.348087,-0.0547083,1.12366,0.777305,-0.164507,0.219805,0.0217623,-0.614379,-1.29663,2.05605,-0.0622939,0.23289,1.54686,0.213572,1.66084,0.279439,-1.05248,0.46893,-1.6378,-0.382003,-0.996778,-0.529057,0.0483232,0.0343746,1.42514,-0.448079,1.86899,-0.75253,-0.0264892,-0.362159,0.0183432,1.09507,0.537537,-1.07133,-1.087,-0.711796,-1.44365,0.319725,0.87677,0.875634,-0.283149,0.0620415,-0.267992,1.20884,-1.23842,2.05845,2.30523,1.35784,0.285676,2.12068,-0.585187,2.35891,-0.00463279,-1.11877,-0.108312,-0.232218,0.819238,0.427532,2.21341,0.418305,1.98578,1.86696,-0.283527,-0.886093,-0.861672,-0.250616,0.0194863,-0.195183,0.432826,0.248237,-0.253699,-0.0488812,-0.154428,-0.493458,-0.857064,0.929741,-0.199225,-0.0419076,0.658372,-0.0522033,0.719116,-0.0170998,-0.726941,0.0838888,-1.03889,-0.369614,-0.697257,-0.447986,-0.140272,-0.147706,0.5935,-0.404829,0.83005,-0.567085,-0.180143,-0.342072,-0.352299,-0.381811,-0.382098,-0.375216,-0.388641,-0.356295,-0.346077,-0.346098,-0.367353,-0.361021,-0.367075,-0.339985,-0.384876,-0.324401,-0.319874,-0.337252,-0.356919,-0.323259,-0.372894,-0.318889,-0.362244,-0.382681,-0.364146,-0.366419,-0.347132,-0.354317,-0.321559,-0.354486,-0.325734,-0.327913,-0.36736,-0.210927,-0.525872,-0.0977316,0.15241,-0.303206,0.959895,-0.00184595,0.337438,0.243278,0.17255,-0.520237,-0.808636,0.711263,-0.545373,-0.617395,-0.0503542,-0.366317,0.581881,-0.493701,-0.76854,-0.239046,-1.53592,-0.714199,-1.74982,-1.11755,-0.847436,-0.553575,0.106388,-1.22249,0.444609,-1.24547,-0.556763
-79.3615,0.993583,0.0272912,7,127,0,114.293,-0.0655879,0.116774,-0.35018,-0.534655,-0.215899,0.132172,-1.06366,0.549108,-1.56227,-1.39695,-0.834092,0.207876,-0.0407579,0.684233,0.514218,-0.34618,-0.120063,-0.0210723,-1.57891,-1.413,2.00889,-0.747302,0.0188006,1.1915,0.221683,1.48091,-0.311671,-1.00301,0.440974,-1.26388,-0.385121,-1.66283,-0.491036,0.233522,-0.0649917,0.848995,-1.3333,2.02621,-0.810641,-0.377536,0.466568,0.000556079,0.896797,-0.0655925,0.291753,-0.0271286,-0.0125981,-0.507789,-0.89625,-0.614115,0.0938458,-1.80203,-2.14246,-1.19611,-0.408343,0.804055,0.926315,1.44565,-0.392348,-0.87827,-1.81286,-2.09566,-2.11837,1.35562,0.165445,0.762384,-0.467733,-1.95677,-0.884314,0.161616,-0.51177,0.468559,0.557131,-0.718208,-1.92151,-1.83074,-1.52167,-0.949515,-1.08604,-0.687944,-0.7813,-1.25375,-1.12959,-1.07523,-1.93065,-1.83955,0.0394389,-1.47401,-1.05334,-0.409399,-0.941934,-0.250483,-1.2348,-1.61442,-0.821519,-1.75767,-1.27513,-1.97673,-1.33329,-0.935433,-1.09935,-0.597472,-1.79579,0.0489495,-1.50879,-1.27097,0.467067,0.466532,0.46673,0.466553,0.466561,0.466286,0.46607,0.466227,0.46662,0.465566,0.465377,0.465903,0.466341,0.467015,0.467083,0.467372,0.46635,0.46608,0.46556,0.465403,0.46539,0.467322,0.46666,0.466992,0.466308,0.46548,0.466077,0.466658,0.466284,0.466829,0.466878,0.466169,-1.02466,-1.23318,-1.02064,-0.589915,-0.86695,0.138773,-0.711972,-0.462681,-0.523006,-0.442261,-1.64999,-1.41769,-0.0850463,-1.69525,-1.40629,-0.947533,-1.181,-0.313395,-1.59701,-1.56276,-1.02517,-2.09326,-1.61951,-2.85767,-1.92396,-1.5967,-1.36387,-0.923562,-2.45659,-0.242187,-2.06404,-1.59752
-76.5575,0.938722,0.0272912,7,127,0,120.568,-0.781464,0.146145,-0.256255,-0.514597,-0.19078,0.134741,-0.109382,0.568238,-0.994327,-0.881827,-0.71157,0.313742,-0.381117,0.874105,0.754611,-0.529357,0.063877,0.336919,-1.26159,-1.08714,2.3044,-0.573971,0.569793,1.47342,0.110241,1.64686,0.236831,-0.45838,0.582291,-0.807792,-0.11968,-0.993263,-0.0592453,0.731576,0.512703,1.53564,-0.787149,2.41867,-0.18431,0.223115,-0.032291,0.0159584,0.430202,0.0611348,0.129261,0.325173,0.755486,0.610684,-0.51411,0.887783,0.434038,0.5581,-0.104708,2.95685,1.14921,-0.313781,-1.40958,0.513179,1.00426,-1.15936,1.10498,1.07746,-2.22129,-0.400531,0.525279,-2.4535,0.707722,0.250831,-0.598584,-0.837293,0.622122,1.07876,0.823347,0.117245,-0.674396,-0.61047,-0.513723,0.0688981,-0.325948,0.387317,0.319416,-0.410183,-0.0730849,0.082068,-0.826262,-0.727135,1.20006,-0.435534,0.214396,0.727869,-0.0467393,0.826427,0.0251938,-0.369851,0.221498,-0.5684,-0.177389,-0.673792,-0.143048,0.306327,0.181955,0.763228,-0.55667,1.265,-0.214114,0.0174004,-0.0254257,-0.0313154,-0.0302282,-0.0271018,-0.0202347,-0.0225455,-0.0404953,-0.0181234,-0.0253645,-0.0233846,-0.033962,0.0148954,-0.0139514,-0.0372984,-0.0547855,-0.0241015,-0.0162646,-0.0507925,-0.0146574,-0.0150964,-0.0677392,-0.0386828,-0.0239084,-0.0714449,-0.0209969,-0.0282881,-0.0418434,-0.0456528,-0.0223629,-0.0150758,-0.0191517,-0.03042,-0.508598,-0.727094,-0.697697,-0.29389,-0.794949,0.509084,-0.299871,-0.355807,-0.163786,0.0146849,-1.24085,-0.981064,0.455631,-1.26547,-0.713977,-0.400032,-0.910368,0.136403,-0.947253,-0.940679,-0.59289,-1.49938,-1.2294,-2.19994,-1.4127,-1.04366,-0.745656,-0.218792,-1.87035,0.295918,-1.43452,-1.00092
