# 0.18785, 0.0981655, 0.0872169, 0.0934277, 0.0145608, 0.00698448, 0.183476, 0.0225353, 0.258956, 0.193301, 0.192757, 0.249309, 0.186448, 0.266252, 0.291272, 0.247749, 0.195809, 0.182695, 0.181703, 0.224791, 0.211314, 0.159837, 0.261476, 0.230703, 0.171658, 0.207893, 0.173941, 0.229319, 0.142782, 0.209673, 0.26239, 0.275103, 0.18536, 0.25586, 0.233366, 0.263691, 0.198275, 0.208762, 0.179472, 0.194528, 0.164952, 1.30386, 0.966963, 0.869605, 0.885337, 0.946839, 0.907727, 0.839872, 0.966122, 0.872162, 0.951156, 0.937014, 1.03069, 1.11182, 1.05177, 0.876183, 0.960753, 1.01274, 1.06183, 1.05665, 1.01326, 0.971755, 1.05896, 1.22316, 1.03846, 1.07877, 0.850587, 0.926085, 1.01809, 1.00962, 1.03288, 0.851261, 1.0213, 1.00731
-66.1248,0.998649,0.0272912,7,127,0,95.7461,-0.11094,-0.202673,-0.0076285,0.101079,-0.360814,0.190086,0.0143613,0.537686,-1.36402,-0.902277,0.252041,1.01789,0.884789,1.47588,1.46737,-0.517581,0.577565,0.646351,-0.167621,-0.120544,2.26746,-0.286776,0.144217,1.30147,0.39868,0.673727,-0.207269,-1.17693,0.285565,-1.86086,-1.46024,-0.751745,-0.714557,0.339729,-0.79241,0.434173,-0.788179,1.23431,-1.42209,-0.607268,-0.975392,0.0250914,0.91548,0.656511,-0.426206,-0.156718,-2.47306,0.322953,0.575499,0.128675,-1.30785,-0.72866,-0.885367,0.52008,0.464267,-0.203186,-0.974846,-1.52905,1.21343,0.636854,1.41342,-1.43135,-0.881391,-0.549174,-0.893267,0.0711025,0.888513,-0.599981,-0.610676,-0.49181,-1.28109,1.35786,-2.05518,-0.0405733,-0.719054,-0.47078,0.14988,0.561664,0.4901,0.807923,0.803343,-0.263934,0.32491,0.361895,-0.0757662,-0.0504536,1.23354,-0.139834,0.0919046,0.714145,0.228726,0.376615,-0.0970842,-0.618456,0.167906,-0.986196,-0.770787,-0.389841,-0.369846,0.197029,-0.411706,0.24781,-0.409431,0.678033,-0.750279,-0.312158,-0.952421,-0.958919,-0.986086,-0.979324,-1.03744,-0.967288,-0.960952,-0.972163,-1.00821,-0.993675,-0.997607,-0.962342,-0.963743,-0.98049,-0.999852,-1.01376,-0.944945,-0.959412,-0.939927,-1.01131,-0.997507,-0.989171,-0.997805,-0.973608,-0.953098,-0.990446,-0.990714,-0.987732,-1.00754,-0.941321,-1.02696,-0.97641,0.28822,0.0671043,0.495645,0.763477,0.426292,1.66718,0.52005,0.597355,0.847077,0.928163,-0.0366721,0.163009,1.54016,0.00508604,-0.0140959,0.360274,0.374663,0.786139,-0.15695,-0.0482461,0.342226,-1.03238,-0.38384,-0.899608,-0.394505,0.0851852,0.0162902,0.572905,-0.58211,1.09235,-0.746554,0.0737722
-66.4947,0.999375,0.0272912,7,127,0,110.712,-0.30048,-0.34629,-0.291352,-0.56733,-0.364952,0.0653319,-0.699869,0.547595,-1.43003,-1.51704,0.0166645,0.554561,0.299348,1.52824,0.950418,-0.0229633,0.245761,0.720409,0.0192823,-0.0386681,1.50269,-0.601903,1.09095,1.15682,0.0558041,1.25188,-0.0570856,-1.22145,0.486589,-1.20818,-1.09025,-0.318517,-0.282302,-0.0905903,0.296292,1.69344,0.0898541,2.31331,-1.11318,-0.201528,0.480053,0.0399873,-0.293292,-0.124433,0.541493,-0.58599,1.8731,0.223873,0.938608,-0.130682,-0.376068,1.27066,-1.02081,-0.839598,-0.431267,0.293171,-1.46949,0.316673,-0.893979,-0.094055,-1.14865,0.454232,0.467866,0.698904,-0.397397,-0.454626,0.285262,0.43578,1.70132,-0.42223,0.756614,-1.57341,-0.156129,-0.482096,-1.48294,-1.53059,-0.690744,-0.396195,-0.535948,0.136987,-0.179425,-0.712444,-0.565292,-0.305377,-0.68931,-0.721044,0.122997,-1.02947,-0.10247,-0.0664013,-0.669311,-0.0143462,-0.731129,-1.36873,-0.433415,-1.36146,-1.29689,-0.874288,-0.854457,-0.749476,-0.537621,0.227452,-0.650666,0.566888,-1.30944,-0.810225,0.468325,0.475077,0.501706,0.456621,0.554953,0.489005,0.517585,0.474827,0.465015,0.530863,0.439233,0.44648,0.462808,0.491776,0.421292,0.492716,0.444305,0.476292,0.434121,0.498216,0.498762,0.508,0.464162,0.461874,0.49146,0.497479,0.548084,0.463169,0.510308,0.417137,0.47381,0.460775,-1.17448,-1.56997,-1.05138,-0.521627,-1.05698,0.1688,-0.795529,-0.424705,-0.747499,-0.442977,-1.10626,-1.2155,-0.292636,-1.60866,-1.06239,-1.02317,-1.12054,-0.325897,-1.39052,-1.64468,-0.982867,-2.13395,-1.89027,-2.37467,-1.86417,-1.72044,-1.47029,-0.809297,-1.93703,-0.252685,-2.41738,-1.53157
-75.0539,0.829826,0.0272912,7,127,0,109.192,-0.266566,-0.0903377,0.103667,-0.255248,-0.316402,-0.0343149,0.790522,0.428578,-0.74597,-2.02588,0.219882,0.112415,-0.00834288,2.47305,0.181309,0.322584,0.551986,1.16226,-0.505088,0.0615797,1.74624,-0.827675,0.865753,0.444549,-0.246728,1.26018,-0.64112,-1.23444,0.447406,-1.90232,-0.996329,-1.12207,-1.08621,-0.480437,0.705971,2.06163,-0.129047,2.54758,-1.38372,0.00417274,-1.07541,0.0451448,-2.1931,-0.165409,0.40302,-0.87253,0.646073,-0.143212,-0.376778,-0.372255,-1.35876,-0.181395,-0.265431,0.688123,1.88574,0.186831,0.41624,-1.16118,-0.11213,-0.695748,-0.00390352,-0.514659,0.0371581,0.413791,0.0318557,-0.471873,0.172545,0.813506,2.27095,-0.364527,-0.856685,0.617788,-1.32314,-1.9866,0.470817,-0.0777242,0.884759,0.838701,0.786947,1.85041,0.868227,0.928774,1.02709,1.28864,0.574053,0.816914,1.53892,0.435799,1.16156,0.981046,0.68478,1.33061,0.515753,0.261467,0.98227,-0.024768,0.363518,0.309628,0.324997,0.584618,1.09309,1.67409,0.735216,1.88236,0.197489,0.792311,-1.17441,-1.08287,-1.05721,-1.1148,-1.04624,-1.08187,-1.09242,-1.09221,-1.13675,-1.08359,-1.08739,-1.04434,-0.990274,-1.06697,-1.05661,-1.12783,-1.08047,-1.10681,-1.07558,-1.09864,-1.07373,-1.05672,-1.07397,-1.09671,-1.06762,-1.03868,-0.972884,-1.09186,-1.11408,-1.04752,-1.13514,-1.16509,0.669204,-0.089947,0.503061,0.93378,0.448097,1.718,0.537911,1.20015,0.800083,1.10031,0.325439,0.319199,1.34687,0.10195,0.406676,0.410805,0.552826,1.22879,0.203327,0.0995552,0.674202,-0.526198,-0.0113343,-0.851562,-0.410798,-0.0266265,0.15122,0.641991,-0.331382,1.1295,-0.714419,0.215563
-67.9322,0.983037,0.0272912,7,127,0,101.219,-0.752567,0.213038,0.36879,-0.144781,-0.251044,-0.0175615,0.13744,0.478234,-0.802167,-0.831945,0.249964,-0.514815,0.400152,2.05212,0.995348,0.293603,0.633793,1.46589,-0.297157,-0.118534,2.39619,-0.478914,-0.131137,0.840751,-0.855377,0.818267,-0.556246,-0.73202,-0.320159,-1.73338,-0.824336,-1.18121,-0.587761,0.0929903,1.10386,1.86935,-0.499442,2.21103,-0.771217,-0.0209297,-0.270161,0.0212559,0.0453702,-2.32692,0.674697,-0.206623,-0.224952,-0.0378188,-0.743666,-0.733869,-0.359466,0.183838,-0.735299,0.257866,-1.01581,1.21915,-1.17238,-0.371979,-0.691423,0.913571,-0.406931,0.931746,-1.48561,0.863797,-0.99444,0.113079,-2.10873,-0.179174,0.440444,0.309635,-0.204378,-0.478963,0.388829,0.774997,-0.246183,-0.260424,0.256981,-0.108762,0.328807,1.11883,0.613449,0.277851,0.440542,0.838479,-0.00467051,0.080753,1.28338,-0.091593,0.0747261,0.539516,-0.27163,0.528763,-0.128576,-0.212637,-0.0156707,-0.69152,-0.256785,-0.427456,-0.143647,0.181911,0.665342,1.03143,-0.10141,1.19483,-0.231382,0.127431,-0.269196,-0.319622,-0.25582,-0.274553,-0.274942,-0.270965,-0.285968,-0.28576,-0.277802,-0.266253,-0.28579,-0.26468,-0.291753,-0.244247,-0.295081,-0.278068,-0.284858,-0.250742,-0.278811,-0.250356,-0.301739,-0.2518,-0.291299,-0.267757,-0.314984,-0.273969,-0.260799,-0.263579,-0.274505,-0.280342,-0.261896,-0.253688,-0.31613,-0.507142,-0.273225,-0.289672,-0.186732,0.79608,0.0950159,0.256149,0.0330712,0.461692,-0.448614,-0.541505,0.895803,-0.591677,-0.749759,-0.157794,-0.621189,0.212783,-0.621326,-0.566635,-0.495299,-1.32457,-1.02786,-1.82244,-1.20111,-0.786393,-0.526628,-0.232139,-1.41168,0.143155,-1.41891,-0.794173
-75.6016,0.999941,0.0272912,7,127,0,99.3468,-0.186737,-0.161308,-0.303575,-0.611348,-0.308095,0.22619,-0.362512,0.487754,-2.25967,-1.81292,-0.718466,0.512731,-0.186603,0.731564,0.871269,-1.13532,-0.518916,0.323395,-0.505592,-1.10775,1.69846,-0.351759,0.672672,1.05948,0.252754,0.975036,0.0687908,-1.72851,0.120203,-2.01244,-0.665691,0.00832501,-0.178407,0.369123,-0.162897,0.91375,-1.13458,1.96635,-1.62847,-0.257438,-0.171925,0.0379143,-0.511382,-1.0261,0.878285,-0.435874,1.11343,-2.43854,-0.000754984,-0.936972,0.226426,0.224734,-0.990693,1.16309,-0.950011,1.80474,-1.19691,0.456244,-2.48401,0.940735,-0.918866,1.38411,-1.20742,1.08135,0.294894,-0.27327,-0.333962,0.410282,1.49381,-1.39577,-1.48512,-0.399194,0.900596,0.417107,-1.46468,-1.24677,-0.712947,-0.112425,-0.453528,-0.00568824,0.0624534,-0.916268,-0.615616,-0.204775,-0.609116,-0.902821,0.465919,-0.534084,-0.0344133,0.154256,-0.23923,0.113066,-0.328959,-1.2056,-0.303882,-1.34409,-0.687206,-0.358451,-0.44953,-0.18247,-0.441966,0.0831738,-0.91591,0.596585,-1.1568,-0.488078,-0.191314,-0.210829,-0.138626,-0.188451,-0.12971,-0.264381,-0.171954,-0.20745,-0.16334,-0.163405,-0.209487,-0.127827,-0.207944,-0.1035,-0.217305,-0.154627,-0.266105,-0.136258,-0.206763,-0.119448,-0.217704,-0.130927,-0.160745,-0.182286,-0.184587,-0.15637,-0.115289,-0.224845,-0.228232,-0.18706,-0.13778,-0.156111,-0.493196,-0.739974,-0.306323,-0.0203522,-0.524388,0.903278,-0.259701,-0.133321,-0.0583632,0.390135,-0.59211,-0.609168,0.466429,-0.67165,-0.322361,-0.4731,-0.439806,0.201442,-0.705267,-0.916141,-0.416344,-1.64483,-1.08258,-1.51952,-1.19637,-1.06764,-0.610659,-0.173386,-1.72527,0.35233,-1.81553,-0.820447
-61.91,0.992541,0.0272912,7,127,0,98.0697,0.0675131,-0.596127,-0.397355,-0.812121,-0.365729,0.172412,-0.215522,0.502768,-2.05206,-1.7498,-0.313811,0.159464,-0.0134442,1.20359,1.00241,-0.75569,-0.132412,0.256537,-0.218264,-0.748876,1.36699,-0.575182,0.572322,0.89936,-0.334548,0.875921,-0.0018556,-1.72614,-0.123017,-1.83894,-0.392093,-0.490278,-0.554897,0.319952,-0.231396,0.972703,-0.790413,1.87437,-1.47931,-0.344093,-0.218083,0.0407167,0.365246,-0.0777856,0.228827,0.36698,0.704352,1.04571,-1.66193,0.660525,-1.14247,-0.208256,-0.709859,-1.20051,-0.718285,0.324182,0.803024,-0.572919,1.15768,0.10461,-0.610718,0.551434,0.271163,0.512492,-0.829091,0.293203,-0.303977,-0.243794,0.609627,-0.464646,1.5936,-0.577119,-1.22917,0.739742,-1.24723,-1.09527,-0.373296,-0.135348,-0.222281,0.389606,0.288458,-0.595458,-0.282094,-0.0865435,-0.325258,-0.592033,0.471758,-0.504705,0.0722228,0.236647,-0.383722,0.224863,-0.216455,-1.08337,-0.277371,-1.14008,-0.412654,-0.462018,-0.494506,-0.0546607,-0.331861,0.273522,-0.612916,0.726851,-0.959272,-0.388521,-0.203211,-0.22125,-0.208766,-0.20314,-0.189404,-0.175505,-0.285751,-0.191188,-0.2646,-0.226562,-0.246986,-0.266963,-0.247329,-0.204883,-0.185386,-0.24141,-0.170946,-0.213823,-0.242949,-0.19563,-0.207042,-0.197216,-0.251841,-0.206144,-0.23046,-0.228009,-0.193261,-0.237002,-0.153197,-0.241581,-0.26813,-0.187963,-0.497754,-0.80131,-0.294339,-0.141515,-0.51795,0.968785,-0.209424,0.0263076,-0.0243322,0.21592,-0.516624,-0.64718,0.532373,-0.607995,-0.305668,-0.351964,-0.465718,0.389781,-0.507057,-0.775842,-0.35086,-1.43708,-0.775312,-1.7336,-1.27438,-0.90264,-0.713698,-0.212619,-1.56308,0.351407,-1.73064,-0.772472
-68.4464,0.979767,0.0272912,8,255,0,97.8394,0.174307,-0.299059,-0.0637268,-0.660928,-0.357235,0.178666,-0.500745,0.662054,-1.12374,-0.823419,-0.269023,0.509748,0.861311,1.30077,1.37525,-0.385958,0.302772,0.394974,-0.24654,-0.608516,1.46076,-0.679294,0.378984,0.769485,-0.278917,0.719597,-0.278296,-0.983046,-0.0502962,-1.18206,0.355102,-0.113984,0.374514,0.578091,0.415136,1.56578,0.36655,1.86543,0.186094,0.789204,-0.569801,0.0052985,-1.20525,0.181581,0.174002,-1.22188,0.908905,-1.38114,1.11689,0.229747,-0.203442,-0.437729,1.18038,2.5356,1.61461,-0.00848309,1.07429,0.733071,-0.425428,0.788772,1.01192,-0.86949,0.795917,-0.654653,1.84851,0.195976,0.893603,-0.0790181,0.110178,0.690093,-1.69646,1.25167,1.19055,-0.579032,-1.24472,-1.04589,-0.678853,-0.163264,0.0694898,0.360435,0.409745,-0.75627,-0.300293,-0.239251,-0.663968,-0.903616,0.46636,-0.950475,-0.249837,0.00869579,-0.685403,-0.0243324,-0.684992,-1.15157,-0.534044,-1.28333,-0.265648,-0.576209,-0.252796,-0.118018,-0.225902,0.53589,-0.258069,0.734269,-0.377541,0.0217509,-0.576187,-0.568839,-0.568879,-0.576275,-0.564985,-0.577119,-0.563883,-0.568583,-0.570879,-0.57212,-0.563546,-0.556366,-0.561246,-0.569846,-0.564109,-0.565917,-0.572055,-0.565621,-0.564439,-0.574408,-0.565584,-0.573269,-0.560006,-0.568762,-0.565066,-0.570219,-0.569217,-0.566144,-0.578789,-0.563169,-0.563493,-0.572869,-0.0902943,-0.346663,-0.179371,0.222297,0.182531,1.35878,0.315011,0.263157,0.373841,0.478547,-0.449046,-0.535124,0.978844,-0.598089,-0.155417,-0.123226,-0.322476,0.590033,-0.525826,-0.387653,-0.152549,-1.12015,-0.368932,-1.56731,-0.763604,-0.70561,-0.317147,0.342764,-0.924962,0.639011,-0.869781,-0.0920748
-68.0011,0.998682,0.0272912,7,127,0,104.212,-0.588197,-0.0326683,0.0833049,-0.105715,-0.309274,0.130763,0.149009,0.527029,-1.39651,-1.32866,-0.463922,0.431344,0.493308,1.41681,1.23648,-0.424898,0.28187,0.0532536,-0.503486,-1.23153,1.83972,-0.678633,0.22553,0.693298,-0.373402,1.04063,-0.985462,-1.23922,-0.163168,-1.62269,-0.609889,-0.982016,-0.378941,0.256404,-0.0591989,1.05286,-0.531174,1.7466,-0.982086,0.306267,-0.469829,0.00510501,-0.119794,-0.109584,-0.85614,0.611606,-0.112231,0.564966,1.60881,0.400951,-0.974678,-0.947349,1.28219,-0.203977,-0.234612,-1.64979,-0.697633,1.2107,-0.757125,0.32239,-0.278596,-1.83232,-0.0621738,-0.276915,-0.584827,0.982285,-1.88026,-1.03479,1.61318,-0.163972,-2.17558,-0.0811358,-1.0231,0.464517,-0.586992,-0.551231,-0.0954909,0.37634,0.408997,0.895708,0.800669,-0.0749246,0.297563,0.177075,-0.116343,-0.500042,1.1186,-0.20865,0.26787,0.514398,-0.0477843,0.697453,-0.370358,-0.504096,0.0630149,-0.706195,-0.17242,-0.368542,-0.0507039,0.284142,0.11781,0.703897,-0.130935,1.06952,-0.368579,0.310421,-0.470441,-0.470389,-0.4742,-0.466707,-0.470402,-0.466945,-0.461616,-0.467782,-0.474805,-0.474665,-0.463284,-0.47087,-0.471027,-0.478251,-0.473391,-0.463649,-0.473694,-0.468183,-0.471251,-0.479183,-0.470147,-0.471243,-0.472815,-0.464815,-0.479428,-0.475112,-0.461594,-0.470666,-0.480936,-0.470243,-0.475052,-0.467458,-0.17216,-0.506569,-0.247677,0.197277,-0.0299158,1.15149,0.205793,0.246946,0.296582,0.213896,-0.467053,-0.765632,0.91382,-0.552032,-0.32276,-0.224355,-0.358123,0.580879,-0.857103,-0.515108,-0.255166,-1.21338,-0.558375,-1.52312,-0.789471,-0.497185,-0.329471,0.168413,-1.02875,0.642679,-1.11519,-0.108577
-57.7036,1,0.0272912,7,127,0,99.4982,-0.765028,0.0195045,-0.0698035,-0.386457,-0.0840115,0.251891,-0.271316,0.631761,-0.761697,-0.789203,-0.544736,0.996405,0.478251,0.796275,0.942981,0.265821,0.199798,0.0514417,-0.277972,-0.986225,1.89594,-0.423037,-0.443175,0.482565,0.308905,1.4319,-0.360546,-0.834624,0.0121362,-1.8583,0.163785,-1.09081,-0.131382,0.582892,-0.300967,0.606117,-0.702407,1.28884,-0.929735,0.563611,-0.0521164,0.0217359,-1.15055,-0.180086,1.05136,-0.195121,0.914027,1.4121,0.988186,-0.537807,-1.22296,-0.331104,0.544319,0.71827,-1.663,0.145478,1.02165,2.48021,-0.92191,0.102429,-0.387098,-0.114214,0.632866,-0.12077,-0.469189,0.234605,-0.634919,-0.613071,-0.46805,0.688375,-1.55007,-0.174415,-1.20378,-0.425972,-0.752526,-0.769903,-0.615458,0.358174,0.0308244,0.231739,0.324422,-0.103381,-0.145091,-0.238817,-0.446928,-0.894374,0.926463,-0.538574,-0.551296,0.0335498,-0.0761621,0.6333,-0.499095,-0.798598,-0.263649,-1.44532,-0.167843,-0.96045,-0.354318,0.0969327,-0.461455,0.111605,-0.715069,0.542926,-0.858686,0.0847512,-0.0771247,-0.0560307,-0.0292642,-0.0563575,-0.0322492,-0.0214231,-0.0306373,-0.0638061,-0.0786986,-0.0593132,-0.0402852,-0.0365042,-0.0882632,-0.0489543,-0.0299099,0.00179313,-0.0721549,-0.04989,-0.0605303,-0.0545989,-0.0383605,-0.0547415,-0.0623146,-0.0470171,-0.0659169,-0.0654421,-0.0622899,-0.037154,-0.0858086,-0.0559075,-0.0782816,-0.0613753,-0.567601,-0.901902,-0.584559,-0.267339,-0.448904,0.589831,-0.414042,-0.160078,-0.073118,-0.156575,-0.902696,-0.894279,0.605896,-0.896792,-0.760307,-0.648438,-0.641775,0.336692,-1.11263,-0.850161,-0.615021,-1.84803,-1.0193,-2.0207,-1.30162,-1.0783,-0.680464,-0.131363,-1.4892,0.113099,-1.59175,-0.559316
-77.4516,0.720561,0.0272912,7,127,0,114.534,-0.697516,-0.0118271,0.227541,-0.198358,-0.250734,0.256555,-0.0776061,0.524249,-0.826188,-1.28879,-0.206367,1.5005,0.728288,1.14837,2.07455,-0.171923,0.0270067,0.720372,-0.245554,-0.485854,1.79004,-0.769369,-0.536399,0.63845,-0.524802,1.03759,-0.391971,-1.45241,0.252899,-1.93279,-1.08401,-0.0721387,-0.650149,1.28839,0.276319,0.332379,-0.439116,1.8775,-0.493713,-0.214328,-0.530163,0.0409321,-0.784313,0.257451,1.42224,-1.36263,0.356952,0.964977,1.38637,1.19102,-0.549755,0.653742,1.77877,-1.19752,-2.3287,-0.463396,0.824349,1.97013,-0.908466,-0.0426971,-0.98523,-0.731366,0.125774,-0.199407,0.818913,-0.737048,-1.73355,-0.705394,-1.22652,0.0706324,-1.76975,-0.152741,-1.10512,-0.462772,-0.510735,-0.753256,-0.185794,0.709029,0.304199,0.524428,1.00998,-0.167737,-0.0634479,0.300049,-0.206338,-0.332315,0.860823,-0.480947,-0.358813,0.257101,-0.352733,0.466349,-0.283097,-0.839031,0.0549762,-1.09087,-0.6459,-0.115425,-0.418446,0.597829,0.0672537,0.0966431,-0.307812,0.906671,-0.336435,-0.189968,-0.562267,-0.519625,-0.471948,-0.585939,-0.515553,-0.490665,-0.473416,-0.481412,-0.552666,-0.503404,-0.457354,-0.57918,-0.625482,-0.549131,-0.496421,-0.449522,-0.567349,-0.531911,-0.570491,-0.5601,-0.525015,-0.538325,-0.496644,-0.560332,-0.601121,-0.559037,-0.580367,-0.527272,-0.602603,-0.536415,-0.575398,-0.549106,0.0712078,-0.621959,-0.0635417,0.357862,-0.10709,1.12797,0.321704,0.188297,0.181388,0.575531,-0.546119,-0.302001,0.935242,-0.518897,-0.446668,-0.251926,-0.514438,0.612275,-0.587817,-0.45698,0.0374571,-1.26162,-1.14157,-1.23423,-1.20014,-0.368914,-0.0265005,-0.0686185,-1.06791,0.678946,-0.973945,-0.561878
-68.902,0.963105,0.0272912,7,127,0,109.854,-0.328558,-0.480625,-0.0194411,-0.357693,-0.457533,0.267288,-0.524295,0.420536,-2.29194,-1.02862,-0.135025,0.936164,1.04357,1.21937,1.9439,-0.593619,0.384683,0.161518,0.332171,-1.11076,1.28497,-0.979838,0.268133,1.03165,-0.534506,0.415937,-0.431977,-2.3146,-0.603143,-2.31906,-1.01259,-0.379675,-0.184032,0.23492,-0.511801,0.803553,-0.392126,1.35019,-1.37614,-0.0841801,-0.0106186,0.0393255,0.316041,-0.213123,-1.12503,0.920557,-0.666016,-0.98005,-1.08013,-1.47678,0.788563,-0.221806,-0.514172,0.683228,2.29644,0.347524,-1.53703,-0.646886,0.90322,0.819069,1.42187,0.309627,0.890701,0.734426,-1.0587,1.00703,0.449435,-0.551676,0.0596434,0.768483,1.66165,1.35353,0.46028,1.01289,-1.48814,-0.956864,-0.581078,-0.130604,-0.085438,-0.0115084,0.293186,-0.773933,-0.362522,-0.456371,-0.384605,-0.991411,0.0160802,-0.936352,-0.411536,-0.0904473,-0.749074,-0.349379,-0.705956,-1.49767,-0.777938,-1.49954,-0.950124,-0.683962,-0.601687,-0.425503,-0.739525,-0.186372,-0.689198,0.0435093,-1.10301,-0.559696,0.00180986,-0.0189998,-0.0548608,0.0255827,-0.03681,-0.0491595,-0.0530953,-0.0686938,0.020392,-0.0193412,-0.0308387,0.0162497,0.0796899,0.00304796,-0.0710631,-0.0360577,0.0249009,0.0215917,0.0452971,0.00155762,0.0244086,0.0182631,-0.0522527,0.0289834,0.00705566,-0.0323135,-0.0082731,0.0196024,0.0547266,0.0426097,0.00748214,0.0292138,-0.543613,-0.633803,-0.475388,-0.286197,-0.551605,0.771565,-0.47755,-0.0407758,-0.0331434,-0.0710698,-0.720287,-1.05349,0.259744,-0.897736,-0.664853,-0.710575,-0.735416,0.0247704,-0.953269,-0.893512,-0.702041,-1.70325,-1.10695,-1.97787,-1.28045,-1.24107,-0.765555,-0.342887,-1.52941,-0.0261198,-1.71954,-0.691565
-67.0339,0.95016,0.0272912,7,127,0,102.731,-0.549933,-0.0758487,0.179632,-0.140295,-0.287188,0.262534,0.134972,0.446137,-1.44103,-0.805856,-0.449692,1.07702,0.542225,1.87275,1.74563,-0.0166178,0.578083,0.526262,-0.0778387,-1.312,1.26751,-0.669366,-0.132477,0.787342,-0.0193575,0.884789,-0.968655,-2.24063,0.179919,-2.66861,-1.08565,-0.637762,-0.353255,0.532051,-0.921021,1.03843,-0.977878,1.5643,-1.28261,-0.211523,-0.719725,0.00883026,-0.334723,-0.752761,1.22422,-0.647435,-0.263535,-0.146149,1.50987,0.19503,-0.466182,0.308994,-0.282419,0.560234,-0.147797,0.0241798,-1.56378,-0.15384,0.733888,0.126944,-0.545809,0.664977,-0.661483,-0.684972,0.146579,0.246502,-0.73539,0.635329,0.769789,0.931728,-0.234241,-0.341159,-0.667088,-1.8225,-0.507925,-0.22455,-0.0656521,0.61547,0.376879,0.970474,0.913763,0.127559,0.392877,0.369758,0.100246,-0.450361,0.700454,-0.163657,0.0758695,0.486235,0.126336,0.52971,-0.297181,-0.864656,0.215241,-1.05559,-0.349377,-0.149557,-0.0226277,0.37234,-0.275929,0.598255,-0.301296,0.832867,-0.437246,0.0406041,-0.722681,-0.726372,-0.708915,-0.725442,-0.722052,-0.721016,-0.706393,-0.718003,-0.723842,-0.716997,-0.722219,-0.714778,-0.72103,-0.719512,-0.733534,-0.721084,-0.713245,-0.718604,-0.724545,-0.713853,-0.725566,-0.725774,-0.718431,-0.717549,-0.726219,-0.714115,-0.712928,-0.711498,-0.721794,-0.722738,-0.725616,-0.735818,0.251355,0.0498854,0.167103,0.399939,0.0611648,1.72318,0.312113,0.659406,0.766038,0.778021,-0.133565,-0.322911,0.891054,-0.101763,0.0492805,0.039883,0.0778035,0.802214,-0.509522,-0.353019,0.300536,-1.14581,-0.612533,-1.12645,-0.613399,-0.399061,-0.172703,0.619577,-0.898646,0.813966,-0.894189,-0.112125
-63.7162,0.999984,0.0272912,7,127,0,103.306,-0.211818,-0.275675,0.394185,-0.0724529,-0.475454,0.0928029,-0.518315,0.517424,-1.77836,-0.869786,0.163094,0.347179,0.783801,1.56323,1.75583,-0.445826,0.841968,0.588497,-0.0808081,-0.461246,1.14068,-1.02895,0.128379,0.630172,-0.78978,0.41866,-0.96993,-1.89431,-0.223309,-1.9936,-1.37364,-0.398432,-0.990089,-0.530142,0.321812,1.21567,-0.370951,1.72016,-0.513703,-0.26888,-0.0771914,0.00193018,1.19571,0.215774,-1.27296,-2.1461,-1.07278,-0.243752,-0.253672,0.52506,1.57619,-0.119609,-0.252498,0.943894,1.12573,0.178899,0.565492,-0.895111,0.576915,-1.24105,-1.30905,-0.8673,0.41194,0.419346,0.519739,-0.261918,1.83445,-1.71916,0.163455,-1.15636,-0.171217,-0.583576,-0.718979,-0.867311,-1.43848,-0.968363,-0.433926,-0.338676,-0.112757,0.290538,0.390196,-0.748996,-0.0826598,-0.213812,-0.560127,-0.756975,0.0719007,-1.05072,-0.451888,-0.192249,-0.926966,-0.30169,-1.02018,-1.49848,-0.63386,-1.54985,-1.22907,-0.724473,-1.03061,-0.792623,-0.351802,0.110704,-0.710254,0.371736,-0.784117,-0.65744,-0.0748835,-0.0767749,-0.0796484,-0.0813338,-0.0792621,-0.0776619,-0.077681,-0.0761779,-0.0741491,-0.0774223,-0.0776788,-0.0753695,-0.0750185,-0.0768461,-0.0760999,-0.0789191,-0.0760779,-0.0795869,-0.0797181,-0.0788654,-0.0763963,-0.076382,-0.0761882,-0.077697,-0.0736506,-0.0805097,-0.0768759,-0.0794234,-0.0775219,-0.0783178,-0.0785792,-0.0788655,-0.658441,-0.649173,-0.525574,-0.146978,-0.428753,0.717851,-0.0573449,-0.00364633,0.0581421,-0.0148975,-0.740527,-1.02296,0.499197,-0.836504,-0.725994,-0.477623,-0.553731,0.261202,-0.918138,-0.881524,-0.380902,-1.58746,-1.14813,-1.82516,-1.49206,-1.21128,-0.689809,-0.362898,-1.52443,0.173376,-1.36584,-0.735523
