# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_C_sim5_model
# start_datetime = 2022-02-17 12:37:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpY9JLWa/standata-251c6aa12512.json
# init = 2 (Default)
# random
#   seed = 700132987
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_C_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aE.1,aE.2,aE.3,aE.4,aHS.1,aHS.2,aHS.3,mu_aHS,bP,bA,bAHS.1,bAHS.2,bAHS.3,mu_bAHS,sigma_abHS.1,sigma_abHS.2,mu_a,sigma_a,Rho.1.1,Rho.2.1,Rho.1.2,Rho.2.2,a_i.1,a_i.2,a_i.3,a_i.4,a_i.5,a_i.6,a_i.7,a_i.8,a_i.9,a_i.10,a_i.11,a_i.12,a_i.13,a_i.14,a_i.15,a_i.16,a_i.17,a_i.18,a_i.19,a_i.20,a_i.21,a_i.22,a_i.23,a_i.24,a_i.25,a_i.26,a_i.27,a_i.28,a_i.29,a_i.30,a_i.31,a_i.32,mu_the,sigma_the,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0227005
# Diagonal elements of inverse mass matrix:
# 0.184312, 0.243953, 0.2706, 0.278929, 0.271579, 0.429575, 0.293308, 0.311695, 0.208135, 0.00978023, 0.0898895, 0.102195, 0.0949306, 0.0969509, 0.0998326, 0.695172, 0.972789, 0.272764, 0.117714, 0.311829, 0.297708, 0.291776, 0.319434, 0.300871, 0.297449, 0.312516, 0.2995, 0.329085, 0.304058, 0.331552, 0.307654, 0.312082, 0.307055, 0.295588, 0.321004, 0.3085, 0.295491, 0.317466, 0.320732, 0.299287, 0.300797, 0.318366, 0.317735, 0.317732, 0.299763, 0.3035, 0.299107, 0.317975, 0.313305, 0.311869, 0.302697, 0.302609, 0.0291136, 0.028995, 0.149992, 0.18187, 0.142569, 0.15007, 0.174599, 0.111968, 0.226526, 0.125546, 0.222655, 0.120907, 0.129384, 0.19136, 0.165733, 0.154952, 0.165294, 0.18972, 0.178001, 0.120934, 0.115958, 0.207032, 0.139923, 0.107402, 0.112688, 0.155537, 0.131362, 0.148064, 0.344685, 0.0864067, 0.227569, 0.118201, 0.137157, 0.165942
107.358,0.644741,0.0227005,8,255,0,-59.9399,-0.0258634,0.384498,0.0567104,-0.281506,0.615917,-0.605166,-0.550425,-0.610179,-0.581183,-0.312893,-0.00815895,0.192132,0.136609,0.17683,0.1695,0.128166,0.0764401,0.175647,0.245844,1,-0.800457,-0.800457,1,0.39561,0.2953,0.159009,0.0654455,0.214893,0.260692,0.416845,0.228938,0.654526,-0.0363967,-0.40711,0.560565,-0.000564058,0.647179,-0.0980981,-0.130706,0.0507283,0.0767512,0.468062,0.421468,0.541701,0.197771,0.283004,0.282951,0.0346458,-0.0285252,0.210083,-0.503289,0.255305,-0.17636,0.0204399,0.164666,1.4526,1.02674,8.11662,9.34512,2.9927,7.49714,6.27315,0.666631,8.34422,6.08701,18.4164,1.56086,5.63048,9.83796,4.23938,4.3452,5.80988,16.3153,3.13505,3.30286,2.65523,11.8196,5.43043,2.40803,1.29813,6.95275,3.06981,7.0329,24.5802,1.18671,11.9923,3.12136,8.17895,3.37104,0.738382,0.468083,0.356076,0.311081,0.618376,0.639891,0.893181,0.875263,0.875877,0.403513,-0.100764,1.29189,-0.0871569,0.317744,-0.555983,-0.661443,0.000561828,-0.601607,0.175053,0.23071,0.253806,-0.509985,-0.299896,-0.0354601,-0.378265,-0.503465,-0.699337,-1.09965,-1.00624,-0.176439,-0.418074,-0.0782558,0.323358,0.38507,0.41191,0.422851,0.350151,0.345271,0.290454,0.29416,0.294033,0.400469,0.52517,0.215534,0.521775,0.421226,0.635523,0.659585,0.49986,0.646024,0.456348,0.442577,0.436887,0.624803,0.574417,0.508864,0.593455,0.623273,0.668041,0.750195,0.732283,0.543996,0.603022,0.519554
112.05,0.941455,0.0227005,7,127,0,-71.4183,-0.0837347,0.323203,0.341763,-0.799988,0.195569,-0.442102,-0.543679,-0.771116,-0.550614,-0.323754,0.000448874,0.139775,0.167583,0.238086,0.133461,0.28673,0.108542,0.146163,0.24107,1,-0.787466,-0.787466,1,0.294697,-0.03172,0.407712,0.336527,0.1976,0.179395,0.45579,-0.0789199,0.229261,0.177704,0.189611,0.0744366,0.368208,0.18596,0.123529,0.56655,-0.166306,0.494107,0.492217,-0.106737,-0.192385,0.438883,-0.00553012,0.134593,-0.353442,-0.218042,0.112972,-0.071985,0.486789,-0.0100992,0.309775,0.157006,1.57904,0.91404,6.05683,9.42628,2.72151,7.73156,5.25943,0.852332,7.52396,4.16768,20.2719,1.42158,5.05838,6.05525,4.0663,4.30539,5.01325,10.3816,3.86243,2.7236,3.15727,8.51861,3.994,2.17634,1.44477,8.54034,2.68392,7.16209,30.4704,1.13071,11.5961,3.8174,11.4155,5.65248,0.575923,0.0736161,0.538176,0.517245,0.541644,0.498312,0.875215,0.516396,0.384851,0.559439,0.433147,0.757697,0.352856,-0.0806632,-0.311125,0.0565139,-0.143967,-0.23892,0.263285,-0.264993,-0.45115,-0.289439,-0.677377,-0.135565,-0.849399,-0.714172,-0.960737,-0.693751,-0.951263,-0.0788943,-0.148664,-0.163061,0.359871,0.481604,0.368612,0.373497,0.367805,0.377938,0.29417,0.373695,0.404957,0.363677,0.393375,0.319146,0.41269,0.520155,0.57716,0.485875,0.53593,0.559447,0.434556,0.565863,0.610913,0.571859,0.663153,0.533839,0.700441,0.671322,0.723269,0.666801,0.721369,0.519713,0.537098,0.540675
115.313,0.988501,0.0227005,8,255,0,-73.255,0.342331,0.188361,0.272573,1.28209,0.321801,-0.442725,-0.60194,-0.962878,-0.588524,-0.267841,-0.0931021,0.17692,0.154724,0.166344,0.163067,0.181435,0.0117335,0.123914,0.252702,1,0.205455,0.205455,1,0.124898,-0.162399,0.332011,0.361732,0.353393,0.0279972,0.540918,0.158556,0.0859034,-0.455447,-0.155135,0.084251,0.245145,0.154118,-0.0685585,0.394131,-0.444321,0.159777,0.379827,-0.204924,0.0484753,0.235105,0.053369,0.354599,-0.33484,-0.138117,0.124517,0.379298,0.310542,-0.0631278,0.415017,0.176783,1.47714,0.605599,8.47062,10.8824,2.76935,5.83148,3.83928,1.43313,10.1098,4.56972,7.28608,2.6127,2.59919,6.71444,6.04078,7.85794,5.81571,4.66121,3.57996,3.71938,2.15976,14.26,6.44781,3.96276,2.89105,10.6785,4.62935,6.13076,32.3841,0.577155,7.02904,2.56618,8.68357,4.13321,0.56343,0.130621,0.645818,0.717115,0.843894,0.497711,1.09378,0.856934,0.420498,0.0662366,0.252216,0.855386,0.259722,-0.0391809,-0.323479,0.0768476,-0.398562,-0.187205,0.217709,-0.231181,-0.0609316,-0.185374,-0.663974,-0.278622,-0.906669,-0.834187,-0.801188,-0.42071,-0.916582,-0.281568,-0.249872,-0.249533,0.362754,0.467391,0.343933,0.328029,0.300715,0.378079,0.250907,0.29798,0.396398,0.483447,0.437278,0.298304,0.435432,0.509794,0.580172,0.480798,0.598342,0.546665,0.445787,0.557539,0.515228,0.546211,0.660152,0.569208,0.712318,0.697239,0.690228,0.603653,0.714345,0.569931,0.562145,0.562062
107.918,0.773963,0.0227005,4,30,1,-67.3837,0.327193,0.0887268,0.408377,1.24536,0.334779,-0.454879,-0.703802,-0.855157,-0.591345,-0.271723,-0.0137238,0.118619,0.106362,0.109067,0.107176,0.17333,0.0100633,0.104163,0.241752,1,0.308703,0.308703,1,-0.0580219,-0.301752,0.312541,0.354701,0.542783,-0.084949,0.410278,0.183815,0.160389,-0.531315,-0.0827205,0.127044,0.0843727,0.1199,-0.140866,0.221206,-0.426717,0.257262,0.427349,-0.0827674,0.16516,0.249142,-0.0201194,0.241889,-0.327427,-0.370934,0.167913,0.273657,0.271049,-0.206792,0.510701,0.160099,1.52333,0.596016,8.65457,11.3377,2.81071,5.72515,3.80114,1.6623,10.0292,4.47956,6.37789,2.82475,2.50706,7.41362,5.42525,7.99561,5.56293,4.82711,3.56301,3.5182,2.05488,13.6779,7.73386,4.23044,3.10294,9.77558,4.64409,5.84581,35.4418,0.596276,6.25351,2.43382,8.83004,4.2845,0.44048,0.0491269,0.684509,0.768846,1.09401,0.445186,1.02477,0.945928,0.553446,0.0515419,0.384148,0.962967,0.0762963,-0.0990651,-0.45247,-0.153665,-0.40316,-0.207986,0.240017,-0.162394,0.00117782,-0.260545,-0.604203,-0.214775,-0.763888,-0.912397,-0.648591,-0.37325,-0.851245,-0.284743,0.000871478,-0.12874,0.391627,0.487721,0.335256,0.316729,0.250865,0.390506,0.2641,0.279705,0.365065,0.487117,0.405127,0.276284,0.480935,0.524746,0.611226,0.538341,0.599447,0.55181,0.440282,0.540509,0.499706,0.56477,0.646617,0.553488,0.682197,0.71349,0.656693,0.592244,0.700828,0.570709,0.499782,0.532141
111.638,0.948415,0.0227005,8,255,0,-71.0923,-0.0170411,-0.070785,-0.549354,-1.0341,-0.24969,-0.697637,-0.583669,-0.705008,-0.667707,-0.260684,0.255256,-0.0891921,-0.106183,-0.106733,-0.0986431,0.0630113,0.00910644,0.162957,0.337086,1,-0.50292,-0.50292,1,0.239518,-0.0822256,0.433911,0.360309,0.601576,0.00812263,0.437892,0.154792,0.618981,-0.371868,0.0365485,0.377082,0.125821,0.161138,0.0505252,0.049042,-0.184757,0.579205,0.464555,0.451839,0.304914,0.685579,-0.0681671,0.552557,0.161778,0.0344353,0.143672,0.0880777,-0.0413516,-0.227176,0.0756438,0.324337,1.36606,1.02558,3.96476,5.34014,5.34226,6.43119,4.64597,0.726072,6.88754,3.50663,29.7237,0.762246,9.57665,6.14527,4.28407,6.85536,4.26962,18.2793,8.11223,2.7223,5.64854,8.29466,6.79867,3.28648,1.75608,5.89085,2.67606,4.84254,13.1082,1.03957,13.0443,2.91121,5.25495,14.078,0.387307,-0.0760615,0.460308,0.42717,0.799946,0.18626,0.696959,0.555484,0.665609,-0.14315,0.15399,0.848586,0.0592661,-0.107739,-0.367425,-0.429605,-0.220964,-0.106543,0.226027,0.256443,0.0285893,0.0173944,-0.729951,0.127122,-0.35838,-0.529406,-0.798144,-0.576925,-1.27653,-0.403387,-0.457849,-0.0541959,0.404366,0.519006,0.386913,0.394802,0.310037,0.453569,0.332487,0.364593,0.339481,0.535726,0.461578,0.29973,0.485188,0.526909,0.590837,0.605779,0.555017,0.526611,0.443733,0.436238,0.492853,0.495652,0.674794,0.468262,0.588648,0.629345,0.689577,0.640359,0.781859,0.599501,0.612504,0.513546
111.376,0.000626447,0.0227005,8,511,0,-67.8444,-0.136561,-0.125189,-0.645091,-1.0663,-0.0261768,-0.444582,-0.626744,-0.570359,-0.547353,-0.265244,0.261276,-0.0961788,-0.0943375,-0.12939,-0.114671,0.144401,0.0298092,0.334165,0.275002,1,-0.392707,-0.392707,1,0.542728,0.0175363,0.544826,0.386099,0.30134,-0.332112,0.725623,0.151226,0.746272,0.0206698,0.112476,0.448603,-0.0884387,0.44768,0.0530376,0.363129,0.0636962,0.407987,0.829585,0.35945,0.484516,0.448864,0.29403,0.412258,-0.0689096,0.106222,0.129795,0.194929,0.0798296,0.127071,0.377257,0.152338,1.4624,0.923355,4.56056,4.64918,5.78172,6.43816,4.96896,0.820555,11.442,3.15356,28.7391,0.740209,10.1885,5.33219,5.19427,6.41431,3.58001,16.8882,8.99528,2.67145,6.47038,8.02339,6.65411,3.36301,1.48733,8.35235,2.66447,6.37259,14.2272,0.838973,15.2566,2.69929,4.1697,13.1008,0.823653,0.154359,0.702234,0.58468,0.63373,-0.0203075,1.11977,0.689477,0.924267,0.383939,0.362522,1.05891,-0.262473,0.0677856,-0.493796,-0.245463,-0.0794587,-0.441844,0.48057,0.0390634,0.0817849,-0.367838,-0.390039,-0.0697958,-0.608876,-0.497425,-0.819969,-0.511649,-1.16843,-0.062932,-0.195511,-0.243526,0.304989,0.461487,0.331317,0.357856,0.346665,0.505077,0.246054,0.334149,0.284089,0.405177,0.410349,0.257519,0.565244,0.48306,0.621,0.561059,0.519854,0.608698,0.382118,0.490235,0.479565,0.590937,0.596292,0.517442,0.647684,0.621854,0.69423,0.625193,0.762862,0.515728,0.548723,0.560582
