# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJ_C_sim5_model
# start_datetime = 2022-03-05 10:41:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpMthmVV/standata-4a0c377b793a.json
# init = 2 (Default)
# random
#   seed = 1750050239
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim5-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim5-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJ_C_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0201714
# Diagonal elements of inverse mass matrix:
# 0.155552, 0.0962575, 0.0898773, 0.0909876, 0.0147451, 0.00625541, 0.177441, 0.885994, 0.277961, 0.254462, 0.24409, 0.238767, 0.22926, 0.341144, 0.267221, 0.242178, 0.240081, 0.246391, 0.222934, 0.251119, 0.374977, 0.225153, 0.258972, 0.266036, 0.224488, 0.293347, 0.228133, 0.2677, 0.233812, 0.308029, 0.238461, 0.244102, 0.215296, 0.238681, 0.250053, 0.300985, 0.231809, 0.36006, 0.251096, 0.223427, 1.42733, 0.0177777, 0.0222259, 0.0194294, 0.0187556, 0.0188244, 0.0247165, 0.0191992, 0.0188377, 0.0193286, 0.0225869, 0.0197958, 0.0174123, 0.0166781, 0.0183462, 0.021521, 0.0232598, 0.0180765, 0.0204256, 0.0187063, 0.0182037, 0.017218, 0.0211602, 0.0212055, 0.0249375, 0.0193269, 0.0203082, 0.0200237, 0.0213015, 0.0211749, 0.0191838, 0.0220125, 0.0203869
46.5725,0.564793,0.0201714,8,255,0,-13.7396,-0.447799,-0.43771,-0.206987,-0.171025,-0.35533,0.194703,-0.384003,0.0608236,-0.362865,-0.527037,-0.30455,-0.377795,-0.463997,-0.346234,-0.433812,-0.427245,-0.386617,-0.432552,-0.36151,-0.4174,-0.371451,-0.375165,-0.453796,-0.443166,-0.396483,-0.4294,-0.395155,-0.350647,-0.457294,-0.474207,-0.343488,-0.346477,-0.373469,-0.456708,-0.364703,-0.40216,-0.437864,-0.367752,-0.417045,-0.404404,0.461386,-0.537313,-0.950437,-0.559825,-0.31425,-0.693783,0.880284,-0.488868,-0.059428,-0.251785,0.0255573,-0.844015,-0.917969,0.676639,-0.947797,-0.822071,-0.539406,-0.776884,0.152881,-0.849087,-0.990488,-0.634696,-1.69301,-0.975102,-2.17648,-1.61063,-0.993283,-0.627287,-0.393464,-1.28824,0.119148,-1.44392,-1.14737
32.8074,0.993152,0.0201714,8,255,0,4.77959,-0.71094,0.0395655,-0.123604,-0.0830728,-0.305651,0.34724,-0.674543,0.0988451,-0.677344,-0.691416,-0.589754,-0.608766,-0.766966,-0.637753,-0.497505,-0.693257,-0.66471,-0.773204,-0.641265,-0.836308,-0.503916,-0.627156,-0.667111,-0.65086,-0.684189,-0.73006,-0.705177,-0.748404,-0.725189,-0.783908,-0.587639,-0.560521,-0.746774,-0.766325,-0.795346,-0.716301,-0.722787,-0.655126,-0.653906,-0.624264,0.446065,-0.564603,-1.08983,-0.543922,-0.261162,-0.46937,0.930557,-0.531856,-0.18259,-0.176387,0.0980187,-0.81989,-0.989414,0.700648,-0.966338,-0.71185,-0.629659,-0.866463,0.0672035,-0.856158,-1.18557,-0.525893,-1.73496,-1.24904,-2.05116,-1.41567,-1.22611,-0.620121,-0.499433,-1.34808,0.0758733,-1.42059,-0.944785
45.4906,0.987742,0.0201714,8,255,0,-3.74912,-0.483095,-0.265937,-0.176511,-0.422042,-0.166416,0.176431,-0.290988,0.0730913,-0.174191,-0.263973,-0.17128,-0.2485,-0.339143,-0.237844,-0.194587,-0.335744,-0.251744,-0.355235,-0.291681,-0.295784,-0.173056,-0.323348,-0.384927,-0.295687,-0.258227,-0.36152,-0.31672,-0.243608,-0.350645,-0.29817,-0.288636,-0.229723,-0.261132,-0.41074,-0.317776,-0.337608,-0.354763,-0.145052,-0.379198,-0.293509,0.415655,-0.482709,-0.973497,-0.523389,-0.188183,-0.498977,0.78855,-0.593276,-0.221459,-0.360424,0.0514931,-0.934263,-0.69415,0.285944,-0.868403,-0.830829,-0.615808,-0.789673,-0.0608984,-0.863628,-0.88461,-0.673592,-1.77369,-1.20734,-1.8117,-1.29901,-1.13984,-0.773163,-0.590954,-1.31226,0.102466,-1.46342,-0.860639
33.1134,0.892981,0.0201714,8,255,0,-1.35626,-0.0823537,-0.652587,-0.61864,-0.803193,-0.222294,0.240064,-0.388338,0.0839783,-0.518316,-0.344603,-0.465863,-0.359533,-0.389111,-0.270603,-0.366321,-0.438317,-0.305699,-0.46739,-0.418173,-0.38451,-0.392754,-0.487454,-0.272694,-0.29414,-0.235252,-0.260717,-0.27781,-0.400103,-0.25064,-0.446069,-0.396317,-0.345922,-0.421287,-0.438813,-0.311677,-0.293791,-0.40436,-0.294993,-0.523003,-0.322599,0.563788,-0.453777,-1.08889,-0.63487,-0.374558,-0.502651,0.771256,-0.428931,-0.333122,-0.33898,0.0754162,-1.28983,-0.766283,0.544836,-0.86023,-0.786842,-0.490451,-0.790028,-0.0375261,-0.887012,-0.948937,-0.760429,-1.72227,-1.33589,-1.70912,-1.50489,-1.25724,-0.707234,-0.448784,-1.49904,0.247317,-1.64782,-0.960564
35.7165,0.970841,0.0201714,8,255,0,13.1978,-0.796863,-0.385916,-0.146617,-0.358416,-0.440854,0.146594,0.137608,0.071069,0.223686,0.147791,0.156206,0.127295,0.136452,0.180956,0.0688852,0.230056,0.0852246,0.114881,0.0873267,0.158943,0.100209,0.240725,0.116674,0.0975125,-0.00119832,0.0791717,0.138147,0.128301,0.0460242,0.10183,0.152371,0.059387,0.160685,0.0982749,0.169478,0.160601,0.169346,0.101422,0.0822245,0.183049,0.775704,-0.685135,-0.849281,-0.55629,-0.127214,-0.656403,0.730693,-0.717435,-0.120848,-0.331279,-0.17926,-0.906874,-0.850413,0.483082,-1.03306,-0.760631,-0.692951,-0.876313,0.0792462,-0.812394,-1.33418,-0.513361,-2.03757,-1.23378,-1.69073,-1.56919,-1.14037,-0.64749,-0.370625,-1.61568,0.178151,-1.45517,-0.880886
33.4142,0.996252,0.0201714,8,255,0,1.20473,-0.786932,-0.0541287,0.358722,-0.35934,-0.365709,0.0560794,-0.0628388,0.0835524,-0.205984,-0.168756,-0.137566,-0.0327295,0.034867,-0.0672224,0.0130882,-0.0687706,0.0028841,0.0599577,0.0113692,-0.211959,0.0711723,0.0319554,-0.0337086,0.0650644,-0.0383461,0.0300893,-0.0492185,-0.0681369,-0.134341,-0.0859743,0.0559014,0.0234272,0.00470724,-0.0707496,-0.00466859,-0.115542,-0.0539704,-0.112262,-0.0755685,-0.0755532,0.490108,-0.887842,-1.00557,-0.337992,-0.351258,-0.773462,0.68848,-0.262456,-0.208948,0.0401795,0.0270082,-0.569228,-0.896252,0.451178,-0.906317,-0.66108,-0.425656,-0.587231,0.160138,-1.07635,-0.913852,-0.717732,-1.80283,-1.10071,-2.02517,-1.56405,-0.93359,-0.914576,-0.677854,-1.62212,0.00537749,-1.6386,-0.822812
