# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim1_model
# start_datetime = 2022-03-10 13:38:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b384e34e16.json
# init = 2 (Default)
# random
#   seed = 1501842373
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim1-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim1-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0237246
# Diagonal elements of inverse mass matrix:
# 0.254883, 0.256635, 0.210345, 0.352696, 0.367532, 0.310732, 0.295079, 0.293923, 0.320361, 0.315272, 0.298176, 0.295892, 0.304525, 0.327046, 0.346112, 0.435453, 0.292108, 0.293944, 0.325516, 0.301757, 0.350159, 0.298813, 0.318536, 0.298018, 0.356694, 0.306067, 0.302973, 0.302673, 0.331201, 0.318562, 0.371369, 0.313598, 0.451085, 0.301991, 0.308227, 0.00335253, 0.0102668, 0.0431088, 0.0460596, 0.0432048, 0.0438489, 0.0451704, 0.0484077, 0.0467681, 0.0522575, 0.044979, 0.0520946, 0.0445431, 0.0396536, 0.054148, 0.0442363, 0.0476103, 0.0446653, 0.0450653, 0.046701, 0.0470496, 0.0489045, 0.0412741, 0.0401752, 0.0459163, 0.0543156, 0.0453335, 0.0424376, 0.0458256, 0.0463187, 0.0484192, 0.0516522, 0.0400323, 0.0473528, 0.0396618, 0.049797, 0.0506016, 0.0477805, 0.046614, 0.0471739, 0.043086, 0.0635254, 0.0456301, 0.0426182, 0.0411207, 0.0444745, 0.0423715, 0.0460354, 0.0471004, 0.0471626, 0.0454016, 0.0434644, 0.0510392, 0.0457708, 0.0462897, 0.0470829, 0.0512251, 0.0520839, 0.0483913, 0.0519921, 0.050973, 0.0489371, 0.055934, 0.045864, 0.0425728, 0.0463565, 0.0480216, 0.0460832, 0.0476933, 0.048262, 0.0442564, 0.0531474, 0.0410289, 0.0500599, 0.0421075, 0.0441657, 0.0484464, 0.0527462, 0.0434685, 0.0411528, 0.0456324, 0.0485932, 0.891361, 0.527706, 0.521771, 0.518622, 0.512144, 0.517821, 0.523342, 0.516423, 0.521707, 0.520096, 0.517531, 0.511738, 0.52538, 0.522033, 0.51674, 0.515328, 0.521121, 0.514509, 0.513703, 0.511436, 0.516038, 0.508499, 0.51745, 0.516321, 0.519101, 0.517856, 0.520396, 0.517736, 0.514809, 0.520845, 0.518206, 0.512566, 0.525715
-3868.01,0.997661,0.0237246,8,255,0,3934.64,0.487079,-0.245057,0.105911,-0.364365,-0.147885,-0.159139,-0.224747,-0.397111,-0.255265,-0.240365,-0.260917,-0.502612,-0.278424,-0.235079,-0.0949645,-0.226887,-0.370259,-0.450791,-0.474758,-0.313157,-0.284367,-0.0493313,-0.281254,-0.351996,-0.22283,-0.332409,-0.291928,-0.206655,-0.0475042,-0.381369,-0.173599,-0.188797,-0.147522,-0.276492,-0.399829,0.0479185,0.468635,0.4576,0.417199,-0.25122,0.0423859,-0.0531235,0.144113,-0.617316,1.01517,0.262185,-0.429292,-0.31209,0.284573,0.129483,0.376332,0.501739,-0.0194767,-0.569,-0.128609,0.00260087,0.437621,-0.554376,0.231966,0.554449,-0.919795,-0.672541,-0.145204,0.545685,0.14146,-0.0760212,-0.462692,0.511856,-0.322515,0.491039,-0.592725,0.397715,-0.0033827,0.024467,-0.362764,-0.102137,-1.07402,0.759904,-0.0150446,0.432266,0.420054,-0.198041,0.589775,0.05151,0.318818,-0.17153,-0.177003,0.032449,0.294062,-0.155759,0.0803883,0.753165,0.656488,-0.26003,0.816064,-0.725186,0.604095,0.841957,1.23712,-0.513346,0.129618,-0.489827,0.399874,-0.0535165,-0.490613,-0.42378,0.408772,-0.560269,-0.500305,0.256999,-0.258045,0.940725,0.979894,0.33954,0.186781,0.288181,-0.26975,0.674719,-0.587912,-0.722575,-0.16365,0.33384,0.293824,0.603944,0.844369,0.173678,0.228542,0.393367,-0.310827,-0.505154,1.53018,0.234938,0.378267,0.939913,0.207392,1.03031,-0.0623796,-0.0313091,0.584318,-0.530307,0.582243,0.000987184,0.257543,0.920841,0.618598,1.38022,-0.12861,1.54199,0.0299125,0.641752
-3878.54,0.993144,0.0237246,8,255,0,3950.41,0.325381,0.00658239,0.104784,-0.0992407,0.0725803,-0.0624191,0.0761494,-0.187794,0.0725281,0.148827,0.0570337,-0.0511873,0.0977845,-0.00447076,0.118423,0.331948,-0.113496,0.0112505,-0.136827,0.0857047,-0.00625285,0.162483,0.0832354,-0.164038,0.0158838,0.0595533,-0.110969,0.00053166,0.244174,-0.072582,0.201512,0.0390629,0.224975,0.0821621,-0.297389,0.0247693,0.46701,0.494297,0.418219,-0.202414,0.0979736,0.118628,0.00858216,-0.763911,1.01291,0.430965,-0.541667,-0.450508,0.247994,0.121327,0.49877,0.374816,-0.0775981,-0.626222,-0.00940497,-0.0412025,0.405526,-0.101485,0.341236,0.622598,-0.93241,-0.709263,-0.341178,0.567245,0.192783,-0.156752,-0.511802,0.152301,-0.260349,0.252544,-0.721252,0.502216,-0.125919,0.0716529,-0.446901,-0.15572,-1.0349,0.842337,-0.0643268,0.452129,0.450054,-0.214443,0.699452,0.159133,0.377883,-0.290389,-0.276846,0.0232007,0.196931,-0.253255,0.0347881,0.751241,0.643699,-0.337193,0.844858,-0.755133,0.647508,0.91036,1.25601,-0.497902,-0.0788013,-0.442376,0.422442,-0.166387,-0.495719,-0.279814,0.46029,-0.366885,-0.36628,0.0181703,-0.445719,0.958168,0.892678,0.410645,-0.0499947,0.0472048,-0.260108,0.622297,-0.357959,-0.539475,-0.372575,0.348396,0.333471,0.694107,0.845054,0.170953,0.187362,0.368688,-0.476861,-0.379025,1.48818,0.152007,0.436839,0.565937,0.188692,0.962518,0.186656,-0.0897478,0.658577,-0.519998,0.557258,0.0818558,0.162338,0.913235,0.69543,1.4213,-0.0306929,1.60683,0.138429,0.599362
-3878.91,0.994996,0.0237246,8,255,0,3958.88,0.0782034,0.378206,0.661268,-0.305967,-0.787921,-0.188891,0.212584,0.464028,0.421239,0.759416,0.638209,-0.072766,0.441779,-0.145626,-0.485824,1.43957,-0.0807361,0.234934,0.724974,0.312085,0.7686,0.138133,-0.304279,0.807017,-0.391052,0.6353,-0.0331835,0.213634,0.607282,0.673234,0.995673,-0.101286,1.21531,0.269399,0.860761,-0.0430536,0.429744,0.204151,0.228985,-0.2788,-0.100212,0.248087,-0.069122,-0.846441,0.752032,0.198319,-0.305193,-0.108326,-0.147675,0.143721,0.0853439,0.609718,0.26569,-0.720026,0.00230448,-0.00307911,0.428618,-0.0705909,0.110724,0.561217,-0.800891,-0.482137,-0.272994,0.75083,0.146503,-0.0297497,-0.631081,-0.0815997,-0.620314,0.17552,-0.439496,0.430026,-0.109732,0.131579,-0.510145,0.0818321,-0.704261,0.830697,-0.258989,0.442909,0.272436,-0.0273026,0.620149,0.063503,0.460839,-0.382714,-0.1587,-0.0579738,-0.00324934,-0.104811,0.00621852,0.792162,0.668377,-0.391804,0.760897,-0.625484,0.276739,0.713511,0.966371,-0.516788,-0.0670374,-0.521688,0.320523,0.00702263,-0.508316,-0.540574,0.344848,-0.499243,-0.269525,0.0794567,-0.521553,0.865012,1.00068,0.0728899,0.0133385,-0.259237,-0.178466,0.153326,-0.415708,-0.713568,-0.0905145,0.358927,0.336846,0.823307,0.720209,0.0926797,0.245576,0.48107,-0.341702,-0.301561,1.60579,0.250423,0.375161,0.932844,0.419361,0.991978,0.127541,-0.102379,0.656794,-0.307675,0.591939,0.0628303,0.268877,0.688621,0.753862,1.19,-0.108404,1.37404,-0.0531579,0.683381
-3902.58,0.97231,0.0237246,7,127,0,3986.64,-0.370621,0.348839,0.395824,-0.315547,-0.0942678,-0.128598,0.57141,-0.419592,0.577038,0.689918,0.412758,0.548408,0.738922,-0.35868,0.155629,1.16634,0.882592,0.478284,0.646996,0.194798,1.10837,-0.156084,-0.198672,0.577895,-0.0411657,0.523147,0.347533,0.35536,0.373707,0.385684,0.166004,-0.158266,0.578422,0.365155,0.544312,-0.0769914,0.522899,0.261691,0.574066,-0.603705,-0.0842302,0.0025151,0.283062,-0.486847,0.457819,0.244975,-0.253145,-0.0245858,0.309929,0.388397,0.450923,0.163072,0.0418632,-0.735392,-0.0388745,-0.601078,0.467561,-0.366718,0.0836391,0.314199,-0.998409,-0.17533,-0.234216,0.319938,-0.383368,-0.192217,-0.733686,-0.204894,-0.311637,0.36389,-0.491675,1.10143,0.116389,-0.456896,-0.391254,0.155749,-0.783757,0.213893,-0.36232,0.143082,0.230165,-0.123469,0.657874,0.30055,0.836446,-0.463422,0.310397,0.142981,-0.111245,-0.443082,0.251723,-0.0762931,0.508449,0.0103567,1.27385,-0.69477,0.352953,1.16563,0.579457,-0.17994,0.10541,-0.618883,0.230963,-0.0510488,-0.174847,-0.495853,0.872097,-0.561848,-0.416303,-0.160774,-0.0741455,0.633466,1.07156,0.101437,0.302324,-0.099862,-0.603141,0.411752,-0.933445,-0.898544,-0.373279,-0.0551888,-0.203582,0.508007,0.287803,-0.436451,-0.133899,-0.0669689,-0.679189,-0.785553,0.835419,-0.178964,-0.0659003,0.354178,-0.0488601,0.668687,-0.459442,-0.51204,0.0659609,-1.06962,0.209368,-0.315231,-0.110165,0.220459,0.338127,0.632284,-0.818208,1.0302,-0.419901,0.147418
-3906.96,0.99815,0.0237246,7,127,0,3981.28,-0.561187,0.99586,0.370252,0.800448,0.432827,1.17436,0.370511,1.08725,0.895457,1.35478,0.589475,0.795159,1.00371,-0.0078056,0.925324,1.39247,1.00947,1.53292,1.1086,0.748609,0.707706,0.29409,0.669472,0.883642,0.550218,0.905839,0.843248,1.03605,1.37193,1.78249,1.11456,1.07943,1.72936,0.808938,1.27175,0.0239085,0.448465,0.454049,-0.0783204,0.113209,-0.385266,-0.0491107,0.0223869,-0.718494,0.371402,0.353985,-0.429894,-0.364381,0.0973789,0.534697,0.680082,0.285058,-0.367106,-0.514645,0.0383862,-0.0995535,0.349524,-0.485499,0.242086,0.209261,-1.07824,-0.504716,-0.194666,0.553631,-0.216641,-0.719018,-0.198116,0.305951,-0.688772,-0.00327043,-0.430566,0.36932,0.245869,0.258692,-0.459511,-0.00447942,-1.31797,0.463364,0.080597,0.294495,0.455523,0.505182,0.590659,-0.305658,0.50662,-0.148383,-0.163508,0.0506761,0.266303,-0.158424,0.186751,0.202865,0.39742,0.0293275,0.190539,-0.10034,0.503827,0.868315,0.350513,-0.158956,0.204398,-0.229772,0.227772,0.0668524,-0.159512,-0.608325,0.906791,-0.268717,-0.0701383,0.543156,-0.257079,0.915048,1.11211,0.156627,0.000835554,0.0733012,0.156255,0.520644,-0.563076,-0.430072,-0.0820658,0.353343,0.214936,0.734056,0.553754,0.133598,0.116163,0.199383,-0.437331,-0.474167,1.27496,0.276705,0.192412,0.813854,0.35161,1.19385,-0.122897,-0.243874,0.452622,-0.586977,0.514207,0.123318,0.441531,0.79609,0.67784,1.03853,-0.23499,1.47673,0.0703117,0.471827
-3910.41,0.977619,0.0237246,8,255,0,3981.44,-0.765646,0.754823,0.45965,0.488219,0.482275,0.862189,0.728608,1.55129,1.43526,1.36508,0.643927,0.6867,0.482359,0.768393,0.533766,1.73125,0.946537,1.35719,0.741268,0.430658,0.927841,1.07718,0.701245,0.826943,-0.168777,1.09145,0.405297,0.837162,1.26505,0.905142,0.918499,0.624579,1.37609,0.844116,1.15174,0.0915169,0.429991,0.388753,-0.076293,-0.33088,0.153872,0.315516,-0.0537969,-0.483002,0.694358,0.260633,-0.729245,0.0857758,0.0396195,0.334311,0.541292,0.337943,-0.0504136,-0.547768,-0.0660901,-0.485524,-0.0357141,-0.126515,0.162495,0.0532635,-0.343121,-0.97662,-0.234729,0.710335,-0.204895,-0.284848,-0.278774,-0.365821,-0.39695,0.281323,-0.576771,0.550486,0.526203,0.0928525,-0.256035,0.314137,-1.37878,0.127215,0.0945696,0.430655,0.243382,0.351363,0.695638,0.206529,-0.112445,-0.40918,-0.159598,0.0203659,-0.328285,0.00553451,-0.0150125,0.326736,0.207581,-0.472814,0.656109,-0.670535,0.745891,0.65943,0.957347,0.0361248,0.0527173,-0.296633,0.293204,-0.769649,-0.640723,-0.54201,0.846209,-0.810617,-0.142184,0.196563,-0.389553,0.527701,0.7221,-0.00628183,0.525985,-0.0580023,-0.28752,0.460861,-0.744166,-0.750891,-0.18017,0.164668,0.0660815,0.567775,0.382997,-0.142414,0.011062,0.0867493,-0.540891,-0.693915,1.14243,0.173872,0.0846248,0.56779,-0.0495723,0.8974,-0.272709,-0.404267,0.250415,-0.92582,0.250251,-0.268029,0.241631,0.587596,0.494275,0.764221,-0.51222,1.10085,-0.144202,0.425064
-3903.15,0.999066,0.0237246,7,127,0,3979.95,-0.0656831,0.543023,0.513431,0.296213,-0.23351,0.920857,0.572185,0.518743,0.924207,0.779307,1.0688,-0.0243079,0.61647,0.165966,-0.0398164,1.79162,0.4454,0.812744,0.368374,0.527625,1.28594,0.755722,0.292751,0.640735,0.690702,0.3596,0.276684,0.818572,0.850938,0.756943,1.60615,0.055681,1.4461,0.572872,1.1293,0.0268854,0.57608,0.293515,-0.0323811,-0.470509,-0.111748,0.0359843,0.375172,-0.895005,0.743772,0.361299,-0.594676,-0.203201,0.316387,0.153294,0.485457,0.441655,-0.135043,-0.577454,-0.444153,-0.161361,0.240099,-0.199188,-0.410172,0.408754,-0.936758,-0.732007,-0.203935,0.626454,-0.301765,-0.176486,-0.472549,-0.0289096,-0.520162,0.072946,-0.555426,0.470541,0.407264,0.0707481,-0.0658346,0.183385,-1.32713,0.279288,0.0688353,-0.0414319,0.292693,0.2152,1.47878,-0.0278447,0.420618,-0.600714,-0.155474,0.00128221,-0.0616147,0.0807026,-0.042924,0.299237,0.651414,-0.333926,0.747296,-0.623571,0.721461,0.455403,0.773788,0.116926,0.580518,-0.659596,0.0851247,-0.60309,-0.414648,-0.458533,0.661186,-0.721126,-0.127057,0.523904,-0.5736,0.839418,1.5192,0.785089,0.221668,-0.365177,-0.36405,0.33957,-0.206761,-0.171464,0.0127177,0.522403,0.644996,1.00725,0.984676,0.602645,0.558824,0.650854,0.16545,-0.0605846,1.84498,0.401209,0.732804,1.00734,0.817281,1.2147,0.438887,0.306733,1.06126,-0.168347,0.881958,0.461056,0.428796,1.1519,0.763775,1.49181,0.288978,1.78358,0.302105,0.975876
