# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_C_sim5_model
# start_datetime = 2022-02-17 12:37:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpY9JLWa/standata-251c6aa12512.json
# init = 2 (Default)
# random
#   seed = 700132987
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_C_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aE.1,aE.2,aE.3,aE.4,aHS.1,aHS.2,aHS.3,mu_aHS,bP,bA,bAHS.1,bAHS.2,bAHS.3,mu_bAHS,sigma_abHS.1,sigma_abHS.2,mu_a,sigma_a,Rho.1.1,Rho.2.1,Rho.1.2,Rho.2.2,a_i.1,a_i.2,a_i.3,a_i.4,a_i.5,a_i.6,a_i.7,a_i.8,a_i.9,a_i.10,a_i.11,a_i.12,a_i.13,a_i.14,a_i.15,a_i.16,a_i.17,a_i.18,a_i.19,a_i.20,a_i.21,a_i.22,a_i.23,a_i.24,a_i.25,a_i.26,a_i.27,a_i.28,a_i.29,a_i.30,a_i.31,a_i.32,mu_the,sigma_the,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0372981
# Diagonal elements of inverse mass matrix:
# 0.177304, 0.210163, 0.266785, 0.257797, 0.266883, 0.384536, 0.233222, 0.253994, 0.173793, 0.00851707, 0.0681109, 0.0888692, 0.0756108, 0.0719636, 0.0834132, 0.81824, 0.972645, 0.116903, 0.215238, 0.295501, 0.138993, 0.128593, 0.148771, 0.142364, 0.148171, 0.136158, 0.156901, 0.138519, 0.137434, 0.16229, 0.13647, 0.13988, 0.137162, 0.133136, 0.137808, 0.136581, 0.140824, 0.150633, 0.153581, 0.141546, 0.136147, 0.167265, 0.143725, 0.159871, 0.153874, 0.138453, 0.126223, 0.148707, 0.141387, 0.145727, 0.145944, 0.153885, 0.0283839, 0.0248755, 0.136463, 0.163804, 0.131647, 0.126757, 0.124128, 0.112633, 0.203206, 0.134468, 0.22538, 0.107786, 0.133537, 0.151603, 0.143965, 0.176881, 0.134491, 0.199271, 0.180631, 0.103024, 0.111081, 0.182245, 0.13251, 0.1543, 0.134065, 0.171869, 0.149528, 0.158401, 0.33746, 0.0882845, 0.172577, 0.122662, 0.160759, 0.165729
115.114,0.934196,0.0372981,7,127,0,-75.0438,0.177747,-0.0641471,-0.468109,0.127385,1.07599,1.02731,0.720744,-0.155197,0.158105,-0.258696,0.233106,-0.238173,-0.350576,-0.171044,-0.313939,1.50616,0.137,-0.707434,0.167817,1,0.228987,0.228987,1,-0.596619,-0.910005,-0.568049,-0.851741,-0.795361,-0.876946,-0.64997,-0.869337,-0.538478,-0.889387,-0.942022,-0.731893,-0.544399,-0.405152,-0.917101,-0.609031,-0.862197,-1.00247,-0.38047,-0.900189,-0.586916,-0.142526,-0.676137,-0.415462,-0.587878,-0.455835,-0.544321,-0.855294,-0.483327,-0.922168,-0.679826,-0.678936,1.59437,0.82054,6.60405,14.5923,3.66658,5.61969,4.62404,0.724319,10.2703,4.09413,10.6109,1.32841,4.58963,6.94488,8.31716,11.4506,5.89483,11.2871,7.59116,2.12548,3.58134,9.01265,4.95574,3.89182,1.39792,3.84531,2.89784,5.60222,27.6823,0.907884,8.35549,1.8588,5.70792,13.1716,0.784874,0.330942,0.692976,0.44944,0.636326,0.534663,0.84195,0.763129,0.742625,0.572417,0.409353,0.970845,0.0879546,0.0264232,-0.368056,-0.12022,-0.199726,-0.188366,0.0812217,-0.130288,0.102674,0.423599,-0.764436,-0.43987,-0.535632,-0.532267,-0.825188,-1.03211,-1.05532,-0.528598,-0.726141,-0.486145,0.31327,0.418011,0.333371,0.389494,0.346077,0.36943,0.301124,0.317967,0.32243,0.360679,0.399067,0.274712,0.478026,0.493395,0.590989,0.530019,0.549766,0.546953,0.479706,0.532526,0.474354,0.395656,0.682316,0.608228,0.630796,0.630012,0.695337,0.737326,0.741796,0.629156,0.673958,0.619198
125.851,0.991506,0.0372981,7,127,0,-82.5393,-0.497752,0.464084,0.0867268,-0.258645,-0.332821,0.703253,0.346266,0.276712,0.621353,-0.0126553,0.227794,-0.0460782,0.037084,-0.12634,0.11165,0.505793,0.302454,-0.485988,0.166614,1,-0.127871,-0.127871,1,-0.0296897,-0.535643,-0.507132,-0.393715,-0.414453,-0.456819,-0.304785,-0.698042,-0.113083,-0.681498,-0.530282,-0.392347,-0.609204,-0.630694,-0.674201,-0.419642,-0.760595,-0.517601,-0.366689,-0.622929,-0.53164,-0.30614,-0.565619,-0.441777,-0.760651,-0.660633,-0.61781,-0.660548,-0.739986,-0.470927,-0.537451,-0.479572,1.71192,0.81832,9.36559,9.02966,3.36967,7.89643,5.38045,1.42936,6.42281,6.66549,18.7817,1.4479,4.27499,5.32287,3.26633,11.1425,5.51141,8.07515,7.11539,2.86293,2.53277,17.7324,4.99691,2.75339,2.4939,10.825,3.88893,9.04444,20.9586,0.542059,8.50466,2.96632,5.32404,6.46792,0.912296,0.399467,0.42896,0.544341,0.529988,0.48664,0.642602,0.25622,0.823991,0.264416,0.41023,0.565354,0.0381629,0.00685171,-0.301533,-0.0499207,-0.111755,-0.673215,0.272329,-0.239457,-0.152097,-0.203261,-0.595246,-0.271444,-0.783403,-0.591262,-0.755275,-0.596088,-0.891693,-0.476981,-0.466607,-0.495449,0.28653,0.40144,0.394375,0.367178,0.37052,0.380685,0.344658,0.436293,0.304917,0.434279,0.398857,0.36231,0.49046,0.498287,0.574817,0.512478,0.52791,0.662223,0.432335,0.55958,0.537951,0.550641,0.644568,0.567447,0.686413,0.643655,0.680327,0.644761,0.709239,0.617035,0.61458,0.621389
122.836,0.931227,0.0372981,7,127,0,-85.8262,0.298786,-0.746695,-0.588201,-0.223167,0.385375,-0.554452,0.0803069,-0.773306,0.0312939,-0.200482,0.184738,0.12916,-0.0954483,0.085295,0.232733,1.38997,0.484907,-0.592006,0.206046,1,0.165446,0.165446,1,-0.120584,-0.554763,-0.639943,-0.420168,-0.517573,-0.667556,-0.366543,-0.898483,-0.326078,-0.800496,-0.655331,-0.545931,-0.64803,-0.651894,-0.633241,-0.424554,-0.867391,-0.651454,-0.349252,-0.792516,-0.628021,-0.353937,-0.462673,-0.587901,-0.808007,-0.660584,-0.489856,-0.690733,-0.639248,-0.60216,-0.589266,-0.509873,1.40616,0.838331,3.65012,6.69839,3.29165,5.97938,4.78525,0.859231,13.7988,4.02437,18.7128,1.79487,3.31072,10.7032,4.19936,4.64349,4.04744,9.0111,6.91164,2.54604,3.19504,7.448,8.96312,3.51933,2.27259,6.79822,4.43394,7.0665,55.721,0.966626,8.7101,2.56561,6.28924,9.84161,1.03178,0.488682,0.419063,0.669957,0.67369,0.508148,0.8714,0.448378,0.748488,0.414107,0.473693,0.85539,0.065791,-0.0936708,-0.164307,-0.00230002,-0.130231,-0.337761,0.232311,-0.152425,-0.0501695,-0.0520927,-0.579225,-0.211066,-0.81564,-0.546002,-0.97758,-0.65395,-1.35259,-0.345277,-0.451344,-0.408588,0.262739,0.380204,0.396741,0.338506,0.337671,0.375628,0.294963,0.389747,0.321151,0.397928,0.383742,0.298303,0.483558,0.523401,0.540985,0.500575,0.532512,0.583647,0.442182,0.538033,0.51254,0.51302,0.640889,0.552571,0.69331,0.633207,0.726628,0.6579,0.794552,0.585472,0.610959,0.600749
101.618,0.94688,0.0372981,7,127,0,-70.2534,0.249634,0.579617,0.108773,0.688658,-0.382522,-0.779574,-0.258254,-0.605482,-0.356071,-0.0964315,0.270939,0.116284,-0.191043,-0.236133,-0.384072,0.420042,0.193086,-0.33541,0.213257,1,-0.398472,-0.398472,1,-0.576725,-0.474437,-0.174987,-0.487563,-0.130429,-0.449356,-0.174324,-0.105621,-0.447692,-0.450368,-0.54711,-0.418939,-0.159372,-0.23832,-0.690222,-0.461026,-0.123874,-0.357761,-0.220178,-0.286651,-0.177769,-0.365498,-0.782367,-0.0934084,-0.527873,-0.216137,-0.388729,-0.393833,-0.348819,-0.432233,-0.0498933,-0.084964,1.61071,0.85272,10.8503,6.64712,7.93642,10.0785,3.92036,2.02292,4.83068,4.34672,19.1319,1.13492,2.9292,12.7526,9.51101,4.23987,4.4624,11.4,5.04458,3.43648,1.80823,6.91494,15.1768,2.03154,3.16234,3.5136,6.22404,7.4095,28.7253,0.586603,8.44045,1.94426,6.60207,16.8788,0.515547,0.565446,0.87238,0.574772,0.980553,0.654142,0.959112,1.0802,0.607159,0.671841,0.533935,0.793081,0.103854,-0.0499365,-0.581735,-0.374991,0.150578,-0.397839,-0.0205674,-0.0958369,-0.0168915,-0.374327,-1.15619,-0.420075,-0.849309,-0.573867,-0.846008,-0.788984,-0.914619,-0.626438,-0.396397,-0.35401,0.373894,0.362288,0.294759,0.360137,0.272782,0.342057,0.277056,0.253467,0.352708,0.338085,0.369599,0.311508,0.47406,0.512482,0.641466,0.592664,0.462426,0.598168,0.505142,0.523941,0.504223,0.592504,0.76064,0.603501,0.700422,0.639655,0.699729,0.687613,0.713945,0.651681,0.597822,0.58759
103.77,0.965635,0.0372981,7,127,0,-56.2747,0.00334438,0.631912,-0.155501,-0.524272,0.774007,-0.219431,-0.176819,-0.922177,-0.377627,-0.141843,0.390026,-0.220467,-0.301841,-0.241445,0.390307,0.327909,0.64027,-0.0126138,0.172828,1,0.480635,0.480635,1,-0.24167,-0.122676,0.127204,-0.162779,0.247038,-0.0800051,0.280884,0.099393,0.0285315,-0.202463,-0.278495,-0.258276,-0.123559,-0.151521,-0.49482,-0.152448,-0.264899,0.0993349,0.162303,0.076703,0.0581764,0.282707,-0.194782,0.142984,-0.101956,0.030414,0.119314,-0.0760121,0.295868,0.0223502,0.187517,0.357613,1.32696,0.599221,2.82189,5.43202,1.75549,3.921,4.38643,0.649817,6.92424,5.06325,11.1446,2.34018,4.50376,2.57618,2.44171,12.0514,3.14892,6.73548,7.81115,2.65521,5.72737,16.1366,5.6234,5.35455,1.50063,7.57142,2.52007,6.30757,13.4843,0.98224,12.193,3.95868,4.88598,4.19242,0.328329,0.370262,0.631151,0.363186,0.844559,0.506507,0.911432,0.807001,0.543488,0.411571,0.274992,0.487863,0.0148243,-0.123224,-0.554708,-0.245362,-0.110003,-0.12041,0.207113,0.13791,0.075349,0.079591,-0.94529,-0.34339,-0.775403,-0.599035,-0.851331,-0.760505,-0.834403,-0.46395,-0.42542,-0.238774,0.418647,0.408478,0.34725,0.410189,0.300575,0.376013,0.286707,0.30853,0.367377,0.398535,0.431682,0.380397,0.496294,0.530767,0.635227,0.561035,0.527473,0.530066,0.448406,0.465577,0.481172,0.480113,0.720167,0.585014,0.684689,0.645436,0.700846,0.681463,0.697285,0.613951,0.604779,0.559411
114.83,0.868518,0.0372981,7,127,0,-64.9084,-0.234251,-0.350907,-0.159867,0.958751,-0.167241,-0.255777,0.0751761,-0.518795,0.142667,-0.00144263,0.448454,-0.17946,-0.40305,-0.238039,-0.0744592,0.802642,0.649872,-0.0797267,0.144311,1,0.849349,0.849349,1,-0.0025845,-0.218656,-0.0606596,-0.0759239,0.0823806,-0.0709464,0.0029959,-0.231186,-0.0996451,-0.264841,-0.216455,0.026877,-0.0256319,-0.165089,0.021981,-0.325013,0.0500531,0.0622501,-0.0979394,0.0194266,-0.0697369,0.00881469,-0.370286,-0.0335694,-0.249779,-0.221635,-0.281566,0.0123606,-0.230256,-0.0573802,-0.0225034,-0.0747993,1.64542,0.883534,6.26414,10.0121,7.51185,8.01225,3.01178,2.04741,7.17374,5.63574,10.9401,1.30905,4.87829,7.89716,14.5553,5.49991,3.71798,9.27837,4.79917,2.3085,2.59517,7.63855,18.7185,2.06756,2.29737,9.99797,4.29483,5.85148,33.7986,0.505066,6.10694,1.88816,7.77461,8.53468,0.584463,0.367607,0.525716,0.510675,0.669708,0.516269,0.590659,0.357261,0.486842,0.322654,0.370424,0.615716,-0.0480127,-0.18859,-0.0469238,-0.394254,0.0278403,-0.0972954,-0.121272,-0.0482465,-0.137858,-0.106054,-0.703813,0.0533987,-0.582522,-0.345026,-0.826236,-0.11159,-0.776549,-0.388219,-0.145727,-0.406758,0.357906,0.409119,0.371517,0.375035,0.338562,0.373725,0.356484,0.411623,0.380638,0.420029,0.408439,0.350756,0.512001,0.547008,0.511729,0.597306,0.49304,0.524305,0.530281,0.512059,0.53441,0.526489,0.669033,0.486653,0.641647,0.585411,0.695558,0.527869,0.684936,0.595854,0.536367,0.60031
