# 0.136509, 0.10392, 0.0896567, 0.0883772, 0.0226797, 0.012018, 0.15079, 0.0313661, 0.29706, 0.297942, 0.225108, 0.312595, 0.291918, 0.310803, 0.31617, 0.335426, 0.248603, 0.287159, 0.234646, 0.283501, 0.256414, 0.272523, 0.353856, 0.288635, 0.218969, 0.238594, 0.251851, 0.326517, 0.29201, 0.307512, 0.287929, 0.389213, 0.215417, 0.336852, 0.330482, 0.342465, 0.321152, 0.294517, 0.314396, 0.264844, 0.0111846, 0.369782, 0.646006, 0.959352, 0.523505, 0.666655, 0.695653, 0.533573, 0.609121, 0.550786, 0.63552, 0.572792, 0.983758, 0.632928, 0.686221, 0.59513, 0.498544, 0.593392, 0.8487, 0.725239, 0.597178, 0.553705, 0.601258, 0.822852, 0.64789, 0.687723, 0.695929, 0.78027, 0.796827, 0.674477, 0.647072, 0.509128, 0.664815, 0.690975
117.685,0.998549,0.0823482,6,63,0,-78.9822,-1.09309,-0.269957,0.185718,-0.323155,-0.470183,0.192577,0.160558,0.775703,-0.675096,-1.4225,0.775862,0.227214,0.914304,1.22456,1.47688,0.136333,0.595987,2.09523,0.367448,-0.876029,0.544313,-1.39574,-1.13273,0.517752,-0.442566,-0.0325482,-0.526201,-2.36754,0.511834,-1.9031,0.060779,-0.151172,0.117312,0.0154185,0.104034,0.477905,-0.50274,0.992397,-0.253898,0.000909156,1.12173,0.110932,0.740487,-0.920277,0.041357,1.50473,-0.99029,0.344732,1.80361,-0.599723,-0.350018,0.519774,1.09292,0.685764,-0.546466,1.26369,0.159935,0.474622,1.11232,-0.484548,0.133764,0.11582,2.16083,0.379916,1.24754,0.96999,0.731248,-0.490379,-1.79218,-0.589232,-0.372231,-2.07789,-2.01976,0.562431,-0.363116,-0.942882,0.762396,0.336808,0.869786,1.11045,1.30618,0.266311,0.622867,1.78583,0.445588,-0.518981,0.582783,-0.922122,-0.718103,0.56218,-0.182742,0.13531,-0.247617,-1.67595,0.557589,-1.31568,0.207704,0.0432929,0.251557,0.172518,0.241257,0.53127,-0.229419,0.930363,-0.0363915,0.161263,3.333,2.7722,3.08427,3.62789,2.75075,3.18984,3.75019,2.87255,2.95323,3.25238,3.46589,3.31283,2.88957,3.53217,3.12511,3.23613,3.47335,2.90949,3.11605,3.10986,3.90179,3.20231,3.52585,3.41894,3.32958,2.90761,2.51662,2.87589,2.94596,2.43811,2.45388,3.26781,-0.170274,-1.30658,0.0932128,-0.354579,-0.222864,1.05528,-0.0173586,0.324045,0.183557,1.40399,-0.512968,-1.36057,0.119229,-1.59639,-1.77448,-0.706947,-0.80056,-0.194151,-1.13362,-1.85115,-0.0783701,-2.23898,-0.746582,-2.07952,-1.2391,-1.37662,-0.824918,-0.668998,-1.96809,-0.0985159,-1.54519,-0.849476,0.542466,0.786941,0.476714,0.587727,0.555486,0.258212,0.50434,0.41969,0.454239,0.197184,0.625502,0.795852,0.470228,0.831514,0.855014,0.669726,0.690094,0.548386,0.756507,0.864262,0.519582,0.903696,0.678433,0.888896,0.775407,0.798448,0.695279,0.661279,0.877406,0.524609,0.824218,0.700457
111.095,0.950224,0.0823482,5,31,0,-80.8099,-1.25776,-0.237238,0.400732,-0.314795,-0.339779,0.274019,0.00585637,0.806127,-0.423863,-1.27813,0.232114,0.686891,0.714297,1.36329,1.42649,0.308029,0.86138,1.81413,0.370802,-0.606391,0.371537,-1.36872,-0.576201,0.459431,-0.521331,-0.284493,-0.144153,-2.65065,0.161398,-1.81887,0.128664,-0.0669039,0.266591,0.0460929,0.184953,0.344254,-0.321732,0.978464,0.0127422,0.0770929,1.14769,0.170745,0.516148,-0.206286,0.162338,1.68541,-0.813873,0.967509,1.34769,-0.81185,-0.395914,0.661757,0.793528,0.964046,-1.15713,1.42851,0.26012,0.287004,1.5069,-0.639562,-0.458331,0.0335429,1.80578,0.808281,1.3591,0.667055,0.439198,-0.502829,-2.33997,-1.56705,-0.184166,-2.14944,-2.3074,0.202393,-0.335831,-1.02448,0.192969,0.559577,0.581671,1.10484,1.15578,0.254167,0.700238,1.46827,0.30477,-0.482972,0.305362,-1.09751,-0.458635,0.376216,-0.414402,-0.223481,-0.110349,-2.1309,0.135964,-1.46038,0.109576,-0.0480766,0.220762,0.0430131,0.154952,0.283369,-0.2535,0.794622,0.0161282,0.068003,3.44122,3.04187,3.23948,4.20162,2.74212,3.71691,3.96619,2.74306,2.94496,3.52784,3.60812,3.71471,2.58602,4.02131,3.29402,3.30918,4.07549,2.82496,2.91374,3.16902,4.28887,3.61722,3.97393,3.53104,3.3963,2.89168,2.1131,2.41121,3.05338,2.18297,2.12488,3.26171,-0.301905,-1.52759,-0.396049,-0.450045,-0.583073,1.09439,-0.310664,0.0556035,0.277337,1.0869,-0.763071,-1.19658,0.0387636,-1.51638,-1.01879,-0.607384,-0.927333,-0.393177,-0.817085,-2.05427,-0.255224,-2.05922,-0.994293,-1.99638,-1.27072,-1.62558,-0.625216,-0.593702,-1.78935,-0.0934461,-1.35361,-0.941809,0.574908,0.821654,0.597738,0.61065,0.641774,0.250792,0.577047,0.486103,0.431107,0.252202,0.68202,0.767916,0.49031,0.820005,0.734736,0.647344,0.716534,0.597047,0.693617,0.886378,0.563462,0.886876,0.729935,0.880417,0.780865,0.835564,0.651404,0.644214,0.856848,0.523345,0.794719,0.719465
114.201,0.893047,0.0823482,6,63,0,-70.3071,-1.2468,-0.188258,0.532372,-0.0257498,-0.405716,0.175009,0.0452961,1.00276,-0.186813,-0.275332,1.12331,0.327993,0.40446,0.60709,0.969956,0.416676,0.843072,1.36128,0.092227,-0.101532,0.763255,-0.579029,-1.0384,0.0563397,-0.119448,0.219029,-1.43685,-0.924228,0.339034,-2.45147,0.112228,-1.081,0.51902,0.835913,0.0768625,0.933138,-0.540061,0.692731,-0.764737,0.115685,1.20775,0.0457519,0.529366,1.643,0.547341,-0.570798,-1.76742,-0.177674,0.532361,0.582341,-0.225612,1.03378,-0.0317869,-1.82679,0.887417,-1.55114,1.06123,0.977013,0.752719,-0.136438,1.96782,-1.07459,-0.105291,2.11104,0.199546,-0.704601,0.271965,-0.795885,-0.450368,-1.10402,0.102093,0.498841,-0.647004,0.406939,-0.142032,-0.230795,1.1717,0.374194,0.450871,0.654061,1.01793,0.463121,0.890694,1.41033,0.137777,-0.0565163,0.810656,-0.53533,-0.995967,0.101791,-0.0744811,0.264929,-1.39552,-0.881481,0.385265,-2.41294,0.157833,-1.03868,0.565747,0.883514,0.122371,0.981007,-0.496254,0.739938,-0.72155,0.1613,3.42799,3.60717,3.43081,3.25971,3.08605,3.31887,3.42846,3.43631,3.3116,3.50802,3.3411,3.07768,3.48461,3.11674,3.51243,3.49892,3.4632,3.32514,3.66118,3.18544,3.32988,3.68525,3.37665,3.23982,3.38785,3.22631,3.27772,3.18115,3.36163,3.4232,3.24837,3.40884,-0.208024,-0.785859,0.361878,-0.481299,-0.742029,0.382896,-0.383042,0.271708,0.279224,0.848448,-0.939416,-1.01511,0.496864,-1.03095,-1.81246,-0.915957,-0.530223,0.0668443,-2.08267,-0.937616,-0.0772932,-3.12344,-0.707263,-2.91208,-0.762178,-0.503713,-0.812765,-0.0698357,-2.02935,-0.171852,-2.05629,-0.743673,0.551819,0.686941,0.410505,0.618055,0.677439,0.405429,0.594607,0.432488,0.430644,0.299759,0.718982,0.734018,0.378278,0.7371,0.859659,0.714218,0.629535,0.483295,0.889207,0.718618,0.519314,0.957849,0.669796,0.948441,0.681826,0.623332,0.692698,0.517452,0.883844,0.542858,0.886582,0.677799
115.257,0.901019,0.0823482,5,31,0,-87.0442,-1.29343,-0.0812531,0.472658,-0.0426043,-0.450495,0.189056,0.0798515,0.980265,-0.336384,-0.172394,0.843882,0.185587,0.329507,0.66064,1.15481,0.341269,0.831458,1.25865,0.0350859,-0.0447201,0.775748,-0.703324,-0.759145,0.0533857,-0.165516,0.148311,-1.30106,-0.967921,0.405995,-2.60744,0.194981,-1.14476,0.534479,0.785423,-0.110722,0.606674,-0.450916,0.636054,-0.604764,0.124527,1.23932,0.0459947,0.607068,1.50138,0.768045,-0.494003,-1.69479,0.189279,0.421769,0.385243,-0.186458,0.887745,-0.156776,-1.48235,0.923596,-1.38258,1.0676,0.841973,1.00273,-0.147087,1.88133,-1.08782,-0.0320348,2.00291,0.202023,-0.632311,0.320106,-0.606825,-0.243374,-1.16274,0.0566324,0.554335,-0.602541,0.391885,-0.249894,-0.0891404,0.90708,0.261776,0.402856,0.727453,1.21187,0.414385,0.894901,1.31366,0.114245,0.036014,0.84029,-0.609593,-0.664312,0.132184,-0.0823977,0.225235,-1.19553,-0.868968,0.477834,-2.47614,0.270985,-1.04232,0.603783,0.849774,-0.0286856,0.674553,-0.362166,0.703353,-0.512977,0.201921,3.55105,3.70017,3.57744,3.37569,3.19431,3.48347,3.52092,3.51501,3.42378,3.59719,3.42846,3.22567,3.60313,3.24051,3.62707,3.58963,3.61627,3.42999,3.7654,3.28474,3.44819,3.78651,3.48551,3.35429,3.50449,3.35822,3.41483,3.27344,3.46228,3.54245,3.35888,3.51608,-0.120213,-0.497241,0.210832,-0.469374,-0.708212,0.624048,-0.124965,0.410072,0.4189,0.892722,-0.868345,-0.82542,0.453836,-1.19794,-1.61422,-1.03065,-0.6212,-0.0327414,-1.99129,-0.974597,-0.0738064,-3.30309,-0.617894,-3.05079,-0.799008,-0.613594,-1.01114,-0.43638,-1.99804,-0.24791,-1.92861,-0.736504,0.530017,0.621811,0.447486,0.615236,0.670006,0.348861,0.531201,0.398895,0.39678,0.290548,0.704401,0.695386,0.388449,0.768158,0.833997,0.737043,0.650491,0.508185,0.87988,0.726035,0.518443,0.964535,0.64974,0.954817,0.689762,0.64876,0.733243,0.607396,0.880591,0.561662,0.873095,0.676231
116.957,0.992057,0.0823482,6,63,0,-78.3493,-0.671848,-0.496916,-0.415629,-0.229162,-0.308941,0.0725159,0.163365,0.929333,0.0441897,-1.22601,0.462623,0.492723,0.266079,1.30946,0.632158,0.491964,0.337573,1.92094,0.207693,-0.795959,1.19226,-0.471939,-0.375522,0.743626,-0.0585683,0.638484,0.172157,-1.52737,0.648442,-1.03873,-0.301303,-0.582457,0.00882258,-0.534738,0.198047,0.533301,-1.00369,0.735712,-0.823623,0.000405452,1.06473,0.0647757,0.406493,-0.258981,0.37801,1.70822,1.30323,-1.28511,1.82903,1.51899,0.0591443,0.911229,0.759042,-0.272437,1.66329,-2.0154,2.32323,0.141848,1.45974,-1.42779,0.592175,-0.468803,1.05804,-0.829615,0.607759,-0.523507,0.0800591,-0.527887,0.961645,-0.989596,-1.01612,0.451418,-1.3379,0.515926,0.204432,-0.976003,0.593296,0.621269,0.410641,1.38029,0.75085,0.620564,0.477083,1.94856,0.356381,-0.576346,1.27137,-0.275223,-0.18562,0.854441,0.108935,0.756729,0.323356,-1.25607,0.765984,-0.801958,-0.116646,-0.377932,0.171564,-0.333585,0.347417,0.65898,-0.769394,0.847087,-0.602055,0.163742,2.97743,2.85181,2.97194,3.23937,3.1555,2.66842,3.26482,3.19991,2.91118,3.07638,3.0462,2.84932,3.22996,2.54513,3.37103,2.92682,3.18765,2.64387,3.01346,2.81331,3.10578,2.74832,3.0165,2.80336,2.91513,2.80256,3.08645,2.71999,2.71532,2.9861,2.65931,2.99861,-0.104068,-1.59617,-0.281612,-0.106169,-0.634472,0.854807,-0.391953,0.277308,-0.246783,1.26245,-0.600624,-1.56454,0.367473,-1.31758,-1.53306,-0.524751,-0.842304,-0.0590607,-0.8041,-2.02452,-0.251195,-2.00794,-0.768137,-1.79722,-0.832358,-1.32191,-0.539652,-0.316197,-1.9903,0.0385437,-1.67192,-0.578862,0.525994,0.831482,0.569941,0.526517,0.653503,0.298425,0.596753,0.431114,0.561385,0.220552,0.645799,0.827003,0.409152,0.788778,0.822454,0.628258,0.69895,0.514761,0.690851,0.883347,0.562471,0.881628,0.683118,0.85781,0.696853,0.7895,0.631732,0.578397,0.879775,0.490365,0.841831,0.640805
113.675,0.858668,0.0823482,6,63,0,-77.4029,-0.276727,-0.190765,-0.464062,-0.411341,-0.0850228,0.108477,-0.338422,0.707253,0.0356649,-0.66062,0.378213,-0.342339,0.258568,0.69343,0.572998,1.18692,0.923546,1.64138,-0.224528,0.0169408,0.663517,-0.0684532,-0.19619,0.762655,0.162159,1.37148,-0.442887,-0.458539,0.98695,-1.91024,0.000993116,-1.82991,0.591114,-0.00586868,-0.130108,0.198102,-1.35637,1.0012,-0.994896,-0.155041,1.12648,0.112947,1.71228,-0.70568,0.10754,-0.419681,0.374121,-0.604752,2.69098,0.988041,-0.624919,1.38812,-0.174687,1.90196,-0.303052,-0.388605,2.3041,0.416436,1.09541,1.29198,0.281122,-0.552288,0.726825,-0.244454,0.823246,-0.814744,-0.030595,-0.45073,1.60535,0.396389,-0.603263,-0.294842,-0.12801,1.23769,-0.313198,-0.805647,-0.0709302,-0.580542,-0.155549,0.152008,0.0668323,0.501029,0.314758,0.82245,-0.49722,-0.326441,0.130852,-0.386836,-0.477178,0.200968,-0.223735,0.631561,-0.651655,-0.662725,0.359601,-1.68945,-0.33772,-1.63263,0.0796449,-0.342573,-0.430441,-0.198314,-1.29772,0.369678,-1.04206,-0.448075,3.74298,2.84846,3.12249,2.94198,3.21794,2.88112,4.18047,3.44899,2.87456,3.60842,3.02452,3.82403,2.98099,2.95232,4.00173,3.23335,3.49107,3.56944,3.18431,2.89824,3.34872,3.00078,3.38538,2.81359,3.07415,2.93168,3.69804,3.22604,2.8816,2.98375,3.04051,3.54762,-0.278378,-0.94512,-0.19199,-0.926578,-0.500491,0.215634,-0.393515,0.437764,0.235266,0.75335,-0.817914,-0.478676,-0.382374,-0.938165,-1.02395,-0.531583,-0.83851,0.142583,-1.31493,-1.05015,-0.184801,-2.28581,-0.868598,-2.37481,-0.548225,-1.05467,-0.760592,-0.552712,-1.89679,-0.0273817,-1.59956,-0.915508,0.569149,0.720133,0.547851,0.71638,0.622575,0.4463,0.597129,0.392274,0.441453,0.320092,0.693793,0.617435,0.594445,0.718729,0.735741,0.629852,0.698151,0.464414,0.788336,0.740804,0.546069,0.907695,0.704454,0.914886,0.633724,0.741671,0.681482,0.634765,0.869527,0.506845,0.831957,0.714126
118.807,0.877229,0.0823482,6,63,0,-76.1887,-0.469731,0.545765,0.127891,0.131377,-0.42048,0.0459486,-0.400463,0.634805,-1.40191,-2.85861,-0.243088,-0.860272,-0.700995,0.719854,0.73046,-1.093,0.663731,0.359983,-1.00509,-0.691645,1.18918,-1.19496,0.561595,0.989227,0.460583,0.332754,-0.343416,-1.90835,0.852466,-2.58991,-0.902986,-1.54504,0.239636,-0.027589,0.359665,1.0309,-0.612085,1.26818,-0.231744,-0.0607578,1.23292,0.392948,-0.791512,1.17213,-0.430563,0.930361,0.314107,0.799724,-1.38263,-2.16774,-1.9089,-2.29844,2.62654,-0.933874,0.203216,0.704248,-2.28203,-0.567618,0.853217,-0.0209698,-0.0723932,-0.688906,-0.59615,-1.47714,0.103099,0.97166,0.381976,0.575764,0.16634,-0.758101,-1.51526,-0.802589,-0.876285,0.0248642,-1.2904,-2.21512,-0.554777,-0.946568,-0.845459,0.0565038,0.0632364,-1.09431,0.0208768,-0.171945,-1.0385,-0.839523,0.354434,-1.15903,-0.0439598,0.227503,-0.108083,-0.189229,-0.618465,-1.61189,0.140687,-2.04455,-0.973684,-1.38126,-0.248341,-0.417977,-0.172146,0.253961,-0.789018,0.404586,-0.547576,-0.439033,2.51405,5.4385,2.89715,4.94561,3.88198,4.69814,1.99295,1.46391,1.62063,1.39062,9.63121,2.37727,3.71646,4.52515,1.39961,2.74525,4.79794,3.40307,3.33499,2.61748,2.71464,1.9203,3.57309,5.02652,3.9869,4.30235,3.66299,2.54727,1.89174,2.50313,2.43168,3.46491,-0.201762,-1.49793,-0.237039,-0.269874,-0.653881,0.797075,0.174603,-0.000224988,0.544188,0.40276,-0.727004,-0.675966,0.156956,-1.54495,-0.897866,-0.56412,-0.317248,-0.26679,-1.06747,-1.67777,-0.210972,-2.65318,-1.02518,-2.47776,-0.779511,-0.875178,-0.70252,-0.396331,-1.66826,0.0338371,-1.22124,-0.667287,0.55027,0.817265,0.558984,0.567062,0.657884,0.310652,0.45646,0.500056,0.367214,0.400649,0.674148,0.662838,0.460841,0.824183,0.710511,0.637405,0.578653,0.566305,0.744115,0.842609,0.552548,0.934207,0.735981,0.922568,0.685575,0.705822,0.668746,0.597806,0.841343,0.491542,0.772282,0.660895
124.495,0.962897,0.0823482,6,63,0,-94.2716,-0.46216,-0.134727,-0.0289645,-0.82048,-0.106348,0.159699,-0.174034,0.753476,-0.407742,-1.22383,0.7646,-0.160779,0.418048,0.63263,0.571417,0.5118,-0.122422,2.41366,0.111351,-1.3257,1.33455,-0.055128,-1.20872,0.289324,-0.519694,0.692445,-0.855082,-0.704827,0.264511,-1.67797,0.169083,-0.301919,0.317153,0.216557,0.230433,1.27665,-0.324929,0.851848,-0.632222,0.120212,1.11356,0.360653,0.993785,0.407433,0.518067,0.0906977,0.450286,-1.60879,1.55237,-0.676433,-0.932028,-0.994836,1.50423,1.37455,-0.442173,-0.725363,0.53177,-0.102202,-0.258408,-1.08534,0.227404,-1.27378,1.11007,-1.37626,0.243606,-0.978762,-0.0576136,-0.000234197,0.778361,0.847132,-1.82805,-1.02255,0.320883,1.02538,-0.481258,-1.09616,0.402074,-0.295177,0.140955,0.302638,0.256515,0.211595,-0.266276,1.6446,-0.0901336,-1.17292,0.831514,-0.215572,-1.08478,0.0439645,-0.565612,0.347707,-0.818318,-0.705105,0.0252684,-1.43834,-0.0466339,-0.401523,0.0649332,-0.0108632,-0.000408524,0.787888,-0.418861,0.467813,-0.650398,-0.0834574,4.3578,3.52718,3.67076,3.14642,3.58211,1.70461,5.33038,2.38595,2.17584,2.12711,5.23864,4.99927,2.59629,2.34422,3.68894,2.93497,2.77419,2.0588,3.30544,1.92353,4.54444,1.85374,3.32481,2.13948,2.98255,3.04491,4.03205,4.1333,1.57501,2.10595,3.41878,4.40775,-0.377804,-1.23473,0.310552,-0.740145,-0.278631,0.466137,-0.331435,0.168349,-0.305804,1.61807,-0.47939,-1.30343,0.673057,-0.42169,-1.26118,-0.412841,-0.875102,0.219579,-1.18847,-0.682199,-0.172184,-1.70079,-1.10865,-1.72783,-1.1184,-1.32356,-0.739303,0.0186644,-1.54215,-0.378787,-1.72169,-1.0421,0.593343,0.774645,0.42298,0.677028,0.569211,0.385531,0.582109,0.458012,0.575861,0.165471,0.617604,0.786412,0.337813,0.603887,0.779229,0.601769,0.705806,0.445325,0.766467,0.664229,0.54294,0.845638,0.751876,0.849135,0.753691,0.789774,0.676843,0.495334,0.823776,0.593581,0.848346,0.739254
125.148,0.788368,0.0823482,5,63,0,-91.6075,-0.160594,-0.308899,-0.346031,-0.581808,-0.105982,0.0287105,-0.11812,0.77503,0.346802,-0.379974,0.595411,0.0577902,-0.185342,1.17487,0.583235,0.528939,0.11977,2.1978,-0.37229,-0.973747,1.08374,-0.497071,-0.894369,0.568864,-0.233972,1.16982,-0.718278,-1.77928,0.744332,-2.07861,0.359169,-1.09583,0.57275,0.334945,0.078393,0.395726,-0.255931,1.28478,-0.440522,0.583025,1.23218,0.291313,0.583445,1.54477,-1.65699,0.422674,-0.886273,-0.415964,1.11825,-0.843738,-2.01084,-0.568788,1.60101,1.95343,-0.739259,-0.872715,0.150088,0.140157,2.7836,0.195455,0.688734,-0.680016,0.347254,-0.430224,0.23844,-1.67787,-0.0403953,0.51487,-0.307121,0.398605,-1.55753,-0.89893,-0.38712,0.838607,0.150662,-0.412611,0.343342,-0.0733308,-0.261765,0.79244,0.333905,0.291824,-0.0252947,1.58524,-0.406656,-0.872804,0.721812,-0.503365,-0.811283,0.322766,-0.299456,0.788528,-0.674807,-1.49711,0.45876,-1.7291,0.160247,-0.967424,0.325779,0.141472,-0.057363,0.188579,-0.316474,0.87762,-0.459537,0.333742,4.0639,5.37732,2.11589,3.87796,2.64851,3.0374,4.74903,2.68153,1.90865,2.90515,5.46614,6.05714,2.7644,2.65899,3.58193,3.57158,7.71432,3.62958,4.19048,2.81252,3.79369,3.02481,3.67532,2.10306,3.38858,3.98353,3.13526,3.85087,2.17809,2.63876,3.06303,4.37749,-0.0122167,-0.68624,-0.0138422,-0.391427,-0.685006,0.55896,-0.126682,0.113188,-0.330664,1.29282,-0.799671,-1.26885,0.285832,-0.986842,-1.39559,-0.280097,-0.75551,0.382773,-1.19131,-1.88279,-0.0160812,-2.26871,-0.492725,-1.88379,-0.448094,-0.630885,-0.779647,-0.56393,-1.16095,0.178439,-1.2522,-0.346652,0.503054,0.66513,0.50346,0.596626,0.664855,0.363788,0.531628,0.471733,0.581921,0.215375,0.689904,0.780546,0.429025,0.728464,0.801483,0.56957,0.680378,0.405458,0.766976,0.867932,0.50402,0.906253,0.620748,0.868046,0.610186,0.65269,0.685604,0.637361,0.761505,0.455508,0.77768,0.585805
113.382,0.993239,0.0823482,6,63,0,-77.6167,-0.190886,0.266887,-0.404624,-0.0355384,-0.336115,0.287221,-0.962338,0.707253,-1.49149,-1.28094,0.206467,-0.313089,-0.726159,0.381592,0.613166,-0.721607,1.12869,1.16465,-0.575818,-1.72693,2.04922,-0.661399,0.2109,1.09991,1.25619,0.753211,-0.264153,-1.47799,1.01095,-1.58886,-1.32676,-2.02037,0.0737811,0.551743,-1.28503,0.151276,-0.738098,0.230328,-1.5638,-0.0184581,1.09686,0.303143,0.170216,0.516661,1.40691,0.715903,1.96282,0.882534,-0.201839,-0.530975,0.0659465,-0.886175,0.168146,-1.69622,1.03653,1.47442,-0.507719,-0.271682,-0.7711,0.337622,-0.77797,-1.37141,-0.22735,0.0937673,0.821729,1.61034,1.08948,0.109511,0.88269,0.759359,0.292965,-0.58399,-0.539501,0.283259,-2.0172,-1.86829,-0.816314,-1.18377,-1.47592,-0.692456,-0.528674,-1.4727,-0.164072,-0.138638,-1.36959,-2.18371,0.48698,-1.43011,-0.813178,-0.184422,-0.0738958,-0.429627,-1.14916,-2.00765,-0.247342,-2.08607,-1.9007,-2.39125,-0.910156,-0.572116,-1.87118,-0.855347,-1.48436,-0.799438,-2.06834,-0.975392,3.15332,3.50251,4.58758,3.72057,5.42964,3.91334,2.81699,2.54949,3.05521,2.28924,3.15134,1.7908,4.10035,4.68243,2.56753,2.75798,2.37051,3.31748,2.36557,1.9761,2.79529,3.08108,3.84187,4.87938,4.16671,3.09582,3.91352,3.76991,3.27287,2.50885,2.54291,3.26325,-0.380287,-0.778785,0.20437,-0.627626,-1.05706,0.916715,-0.424429,-0.0819257,1.02094,1.08745,-0.854876,-1.28627,0.50785,-1.55988,-1.06654,-0.888979,-0.312859,-0.3129,-1.57984,-1.63109,-0.349717,-2.39385,-1.64733,-2.97321,-1.04022,-0.893542,-1.24913,-0.329156,-1.64216,-0.300282,-2.06181,-0.612825,0.593942,0.685418,0.449085,0.651951,0.742129,0.285628,0.604543,0.52047,0.264845,0.252098,0.701589,0.783516,0.375698,0.826336,0.743938,0.708679,0.577583,0.577593,0.829182,0.836319,0.586549,0.916357,0.83853,0.951349,0.738892,0.709621,0.77715,0.581554,0.837829,0.574512,0.887136,0.648585
116.81,0.983603,0.0823482,6,63,0,-75.2565,-0.732292,-0.283778,-0.118479,-0.495001,-0.392978,0.103982,0.101804,0.577797,-0.270559,-0.908004,1.5309,0.248924,0.381695,1.67276,1.18572,0.413672,-0.549752,2.48962,-0.357802,-2.16124,1.67405,-0.391716,-0.178158,0.714212,-0.0434539,1.69401,-1.24977,-2.01956,0.254529,-1.64335,-0.563897,-0.0565037,0.445769,0.597871,-0.0603414,1.22719,0.520198,1.09117,-0.79041,0.50574,1.29675,0.30471,0.137544,0.774475,-0.696272,0.212162,0.798589,-0.826943,0.951495,-0.642081,0.0154495,-1.05207,1.42379,0.624115,1.27221,0.0138054,-0.402945,-1.04361,0.570154,0.228031,-1.06953,-1.03879,-0.0707427,-0.573261,-0.0552817,-1.1923,-0.0706202,-0.133202,-0.0836365,0.603035,-0.765104,-0.954746,-0.825703,-0.289159,-0.0545246,-0.422838,0.986353,0.245631,0.322346,1.06832,0.786911,0.340822,-0.215842,1.5403,-0.104933,-1.14696,1.06907,-0.124529,-0.00113552,0.514473,0.076696,1.0806,-0.620308,-1.06509,0.24887,-0.847719,-0.224014,0.0691558,0.359368,0.447252,0.0669385,0.810869,0.402373,0.732277,-0.354893,0.394019,3.81393,4.63085,2.95822,3.90164,4.665,2.84275,4.8875,3.00748,3.67465,2.65428,5.644,4.42347,5.38925,3.67281,3.23481,2.66113,4.35133,3.92056,2.64019,2.66504,3.5794,3.07121,3.5963,2.54325,3.57953,3.51192,3.56536,4.39515,2.89682,2.73417,2.84383,3.34893,0.0588947,-0.717603,0.379294,-0.209066,-0.524699,0.917474,-0.196137,0.398291,-0.630773,1.1734,-0.839904,-1.89811,0.475291,-0.89442,-1.14736,-0.695624,-0.589039,0.5989,-1.51019,-1.47483,-0.489,-1.82575,-1.12218,-1.80565,-0.987092,-0.891115,-1.09566,-0.463803,-1.20835,-0.342176,-1.77349,-0.608299,0.485281,0.672079,0.406297,0.552077,0.628246,0.285473,0.548878,0.401723,0.652665,0.236241,0.698445,0.869678,0.383365,0.709801,0.759029,0.667217,0.643145,0.354595,0.81909,0.81379,0.619871,0.861254,0.754392,0.858836,0.728513,0.70912,0.749446,0.613916,0.770007,0.584719,0.854891,0.647553
120.818,0.902112,0.0823482,6,63,0,-85.1533,-0.633696,0.13123,-0.233759,-0.403839,-0.342066,0.240263,-0.359463,0.49503,-1.1432,-2.96613,-0.180972,0.0158692,0.299847,0.889424,1.46708,-0.951613,1.09048,2.30857,-0.80379,-0.0152342,2.62918,-1.0333,-0.330256,1.98993,-0.00479116,0.451148,-0.74151,-0.658105,1.672,-2.79651,0.163129,-1.74532,0.203254,0.436787,0.048081,1.10701,-0.468755,1.57995,0.251196,-0.0380998,1.15823,0.376676,0.44052,1.43972,0.205518,1.02328,0.282628,0.975097,-0.182258,-0.626548,-1.74443,0.283618,1.66519,-0.0427773,-0.966035,-0.8501,0.0453282,0.647685,1.91261,0.08049,1.36677,-1.10953,-0.153248,0.786897,1.30921,0.27779,1.10344,0.67456,0.993018,0.46975,-0.783513,-0.230164,-0.885817,1.10271,-0.925381,-1.82779,-0.44905,-0.351608,-0.211031,0.0808279,0.366785,-0.83054,0.180357,0.783345,-0.757363,-0.367005,0.942056,-0.870978,-0.52295,0.625611,-0.361835,-0.136132,-0.726533,-0.685245,0.468228,-1.74382,-0.27871,-1.22345,-0.258847,-0.143241,-0.335662,0.188541,-0.591511,0.422658,-0.235114,-0.378324,3.75905,5.47691,3.4406,4.68178,3.54201,4.59758,2.97303,2.51489,1.65062,3.54333,5.9624,3.13341,2.213,2.31179,3.23914,4.06414,6.54478,3.28233,5.32846,2.09657,3.00569,4.28294,5.21418,3.53556,4.82531,4.10549,4.62872,3.80067,2.3705,2.91986,2.28089,4.82398,0.00456783,-1.40289,-0.146238,-0.365429,-0.416617,0.930502,-0.106937,-0.0990447,0.650405,1.2952,-0.865395,-0.189621,0.597807,-1.36853,-1.19833,-0.404866,-0.918475,-0.382827,-1.47828,-0.71955,-0.00144933,-2.42254,-0.880003,-2.67486,-1.25036,-1.27746,-0.717876,-0.291228,-1.6633,-0.0325827,-1.13966,-0.920527,0.498858,0.802642,0.536495,0.590354,0.602673,0.282823,0.526709,0.524741,0.342898,0.214974,0.703787,0.547264,0.354846,0.797142,0.768227,0.599856,0.714731,0.594555,0.814313,0.672508,0.500362,0.91853,0.706823,0.935527,0.777362,0.782017,0.672139,0.572297,0.84068,0.508145,0.757618,0.715149
