# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_C_sim5_cor_model
# start_datetime = 2022-02-18 19:22:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpoJNH5n/standata-158c68bb215f.json
# init = 2 (Default)
# random
#   seed = 1862562355
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5_cor-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5_cor-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_C_sim5_cor_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,mu_aHS,bP,bAHS.1,bAHS.2,bAHS.3,mu_bAHS,sigma_abHS.1,sigma_abHS.2,Rho.1.1,Rho.2.1,Rho.1.2,Rho.2.2,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_M,s_M,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.048902
# Diagonal elements of inverse mass matrix:
# 0.174005, 0.537518, 0.323155, 0.31795, 0.190342, 0.0198907, 0.04399, 0.025774, 0.0370588, 0.0502449, 0.92803, 0.728282, 0.277038, 0.21839, 0.0332385, 0.329498, 0.306773, 0.276037, 0.308949, 0.284655, 0.267462, 0.308169, 0.316439, 0.327514, 0.301365, 0.317006, 0.315884, 0.3223, 0.328498, 0.284454, 0.289711, 0.325281, 0.307135, 0.326966, 0.299013, 0.291114, 0.28896, 0.286923, 0.409956, 0.306418, 0.320787, 0.254727, 0.307368, 0.300116, 0.311236, 0.326529, 0.294721, 0.012121, 0.0735316, 0.0848323, 0.0670677, 0.0901166, 0.121685, 0.0871564, 0.154475, 0.0868152, 0.0947429, 0.132138, 0.0944269, 0.0899062, 0.0738376, 0.200855, 0.0689331, 0.0942264, 0.12463, 0.0927387, 0.154941, 0.123581, 0.0741813, 0.167989, 0.114256, 0.119913, 0.135791, 0.107782, 0.125743, 0.0938906, 0.134124, 0.110347, 0.287216, 0.10923, 0.116246
130.558,0.863798,0.048902,6,127,0,-89.4393,0.629058,-0.488059,-1.07066,-0.779348,-0.500562,0.348691,0.140945,-0.105512,-0.328317,0.432954,0.28846,1.11741,1,0.376526,0.376526,1,-0.282488,0.727705,0.211713,0.250042,0.33234,-0.972799,-1.35894,0.513986,-1.26494,0.026266,0.519635,0.800234,-0.765419,-0.918427,-0.558687,0.00918319,-0.214126,-0.521362,0.21845,-0.60308,-0.644297,-0.597803,-0.445916,-1.53091,-1.38116,-0.874797,-0.773091,-1.11553,-1.19282,-0.247689,-1.706,0.43446,-0.864773,-0.212541,1.42099,0.670855,1.82579,5.22183,9.34512,2.91702,4.09381,4.49638,5.34115,4.90603,1.82943,4.30313,1.62098,2.70025,14.407,1.94764,5.04356,7.06873,4.31759,5.3405,7.126,3.43615,4.75334,5.96631,3.395,3.96141,3.06605,3.88292,4.58846,4.20622,10.7797,22.0197,8.10202,4.06505,0.651365,0.879132,0.934367,-0.424897,-0.986947,0.913044,-0.974131,0.127636,1.0946,1.13164,-0.285173,-0.911776,-1.43311,-0.594611,-0.712408,-0.938456,-0.696563,-0.930932,-1.28868,-1.39377,-1.13364,-1.78837,-1.87137,-1.94045,-1.45274,-1.8664,-1.17881,-0.863246,-1.29958,-0.705251,-1.65624,-1.08163,0.342682,0.293358,0.28204,0.604654,0.728485,0.286377,0.725942,0.468134,0.250753,0.243859,0.570814,0.713364,0.807385,0.644422,0.670933,0.718788,0.667425,0.717264,0.783924,0.801194,0.756509,0.856727,0.866617,0.874402,0.810419,0.866042,0.764733,0.703338,0.785764,0.669351,0.839732,0.746801
136.01,0.920039,0.048902,7,127,0,-89.4189,0.0865182,-0.64235,-0.869717,0.095618,-0.528202,-0.125304,0.180582,0.00568469,-0.387673,0.987233,0.783884,0.939403,1,-0.373266,-0.373266,1,-0.424026,0.506601,-0.311947,-0.306155,0.000180118,-1.50438,-0.342502,-0.357114,-1.03917,-0.676434,0.0281273,0.650249,-0.104922,0.454335,-0.561614,0.0145651,0.204232,-0.140738,-0.427828,-0.449591,-0.614894,-0.313809,-0.483952,-0.551467,-0.593707,-0.864046,-1.0429,-0.172724,0.048041,0.293405,-0.70275,-0.545596,-0.729847,-0.612703,1.3274,0.677765,2.13783,3.15899,3.29616,4.66491,1.62955,3.13312,4.28211,4.68761,2.86592,7.41372,2.17917,2.07872,10.7968,3.59596,4.25171,8.19603,2.89177,15.7098,7.32908,6.60732,14.1543,7.23861,1.3561,3.36275,2.53618,4.16516,6.58368,7.23701,5.71674,31.0133,6.78599,3.40179,-0.0501743,-0.112459,0.203602,-1.28151,-0.0564168,-0.080754,-0.723909,-0.293098,0.241274,0.950921,0.142263,0.871709,-1.28597,-0.807042,-0.623061,-0.997206,-1.1376,-1.27367,-1.42191,-1.03413,-1.24317,-1.43307,-1.30073,-2.37559,-1.68185,-1.29173,-0.334523,-0.874229,-1.22633,-1.01922,-1.83427,-1.18357,0.512541,0.528085,0.449275,0.782707,0.5141,0.520178,0.673467,0.572754,0.439972,0.2787,0.464494,0.294899,0.783464,0.691479,0.650914,0.730509,0.757238,0.78137,0.805638,0.737715,0.776115,0.807379,0.785958,0.914947,0.843149,0.78444,0.582859,0.705625,0.773175,0.73482,0.862269,0.76559
159.609,0.989317,0.048902,6,127,0,-110.947,0.0597537,0.312143,-0.93608,-0.505029,-0.545806,0.0784123,0.138125,0.178393,-0.247091,0.0347191,0.657849,0.361627,1,0.415098,0.415098,1,-0.69876,0.402598,-0.533256,-0.746265,-0.259367,-1.39362,-1.04741,-0.286855,-1.11418,-0.654128,-0.221946,-0.430988,-0.662359,-0.725411,-0.89947,-0.143,-0.545417,-0.637113,-0.7884,-0.578296,-1.20655,-0.558254,-0.628049,-0.639543,-0.871921,-1.03702,-0.861222,-0.587195,-0.0213936,-0.152444,-0.935565,0.331247,-0.552435,-0.121963,1.43788,0.390266,2.06031,2.41432,5.19535,2.8935,5.18758,8.48633,3.56998,4.33995,3.28787,1.90572,4.18691,2.27228,8.10909,2.06253,2.06584,6.23729,4.89843,4.06331,7.1629,4.22142,4.34076,4.02948,4.22546,3.69291,4.46534,6.69188,6.42044,5.3797,6.73312,8.69694,4.36884,7.46239,0.33152,0.161112,0.641924,-0.504502,-0.197845,0.568793,-0.282876,0.134577,0.673259,0.409446,0.211546,0.0419938,-1.26677,-0.449441,-1.03025,-1.10369,-1.16483,-1.42904,-1.52212,-1.11003,-1.15548,-1.27234,-1.74016,-2.38118,-1.77206,-1.68731,-0.602981,-1.22213,-1.42891,-0.683046,-1.66168,-1.0754,0.417871,0.459809,0.344812,0.623517,0.549301,0.361515,0.570251,0.466406,0.337767,0.399045,0.44731,0.489503,0.780189,0.610506,0.736965,0.750951,0.762209,0.806752,0.820851,0.752135,0.760511,0.781143,0.850707,0.915381,0.854713,0.84387,0.646338,0.772438,0.806731,0.664418,0.840463,0.745622
158.989,0.968761,0.048902,6,127,0,-115.784,0.527966,-0.953273,-0.746393,-0.0959628,-0.469373,-0.0419378,0.275779,-0.074239,-0.341949,-0.042327,0.240324,0.227978,1,-0.689812,-0.689812,1,-0.745038,0.371629,-0.531666,-0.397855,-0.60903,-1.40203,-1.3379,-0.377794,-1.30269,-0.821744,-0.434951,0.142062,-0.845858,-0.671093,-0.727994,-0.901974,-0.43099,-1.02022,-0.576504,-0.765953,-0.454538,-0.978326,-0.74135,-1.44109,-1.67996,-1.07578,-1.71908,-0.89673,-0.903513,-0.205773,-1.10462,-0.814528,-0.804518,-1.12783,1.5143,0.571054,2.10659,2.27232,4.72259,4.12165,2.31756,6.31615,1.94649,3.91421,2.02793,5.54361,2.56086,1.93007,4.05445,3.52914,5.81786,7.67939,4.48336,8.53837,4.11339,3.84763,11.2119,3.14126,4.63346,3.54681,5.11469,3.37597,5.54081,8.46568,4.07394,18.7436,6.83187,6.82153,0.178029,0.289057,0.0811366,-0.705354,-0.620063,0.336784,-0.575091,-0.0713623,0.258471,0.864777,-0.141044,0.0906812,-1.15515,-1.36168,-0.816457,-1.41545,-0.998779,-0.99806,-0.909362,-1.32799,-1.10403,-1.76859,-1.96995,-2.05943,-1.98628,-1.5368,-0.872708,-0.862121,-1.12101,-1.0264,-1.43971,-1.37225,0.45561,0.428235,0.479727,0.669374,0.650233,0.416591,0.639937,0.517833,0.43574,0.296342,0.535203,0.477345,0.760451,0.796033,0.693484,0.804624,0.730818,0.730677,0.71287,0.790508,0.751015,0.854282,0.877605,0.886897,0.879349,0.823,0.705309,0.703104,0.754176,0.736217,0.80841,0.797744
164.984,0.983342,0.048902,7,127,0,-124.568,0.6338,-0.206142,-0.393432,-0.503377,-0.382962,-0.0647287,0.119949,-0.1644,-0.278643,-0.00478289,0.307999,0.339994,1,-0.273629,-0.273629,1,-0.958995,0.40312,-0.885739,-1.07293,-0.298872,-1.4483,-1.25777,-0.7278,-1.3236,-1.02068,-0.417019,-0.339263,-0.980604,-1.0158,-0.718805,-0.334119,-0.783862,-0.717642,-0.756879,-1.2188,-1.17357,-0.834298,-1.02853,-1.03157,-1.45056,-1.17394,-1.3743,-1.0303,-0.591226,-0.47358,-1.0311,-0.552279,-1.0187,-0.659146,1.47992,0.467006,2.6452,2.05772,7.64138,2.87629,2.69193,3.07583,2.54849,3.68242,4.0007,4.61806,4.39502,2.49063,4.61707,3.92523,5.58724,6.19529,4.2356,6.53491,5.04767,5.5986,6.35904,2.61577,4.13591,3.89694,7.41867,7.72141,9.49685,7.15958,5.67393,15.2224,5.86864,6.43723,0.070932,-0.151426,0.627657,-0.511728,-0.288538,0.236407,-0.339303,-0.00120844,0.514533,0.637503,-0.0314685,0.0212476,-0.950049,-0.615601,-0.900944,-0.849795,-0.980588,-0.999544,-1.44751,-0.896119,-1.11044,-1.00937,-1.93622,-2.23195,-1.82479,-1.80716,-0.830893,-1.27556,-1.34361,-0.917366,-1.78803,-1.07447,0.482274,0.537784,0.348042,0.625212,0.571638,0.441172,0.584021,0.500302,0.374131,0.345811,0.507866,0.494688,0.721125,0.649217,0.711143,0.700524,0.727225,0.730969,0.809615,0.710151,0.752211,0.732897,0.873936,0.903082,0.86114,0.859018,0.696544,0.781692,0.793083,0.714505,0.856685,0.745446
160.482,0.865761,0.048902,8,255,0,-129.158,0.369806,-0.700867,-0.331946,-0.474738,-0.464752,-0.177672,0.323275,-0.158355,-0.192462,-0.1211,0.163595,0.263193,1,-0.366321,-0.366321,1,-0.77994,0.467191,-0.58731,-0.382258,-0.871188,-1.76263,-1.62173,-0.600307,-1.69629,-1.02536,-0.213234,-0.230998,-1.07121,-1.04361,-0.990643,-0.931602,-0.444393,-0.851616,-0.641824,-0.603662,-0.710362,-1.30172,-0.820073,-1.42246,-1.34573,-1.1377,-1.30885,-1.07286,-0.524901,0.0612778,-0.529552,-0.657391,-0.939343,-0.967575,1.61586,0.476736,1.8555,2.84174,5.37548,5.8077,3.34201,5.05031,2.49083,2.86944,2.93917,2.43824,4.83692,2.00423,9.89005,5.3043,6.0949,8.82359,6.79461,6.89565,7.64619,5.51763,19.7419,5.01011,4.27102,2.86907,4.12594,7.89342,5.22511,5.52993,4.24143,8.52785,6.42226,4.35083,0.509823,0.618349,0.143209,-0.720653,-0.490124,0.517509,-0.52332,0.244142,0.814952,0.921292,0.00524201,0.274149,-1.3686,-1.44745,-0.801886,-1.25048,-0.999094,-0.623761,-1.20553,-1.50752,-1.08104,-1.69054,-1.99696,-2.21523,-1.86355,-1.95103,-1.07331,-0.885839,-1.2779,-0.97768,-1.79683,-1.42576,0.375235,0.350157,0.464259,0.672751,0.620136,0.373435,0.627924,0.439266,0.306836,0.284695,0.498689,0.431889,0.797153,0.809606,0.690378,0.777383,0.73088,0.651073,0.769506,0.818694,0.746691,0.844296,0.880478,0.901609,0.865711,0.875559,0.745225,0.708031,0.782093,0.726648,0.857762,0.80624
