# 0.249084, 0.126821, 0.0959554, 0.103318, 0.0154405, 0.006053, 0.279689, 0.022559, 0.322828, 0.300729, 0.313996, 0.340694, 0.332954, 0.32064, 0.352851, 0.322823, 0.304539, 0.305129, 0.314818, 0.328719, 0.314794, 0.30957, 0.334486, 0.329437, 0.331888, 0.314729, 0.324219, 0.312811, 0.310422, 0.316001, 0.343814, 0.366474, 0.334804, 0.34884, 0.338705, 0.343694, 0.337057, 0.319764, 0.326901, 0.324275, 0.158956, 0.0104006, 0.209622, 0.215192, 0.21092, 0.202762, 0.209484, 0.208492, 0.214386, 0.214338, 0.21158, 0.200187, 0.2069, 0.203392, 0.205139, 0.203817, 0.211375, 0.203136, 0.208772, 0.212914, 0.216057, 0.203733, 0.208745, 0.212176, 0.196957, 0.221406, 0.218989, 0.203535, 0.210852, 0.210191, 0.205681, 0.214082, 0.206286, 0.213899, 0.202783, 0.220995, 0.21979, 0.206283, 0.200608, 0.212468, 0.206142, 0.237189, 0.208179, 0.207204, 0.209652, 0.204902, 0.206289, 0.203833, 0.209282, 0.214683, 0.213445, 0.215612, 0.205526, 0.21223, 0.210342, 0.203672, 0.203619, 0.218991, 0.207824, 0.210239, 0.217176, 0.201028, 0.209851, 0.202213, 0.201331, 0.215511, 0.223228, 0.211651, 0.205146, 0.210429, 0.203259, 0.214074, 0.208047, 0.217895, 0.204177, 0.205862, 0.198681, 0.206993, 0.216143, 0.204628, 0.206812, 0.201558, 0.161844, 0.740766, 0.164123, 0.162127, 0.16157, 0.163562, 0.163919, 0.165703, 0.164029, 0.16331, 0.163754, 0.164854
-3772.89,0.277367,0.0200603,7,127,0,3827.29,-0.203928,5.66479e-05,0.184159,-0.155538,-0.193179,0.114611,-0.160078,0.61464,-0.298043,-0.895833,-0.212844,0.27244,0.0899316,0.911389,0.650613,-0.0715463,0.398489,0.453737,-0.343654,-0.38881,0.930458,-0.385177,-0.168925,0.136636,-0.26822,0.226238,-0.302027,-0.783201,-0.144642,-1.03673,-0.652249,-0.904345,-0.82932,0.219447,-0.154615,0.344191,-0.81596,0.84298,-0.85738,-0.1722,-0.119328,0.492293,0.204912,0.349197,-0.558669,0.786789,0.350589,-0.211148,-0.636136,0.0506512,0.185292,-1.14198,0.194377,-0.147137,0.728268,0.499289,0.290745,-0.332127,-0.199271,-0.369152,-0.447599,0.329297,-0.254182,0.287538,-0.0280909,-0.719619,-0.457878,0.0365157,0.789243,0.101833,-0.875833,-0.740067,-0.214622,-0.601522,0.0145746,-0.434121,1.10724,-0.26711,-0.042152,-0.219937,0.332938,-1.55963,0.228768,-0.0627521,0.283125,0.474441,-0.127091,-0.0287823,-0.0368793,-0.138068,-0.754115,0.066436,0.127963,-0.271451,-0.381145,-0.302363,0.607566,0.0372387,-0.123473,0.229701,-0.218185,0.299953,0.464653,0.682133,-0.335978,-0.176249,-0.283669,0.364743,-0.315906,0.188853,0.0915024,0.466641,-0.356494,-0.74846,-0.454105,-0.109574,0.259281,0.593545,0.0853573,0.120944,-0.298087,-0.418648,0.0254933,0.0465766,-0.0209251,-0.0151398,0.0288512,-0.0412241,0.020324,-0.00318542,0.0630129,-0.0340472,0.0222502,0.0215692,0.243804,-0.618135,-0.0251677,0.344526,0.032645,1.38683,0.462974,0.379301,0.680611,0.75947,-0.345847,-0.271968,1.16402,-0.238195,-0.143445,0.00372736,-0.133533,0.514888,-0.277527,-0.395681,0.0180803,-0.992065,-0.786426,-1.51862,-1.18387,-0.19462,-0.228295,0.215418,-1.23692,0.749134,-1.18389,-0.294081
-3785.8,0.983215,0.0200603,7,127,0,3847.91,-0.453027,0.136391,0.0666405,-0.339946,-0.0320726,-0.0098404,0.105039,0.596165,-0.28092,-0.429185,0.00271783,0.0134428,-0.0295203,1.05779,0.0420813,0.417592,0.0597605,0.75676,-0.498951,-0.668063,1.06768,-0.084947,-0.255202,0.174646,-0.241985,0.452459,-0.546876,-0.781261,0.0104384,-1.29175,-0.361206,-0.970014,-0.522935,-0.253201,0.0198109,0.564033,-0.748298,1.0725,-0.788574,0.125575,0.0345082,0.478876,-0.00143656,0.12596,-0.794952,0.507662,-0.189381,0.635506,-0.472322,0.152947,0.231226,-0.0152195,0.339335,-0.592322,1.21684,0.20101,-0.00515915,-0.00422439,-0.776385,-0.543908,-0.744142,0.409917,-0.678845,0.323485,0.0247822,-0.891854,-1.04823,-0.439777,0.253245,0.432944,-0.682316,-1.19415,-0.586746,-0.420272,0.133754,-1.2307,0.859641,0.0166683,0.220708,-0.190118,0.33966,-1.3385,0.345713,-0.321215,0.0175431,0.212071,0.010127,0.254474,0.0575558,0.536295,-0.865217,0.0778025,0.169476,-0.0308929,-0.412057,-0.142826,0.133801,0.794282,-0.288525,0.174209,-0.5212,0.644525,1.01953,0.841149,-0.013795,-0.149221,-0.417407,0.473641,-0.512751,-0.474912,-0.344376,0.563596,-0.166712,-0.514512,-0.0916105,-0.475101,0.278118,0.444514,0.248398,0.0478504,-0.124224,-0.224414,0.0335965,0.0499156,-0.0192129,0.143664,-0.033191,0.0388077,0.0133177,0.00458208,0.116893,-0.130786,0.114237,0.0281695,-0.560355,-0.723606,-0.335518,-0.257378,-0.350689,0.738464,-0.27186,0.151918,-0.262795,0.438125,-0.810973,-1.01806,0.665617,-0.501386,-0.720683,-0.259394,-0.631597,0.0595398,-0.954782,-1.18663,-0.403388,-1.72518,-1.14564,-1.83416,-1.34396,-1.05524,-0.841189,-0.306114,-1.60922,0.237017,-1.63381,-0.68569
-3772.06,0.999155,0.0200603,7,127,0,3827.77,-0.37316,0.248866,0.291105,-0.0320653,-0.296754,0.0410599,-0.172468,0.599233,-0.656074,-0.728899,-0.249293,0.0798351,0.0507055,0.881641,0.391388,-0.202964,0.317339,0.602876,-0.350434,-0.332975,0.796695,-0.405276,0.10956,0.201422,-0.204749,0.552083,-0.431099,-0.574991,0.000433394,-0.847243,-0.776697,-0.62819,-0.540609,0.250591,0.0217617,0.756182,-0.495446,1.08953,-0.580098,-0.120896,-0.0818589,0.552755,0.157598,-0.0644447,-0.355735,-0.273611,-0.0566078,0.370547,-0.456714,0.276992,0.41874,-0.467751,-0.248162,0.0175107,0.311076,0.266252,0.0221257,-0.311176,-0.568326,-0.0527002,-0.477109,0.234721,-0.864219,0.449989,0.189589,-1.13294,-1.03523,0.00267753,0.80775,-0.276771,-0.326924,-1.40344,-0.263065,-0.81194,0.194649,-1.03481,1.0169,-0.654279,-0.0480879,-0.213309,0.509322,-1.96573,-0.192048,-0.289544,-0.305407,0.117274,-0.414701,0.390124,0.0920311,0.0512673,-0.85307,0.151496,0.117681,-0.645507,-0.214404,-0.219636,-0.0184151,0.522831,-0.0618038,0.272381,-0.438604,0.305428,0.727313,0.446194,-0.592467,-0.057949,-0.821322,0.184333,-0.692558,-0.257189,-0.328983,0.207525,-0.897786,-0.043862,-0.24051,-0.153383,0.0515986,0.203169,0.377379,-0.165236,-0.0207813,0.054285,0.124055,0.060592,0.130175,0.161562,-0.0779064,0.169966,0.0688804,0.192102,0.183235,0.00497899,0.140423,0.121303,-0.0398275,-0.383429,-0.17711,0.379457,0.0165879,1.26087,0.29203,0.408493,0.534605,0.856413,-0.29992,-0.369605,0.833786,-0.501178,-0.307991,-0.189436,-0.184537,0.673807,-0.580151,-0.436389,-0.0712879,-1.10032,-0.970843,-1.55984,-1.07328,-0.238511,-0.484455,0.165333,-1.26514,0.687332,-1.20471,-0.431156
-3772.24,0.997339,0.0200603,7,127,0,3837.96,-0.108998,-0.0416214,0.313036,-0.351538,-0.297767,0.1041,0.177262,0.533346,-0.547899,-0.452825,0.166616,0.491036,0.192003,1.07899,0.501535,0.0209156,0.524077,0.530509,-0.156755,-0.235355,0.869267,-0.233327,0.100616,0.392119,-0.265419,0.592078,-0.274007,-0.539758,0.0829971,-0.891566,-0.311272,-0.0383199,-0.0541082,0.512122,0.211098,0.894578,-0.268264,1.43479,-0.220482,0.143489,-0.233047,0.643498,-0.0155107,0.0236229,-0.699238,0.0653312,-0.524528,-0.264051,-0.876674,0.177274,0.338468,-0.688031,0.209118,-0.482273,0.663514,0.518593,-0.103011,0.0241292,-0.767877,-0.181623,-0.412357,0.340214,-0.90726,-0.0933362,-0.0359565,-1.09417,-0.539994,-0.469716,0.58692,0.181104,-0.77742,-0.809489,-0.653434,-0.206426,-0.601503,-1.04473,0.733054,-0.333085,0.0932156,-0.185554,0.0771958,-1.6541,0.600402,-0.271286,0.0942942,0.817784,0.175562,0.297374,-0.441692,0.0432885,-1.08069,-0.0599216,-0.140832,-0.439678,-0.76329,0.288716,0.642922,0.43094,-0.762695,-0.106257,-0.297575,0.485254,0.732324,0.68872,-0.382706,-0.374388,-0.617486,0.323493,-0.42468,-0.140374,-0.185674,0.459424,-0.190407,-1.36384,-0.159242,-0.621041,0.45817,0.60314,0.516174,-0.334075,-0.561467,-0.69731,0.175994,0.0508559,0.162109,0.193509,0.0654042,0.118642,0.114479,0.265907,0.247413,0.081833,0.157791,0.198417,0.233251,-0.00627597,0.401844,0.76578,0.194767,1.68521,0.375936,0.73436,0.904884,0.947711,-0.0690696,-0.109312,1.31866,0.0826161,0.156712,0.349199,0.104135,1.12639,-0.0742949,0.0743905,0.423204,-0.733333,-0.497108,-0.964182,-0.579628,-0.0325772,-0.0991746,0.499384,-0.96871,1.16599,-0.775349,-0.0959578
-3781.5,0.968161,0.0200603,7,127,0,3848.14,-1.07551,-0.193097,0.0343606,-0.398636,-0.312697,0.262635,0.126898,0.484901,-0.522338,-0.362557,0.0221837,0.785701,0.526807,0.634524,1.03613,0.0924186,0.341032,0.526906,0.0201992,-0.466089,0.931146,-0.0781557,0.103743,0.57346,0.100225,0.586753,-0.138013,-0.642964,0.121309,-0.621476,-0.155731,-0.0299388,0.218393,0.867085,-0.0387957,0.534864,-0.251389,1.17929,-0.553294,0.327811,0.0560019,0.488541,0.581786,0.177603,-0.656239,0.392606,0.118271,0.310275,-0.673099,0.387925,0.36564,-0.703981,-0.415382,-0.0517375,0.582014,0.493073,0.594333,0.207551,-0.33937,-0.0270519,-0.299455,0.175716,-0.786242,0.551852,-0.0678725,-1.31448,-0.767116,-0.616429,0.43325,0.118447,-0.59325,-0.675413,-0.109284,-0.67766,0.246431,-0.378778,0.705423,-0.218159,0.801044,0.306497,0.453057,-1.57662,0.417836,-0.482901,-0.457163,0.418992,-0.144348,0.395507,0.0677246,0.0986249,-0.723325,-0.145535,0.337467,0.178411,-0.52131,0.0430972,0.710147,0.117294,-0.136165,0.498978,-0.31906,0.532282,0.958452,0.213079,-0.612091,-0.339508,-0.700881,0.730773,-0.58867,0.225685,-0.0352975,0.75763,-0.55961,-0.371424,-0.202092,-0.323476,0.315248,0.217591,0.553748,0.380285,0.255778,-0.205959,-0.00889039,0.0471868,-0.0263825,0.0584774,-0.0934032,-0.012359,-0.0749035,0.0916659,0.102625,-0.0369612,0.0809485,0.0706721,-0.352511,-0.697423,-0.381283,-0.0362161,-0.42741,0.77397,-0.2062,0.0378296,0.0904436,0.314537,-0.844839,-0.984214,0.454281,-0.695159,-0.63282,-0.573715,-0.613795,0.199068,-1.03039,-0.793494,-0.470215,-1.4041,-1.18809,-1.83943,-1.17068,-0.695445,-0.741882,-0.257402,-1.67084,0.366448,-1.81987,-0.607529
-3767.21,0.995362,0.0200603,7,127,0,3826.36,-0.476643,0.15074,0.16226,-0.201561,-0.173874,0.254924,-0.0194006,0.555258,-0.609046,-0.582598,-0.199279,0.529349,0.213108,0.451249,0.594023,0.0363138,-0.0332587,0.303688,-0.226577,-0.524171,0.876746,-0.335572,-0.286786,0.459976,0.136383,0.367117,-0.400677,-0.984801,-0.093955,-0.830906,-0.425669,-0.244392,-0.358355,0.488039,-0.319188,0.247656,-0.741653,0.910983,-0.679465,-0.0109783,0.000389207,0.543646,0.562571,0.090424,-0.358972,0.391514,0.054638,0.560617,-0.499182,0.0574757,0.548358,-0.233706,0.524753,0.175529,1.15003,0.430444,0.212831,-0.110102,-0.73266,-0.189585,-0.0232251,0.456262,-0.279829,0.322831,-0.0024174,-1.44334,-0.969548,0.13634,0.264733,0.158198,-0.242257,-1.26559,-0.582771,-0.120293,0.159152,-1.23981,1.63842,0.19318,0.101302,-0.0983363,0.688153,-2.06053,0.438221,-0.12324,0.486104,0.504343,0.0269026,0.806168,0.429407,0.388142,-0.467032,0.296084,0.569162,-0.310784,-0.577169,0.222903,0.202258,0.746107,0.0295997,0.432978,-0.251773,0.88576,1.01662,1.07305,-0.072711,-0.191901,-0.564393,0.56182,-0.00925484,-0.255615,-0.688795,0.495065,-0.0478882,-0.554067,0.00127114,0.0659929,0.703526,0.469067,0.0135883,-0.177441,0.191448,-0.223701,-0.0803785,0.0500921,-0.127147,-0.0187478,-0.092136,-0.158306,-0.0331527,-0.0975082,-0.0740045,-0.0604869,-0.143719,-0.0885403,0.191547,-0.171524,0.282537,0.451826,0.170907,1.34384,0.282731,0.603235,0.533564,0.891763,-0.21919,-0.106111,1.09391,-0.196336,-0.105145,0.195525,0.112786,0.633864,-0.523449,-0.477298,0.0594485,-0.783762,-0.749332,-1.00018,-0.880368,-0.239311,-0.1331,0.384156,-1.17167,0.927155,-1.02448,-0.171808
-3768.96,0.945839,0.0200603,7,127,0,3842.22,0.276611,-0.162997,-0.172751,-0.242416,-0.279193,0.215278,-0.300387,0.679091,-0.942889,-0.972838,-0.323712,0.287925,-0.00661759,0.19596,0.486525,-0.248163,-0.0985974,0.116315,-0.571903,-0.645995,0.702756,-0.419584,-0.00891352,0.351202,-0.00726604,0.25206,-0.219668,-0.99275,-0.20492,-0.841286,-0.974329,-0.691354,-0.680076,-0.0146471,-0.569982,0.00370241,-0.880351,0.560724,-1.19757,-0.568992,-0.00508252,0.500042,0.406778,-0.028426,-0.353505,0.3783,-0.0143886,0.536921,-0.688525,-0.0710357,0.53426,-0.41343,0.480302,-0.0280114,0.855333,0.319734,0.239726,-0.0469874,-0.674528,-0.429181,-0.063172,0.324215,-0.421034,0.149152,-0.190408,-1.45837,-0.943956,0.204292,0.251172,0.12243,-0.252593,-1.21593,-0.626123,-0.157076,0.0360166,-1.16853,1.42055,-0.0404543,0.0384426,-0.267908,0.682151,-2.01178,0.359693,-0.230543,0.24613,0.27587,-0.121838,0.67031,0.484411,0.233281,-0.647343,0.108425,0.287794,-0.4357,-0.642839,0.141943,-0.0413907,0.510092,-0.175833,0.342009,-0.496364,0.77779,0.734634,0.993612,-0.349364,-0.189959,-0.595415,0.354588,-0.194117,-0.299105,-0.66319,0.283905,-0.22025,-0.620789,-0.112598,-0.100546,0.551332,0.281361,-0.166442,-0.299292,0.165224,-0.375873,-0.0541513,0.0567711,-0.0694528,0.0114209,-0.0542659,-0.0847352,0.0329164,-0.0391919,-0.00669981,-0.0325495,-0.124148,-0.0329723,0.397386,-0.0639629,0.504696,0.800368,0.368484,1.48989,0.623599,0.910959,0.866308,1.11534,-0.117177,0.080039,1.27201,0.0245445,0.309248,0.341181,0.369457,0.900935,-0.00219289,-0.151347,0.261958,-0.54503,-0.564898,-0.975788,-0.589141,-0.0593659,0.0757885,0.569849,-0.835759,1.12771,-1.01648,-0.0921556
-3769.15,0.959195,0.0200603,7,127,0,3832.56,0.282834,-0.0850506,-0.0295631,-0.329415,-0.293854,0.161501,-0.100627,0.502116,-0.914386,-0.677973,-0.537266,-0.0176313,0.0307153,0.182172,0.416237,-0.250985,0.102374,0.297973,-0.296633,-0.707234,0.627345,-0.189453,-0.245938,0.29714,-0.412077,0.278084,-0.348488,-0.739127,-0.0336998,-0.927124,-0.670395,-0.568546,-0.631158,-0.0497076,-0.231899,0.340853,-0.521689,0.979017,-0.854708,-0.0761406,0.0334235,0.520932,0.0981229,0.136157,-0.528857,0.465257,-0.153411,0.668471,-0.796592,0.243447,0.5058,-0.256804,0.294367,-0.0804262,0.895887,0.296623,0.31646,-0.217053,-0.269681,-0.00837604,-0.418012,0.707445,-0.280673,0.323825,-0.0999845,-1.08414,-0.582475,-0.252581,0.170309,0.172363,-0.241478,-1.39587,-0.350686,0.00105129,-0.0710941,-1.46985,1.18447,-0.212113,0.120006,-0.462676,0.207028,-1.67113,0.0829704,-0.146589,0.3174,0.352612,-0.164139,0.404761,0.431211,0.0505812,-0.858431,-0.079718,0.431269,-0.428861,-0.398871,0.197111,-0.156142,0.4547,-0.0170812,0.581439,-0.345415,0.84571,0.408809,0.875976,-0.444783,0.00221301,-0.341011,0.526402,-0.197712,-0.0959194,-0.314599,0.216067,-0.382265,-0.671847,0.0409589,-0.177293,0.302362,0.630762,-0.0879662,-0.392637,-0.154966,-0.496087,0.0139906,0.135879,-0.145907,0.0120162,-0.198298,-0.0957968,0.0770281,0.0288206,0.0909269,0.0160213,0.17747,0.108092,0.379228,0.22667,0.217601,0.599926,0.438637,1.36193,0.638713,0.917045,1.00091,1.23242,0.195093,-0.0601155,1.24028,0.291791,0.0376417,0.365468,0.0633038,0.974826,-0.040717,0.0951719,0.471488,-0.601518,-0.387117,-1.01557,-0.6831,-0.179346,0.104884,0.593831,-0.68749,1.29797,-0.876843,0.213
-3765.46,0.999791,0.0200603,7,127,0,3837.88,-0.369685,-0.173909,-0.0604336,-0.488924,-0.285971,0.112213,-0.168005,0.407094,-0.717509,-0.879187,-0.24145,0.119118,-0.0285997,0.766337,0.252926,-0.316568,-0.0774849,0.240965,-0.597529,-0.524891,0.692282,-0.375958,0.0224638,0.255874,-0.132903,0.380837,-0.526832,-0.974201,-0.156442,-0.832386,-0.619396,-0.410342,-0.341314,0.138133,-0.0637258,0.499767,-0.617942,0.904007,-0.632058,-0.29455,-0.0611381,0.48158,0.365521,-0.275341,-0.482572,-0.0207926,0.175738,-0.280073,-0.899695,0.263237,0.356764,-0.644186,0.12694,-0.0366734,0.189631,0.165837,0.519402,-0.39677,-0.92168,-0.255297,-0.687804,0.232023,-0.660672,-0.110429,-0.238658,-1.3052,-0.82425,-0.236324,0.522712,0.211378,-0.484563,-0.744805,-0.513472,-0.759148,0.184509,-1.11533,0.53566,-0.165087,0.00344725,-0.376729,0.665941,-1.32986,0.506505,-0.581574,0.247884,0.385455,-0.00357431,0.381594,0.210666,-0.139798,-0.917643,-0.31724,-0.129794,-0.479525,-0.486765,-0.0643119,0.319692,0.61245,-0.16815,0.23813,-0.0671251,0.471855,0.851712,0.565857,-0.478244,0.357961,-0.544334,0.672489,-0.553321,-0.131657,-0.358292,0.296754,-0.617535,-0.325929,-0.486728,-0.196407,0.513495,0.881697,-0.104171,0.0978971,-0.107511,0.18989,0.0869814,0.0506182,0.0298252,0.0235478,-0.0318524,0.0576995,0.171902,0.0216145,0.122389,0.135961,0.192468,0.117123,-0.329536,-0.824796,-0.377771,-0.0159629,-0.412648,0.998551,-0.266637,-0.00585541,-0.0739942,0.279409,-0.90002,-0.76607,0.52227,-0.674131,-0.513025,-0.399182,-0.391825,0.292383,-0.948868,-0.973745,-0.431312,-1.28202,-1.20195,-1.70361,-1.2501,-0.801304,-0.729077,-0.24714,-1.68248,0.266255,-1.55679,-0.916355
-3763.9,0.993474,0.0200603,7,127,0,3837.7,-1.09003,-0.0653556,0.100278,-0.701954,-0.268118,0.109653,-0.217352,0.57838,-0.956055,-0.930499,-0.477505,0.056815,-0.266553,0.685553,0.175379,-0.492361,-0.0851839,0.218206,-0.644699,-0.603856,0.490855,-0.415413,-0.308072,0.126882,-0.428571,0.369867,-0.559731,-1.12965,-0.386647,-1.09349,-0.504953,-0.322699,-0.291971,0.242739,0.182032,0.786164,-0.467468,1.17445,-0.414599,-0.0492676,0.00749466,0.479808,0.349099,-0.0318971,-0.543594,-0.0681419,0.232442,-0.207295,-0.627011,0.337067,0.506044,-0.61485,0.383397,0.238537,0.211458,0.114816,0.425799,-0.271898,-0.752725,-0.192704,-0.571367,0.354808,-0.707944,-0.0792923,0.00823086,-1.1745,-0.71817,-0.250773,0.692441,0.375525,-0.395294,-0.694235,-0.324627,-0.573332,0.0345513,-1.43397,0.65341,-0.0295028,0.167317,-0.203817,0.822749,-1.32477,0.582543,-0.530901,0.191047,0.509583,0.186836,0.195046,0.219146,-0.0292541,-0.733636,-0.181587,-0.0316267,-0.353389,-0.259297,-0.0100849,0.254285,0.689748,-0.181893,0.349612,-0.0860268,0.679116,0.626276,0.534628,-0.462816,0.45686,-0.453308,0.795839,-0.392033,-0.0411049,-0.190748,0.563375,-0.299617,-0.28041,-0.469716,-0.160137,0.55591,0.897424,0.14312,0.241122,-0.116857,0.182711,0.0352444,0.0674117,-0.0609985,0.0438043,-0.0835622,0.0058394,0.0615588,-0.124742,0.0435146,0.0324635,0.0298856,0.0285732,-1.22469,-1.51634,-1.2377,-0.715557,-1.2679,0.275326,-0.957473,-0.83788,-0.7143,-0.378139,-1.56958,-1.46237,-0.246134,-1.27256,-1.38328,-1.06932,-1.25337,-0.290657,-1.53746,-1.70236,-1.22195,-2.09264,-2.03367,-2.51775,-2.12655,-1.62502,-1.41097,-0.883308,-2.44363,-0.397126,-2.25968,-1.61034
-3761.9,0.981219,0.0200603,7,127,0,3816.71,0.491753,0.335703,0.00200352,-0.0511236,-0.286291,0.274373,-0.0919111,0.482942,-1.17037,-0.669339,-0.541193,0.422108,0.1645,-0.010077,0.616361,-0.245888,-0.202808,0.168523,-0.375363,-0.891292,0.955274,0.00887324,0.258076,0.621699,0.133381,0.285719,0.05443,-0.621201,0.249458,-0.581255,-0.36781,-0.458547,-0.448469,0.528913,-0.453306,0.252063,-0.532046,0.701917,-0.85667,-0.0901987,0.105802,0.53055,0.144163,0.0334584,-0.718828,0.813578,-0.00873009,0.264844,-0.188973,0.0899169,0.417595,-0.291679,-0.00536897,-0.147953,0.605494,0.67825,0.12088,-0.117439,-0.443891,-0.182809,-0.228491,0.506116,-0.342922,0.670053,0.175743,-0.858622,-0.723114,-0.193292,0.242494,0.0135008,-0.288208,-1.06016,-0.459612,-0.194726,-0.18728,-0.71773,1.07136,-0.316567,0.0796757,0.00426538,0.51968,-1.63652,-0.0858634,-0.143959,0.129185,0.187276,0.0198976,0.854914,-0.384598,0.193114,-0.576477,0.213812,0.255644,-0.0165215,-0.385857,-0.0182607,0.61852,0.453017,-0.308834,0.626316,-0.34742,0.309782,1.07377,0.725022,-0.442888,0.167406,-0.521089,0.709954,-0.238389,0.293553,-0.0656594,0.35643,-0.630226,-0.20809,0.36087,-0.157614,0.0648438,0.465365,0.523417,-0.407879,-0.119616,-0.319502,-0.0167247,0.0667309,0.0366165,-0.00367864,-0.0964823,-0.0449292,0.0156894,-0.0181275,0.0528118,0.0569293,0.0236722,0.00917105,1.0758,1.08084,1.18009,1.65853,1.31371,2.24219,1.46787,1.7609,1.65845,2.06477,0.855499,0.725019,2.0335,0.958792,1.13245,1.0523,0.960559,1.44559,0.718312,0.789716,1.2227,0.217032,0.511218,-0.291025,0.103966,0.888624,0.828935,1.45266,0.0264895,1.84975,-0.158166,0.91157
-3772.52,0.989533,0.0200603,7,127,0,3844.37,0.561274,0.434628,0.104394,-0.180891,-0.151576,-0.00780422,0.259754,0.465151,-0.399728,-0.299887,0.177762,0.157251,0.0991979,1.20865,0.242524,0.111233,0.528344,0.566994,-0.355585,-0.381376,1.19484,0.240925,0.623898,0.450979,0.161969,0.671028,-0.0370141,-0.0616709,0.562612,-0.41033,-0.0933845,-0.556564,-0.394605,0.244719,0.466952,1.06084,-0.363855,1.54514,-0.561786,0.395084,0.0441823,0.558163,0.793285,0.120086,-0.64652,0.526576,0.107604,0.422471,-0.612872,0.183623,0.468597,-0.722151,-0.110466,-0.510626,0.546814,-0.215777,0.0759544,-0.229857,-0.423205,-0.336887,-0.743557,0.422158,-0.458155,0.398923,-0.262919,-1.11954,-0.740013,-0.117859,0.389487,0.40031,-0.798702,-0.588192,-0.663783,-0.736396,-0.200266,-1.04166,0.560215,-0.0593319,0.179117,-0.276402,0.394251,-2.04752,0.199908,-0.336498,-0.012855,0.334849,0.262437,0.364611,0.407825,0.145615,-0.417478,0.364001,0.164548,0.0119341,-0.396049,0.268465,0.23371,0.845811,-0.347649,0.214197,0.242814,0.522339,0.674268,0.631357,-0.28148,0.0583863,-0.523505,0.426893,-0.508619,-0.42192,-0.495367,0.242808,-0.374166,-0.49719,-0.195672,0.000925074,0.571067,0.825851,0.00710303,0.117466,-0.175594,-0.198154,0.00959751,0.0594263,0.05825,0.0560476,0.00639675,-0.0417312,0.0268789,0.0732175,-0.00862385,0.0433681,-0.0388825,0.135013,0.888098,0.878408,1.18769,1.36968,1.11238,2.34664,1.25116,1.42539,1.61238,1.66956,0.700829,0.572973,1.86381,0.841967,1.03187,0.93014,0.851097,1.38323,0.565657,0.630375,1.17601,0.11043,0.366037,-0.473848,-0.108097,0.582259,0.680642,1.2313,-0.227188,1.84074,-0.351014,0.76642
-3765.2,0.991448,0.0200603,7,127,0,3831.46,-0.585331,0.28731,0.332307,0.0702199,-0.237661,0.0106739,0.110322,0.648555,-0.184934,-0.342371,-0.0227178,0.171044,0.110566,1.22674,0.432639,0.108273,0.508833,0.788804,-0.233149,-0.034878,0.996165,0.0191395,0.104789,0.478953,-0.0520474,0.853991,-0.0646062,-0.46918,0.0977659,-0.543059,-0.636296,-0.265787,-0.44407,-0.0830289,0.259359,0.828027,-0.382464,1.40366,-0.403294,-0.0365543,-0.165293,0.51308,0.204746,-0.26863,-0.97195,0.211919,-0.155568,0.357571,-0.515658,0.0146331,0.474234,-0.727367,-0.174385,-0.500109,0.393469,-0.623162,-0.0756581,-0.42846,-0.685026,-0.366705,-0.513021,0.369198,-0.848063,0.308266,-0.24417,-1.2792,-0.594313,-0.291282,0.200227,-0.0374272,-0.61982,-0.670372,-0.674958,-0.749848,-0.00852468,-1.2077,0.424467,-0.109133,0.115164,-0.623187,0.159249,-1.95335,0.14448,-0.636183,-0.0467187,0.435285,-0.191495,0.252482,-0.176152,-0.472392,-0.589237,-0.0407082,-0.140341,-0.147556,-0.622201,-0.279992,0.342413,0.284802,-0.46875,-0.164195,0.0102676,0.450589,0.282183,0.506041,-0.63941,-0.0959697,-0.900125,0.337648,-0.77026,-0.047757,-0.831962,0.114719,-0.444788,-0.978247,-0.452471,-0.353023,0.1182,0.56288,-0.100314,-0.491153,-0.423408,-0.548612,0.222903,0.0843891,0.22223,0.278972,0.135151,0.23175,0.215026,0.146181,0.340199,0.145324,0.353624,0.105615,0.0434924,-0.30859,-0.230015,0.212524,-0.137445,1.24314,0.154588,0.355074,0.417728,0.726748,-0.413381,-0.32932,0.794141,-0.289394,-0.483554,-0.0435922,-0.245379,0.719747,-0.393497,-0.612116,-0.191402,-0.977468,-1.00457,-1.22471,-1.08346,-0.665314,-0.425472,0.0754162,-1.23388,0.824345,-1.13852,-0.52003
